wave_A,ep_eV,loggf,term_low,term_up,level_low,level_up,label_low,label_up,flag_low,flag_up,reason_low,reason_up,nlte
4585.708,3.449,-2.02,b3G,w5G*,16,90,b3G,w5G*,c,c,label,label,True
4585.873,3.01,-1.522,b5D,y3D*,9,63,b5D,y3D*,c,c,label,label,True
4586.135,3.113,-2.574,a3F,z3G*,11,67,a3F,z3G*,c,c,label,label,True
4586.983,3.011,-2.311,b5D,w5D*,9,64,b5D,w5D*,c,c,label,label,True
4587.817,3.087,-1.971,a3G,w5F*,10,65,a3G,w5F*,c,c,label,label,True
4587.871,3.011,-1.801,b5D,y3D*,9,63,b5D,y3D*,c,c,label,label,True
4590.305,3.892,-2.191,a5F,r5F*,23,111,a5F,r5F*,c,c,label,label,True
4590.673,3.013,-3.709,b5D,y3D*,9,63,b5D,y3D*,c,c,label,label,True
4590.957,3.011,-3.573,b5D,y3F*,9,62,b5D,y3F*,c,c,label,label,True
4591.047,2.544,-3.814,a5G,x5D*,4,49,a5G,x5D*,c,c,label,label,True
4591.391,0.968,-1.74,a5D,y5P*,3,19,a5D,y5P*,c,c,label,label,True
4591.479,3.422,-1.93,b3G,w3G*,16,88,b3G,w3G*,c,c,label,label,True
4591.713,3.113,-3.701,a3F,u5P*,11,68,a3F,u5P*,c,c,label,label,True
4591.993,3.321,-1.876,z5P*,f5D,13,84,z5P*,f5D,c,c,label,label,True
4593.85,3.322,-0.928,z5P*,f5D,13,84,z5P*,f5D,c,c,label,label,True
4595.039,3.323,-1.143,z5P*,f5D,13,84,z5P*,f5D,c,c,label,label,True
4595.11,3.449,-2.142,b3G,w5G*,16,90,b3G,w5G*,c,c,label,label,True
4595.505,3.013,-3.25,b5D,y3F*,9,62,b5D,y3F*,c,c,label,label,True
4596.396,3.435,-2.218,b3G,w3G*,16,88,b3G,w3G*,c,c,label,label,True
4598.432,3.113,-1.457,a3F,z3G*,11,67,a3F,z3G*,c,c,label,label,True
4598.6,3.89,-2.355,a5F,r5F*,23,111,a5F,r5F*,c,c,label,label,True
4598.996,3.092,-1.381,a3F,w5F*,11,65,a3F,w5F*,c,c,label,label,True
4599.253,3.092,-2.173,a3F,w5F*,11,65,a3F,w5F*,c,c,label,label,True
4600.096,2.544,-1.18,a5G,z5H*,4,45,a5G,z5H*,c,c,label,label,True
4600.749,1.004,-1.25,a5D,y5P*,3,19,a5D,y5P*,c,c,label,label,True
4600.792,2.967,-2.122,a3H,y5H*,8,59,a3H,y5H*,c,c,label,label,True
4601.017,2.545,-1.21,a5G,z5H*,4,45,a5G,z5H*,c,c,label,label,True
4601.134,3.122,-1.139,a3F,z3G*,11,67,a3F,z3G*,c,c,label,label,True
4601.861,3.892,-3.343,a5F,r5F*,23,111,a5F,r5F*,c,c,label,label,True
4602.507,3.449,-1.626,b3G,w3G*,16,88,b3G,w3G*,c,c,label,label,True
4603.17,3.011,-3.527,b5D,y3F*,9,62,b5D,y3F*,c,c,label,label,True
4604.121,3.422,-3.638,b3G,x3D*,16,85,b3G,x3D*,c,c,label,label,True
4604.226,2.915,-4.073,a3P,x5F*,7,56,a3P,x5F*,c,c,label,label,True
4604.639,3.322,-1.624,z5P*,f5D,13,84,z5P*,f5D,c,c,label,label,True
4604.673,3.845,-2.536,b3D,3G*,20,0,b3D,none,c,x,label,label-absent->energy-route-disabled,False
4605.012,3.889,-2.542,a5F,r5F*,23,111,a5F,r5F*,c,c,label,label,True
4605.835,3.323,-1.136,z5P*,f5D,13,84,z5P*,f5D,c,c,label,label,True
4606.749,3.122,-3.61,a3F,u5P*,11,68,a3F,u5P*,c,c,label,label,True
4606.881,3.013,-3.296,b5D,y3F*,9,62,b5D,y3F*,c,c,label,label,True
4607.743,3.013,-4.025,b5D,y3F*,9,62,b5D,y3F*,c,c,label,label,True
4607.875,3.89,-3.23,a5F,r5F*,23,111,a5F,r5F*,c,c,label,label,True
4609.939,3.323,-1.542,z5P*,f5D,13,84,z5P*,f5D,c,c,label,label,True
4610.784,3.888,-2.769,a5F,r5F*,23,111,a5F,r5F*,c,c,label,label,True
4610.834,3.104,-2.781,a3G,w5F*,10,65,a3G,w5F*,c,c,label,label,True
4611.042,2.967,-2.24,a3H,y5H*,8,59,a3H,y5H*,c,c,label,label,True
4611.292,3.011,-3.114,b5D,y3F*,9,62,b5D,y3F*,c,c,label,label,True
4611.962,3.368,-1.448,b3P,x3D*,14,85,b3P,x3D*,c,c,label,label,True
4612.721,3.889,-3.276,a5F,r5F*,23,111,a5F,r5F*,c,c,label,label,True
4613.357,0.961,-1.537,a5D,y5P*,3,19,a5D,y5P*,c,c,label,label,True
4613.511,3.122,-2.349,a3F,z3G*,11,67,a3F,z3G*,c,c,label,label,True
4614.055,3.435,-2.873,b3G,w3G*,16,88,b3G,w3G*,c,c,label,label,True
4614.124,3.013,-2.679,b5D,y3F*,9,62,b5D,y3F*,c,c,label,label,True
4614.146,3.104,-3.01,a3G,w5F*,10,65,a3G,w5F*,c,c,label,label,True
4614.511,3.85,-0.79,a3I,3G*,21,0,a3I,none,c,x,label,label-absent->energy-route-disabled,False
4614.73,3.369,-1.483,b3P,x3D*,14,85,b3P,x3D*,c,c,label,label,True
4614.988,3.013,-3.557,b5D,y3F*,9,62,b5D,y3F*,c,c,label,label,True
4615.661,3.887,-3.009,a5F,r5F*,23,111,a5F,r5F*,c,c,label,label,True
4616.124,0.983,-1.19,a5D,y5P*,3,19,a5D,y5P*,c,c,label,label,True
4616.273,3.888,-3.465,a5F,r5F*,23,111,a5F,r5F*,c,c,label,label,True
4617.37,2.983,-2.67,a3H,y5H*,8,59,a3H,y5H*,c,c,label,label,True
4619.533,2.987,-0.59,a3P,y3P*,7,60,a3P,y3P*,c,c,label,label,True
4620.399,3.449,-1.772,b3G,w3G*,16,88,b3G,w3G*,c,c,label,label,True
4621.031,2.544,-1.656,a5G,z5H*,4,45,a5G,z5H*,c,c,label,label,True
4621.455,2.967,-2.485,a3H,y5H*,8,59,a3H,y5H*,c,c,label,label,True
4621.941,2.545,-1.375,a5G,z5H*,4,45,a5G,z5H*,c,c,label,label,True
4621.959,3.849,-0.241,a3I,y3I*,21,107,a3I,y3I*,c,c,label,label,True
4621.96,2.545,-0.453,a5G,z5H*,4,45,a5G,z5H*,c,c,label,label,True
4622.228,3.85,-2.57,a3I,y3I*,21,107,a3I,y3I*,c,c,label,label,True
4622.449,3.551,0.109,a3D,w3D*,18,98,a3D,w3D*,c,c,label,label,True
4622.747,2.987,-0.893,a3P,y3P*,7,60,a3P,y3P*,c,c,label,label,True
4624.729,3.375,-3.314,b3P,x3D*,14,85,b3P,x3D*,c,c,label,label,True
4625.212,3.648,-2.949,y5P*,h5S,19,101,y5P*,h5S,c,c,label,label,True
4625.297,3.113,-3.257,a3F,w5F*,11,65,a3F,w5F*,c,c,label,label,True
4625.652,3.849,-1.638,a3I,y3I*,21,107,a3I,y3I*,c,c,label,label,True
4625.922,3.85,-0.31,a3I,y3I*,21,107,a3I,y3I*,c,c,label,label,True
4626.174,0.968,-1.33,a5D,y5P*,3,19,a5D,y5P*,c,c,label,label,True
4626.787,2.983,-1.554,a3H,y5H*,8,59,a3H,y5H*,c,c,label,label,True
4626.822,3.435,-1.946,b3G,x3D*,16,85,b3G,x3D*,c,c,label,label,True
4627.22,3.85,-2.431,a3I,y3I*,21,107,a3I,y3I*,c,c,label,label,True
4628.461,3.144,-1.4,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4629.833,3.438,-3.479,y7P*,g5S,17,87,y7P*,g5S,c,c,label,label,True
4630.771,3.079,-4.051,a3G,w5D*,10,64,a3G,w5D*,c,c,label,label,True
4632.139,3.556,-0.496,a3D,w3D*,18,98,a3D,w3D*,c,c,label,label,True
4632.208,3.113,-3.074,a3F,w5F*,11,65,a3F,w5F*,c,c,label,label,True
4633.255,3.125,-1.11,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4633.998,3.551,-1.802,a3D,s5F*,18,96,a3D,s5F*,c,c,label,label,True
4634.581,3.113,-1.707,a3F,w5F*,11,65,a3F,w5F*,c,c,label,label,True
4636.913,3.551,-3.782,a3D,7P*,18,0,a3D,none,c,x,label,label-absent->energy-route-disabled,False
4637.173,2.544,-1.281,a5G,z5H*,4,45,a5G,z5H*,c,c,label,label,True
4637.173,2.983,-3.834,a3H,y5H*,8,59,a3H,y5H*,c,c,label,label,True
4637.76,2.545,-0.701,a5G,z5H*,4,45,a5G,z5H*,c,c,label,label,True
4637.818,2.545,-1.649,a5G,z5H*,4,45,a5G,z5H*,c,c,label,label,True
4639.496,3.551,-2.619,a3D,7P*,18,0,a3D,none,c,x,label,label-absent->energy-route-disabled,False
4639.507,3.111,-0.91,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4639.668,3.551,-0.91,a3D,w3D*,18,98,a3D,w3D*,c,c,label,label,True
4640.557,3.122,-4.888,a3F,w5F*,11,65,a3F,w5F*,c,c,label,label,True
4640.688,3.85,-1.806,a3I,y3I*,21,107,a3I,y3I*,c,c,label,label,True
4640.952,3.0,-4.947,a3H,y5H*,8,59,a3H,y5H*,c,c,label,label,True
4641.995,3.85,-0.67,a3I,y3I*,21,107,a3I,y3I*,c,c,label,label,True
4642.417,3.079,-2.11,a3G,w5D*,10,64,a3G,w5D*,c,c,label,label,True
4643.91,3.122,-2.772,a3F,w5F*,11,65,a3F,w5F*,c,c,label,label,True
4644.469,3.087,-4.217,a3G,w5D*,10,64,a3G,w5D*,c,c,label,label,True
4645.18,3.892,-2.912,a5F,x3H*,23,110,a5F,x3H*,c,c,label,label,True
4646.162,1.03,-0.74,a5D,y5P*,3,19,a5D,y5P*,c,c,label,label,True
4646.485,3.079,-1.03,a3G,w5D*,10,64,a3G,w5D*,c,c,label,label,True
4646.775,3.101,-0.84,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4647.511,3.122,-2.391,a3F,w5F*,11,65,a3F,w5F*,c,c,label,label,True
4648.116,2.544,-1.39,a5G,z5H*,4,45,a5G,z5H*,c,c,label,label,True
4648.32,3.0,-2.2,a3H,y5H*,8,59,a3H,y5H*,c,c,label,label,True
4648.868,3.556,-0.686,a3D,w3D*,18,98,a3D,w3D*,c,c,label,label,True
4648.868,2.544,-1.033,a5G,z5H*,4,45,a5G,z5H*,c,c,label,label,True
4649.11,2.872,-3.881,a3P,v5P*,7,55,a3P,v5P*,c,c,label,label,True
4649.257,3.556,-3.168,a3D,7P*,18,0,a3D,none,c,x,label,label-absent->energy-route-disabled,False
4649.432,3.556,-0.248,a3D,w3D*,18,98,a3D,w3D*,c,c,label,label,True
4649.457,2.545,-1.914,a5G,z5H*,4,45,a5G,z5H*,c,c,label,label,True
4649.511,3.449,-3.353,y7P*,g5S,17,87,y7P*,g5S,c,c,label,label,True
4651.284,0.983,-1.46,a5D,y5P*,3,19,a5D,y5P*,c,c,label,label,True
4652.157,1.004,-0.913,a5D,y5P*,3,19,a5D,y5P*,c,c,label,label,True
4654.724,3.096,-0.844,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4656.183,3.087,-1.016,a3G,w5D*,10,64,a3G,w5D*,c,c,label,label,True
4657.375,3.551,-2.329,a3D,s5F*,18,96,a3D,s5F*,c,c,label,label,True
4660.511,3.668,-2.75,y5P*,h5S,19,101,y5P*,h5S,c,c,label,label,True
4660.91,3.438,-2.709,y7P*,g7S,17,86,y7P*,g7S,c,c,label,label,True
4661.193,3.011,-2.825,b5D,y3P*,9,60,b5D,y3P*,c,c,label,label,True
4662.402,3.01,-2.596,b5D,y3P*,9,60,b5D,y3P*,c,c,label,label,True
4663.312,3.101,-0.56,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4663.748,3.011,-2.899,b5D,y3P*,9,60,b5D,y3P*,c,c,label,label,True
4663.816,3.111,-0.39,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4664.086,3.013,-2.266,b5D,y3P*,9,60,b5D,y3P*,c,c,label,label,True
4664.467,3.011,-3.182,b5D,y3P*,9,60,b5D,y3P*,c,c,label,label,True
4664.781,3.125,-0.306,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4664.97,3.013,-4.177,b5D,y3P*,9,60,b5D,y3P*,c,c,label,label,True
4665.016,3.422,-2.496,b3G,x3D*,16,85,b3G,x3D*,c,c,label,label,True
4665.556,3.092,-2.91,a3F,w5D*,11,64,a3F,w5D*,c,c,label,label,True
4665.906,3.556,-0.53,a3D,w3D*,18,98,a3D,w3D*,c,c,label,label,True
4666.198,2.967,-0.88,a3H,z3H*,8,57,a3H,z3H*,c,c,label,label,True
4666.478,3.144,-0.34,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4666.502,4.106,-2.696,b3F,q5F*,26,134,b3F,q5F*,c,c,label,label,True
4666.512,3.556,-0.845,a3D,w3D*,18,98,a3D,w3D*,c,c,label,label,True
4667.062,3.551,-1.508,a3D,s5F*,18,96,a3D,s5F*,c,c,label,label,True
4667.164,2.967,-1.25,a3H,z3H*,8,57,a3H,z3H*,c,c,label,label,True
4667.212,3.556,-2.151,a3D,s5F*,18,96,a3D,s5F*,c,c,label,label,True
4667.363,3.013,-2.579,b5D,y3P*,9,60,b5D,y3P*,c,c,label,label,True
4668.731,3.375,-2.803,b3P,3F*,14,0,b3P,none,c,x,label,label-absent->energy-route-disabled,False
4669.317,3.168,-0.47,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4669.664,3.092,-2.268,a3F,w5D*,11,64,a3F,w5D*,c,c,label,label,True
4675.101,3.104,-3.031,a3G,w5D*,10,64,a3G,w5D*,c,c,label,label,True
4675.782,3.011,-3.749,b5D,y5H*,9,59,b5D,y5H*,c,c,label,label,True
4676.331,3.556,-1.132,a3D,s5F*,18,96,a3D,s5F*,c,c,label,label,True
4676.939,3.556,-1.167,a3D,s5F*,18,96,a3D,s5F*,c,c,label,label,True
4677.604,2.967,-4.515,a3H,x5F*,8,56,a3H,x5F*,c,c,label,label,True
4679.323,4.099,-3.559,b3F,q5F*,26,134,b3F,q5F*,c,c,label,label,True
4679.646,2.915,-4.725,a3P,v5P*,7,55,a3P,v5P*,c,c,label,label,True
4680.474,3.111,-0.76,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4680.853,3.092,-0.81,a3F,w5D*,11,64,a3F,w5D*,c,c,label,label,True
4680.853,3.449,-2.562,y7P*,g7S,17,86,y7P*,g7S,c,c,label,label,True
4684.261,3.89,-3.469,a5F,3G*,23,0,a5F,none,c,x,label,label-absent->energy-route-disabled,False
4684.594,3.079,-2.198,a3G,y3D*,10,63,a3G,y3D*,c,c,label,label,True
4684.854,3.556,-0.975,a3D,s5F*,18,96,a3D,s5F*,c,c,label,label,True
4685.465,3.556,-1.431,a3D,s5F*,18,96,a3D,s5F*,c,c,label,label,True
4686.371,3.011,-4.332,b5D,y5H*,9,59,b5D,y5H*,c,c,label,label,True
4688.214,3.41,-3.29,z7D*,f5D,15,84,z7D*,f5D,c,c,label,label,True
4689.356,3.125,-0.4,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4689.971,3.113,-3.185,a3F,w5D*,11,64,a3F,w5D*,c,c,label,label,True
4691.11,3.013,-4.226,b5D,y5H*,9,59,b5D,y5H*,c,c,label,label,True
4692.961,2.983,-2.15,a3H,z3H*,8,57,a3H,z3H*,c,c,label,label,True
4693.938,2.983,-0.8,a3H,z3H*,8,57,a3H,z3H*,c,c,label,label,True
4695.145,2.983,-1.12,a3H,z3H*,8,57,a3H,z3H*,c,c,label,label,True
4696.005,4.096,-2.2,b3F,q5F*,26,134,b3F,q5F*,c,c,label,label,True
4697.05,2.708,-1.06,a5P,z5S*,5,50,a5P,z5S*,c,c,label,label,True
4697.389,3.369,-1.29,b3P,x3P*,14,81,b3P,x3P*,c,c,label,label,True
4698.08,3.395,-2.919,z7D*,f5D,15,84,z7D*,f5D,c,c,label,label,True
4698.46,3.144,-0.11,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4698.606,2.709,-1.153,a5P,z5S*,5,50,a5P,z5S*,c,c,label,label,True
4698.611,3.087,-1.223,a3G,y3D*,10,63,a3G,y3D*,c,c,label,label,True
4698.943,3.079,-1.394,a3G,y3D*,10,63,a3G,y3D*,c,c,label,label,True
4700.545,4.099,-2.001,b3F,q5F*,26,134,b3F,q5F*,c,c,label,label,True
4700.61,2.71,-1.255,a5P,z5S*,5,50,a5P,z5S*,c,c,label,label,True
4701.916,3.113,-1.923,a3F,w5D*,11,64,a3F,w5D*,c,c,label,label,True
4702.684,2.545,-5.032,a5G,y5D*,4,44,a5G,y5D*,c,c,label,label,True
4702.738,3.385,-3.916,z7D*,f5D,15,84,z7D*,f5D,c,c,label,label,True
4702.744,2.545,-3.845,a5G,y5D*,4,44,a5G,y5D*,c,c,label,label,True
4704.499,2.983,-4.454,a3H,x5F*,8,56,a3H,x5F*,c,c,label,label,True
4705.658,3.122,-3.287,a3F,w5D*,11,64,a3F,w5D*,c,c,label,label,True
4706.089,3.113,-1.803,a3F,w5D*,11,64,a3F,w5D*,c,c,label,label,True
4706.204,3.464,-2.458,y7P*,g7S,17,86,y7P*,g7S,c,c,label,label,True
4707.748,3.375,-1.29,b3P,x3P*,14,81,b3P,x3P*,c,c,label,label,True
4708.013,3.168,0.07,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4708.155,3.092,-2.886,a3F,y3D*,11,63,a3F,y3D*,c,c,label,label,True
4709.014,2.983,-4.318,a3H,x5F*,8,56,a3H,x5F*,c,c,label,label,True
4710.24,3.079,-2.015,a3G,y3F*,10,62,a3G,y3F*,c,c,label,label,True
4712.195,4.106,-2.575,b3F,q5F*,26,134,b3F,q5F*,c,c,label,label,True
4713.271,3.698,-2.636,y5P*,h5S,19,101,y5P*,h5S,c,c,label,label,True
4717.684,3.122,-1.75,a3F,w5D*,11,64,a3F,w5D*,c,c,label,label,True
4718.419,3.195,0.24,z7F*,f7D,12,66,z7F*,f7D,c,c,label,label,True
4718.872,3.551,-3.348,a3D,y5S*,18,95,a3D,y5S*,c,c,label,label,True
4720.286,2.967,-5.951,a3H,v5P*,8,55,a3H,v5P*,c,c,label,label,True
4720.955,3.395,-4.114,z7D*,f5D,15,84,z7D*,f5D,c,c,label,label,True
4721.126,3.551,-1.766,a3D,t5P*,18,93,a3D,t5P*,c,c,label,label,True
4721.276,3.428,-3.198,z7D*,f5D,15,84,z7D*,f5D,c,c,label,label,True
4722.65,3.092,-1.94,a3F,y3D*,11,63,a3F,y3D*,c,c,label,label,True
4722.76,3.368,-1.272,b3P,x3P*,14,81,b3P,x3P*,c,c,label,label,True
4723.098,3.079,-0.66,a3G,y3F*,10,62,a3G,y3F*,c,c,label,label,True
4724.07,2.987,-3.066,a3P,x5F*,7,56,a3P,x5F*,c,c,label,label,True
4724.322,3.41,-2.926,z7D*,f5D,15,84,z7D*,f5D,c,c,label,label,True
4724.412,3.087,-0.647,a3G,y3F*,10,62,a3G,y3F*,c,c,label,label,True
4725.663,3.369,-1.416,b3P,x3P*,14,81,b3P,x3P*,c,c,label,label,True
4725.756,2.915,-3.311,a3P,v5P*,7,55,a3P,v5P*,c,c,label,label,True
4725.923,3.0,-2.231,a3H,z3H*,8,57,a3H,z3H*,c,c,label,label,True
4727.149,3.0,-0.65,a3H,z3H*,8,57,a3H,z3H*,c,c,label,label,True
4728.349,3.556,-2.306,a3D,y5S*,18,95,a3D,y5S*,c,c,label,label,True
4729.841,3.092,-1.262,a3F,y3D*,11,63,a3F,y3D*,c,c,label,label,True
4730.71,3.079,-0.192,a3G,y3F*,10,62,a3G,y3F*,c,c,label,label,True
4730.847,2.987,-3.46,a3P,x5F*,7,56,a3P,x5F*,c,c,label,label,True
4731.234,3.556,-3.173,a3D,t5P*,18,93,a3D,t5P*,c,c,label,label,True
4732.349,3.395,-4.128,z7D*,f5D,15,84,z7D*,f5D,c,c,label,label,True
4736.092,2.987,-4.695,a3P,x5F*,7,56,a3P,x5F*,c,c,label,label,True
4736.147,3.375,-1.901,b3P,x3P*,14,81,b3P,x3P*,c,c,label,label,True
4736.632,3.0,-3.234,a3H,x5F*,8,56,a3H,x5F*,c,c,label,label,True
4737.348,3.087,-0.099,a3G,y3F*,10,62,a3G,y3F*,c,c,label,label,True
4739.671,4.096,-3.092,b3F,s5P*,26,123,b3F,s5P*,c,c,label,label,True
4740.47,0.941,-12.29,a5S,a3D*,2,0,a5S,none,c,x,label,label-absent->energy-route-disabled,False
4740.47,0.941,-9.657,a5S,a3D*,2,0,a5S,none,c,x,label,label-absent->energy-route-disabled,False
4743.354,3.011,-4.006,b5D,z3H*,9,57,b5D,z3H*,c,c,label,label,True
4744.296,4.099,-2.178,b3F,s5P*,26,123,b3F,s5P*,c,c,label,label,True
4744.352,3.011,-3.047,b5D,z3H*,9,57,b5D,z3H*,c,c,label,label,True
4745.188,3.113,-2.038,a3F,y3D*,11,63,a3F,y3D*,c,c,label,label,True
4745.307,2.708,-1.38,a5P,x5D*,5,49,a5P,x5D*,c,c,label,label,True
4747.05,3.092,-2.089,a3F,y3F*,11,62,a3F,y3F*,c,c,label,label,True
4748.093,3.845,-3.551,b3D,t5D*,20,105,b3D,t5D*,c,c,label,label,True
4748.209,3.013,-3.67,b5D,z3H*,9,57,b5D,z3H*,c,c,label,label,True
4748.934,2.545,-3.849,a5G,y5D*,4,44,a5G,y5D*,c,c,label,label,True
4749.209,3.369,-1.643,b3P,x3P*,14,81,b3P,x3P*,c,c,label,label,True
4749.961,3.368,-1.674,b3P,3D*,14,0,b3P,none,c,x,label,label-absent->energy-route-disabled,False
4751.131,3.369,-1.358,b3P,3D*,14,0,b3P,none,c,x,label,label-absent->energy-route-disabled,False
4751.793,3.422,-2.898,b3G,3F*,16,0,b3G,none,c,x,label,label-absent->energy-route-disabled,False
4752.896,3.369,-1.684,b3P,3D*,14,0,b3P,none,c,x,label,label-absent->energy-route-disabled,False
4754.01,3.375,-1.08,b3P,3D*,14,0,b3P,none,c,x,label,label-absent->energy-route-disabled,False
4754.74,3.092,-1.36,a3F,y3F*,11,62,a3F,y3F*,c,c,label,label,True
4755.14,3.011,-1.376,b5D,x5F*,9,56,b5D,x5F*,c,c,label,label,True
4756.051,2.987,-2.429,a3P,v5P*,7,55,a3P,v5P*,c,c,label,label,True
4756.112,3.104,0.09,a3G,y3F*,10,62,a3G,y3F*,c,c,label,label,True
4757.006,3.551,-1.629,a3D,x3F*,18,92,a3D,x3F*,c,c,label,label,True
4757.59,3.551,-0.637,a3D,x3F*,18,92,a3D,x3F*,c,c,label,label,True
4757.897,3.428,-4.007,z7D*,f5D,15,84,z7D*,f5D,c,c,label,label,True
4759.602,3.449,-3.977,y7P*,f5D,17,84,y7P*,f5D,c,c,label,label,True
4759.753,3.011,-2.198,b5D,x5F*,9,56,b5D,x5F*,c,c,label,label,True
4759.804,3.845,-4.148,b3D,t5D*,20,105,b3D,t5D*,c,c,label,label,True
4759.813,3.847,-4.48,b3D,t5D*,20,105,b3D,t5D*,c,c,label,label,True
4759.91,3.113,-1.286,a3F,y3D*,11,63,a3F,y3D*,c,c,label,label,True
4760.763,3.45,-2.936,z7D*,f5D,15,84,z7D*,f5D,c,c,label,label,True
4761.245,3.122,-1.584,a3F,y3D*,11,63,a3F,y3D*,c,c,label,label,True
4761.73,3.375,-1.796,b3P,3D*,14,0,b3P,none,c,x,label,label-absent->energy-route-disabled,False
4762.325,4.096,-3.335,b3F,s5P*,26,123,b3F,s5P*,c,c,label,label,True
4763.504,3.375,-2.906,b3P,3D*,14,0,b3P,none,c,x,label,label-absent->energy-route-disabled,False
4764.174,3.847,-3.64,b3D,t5D*,20,105,b3D,t5D*,c,c,label,label,True
4764.293,3.551,-0.205,a3D,x3F*,18,92,a3D,x3F*,c,c,label,label,True
4764.643,3.013,-1.65,b5D,x5F*,9,56,b5D,x5F*,c,c,label,label,True
4765.96,3.966,-2.686,a1G,x3H*,24,110,a1G,x3H*,c,c,label,label,True
4766.634,3.556,-0.851,a3D,x3F*,18,92,a3D,x3F*,c,c,label,label,True
4766.694,3.011,-3.302,b5D,x5F*,9,56,b5D,x5F*,c,c,label,label,True
4766.994,4.099,-2.866,b3F,s5P*,26,123,b3F,s5P*,c,c,label,label,True
4767.266,3.556,-0.748,a3D,x3F*,18,92,a3D,x3F*,c,c,label,label,True
4767.855,3.556,-0.884,a3D,x3F*,18,92,a3D,x3F*,c,c,label,label,True
4768.541,3.422,-1.904,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
4768.579,4.106,-0.606,b3F,v3G*,26,121,b3F,v3G*,c,c,label,label,True
4769.455,3.551,-5.505,a3D,5P*,18,0,a3D,none,c,x,label,label-absent->energy-route-disabled,False
4769.802,4.144,-0.772,z5D*,e5F,27,148,z5D*,e5F,c,c,label,label,True
4769.988,4.133,-1.032,z5D*,e5F,27,148,z5D*,e5F,c,c,label,label,True
4770.302,3.101,-9.093,z7F*,f5S,12,61,z7F*,f5S,c,c,label,label,True
4770.672,3.013,-1.63,b5D,x5F*,9,56,b5D,x5F*,c,c,label,label,True
4771.502,3.113,-2.631,a3F,y3F*,11,62,a3F,y3F*,c,c,label,label,True
4771.597,3.013,-2.066,b5D,x5F*,9,56,b5D,x5F*,c,c,label,label,True
4771.75,3.85,-3.752,b3D,t5D*,20,105,b3D,t5D*,c,c,label,label,True
4774.55,3.011,-1.921,b5D,x5F*,9,56,b5D,x5F*,c,c,label,label,True
4775.13,3.551,-1.828,a3D,w5G*,18,90,a3D,w5G*,c,c,label,label,True
4775.554,4.159,-0.517,z5D*,e5F,27,148,z5D*,e5F,c,c,label,label,True
4775.879,3.438,-3.401,y7P*,f5D,17,84,y7P*,f5D,c,c,label,label,True
4775.978,3.435,-3.603,b3G,3F*,16,0,b3G,none,c,x,label,label-absent->energy-route-disabled,False
4777.585,3.013,-2.088,b5D,x5F*,9,56,b5D,x5F*,c,c,label,label,True
4777.724,3.01,-2.203,b5D,x5F*,9,56,b5D,x5F*,c,c,label,label,True
4778.153,4.096,-3.182,b3F,s5P*,26,123,b3F,s5P*,c,c,label,label,True
4778.512,3.013,-3.106,b5D,x5F*,9,56,b5D,x5F*,c,c,label,label,True
4779.136,3.556,-4.682,a3D,5P*,18,0,a3D,none,c,x,label,label-absent->energy-route-disabled,False
4779.41,3.321,-3.669,z5P*,g7D,13,74,z5P*,g7D,c,c,label,label,True
4779.771,3.556,-3.651,a3D,5P*,18,0,a3D,none,c,x,label,label-absent->energy-route-disabled,False
4779.892,3.011,-2.21,b5D,x5F*,9,56,b5D,x5F*,c,c,label,label,True
4779.941,3.321,-4.307,z5P*,g7D,13,74,z5P*,g7D,c,c,label,label,True
4780.288,3.321,-5.461,z5P*,g7D,13,74,z5P*,g7D,c,c,label,label,True
4781.199,3.556,-3.719,a3D,t5P*,18,93,a3D,t5P*,c,c,label,label,True
4781.954,3.322,-3.53,z5P*,g7D,13,74,z5P*,g7D,c,c,label,label,True
4782.301,3.322,-3.885,z5P*,g7D,13,74,z5P*,g7D,c,c,label,label,True
4782.933,3.013,-3.078,b5D,x5F*,9,56,b5D,x5F*,c,c,label,label,True
4783.042,4.175,-0.229,z5D*,e5F,27,148,z5D*,e5F,c,c,label,label,True
4783.243,3.079,-0.84,a3G,y3P*,10,60,a3G,y3P*,c,c,label,label,True
4783.59,3.323,-3.953,z5P*,g7D,13,74,z5P*,g7D,c,c,label,label,True
4783.719,3.323,-4.277,z5P*,g7D,13,74,z5P*,g7D,c,c,label,label,True
4783.792,3.966,-2.648,a1G,x3H*,24,110,a1G,x3H*,c,c,label,label,True
4784.697,3.113,-2.757,a3F,y3F*,11,62,a3F,y3F*,c,c,label,label,True
