line_id,physical_id,key_z,ion,species,wavelength_air_A,excitation_potential_eV,hfs_n_components,log_gf,loggf_reference,nist_grade,seed_source,adjudication_status,gf_synth_ges,gf_regions_vald,gf_linelist_vald,in_synth,in_regions,in_linelist,delta_synth_minus_ew,lab_source_tag,gf_sigma_dex,gf_source_doi,is_diagnostic,gf_tier,diagnostic_excluded_by_registry,band,wavelength_frame,external_membership,reference_gf_source,reference_gf_sigma_dex,DH23_matches,physical_identity_status,reference_grade,codex_grade,deep_grade,measurement_eligibility,abundance
gf_117949,pk_2880e07623d1,14,1.0,Si I,7056.401,6.099,1,-3.375,K07,,synth(GES),single_source,-3.375,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117950,pk_8d641a1ee33f,14,1.0,Si I,7058.306,5.863,1,-3.354,K07,,synth(GES),single_source,-3.354,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117951,pk_8da174ed21c7,14,1.0,Si I,7058.933,6.223,1,-0.654,K07,,synth(GES),single_source,-0.654,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117952,pk_0818329196be,14,1.0,Si I,7064.15,6.099,1,-2.268,K07,,synth(GES),single_source,-2.268,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117953,pk_4909d2c177dc,14,1.0,Si I,7065.978,6.223,1,-2.679,K07,,synth(GES),single_source,-2.679,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117954,pk_d78ac7c630cf,14,1.0,Si I,7068.042,6.083,1,-2.341,K07,,synth(GES),single_source,-2.341,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117955,pk_eaa797261107,14,1.0,Si I,7071.816,5.954,1,-1.422,K07,,synth(GES),single_source,-1.422,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117956,pk_55742540efd9,14,1.0,Si I,7073.527,6.223,1,-2.813,K07,,synth(GES),single_source,-2.813,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117957,pk_532960293309,14,1.0,Si I,7083.949,5.984,1,-1.943,K07,,synth(GES),single_source,-1.943,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117958,pk_fdf64fe7441c,14,1.0,Si I,7087.293,6.223,1,-1.117,K07,,synth(GES),single_source,-1.117,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117959,pk_33bfa30bf76e,14,1.0,Si I,7089.14,6.079,1,-2.836,K07,,synth(GES),single_source,-2.836,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117960,pk_95ab86a398e8,14,1.0,Si I,7091.229,6.223,1,-2.501,K07,,synth(GES),single_source,-2.501,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117961,pk_c477ed3f2d2e,14,1.0,Si I,7096.656,6.125,1,-3.277,K07,,synth(GES),single_source,-3.277,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117962,pk_3474fb35afc1,14,1.0,Si I,7097.473,5.984,1,-3.918,K07,,synth(GES),single_source,-3.918,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117963,pk_80e9278c29be,14,1.0,Si I,7105.418,6.083,1,-3.219,K07,,synth(GES),single_source,-3.219,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117964,pk_c2f92f225bae,14,1.0,Si I,7105.833,6.079,1,-2.696,K07,,synth(GES),single_source,-2.696,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117965,pk_3168c1a4768a,14,1.0,Si I,7109.02,6.083,1,-4.605,K07,,synth(GES),single_source,-4.605,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117966,pk_0532f677fb9e,14,1.0,Si I,7113.201,5.964,1,-2.097,K07,,synth(GES),single_source,-2.097,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117967,pk_067faa72d4a1,14,1.0,Si I,7113.496,6.223,1,-3.302,K07,,synth(GES),single_source,-3.302,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117968,pk_3277a38d09ee,14,1.0,Si I,7122.188,6.083,1,-2.95,K07,,synth(GES),single_source,-2.95,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117969,pk_cc606ac78ff2,14,1.0,Si I,7124.193,6.083,1,-3.014,K07,,synth(GES),single_source,-3.014,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117970,pk_ed28dd465033,14,1.0,Si I,7129.883,5.863,1,-2.471,K07,,synth(GES),single_source,-2.471,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117971,pk_b3d094822828,14,1.0,Si I,7132.598,6.099,1,-3.444,K07,,synth(GES),single_source,-3.444,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117972,pk_da18cf3aa7e5,14,1.0,Si I,7141.699,6.223,1,-1.314,K07,,synth(GES),single_source,-1.314,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117973,pk_1f23fec005ce,14,1.0,Si I,7161.443,6.083,1,-2.067,K07,,synth(GES),single_source,-2.067,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117974,pk_c8c47b56a0bb,14,1.0,Si I,7162.372,4.132,1,-7.84,K07,,synth(GES),single_source,-7.84,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117975,pk_018f43170193,14,1.0,Si I,7163.11,6.125,1,-3.069,K07,,synth(GES),single_source,-3.069,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117976,pk_2274e4a15325,14,1.0,Si I,7164.688,5.871,1,-1.28,GARZ,,synth(GES),single_source,-1.28,,,True,False,False,,,,,False,OTHER,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117977,pk_7029db8bb0ec,14,1.0,Si I,7165.082,5.871,1,-1.94,GARZ,,synth(GES),single_source,-1.94,,,True,False,False,,,,,False,OTHER,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117978,pk_3a069f777149,14,1.0,Si I,7165.545,5.871,1,-1.89,GARZ,,synth(GES),single_source,-1.89,,,True,False,False,,,,,False,OTHER,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117979,pk_0bfdb7f1cc6b,14,1.0,Si I,7169.834,6.181,1,-3.597,K07,,synth(GES),single_source,-3.597,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117980,pk_f1061d0d51fb,14,1.0,Si I,7170.241,6.181,1,-2.961,K07,,synth(GES),single_source,-2.961,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117981,pk_bfad4d8a9838,14,1.0,Si I,7170.661,6.099,1,-3.654,K07,,synth(GES),single_source,-3.654,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117982,pk_2e3fecfbe442,14,1.0,Si I,7171.529,5.954,1,-6.169,K07,,synth(GES),single_source,-6.169,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117983,pk_faefb65d8eac,14,1.0,Si I,7180.51,6.181,1,-2.512,K07,,synth(GES),single_source,-2.512,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117984,pk_dcdd5d2b26c6,14,1.0,Si I,7180.659,6.181,1,-3.692,K07,,synth(GES),single_source,-3.692,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117985,pk_7af78ae00182,14,1.0,Si I,7183.964,5.954,1,-4.268,K07,,synth(GES),single_source,-4.268,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117986,pk_1fec4bbd5b89,14,1.0,Si I,7184.256,6.223,1,-2.422,K07,,synth(GES),single_source,-2.422,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117987,pk_9317f7262fa5,14,1.0,Si I,7184.569,5.614,1,-2.44,GARZ,,synth(GES),single_source,-2.44,,,True,False,False,,,,,False,OTHER,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117988,pk_491dfeb1bbd1,14,1.0,Si I,7184.885,5.614,1,-1.82,GARZ,,synth(GES),single_source,-1.82,,,True,False,False,,,,,False,OTHER,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117989,pk_5ef81c1df083,14,1.0,Si I,7186.384,6.181,1,-1.481,K07,,synth(GES),single_source,-1.481,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117990,pk_7e055302506c,14,1.0,Si I,7187.741,6.099,1,-4.486,K07,,synth(GES),single_source,-4.486,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117991,pk_2f009e4528e1,14,1.0,Si I,7189.783,6.099,1,-2.092,K07,,synth(GES),single_source,-2.092,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117992,pk_7ea96fe65002,14,1.0,Si I,7193.553,6.079,1,-2.284,K07,,synth(GES),single_source,-2.284,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117993,pk_db251b2e43e7,14,1.0,Si I,7193.586,5.616,1,-1.86,GARZ,,synth(GES),single_source,-1.86,,,True,False,False,,,,,False,OTHER,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117994,pk_922911878ace,14,1.0,Si I,7193.902,5.616,1,-2.28,GARZ,,synth(GES),single_source,-2.28,,,True,False,False,,,,,False,OTHER,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117995,pk_26bd6081fea4,14,1.0,Si I,7194.083,6.223,1,-4.927,K07,,synth(GES),single_source,-4.927,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117996,pk_de087f631a76,14,1.0,Si I,7196.133,5.984,1,-3.638,K07,,synth(GES),single_source,-3.638,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117997,pk_6d3a692ef8b8,14,1.0,Si I,7208.222,5.619,1,-2.052,K07,,synth(GES),single_source,-2.052,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117998,pk_b07093c2de04,14,1.0,Si I,7210.315,6.083,1,-2.096,K07,,synth(GES),single_source,-2.096,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_117999,pk_9008f2a690dc,14,1.0,Si I,7211.742,6.191,2,-5.7683,K07,,synth(GES),single_source,-5.7683,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118000,pk_51d02e60a2bf,14,1.0,Si I,7212.225,5.954,1,-2.339,K07,,synth(GES),single_source,-2.339,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118001,pk_38f28ddca3a0,14,1.0,Si I,7212.741,6.191,1,-3.017,K07,,synth(GES),single_source,-3.017,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118002,pk_ed6ca705eec2,14,1.0,Si I,7213.714,6.191,1,-6.082,K07,,synth(GES),single_source,-6.082,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118003,pk_a157ff0f9b89,14,1.0,Si I,7218.47,6.191,1,-1.163,K07,,synth(GES),single_source,-1.163,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118004,pk_5bbe74d70b27,14,1.0,Si I,7223.544,6.191,1,-2.73,K07,,synth(GES),single_source,-2.73,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118005,pk_e59d00515582,14,1.0,Si I,7223.696,6.191,1,-2.655,K07,,synth(GES),single_source,-2.655,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118006,pk_c5111f66f1ca,14,1.0,Si I,7226.208,5.614,1,-1.51,GARZ,,synth(GES),single_source,-1.51,,,True,False,False,,,,,False,OTHER,False,red-optical,air,used,Garz1973+0.097dex (O'Brian&Lawler lifetimes),,0,HOLD_levels_and_J_not_in_canonical_schema,Reference Grade,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118007,pk_aa8e57638716,14,1.0,Si I,7227.724,6.099,1,-3.195,K07,,synth(GES),single_source,-3.195,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118008,pk_ced4083ac3f4,14,1.0,Si I,7228.127,6.223,1,-2.519,K07,,synth(GES),single_source,-2.519,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118009,pk_efe203ca1eeb,14,1.0,Si I,7229.107,6.191,1,-1.613,K07,,synth(GES),single_source,-1.613,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118010,pk_cbd23098bc83,14,1.0,Si I,7229.489,6.191,1,-1.935,K07,,synth(GES),single_source,-1.935,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118011,pk_41c8251d15c2,14,1.0,Si I,7232.92,5.954,1,-3.297,K07,,synth(GES),single_source,-3.297,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118012,pk_d7bfed4cfb98,14,1.0,Si I,7235.329,5.616,1,-1.49,GARZ,,synth(GES),single_source,-1.49,,,True,False,False,,,,,False,OTHER,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118013,pk_72281c317c6e,14,1.0,Si I,7235.818,5.616,1,-1.81,GARZ,,synth(GES),single_source,-1.81,,,True,False,False,,,,,False,OTHER,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118014,pk_c2e0cb108924,14,1.0,Si I,7239.101,5.619,1,-2.938,K07,,synth(GES),single_source,-2.938,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
gf_118015,pk_2ad8b6758e09,14,1.0,Si I,7241.641,6.125,1,-3.722,K07,,synth(GES),single_source,-3.722,,,True,False,False,,,,,False,KURUCZ,False,red-optical,air,not_in_RYA1169_source_set,,,0,HOLD_levels_and_J_not_in_canonical_schema,HOLD_best_available_per_line_adjudication,HOLD_primary_lab_and_observed_depth_audit,HOLD_primary_lab_and_observed_depth_audit,HOLD,
