source,wavelength_air_A,our_loggf,our_unc_dex,n_paper_candidates,paper_loggf,paper_unc_dex,d_loggf,d_unc
DenHartog2014,9388.1837,-1.22,0.04,1,-1.22,0.04,0.0,0.0
DenHartog2014,9410.1583,-0.9,0.04,1,-0.9,0.04,0.0,0.0
DenHartog2014,9437.7961,-1.46,0.04,1,-1.46,0.04,0.0,0.0
DenHartog2014,9452.3359,-1.54,0.06,1,-1.54,0.06,0.0,0.0
DenHartog2014,9454.1951,-0.61,0.03,1,-0.61,0.03,0.0,0.0
DenHartog2014,9463.0287,-1.17,0.04,1,-1.17,0.04,0.0,0.0
DenHartog2014,9507.1551,-1.95,0.04,1,-1.95,0.04,0.0,0.0
DenHartog2014,9543.3912,-1.38,0.1,1,-1.38,0.1,0.0,0.0
DenHartog2014,9550.9568,-1.54,0.05,1,-1.54,0.05,0.0,0.0
DenHartog2014,9626.8254,-0.92,0.03,1,-0.92,0.03,0.0,0.0
DenHartog2014,9768.3155,-2.09,0.14,1,-2.09,0.14,0.0,0.0
DenHartog2014,9783.991,-1.23,0.09,1,-1.23,0.09,0.0,0.0
DenHartog2014,9913.1793,-1.74,0.05,1,-1.74,0.05,0.0,0.0
DenHartog2014,9944.2057,-1.28,0.03,1,-1.28,0.03,0.0,0.0
DenHartog2014,10142.843,-1.63,0.05,1,-1.63,0.05,0.0,0.0
DenHartog2014,10435.356,-2.07,0.09,1,-2.07,0.09,0.0,0.0
DenHartog2014,11013.237,-1.33,0.05,1,-1.33,0.05,0.0,0.0
Belmonte2017,2132.017,-1.67,0.04,1,-1.67,0.04,0.0,0.0
Belmonte2017,2139.698,-1.73,0.04,1,-1.73,0.04,0.0,0.0
Belmonte2017,2141.718,-2.25,0.07,1,-2.25,0.07,0.0,0.0
Belmonte2017,2150.185,-2.33,0.08,1,-2.33,0.08,0.0,0.0
Belmonte2017,2155.02,-2.38,0.1,1,-2.38,0.1,0.0,0.0
Belmonte2017,2158.92,-2.18,0.06,1,-2.18,0.06,0.0,0.0
Belmonte2017,2250.79,-2.16,0.03,1,-2.16,0.03,0.0,0.0
Belmonte2017,2269.099,-2.38,0.05,1,-2.38,0.05,0.0,0.0
Belmonte2017,2270.863,-2.46,0.03,1,-2.46,0.03,0.0,0.0
Belmonte2017,2272.07,-1.71,0.03,1,-1.71,0.03,0.0,0.0
Belmonte2017,2283.304,-2.25,0.04,1,-2.25,0.04,0.0,0.0
Belmonte2017,2292.525,-1.64,0.03,1,-1.64,0.03,0.0,0.0
Belmonte2017,2476.657,-1.14,0.03,1,-1.14,0.03,0.0,0.0
Belmonte2017,2487.066,-0.83,0.02,1,-0.83,0.02,0.0,0.0
Belmonte2017,2501.132,-0.34,0.03,1,-0.34,0.03,0.0,0.0
Belmonte2017,2501.694,-1.4,0.04,1,-1.4,0.04,0.0,0.0
Belmonte2017,2512.275,-1.61,0.04,1,-1.61,0.04,0.0,0.0
Belmonte2017,2517.123,-1.93,0.04,1,-1.93,0.04,0.0,0.0
Belmonte2017,2518.102,-0.28,0.02,1,-0.28,0.02,0.0,0.0
Belmonte2017,2527.435,0.09,0.03,1,0.09,0.03,0.0,0.0
Belmonte2017,2529.835,-1.04,0.04,1,-1.04,0.04,0.0,0.0
Belmonte2017,2532.876,-2.16,0.04,1,-2.16,0.04,0.0,0.0
Belmonte2017,2535.607,-0.56,0.03,1,-0.56,0.03,0.0,0.0
Belmonte2017,2537.459,-1.35,0.05,1,-1.35,0.05,0.0,0.0
Belmonte2017,2539.587,-2.57,0.07,1,-2.57,0.07,0.0,0.0
Belmonte2017,2540.916,-2.32,0.06,1,-2.32,0.06,0.0,0.0
Belmonte2017,2545.978,-0.31,0.03,1,-0.31,0.03,0.0,0.0
Belmonte2017,2549.525,-2.77,0.09,1,-2.77,0.09,0.0,0.0
Belmonte2017,2560.557,-2.061,0.04,1,-2.061,0.04,0.0,0.0
Belmonte2017,2666.812,-1.061,0.03,1,-1.061,0.03,0.0,0.0
Belmonte2017,2695.036,-2.35,0.03,1,-2.35,0.03,0.0,0.0
Belmonte2017,2699.107,-1.26,0.03,1,-1.26,0.03,0.0,0.0
Belmonte2017,2718.436,-0.92,0.02,1,-0.92,0.02,0.0,0.0
Belmonte2017,2724.953,-1.32,0.03,1,-1.32,0.03,0.0,0.0
Belmonte2017,2728.021,-1.46,0.03,1,-1.46,0.03,0.0,0.0
Belmonte2017,2730.982,-1.73,0.03,1,-1.73,0.03,0.0,0.0
Belmonte2017,2754.427,-1.78,0.03,1,-1.78,0.03,0.0,0.0
Belmonte2017,2846.83,-2.12,0.04,1,-2.12,0.04,0.0,0.0
Belmonte2017,2863.43,-1.34,0.04,1,-1.34,0.04,0.0,0.0
Belmonte2017,2877.301,-1.3,0.04,1,-1.3,0.04,0.0,0.0
Belmonte2017,2886.317,-2.039,0.05,1,-2.039,0.05,0.0,0.0
Belmonte2017,2895.035,-1.28,0.03,1,-1.28,0.03,0.0,0.0
Belmonte2017,2920.691,-1.53,0.04,1,-1.53,0.04,0.0,0.0
Belmonte2017,2929.618,-2.18,0.05,1,-2.18,0.05,0.0,0.0
Belmonte2017,3026.056,-2.077,0.1,1,-2.077,0.1,0.0,0.0
Belmonte2017,3067.244,-0.42,0.03,1,-0.42,0.03,0.0,0.0
Belmonte2017,3083.741,-1.0,0.03,1,-1.0,0.03,0.0,0.0
Belmonte2017,3099.895,-1.19,0.03,1,-1.19,0.03,0.0,0.0
Belmonte2017,3100.665,-0.85,0.03,1,-0.85,0.03,0.0,0.0
Belmonte2017,3125.651,-1.71,0.04,1,-1.71,0.04,0.0,0.0
Belmonte2017,3125.683,-0.93,0.03,1,-0.93,0.03,0.0,0.0
Belmonte2017,3252.915,-1.49,0.05,1,-1.49,0.05,0.0,0.0
Belmonte2017,3264.513,-1.95,0.06,1,-1.95,0.06,0.0,0.0
Belmonte2017,3286.016,-2.34,0.08,1,-2.34,0.08,0.0,0.0
Belmonte2017,3370.783,-0.36,0.03,1,-0.36,0.03,0.0,0.0
Belmonte2017,3383.979,-1.006,0.03,1,-1.006,0.03,0.0,0.0
Belmonte2017,3392.305,-1.17,0.03,1,-1.17,0.03,0.0,0.0
Belmonte2017,3404.354,-0.84,0.03,1,-0.84,0.03,0.0,0.0
Belmonte2017,3407.46,-0.029,0.02,1,-0.029,0.02,0.0,0.0
Belmonte2017,3415.531,-1.49,0.04,1,-1.49,0.04,0.0,0.0
Belmonte2017,3427.12,-0.067,0.02,1,-0.067,0.02,0.0,0.0
Belmonte2017,3475.863,-1.85,0.08,1,-1.85,0.08,0.0,0.0
Belmonte2017,3527.891,-1.98,0.09,1,-1.98,0.09,0.0,0.0
Belmonte2017,3581.193,0.43,0.02,1,0.43,0.02,0.0,0.0
Belmonte2017,3603.681,-2.1,0.05,1,-2.1,0.05,0.0,0.0
Belmonte2017,3721.272,-1.82,0.07,1,-1.82,0.07,0.0,0.0
Belmonte2017,3730.386,-0.69,0.03,1,-0.69,0.03,0.0,0.0
Belmonte2017,3738.305,-0.031,0.03,1,-0.031,0.03,0.0,0.0
Belmonte2017,3776.455,-1.68,0.03,1,-1.68,0.03,0.0,0.0
Belmonte2017,3779.416,-2.036,0.05,1,-2.036,0.05,0.0,0.0
Belmonte2017,3789.176,-1.33,0.03,1,-1.33,0.03,0.0,0.0
Belmonte2017,3808.282,-1.84,0.07,1,-1.84,0.07,0.0,0.0
Belmonte2017,3808.729,-1.17,0.04,1,-1.17,0.04,0.0,0.0
Belmonte2017,3813.058,-1.01,0.02,1,-1.01,0.02,0.0,0.0
Belmonte2017,3821.835,-1.044,0.03,1,-1.044,0.03,0.0,0.0
Belmonte2017,3833.308,-0.98,0.03,1,-0.98,0.03,0.0,0.0
Belmonte2017,3837.135,-1.82,0.03,1,-1.82,0.03,0.0,0.0
Belmonte2017,3843.257,-0.21,0.02,1,-0.21,0.02,0.0,0.0
Belmonte2017,3935.307,-2.199,0.07,1,-2.199,0.07,0.0,0.0
Belmonte2017,3956.455,-0.39,0.02,1,-0.39,0.02,0.0,0.0
Belmonte2017,3971.322,-0.95,0.04,1,-0.95,0.04,0.0,0.0
Belmonte2017,3983.956,-0.93,0.03,1,-0.93,0.03,0.0,0.0
Belmonte2017,3998.052,-0.81,0.03,1,-0.81,0.03,0.0,0.0
Belmonte2017,4103.611,-2.67,0.08,1,-2.67,0.08,0.0,0.0
Belmonte2017,4104.154,-2.4,0.04,1,-2.4,0.04,0.0,0.0
Belmonte2017,4118.545,0.27,0.03,1,0.27,0.03,0.0,0.0
Belmonte2017,4120.206,-1.23,0.03,1,-1.23,0.03,0.0,0.0
Belmonte2017,4121.802,-1.28,0.03,1,-1.28,0.03,0.0,0.0
Belmonte2017,4122.516,-1.4,0.03,1,-1.4,0.03,0.0,0.0
Belmonte2017,4171.9,-1.66,0.03,1,-1.66,0.03,0.0,0.0
Belmonte2017,4199.095,0.17,0.02,1,0.17,0.02,0.0,0.0
Belmonte2017,4203.938,-0.95,0.04,1,-0.95,0.04,0.0,0.0
Belmonte2017,4326.753,-1.81,0.05,1,-1.81,0.05,0.0,0.0
Belmonte2017,4351.544,-1.64,0.03,1,-1.64,0.03,0.0,0.0
Belmonte2017,4358.501,-1.57,0.03,1,-1.57,0.03,0.0,0.0
Belmonte2017,4372.987,-2.4,0.09,1,-2.4,0.09,0.0,0.0
Belmonte2017,4373.561,-1.84,0.04,1,-1.84,0.04,0.0,0.0
Belmonte2017,4408.414,-1.74,0.03,1,-1.74,0.03,0.0,0.0
Belmonte2017,4432.568,-1.58,0.05,1,-1.58,0.05,0.0,0.0
Belmonte2017,4447.717,-1.36,0.03,1,-1.36,0.03,0.0,0.0
Belmonte2017,4459.117,-1.29,0.03,1,-1.29,0.03,0.0,0.0
Belmonte2017,4480.137,-1.93,0.05,1,-1.93,0.05,0.0,0.0
Belmonte2017,4494.563,-1.14,0.03,1,-1.14,0.03,0.0,0.0
Belmonte2017,4514.184,-1.96,0.05,1,-1.96,0.05,0.0,0.0
Belmonte2017,4531.636,-1.95,0.05,1,-1.95,0.05,0.0,0.0
Belmonte2017,4547.847,-0.82,0.02,1,-0.82,0.02,0.0,0.0
Belmonte2017,4595.358,-1.73,0.03,1,-1.73,0.03,0.0,0.0
Belmonte2017,4630.12,-2.58,0.05,1,-2.58,0.05,0.0,0.0
Belmonte2017,4708.969,-2.07,0.11,1,-2.07,0.11,0.0,0.0
Belmonte2017,4934.084,-2.39,0.07,1,-2.39,0.07,0.0,0.0
Belmonte2017,5110.358,-1.41,0.03,1,-1.41,0.03,0.0,0.0
Belmonte2017,5242.491,-0.83,0.02,1,-0.83,0.02,0.0,0.0
Belmonte2017,5379.574,-1.42,0.03,1,-1.42,0.03,0.0,0.0
Belmonte2017,5403.822,-0.98,0.03,1,-0.98,0.03,0.0,0.0
Belmonte2017,5532.747,-1.89,0.06,1,-1.89,0.06,0.0,0.0
Belmonte2017,6977.429,-1.42,0.05,1,-1.42,0.05,0.0,0.0
Belmonte2017,7219.682,-1.43,0.04,1,-1.43,0.04,0.0,0.0
Belmonte2017,7307.931,-1.15,0.03,1,-1.15,0.03,0.0,0.0
Belmonte2017,7443.022,-1.64,0.06,1,-1.64,0.06,0.0,0.0
Belmonte2017,10333.185,-1.91,0.06,0,,,,
