source_row,species,wavelength_vac_nm,lower_energy_eV,published_loggf,source_band,join_status,candidate_count,matched_file,matched_line,raw_transition_label,identity_basis,ambiguity_note
147,12C16O,2368.011,0.021,-6.136,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,89245,0.000   17.0 5.12E-01 'X' 'X'    8.0    9.0 'X' 'X'   0.0    0.0  'v2-0_J8-9_Li2015',wavelength+lower_energy+loggf,
148,12C16O,2378.308,0.043,-5.986,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,89375,0.000   25.0 4.87E-01 'X' 'X'   12.0   13.0 'X' 'X'   0.0    0.0  'v2-0_J12-13_Li2015',wavelength+lower_energy+loggf,
149,12C16O,2398.050,0.100,-5.816,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,89683,0.000   39.0 4.55E-01 'X' 'X'   19.0   20.0 'X' 'X'   0.0    0.0  'v2-0_J19-20_Li2015',wavelength+lower_energy+loggf,
150,12C16O,2401.052,0.110,-5.797,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,89730,0.000   41.0 4.51E-01 'X' 'X'   20.0   21.0 'X' 'X'   0.0    0.0  'v2-0_J20-21_Li2015',wavelength+lower_energy+loggf,
151,12C16O,2404.101,0.120,-5.779,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,89766,0.000   43.0 4.47E-01 'X' 'X'   21.0   22.0 'X' 'X'   0.0    0.0  'v2-0_J21-22_Li2015',wavelength+lower_energy+loggf,
152,12C16O,2408.344,0.309,-5.503,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,89824,0.000   25.0 1.45E+00 'X' 'X'   12.0   13.0 'X' 'X'   0.0    0.0  'v3-1_J12-13_Li2015',wavelength+lower_energy+loggf,
153,12C16O,2413.856,0.322,-5.445,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,89895,0.000   29.0 1.42E+00 'X' 'X'   14.0   15.0 'X' 'X'   0.0    0.0  'v3-1_J14-15_Li2015',wavelength+lower_energy+loggf,
154,12C16O,2416.681,0.330,-5.420,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,89947,0.000   31.0 1.40E+00 'X' 'X'   15.0   16.0 'X' 'X'   0.0    0.0  'v3-1_J15-16_Li2015',wavelength+lower_energy+loggf,
155,12C16O,2422.470,0.346,-5.373,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,90034,0.000   35.0 1.38E+00 'X' 'X'   17.0   18.0 'X' 'X'   0.0    0.0  'v3-1_J17-18_Li2015',wavelength+lower_energy+loggf,
156,12C16O,2434.609,0.385,-5.295,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,90207,0.000   43.0 1.33E+00 'X' 'X'   21.0   22.0 'X' 'X'   0.0    0.0  'v3-1_J21-22_Li2015',wavelength+lower_energy+loggf,
157,12C16O,2437.184,0.251,-5.639,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,90247,0.000   63.0 4.10E-01 'X' 'X'   31.0   32.0 'X' 'X'   0.0    0.0  'v2-0_J31-32_Li2015',wavelength+lower_energy+loggf,
158,12C16O,2437.762,0.396,-5.278,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,90253,0.000   45.0 1.31E+00 'X' 'X'   22.0   23.0 'X' 'X'   0.0    0.0  'v3-1_J22-23_Li2015',wavelength+lower_energy+loggf,
159,12C16O,2457.697,0.471,-5.191,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,90557,0.000   57.0 1.25E+00 'X' 'X'   28.0   29.0 'X' 'X'   0.0    0.0  'v3-1_J28-29_Li2015',wavelength+lower_energy+loggf,
160,12C16O,2459.375,0.352,-5.577,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,90580,0.000   75.0 3.90E-01 'X' 'X'   37.0   38.0 'X' 'X'   0.0    0.0  'v2-0_J37-38_Li2015',wavelength+lower_energy+loggf,
161,12C16O,2461.191,0.485,-5.178,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,90602,0.000   59.0 1.24E+00 'X' 'X'   29.0   30.0 'X' 'X'   0.0    0.0  'v3-1_J29-30_Li2015',wavelength+lower_energy+loggf,
162,12C16O,2468.328,0.514,-5.155,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,90695,0.000   63.0 1.22E+00 'X' 'X'   31.0   32.0 'X' 'X'   0.0    0.0  'v3-1_J31-32_Li2015',wavelength+lower_energy+loggf,
163,12C16O,2471.155,0.408,-5.550,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,90729,0.000   81.0 3.80E-01 'X' 'X'   40.0   41.0 'X' 'X'   0.0    0.0  'v2-0_J40-41_Li2015',wavelength+lower_energy+loggf,
164,12C16O,2471.973,0.530,-5.143,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,90743,0.000   65.0 1.21E+00 'X' 'X'   32.0   33.0 'X' 'X'   0.0    0.0  'v3-1_J32-33_Li2015',wavelength+lower_energy+loggf,
165,12C16O,2475.186,0.428,-5.542,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,90776,0.000   83.0 3.77E-01 'X' 'X'   41.0   42.0 'X' 'X'   0.0    0.0  'v2-0_J41-42_Li2015',wavelength+lower_energy+loggf,
166,12C16O,2483.212,0.579,-5.112,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,90922,0.000   71.0 1.18E+00 'X' 'X'   35.0   36.0 'X' 'X'   0.0    0.0  'v3-1_J35-36_Li2015',wavelength+lower_energy+loggf,
167,12C16O,2490.963,0.614,-5.093,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,91044,0.000   75.0 1.16E+00 'X' 'X'   37.0   38.0 'X' 'X'   0.0    0.0  'v3-1_J37-38_Li2015',wavelength+lower_energy+loggf,
168,12C16O,2491.836,0.512,-5.510,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,91058,0.000   91.0 3.65E-01 'X' 'X'   45.0   46.0 'X' 'X'   0.0    0.0  'v2-0_J45-46_Li2015',wavelength+lower_energy+loggf,
169,12C16O,2498.923,0.651,-5.074,NIR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,91152,0.000   79.0 1.14E+00 'X' 'X'   39.0   40.0 'X' 'X'   0.0    0.0  'v3-1_J39-40_Li2015',wavelength+lower_energy+loggf,
170,12C16O,2523.067,0.676,-5.462,IR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,91485,0.000  105.0 3.45E-01 'X' 'X'   52.0   53.0 'X' 'X'   0.0    0.0  'v2-0_J52-53_Li2015',wavelength+lower_energy+loggf,
171,12C16O,2527.752,0.701,-5.455,IR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,91568,0.000  107.0 3.42E-01 'X' 'X'   53.0   54.0 'X' 'X'   0.0    0.0  'v2-0_J53-54_Li2015',wavelength+lower_energy+loggf,
172,12C16O,2580.504,1.065,-4.946,IR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,92292,0.000  115.0 9.86E-01 'X' 'X'   57.0   58.0 'X' 'X'   0.0    0.0  'v3-1_J57-58_Li2015',wavelength+lower_energy+loggf,
173,12C16O,2590.736,1.120,-4.935,IR,PHYSICAL_TUPLE_MATCH,1,data/linelists/molecular/turbospectrum/CO/CO_IR_Li2015.dat,92460,0.000  119.0 9.70E-01 'X' 'X'   59.0   60.0 'X' 'X'   0.0    0.0  'v3-1_J59-60_Li2015',wavelength+lower_energy+loggf,
174,NH,11311.232,2.138,-1.557,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
175,NH,11471.850,2.027,-1.570,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
176,NH,11650.680,1.920,-1.584,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
177,NH,12068.331,1.713,-1.615,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
178,NH,12576.702,1.514,-1.653,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
179,NH,12870.162,1.417,-1.674,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
180,NH,13475.164,1.746,-1.733,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
181,NH,13806.663,1.656,-1.754,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
182,NH,13941.013,1.143,-1.746,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
183,NH,14373.640,1.057,-1.774,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
184,NH,14576.537,1.483,-1.801,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
185,NH,14851.890,0.973,-1.804,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
186,NH,15023.045,1.401,-1.828,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
187,NH,2891.001,0.740,-3.411,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
188,NH,2892.479,0.815,-3.365,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
189,NH,2892.855,0.601,-3.508,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
190,NH,2900.364,0.973,-3.278,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
191,NH,2906.836,1.057,-3.236,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
192,NH,2907.451,0.416,-3.668,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
193,NH,2915.442,0.362,-3.726,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
194,NH,3053.669,0.902,-3.234,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
195,NH,3063.770,0.787,-3.339,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
196,NH,3066.213,1.321,-2.962,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
197,NH,3074.895,1.401,-2.922,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
198,NH,3153.969,0.496,-3.811,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
199,NH,3231.031,1.248,-3.037,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
200,NH,3234.146,1.192,-3.087,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
201,NH,3239.229,1.139,-3.139,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
202,NH,3246.273,1.088,-3.194,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
203,NH,3255.261,1.042,-3.251,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
204,NH,3445.428,1.423,-3.049,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
205,CN,1087.516,0.056,-2.601,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
206,CN,1087.548,0.089,-2.630,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
207,CN,1088.369,0.026,-2.591,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
208,CN,1088.654,0.021,-2.596,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
209,CN,1090.053,0.190,-2.714,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
210,CN,1097.755,0.005,-2.241,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
211,CN,1098.408,0.089,-1.641,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
212,CN,1099.333,0.108,-1.598,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
213,CN,1100.843,0.056,-1.531,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
214,CN,1101.377,0.177,-1.516,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
215,CN,1101.568,0.026,-2.103,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
216,CN,1102.438,0.072,-1.466,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
217,CN,1102.478,0.164,-1.508,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
218,CN,1106.999,0.056,-1.872,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
219,CN,1107.566,0.098,-1.361,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
220,CN,1108.409,0.278,-1.416,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
221,CN,1109.599,0.294,-1.402,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
222,CN,1109.630,0.294,-2.411,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
223,CN,1110.752,0.080,-1.772,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
224,CN,1111.153,0.294,-1.385,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
225,CN,1121.072,0.152,-1.602,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
226,CN,1123.264,0.152,-1.592,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
227,CN,1124.156,0.482,-1.299,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
228,CN,1139.049,0.421,-1.033,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
229,CN,1139.477,0.665,-1.236,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
230,CN,1158.117,0.616,-0.965,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
231,CN,1164.500,0.665,-0.943,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
232,CN,1171.153,0.525,-1.309,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
233,CN,1171.531,0.740,-0.930,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
234,CN,1175.026,1.052,-1.155,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
235,CN,1176.093,1.052,-1.148,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
236,CN,1176.915,0.570,-1.292,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
237,CN,1178.520,0.593,-1.290,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
238,CN,1180.309,0.820,-0.911,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
239,CN,1182.935,0.616,-1.277,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
240,CN,1183.367,0.848,-0.905,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
241,CN,1185.287,1.146,-1.135,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
242,CN,1192.460,0.689,-1.255,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
243,CN,1192.941,0.932,-0.888,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
244,CN,1196.268,0.962,-0.883,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
245,CN,1197.852,0.740,-1.247,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
246,CN,1204.843,0.793,-1.234,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
247,CN,1207.740,1.052,-0.863,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
248,CN,1213.380,0.848,-1.217,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
249,CN,1217.121,0.875,-1.211,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
250,CN,1220.937,0.904,-1.205,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
251,CN,1230.508,1.244,-0.837,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
252,CN,1234.575,1.277,-0.833,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
253,CN,1241.187,1.052,-1.125,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
254,CN,1251.670,1.415,-0.819,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
255,CN,1254.317,1.146,-1.167,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
256,CN,1254.353,1.788,-1.077,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
257,CN,1258.865,1.178,-1.162,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
258,CN,1277.954,1.311,-1.147,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
259,CN,1286.869,1.380,-1.143,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
260,CN,1293.257,1.415,-1.136,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
261,CN,1294.349,1.749,-0.797,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
262,CN,1311.691,1.867,-0.787,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
263,CN,1320.778,1.596,-1.121,NIR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
264,OH,9389.310,3.070,-1.227,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
265,OH,9391.329,3.071,-1.239,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
266,OH,9393.967,3.066,-1.228,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
267,OH,9395.361,3.068,-1.240,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
268,OH,9471.329,2.941,-1.255,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
269,OH,9475.080,2.935,-1.243,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
270,OH,9476.149,2.937,-1.255,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
271,OH,9561.719,2.809,-1.259,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
272,OH,9563.237,2.811,-1.271,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
273,OH,9567.666,2.805,-1.259,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
274,OH,9568.847,2.808,-1.272,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
275,OH,9665.842,2.681,-1.276,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
276,OH,9667.590,2.683,-1.288,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
277,OH,9672.667,2.677,-1.276,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
278,OH,9673.949,2.679,-1.289,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
279,OH,9913.957,2.429,-1.312,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
280,OH,9916.198,2.431,-1.326,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
281,OH,9922.495,2.425,-1.312,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
282,OH,10059.522,2.306,-1.332,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
283,OH,10062.063,2.308,-1.346,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
284,OH,10068.922,2.302,-1.332,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
285,OH,10070.666,2.305,-1.347,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
286,OH,10131.250,3.013,-1.304,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
287,OH,10133.160,3.015,-1.315,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
288,OH,10137.598,3.009,-1.304,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
289,OH,10139.119,3.012,-1.315,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
290,OH,10220.716,2.185,-1.352,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
291,OH,10223.569,2.186,-1.367,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
292,OH,10230.975,2.181,-1.353,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
293,OH,10232.943,2.184,-1.368,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
294,OH,10247.613,2.892,-1.320,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
295,OH,10254.906,2.888,-1.320,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
296,OH,10378.752,2.772,-1.338,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
297,OH,10386.977,2.769,-1.338,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
298,OH,10388.823,2.771,-1.351,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
299,OH,10398.664,2.065,-1.375,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
300,OH,10401.909,2.067,-1.390,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
301,OH,10409.835,2.062,-1.375,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
302,OH,10412.057,2.064,-1.390,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
303,OH,10525.507,2.655,-1.356,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
304,OH,10528.311,2.656,-1.370,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
305,OH,10534.666,2.651,-1.357,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
306,OH,10536.719,2.654,-1.370,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
307,OH,10594.736,1.948,-1.397,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
308,OH,10598.396,1.950,-1.413,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
309,OH,10606.805,1.945,-1.397,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
310,OH,10609.325,1.948,-1.413,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
311,OH,10688.877,2.539,-1.376,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
312,OH,10701.276,2.538,-1.390,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
313,OH,10814.575,1.836,-1.437,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
314,OH,10823.448,1.831,-1.421,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
315,OH,10870.026,2.425,-1.398,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
316,OH,10881.085,2.421,-1.397,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
317,OH,10883.667,2.424,-1.412,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
318,OH,11047.490,1.722,-1.446,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
319,OH,11061.494,1.718,-1.446,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
320,OH,11064.799,1.721,-1.463,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
321,OH,11070.274,2.313,-1.419,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
322,OH,11074.344,2.314,-1.434,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
323,OH,11085.245,2.312,-1.434,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
324,OH,11323.028,1.609,-1.472,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
325,OH,11402.353,2.763,-1.441,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
326,OH,11534.611,2.095,-1.466,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
327,OH,11539.869,2.097,-1.482,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
328,OH,11552.520,2.095,-1.483,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
329,OH,11594.297,1.505,-1.499,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
330,OH,11600.511,1.507,-1.517,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
331,OH,11607.284,2.656,-1.459,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
332,OH,11610.410,1.502,-1.500,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
333,OH,11614.847,1.505,-1.518,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
334,OH,11802.571,1.990,-1.492,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
335,OH,11808.606,1.992,-1.508,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
336,OH,11909.114,1.401,-1.528,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
337,OH,11916.281,1.403,-1.547,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
338,OH,11926.371,1.398,-1.529,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
339,OH,12072.425,2.451,-1.506,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
340,OH,12085.045,2.449,-1.506,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
341,OH,12097.574,1.888,-1.519,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
342,OH,12104.471,1.890,-1.536,IR,UNMATCHED,0,,,,,No unique three-field identity in vendored exact-release candidates
