element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,problem_class,problem_status,problem_tickets,problem_action,ep_eV,nlte_delta_dex,nlte_source,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2
Fe,I,5741.8473,kpno_solar_atlas,37.036783122981184,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.577; red_chi2=3.625; n_pix=59; window +/-0.240 A wing-wide from EW 46 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.577,-5.19041838014028,ENGINE-B,True,,,,,,4.2562,0.0,"none — LTE, no departure applied",False,0.016320763003236562,44.74557814517539,2.422996717198889,3.625
Fe,I,5742.96,kpno_solar_atlas,33.4519158895676,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.701; red_chi2=2.585; n_pix=61; window +/-0.242 A wing-wide from EW 47 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.701,-5.234714795271282,ENGINE-B,True,,,,,,4.1777,0.0,"none — LTE, no departure applied",False,0.02164242070275647,11.25046181991689,2.299315631791921,2.585
Fe,I,5752.0312,kpno_solar_atlas,75.71428233745937,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.837; red_chi2=5.659; n_pix=76; window +/-0.305 A wing-wide from EW 71 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.837,-4.880643422851512,ENGINE-B,True,,,,,,4.5485,0.0,"none — LTE, no departure applied",False,0.022093444124127917,28.327350638191707,2.1631151735564087,5.659
Fe,I,5759.5257,kpno_solar_atlas,40.501551022582845,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.321; red_chi2=4.903; n_pix=57; window +/-0.233 A wing-wide from EW 44 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.321,-5.152915065506002,ENGINE-B,True,,,,,,4.3013,0.0,"none — LTE, no departure applied",False,0.03231198386000836,6.016674164068528,2.6790508275309524,4.903
Fe,I,5783.9065,kpno_solar_atlas,63.76272161919665,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.926; red_chi2=1.374; n_pix=92; window +/-0.283 A wing-wide from EW 63 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.926,-4.957654417723187,ENGINE-B,False,"REGISTRY-ATOMIC_BLEND: exclude/active per data/registry/problem_children.csv [764,783,782,809] — carried, not dropped (RYA-711)",ATOMIC_BLEND,active,"764,783,782,809",exclude,2.845,0.0,"none — LTE, no departure applied",False,0.0187808262899181,8.692459882388988,2.0742522143486433,1.374
Fe,I,5806.7248,kpno_solar_atlas,82.01285712706836,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.577; red_chi2=3.057; n_pix=99; window +/-0.308 A wing-wide from EW 72 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.577,-4.850049301945376,ENGINE-B,True,,,,,,4.6076,0.0,"none — LTE, no departure applied",False,0.012571916624729996,92.80922827550044,2.422871064488307,3.057
Fe,I,5809.1552,kpno_solar_atlas,57.46860287231359,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.549; red_chi2=3.409; n_pix=94; window +/-0.294 A wing-wide from EW 67 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.549,-5.0046823403729155,ENGINE-B,True,,,,,,3.6946,0.0,"none — LTE, no departure applied",False,0.012524491994283503,77.01214138993299,2.4507767701819647,3.409
Fe,I,5809.217,kpno_solar_atlas,57.43370951280796,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.550; red_chi2=3.606; n_pix=94; window +/-0.294 A wing-wide from EW 67 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.55,-5.004950732321901,ENGINE-B,True,,,,,,3.8835,0.0,"none — LTE, no departure applied",False,0.013424062110238992,72.95328280846745,2.4499339060060485,3.606
Fe,I,5833.9249,kpno_solar_atlas,23.69934593920878,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=6.940; red_chi2=1.115; n_pix=61; window +/-0.192 A wing-wide from EW 28 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",6.94,-5.391224473755414,ENGINE-B,True,,,,,,2.6085,0.0,"none — LTE, no departure applied",False,0.009765193380536065,48.827889970866984,2.9399113269844523,1.115
Fe,I,5834.0383,kpno_solar_atlas,24.708515438844188,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=6.959; red_chi2=1.796; n_pix=61; window +/-0.193 A wing-wide from EW 28 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",6.959,-5.373122623423264,ENGINE-B,True,,,,,,4.913,0.0,"none — LTE, no departure applied",False,0.012205146484413947,33.65742906008134,2.9591430127014284,1.796
Fe,I,5845.9605,kpno_solar_atlas,13.637823243807784,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.384; red_chi2=0.706; n_pix=51; window +/-0.162 A wing-wide from EW 16 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.384,-5.6321108192192675,ENGINE-B,True,,,,,,4.913,0.0,"none — LTE, no departure applied",False,0.031035568295908318,4.48597192843232,2.6156651557337858,0.706
Fe,I,5848.0661,kpno_solar_atlas,43.02764513842511,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.267; red_chi2=1.958; n_pix=75; window +/-0.238 A wing-wide from EW 45 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.267,-5.133264694542493,ENGINE-B,True,,,,,,3.2657,0.0,"none — LTE, no departure applied",False,0.00906768636366714,100.29622693581398,2.7333741225286596,1.958
Fe,I,5848.1259,kpno_solar_atlas,43.035684076178526,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.270; red_chi2=1.05; n_pix=76; window +/-0.238 A wing-wide from EW 45 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.27,-5.133188002947502,ENGINE-B,True,,,,,,4.6076,0.0,"none — LTE, no departure applied",False,0.0070246645791292375,186.09984204781344,2.730486228269294,1.05
Fe,I,5852.218,kpno_solar_atlas,51.90890344106425,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.526; red_chi2=1.7; n_pix=77; window +/-0.242 A wing-wide from EW 47 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.526,-5.052078640942042,ENGINE-B,True,,,,,,4.5485,0.0,"none — LTE, no departure applied",False,0.01021684658393258,119.02031230168976,2.4740490383196665,1.7
Fe,I,5855.0751,kpno_solar_atlas,33.22066579098211,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.429; red_chi2=1.199; n_pix=60; window +/-0.191 A wing-wide from EW 27 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.429,-5.246124137810826,ENGINE-B,True,,,,,,4.6076,0.0,"none — LTE, no departure applied",False,0.010543511578229671,74.19823072503162,2.570563609999615,1.199
Fe,I,5856.0876,kpno_solar_atlas,40.013362741326354,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.275; red_chi2=1.736; n_pix=70; window +/-0.223 A wing-wide from EW 40 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.275,-5.165402513400152,ENGINE-B,True,,,,,,4.2944,0.0,"none — LTE, no departure applied",False,0.011186506992557972,97.38918888707707,2.724972757318948,1.736
Fe,I,5880.0267,kpno_solar_atlas,24.710694157816995,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.427; red_chi2=1.161; n_pix=118; window +/-0.245 A wing-wide from EW 48 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.427,-5.376494352612795,ENGINE-B,True,,,,,,4.5585,0.0,"none — LTE, no departure applied",False,0.010809107199900742,22.904372006357065,2.573258565442848,1.161
Fe,I,5885.0534,kpno_solar_atlas,7.192594911344774,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.088; red_chi2=0.506; n_pix=56; window +/-0.183 A wing-wide from EW 24 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.088,-5.912864806492459,ENGINE-B,True,,,,,,4.988,0.0,"none — LTE, no departure applied",False,0.01744079492891837,14.38573629186437,2.9117083204365857,0.506
Fe,I,5905.6709,kpno_solar_atlas,66.11125685081932,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.492; red_chi2=5.174; n_pix=93; window +/-0.300 A wing-wide from EW 69 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.492,-4.950993828090496,ENGINE-B,True,,,,,,4.652,0.0,"none — LTE, no departure applied",False,0.018790520924294722,62.67869158615307,2.5075774810902516,5.174
Fe,I,5916.2469,kpno_solar_atlas,64.79236193668508,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.594; red_chi2=8.963; n_pix=90; window +/-0.290 A wing-wide from EW 66 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.594,-4.96052247793651,ENGINE-B,True,,,,,,2.4534,0.0,"none — LTE, no departure applied",False,0.024493990465458342,35.94498849064438,2.406170635623358,8.963
Fe,I,5918.9308,kpno_solar_atlas,8.728799465825894,SYNTHESIS (VIS) via _fit_synth_flux,,-5.831288746345229,ENGINE-B,False,CHI2-GATE: red_chi2 31.676 >= 10.0. The fit converged (A=7.627) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.,,,,,4.2562,0.0,"none — LTE, no departure applied",False,0.11273754898674611,0.24942268227387265,2.373427688682254,31.676
Fe,I,5927.7883,kpno_solar_atlas,39.311410938874985,SYNTHESIS (VIS) via _fit_synth_flux,,-5.1783740537167455,ENGINE-B,False,CHI2-GATE: red_chi2 18.097 >= 10.0. The fit converged (A=7.297) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.,,,,,4.652,0.0,"none — LTE, no departure applied",False,0.015659542012905158,9.525121245979614,2.7031582481310776,18.097
Fe,I,5940.9907,kpno_solar_atlas,33.48497858934697,SYNTHESIS (VIS) via _fit_synth_flux,,-5.249008846954844,ENGINE-B,False,CHI2-GATE: red_chi2 34.251 >= 10.0. The fit converged (A=7.700) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.,,,,,4.1777,0.0,"none — LTE, no departure applied",False,0.05596091907134321,2.656016124317505,2.3004858281216354,34.251
Fe,I,5956.6933,kpno_solar_atlas,57.75349587981289,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.580; red_chi2=7.449; n_pix=84; window +/-0.277 A wing-wide from EW 60 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.58,-5.0134269619294285,ENGINE-B,True,,,,,,0.859,0.0,"none — LTE, no departure applied",False,0.023243221095697607,44.385503681108176,2.419963792896385,7.449
Fe,I,5959.9145,kpno_solar_atlas,6.938080410773708,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.248; red_chi2=3.373; n_pix=66; window +/-0.174 A wing-wide from EW 21 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.248,-5.934000700554844,ENGINE-B,True,,,,,,4.1426,0.0,"none — LTE, no departure applied",False,0.05202483400573819,1.3391725449952394,2.752177972042995,3.373
Fe,I,5975.349,kpno_solar_atlas,56.467383353028254,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.056; red_chi2=9.9; n_pix=83; window +/-0.271 A wing-wide from EW 58 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.056,-5.024565612644709,ENGINE-B,True,,,,,,4.0758,0.0,"none — LTE, no departure applied",False,0.024470385425931166,26.089824501010558,2.9444084657147505,9.9
Fe,I,6005.5313,kpno_solar_atlas,24.811155516596145,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.518; red_chi2=4.517; n_pix=57; window +/-0.194 A wing-wide from EW 29 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.518,-5.383904443888482,ENGINE-B,True,,,,,,2.5881,0.0,"none — LTE, no departure applied",False,0.02019274384735917,20.523582312379958,2.4818639544250543,4.517
Fe,I,6012.2095,kpno_solar_atlas,30.040210689001462,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.606; red_chi2=5.384; n_pix=61; window +/-0.201 A wing-wide from EW 31 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.606,-5.301331131203315,ENGINE-B,True,,,,,,2.2227,0.0,"none — LTE, no departure applied",False,0.027701777767692008,12.40298898716266,2.3942077313838492,5.384
Fe,I,6015.2431,kpno_solar_atlas,7.256597218886965,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.266; red_chi2=1.7; n_pix=51; window +/-0.173 A wing-wide from EW 20 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.266,-5.918520165590433,ENGINE-B,True,,,,,,2.2227,0.0,"none — LTE, no departure applied",False,0.0408321212951599,2.8999539280087983,2.734158868999602,1.7
Fe,I,6027.0703,kpno_solar_atlas,74.44324489971218,SYNTHESIS (VIS) via _fit_synth_flux,,-4.908280961833154,ENGINE-B,False,CHI2-GATE: red_chi2 17.136 >= 10.0. The fit converged (A=7.407) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.,,,,,4.0758,0.0,"none — LTE, no departure applied",False,0.03173688534369288,22.284368386870614,2.592981869092565,17.136
Fe,I,6082.7098,kpno_solar_atlas,44.617856552821095,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.495; red_chi2=7.465; n_pix=66; window +/-0.230 A wing-wide from EW 42 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.495,-5.134588394311901,ENGINE-B,True,,,,,,2.2227,0.0,"none — LTE, no departure applied",False,0.02312970183374543,23.509812732361087,2.5053743847468173,7.465
Fe,I,6085.2575,kpno_solar_atlas,22.734824575789943,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.471; red_chi2=9.786; n_pix=70; window +/-0.240 A wing-wide from EW 46 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.471,-5.4275873527983,ENGINE-B,True,,,,,,2.7586,0.0,"none — LTE, no departure applied",False,0.03789748760636285,6.146842388804098,2.529412143310938,9.786
Fe,I,6093.6421,kpno_solar_atlas,48.99752592567139,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.558; red_chi2=1.825; n_pix=62; window +/-0.213 A wing-wide from EW 36 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.558,-5.094702791690543,ENGINE-B,True,,,,,,4.6076,0.0,"none — LTE, no departure applied",False,0.012400300221123246,76.44365475349906,2.4421724956237645,1.825
Fe,I,6094.3724,kpno_solar_atlas,63.52797575009227,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.739; red_chi2=1.18; n_pix=53; window +/-0.183 A wing-wide from EW 24 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.739,-4.981963971268244,ENGINE-B,True,,,,,,4.652,0.0,"none — LTE, no departure applied",False,0.011518153637914542,56.75659911855727,2.2608751648766976,1.18
Fe,I,6096.6565,kpno_solar_atlas,44.18001322766065,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.475; red_chi2=1.93; n_pix=67; window +/-0.232 A wing-wide from EW 43 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.475,-5.139865884971443,ENGINE-B,True,,,,,,3.9841,0.0,"none — LTE, no departure applied",False,0.012116747245764838,82.57396095775347,2.5246241314378075,1.93
Fe,I,6098.2432,kpno_solar_atlas,18.423240599633456,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.554; red_chi2=3.163; n_pix=50; window +/-0.175 A wing-wide from EW 21 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.554,-5.519838716346623,ENGINE-B,True,,,,,,4.5585,0.0,"none — LTE, no departure applied",False,0.02106483562458627,14.78398325248762,2.4460103103622517,3.163
Fe,I,6105.1272,kpno_solar_atlas,23.119981164787966,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=8.051; red_chi2=1.102; n_pix=47; window +/-0.163 A wing-wide from EW 16 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",8.051,-5.421707240936682,ENGINE-B,True,,,,,,4.5485,0.0,"none — LTE, no departure applied",False,0.015800520482810596,24.721366703015864,1.9491592047396669,1.102
Fe,I,6127.9058,kpno_solar_atlas,55.99334012348281,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.521; red_chi2=3.327; n_pix=76; window +/-0.264 A wing-wide from EW 55 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.521,-5.039175705701177,ENGINE-B,True,,,,,,4.1426,0.0,"none — LTE, no departure applied",False,0.015402633948072201,81.70997210457607,2.478714055608913,3.327
Fe,I,6147.8339,kpno_solar_atlas,77.78878717613345,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.527; red_chi2=3.822; n_pix=92; window +/-0.320 A wing-wide from EW 77 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.527,-4.897805125020546,ENGINE-B,True,,,,,,4.0758,0.0,"none — LTE, no departure applied",False,0.011712689994868065,88.27283775116028,2.4725670164474236,3.822
Fe,I,6151.6169,kpno_solar_atlas,53.542133989029125,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.505; red_chi2=4.741; n_pix=74; window +/-0.257 A wing-wide from EW 53 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.505,-5.060293604829639,ENGINE-B,True,,,,,,2.1759,0.0,"none — LTE, no departure applied",False,0.018731037668507776,63.21536717423283,2.4945708965941407,4.741
Fe,I,6157.7275,kpno_solar_atlas,76.53093428447083,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.518; red_chi2=4.648; n_pix=88; window +/-0.306 A wing-wide from EW 72 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.518,-4.90558345081218,ENGINE-B,True,,,,,,4.0758,0.0,"none — LTE, no departure applied",False,0.02247815007461022,55.36614249815648,2.4820441600012133,4.648
Fe,I,6159.3729,kpno_solar_atlas,12.004634796938204,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.527; red_chi2=0.632; n_pix=46; window +/-0.162 A wing-wide from EW 16 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.527,-5.710187545332159,ENGINE-B,True,,,,,,4.6076,0.0,"none — LTE, no departure applied",False,0.013638564385339046,38.407751684066646,2.4725837571789153,0.632
Fe,I,6165.3594,kpno_solar_atlas,66.26503613655335,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.517; red_chi2=4.664; n_pix=71; window +/-0.249 A wing-wide from EW 50 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.517,-4.968673959048133,ENGINE-B,True,,,,,,4.1426,0.0,"none — LTE, no departure applied",False,0.020026820467518903,52.575776442075174,2.483368116089707,4.664
Fe,I,6173.334,kpno_solar_atlas,73.3531405598382,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.526; red_chi2=6.672; n_pix=90; window +/-0.312 A wing-wide from EW 74 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.526,-4.925101061955595,ENGINE-B,True,,,,,,2.2227,0.0,"none — LTE, no departure applied",False,0.026743597051885584,62.378656514774285,2.4741686615536604,6.672
Fe,I,6180.2018,kpno_solar_atlas,66.94633499974628,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.427; red_chi2=5.161; n_pix=83; window +/-0.293 A wing-wide from EW 66 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.427,-4.965275849791172,ENGINE-B,True,,,,,,2.7275,0.0,"none — LTE, no departure applied",False,0.025325513152223218,56.045093416984976,2.5733435034483776,5.161
Fe,I,6185.6927,kpno_solar_atlas,,SYNTHESIS (VIS) via _fit_synth_flux,,,ENGINE-B,False,"NOT-IN-SYNTH-LINELIST: a +/-0.5 dex abundance swing moves the synthetic flux by at most 0.00005. This line is absent from the synthesis line list, or carries a gf too weak to register, so no abundance can be fitted from it. Coverage gap, not a measurement failure.",ABUNDANCE_OUTLIER,owed,"764,783,782,809",flag,5.6491,0.0,"none — LTE, no departure applied",False,,,,
Fe,I,6187.9888,kpno_solar_atlas,56.02806378342353,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.468; red_chi2=2.624; n_pix=73; window +/-0.258 A wing-wide from EW 53 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.468,-5.043143904585369,ENGINE-B,True,,,,,,3.9433,0.0,"none — LTE, no departure applied",False,0.014044515531864428,95.55587196760052,2.532394759082103,2.624
Fe,I,6216.3553,kpno_solar_atlas,62.35438781436728,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.505; red_chi2=2.66; n_pix=65; window +/-0.234 A wing-wide from EW 44 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.505,-4.9986688091502005,ENGINE-B,True,,,,,,4.7331,0.0,"none — LTE, no departure applied",False,0.022351835040107428,12.954960465139546,2.495377041744554,2.66
Fe,I,6226.7338,kpno_solar_atlas,31.426027107964575,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.511; red_chi2=2.447; n_pix=57; window +/-0.208 A wing-wide from EW 34 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.511,-5.296970818741669,ENGINE-B,True,,,,,,3.8835,0.0,"none — LTE, no departure applied",False,0.014409159257722733,50.492516442957964,2.489099591188225,2.447
Fe,I,6229.2255,kpno_solar_atlas,44.39806866350834,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.361; red_chi2=4.251; n_pix=65; window +/-0.235 A wing-wide from EW 44 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.361,-5.147069974245991,ENGINE-B,True,,,,,,2.845,0.0,"none — LTE, no departure applied",False,0.01743312958216988,43.736251600059276,2.639286344640837,4.251
Fe,I,6240.6458,kpno_solar_atlas,82.34175210956754,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.457; red_chi2=6.304; n_pix=148; window +/-0.269 A wing-wide from EW 57 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.457,-4.879609430153614,ENGINE-B,True,,,,,,2.2227,0.0,"none — LTE, no departure applied",False,0.015049150248448486,43.39879342592126,2.5429158303713537,6.304
Fe,I,6270.223,kpno_solar_atlas,62.031257155907184,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.410; red_chi2=6.856; n_pix=76; window +/-0.277 A wing-wide from EW 60 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.41,-5.004672403876007,ENGINE-B,True,,,,,,2.8581,0.0,"none — LTE, no departure applied",False,0.025609193839447122,43.871942253930904,2.5897755696382028,6.856
Fe,I,6271.2775,kpno_solar_atlas,28.67422086297909,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.448; red_chi2=1.411; n_pix=55; window +/-0.203 A wing-wide from EW 32 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.448,-5.339864392384892,ENGINE-B,True,,,,,,3.332,0.0,"none — LTE, no departure applied",False,0.011893343218923906,64.45795197781351,2.55206611749305,1.411
Fe,I,6279.7443,kpno_solar_atlas,248.893865302139,SYNTHESIS (VIS) via _fit_synth_flux,,-4.401927768082984,ENGINE-B,False,CHI2-GATE: red_chi2 121.962 >= 10.0. The fit converged (A=9.122) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.,,,,,5.3139,0.0,"none — LTE, no departure applied",False,0.23442679233199687,0.03261330567290107,0.8775058952773378,121.962
Fe,I,6330.8474,kpno_solar_atlas,36.94246912451334,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.978; red_chi2=0.932; n_pix=60; window +/-0.221 A wing-wide from EW 39 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.978,-5.233935926304528,ENGINE-B,True,,,,,,4.7331,0.0,"none — LTE, no departure applied",False,0.00920482606138166,164.95410676552183,2.0216658135620733,0.932
Fe,I,6380.7428,kpno_solar_atlas,54.88649205545224,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.598; red_chi2=4.254; n_pix=71; window +/-0.270 A wing-wide from EW 58 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.598,-5.065405764361066,ENGINE-B,True,,,,,,4.1864,0.0,"none — LTE, no departure applied",False,0.02100808309052095,64.91717180064612,2.401529081714073,4.254
Fe,I,6383.7149,kpno_solar_atlas,9.565425945355527,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.536; red_chi2=2.991; n_pix=40; window +/-0.154 A wing-wide from EW 13 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.536,-5.824369169172042,ENGINE-B,True,,,,,,4.4733,0.0,"none — LTE, no departure applied",False,0.037423901654201605,5.4138515947565455,2.4636947037178167,2.991
