species,wavelength_air_A,excitation_potential_eV,log_gf,loggf_reference,nist_grade,adjudication_status
Fe II,8017.296,12.878,-4.073,K13,,single_source
Fe II,8017.307,9.941,-3.608,RU,,single_source
Fe II,8017.34,11.451,-3.967,RU,,single_source
Fe II,8017.542,5.257,-7.759,K13,,single_source
Fe II,8021.908,5.262,-8.631,K13,,single_source
Fe II,8022.693,1.097,-11.6077,K13,,single_source
Fe II,8022.774,13.257,-8.073,K13,,single_source
Fe II,8022.893,12.879,-4.472,K13,,single_source
Fe II,8023.608,11.547,-4.492,RU,,single_source
Fe II,8023.687,8.923,-4.365,RU,,single_source
Fe II,8023.775,12.88,-6.127,K13,,single_source
Fe II,8023.918,14.262,-1.12,K13,,single_source
Fe II,8025.674,11.442,-4.456,K13,,single_source
Fe II,8025.691,11.749,-3.525,K13,,single_source
Fe II,8026.01,11.238,-7.227,K13,,single_source
Fe II,8026.024,13.709,-1.27,K13,,single_source
Fe II,8026.111,12.88,-5.649,K13,,single_source
Fe II,8026.122,11.427,-4.224,K13,,single_source
Fe II,8026.246,11.427,-3.957,RU,,single_source
Fe II,8026.315,11.207,-3.378,RU,,single_source
Fe II,8026.315,10.523,-4.584,K13,,single_source
Fe II,8026.674,14.262,-1.06,K13,,single_source
Fe II,8026.891,14.262,-1.206,K13,,single_source
Fe II,8027.286,13.626,-4.31,K13,,single_source
Fe II,8027.353,12.165,-1.317,K13,,single_source
Fe II,8027.458,9.694,-6.406,K13,,single_source
Fe II,8027.613,13.626,-4.338,K13,,single_source
Fe II,8030.474,5.585,-5.009,RU,,single_source
Fe II,8031.303,3.967,-5.076,RU,,single_source
Fe II,8032.034,9.053,-5.867,K13,,single_source
Fe II,8032.061,8.957,-4.199,RU,,single_source
Fe II,8032.33,11.46,-3.604,RU,,single_source
Fe II,8033.545,9.905,-1.463,RU,,single_source
Fe II,8033.629,11.208,-3.796,RU,,single_source
Fe II,8033.957,11.145,-3.491,RU,,single_source
Fe II,8034.089,11.681,-4.13,K13,,single_source
Fe II,8034.242,11.662,-3.829,K13,,single_source
Fe II,8034.516,13.145,-8.879,K13,,single_source
Fe II,8034.629,14.262,-2.983,K13,,single_source
Fe II,8034.838,11.446,-2.351,RU,,single_source
Fe II,8034.906,12.46,-3.884,K13,,single_source
Fe II,8035.371,11.46,-3.321,RU,,single_source
Fe II,8035.739,11.304,-3.863,RU,,single_source
Fe II,8036.082,9.058,-8.156,K13,,single_source
Fe II,8036.508,14.264,-4.729,K13,,single_source
Fe II,8036.989,7.558,-2.547,RU,,single_source
Fe II,8037.035,9.654,-3.477,RU,,single_source
Fe II,8037.043,8.307,-4.104,RU,,single_source
Fe II,8037.232,11.487,-4.216,K13,,single_source
Fe II,8037.281,1.04,-9.2162,K13,,single_source
Fe II,8037.369,11.207,-2.927,K13,,single_source
Fe II,8037.789,14.264,-8.29,K13,,single_source
Fe II,8041.977,11.46,-3.796,RU,,single_source
Fe II,8042.007,11.441,-0.934,RU,,single_source
Fe II,8042.717,11.937,-3.485,K13,,single_source
Fe II,8042.866,11.937,-3.661,RU,,single_source
Fe II,8042.968,13.145,-7.308,K13,,single_source
Fe II,8043.181,11.304,-5.202,K13,,single_source
Fe II,8043.347,13.238,-7.495,K13,,single_source
Fe II,8043.386,9.004,-3.409,RU,,single_source
Fe II,8043.815,13.656,-0.285,K13,,single_source
Fe II,8044.307,11.664,-6.747,K13,,single_source
Fe II,8044.389,11.493,-3.419,RU,,single_source
Fe II,8044.408,13.879,-1.937,K13,,single_source
Fe II,8044.5935,13.238,-6.7725,K13,,single_source
Fe II,8044.704,11.208,-5.295,K13,,single_source
Fe II,8044.833,3.197,-8.9834,K13,,single_source
Fe II,8044.863,11.427,-3.772,K13,,single_source
Fe II,8044.996,11.427,-4.845,RU,,single_source
Fe II,8045.267,11.263,-1.4,RU,,single_source
Fe II,8045.649,11.354,-1.566,RU,,single_source
Fe II,8045.766,14.264,-6.308,K13,,single_source
Fe II,8046.084,11.93,-5.429,RU,,single_source
Fe II,8046.094,12.763,-4.267,K13,,single_source
Fe II,8046.252,11.93,-4.676,K13,,single_source
Fe II,8046.3985,13.238,-7.7163,K13,,single_source
Fe II,8046.979,9.624,-7.676,K13,,single_source
Fe II,8047.41,11.442,-3.069,RU,,single_source
Fe II,8047.619,13.626,-2.861,K13,,single_source
Fe II,8052.108,12.175,-5.352,RU,,single_source
Fe II,8052.511,11.426,-3.281,RU,,single_source
Fe II,8052.519,12.765,-5.003,K13,,single_source
Fe II,8052.679,10.909,-5.606,RU,,single_source
Fe II,8053.182,11.433,-2.914,RU,,single_source
Fe II,8053.331,1.04,-13.266,K13,,single_source
Fe II,8053.399,8.992,-8.229,K13,,single_source
Fe II,8053.429,10.134,-5.117,RU,,single_source
Fe II,8053.576,5.589,-4.507,RU,,single_source
Fe II,8053.589,12.175,-3.175,K13,,single_source
Fe II,8054.153,13.936,-9.568,K13,,single_source
Fe II,8054.336,12.316,-1.544,K13,,single_source
Fe II,8054.723,10.678,-5.457,RU,,single_source
Fe II,8054.818,13.907,-2.591,K13,,single_source
Fe II,8054.929,11.255,-2.408,K13,,single_source
Fe II,8055.03,11.354,-4.928,RU,,single_source
Fe II,8055.409,13.148,-9.459,K13,,single_source
Fe II,8055.74,13.709,-0.784,K13,,single_source
Fe II,8055.987,11.463,-4.877,K13,,single_source
Fe II,8056.353,11.448,-3.647,K13,,single_source
Fe II,8056.355,11.232,-2.059,RU,,single_source
Fe II,8056.505,12.594,-3.297,K13,,single_source
Fe II,8056.875,11.354,-4.656,K13,,single_source
Fe II,8057.105,9.058,-4.952,RU,,single_source
Fe II,8057.274,11.409,-2.68,RU,,single_source
Fe II,8057.498,12.377,-0.083,K13,,single_source
Fe II,8060.159,6.803,-2.331,RU,,single_source
Fe II,8062.039,11.238,-2.666,K13,,single_source
Fe II,8062.926,12.46,-4.246,K13,,single_source
Fe II,8062.982,8.038,-3.018,RU,,single_source
Fe II,8063.052,7.575,-3.488,RU,,single_source
Fe II,8063.157,6.729,-4.237,RU,,single_source
Fe II,8063.242,10.348,-4.557,K13,,single_source
Fe II,8063.263,11.451,-3.591,RU,,single_source
Fe II,8063.353,10.348,-4.882,RU,,single_source
Fe II,8063.708,13.241,-6.679,K13,,single_source
Fe II,8063.97,8.943,-7.63,K13,,single_source
Fe II,8064.284,9.905,-0.957,RU,,single_source
Fe II,8064.433,13.936,-8.075,K13,,single_source
Fe II,8064.454,6.729,-4.609,K13,,single_source
Fe II,8064.733,11.93,-6.677,K13,,single_source
Fe II,8065.515,13.241,-7.605,K13,,single_source
Fe II,8065.81,11.547,-3.655,RU,,single_source
Fe II,8066.894,12.572,-3.956,K13,,single_source
Fe II,8067.044,13.205,-6.762,K13,,single_source
Fe II,8067.137,11.418,-5.298,K13,,single_source
Fe II,8067.289,11.418,-3.925,RU,,single_source
Fe II,8067.504,12.165,-0.522,K13,,single_source
Fe II,8067.694,11.518,-4.241,RU,,single_source
Fe II,8067.797,11.255,-2.806,K13,,single_source
Fe II,8069.392,6.73,-3.692,RU,,single_source
Fe II,8069.718,9.905,-0.619,RU,,single_source
Fe II,8072.111,0.986,-12.818,K13,,single_source
Fe II,8072.215,9.373,-4.739,RU,,single_source
Fe II,8072.261,11.255,-3.948,RU,,single_source
Fe II,8072.347,11.784,-2.887,K13,,single_source
Fe II,8072.386,12.36,-0.321,K13,,single_source
Fe II,8072.618,11.784,-2.654,RU,,single_source
Fe II,8073.324,11.937,-4.991,K13,,single_source
Fe II,8073.745,13.915,-2.425,K13,,single_source
Fe II,8073.841,11.681,-2.788,K13,,single_source
Fe II,8073.884,1.695,-10.6579,K13,,single_source
Fe II,8074.304,7.473,-2.06,RU,,single_source
Fe II,8074.435,8.932,-4.175,RU,,single_source
Fe II,8074.757,11.74,-4.061,RU,,single_source
Fe II,8075.042,11.451,-4.457,K13,,single_source
Fe II,8075.097,7.473,-2.543,RU,,single_source
Fe II,8075.162,11.46,-4.404,RU,,single_source
Fe II,8075.252,11.58,-6.012,K13,,single_source
Fe II,8076.394,14.054,-2.786,K13,,single_source
Fe II,8076.735,11.451,-3.438,RU,,single_source
Fe II,8076.881,11.634,-5.432,RU,,single_source
Fe II,8077.517,3.197,-8.821,K13,,single_source
Fe II,8077.838,13.709,-1.869,K13,,single_source
Fe II,8080.532,5.605,-4.178,RU,,single_source
Fe II,8082.119,13.207,-6.53,K13,,single_source
Fe II,8082.161,11.902,-5.335,RU,,single_source
Fe II,8082.385,12.36,0.199,K13,,single_source
Fe II,8082.613,12.891,-7.337,K13,,single_source
Fe II,8082.781,13.714,-3.479,K13,,single_source
Fe II,8083.044,12.89,-7.189,K13,,single_source
Fe II,8083.048,11.635,-4.051,RU,,single_source
Fe II,8083.882,5.585,-4.547,RU,,single_source
Fe II,8083.904,11.27,-2.306,RU,,single_source
Fe II,8084.016,12.346,-0.079,K13,,single_source
Fe II,8084.379,11.387,-2.473,RU,,single_source
Fe II,8084.609,12.187,-1.31,K13,,single_source
Fe II,8084.698,12.89,-8.108,K13,,single_source
Fe II,8084.77,11.741,-4.712,K13,,single_source
Fe II,8084.963,11.742,-4.286,RU,,single_source
Fe II,8085.035,12.891,-3.8,K13,,single_source
Fe II,8085.07,11.421,-5.39,K13,,single_source
Fe II,8085.124,13.872,-0.607,K13,,single_source
Fe II,8085.211,9.776,-1.723,RU,,single_source
Fe II,8085.244,11.421,-3.621,RU,,single_source
Fe II,8085.754,13.155,-9.08,K13,,single_source
Fe II,8085.88,11.238,-1.464,RU,,single_source
Fe II,8086.281,5.956,-6.088,K13,,single_source
Fe II,8086.287,11.937,-4.175,K13,,single_source
Fe II,8086.31,11.435,-2.384,RU,,single_source
Fe II,8086.48,11.937,-3.922,RU,,single_source
Fe II,8086.94,8.923,-4.136,RU,,single_source
Fe II,8086.942,11.409,-2.629,RU,,single_source
Fe II,8087.317,11.784,-3.206,RU,,single_source
Fe II,8090.458,6.724,-3.944,RU,,single_source
Fe II,8091.176,9.776,-1.763,RU,,single_source
Fe II,8092.14,12.893,-5.015,K13,,single_source
Fe II,8092.255,7.568,-4.378,RU,,single_source
Fe II,8092.279,13.155,-7.6882,K13,,single_source
Fe II,8093.037,11.426,-2.997,K13,,single_source
Fe II,8093.057,11.947,-6.248,K13,,single_source
Fe II,8093.082,11.433,-3.588,RU,,single_source
Fe II,8093.211,11.673,-6.122,K13,,single_source
Fe II,8093.616,9.069,-8.968,K13,,single_source
Fe II,8093.655,11.164,-0.46,RU,,single_source
Fe II,8094.315,13.155,-7.909,K13,,single_source
Fe II,8094.515,12.893,-6.591,K13,,single_source
Fe II,8094.834,12.286,-1.34,K13,,single_source
Fe II,8094.964,9.654,-4.237,RU,,single_source
Fe II,8095.498,7.473,-2.562,RU,,single_source
Fe II,8095.643,10.122,-4.82,RU,,single_source
Fe II,8096.119,10.122,-7.393,K13,,single_source
Fe II,8096.428,12.893,-5.901,K13,,single_source
Fe II,8096.661,11.435,-3.128,RU,,single_source
Fe II,8096.711,13.639,-4.952,K13,,single_source
Fe II,8097.044,13.639,-3.834,K13,,single_source
Fe II,8097.243,11.354,-4.68,RU,,single_source
Fe II,8097.333,8.992,-2.787,RU,,single_source
Fe II,8097.476,10.858,-8.149,K13,,single_source
Fe II,8097.63,11.387,-3.747,RU,,single_source
Fe II,8098.386,9.761,-1.104,RU,,single_source
Fe II,8101.483,9.905,-0.344,RU,,single_source
Fe II,8102.3476,11.388,-4.0754,RU,,single_source
Fe II,8102.443,10.134,-5.207,RU,,single_source
Fe II,8102.49,11.46,-3.405,RU,,single_source
Fe II,8102.573,11.874,-4.537,K13,,single_source
Fe II,8102.577,11.932,-5.411,RU,,single_source
Fe II,8102.694,11.932,-4.906,K13,,single_source
Fe II,8103.196,11.418,-3.293,K13,,single_source
Fe II,8103.339,11.418,-4.095,RU,,single_source
Fe II,8103.36,8.592,-8.74,K13,,single_source
Fe II,8103.463,6.729,-3.262,RU,,single_source
Fe II,8104.507,7.583,-4.19,RU,,single_source
Fe II,8104.823,11.518,-6.694,K13,,single_source
Fe II,8104.953,11.937,-3.517,K13,,single_source
Fe II,8105.028,13.714,-4.725,K13,,single_source
Fe II,8105.132,11.937,-3.893,RU,,single_source
Fe II,8105.177,13.636,-1.104,K13,,single_source
Fe II,8105.861,11.46,-5.638,RU,,single_source
Fe II,8105.967,8.971,-4.276,RU,,single_source
Fe II,8106.485,12.775,-4.65,K13,,single_source
Fe II,8106.736,11.664,-7.353,K13,,single_source
Fe II,8107.292,5.589,-4.557,RU,,single_source
Fe II,8107.423,11.518,-3.205,K13,,single_source
Fe II,8107.492,1.671,-10.19,K13,,single_source
Fe II,8107.5,9.905,-1.132,RU,,single_source
Fe II,8112.68,10.134,-8.51,K13,,single_source
Fe II,8112.921,11.418,-3.558,K13,,single_source
Fe II,8113.052,11.418,-5.316,RU,,single_source
Fe II,8113.069,9.761,-2.641,RU,,single_source
Fe II,8113.186,11.255,-3.922,RU,,single_source
Fe II,8113.384,13.635,-0.932,K13,,single_source
Fe II,8113.389,13.872,-1.324,K13,,single_source
Fe II,8113.793,11.518,-2.928,K13,,single_source
Fe II,8114.451,8.992,-5.26,RU,,single_source
Fe II,8114.716,11.93,-5.396,K13,,single_source
Fe II,8114.864,11.547,-4.777,RU,,single_source
Fe II,8114.941,9.069,-5.586,RU,,single_source
Fe II,8115.09,10.861,-8.119,K13,,single_source
Fe II,8115.104,12.897,-4.54,K13,,single_source
Fe II,8115.465,9.004,-7.458,K13,,single_source
Fe II,8116.765,13.62,-0.524,K13,,single_source
Fe II,8117.137,10.861,-6.284,K13,,single_source
Fe II,8117.306,12.132,-4.83,K13,,single_source
Fe II,8117.398,13.639,-4.97,K13,,single_source
Fe II,8117.493,12.897,-5.601,K13,,single_source
Fe II,8117.508,11.446,-2.25,RU,,single_source
Fe II,8117.692,6.729,-3.213,RU,,single_source
Fe II,8117.698,14.062,-2.273,K13,,single_source
Fe II,8117.889,12.61,-2.451,K13,,single_source
Fe II,8118.206,11.441,-2.309,RU,,single_source
Fe II,8122.662,10.348,-6.362,K13,,single_source
Fe II,8123.034,3.267,-6.974,K13,,single_source
Fe II,8123.552,11.518,-4.705,RU,,single_source
Fe II,8123.652,8.175,-5.339,RU,,single_source
Fe II,8123.717,9.074,-7.317,K13,,single_source
Fe II,8124.012,6.73,-4.518,K13,,single_source
Fe II,8124.157,5.203,-6.475,K13,,single_source
Fe II,8124.293,8.128,-7.578,K13,,single_source
Fe II,8124.575,9.624,-8.157,K13,,single_source
Fe II,8124.853,7.604,-5.439,RU,,single_source
Fe II,8125.434,11.463,-3.2246,RU,,single_source
Fe II,8125.48,11.125,-6.387,K13,,single_source
Fe II,8125.594,12.61,-5.288,K13,,single_source
Fe II,8125.958,12.709,-9.974,K13,,single_source
Fe II,8125.981,9.694,-7.896,K13,,single_source
Fe II,8126.244,7.575,-3.552,RU,,single_source
Fe II,8126.386,11.571,-1.839,RU,,single_source
Fe II,8126.615,13.216,-7.2117,K13,,single_source
Fe II,8126.628,8.923,-2.862,RU,,single_source
Fe II,8126.835,9.962,-2.005,RU,,single_source
Fe II,8127.284,10.758,-3.966,K13,,single_source
Fe II,8127.5,11.448,-2.07,RU,,single_source
Fe II,8127.7952,13.216,-6.5949,K13,,single_source
Fe II,8128.044,10.36,-4.71,K13,,single_source
Fe II,8128.17,10.36,-5.058,RU,,single_source
Fe II,8132.459,11.444,-1.554,RU,,single_source
Fe II,8132.467,12.719,-1.89,K13,,single_source
Fe II,8132.936,12.165,-4.217,K13,,single_source
Fe II,8132.984,12.9,-6.259,K13,,single_source
Fe II,8133.204,11.418,-2.827,K13,,single_source
Fe II,8133.348,11.418,-3.567,RU,,single_source
Fe II,8133.563,13.254,-8.83,K13,,single_source
Fe II,8133.854,11.591,-7.521,K13,,single_source
Fe II,8133.905,11.27,-3.519,K13,,single_source
Fe II,8134.018,11.433,-5.29,K13,,single_source
Fe II,8134.564,13.647,-2.88,K13,,single_source
Fe II,8134.915,12.9,-4.648,K13,,single_source
Fe II,8135.037,10.414,-6.472,K13,,single_source
Fe II,8135.246,3.245,-6.214,K13,,single_source
Fe II,8135.332,5.615,-5.141,RU,,single_source
Fe II,8135.398,12.609,-5.576,K13,,single_source
Fe II,8135.874,11.591,-3.504,K13,,single_source
Fe II,8136.537,5.605,-5.335,RU,,single_source
Fe II,8136.608,11.442,-2.678,RU,,single_source
Fe II,8136.84,10.853,-6.926,K13,,single_source
Fe II,8136.958,12.377,-0.534,K13,,single_source
Fe II,8137.175,11.947,-3.588,K13,,single_source
Fe II,8137.181,12.719,0.543,K13,,single_source
Fe II,8137.292,13.647,-1.74,K13,,single_source
Fe II,8137.473,11.947,-3.963,RU,,single_source
Fe II,8137.525,10.866,-8.08,K13,,single_source
Fe II,8138.23,11.547,-5.436,RU,,single_source
Fe II,8141.791,11.263,-0.977,RU,,single_source
Fe II,8142.511,10.545,-5.338,K13,,single_source
Fe II,8143.233,11.387,-5.639,RU,,single_source
Fe II,8143.4821,12.61,-3.2814,K13,,single_source
Fe II,8144.0821,9.941,-1.2918,RU,,single_source
Fe II,8144.354,12.067,-4.453,K13,,single_source
Fe II,8145.087,11.446,-3.88,RU,,single_source
Fe II,8145.188,11.396,-2.907,K13,,single_source
Fe II,8145.413,12.193,-5.601,RU,,single_source
Fe II,8145.442,11.396,-3.705,RU,,single_source
Fe II,8145.532,11.27,-4.012,K13,,single_source
Fe II,8146.171,13.588,0.69,K13,,single_source
Fe II,8146.188,11.426,-2.928,RU,,single_source
Fe II,8146.3874,13.257,-7.9963,K13,,single_source
Fe II,8146.521,11.451,-4.014,RU,,single_source
Fe II,8146.928,12.193,-4.951,K13,,single_source
Fe II,8147.026,11.27,-2.69,K13,,single_source
Fe II,8147.373,11.481,-3.889,RU,,single_source
Fe II,8147.667,13.257,-9.663,K13,,single_source
Fe II,8147.881,13.929,-4.967,K13,,single_source
Fe II,8147.919,3.768,-9.161,K13,,single_source
Fe II,8151.618,5.203,-5.394,RU,,single_source
Fe II,8151.86,12.316,-1.183,K13,,single_source
Fe II,8153.327,13.168,-8.147,K13,,single_source
Fe II,8153.536,13.221,-5.652,K13,,single_source
Fe II,8153.917,11.518,-4.49,K13,,single_source
Fe II,8154.798,13.936,-8.838,K13,,single_source
Fe II,8155.147,11.448,-2.309,RU,,single_source
Fe II,8155.297,11.255,-2.709,K13,,single_source
Fe II,8155.304,13.221,-6.002,K13,,single_source
Fe II,8155.436,11.937,-4.229,K13,,single_source
Fe II,8155.589,11.446,-4.523,RU,,single_source
Fe II,8155.616,11.937,-4.272,RU,,single_source
Fe II,8155.7928,13.168,-7.6607,K13,,single_source
Fe II,8156.017,11.426,-3.742,RU,,single_source
Fe II,8156.077,11.947,-4.354,K13,,single_source
Fe II,8156.245,12.195,-4.748,RU,,single_source
Fe II,8156.361,11.947,-4.07,RU,,single_source
Fe II,8156.674,3.889,-6.178,K13,,single_source
Fe II,8156.763,12.784,-3.681,K13,,single_source
Fe II,8157.299,8.104,-2.388,K13,,single_source
Fe II,8157.413,8.948,-5.085,RU,,single_source
Fe II,8157.571,9.736,-0.412,RU,,single_source
Fe II,8157.764,12.195,-4.279,K13,,single_source
Fe II,8157.964,13.628,-1.787,K13,,single_source
Fe II,8160.943,9.7,-1.341,RU,,single_source
Fe II,8162.524,13.168,-7.74,K13,,single_source
Fe II,8162.575,11.885,-3.933,K13,,single_source
Fe II,8163.247,6.729,-3.719,RU,,single_source
Fe II,8163.689,5.289,-7.293,K13,,single_source
Fe II,8164.185,11.427,-6.198,K13,,single_source
Fe II,8164.294,11.427,-4.59,RU,,single_source
Fe II,8164.485,13.936,-6.941,K13,,single_source
Fe II,8164.84,13.591,-0.977,K13,,single_source
Fe II,8165.525,10.93,-5.581,RU,,single_source
Fe II,8165.675,11.448,-2.373,RU,,single_source
Fe II,8166.291,9.412,-5.783,K13,,single_source
Fe II,8166.421,9.412,-5.785,RU,,single_source
Fe II,8167.29,13.224,-5.6379,K13,,single_source
Fe II,8167.702,11.428,-4.196,RU,,single_source
Fe II,8168.087,11.354,-2.312,K13,,single_source
Fe II,8168.093,7.118,-6.202,K13,,single_source
Fe II,8168.142,11.448,-4.52,RU,,single_source
Fe II,8168.307,6.73,-2.911,RU,,single_source
Fe II,8168.354,7.583,-4.546,K13,,single_source
Fe II,8168.403,13.936,-6.734,K13,,single_source
Fe II,8172.359,3.892,-5.707,RU,,single_source
Fe II,8172.565,13.646,-2.024,K13,,single_source
Fe II,8172.789,10.829,-4.922,RU,,single_source
Fe II,8172.919,12.175,-4.452,K13,,single_source
Fe II,8173.167,6.088,-4.296,RU,,single_source
Fe II,8173.437,12.688,-5.259,K13,,single_source
Fe II,8173.45,8.259,-5.238,RU,,single_source
Fe II,8173.471,6.724,-2.951,RU,,single_source
Fe II,8174.298,11.451,-4.113,K13,,single_source
Fe II,8174.559,13.936,-6.281,K13,,single_source
Fe II,8175.392,11.518,-2.34,RU,,single_source
Fe II,8175.695,12.61,-4.924,K13,,single_source
Fe II,8175.824,12.594,-2.855,K13,,single_source
Fe II,8176.516,11.426,-1.943,RU,,single_source
Fe II,8177.086,13.936,-6.877,K13,,single_source
Fe II,8177.41,11.481,-4.496,RU,,single_source
Fe II,8177.465,9.004,-5.704,RU,,single_source
Fe II,8177.722,13.929,-2.24,K13,,single_source
Fe II,8177.755,8.185,-3.7,RU,,single_source
Fe II,8177.986,11.442,-3.706,K13,,single_source
Fe II,8182.722,11.289,-3.254,RU,,single_source
Fe II,8182.871,11.27,-1.172,RU,,single_source
Fe II,8183.356,10.845,-5.799,RU,,single_source
Fe II,8183.966,12.195,-5.576,K13,,single_source
Fe II,8184.078,11.487,-3.366,K13,,single_source
Fe II,8184.211,11.74,-4.366,RU,,single_source
Fe II,8184.218,12.206,-2.399,K13,,single_source
Fe II,8184.465,2.635,-11.367,K13,,single_source
Fe II,8184.875,11.451,-3.117,RU,,single_source
Fe II,8185.834,9.694,-8.112,K13,,single_source
Fe II,8185.868,9.237,-5.576,K13,,single_source
Fe II,8185.958,9.008,-3.089,RU,,single_source
Fe II,8186.217,5.289,-8.571,K13,,single_source
Fe II,8186.603,12.812,-6.183,K13,,single_source
Fe II,8186.796,8.953,-5.968,RU,,single_source
Fe II,8187.354,11.451,-3.022,RU,,single_source
Fe II,8187.711,11.433,-4.041,RU,,single_source
Fe II,8188.259,11.428,-3.247,RU,,single_source
Fe II,8188.321,10.36,-5.232,RU,,single_source
Fe II,8188.426,10.36,-4.886,K13,,single_source
Fe II,8188.534,11.232,-1.28,RU,,single_source
Fe II,8190.014,7.494,-3.145,RU,,single_source
Fe II,8190.637,9.654,-1.436,RU,,single_source
Fe II,8193.038,13.962,-7.131,K13,,single_source
Fe II,8193.314,11.27,-3.365,RU,,single_source
Fe II,8193.442,9.694,-8.291,K13,,single_source
Fe II,8193.695,10.122,-4.486,RU,,single_source
Fe II,8193.707,13.907,-0.653,K13,,single_source
Fe II,8193.856,11.435,-5.749,RU,,single_source
Fe II,8194.21,11.427,-2.154,K13,,single_source
Fe II,8194.321,11.427,-3.121,RU,,single_source
Fe II,8194.497,11.741,-6.675,K13,,single_source
Fe II,8194.503,8.23,-3.842,RU,,single_source
Fe II,8194.663,11.742,-5.857,RU,,single_source
Fe II,8194.958,12.75,-4.998,K13,,single_source
Fe II,8195.001,11.387,-3.004,K13,,single_source
Fe II,8195.049,11.442,-2.62,RU,,single_source
Fe II,8195.509,11.207,-2.015,RU,,single_source
Fe II,8196.513,12.702,-4.629,K13,,single_source
Fe II,8197.505,7.118,-4.717,RU,,single_source
Fe II,8198.321,11.58,-3.088,RU,,single_source
Fe II,8198.322,13.894,-3.743,K13,,single_source
Fe II,8198.539,11.681,-5.423,K13,,single_source
Fe II,8203.675,13.962,-4.356,K13,,single_source
Fe II,8203.786,13.636,-1.229,K13,,single_source
Fe II,8203.978,8.957,-5.954,K13,,single_source
Fe II,8204.28,12.719,-2.559,K13,,single_source
Fe II,8204.31,11.764,-3.081,K13,,single_source
Fe II,8204.361,6.703,-3.707,RU,,single_source
Fe II,8204.448,11.764,-4.35,RU,,single_source
Fe II,8204.909,12.492,-5.106,K13,,single_source
Fe II,8205.105,13.659,-2.414,K13,,single_source
Fe II,8205.539,12.793,-6.914,K13,,single_source
Fe II,8205.59,10.392,-6.581,K13,,single_source
Fe II,8206.189,3.221,-9.4016,K13,,single_source
Fe II,8206.787,11.74,-4.231,RU,,single_source
Fe II,8207.023,11.444,-3.304,RU,,single_source
Fe II,8207.147,9.654,-0.872,RU,,single_source
Fe II,8207.202,11.947,-3.748,K13,,single_source
Fe II,8207.274,12.816,-3.909,K13,,single_source
Fe II,8207.486,11.947,-3.921,RU,,single_source
Fe II,8207.506,9.941,-4.578,RU,,single_source
Fe II,8207.54,11.487,-2.922,RU,,single_source
Fe II,8207.63,11.387,-5.668,K13,,single_source
Fe II,8207.711,10.714,-3.325,RU,,single_source
Fe II,8207.844,10.714,-3.504,K13,,single_source
Fe II,8207.992,12.594,-3.087,K13,,single_source
Fe II,8208.171,6.217,-4.574,RU,,single_source
Fe II,8208.254,6.724,-3.948,RU,,single_source
Fe II,8208.416,12.752,-2.419,K13,,single_source
Fe II,8208.523,13.294,-5.43,K13,,single_source
Fe II,8208.603,12.199,-4.447,RU,,single_source
Fe II,8208.964,7.494,-2.764,RU,,single_source
Fe II,8211.087,9.761,-1.518,RU,,single_source
Fe II,8211.821,7.494,-2.466,RU,,single_source
Fe II,8212.606,9.761,-3.025,RU,,single_source
Fe II,8212.897,12.609,-7.634,K13,,single_source
Fe II,8212.9932,11.237,-1.7785,K13,,single_source
Fe II,8213.164,8.185,-4.777,RU,,single_source
Fe II,8213.624,13.232,-8.526,K13,,single_source
Fe II,8213.914,12.346,-3.668,K13,,single_source
Fe II,8214.15,12.695,-4.625,K13,,single_source
Fe II,8214.226,11.409,-3.93,RU,,single_source
Fe II,8214.328,10.737,-4.557,RU,,single_source
Fe II,8214.641,12.709,-6.693,K13,,single_source
Fe II,8214.924,13.232,-7.501,K13,,single_source
Fe II,8215.618,6.209,-3.109,RU,,single_source
Fe II,8215.621,9.053,-4.919,RU,,single_source
Fe II,8215.75,5.222,-5.654,RU,,single_source
Fe II,8216.0041,13.232,-6.8293,K13,,single_source
Fe II,8216.233,11.493,-4.112,K13,,single_source
Fe II,8216.449,13.232,-7.763,K13,,single_source
Fe II,8217.028,8.943,-7.037,K13,,single_source
Fe II,8217.13,11.741,-6.086,K13,,single_source
Fe II,8217.15,11.46,-1.798,RU,,single_source
Fe II,8217.153,11.518,-4.173,RU,,single_source
Fe II,8217.302,11.742,-3.785,RU,,single_source
Fe II,8217.537,13.294,-8.513,K13,,single_source
Fe II,8217.642,8.145,-5.368,RU,,single_source
Fe II,8218.065,6.219,-4.352,RU,,single_source
Fe II,8219.038,11.238,-0.238,RU,,single_source
Fe II,8221.313,9.7,-0.561,RU,,single_source
Fe II,8222.223,5.222,-4.299,RU,,single_source
Fe II,8222.801,8.948,-4.687,RU,,single_source
Fe II,8223.353,7.128,-5.37,RU,,single_source
Fe II,8223.468,12.132,-2.301,RU,,single_source
Fe II,8223.522,13.157,-5.137,K13,,single_source
Fe II,8223.562,13.659,-1.84,K13,,single_source
Fe II,8225.085,9.171,-6.447,K13,,single_source
Fe II,8225.138,12.819,-3.409,K13,,single_source
Fe II,8225.142,10.678,-5.898,RU,,single_source
Fe II,8225.701,10.56,-5.807,K13,,single_source
Fe II,8226.279,13.656,-6.015,K13,,single_source
Fe II,8226.608,11.441,-1.735,RU,,single_source
Fe II,8226.633,11.932,-4.353,RU,,single_source
Fe II,8226.775,11.932,-4.23,K13,,single_source
Fe II,8226.904,9.941,-0.855,RU,,single_source
