species,wavelength_air_A,excitation_potential_eV,log_gf,loggf_reference,nist_grade,adjudication_status
Fe II,5010.608,12.918,-5.744,K13,,single_source
Fe II,5010.801,11.788,-4.935,K13,,single_source
Fe II,5010.838,11.017,-5.938,RU,,single_source
Fe II,5011.025,10.381,-1.183,RU,,single_source
Fe II,5011.986,10.348,-0.882,RU,,single_source
Fe II,5015.477,9.1,-2.642,RU,,single_source
Fe II,5015.752,10.348,-0.028,RU,,single_source
Fe II,5018.292,11.145,-4.205,K13,,single_source
Fe II,5018.436,2.891,-1.22,VALD3,,pending
Fe II,5018.511,13.003,-1.857,K13,,single_source
Fe II,5018.597,12.954,-0.84,K13,,single_source
Fe II,5018.997,12.976,-4.781,K13,,single_source
Fe II,5019.158,11.664,-4.351,K13,,single_source
Fe II,5019.258,12.982,-3.31,K13,,single_source
Fe II,5019.463,5.569,-2.784,RU,,single_source
Fe II,5019.814,12.982,-6.56,K13,,single_source
Fe II,5019.884,13.002,-4.535,K13,,single_source
Fe II,5020.014,10.288,-0.853,RU,,single_source
Fe II,5020.022,11.547,-4.256,K13,,single_source
Fe II,5020.202,12.986,-3.93,K13,,single_source
Fe II,5020.244,0.387,-8.436,K13,,single_source
Fe II,5020.326,11.635,-4.186,K13,,single_source
Fe II,5020.398,7.653,-5.101,RU,,single_source
Fe II,5020.647,11.493,-3.583,K13,,single_source
Fe II,5020.854,11.74,-7.554,K13,,single_source
Fe II,5021.591,10.288,-0.191,RU,,single_source
Fe II,5022.418,10.348,-0.073,RU,,single_source
Fe II,5022.579,5.571,-4.183,RU,,single_source
Fe II,5022.789,10.288,-0.092,RU,,single_source
Fe II,5023.912,10.392,-1.31,RU,,single_source
Fe II,5026.798,10.308,-0.444,RU,,single_source
Fe II,5027.22,10.392,-1.981,RU,,single_source
Fe II,5028.309,12.986,-2.036,K13,,single_source
Fe II,5028.39,10.737,-5.14,K13,,single_source
Fe II,5028.429,10.751,-3.494,K13,,single_source
Fe II,5028.489,13.413,-5.149,K13,,single_source
Fe II,5028.661,10.399,-4.32,RU,,single_source
Fe II,5029.047,10.414,-3.788,RU,,single_source
Fe II,5029.059,10.829,-2.6355,K13,,single_source
Fe II,5029.083,8.038,-5.238,K13,,single_source
Fe II,5029.093,10.36,-0.628,RU,,single_source
Fe II,5029.215,10.737,-3.172,K13,,single_source
Fe II,5029.273,9.757,-5.968,K13,,single_source
Fe II,5029.297,12.957,-1.912,K13,,single_source
Fe II,5029.312,12.864,-4.627,K13,,single_source
Fe II,5029.396,12.783,-0.803,K13,,single_source
Fe II,5029.448,13.008,-2.9,K13,,single_source
Fe II,5029.93,10.329,-2.435,RU,,single_source
Fe II,5030.191,10.348,-4.981,RU,,single_source
Fe II,5030.249,11.125,-4.093,K13,,single_source
Fe II,5030.262,13.413,-5.218,K13,,single_source
Fe II,5030.501,11.673,-6.447,K13,,single_source
Fe II,5030.623,11.673,-5.533,K13,,single_source
Fe II,5030.632,10.288,0.431,RU,,single_source
Fe II,5030.762,12.791,-2.039,K13,,single_source
Fe II,5030.884,12.967,-1.772,K13,,single_source
Fe II,5031.892,10.414,-0.833,RU,,single_source
Fe II,5032.703,10.392,0.077,RU,,single_source
Fe II,5034.004,10.36,-0.798,RU,,single_source
Fe II,5034.753,10.392,-1.716,RU,,single_source
Fe II,5035.7,10.288,0.632,RU,,single_source
Fe II,5036.712,10.392,-0.565,RU,,single_source
Fe II,5036.912,2.828,-4.732,RU,,single_source
Fe II,5038.275,12.846,-3.457,K13,,single_source
Fe II,5038.594,10.909,-2.266,K13,,single_source
Fe II,5038.615,7.988,-5.706,RU,,single_source
Fe II,5038.692,11.58,-4.359,K13,,single_source
Fe II,5038.747,12.845,-3.445,K13,,single_source
Fe II,5039.096,0.232,-15.52,K13,,single_source
Fe II,5039.313,12.282,-9.789,K13,,single_source
Fe II,5039.467,12.845,-1.871,K13,,single_source
Fe II,5039.537,10.778,-3.674,RU,,single_source
Fe II,5039.683,12.791,-0.515,K13,,single_source
Fe II,5039.705,11.547,-5.94,K13,,single_source
Fe II,5039.951,10.431,-5.692,K13,,single_source
Fe II,5040.089,10.858,-8.703,K13,,single_source
Fe II,5040.18,12.845,-4.943,K13,,single_source
Fe II,5040.202,11.58,-5.671,K13,,single_source
Fe II,5040.203,12.871,-4.587,K13,,single_source
Fe II,5040.24,11.232,-2.732,K13,,single_source
Fe II,5040.245,12.995,-2.306,K13,,single_source
Fe II,5040.258,11.653,-6.528,K13,,single_source
Fe II,5040.319,11.673,-7.418,K13,,single_source
Fe II,5040.343,12.794,-2.389,K13,,single_source
Fe II,5040.379,12.965,-0.738,K13,,single_source
Fe II,5040.4,11.167,-4.314,RU,,single_source
Fe II,5040.72,10.392,-1.932,RU,,single_source
Fe II,5040.748,12.845,-1.477,K13,,single_source
Fe II,5040.751,10.36,-0.637,RU,,single_source
Fe II,5040.905,12.846,-3.188,K13,,single_source
Fe II,5041.06,11.678,-7.075,K13,,single_source
Fe II,5043.528,0.387,-8.657,K13,,single_source
Fe II,5045.106,10.308,-0.002,RU,,single_source
Fe II,5047.632,10.308,-0.235,RU,,single_source
Fe II,5048.184,2.276,-10.808,K13,,single_source
Fe II,5048.436,10.329,-1.222,RU,,single_source
Fe II,5048.6227,11.678,-7.6802,K13,,single_source
Fe II,5048.76,12.871,-2.02,K13,,single_source
Fe II,5048.979,11.051,-9.39,K13,,single_source
Fe II,5049.091,13.018,-1.319,K13,,single_source
Fe II,5049.298,12.972,-1.466,K13,,single_source
Fe II,5049.451,10.737,-4.045,K13,,single_source
Fe II,5049.473,11.681,-3.512,K13,,single_source
Fe II,5049.481,11.237,-3.588,K13,,single_source
Fe II,5049.64,13.002,-3.569,K13,,single_source
Fe II,5049.704,10.329,-3.958,RU,,single_source
Fe II,5049.822,12.996,-3.98,K13,,single_source
Fe II,5049.822,12.847,-2.583,K13,,single_source
Fe II,5049.925,12.286,-9.618,K13,,single_source
Fe II,5049.94,11.185,-5.68,RU,,single_source
Fe II,5050.06,12.794,-3.137,K13,,single_source
Fe II,5050.089,12.286,-8.98,K13,,single_source
Fe II,5050.178,10.522,-2.715,RU,,single_source
Fe II,5050.233,12.968,-2.898,K13,,single_source
Fe II,5050.331,6.138,-4.707,RU,,single_source
Fe II,5050.43,12.36,-7.588,K13,,single_source
Fe II,5050.507,11.481,-7.784,K13,,single_source
Fe II,5050.515,10.866,-6.487,K13,,single_source
Fe II,5050.824,12.879,-7.198,K13,,single_source
Fe II,5050.841,11.764,-4.111,K13,,single_source
Fe II,5050.857,13.002,-5.071,K13,,single_source
Fe II,5050.946,12.997,-2.536,K13,,single_source
Fe II,5051.005,10.778,-5.733,RU,,single_source
Fe II,5051.032,12.968,-4.821,K13,,single_source
Fe II,5053.912,12.791,0.137,K13,,single_source
Fe II,5055.309,7.489,-3.005,RU,,single_source
Fe II,5056.744,11.263,-1.063,K13,,single_source
Fe II,5057.564,8.145,-4.011,RU,,single_source
Fe II,5058.095,7.929,-4.567,RU,,single_source
Fe II,5058.177,11.741,-7.348,K13,,single_source
Fe II,5058.31,11.659,-6.897,K13,,single_source
Fe II,5058.387,12.942,-4.249,K13,,single_source
Fe II,5058.404,12.879,-3.864,K13,,single_source
Fe II,5058.43,13.002,-3.685,K13,,single_source
Fe II,5058.58,13.003,-1.345,K13,,single_source
Fe II,5058.846,11.145,-4.969,K13,,single_source
Fe II,5058.864,13.407,-2.689,K13,,single_source
Fe II,5059.006,8.073,-4.841,RU,,single_source
Fe II,5059.014,12.996,-2.927,K13,,single_source
Fe II,5059.0763,11.571,-6.0126,K13,,single_source
Fe II,5059.199,10.459,-2.867,RU,,single_source
Fe II,5059.205,11.017,-5.24,RU,,single_source
Fe II,5059.218,11.784,-5.594,K13,,single_source
Fe II,5059.398,13.002,-4.658,K13,,single_source
Fe II,5059.437,13.407,-0.471,K13,,single_source
Fe II,5059.518,12.193,-3.527,K13,,single_source
Fe II,5059.535,11.149,-6.824,K13,,single_source
Fe II,5059.734,13.002,-1.0,K13,,single_source
Fe II,5059.782,10.934,-2.272,K13,,single_source
Fe II,5059.799,9.13,-2.965,RU,,single_source
Fe II,5059.825,12.855,-2.063,K13,,single_source
Fe II,5059.918,13.936,-4.824,K13,,single_source
Fe II,5060.248,10.448,-0.65,RU,,single_source
Fe II,5060.289,12.976,-2.934,K13,,single_source
Fe II,5060.521,12.879,-5.132,K13,,single_source
Fe II,5060.575,12.845,-1.329,K13,,single_source
Fe II,5060.685,13.936,-5.22,K13,,single_source
Fe II,5060.702,13.002,-1.514,K13,,single_source
Fe II,5060.729,12.794,-3.195,K13,,single_source
Fe II,5061.71,10.308,0.284,RU,,single_source
Fe II,5062.927,10.308,-1.113,RU,,single_source
Fe II,5065.031,10.399,-1.639,RU,,single_source
Fe II,5065.106,10.431,-0.551,RU,,single_source
Fe II,5065.388,6.803,-3.636,RU,,single_source
Fe II,5065.443,9.1,-1.645,RU,,single_source
Fe II,5067.89,10.329,-0.078,RU,,single_source
Fe II,5068.183,13.008,-1.403,K13,,single_source
Fe II,5068.229,10.778,-5.306,K13,,single_source
Fe II,5068.31,7.946,-5.933,K13,,single_source
Fe II,5068.537,11.017,-5.197,RU,,single_source
Fe II,5068.56,13.436,-2.613,K13,,single_source
Fe II,5068.566,12.986,-3.099,K13,,single_source
Fe II,5068.776,11.681,-5.504,K13,,single_source
Fe II,5068.997,13.439,-0.793,K13,,single_source
Fe II,5069.064,11.664,-6.741,K13,,single_source
Fe II,5069.082,12.752,-5.709,K13,,single_source
Fe II,5069.219,10.448,-3.323,RU,,single_source
Fe II,5069.233,12.986,-3.228,K13,,single_source
Fe II,5069.693,13.008,-0.961,K13,,single_source
Fe II,5069.721,10.455,-3.158,RU,,single_source
Fe II,5069.774,11.749,-4.223,K13,,single_source
Fe II,5069.865,2.844,-5.857,K13,,single_source
Fe II,5069.876,11.673,-5.548,K13,,single_source
Fe II,5070.064,12.947,-0.764,K13,,single_source
Fe II,5070.064,13.027,-2.891,K13,,single_source
Fe II,5070.559,12.885,-2.751,K13,,single_source
Fe II,5070.583,10.329,-1.674,RU,,single_source
Fe II,5070.641,11.764,-4.67,K13,,single_source
Fe II,5070.896,10.308,0.268,RU,,single_source
Fe II,5071.101,11.74,-4.601,K13,,single_source
Fe II,5072.406,0.232,-8.942,K13,,single_source
Fe II,5072.562,10.414,-1.036,RU,,single_source
Fe II,5073.548,6.807,-2.889,RU,,single_source
Fe II,5073.898,10.448,-0.721,RU,,single_source
Fe II,5074.052,6.807,-2.17,RU,,single_source
Fe II,5075.76,10.455,0.184,RU,,single_source
Fe II,5076.327,10.381,-0.937,RU,,single_source
Fe II,5076.597,10.379,-0.924,RU,,single_source
Fe II,5076.978,9.13,-2.326,RU,,single_source
Fe II,5077.467,12.866,-0.666,K13,,single_source
Fe II,5078.15,13.034,-4.758,K13,,single_source
Fe II,5078.29,10.414,-1.32,RU,,single_source
Fe II,5078.294,12.757,-6.739,K13,,single_source
Fe II,5078.416,7.693,-6.384,K13,,single_source
Fe II,5078.459,7.94,-6.977,K13,,single_source
Fe II,5078.528,11.05,-5.638,RU,,single_source
Fe II,5078.83,11.017,-5.316,RU,,single_source
Fe II,5078.907,12.864,-3.138,K13,,single_source
Fe II,5079.047,13.439,-1.228,K13,,single_source
Fe II,5079.133,10.459,-4.491,K13,,single_source
Fe II,5079.334,10.853,-5.382,K13,,single_source
Fe II,5079.519,11.634,-6.084,K13,,single_source
Fe II,5079.735,11.664,-5.839,K13,,single_source
Fe II,5079.809,12.982,-4.046,K13,,single_source
Fe II,5079.857,12.866,-1.359,K13,,single_source
Fe II,5079.908,12.757,-6.117,K13,,single_source
Fe II,5079.969,13.439,-4.01,K13,,single_source
Fe II,5079.988,12.982,-2.991,K13,,single_source
Fe II,5080.004,10.737,-4.454,K13,,single_source
Fe II,5080.02,11.219,-2.52,K13,,single_source
Fe II,5080.073,12.893,-8.18,K13,,single_source
Fe II,5080.153,12.888,-4.721,K13,,single_source
Fe II,5080.232,10.414,-1.605,RU,,single_source
Fe II,5080.4727,11.58,-5.5636,K13,,single_source
Fe II,5080.477,11.678,-4.209,K13,,single_source
Fe II,5080.645,12.986,-3.073,K13,,single_source
Fe II,5080.724,11.634,-8.105,K13,,single_source
Fe II,5080.828,11.634,-7.445,K13,,single_source
Fe II,5080.879,13.011,-3.332,K13,,single_source
Fe II,5080.881,11.051,-5.284,RU,,single_source
Fe II,5081.057,12.864,-2.114,K13,,single_source
Fe II,5081.058,12.954,-4.795,K13,,single_source
Fe II,5081.094,13.439,-1.943,K13,,single_source
Fe II,5081.898,10.379,-1.062,RU,,single_source
Fe II,5082.226,10.414,-0.128,RU,,single_source
Fe II,5083.502,10.348,-0.752,RU,,single_source
Fe II,5085.216,10.381,-1.254,RU,,single_source
Fe II,5086.307,10.414,-0.419,RU,,single_source
Fe II,5086.978,3.387,-5.324,RU,,single_source
Fe II,5087.222,7.697,-2.189,RU,,single_source
Fe II,5087.3,10.379,-0.419,RU,,single_source
Fe II,5087.352,10.348,-1.103,RU,,single_source
Fe II,5087.84,12.845,-0.465,K13,,single_source
Fe II,5088.13,13.018,-1.569,K13,,single_source
Fe II,5088.241,11.255,-1.934,K13,,single_source
Fe II,5088.602,13.448,-2.545,K13,,single_source
Fe II,5088.635,12.871,-1.45,K13,,single_source
Fe II,5088.659,12.892,-2.207,K13,,single_source
Fe II,5088.688,12.986,-3.399,K13,,single_source
Fe II,5088.806,13.029,-2.532,K13,,single_source
Fe II,5089.114,12.897,-6.255,K13,,single_source
Fe II,5089.213,10.329,0.013,RU,,single_source
Fe II,5089.365,11.664,-5.942,K13,,single_source
Fe II,5089.395,12.893,-3.055,K13,,single_source
Fe II,5089.493,10.455,-0.407,RU,,single_source
Fe II,5089.568,12.846,-2.172,K13,,single_source
Fe II,5089.651,13.018,-0.758,K13,,single_source
Fe II,5089.726,11.0,-5.314,RU,,single_source
Fe II,5089.998,11.635,-4.008,K13,,single_source
Fe II,5090.101,11.164,-4.356,RU,,single_source
Fe II,5090.184,13.011,-1.746,K13,,single_source
Fe II,5090.454,10.379,-1.874,RU,,single_source
Fe II,5090.539,13.038,-2.345,K13,,single_source
Fe II,5090.782,10.934,-2.886,K13,,single_source
Fe II,5090.787,12.976,-1.553,K13,,single_source
Fe II,5090.812,12.845,-3.007,K13,,single_source
Fe II,5090.824,10.758,-6.942,K13,,single_source
Fe II,5090.845,9.112,-1.963,RU,,single_source
Fe II,5090.873,12.957,0.138,K13,,single_source
Fe II,5090.983,12.989,-1.791,K13,,single_source
Fe II,5091.002,12.895,-3.528,K13,,single_source
Fe II,5091.035,12.871,-1.518,K13,,single_source
Fe II,5091.143,12.989,-1.269,K13,,single_source
Fe II,5093.459,6.803,-2.321,RU,,single_source
Fe II,5093.572,10.379,0.166,RU,,single_source
Fe II,5093.782,10.381,-0.959,RU,,single_source
Fe II,5094.901,10.467,-0.72,RU,,single_source
Fe II,5096.905,10.381,-0.596,RU,,single_source
Fe II,5097.274,10.379,0.315,RU,,single_source
Fe II,5098.267,12.874,-2.192,K13,,single_source
Fe II,5098.305,12.995,-1.712,K13,,single_source
Fe II,5098.682,10.448,-0.489,RU,,single_source
Fe II,5098.73,13.448,-4.22,K13,,single_source
Fe II,5098.85,12.9,-3.847,K13,,single_source
Fe II,5098.88,11.741,-2.839,K13,,single_source
Fe II,5098.954,12.997,-0.199,K13,,single_source
Fe II,5099.167,10.392,-2.015,RU,,single_source
Fe II,5099.394,8.131,-3.697,RU,,single_source
Fe II,5099.618,12.864,-0.463,K13,,single_source
Fe II,5100.163,11.591,-6.764,K13,,single_source
Fe II,5100.233,8.193,-3.558,RU,,single_source
Fe II,5100.344,8.073,-5.444,RU,,single_source
Fe II,5100.386,11.196,-5.172,RU,,single_source
Fe II,5100.534,11.185,-3.041,K13,,single_source
Fe II,5100.612,10.381,0.233,RU,,single_source
Fe II,5100.64,11.784,-4.285,K13,,single_source
Fe II,5100.655,2.807,-4.197,RU,,pending
Fe II,5100.734,10.381,0.718,RU,,single_source
Fe II,5100.811,8.307,-4.865,RU,,single_source
Fe II,5100.82,11.571,-5.994,K13,,single_source
Fe II,5100.852,5.911,-2.172,RU,,single_source
Fe II,5100.97,12.996,-1.576,K13,,single_source
Fe II,5100.971,13.045,-3.209,K13,,single_source
Fe II,5101.789,6.138,-4.014,RU,,single_source
Fe II,5102.188,10.392,-1.427,RU,,single_source
Fe II,5102.908,10.448,-1.223,RU,,single_source
Fe II,5104.751,12.966,0.088,K13,,single_source
Fe II,5106.09,10.392,-0.961,RU,,single_source
Fe II,5106.108,10.329,-0.246,RU,,single_source
Fe II,5107.041,12.965,-0.464,K13,,single_source
Fe II,5107.108,10.348,-0.826,RU,,single_source
Fe II,5107.248,6.209,-4.176,RU,,single_source
Fe II,5107.466,7.695,-2.962,RU,,single_source
Fe II,5107.542,10.392,-0.64,RU,,single_source
Fe II,5107.578,13.046,-0.547,K13,,single_source
Fe II,5107.959,0.352,-8.566,K13,,single_source
Fe II,5108.051,13.002,-3.225,K13,,single_source
Fe II,5108.08,11.58,-8.888,K13,,single_source
Fe II,5108.082,10.778,-6.977,K13,,single_source
Fe II,5108.311,13.027,-2.412,K13,,single_source
Fe II,5108.312,11.749,-5.167,K13,,single_source
Fe II,5108.544,11.653,-4.131,K13,,single_source
Fe II,5108.654,11.591,-5.2255,K13,,single_source
Fe II,5108.851,10.751,-4.073,K13,,single_source
Fe II,5108.856,12.855,-1.538,K13,,single_source
Fe II,5108.874,12.967,-1.169,K13,,single_source
Fe II,5108.888,12.845,-1.096,K13,,single_source
Fe II,5108.896,11.673,-4.944,K13,,single_source
Fe II,5108.901,13.069,-5.752,K13,,single_source
Fe II,5108.97,11.746,-5.513,K13,,single_source
Fe II,5109.183,10.36,-2.506,RU,,single_source
Fe II,5109.197,10.531,-2.778,K13,,single_source
Fe II,5109.211,10.987,-5.375,RU,,single_source
Fe II,5109.264,12.879,-0.231,K13,,single_source
Fe II,5109.286,11.788,-3.869,K13,,single_source
Fe II,5109.476,10.93,-5.941,K13,,single_source
Fe II,5109.579,10.596,-3.743,RU,,single_source
Fe II,5109.683,11.145,-9.752,K13,,single_source
Fe II,5109.822,7.988,-7.379,K13,,single_source
Fe II,5109.843,10.348,-1.423,RU,,single_source
Fe II,5109.953,12.874,-0.095,K13,,single_source
Fe II,5110.003,8.175,-7.353,K13,,single_source
Fe II,5110.108,11.289,-4.187,RU,,single_source
Fe II,5110.115,10.467,-2.401,RU,,single_source
Fe II,5110.14,12.999,-1.854,K13,,single_source
Fe II,5110.178,13.026,-1.438,K13,,single_source
Fe II,5110.23,13.046,-1.649,K13,,single_source
Fe II,5110.238,7.708,-5.856,RU,,single_source
Fe II,5110.423,11.149,-6.275,K13,,single_source
Fe II,5110.425,11.27,-4.875,RU,,single_source
Fe II,5110.641,12.217,-3.577,K13,,single_source
Fe II,5110.665,10.934,-2.052,K13,,single_source
Fe II,5110.702,13.003,-2.994,K13,,single_source
Fe II,5110.704,11.289,-1.363,K13,,single_source
Fe II,5110.7848,12.879,-1.7663,K13,,single_source
Fe II,5111.013,11.27,-5.847,K13,,single_source
Fe II,5111.0694,11.591,-4.3638,K13,,single_source
Fe II,5111.128,12.316,-9.742,K13,,single_source
Fe II,5111.636,0.232,-8.197,K13,,single_source
Fe II,5112.155,10.455,-0.794,RU,,single_source
Fe II,5112.999,10.392,-0.527,RU,,single_source
Fe II,5115.061,10.431,-0.503,RU,,single_source
Fe II,5116.523,12.885,-0.36,K13,,single_source
Fe II,5117.031,10.431,-0.039,RU,,single_source
Fe II,5117.844,13.002,-0.964,K13,,single_source
Fe II,5118.006,13.002,-0.638,K13,,single_source
Fe II,5118.07,10.6,-6.474,K13,,single_source
Fe II,5118.229,10.898,-5.534,K13,,single_source
Fe II,5118.279,11.58,-4.813,K13,,single_source
Fe II,5118.398,12.858,-0.201,K13,,single_source
Fe II,5118.495,8.175,-3.013,RU,,single_source
Fe II,5118.682,10.455,-1.55,RU,,single_source
Fe II,5118.74,12.749,-3.553,K13,,single_source
Fe II,5118.838,13.003,-2.949,K13,,single_source
Fe II,5118.873,12.749,-3.308,K13,,single_source
Fe II,5118.897,13.034,-1.646,K13,,single_source
Fe II,5118.929,12.908,-0.806,K13,,single_source
Fe II,5118.95,12.885,-0.518,K13,,single_source
Fe II,5118.978,11.635,-3.316,K13,,single_source
Fe II,5119.051,11.27,-1.005,K13,,single_source
Fe II,5119.098,12.909,-1.863,K13,,single_source
Fe II,5119.111,13.457,-0.027,K13,,single_source
Fe II,5119.24,13.003,-2.058,K13,,single_source
Fe II,5119.3,11.238,-0.86,K13,,single_source
Fe II,5119.334,10.392,-0.669,RU,,single_source
Fe II,5119.35,11.076,-6.059,K13,,single_source
Fe II,5119.611,11.74,-7.329,K13,,single_source
Fe II,5119.642,11.27,-1.336,K13,,single_source
Fe II,5119.679,11.749,-4.225,K13,,single_source
Fe II,5119.7364,12.749,-2.8419,K13,,single_source
Fe II,5119.784,12.973,-2.872,K13,,single_source
Fe II,5119.95,7.971,-5.924,K13,,single_source
Fe II,5120.086,13.457,-2.176,K13,,single_source
Fe II,5120.105,13.002,-3.294,K13,,single_source
Fe II,5120.147,13.034,-1.732,K13,,single_source
Fe II,5120.189,13.457,-0.049,K13,,single_source
Fe II,5120.344,2.828,-4.256,RU,,single_source
Fe II,5120.422,11.653,-6.294,K13,,single_source
Fe II,5120.445,12.887,-6.066,K13,,single_source
Fe II,5120.603,12.689,-6.739,K13,,single_source
Fe II,5120.615,12.874,-1.031,K13,,single_source
Fe II,5120.737,11.05,-5.991,RU,,single_source
Fe II,5120.927,13.002,-5.965,K13,,single_source
Fe II,5121.055,10.392,-5.281,RU,,single_source
Fe II,5121.097,12.908,0.359,K13,,single_source
Fe II,5121.869,12.864,0.396,K13,,single_source
Fe II,5123.19,7.703,-2.458,RU,,single_source
Fe II,5123.433,12.858,0.347,K13,,single_source
Fe II,5124.057,5.569,-3.885,RU,,single_source
Fe II,5124.853,12.864,0.051,K13,,single_source
Fe II,5125.257,7.269,-3.244,RU,,single_source
Fe II,5125.8824,9.1,-2.0979,K13,,single_source
Fe II,5126.017,13.055,0.136,K13,,single_source
Fe II,5126.187,3.197,-5.853,RU,,single_source
Fe II,5126.827,12.864,-0.362,K13,,single_source
Fe II,5126.893,13.008,-0.269,K13,,single_source
Fe II,5127.036,12.866,-0.425,K13,,single_source
Fe II,5127.306,12.865,0.4701,K13,,single_source
Fe II,5127.862,5.571,-2.451,RU,,single_source
Fe II,5127.926,12.909,-0.582,K13,,single_source
Fe II,5128.051,10.48,-2.361,RU,,single_source
Fe II,5128.216,11.05,-5.214,RU,,single_source
Fe II,5128.269,9.776,-5.538,K13,,single_source
Fe II,5128.464,13.462,0.385,K13,,single_source
Fe II,5128.494,10.858,-5.562,RU,,single_source
Fe II,5128.585,11.653,-6.99,K13,,single_source
Fe II,5128.6033,13.036,-0.8697,K13,,single_source
Fe II,5128.645,8.038,-6.669,K13,,single_source
Fe II,5128.688,13.055,-0.778,K13,,single_source
Fe II,5128.749,13.439,0.057,K13,,single_source
Fe II,5128.763,10.348,-1.118,RU,,single_source
Fe II,5129.247,13.436,-0.32,K13,,single_source
Fe II,5129.2729,12.8875,-3.4416,K13,,single_source
Fe II,5129.611,13.462,-0.803,K13,,single_source
Fe II,5129.689,13.439,0.02,K13,,single_source
Fe II,5129.744,8.145,-2.802,RU,,single_source
Fe II,5129.897,11.74,-4.029,K13,,single_source
Fe II,5130.013,7.706,-5.368,RU,,single_source
Fe II,5130.026,12.866,0.265,K13,,single_source
Fe II,5130.168,13.439,0.668,K13,,single_source
