line_id,species,wavelength_air_A,EP_eV,match,nist_grade,gf_sigma_dex,our_log_gf,nist_log_gf,delta_dex,action
gf_002488,C I,9088.508,7.483,UNIQUE,B,0.0458,-0.43,-0.4295,-0.0005,evidence attached; log_gf UNCHANGED
gf_002489,C I,9094.829,7.488,UNIQUE,B,0.0458,0.151,0.1461,+0.0049,evidence attached; log_gf UNCHANGED
gf_002490,C I,9100.815,9.685,ABSENT,,,-2.742,,,no evidence attached
gf_002491,C I,9111.799,7.488,UNIQUE,B,0.0458,-0.297,-0.2967,-0.0003,evidence attached; log_gf UNCHANGED
gf_002492,C I,9117.01,9.631,ABSENT,,,-2.1759,,,no evidence attached
gf_002493,C I,9122.858,9.631,ABSENT,,,-1.5772,,,no evidence attached
gf_002494,C I,9126.456,9.631,ABSENT,,,-1.378,,,no evidence attached
gf_002495,C I,9126.8291,9.689,ABSENT,,,-2.0798,,,no evidence attached
gf_002496,C I,9139.171,9.707,ABSENT,,,-3.838,,,no evidence attached
gf_002497,C I,9150.981,9.709,ABSENT,,,-7.437,,,no evidence attached
gf_002498,C I,9169.4782,9.696,ABSENT,,,-1.2125,,,no evidence attached
gf_002499,C I,9175.6,9.631,ABSENT,,,-1.573,,,no evidence attached
gf_002500,C I,9175.9732,9.631,ABSENT,,,-1.4069,,,no evidence attached
gf_002501,C I,9178.439,9.713,ABSENT,,,-3.026,,,no evidence attached
gf_002502,C I,9182.83,9.003,UNIQUE,C,0.1249,-1.755,-1.7570,+0.0020,evidence attached; log_gf UNCHANGED
gf_002503,C I,9183.3243,9.698,ABSENT,,,-1.1769,,,no evidence attached
gf_002504,C II,4700.036,21.733,ABSENT,,,-14.673,,,no evidence attached
gf_002505,C II,4700.438,21.734,ABSENT,,,-12.1997,,,no evidence attached
gf_002506,C II,4740.109,22.041,ABSENT,,,-10.275,,,no evidence attached
gf_002507,C II,4779.782,22.474,ABSENT,,,-2.149,,,no evidence attached
gf_002508,C II,4790.604,22.202,ABSENT,,,-4.656,,,no evidence attached
gf_002509,C II,4800.657,20.951,ABSENT,,,-5.0809,,,no evidence attached
gf_002510,C II,4810.081,20.951,ABSENT,,,-7.1999,,,no evidence attached
gf_002511,C II,4849.522,24.275,ABSENT,,,-4.004,,,no evidence attached
gf_002512,C II,4849.778,24.272,ABSENT,,,-4.331,,,no evidence attached
gf_002513,C II,4850.597,24.27,ABSENT,,,-5.054,,,no evidence attached
gf_002514,C II,4878.831,21.734,ABSENT,,,-11.896,,,no evidence attached
gf_002515,C II,4878.879,17.609,ABSENT,,,-13.1347,,,no evidence attached
gf_002516,C II,4878.919,20.845,ABSENT,,,-7.499,,,no evidence attached
gf_002517,C II,4880.689,22.528,ABSENT,,,-3.554,,,no evidence attached
gf_002518,C II,4890.093,22.533,ABSENT,,,-6.696,,,no evidence attached
gf_002519,C II,4909.355,24.371,ABSENT,,,-5.388,,,no evidence attached
gf_002520,C II,4909.673,20.704,ABSENT,,,-4.683,,,no evidence attached
gf_002521,C II,4920.542,20.71,ABSENT,,,-4.4087,,,no evidence attached
gf_002522,C II,4958.66,22.571,UNIQUE,B+,0.0315,-1.02,-1.0381,+0.0181,evidence attached; log_gf UNCHANGED
gf_002523,C II,4959.92,22.568,UNIQUE,B,0.0458,-1.032,-1.0516,+0.0196,evidence attached; log_gf UNCHANGED
gf_002524,C II,5039.639,24.371,ABSENT,,,-2.005,,,no evidence attached
gf_002525,C II,5040.709,20.922,UNIQUE,B,0.0458,-1.098,-1.0991,+0.0011,evidence attached; log_gf UNCHANGED
gf_002526,C II,5049.243,24.371,UNIQUE,C,0.1249,-1.088,-1.1427,+0.0547,evidence attached; log_gf UNCHANGED
gf_002527,C II,5060.453,20.704,ABSENT,,,-11.6057,,,no evidence attached
gf_002528,C II,5060.555,20.704,ABSENT,,,-11.607,,,no evidence attached
gf_002529,C II,5091.078,20.951,ABSENT,,,-3.9658,,,no evidence attached
gf_002530,C II,5099.862,20.951,ABSENT,,,-4.296,,,no evidence attached
gf_002531,C II,5109.049,20.845,ABSENT,,,-6.88,,,no evidence attached
gf_002532,C II,5109.235,20.845,ABSENT,,,-6.7036,,,no evidence attached
gf_002533,C II,5119.462,25.067,UNIQUE,C+,0.0862,0.0,0.0318,-0.0318,evidence attached; log_gf UNCHANGED
gf_002534,C II,5120.076,20.15,UNIQUE,B,0.0458,-1.898,-1.8983,+0.0003,evidence attached; log_gf UNCHANGED
gf_002535,C II,5120.168,25.07,ABSENT,,,-0.2,,,no evidence attached
gf_002536,C II,5139.174,20.704,UNIQUE,B,0.0458,-0.707,-0.7060,-0.0010,evidence attached; log_gf UNCHANGED
gf_002537,C II,5151.085,20.71,UNIQUE,B+,0.0315,-0.179,-0.1765,-0.0025,evidence attached; log_gf UNCHANGED
gf_002538,C II,5198.96,20.845,ABSENT,,,-7.1387,,,no evidence attached
gf_002539,C II,5199.152,20.845,ABSENT,,,-6.9587,,,no evidence attached
gf_002540,C II,5207.982,24.372,ABSENT,,,-3.063,,,no evidence attached
gf_002541,C II,5208.744,20.15,ABSENT,,,-4.76,,,no evidence attached
gf_002542,C II,5210.515,22.689,ABSENT,,,-7.806,,,no evidence attached
gf_002543,C II,5210.558,20.151,ABSENT,,,-3.759,,,no evidence attached
gf_002544,C II,5210.631,22.689,ABSENT,,,-7.789,,,no evidence attached
gf_002545,C II,5249.528,24.275,UNIQUE,B,0.0458,-1.04,-1.0400,+0.0000,evidence attached; log_gf UNCHANGED
gf_002546,C II,5249.898,24.27,UNIQUE,B,0.0458,-2.194,-2.1911,-0.0029,evidence attached; log_gf UNCHANGED
gf_002547,C II,5259.056,24.275,UNIQUE,B+,0.0315,-0.262,-0.2894,+0.0274,evidence attached; log_gf UNCHANGED
gf_002548,C II,5259.7219,24.271,AMBIGUOUS(2),,,-0.2349,,,no evidence attached
gf_002549,C II,5290.0805,26.63,AMBIGUOUS(2),,,-0.699,,,no evidence attached
gf_002550,C II,5318.453,22.041,ABSENT,,,-11.452,,,no evidence attached
gf_002551,C II,5320.834,22.041,ABSENT,,,-12.3962,,,no evidence attached
gf_002552,C II,5320.947,22.044,ABSENT,,,-11.26,,,no evidence attached
gf_002553,C II,5327.778,22.044,ABSENT,,,-12.5217,,,no evidence attached
gf_002554,C II,5338.667,16.333,ABSENT,,,-9.179,,,no evidence attached
gf_002555,C II,5339.636,20.951,ABSENT,,,-4.8389,,,no evidence attached
gf_002556,C II,5359.936,24.27,ABSENT,,,-3.071,,,no evidence attached
gf_002557,C II,5367.736,25.99,ABSENT,,,-0.5,,,no evidence attached
gf_002558,C II,5368.076,20.92,ABSENT,,,-2.299,,,no evidence attached
gf_002559,C II,5368.338,20.845,ABSENT,,,-2.269,,,no evidence attached
gf_002560,C II,5368.5078,20.845,ABSENT,,,-1.123,,,no evidence attached
gf_002561,C II,5368.658,20.845,ABSENT,,,-1.5,,,no evidence attached
gf_002562,C II,5399.012,18.655,ABSENT,,,-13.7754,,,no evidence attached
gf_002563,C II,5400.502,18.656,ABSENT,,,-12.9699,,,no evidence attached
gf_002564,C II,5430.817,23.708,ABSENT,,,-17.656,,,no evidence attached
gf_002565,C II,5439.475,23.711,ABSENT,,,-20.906,,,no evidence attached
gf_002566,C II,5440.765,20.951,ABSENT,,,-1.631,,,no evidence attached
gf_002567,C II,5450.37,20.845,ABSENT,,,-13.55,,,no evidence attached
gf_002568,C II,5450.581,20.845,ABSENT,,,-12.9407,,,no evidence attached
gf_002569,C II,5451.535,23.708,ABSENT,,,-9.871,,,no evidence attached
gf_002570,C II,5468.458,18.656,ABSENT,,,-8.3358,,,no evidence attached
gf_002571,C II,5478.587,24.373,UNIQUE,C,0.1249,-0.659,-0.7959,+0.1369,evidence attached; log_gf UNCHANGED
gf_002572,C II,5478.773,22.533,ABSENT,,,-4.721,,,no evidence attached
gf_002573,C II,5488.465,24.37,UNIQUE,C,0.1249,-1.528,-1.6576,+0.1296,evidence attached; log_gf UNCHANGED
gf_002574,C II,5488.965,24.373,UNIQUE,C,0.1249,-1.559,-1.6498,+0.0908,evidence attached; log_gf UNCHANGED
gf_002575,C II,5489.713,22.537,ABSENT,,,-6.358,,,no evidence attached
gf_002576,C II,5490.135,24.371,UNIQUE,C,0.1249,-1.29,-1.4389,+0.1489,evidence attached; log_gf UNCHANGED
gf_002577,C II,5491.362,22.533,ABSENT,,,-6.235,,,no evidence attached
gf_002578,C II,5521.723,22.823,ABSENT,,,-3.82,,,no evidence attached
gf_002579,C II,5527.527,22.131,ABSENT,,,-6.251,,,no evidence attached
gf_002580,C II,5528.52,24.654,ABSENT,,,-3.442,,,no evidence attached
gf_002581,C II,5530.444,22.131,ABSENT,,,-6.877,,,no evidence attached
gf_002582,C II,5530.627,22.131,ABSENT,,,-7.493,,,no evidence attached
gf_002583,C II,5537.609,19.495,UNIQUE,B,0.0458,-1.793,-1.7926,-0.0004,evidence attached; log_gf UNCHANGED
gf_002584,C II,5548.843,20.92,ABSENT,,,-7.819,,,no evidence attached
gf_002585,C II,5560.813,22.041,ABSENT,,,-11.342,,,no evidence attached
gf_002586,C II,5561.694,24.602,ABSENT,,,-4.707,,,no evidence attached
gf_002587,C II,5568.194,24.602,ABSENT,,,-4.402,,,no evidence attached
gf_002588,C II,5571.57,24.603,ABSENT,,,-6.636,,,no evidence attached
gf_002589,C II,5598.136,24.372,ABSENT,,,-6.354,,,no evidence attached
gf_002590,C II,5601.797,24.37,ABSENT,,,-4.029,,,no evidence attached
gf_002591,C II,5607.453,22.86,ABSENT,,,-12.597,,,no evidence attached
gf_002592,C II,5640.549,20.702,UNIQUE,B,0.0458,-0.724,-0.7235,-0.0005,evidence attached; log_gf UNCHANGED
gf_002593,C II,5648.07,20.704,UNIQUE,B+,0.0315,-0.424,-0.4290,+0.0050,evidence attached; log_gf UNCHANGED
gf_002594,C II,5648.846,20.92,ABSENT,,,-7.587,,,no evidence attached
gf_002595,C II,5649.621,20.922,ABSENT,,,-4.8,,,no evidence attached
gf_002596,C II,5660.023,18.655,ABSENT,,,-3.932,,,no evidence attached
gf_002597,C II,5660.251,18.655,ABSENT,,,-5.094,,,no evidence attached
gf_002598,C II,5661.661,18.656,ABSENT,,,-5.121,,,no evidence attached
gf_002599,C II,5661.889,18.656,ABSENT,,,-4.12,,,no evidence attached
gf_002600,C II,5671.856,22.188,ABSENT,,,-13.6722,,,no evidence attached
gf_002601,C II,5677.506,20.845,ABSENT,,,-10.212,,,no evidence attached
gf_002602,C II,5677.832,22.188,ABSENT,,,-14.7278,,,no evidence attached
gf_002603,C II,5679.619,22.188,ABSENT,,,-15.292,,,no evidence attached
gf_002604,C II,5679.916,22.474,ABSENT,,,-6.722,,,no evidence attached
gf_002605,C II,5701.1638,24.655,UNIQUE,C,0.1249,-1.4418,-1.6421,+0.2003,evidence attached; log_gf UNCHANGED
gf_002606,C II,5708.023,24.656,UNIQUE,C,0.1249,-1.918,-1.7167,-0.2013,evidence attached; log_gf UNCHANGED
gf_002607,C II,5708.284,22.899,ABSENT,,,-4.927,,,no evidence attached
gf_002608,C II,5709.794,22.202,ABSENT,,,-8.3198,,,no evidence attached
gf_002609,C II,5717.984,24.658,ABSENT,,,-2.393,,,no evidence attached
gf_002610,C II,5750.381,20.704,ABSENT,,,-10.634,,,no evidence attached
gf_002611,C II,5768.255,24.603,ABSENT,,,-3.522,,,no evidence attached
gf_002612,C II,5782.076,22.131,ABSENT,,,-6.213,,,no evidence attached
gf_002613,C II,5788.535,22.131,ABSENT,,,-6.669,,,no evidence attached
gf_002614,C II,5788.736,22.131,ABSENT,,,-6.636,,,no evidence attached
gf_002615,C II,5791.694,27.23,ABSENT,,,-0.5,,,no evidence attached
gf_002616,C II,5818.31,22.528,UNIQUE,B,0.0458,-1.464,-1.4634,-0.0006,evidence attached; log_gf UNCHANGED
gf_002617,C II,5827.85,22.53,UNIQUE,B,0.0458,-1.356,-1.3565,+0.0005,evidence attached; log_gf UNCHANGED
gf_002618,C II,5851.619,20.704,ABSENT,,,-5.488,,,no evidence attached
gf_002619,C II,5851.856,20.704,ABSENT,,,-6.04,,,no evidence attached
gf_002620,C II,5879.547,20.92,UNIQUE,B,0.0458,-3.09,-3.0915,+0.0015,evidence attached; log_gf UNCHANGED
gf_002621,C II,5889.28,18.046,UNIQUE,B,0.0458,-1.138,-1.1379,-0.0001,evidence attached; log_gf UNCHANGED
gf_002622,C II,5889.776,18.046,UNIQUE,B,0.0458,-0.183,-0.1844,+0.0014,evidence attached; log_gf UNCHANGED
gf_002623,C II,5891.598,18.046,UNIQUE,B,0.0458,-0.44,-0.4399,-0.0001,evidence attached; log_gf UNCHANGED
gf_002624,C II,5898.704,22.689,ABSENT,,,-7.574,,,no evidence attached
gf_002625,C II,5898.854,22.689,ABSENT,,,-8.087,,,no evidence attached
gf_002626,C II,5900.243,24.795,ABSENT,,,-0.063,,,no evidence attached
gf_002627,C II,5919.458,24.658,UNIQUE,C,0.1249,-0.757,-0.9136,+0.1566,evidence attached; log_gf UNCHANGED
gf_002628,C II,5930.357,22.188,ABSENT,,,-13.974,,,no evidence attached
gf_002629,C II,5931.261,22.568,ABSENT,,,-4.188,,,no evidence attached
gf_002630,C II,5938.149,22.571,ABSENT,,,-3.929,,,no evidence attached
gf_002631,C II,5940.195,22.188,ABSENT,,,-13.5545,,,no evidence attached
gf_002632,C II,5950.523,22.571,ABSENT,,,-2.87,,,no evidence attached
gf_002633,C II,5951.923,22.188,ABSENT,,,-14.0507,,,no evidence attached
gf_002634,C II,5981.208,22.53,ABSENT,,,-3.658,,,no evidence attached
gf_002635,C II,5981.82,22.202,ABSENT,,,-8.1348,,,no evidence attached
gf_002636,C II,5988.948,22.202,ABSENT,,,-8.402,,,no evidence attached
gf_002637,C II,5990.175,22.533,ABSENT,,,-4.54,,,no evidence attached
gf_002638,C II,5999.334,22.537,ABSENT,,,-3.677,,,no evidence attached
gf_002639,C II,6031.829,18.655,ABSENT,,,-15.2316,,,no evidence attached
gf_002640,C II,6037.847,27.295,ABSENT,,,-1.0,,,no evidence attached
gf_002641,C II,6048.243,18.655,ABSENT,,,-13.109,,,no evidence attached
gf_002642,C II,6050.114,18.656,ABSENT,,,-13.4935,,,no evidence attached
gf_002643,C II,6058.767,18.656,ABSENT,,,-13.896,,,no evidence attached
gf_002644,C II,6069.379,23.028,ABSENT,,,-2.317,,,no evidence attached
gf_002645,C II,6078.483,23.028,ABSENT,,,-2.022,,,no evidence attached
gf_002646,C II,6081.715,24.79,ABSENT,,,-4.385,,,no evidence attached
gf_002647,C II,6081.763,20.15,ABSENT,,,-5.573,,,no evidence attached
gf_002648,C II,6089.439,24.795,ABSENT,,,-3.473,,,no evidence attached
gf_002649,C II,6098.305,24.603,ABSENT,,,-3.753,,,no evidence attached
gf_002650,C II,6098.51,22.571,UNIQUE,B+,0.0315,0.226,0.2263,-0.0003,evidence attached; log_gf UNCHANGED
gf_002651,C II,6102.56,22.571,UNIQUE,B,0.0458,-0.728,-0.7277,-0.0003,evidence attached; log_gf UNCHANGED
gf_002652,C II,6111.166,24.603,ABSENT,,,-4.563,,,no evidence attached
gf_002653,C II,6119.557,24.603,ABSENT,,,-2.978,,,no evidence attached
gf_002654,C II,6120.325,24.602,ABSENT,,,-2.971,,,no evidence attached
gf_002655,C II,6151.265,20.845,ABSENT,,,-0.164,,,no evidence attached
gf_002656,C II,6151.534,20.845,ABSENT,,,0.0122,,,no evidence attached
gf_002657,C II,6238.096,20.702,ABSENT,,,-13.103,,,no evidence attached
gf_002658,C II,6250.756,24.603,UNIQUE,C+,0.0862,-0.147,-0.2175,+0.0705,evidence attached; log_gf UNCHANGED
gf_002659,C II,6259.56,20.151,AMBIGUOUS(2),,,-0.907,,,no evidence attached
gf_002660,C II,6259.797,20.151,ABSENT,,,-1.862,,,no evidence attached
gf_002661,C II,6270.737,20.922,ABSENT,,,-4.435,,,no evidence attached
gf_002662,C II,6279.966,21.734,ABSENT,,,-5.781,,,no evidence attached
gf_002663,C II,6289.681,24.656,ABSENT,,,-2.333,,,no evidence attached
gf_002664,C II,6290.01,24.658,UNIQUE,C,0.1249,-1.614,-1.7959,+0.1819,evidence attached; log_gf UNCHANGED
gf_002665,C II,6293.197,22.689,ABSENT,,,-14.483,,,no evidence attached
gf_002666,C II,6298.653,22.689,ABSENT,,,-11.55,,,no evidence attached
gf_002667,C II,6298.824,22.689,ABSENT,,,-11.8949,,,no evidence attached
gf_002668,C II,6300.717,22.823,ABSENT,,,-1.441,,,no evidence attached
gf_002669,C II,6300.992,22.823,ABSENT,,,-2.573,,,no evidence attached
gf_002670,C II,6343.09,23.116,ABSENT,,,-5.697,,,no evidence attached
gf_002671,C II,6353.034,23.116,ABSENT,,,-5.422,,,no evidence attached
gf_002672,C II,6362.062,23.119,ABSENT,,,-5.639,,,no evidence attached
gf_002673,C II,6382.818,26.631,ABSENT,,,-2.0,,,no evidence attached
gf_002674,C II,6389.427,20.92,ABSENT,,,-7.252,,,no evidence attached
gf_002675,C II,6422.751,22.86,ABSENT,,,-13.9094,,,no evidence attached
gf_002676,C II,6423.019,24.656,ABSENT,,,-4.057,,,no evidence attached
gf_002677,C II,6428.703,24.658,ABSENT,,,-6.105,,,no evidence attached
gf_002678,C II,6433.609,24.656,ABSENT,,,-3.853,,,no evidence attached
gf_002679,C II,6439.311,24.658,ABSENT,,,-4.225,,,no evidence attached
gf_002680,C II,6442.872,22.871,ABSENT,,,-10.4008,,,no evidence attached
gf_002681,C II,6453.103,22.869,ABSENT,,,-4.152,,,no evidence attached
gf_002682,C II,6460.288,22.871,ABSENT,,,-10.535,,,no evidence attached
gf_002683,C II,6461.95,20.951,ABSENT,,,0.4161,,,no evidence attached
gf_002684,C II,6473.603,22.689,ABSENT,,,-8.171,,,no evidence attached
gf_002685,C II,6478.348,22.689,ABSENT,,,-8.015,,,no evidence attached
gf_002686,C II,6492.674,20.951,ABSENT,,,-6.3639,,,no evidence attached
gf_002687,C II,6522.64,20.922,UNIQUE,B,0.0458,-1.506,-1.5058,-0.0002,evidence attached; log_gf UNCHANGED
gf_002688,C II,6522.93,20.922,UNIQUE,B,0.0458,-2.459,-2.4594,+0.0004,evidence attached; log_gf UNCHANGED
gf_002689,C II,6552.687,20.15,ABSENT,,,-17.708,,,no evidence attached
gf_002690,C II,6562.705,21.493,ABSENT,,,-8.14,,,no evidence attached
gf_002691,C II,6574.116,17.609,ABSENT,,,-8.173,,,no evidence attached
gf_002692,C II,6582.88,14.449,UNIQUE,A,0.0132,-0.323,-0.3224,-0.0006,evidence attached; log_gf UNCHANGED
gf_002693,C II,6622.03,20.951,AMBIGUOUS(3),,,-1.3978,,,no evidence attached
gf_002694,C II,6622.333,20.951,ABSENT,,,-1.573,,,no evidence attached
gf_002695,C II,6631.105,20.702,ABSENT,,,-2.997,,,no evidence attached
gf_002696,C II,6639.715,20.702,ABSENT,,,-2.844,,,no evidence attached
gf_002697,C II,6641.501,20.704,ABSENT,,,-3.284,,,no evidence attached
gf_002698,C II,6650.138,20.704,ABSENT,,,-3.646,,,no evidence attached
gf_002699,C II,6661.407,20.71,ABSENT,,,-3.818,,,no evidence attached
gf_002700,C II,6723.13,20.845,ABSENT,,,-1.843,,,no evidence attached
gf_002701,C II,6723.3207,20.845,ABSENT,,,-1.0708,,,no evidence attached
gf_002702,C II,6723.451,20.845,ABSENT,,,-0.889,,,no evidence attached
gf_002703,C II,6723.645,20.845,AMBIGUOUS(3),,,-0.86,,,no evidence attached
gf_002704,C II,6730.399,24.79,ABSENT,,,-6.187,,,no evidence attached
gf_002705,C II,6731.069,22.53,UNIQUE,B,0.0458,-0.862,-0.8614,-0.0006,evidence attached; log_gf UNCHANGED
gf_002706,C II,6731.459,23.229,ABSENT,,,-2.135,,,no evidence attached
gf_002707,C II,6733.58,22.53,UNIQUE,B,0.0458,-1.066,-1.0655,-0.0005,evidence attached; log_gf UNCHANGED
gf_002708,C II,6733.722,24.795,ABSENT,,,-6.758,,,no evidence attached
gf_002709,C II,6734.0,22.533,UNIQUE,B,0.0458,-1.009,-1.0097,+0.0007,evidence attached; log_gf UNCHANGED
gf_002710,C II,6740.577,24.79,ABSENT,,,-5.441,,,no evidence attached
gf_002711,C II,6742.428,22.533,UNIQUE,B,0.0458,-0.92,-0.9208,+0.0008,evidence attached; log_gf UNCHANGED
gf_002712,C II,6742.66,23.229,ABSENT,,,-1.8606,,,no evidence attached
gf_002713,C II,6749.406,24.795,ABSENT,,,-5.063,,,no evidence attached
gf_002714,C II,6750.536,22.537,UNIQUE,B,0.0458,-0.229,-0.2294,+0.0004,evidence attached; log_gf UNCHANGED
gf_002715,C II,6752.875,22.823,ABSENT,,,-7.175,,,no evidence attached
gf_002716,C II,6759.158,22.823,ABSENT,,,-5.951,,,no evidence attached
gf_002717,C II,6759.473,22.823,ABSENT,,,-7.351,,,no evidence attached
gf_002718,C II,6769.199,22.823,ABSENT,,,-5.043,,,no evidence attached
gf_002719,C II,6779.94,20.704,UNIQUE,B+,0.0315,0.025,0.0137,+0.0113,evidence attached; log_gf UNCHANGED
gf_002720,C II,6780.59,20.702,UNIQUE,B+,0.0315,-0.377,-0.3872,+0.0102,evidence attached; log_gf UNCHANGED
gf_002721,C II,6783.907,20.71,UNIQUE,B+,0.0315,0.304,0.2914,+0.0126,evidence attached; log_gf UNCHANGED
gf_002722,C II,6791.465,20.704,UNIQUE,B+,0.0315,-0.27,-0.2840,+0.0140,evidence attached; log_gf UNCHANGED
gf_002723,C II,6800.687,20.71,UNIQUE,B+,0.0315,-0.343,-0.3627,+0.0197,evidence attached; log_gf UNCHANGED
gf_002724,C II,6812.28,20.71,UNIQUE,B+,0.0315,-1.3,-1.3226,+0.0226,evidence attached; log_gf UNCHANGED
gf_002725,C II,6881.167,22.571,ABSENT,,,-3.426,,,no evidence attached
gf_002726,C II,6893.247,22.86,ABSENT,,,-16.115,,,no evidence attached
gf_002727,C II,6899.793,22.86,ABSENT,,,-15.245,,,no evidence attached
gf_002728,C II,6900.103,24.79,ABSENT,,,-4.824,,,no evidence attached
gf_002729,C II,6900.198,22.474,ABSENT,,,-7.865,,,no evidence attached
gf_002730,C II,6909.928,22.86,ABSENT,,,-14.6709,,,no evidence attached
gf_002731,C II,6910.162,21.734,ABSENT,,,-6.487,,,no evidence attached
gf_002732,C II,6953.394,22.871,ABSENT,,,-17.151,,,no evidence attached
gf_002733,C II,6961.034,22.823,ABSENT,,,-3.171,,,no evidence attached
gf_002734,C II,6961.369,22.823,ABSENT,,,-2.064,,,no evidence attached
gf_002735,C II,6992.492,20.702,ABSENT,,,-6.083,,,no evidence attached
gf_002736,C II,7004.053,20.704,ABSENT,,,-5.465,,,no evidence attached
gf_002737,C II,7053.09,22.899,UNIQUE,B,0.0458,-0.021,-0.0214,+0.0004,evidence attached; log_gf UNCHANGED
gf_002738,C II,7054.311,11.964,ABSENT,,,-11.3351,,,no evidence attached
gf_002739,C II,7063.68,22.899,UNIQUE,B,0.0458,0.153,0.1535,-0.0005,evidence attached; log_gf UNCHANGED
gf_002740,C II,7074.975,11.964,ABSENT,,,-11.035,,,no evidence attached
gf_002741,C II,7110.289,22.86,ABSENT,,,-11.4444,,,no evidence attached
gf_002742,C II,7112.479,22.528,UNIQUE,B,0.0458,-0.049,-0.0496,+0.0006,evidence attached; log_gf UNCHANGED
gf_002743,C II,7113.036,22.53,UNIQUE,B,0.0458,0.157,0.1572,-0.0002,evidence attached; log_gf UNCHANGED
gf_002744,C II,7119.758,22.53,ABSENT,,,-0.449,,,no evidence attached
gf_002745,C II,7119.91,22.537,AMBIGUOUS(2),,,0.503,,,no evidence attached
gf_002746,C II,7132.467,22.533,UNIQUE,B,0.0458,-1.595,-1.5945,-0.0005,evidence attached; log_gf UNCHANGED
gf_002747,C II,7133.083,20.951,ABSENT,,,-7.248,,,no evidence attached
gf_002748,C II,7133.302,20.951,ABSENT,,,-7.55,,,no evidence attached
gf_002749,C II,7134.096,22.537,UNIQUE,B,0.0458,-0.441,-0.4408,-0.0002,evidence attached; log_gf UNCHANGED
gf_002750,C II,7144.236,22.537,UNIQUE,C,0.1249,-1.796,-1.7959,-0.0001,evidence attached; log_gf UNCHANGED
gf_002751,C II,7182.099,20.845,ABSENT,,,-9.663,,,no evidence attached
gf_002752,C II,7182.465,20.845,ABSENT,,,-9.307,,,no evidence attached
gf_002753,C II,7192.2,20.845,ABSENT,,,-9.691,,,no evidence attached
gf_002754,C II,7192.568,20.845,ABSENT,,,-9.822,,,no evidence attached
gf_002755,C II,7214.857,24.272,ABSENT,,,-7.5,,,no evidence attached
gf_002756,C II,7225.228,24.275,ABSENT,,,-6.822,,,no evidence attached
gf_002757,C II,7231.33,16.332,UNIQUE,A,0.0132,0.039,0.0382,+0.0008,evidence attached; log_gf UNCHANGED
gf_002758,C II,7231.866,24.27,ABSENT,,,-7.263,,,no evidence attached
gf_002759,C II,7239.837,24.278,ABSENT,,,-6.286,,,no evidence attached
gf_002760,C II,7244.496,24.27,ABSENT,,,-6.827,,,no evidence attached
gf_002761,C II,7251.469,24.272,ABSENT,,,-6.982,,,no evidence attached
gf_002762,C II,7273.194,22.899,ABSENT,,,-2.953,,,no evidence attached
gf_002763,C II,7281.994,22.568,ABSENT,,,-2.613,,,no evidence attached
gf_002764,C II,7285.326,22.571,ABSENT,,,-2.723,,,no evidence attached
gf_002765,C II,7292.378,22.571,ABSENT,,,-3.347,,,no evidence attached
gf_002766,C II,7324.703,20.845,ABSENT,,,-16.964,,,no evidence attached
gf_002767,C II,7325.084,20.845,ABSENT,,,-15.6073,,,no evidence attached
gf_002768,C II,7344.268,20.845,ABSENT,,,-14.6107,,,no evidence attached
gf_002769,C II,7344.651,20.845,ABSENT,,,-13.9298,,,no evidence attached
gf_002770,C II,7351.673,23.381,ABSENT,,,-2.076,,,no evidence attached
gf_002771,C II,7362.507,22.689,ABSENT,,,-12.753,,,no evidence attached
gf_002772,C II,7362.74,22.689,ABSENT,,,-12.8957,,,no evidence attached
gf_002773,C II,7365.582,20.845,ABSENT,,,-12.1919,,,no evidence attached
gf_002774,C II,7370.078,22.689,ABSENT,,,-14.999,,,no evidence attached
gf_002775,C II,7370.312,22.689,ABSENT,,,-13.5181,,,no evidence attached
