line_id,species,wavelength_air_A,EP_eV,match,nist_grade,gf_sigma_dex,our_log_gf,nist_log_gf,delta_dex,action
gf_002800,C II,7827.094,22.689,ABSENT,,,-14.097,,,no evidence attached
gf_002801,C II,7833.104,20.151,ABSENT,,,-6.237,,,no evidence attached
gf_002802,C II,7835.234,22.689,ABSENT,,,-12.636,,,no evidence attached
gf_002803,C II,7835.498,22.689,ABSENT,,,-12.645,,,no evidence attached
gf_002804,C II,7836.241,20.951,ABSENT,,,-9.582,,,no evidence attached
gf_002805,C II,7845.232,22.131,ABSENT,,,-7.979,,,no evidence attached
gf_002806,C II,7845.601,22.131,ABSENT,,,-7.8016,,,no evidence attached
gf_002807,C II,7876.502,23.028,ABSENT,,,-7.649,,,no evidence attached
gf_002808,C II,7915.328,23.229,ABSENT,,,-0.502,,,no evidence attached
gf_002809,C II,7941.63,23.229,ABSENT,,,-0.6062,,,no evidence attached
gf_002810,C II,7975.65,20.92,UNIQUE,B,0.0458,-2.86,-2.8608,+0.0008,evidence attached; log_gf UNCHANGED
gf_002811,C II,7993.528,22.823,ABSENT,,,-5.706,,,no evidence attached
gf_002812,C II,8004.96,22.823,ABSENT,,,-7.794,,,no evidence attached
gf_002813,C II,8005.402,22.823,ABSENT,,,-8.298,,,no evidence attached
gf_002814,C II,8034.877,23.528,ABSENT,,,-10.643,,,no evidence attached
gf_002815,C II,8037.73,23.114,UNIQUE,B,0.0458,-0.782,-0.7820,-0.0000,evidence attached; log_gf UNCHANGED
gf_002816,C II,8062.097,23.116,UNIQUE,B,0.0458,-0.75,-0.7506,+0.0006,evidence attached; log_gf UNCHANGED
gf_002817,C II,8062.8,23.119,UNIQUE,B,0.0458,-0.75,-0.7506,+0.0006,evidence attached; log_gf UNCHANGED
gf_002818,C II,8076.64,23.119,UNIQUE,B,0.0458,-0.383,-0.3836,+0.0006,evidence attached; log_gf UNCHANGED
gf_002819,C II,8092.181,21.733,ABSENT,,,-6.467,,,no evidence attached
gf_002820,C II,8097.005,21.734,ABSENT,,,-6.1612,,,no evidence attached
gf_002821,C II,8127.972,23.265,ABSENT,,,-9.8319,,,no evidence attached
gf_002822,C II,8133.242,23.271,ABSENT,,,-3.6688,,,no evidence attached
gf_002823,C II,8136.208,22.188,ABSENT,,,-5.5819,,,no evidence attached
gf_002824,C II,8155.655,22.188,ABSENT,,,-7.2135,,,no evidence attached
gf_002825,C II,8167.415,23.272,ABSENT,,,-9.826,,,no evidence attached
gf_002826,C II,8197.317,22.86,ABSENT,,,-14.321,,,no evidence attached
gf_002827,C II,8202.974,22.86,ABSENT,,,-14.6749,,,no evidence attached
gf_002828,C II,8206.704,22.86,ABSENT,,,-15.118,,,no evidence attached
gf_002829,C II,8213.487,22.202,ABSENT,,,-5.039,,,no evidence attached
gf_002830,C II,8214.5,22.202,ABSENT,,,-0.3278,,,no evidence attached
gf_002831,C II,8217.943,22.202,ABSENT,,,-7.2585,,,no evidence attached
gf_002832,C II,8234.324,22.202,ABSENT,,,-2.4659,,,no evidence attached
gf_002833,C II,8246.822,22.869,ABSENT,,,-8.6,,,no evidence attached
gf_002834,C II,8258.56,22.871,ABSENT,,,-15.187,,,no evidence attached
gf_002835,C II,8263.489,23.154,ABSENT,,,-11.867,,,no evidence attached
gf_002836,C II,8263.762,23.154,ABSENT,,,-11.3458,,,no evidence attached
gf_002837,C II,8285.741,21.733,ABSENT,,,-1.426,,,no evidence attached
gf_002838,C II,8287.541,18.655,ABSENT,,,-10.1456,,,no evidence attached
gf_002839,C II,8295.649,18.656,ABSENT,,,-10.4913,,,no evidence attached
gf_002840,C II,8336.17,23.116,ABSENT,,,-4.029,,,no evidence attached
gf_002841,C II,8338.819,20.702,ABSENT,,,-10.693,,,no evidence attached
gf_002842,C II,8343.74,23.116,ABSENT,,,-4.249,,,no evidence attached
gf_002843,C II,8355.267,20.704,ABSENT,,,-9.9952,,,no evidence attached
gf_002844,C II,8386.795,20.71,ABSENT,,,-18.3275,,,no evidence attached
gf_002845,C II,8413.482,27.23,ABSENT,,,-0.2,,,no evidence attached
gf_002846,C II,8414.3775,27.223,ABSENT,,,-0.199,,,no evidence attached
gf_002847,C II,8414.601,22.899,ABSENT,,,-3.162,,,no evidence attached
gf_002848,C II,8424.493,22.899,ABSENT,,,-4.275,,,no evidence attached
gf_002849,C II,8537.029,22.823,ABSENT,,,-7.761,,,no evidence attached
gf_002850,C II,8555.776,18.046,ABSENT,,,-6.76,,,no evidence attached
gf_002851,C II,8556.823,18.046,ABSENT,,,-6.584,,,no evidence attached
gf_002852,C II,8559.637,23.154,ABSENT,,,-8.867,,,no evidence attached
gf_002853,C II,8559.93,23.154,ABSENT,,,-8.876,,,no evidence attached
gf_002854,C II,8689.501,20.704,ABSENT,,,-4.837,,,no evidence attached
gf_002855,C II,8689.955,20.704,ABSENT,,,-5.782,,,no evidence attached
gf_002856,C II,8696.698,19.495,UNIQUE,B,0.0458,-1.028,-1.0287,+0.0007,evidence attached; log_gf UNCHANGED
gf_002857,C II,8700.073,23.229,ABSENT,,,-3.8558,,,no evidence attached
gf_002858,C II,8730.045,21.734,ABSENT,,,-7.101,,,no evidence attached
gf_002859,C II,8730.35,21.734,ABSENT,,,-7.101,,,no evidence attached
gf_002860,C II,8740.692,22.86,ABSENT,,,-13.933,,,no evidence attached
gf_002861,C II,8777.383,22.86,ABSENT,,,-14.0191,,,no evidence attached
gf_002862,C II,8787.621,22.86,ABSENT,,,-14.0493,,,no evidence attached
gf_002863,C II,8800.276,23.381,ABSENT,,,0.185,,,no evidence attached
gf_002864,C II,8810.358,22.871,ABSENT,,,-25.139,,,no evidence attached
gf_002865,C II,8818.666,22.869,ABSENT,,,-7.5948,,,no evidence attached
gf_002866,C II,8826.553,23.386,ABSENT,,,-0.941,,,no evidence attached
gf_002867,C II,8847.637,22.871,ABSENT,,,-14.514,,,no evidence attached
gf_002868,C II,8847.841,22.131,ABSENT,,,-7.214,,,no evidence attached
gf_002869,C II,8848.31,22.131,ABSENT,,,-7.0386,,,no evidence attached
gf_002870,C II,8896.405,23.265,ABSENT,,,-16.481,,,no evidence attached
gf_002871,C II,8907.312,23.265,ABSENT,,,-15.5845,,,no evidence attached
gf_002872,C II,8949.077,21.734,ABSENT,,,-4.787,,,no evidence attached
gf_002873,C II,8961.085,21.733,ABSENT,,,-6.314,,,no evidence attached
gf_002874,C II,8967.001,21.734,ABSENT,,,-5.524,,,no evidence attached
gf_002875,C II,8980.162,21.734,ABSENT,,,-7.536,,,no evidence attached
gf_002876,C II,9020.099,23.229,ABSENT,,,-1.2767,,,no evidence attached
gf_002877,C II,9026.973,22.899,ABSENT,,,-6.436,,,no evidence attached
gf_002878,C II,9028.962,23.229,ABSENT,,,-1.4299,,,no evidence attached
gf_002879,C II,9037.802,22.899,ABSENT,,,-7.056,,,no evidence attached
gf_002880,C II,9096.254,23.708,ABSENT,,,-8.767,,,no evidence attached
gf_002881,C II,9116.718,23.708,ABSENT,,,-8.4412,,,no evidence attached
gf_002882,C II,9130.489,20.845,ABSENT,,,-5.101,,,no evidence attached
gf_002883,C II,9131.082,20.845,ABSENT,,,-4.9246,,,no evidence attached
gf_002884,C II,9179.897,19.495,ABSENT,,,-5.702,,,no evidence attached
gf_002885,C II,9180.495,19.495,ABSENT,,,-5.878,,,no evidence attached
gf_096619,N I,3830.434,10.69,UNIQUE,C+,0.0862,-1.386,-1.3851,-0.0009,evidence attached; log_gf UNCHANGED
gf_096620,N I,4109.949,10.69,UNIQUE,C+,0.0862,-1.227,-1.2277,+0.0007,evidence attached; log_gf UNCHANGED
gf_096621,N I,4249.87,12.0,UNIQUE,C,0.1249,-1.853,-1.8526,-0.0004,evidence attached; log_gf UNCHANGED
gf_096622,N I,4264.0,12.01,UNIQUE,C,0.1249,-1.608,-1.6080,+0.0000,evidence attached; log_gf UNCHANGED
gf_096623,N I,4278.13,12.0,UNIQUE,C+,0.0862,-1.259,-1.2581,-0.0009,evidence attached; log_gf UNCHANGED
gf_096624,N I,4293.21,12.01,UNIQUE,C+,0.0862,-1.063,-1.0635,+0.0005,evidence attached; log_gf UNCHANGED
gf_096625,N I,4356.29,12.01,UNIQUE,C+,0.0862,-0.935,-0.9340,-0.0010,evidence attached; log_gf UNCHANGED
gf_096626,N I,4442.14,12.127,UNIQUE,C,0.1249,-2.078,-2.0778,-0.0002,evidence attached; log_gf UNCHANGED
gf_096627,N I,4442.45,12.127,UNIQUE,C,0.1249,-1.346,-1.3449,-0.0011,evidence attached; log_gf UNCHANGED
gf_096628,N I,4651.823,10.68,UNIQUE,C+,0.0862,-2.506,-2.5058,-0.0002,evidence attached; log_gf UNCHANGED
gf_096629,N I,4660.457,10.68,UNIQUE,C+,0.0862,-2.359,-2.3585,-0.0005,evidence attached; log_gf UNCHANGED
gf_096630,N I,4669.893,10.69,UNIQUE,C+,0.0862,-2.009,-2.0088,-0.0002,evidence attached; log_gf UNCHANGED
gf_096631,N I,4670.68,12.127,AMBIGUOUS(2),,,-1.452,,,no evidence attached
gf_096632,N I,4678.595,10.69,UNIQUE,C+,0.0862,-2.753,-2.7525,-0.0005,evidence attached; log_gf UNCHANGED
gf_096633,N I,4935.117,10.69,UNIQUE,B,0.0458,-1.891,-1.8914,+0.0004,evidence attached; log_gf UNCHANGED
gf_096634,N I,5197.902,0.0,AMBIGUOUS(2),,,-12.4818,,,no evidence attached
gf_096635,N I,5199.837,11.603,UNIQUE,D+,0.2218,-1.819,-1.8193,+0.0003,evidence attached; log_gf UNCHANGED
gf_096636,N I,5200.257,0.0,AMBIGUOUS(2),,,-12.7353,,,no evidence attached
gf_096637,N I,5201.606,11.603,UNIQUE,D+,0.2218,-1.518,-1.5171,-0.0009,evidence attached; log_gf UNCHANGED
gf_096638,N I,5281.204,10.924,UNIQUE,C,0.1249,-2.211,-2.2090,-0.0020,evidence attached; log_gf UNCHANGED
gf_096639,N I,5310.39,11.996,UNIQUE,D+,0.2218,-2.622,-2.6227,+0.0007,evidence attached; log_gf UNCHANGED
gf_096640,N I,5328.617,10.924,UNIQUE,D+,0.2218,-2.156,-2.1574,+0.0014,evidence attached; log_gf UNCHANGED
gf_096641,N I,5356.623,10.929,UNIQUE,D+,0.2218,-2.439,-2.4389,-0.0001,evidence attached; log_gf UNCHANGED
gf_096642,N I,5367.01,10.929,UNIQUE,D+,0.2218,-2.733,-2.7333,+0.0003,evidence attached; log_gf UNCHANGED
gf_096643,N I,5378.273,10.932,UNIQUE,D+,0.2218,-2.841,-2.8416,+0.0006,evidence attached; log_gf UNCHANGED
gf_096644,N I,5510.19,11.996,UNIQUE,D+,0.2218,-2.907,-2.9066,-0.0004,evidence attached; log_gf UNCHANGED
gf_096645,N I,5511.696,11.75,UNIQUE,C,0.1249,-2.629,-2.6271,-0.0019,evidence attached; log_gf UNCHANGED
gf_096646,N I,5518.102,11.753,UNIQUE,C,0.1249,-2.483,-2.4831,+0.0001,evidence attached; log_gf UNCHANGED
gf_096647,N I,5518.576,11.753,UNIQUE,C,0.1249,-2.426,-2.4267,+0.0007,evidence attached; log_gf UNCHANGED
gf_096648,N I,5519.97,11.753,UNIQUE,C,0.1249,-2.631,-2.6308,-0.0002,evidence attached; log_gf UNCHANGED
gf_096649,N I,5529.38,11.758,UNIQUE,C,0.1249,-2.575,-2.5745,-0.0005,evidence attached; log_gf UNCHANGED
gf_096650,N I,5529.517,11.758,UNIQUE,C,0.1249,-2.095,-2.0947,-0.0003,evidence attached; log_gf UNCHANGED
gf_096651,N I,5529.992,11.758,UNIQUE,C,0.1249,-2.486,-2.4862,+0.0002,evidence attached; log_gf UNCHANGED
gf_096652,N I,5545.0,11.764,UNIQUE,C,0.1249,-1.797,-1.7959,-0.0011,evidence attached; log_gf UNCHANGED
gf_096653,N I,5557.383,11.75,UNIQUE,C,0.1249,-1.735,-1.7347,-0.0003,evidence attached; log_gf UNCHANGED
gf_096654,N I,5560.337,11.764,UNIQUE,C,0.1249,-1.181,-1.1815,+0.0005,evidence attached; log_gf UNCHANGED
gf_096655,N I,5564.265,11.753,AMBIGUOUS(2),,,-1.53,,,no evidence attached
gf_096656,N I,5575.872,11.758,UNIQUE,C,0.1249,-2.019,-2.0205,+0.0015,evidence attached; log_gf UNCHANGED
gf_096657,N I,5580.083,11.764,UNIQUE,C,0.1249,-2.126,-2.1266,+0.0006,evidence attached; log_gf UNCHANGED
gf_096658,N I,5591.756,11.764,UNIQUE,D+,0.2218,-3.42,-3.4202,+0.0002,evidence attached; log_gf UNCHANGED
gf_096659,N I,5729.35,11.996,UNIQUE,D+,0.2218,-2.758,-2.7575,-0.0005,evidence attached; log_gf UNCHANGED
gf_096660,N I,5739.945,11.84,UNIQUE,C,0.1249,-1.653,-1.6536,+0.0006,evidence attached; log_gf UNCHANGED
gf_096661,N I,5740.457,11.84,UNIQUE,C,0.1249,-1.947,-1.9477,+0.0007,evidence attached; log_gf UNCHANGED
gf_096662,N I,5741.97,11.84,UNIQUE,C,0.1249,-2.754,-2.7545,+0.0005,evidence attached; log_gf UNCHANGED
gf_096663,N I,5746.958,11.996,UNIQUE,D+,0.2218,-2.182,-2.1831,+0.0011,evidence attached; log_gf UNCHANGED
gf_096664,N I,5752.499,11.845,UNIQUE,C,0.1249,-1.376,-1.3755,-0.0005,evidence attached; log_gf UNCHANGED
gf_096665,N I,5771.967,11.996,UNIQUE,D+,0.2218,-2.361,-2.3605,-0.0005,evidence attached; log_gf UNCHANGED
gf_096666,N I,5999.431,11.603,UNIQUE,C+,0.0862,-1.406,-1.4045,-0.0015,evidence attached; log_gf UNCHANGED
gf_096667,N I,6008.473,11.603,UNIQUE,C+,0.0862,-1.11,-1.1101,+0.0001,evidence attached; log_gf UNCHANGED
gf_096668,N I,6201.98,11.996,UNIQUE,D+,0.2218,-2.491,-2.4905,-0.0005,evidence attached; log_gf UNCHANGED
gf_096669,N I,6219.654,11.996,UNIQUE,D+,0.2218,-2.016,-2.0159,-0.0001,evidence attached; log_gf UNCHANGED
gf_096670,N I,6237.672,12.01,UNIQUE,C,0.1249,-1.882,-1.8814,-0.0006,evidence attached; log_gf UNCHANGED
gf_096671,N I,6238.587,12.0,UNIQUE,C,0.1249,-2.037,-2.0381,+0.0011,evidence attached; log_gf UNCHANGED
gf_096672,N I,6268.461,12.01,UNIQUE,C,0.1249,-3.184,-3.1844,+0.0004,evidence attached; log_gf UNCHANGED
gf_096673,N I,6321.511,11.996,UNIQUE,D+,0.2218,-2.357,-2.3565,-0.0005,evidence attached; log_gf UNCHANGED
gf_096674,N I,6398.402,11.75,UNIQUE,C,0.1249,-2.013,-2.0132,+0.0002,evidence attached; log_gf UNCHANGED
gf_096675,N I,6402.364,11.75,UNIQUE,C,0.1249,-2.013,-2.0132,+0.0002,evidence attached; log_gf UNCHANGED
gf_096676,N I,6407.675,11.753,UNIQUE,C,0.1249,-1.809,-1.8091,+0.0001,evidence attached; log_gf UNCHANGED
gf_096677,N I,6411.648,11.753,UNIQUE,C,0.1249,-2.014,-2.0141,+0.0001,evidence attached; log_gf UNCHANGED
gf_096678,N I,6419.872,11.758,UNIQUE,C,0.1249,-1.957,-1.9570,+0.0000,evidence attached; log_gf UNCHANGED
gf_096679,N I,6420.641,11.758,UNIQUE,C,0.1249,-1.478,-1.4776,-0.0004,evidence attached; log_gf UNCHANGED
gf_096680,N I,6423.072,11.758,ABSENT,,,-1.868,,,no evidence attached
gf_096681,N I,6440.938,11.764,UNIQUE,C,0.1249,-1.179,-1.1789,-0.0001,evidence attached; log_gf UNCHANGED
gf_096682,N I,6441.711,11.764,UNIQUE,C,0.1249,-1.959,-1.9602,+0.0012,evidence attached; log_gf UNCHANGED
gf_096683,N I,6481.706,11.75,UNIQUE,C,0.1249,-1.063,-1.0635,+0.0005,evidence attached; log_gf UNCHANGED
gf_096684,N I,6482.699,11.764,UNIQUE,C,0.1249,-0.51,-0.5103,+0.0003,evidence attached; log_gf UNCHANGED
gf_096685,N I,6483.753,11.753,UNIQUE,C,0.1249,-0.857,-0.8576,+0.0006,evidence attached; log_gf UNCHANGED
gf_096686,N I,6484.808,11.758,UNIQUE,C,0.1249,-0.674,-0.6741,+0.0001,evidence attached; log_gf UNCHANGED
gf_096687,N I,6491.222,11.753,UNIQUE,C,0.1249,-1.46,-1.4604,+0.0004,evidence attached; log_gf UNCHANGED
gf_096688,N I,6499.518,11.758,UNIQUE,C,0.1249,-1.348,-1.3479,-0.0001,evidence attached; log_gf UNCHANGED
gf_096689,N I,6506.302,11.764,UNIQUE,C,0.1249,-1.455,-1.4544,-0.0006,evidence attached; log_gf UNCHANGED
gf_096690,N I,6521.11,11.764,UNIQUE,C,0.1249,-2.749,-2.7486,-0.0004,evidence attached; log_gf UNCHANGED
gf_096691,N I,6603.21,12.127,UNIQUE,C,0.1249,-2.369,-2.3686,-0.0004,evidence attached; log_gf UNCHANGED
gf_096692,N I,6611.399,12.127,UNIQUE,C,0.1249,-3.326,-3.3261,+0.0001,evidence attached; log_gf UNCHANGED
gf_096693,N I,6622.543,11.758,UNIQUE,D+,0.2218,-1.504,-1.5042,+0.0002,evidence attached; log_gf UNCHANGED
gf_096694,N I,6636.938,11.753,UNIQUE,D+,0.2218,-1.432,-1.4318,-0.0002,evidence attached; log_gf UNCHANGED
gf_096695,N I,6644.962,11.764,UNIQUE,D+,0.2218,-0.858,-0.8589,+0.0009,evidence attached; log_gf UNCHANGED
gf_096696,N I,6651.147,12.122,UNIQUE,D+,0.2218,-3.042,-3.0419,-0.0001,evidence attached; log_gf UNCHANGED
gf_096697,N I,6653.458,11.758,UNIQUE,D+,0.2218,-1.138,-1.1391,+0.0011,evidence attached; log_gf UNCHANGED
gf_096698,N I,6664.059,12.127,UNIQUE,D+,0.2218,-3.044,-3.0438,-0.0002,evidence attached; log_gf UNCHANGED
gf_096699,N I,6700.494,11.838,UNIQUE,C,0.1249,-1.394,-1.3936,-0.0004,evidence attached; log_gf UNCHANGED
gf_096700,N I,6706.107,11.84,UNIQUE,C,0.1249,-0.993,-0.9931,+0.0001,evidence attached; log_gf UNCHANGED
gf_096701,N I,6708.759,11.84,UNIQUE,C,0.1249,-1.288,-1.2874,-0.0006,evidence attached; log_gf UNCHANGED
gf_096702,N I,6713.114,11.84,UNIQUE,C,0.1249,-2.094,-2.0947,+0.0007,evidence attached; log_gf UNCHANGED
gf_096703,N I,6720.967,11.838,UNIQUE,D+,0.2218,-2.578,-2.5784,+0.0004,evidence attached; log_gf UNCHANGED
gf_096704,N I,6722.61,11.845,UNIQUE,C,0.1249,-0.714,-0.7140,-0.0000,evidence attached; log_gf UNCHANGED
gf_096705,N I,6723.453,11.845,UNIQUE,C,0.1249,-1.361,-1.3609,-0.0001,evidence attached; log_gf UNCHANGED
gf_096706,N I,6729.283,11.84,UNIQUE,D+,0.2218,-1.879,-1.8794,+0.0004,evidence attached; log_gf UNCHANGED
gf_096707,N I,6733.322,11.838,UNIQUE,D+,0.2218,-1.88,-1.8794,-0.0006,evidence attached; log_gf UNCHANGED
gf_096708,N I,6741.668,11.84,UNIQUE,D+,0.2218,-2.374,-2.3726,-0.0014,evidence attached; log_gf UNCHANGED
gf_096709,N I,6752.025,11.84,UNIQUE,D+,0.2218,-1.847,-1.8465,-0.0005,evidence attached; log_gf UNCHANGED
gf_096710,N I,6759.198,11.845,UNIQUE,D+,0.2218,-1.848,-1.8471,-0.0009,evidence attached; log_gf UNCHANGED
gf_096711,N I,6769.61,11.845,UNIQUE,D+,0.2218,-1.48,-1.4807,+0.0007,evidence attached; log_gf UNCHANGED
gf_096712,N I,6884.31,10.326,UNIQUE,C,0.1249,-5.084,-5.0841,+0.0001,evidence attached; log_gf UNCHANGED
gf_096713,N I,6900.36,10.33,UNIQUE,C,0.1249,-4.44,-4.4389,-0.0011,evidence attached; log_gf UNCHANGED
gf_096714,N I,6901.26,10.326,UNIQUE,D,0.3010,-5.93,-5.9355,+0.0055,evidence attached; log_gf UNCHANGED
gf_096715,N I,6922.71,10.336,UNIQUE,C,0.1249,-4.7,-4.6981,-0.0019,evidence attached; log_gf UNCHANGED
gf_096716,N I,6945.177,11.845,UNIQUE,B,0.0458,-1.1,-1.1013,+0.0013,evidence attached; log_gf UNCHANGED
gf_096717,N I,6951.6,11.838,UNIQUE,B,0.0458,-1.525,-1.5258,+0.0008,evidence attached; log_gf UNCHANGED
gf_096718,N I,6960.496,11.84,UNIQUE,B,0.0458,-1.867,-1.8677,+0.0007,evidence attached; log_gf UNCHANGED
gf_096719,N I,6973.074,11.838,UNIQUE,B,0.0458,-2.253,-2.2534,+0.0004,evidence attached; log_gf UNCHANGED
gf_096720,N I,6979.185,11.845,UNIQUE,B,0.0458,-1.542,-1.5415,-0.0005,evidence attached; log_gf UNCHANGED
gf_096721,N I,6982.025,11.84,UNIQUE,B,0.0458,-1.525,-1.5252,+0.0002,evidence attached; log_gf UNCHANGED
gf_096722,N I,7351.363,11.996,UNIQUE,D+,0.2218,-1.67,-1.6696,-0.0004,evidence attached; log_gf UNCHANGED
gf_096723,N I,7360.126,12.01,UNIQUE,C,0.1249,-2.716,-2.7167,+0.0007,evidence attached; log_gf UNCHANGED
gf_096724,N I,7378.513,11.996,UNIQUE,D+,0.2218,-1.196,-1.1965,+0.0005,evidence attached; log_gf UNCHANGED
gf_096725,N I,7380.1,10.33,UNIQUE,C,0.1249,-4.023,-4.0232,+0.0002,evidence attached; log_gf UNCHANGED
gf_096726,N I,7390.83,10.68,UNIQUE,D,0.3010,-10.851,-10.8539,+0.0029,evidence attached; log_gf UNCHANGED
gf_096727,N I,7403.39,10.326,UNIQUE,B,0.0458,-3.428,-3.4271,-0.0009,evidence attached; log_gf UNCHANGED
gf_096728,N I,7405.68,10.336,UNIQUE,B,0.0458,-3.664,-3.6643,+0.0003,evidence attached; log_gf UNCHANGED
gf_096729,N I,7406.239,12.01,UNIQUE,C,0.1249,-0.969,-0.9690,-0.0000,evidence attached; log_gf UNCHANGED
gf_096730,N I,7421.94,10.33,UNIQUE,B,0.0458,-3.269,-3.2676,-0.0014,evidence attached; log_gf UNCHANGED
gf_096731,N I,7423.641,10.326,UNIQUE,B+,0.0315,-0.729,-0.7291,+0.0001,evidence attached; log_gf UNCHANGED
gf_096732,N I,7442.298,10.33,UNIQUE,B+,0.0315,-0.401,-0.4010,-0.0000,evidence attached; log_gf UNCHANGED
gf_096733,N I,7442.621,12.0,UNIQUE,D+,0.2218,-2.524,-2.5235,-0.0005,evidence attached; log_gf UNCHANGED
gf_096734,N I,7468.312,10.336,UNIQUE,B+,0.0315,-0.183,-0.1844,+0.0014,evidence attached; log_gf UNCHANGED
gf_096735,N I,7485.178,12.01,UNIQUE,D+,0.2218,-1.572,-1.5715,-0.0005,evidence attached; log_gf UNCHANGED
gf_096736,N I,7546.209,12.0,UNIQUE,B,0.0458,-1.313,-1.3116,-0.0014,evidence attached; log_gf UNCHANGED
gf_096737,N I,7550.914,12.01,UNIQUE,B,0.0458,-1.213,-1.2132,+0.0002,evidence attached; log_gf UNCHANGED
gf_096738,N I,7654.044,11.996,UNIQUE,D+,0.2218,-1.921,-1.9208,-0.0002,evidence attached; log_gf UNCHANGED
gf_096739,N I,7703.51,13.339,UNIQUE,C,0.1249,-1.909,-1.9087,-0.0003,evidence attached; log_gf UNCHANGED
gf_096740,N I,7886.224,12.122,UNIQUE,C,0.1249,-1.592,-1.5918,-0.0002,evidence attached; log_gf UNCHANGED
gf_096741,N I,7893.976,12.127,UNIQUE,C,0.1249,-1.337,-1.3372,+0.0002,evidence attached; log_gf UNCHANGED
gf_096742,N I,7898.982,12.357,UNIQUE,C,0.1249,0.024,0.0237,+0.0003,evidence attached; log_gf UNCHANGED
gf_096743,N I,7899.284,12.357,UNIQUE,C,0.1249,-0.911,-0.9108,-0.0002,evidence attached; log_gf UNCHANGED
gf_096744,N I,7915.419,12.357,UNIQUE,C,0.1249,-0.23,-0.2306,+0.0006,evidence attached; log_gf UNCHANGED
gf_096745,N I,8105.668,12.122,UNIQUE,D+,0.2218,-2.031,-2.0315,+0.0005,evidence attached; log_gf UNCHANGED
gf_096746,N I,8166.233,12.357,UNIQUE,C,0.1249,-0.101,-0.1013,+0.0003,evidence attached; log_gf UNCHANGED
gf_096747,N I,8166.557,12.357,UNIQUE,C,0.1249,-1.249,-1.2487,-0.0003,evidence attached; log_gf UNCHANGED
gf_096748,N I,8174.448,12.127,UNIQUE,D+,0.2218,-2.035,-2.0343,-0.0007,evidence attached; log_gf UNCHANGED
gf_096749,N I,8184.861,10.33,UNIQUE,B+,0.0315,-0.305,-0.3045,-0.0005,evidence attached; log_gf UNCHANGED
gf_096750,N I,8188.012,10.326,UNIQUE,B+,0.0315,-0.298,-0.2976,-0.0004,evidence attached; log_gf UNCHANGED
gf_096751,N I,8200.357,10.326,UNIQUE,B+,0.0315,-1.025,-1.0250,+0.0000,evidence attached; log_gf UNCHANGED
gf_096752,N I,8201.763,12.357,UNIQUE,C,0.1249,-0.297,-0.2976,+0.0006,evidence attached; log_gf UNCHANGED
gf_096753,N I,8210.715,10.33,UNIQUE,B+,0.0315,-0.675,-0.6745,-0.0005,evidence attached; log_gf UNCHANGED
gf_096754,N I,8216.336,10.336,UNIQUE,B+,0.0315,0.138,0.1380,+0.0000,evidence attached; log_gf UNCHANGED
gf_096755,N I,8223.128,10.33,UNIQUE,B+,0.0315,-0.275,-0.2741,-0.0009,evidence attached; log_gf UNCHANGED
gf_096756,N I,8242.389,10.336,UNIQUE,B+,0.0315,-0.272,-0.2720,-0.0000,evidence attached; log_gf UNCHANGED
gf_096757,N I,8567.735,10.68,UNIQUE,B+,0.0315,-0.67,-0.6696,-0.0004,evidence attached; log_gf UNCHANGED
gf_096758,N I,8594.0,10.68,UNIQUE,B+,0.0315,-0.335,-0.3354,+0.0004,evidence attached; log_gf UNCHANGED
gf_096759,N I,8629.235,10.69,UNIQUE,B+,0.0315,0.077,0.0763,+0.0007,evidence attached; log_gf UNCHANGED
gf_096760,N I,8655.748,12.357,UNIQUE,C,0.1249,-0.61,-0.6101,+0.0001,evidence attached; log_gf UNCHANGED
gf_096761,N I,8655.878,10.69,UNIQUE,B+,0.0315,-0.619,-0.6183,-0.0007,evidence attached; log_gf UNCHANGED
gf_096762,N I,8656.112,12.357,UNIQUE,C,0.1249,-1.565,-1.5648,-0.0002,evidence attached; log_gf UNCHANGED
gf_096763,N I,8664.39,11.603,UNIQUE,C,0.1249,-2.134,-2.1343,+0.0003,evidence attached; log_gf UNCHANGED
gf_096764,N I,8666.935,12.357,UNIQUE,C,0.1249,-0.866,-0.8665,+0.0005,evidence attached; log_gf UNCHANGED
gf_096765,N I,8680.282,10.336,UNIQUE,B+,0.0315,0.359,0.3591,-0.0001,evidence attached; log_gf UNCHANGED
gf_096766,N I,8683.403,10.33,UNIQUE,B+,0.0315,0.105,0.1059,-0.0009,evidence attached; log_gf UNCHANGED
gf_096767,N I,8686.149,10.326,UNIQUE,B+,0.0315,-0.284,-0.2840,-0.0000,evidence attached; log_gf UNCHANGED
gf_096768,N I,8703.247,10.326,UNIQUE,B+,0.0315,-0.31,-0.3098,-0.0002,evidence attached; log_gf UNCHANGED
gf_096769,N I,8711.703,10.33,UNIQUE,B+,0.0315,-0.233,-0.2336,+0.0006,evidence attached; log_gf UNCHANGED
gf_096770,N I,8718.837,10.336,UNIQUE,B+,0.0315,-0.349,-0.3497,+0.0007,evidence attached; log_gf UNCHANGED
gf_096771,N I,8728.901,10.33,UNIQUE,B+,0.0315,-1.067,-1.0675,+0.0005,evidence attached; log_gf UNCHANGED
gf_096772,N I,8747.369,10.336,UNIQUE,B+,0.0315,-1.354,-1.3538,-0.0002,evidence attached; log_gf UNCHANGED
