species,element,ion,wavelength_air_A,excitation_potential_eV,log_gf,hfs_n_components,reference_code,gf_tier
Fe I,Fe,1,23512.1435,6.6638,-2.334,1,K14,KURUCZ
Fe I,Fe,1,23516.3855,6.7091,-1.576,1,K14,KURUCZ
Fe I,Fe,1,23523.5568,6.7546,-1.845,1,K14,KURUCZ
Fe I,Fe,1,23528.8773,6.7609,-2.098,1,K14,KURUCZ
Fe I,Fe,1,23543.0842,6.1531,-1.523,1,K14,KURUCZ
Si I,Si,1,23543.5943,7.3287,-2.552,1,K07,KURUCZ
Si I,Si,1,23544.3318,6.7606,-2.366,1,K07,KURUCZ
Si I,Si,1,23544.8641,7.2871,-2.435,1,K07,KURUCZ
Fe I,Fe,1,23566.2488,5.8388,-3.135,1,K14,KURUCZ
Fe I,Fe,1,23566.6599,6.1445,0.30599999999999994,1,KCN,OTHER
Fe I,Fe,1,23571.1051,6.7288,-1.509,1,K14,KURUCZ
Fe I,Fe,1,23572.2389,5.8741,-0.824,1,K14,KURUCZ
Fe I,Fe,1,23575.3851,6.6817,-2.497,1,K14,KURUCZ
Fe I,Fe,1,23575.8688,5.3484,-3.038,1,K14,KURUCZ
Fe I,Fe,1,23575.8855,6.8024,-0.812,1,K14,KURUCZ
Ni I,Ni,1,23577.826,5.3053,-1.924,1,K08,KURUCZ
Ni I,Ni,1,23578.1685,5.3053,-2.338,1,K08,KURUCZ
Si I,Si,1,23579.2441,6.8031,-0.79,1,K07,KURUCZ
Si I,Si,1,23580.907,7.5267,-2.244,1,K07,KURUCZ
Fe I,Fe,1,23583.2656,6.7546,-2.082,1,K14,KURUCZ
Fe I,Fe,1,23598.1789,6.2771,-2.34,1,K14,KURUCZ
Fe I,Fe,1,23599.660700000004,6.1502,-2.133,1,K14,KURUCZ
Fe I,Fe,1,23608.1539,6.7395,-2.321,1,K14,KURUCZ
Fe I,Fe,1,23608.6166,5.7956,-2.046,1,K14,KURUCZ
Si I,Si,1,23614.3381,7.2886,-2.41,1,K07,KURUCZ
Ca I,Ca,1,23615.0187,5.2712,-1.952,1,K07,KURUCZ
Fe I,Fe,1,23617.4845,6.3109,-2.665,1,K14,KURUCZ
Fe I,Fe,1,23624.1426,6.7609,-2.387,1,K14,KURUCZ
Fe I,Fe,1,23626.4763,6.5232,-2.576,1,K14,KURUCZ
Fe I,Fe,1,23626.6996,6.7546,-1.515,1,K14,KURUCZ
Ni I,Ni,1,23627.3027,5.7681,-1.913,1,K08,KURUCZ
Ca I,Ca,1,23636.587,5.2716,-1.476,1,K07,KURUCZ
Co I,Co,1,23637.2611,5.368,-2.424,1,K08,KURUCZ
Co I,Co,1,23637.5983,5.3679,-2.209,1,K08,KURUCZ
Co I,Co,1,23637.9061,5.3679,-2.132,1,K08,KURUCZ
Co I,Co,1,23638.1888,5.3679,-2.121,1,K08,KURUCZ
Co I,Co,1,23638.45,5.3679,-2.164,1,K08,KURUCZ
Co I,Co,1,23638.715394543317,5.36795,-1.3101698511040256,2,K08,KURUCZ
Co I,Co,1,23638.932010089513,5.367933333333333,-1.2385285512606334,3,K08,KURUCZ
Co I,Co,1,23639.19778292277,5.3679,-1.356875473629083,5,K08,KURUCZ
Co I,Co,1,23639.6882,5.3679,-2.488,1,K08,KURUCZ
Co I,Co,1,23639.846,5.3679,-2.267,1,K08,KURUCZ
Co I,Co,1,23639.9876,5.3679,-2.164,1,K08,KURUCZ
Co I,Co,1,23640.1107,5.3679,-2.121,1,K08,KURUCZ
Co I,Co,1,23640.266639098205,5.367966666666668,-1.7612955665304015,3,K08,KURUCZ
Fe I,Fe,1,23648.2949,6.7546,-1.574,1,K14,KURUCZ
Fe I,Fe,1,23649.0333,6.6817,-2.335,1,K14,KURUCZ
Fe I,Fe,1,23656.4145,6.8358,-1.249,1,K14,KURUCZ
Si I,Si,1,23657.4334,7.1133,-1.9,1,K07,KURUCZ
Si I,Si,1,23661.0448,7.0917,-2.598,1,K07,KURUCZ
Si I,Si,1,23661.5824,7.1133,-2.387,1,K07,KURUCZ
Ca I,Ca,1,23680.7227,5.2726,-1.254,1,K07,KURUCZ
Fe I,Fe,1,23683.7409,5.3046,-1.152,1,K14,KURUCZ
Fe I,Fe,1,23684.8294,6.7422,-1.498,1,K14,KURUCZ
Fe I,Fe,1,23694.8497,5.0638,-1.123,1,K14,KURUCZ
Fe I,Fe,1,23695.49,6.6844,-2.047,1,K14,KURUCZ
Fe I,Fe,1,23695.6304,6.2222,-1.712,1,K14,KURUCZ
Fe I,Fe,1,23701.500900000003,6.6388,-1.895,1,K14,KURUCZ
Si I,Si,1,23708.0715,7.2871,-1.741,1,K07,KURUCZ
Si I,Si,1,23711.9796,7.4994,-2.416,1,K07,KURUCZ
Fe I,Fe,1,23713.0989,6.1807,-2.829,1,K14,KURUCZ
Si I,Si,1,23714.162,7.2872,-1.902,1,K07,KURUCZ
Ti I,Ti,1,23719.0348,1.8732,-1.77,1,KCO,OTHER
Fe I,Fe,1,23720.6552,6.7282,-1.944,1,K14,KURUCZ
Fe I,Fe,1,23723.6723,5.8135,-1.574,1,K14,KURUCZ
Mg I,Mg,1,23736.610999999997,7.0632,0.016648281343745575,4,KP,OTHER
Mg I,Mg,1,23736.780000000002,7.063199999999999,-0.25273133000337367,3,KP,OTHER
Mg I,Mg,1,23736.91,7.0632,-0.35,1,KP,OTHER
Fe I,Fe,1,23741.5995,6.9172,-0.764,1,K14,KURUCZ
Cr I,Cr,1,23742.6989,5.2368,-1.506,1,K16,KURUCZ
Fe I,Fe,1,23746.798999999995,6.8042,-1.598,1,K14,KURUCZ
Fe I,Fe,1,23749.3827,6.7034,-1.249,1,K14,KURUCZ
Si I,Si,1,23750.6578,7.1079,-1.833,1,K07,KURUCZ
Si I,Si,1,23753.327,7.3314,-2.272,1,K07,KURUCZ
Fe I,Fe,1,23755.483100000005,6.6957,-1.569,1,K14,KURUCZ
Ca I,Ca,1,23756.6912,5.1675,-1.192,1,K07,KURUCZ
Fe I,Fe,1,23760.2483,5.7867,-3.08,1,K14,KURUCZ
Fe I,Fe,1,23763.1455,6.6859,-2.42,1,K14,KURUCZ
Fe I,Fe,1,23766.1735,6.5654,-1.891,1,K14,KURUCZ
Ni I,Ni,1,23772.083,5.5945,-2.284,1,K08,KURUCZ
Ni I,Ni,1,23772.4493,5.5945,-1.87,1,K08,KURUCZ
Fe I,Fe,1,23783.039,6.6468,-1.661,1,K14,KURUCZ
Al I,Al,1,23784.057999999997,5.2363,-1.964,1,K75,KURUCZ
Fe I,Fe,1,23784.4761,5.0995,-2.159,1,K14,KURUCZ
K I,K,1,23784.793,3.7425,-1.18,1,KP,OTHER
Si I,Si,1,23784.8383,7.0055,-1.846,1,K07,KURUCZ
Fe I,Fe,1,23788.6925,6.6742,-1.982,1,K14,KURUCZ
Fe I,Fe,1,23790.4078,6.5654,-1.877,1,K14,KURUCZ
Si I,Si,1,23791.8006,7.2871,-0.9468907282624013,2,K07,KURUCZ
Ni I,Ni,1,23795.4022,6.256,-1.034,1,K08,KURUCZ
Cr I,Cr,1,23797.6226,5.4616,-1.353,1,K16,KURUCZ
Si I,Si,1,23797.9342,7.2872,-1.088,1,K07,KURUCZ
Si I,Si,1,23799.2485,7.4994,-1.877,1,K07,KURUCZ
Al I,Al,1,23803.351,5.2368,-1.709,1,K75,KURUCZ
Sc I,Sc,1,23808.9784,1.433,-2.864,1,K09,KURUCZ
Sc I,Sc,1,23809.154571647763,1.433,-2.049925909111575,2,K09,KURUCZ
Sc I,Sc,1,23809.311480372147,1.433,-2.2426162482434675,2,K09,KURUCZ
Fe I,Fe,1,23809.3375,5.8961,-2.695,1,K14,KURUCZ
Sc I,Sc,1,23809.580692008072,1.433,-1.8454343515507392,11,K09,KURUCZ
Si I,Si,1,23810.3015,6.0986,-3.299,1,K07,KURUCZ
Fe I,Fe,1,23814.2718,6.7116,-2.347,1,K14,KURUCZ
Si I,Si,1,23818.3682,7.123,-3.048,1,K07,KURUCZ
S I,S,1,23818.3739,9.653,-1.001,1,K04,KURUCZ
Co I,Co,1,23822.9681,6.5792,-1.433,1,K08,KURUCZ
Co I,Co,1,23823.100989519407,6.5792,-0.9232901397075284,2,K08,KURUCZ
Co I,Co,1,23823.351425769622,6.5792,-0.7580986225678872,3,K08,KURUCZ
Co I,Co,1,23823.6016,6.5792,-1.085,1,K08,KURUCZ
Co I,Co,1,23823.749527773154,6.5792,-0.8318634411800321,2,K08,KURUCZ
Co I,Co,1,23824.0175,6.5792,-0.918,1,K08,KURUCZ
Co I,Co,1,23824.219760683434,6.57925,-0.791675340092342,2,K08,KURUCZ
Co I,Co,1,23824.5374,6.5793,-0.749,1,K08,KURUCZ
Co I,Co,1,23824.795428087004,6.5793,-0.80674490464661,2,K08,KURUCZ
Co I,Co,1,23825.1613,6.5793,-0.59,1,K08,KURUCZ
Co I,Co,1,23825.479353244777,6.5793,-0.8978778328149744,2,K08,KURUCZ
Co I,Co,1,23825.889099999997,6.5793,-0.442,1,K08,KURUCZ
Co I,Co,1,23826.2868,6.5793,-1.154,1,K08,KURUCZ
Co I,Co,1,23826.7209,6.5793,-0.306,1,K08,KURUCZ
Co I,Co,1,23827.1755,6.5793,-1.369,1,K08,KURUCZ
Fe I,Fe,1,23828.1895,6.7453,-2.133,1,K14,KURUCZ
Fe I,Fe,1,23830.3933,6.5232,-1.415,1,K14,KURUCZ
Fe I,Fe,1,23831.393099999998,6.857,-2.258,1,K14,KURUCZ
Fe I,Fe,1,23833.9157,6.7546,-0.547,1,K14,KURUCZ
S I,S,1,23834.1259,9.7216,-1.315,1,K04,KURUCZ
Mg I,Mg,1,23836.6751,6.726,-0.833,1,KCO,OTHER
Fe I,Fe,1,23839.1216,6.2222,-2.304,1,K14,KURUCZ
Si I,Si,1,23841.0034,7.3191,-2.713,1,K07,KURUCZ
Fe I,Fe,1,23841.6515,6.6957,-1.35,1,K14,KURUCZ
Fe I,Fe,1,23843.2721,5.8492,-2.374,1,K14,KURUCZ
Mg I,Mg,1,23843.4932,6.7262,-0.957,1,VALD3,VALD3
Fe I,Fe,1,23843.7839,6.731,-2.317,1,K14,KURUCZ
Mg I,Mg,1,23843.972,6.7262,-0.95,1,KP,OTHER
Mg I,Mg,1,23844.133,6.7262,-0.481,1,VALD3,VALD3
P I,P,1,23844.916,8.1566,-1.0,1,GUES,OTHER
Fe I,Fe,1,23849.386700000003,6.2681,-0.365,1,K14,KURUCZ
Fe I,Fe,1,23851.0994,7.2521,-1.605,1,K14,KURUCZ
Si I,Si,1,23851.7993,7.5006,-1.826,1,K07,KURUCZ
Fe I,Fe,1,23854.7417,6.7325,-2.093,1,K14,KURUCZ
Mg I,Mg,1,23858.489100000003,6.7265,-0.9309029923171114,2,VALD3,VALD3
Si I,Si,1,23858.8123,7.1133,-0.816,1,K07,KURUCZ
Mg I,Mg,1,23858.995,6.7265,-2.12,1,KP,OTHER
Mg I,Mg,1,23859.114,6.7265,-1.12,1,KP,OTHER
Mg I,Mg,1,23859.2189,6.7265,-0.21100000000000002,1,KCO,OTHER
Si I,Si,1,23862.7418,7.2886,-1.771,1,K07,KURUCZ
Fe I,Fe,1,23864.1259,5.9209,-1.579,1,K14,KURUCZ
Si I,Si,1,23874.2529,7.2889,-1.666,1,K07,KURUCZ
Si I,Si,1,23889.5367,7.2905,-0.708,1,K07,KURUCZ
Si I,Si,1,23891.592,7.2905,-2.622,1,K07,KURUCZ
Zn I,Zn,1,23891.603,7.5938,-0.564,1,Wa,OTHER
Fe I,Fe,1,23891.6776,5.8793,-2.691,1,K14,KURUCZ
Fe I,Fe,1,23892.2828,5.8961,-2.635,1,K14,KURUCZ
Fe I,Fe,1,23892.5855,2.6924,-4.925,1,K14,KURUCZ
Si I,Si,1,23895.6522,7.2886,-1.057,1,K07,KURUCZ
Fe I,Fe,1,23898.4226,6.5911,-2.41,1,K14,KURUCZ
Si I,Si,1,23899.8738,7.1079,-2.251,1,K07,KURUCZ
Fe I,Fe,1,23906.4463,6.6119,-0.602,1,K14,KURUCZ
Si I,Si,1,23907.1952,7.2889,-0.9180783171832776,2,K07,KURUCZ
Fe I,Fe,1,23909.528,5.5869,-3.053,1,K14,KURUCZ
Fe I,Fe,1,23920.3861,6.7609,-2.173,1,K14,KURUCZ
Fe I,Fe,1,23924.444699999996,6.2529,-0.14300000000000002,1,K14,KURUCZ
Fe I,Fe,1,23928.7051,6.6754,-0.983,1,K14,KURUCZ
Fe I,Fe,1,23929.421,6.6628,-2.389,1,K14,KURUCZ
Fe I,Fe,1,23931.1051,6.3482,-2.657,1,K14,KURUCZ
Ni I,Ni,1,23937.786499999995,6.2658,-1.92,1,K08,KURUCZ
Mn I,Mn,1,23938.94549127343,5.701,0.03615994631677444,5,K07,KURUCZ
Mn I,Mn,1,23939.2045,5.701,-1.393,1,K07,KURUCZ
Mn I,Mn,1,23939.51413673389,5.701,-0.5078793134972118,6,K07,KURUCZ
Mn I,Mn,1,23939.8848,5.701,-2.062,1,K07,KURUCZ
Mn I,Mn,1,23940.1166,5.701,-2.187,1,K07,KURUCZ
Mn I,Mn,1,23940.373,5.701,-2.539,1,K07,KURUCZ
Fe I,Fe,1,23945.0737,5.8294,-2.659,1,K14,KURUCZ
Si I,Si,1,23953.4616,6.0986,-1.118,1,K07,KURUCZ
Fe I,Fe,1,23955.924,6.5654,-2.622,1,K14,KURUCZ
Fe I,Fe,1,23955.9297,6.5997,-2.192,1,K14,KURUCZ
Fe I,Fe,1,23958.2261,6.0887,-1.447,1,K14,KURUCZ
Si I,Si,1,23961.7347,7.4863,-0.889,1,K07,KURUCZ
Fe I,Fe,1,23964.8939,6.62,-1.273,1,K14,KURUCZ
Fe I,Fe,1,23964.9571,6.5654,-2.503,1,K14,KURUCZ
Fe I,Fe,1,23968.5423,6.6155,-1.633,1,K14,KURUCZ
Fe I,Fe,1,23968.674499999997,6.7091,-1.528,1,K14,KURUCZ
Fe I,Fe,1,23970.8411,6.7004,-2.418,1,K14,KURUCZ
Si I,Si,1,23974.8364,7.3194,-2.603,1,K07,KURUCZ
Fe I,Fe,1,23975.6873,6.6638,-1.784,1,K14,KURUCZ
S I,S,1,23976.170300000005,9.2955,-0.01744648996976101,2,K04,KURUCZ
Fe I,Fe,1,23977.5562,6.7151,-2.104,1,K14,KURUCZ
S I,S,1,23981.691700000003,9.2956,-0.13182459479485917,2,K04,KURUCZ
S I,S,1,23982.3246,9.7248,-0.298,1,K04,KURUCZ
Fe I,Fe,1,23982.9804,6.6742,-2.404,1,K14,KURUCZ
Si I,Si,1,23986.5423,7.4994,-2.034,1,K07,KURUCZ
S I,S,1,23987.9639,9.2957,-0.280964163732831,2,K04,KURUCZ
Y I,Y,1,23990.4507,1.3736,-0.966,1,K06,KURUCZ
S I,S,1,23992.972499999996,9.2958,-0.4898987421594646,2,K04,KURUCZ
Si I,Si,1,23993.8939,7.123,-0.788,1,K07,KURUCZ
S I,S,1,23996.1399,9.2959,-0.967,1,K04,KURUCZ
Ni I,Ni,1,23996.5604,6.9055,0.563,1,K08,KURUCZ
Si I,Si,1,23999.123899999995,7.5006,-1.262,1,K07,KURUCZ
Ca I,Ca,1,24002.4888,4.5322,-2.623,1,K07,KURUCZ
Ni I,Ni,1,24009.4811,6.3047,-1.398,1,K08,KURUCZ
Fe I,Fe,1,24010.9977,6.764,-1.55,1,K14,KURUCZ
Fe I,Fe,1,24015.9813,6.7395,-2.458,1,K14,KURUCZ
Ni I,Ni,1,24018.2027,6.2658,-1.802,1,K08,KURUCZ
S I,S,1,24026.2434,9.4168,-0.26700000000000007,1,K04,KURUCZ
S I,S,1,24028.553299999996,9.4169,-0.998,1,K04,KURUCZ
Na I,Na,1,24028.72279973546,4.3445,-0.8978938449552228,6,VALD3,VALD3
Si I,Si,1,24034.0584,7.4994,-1.93,1,K07,KURUCZ
Fe I,Fe,1,24034.272200000003,5.8134,-2.519,1,K14,KURUCZ
Fe I,Fe,1,24036.3525,6.764,-1.378,1,K14,KURUCZ
Si I,Si,1,24039.9245,7.5006,-2.529,1,K07,KURUCZ
Mg II,Mg,2,24041.555,11.569,0.33,1,KP,OTHER
Na I,Na,1,24042.998868728107,4.344800000000001,-0.5982176547582945,18,VALD3,VALD3
Zn I,Zn,1,24044.168000000005,7.5971,-0.08899999999999998,1,Wa,OTHER
Mg II,Mg,2,24044.562,11.5691,-0.62,1,KP,OTHER
Fe I,Fe,1,24048.6219,6.7288,-1.968,1,K14,KURUCZ
Mn I,Mn,1,24049.1183,5.7034,-1.315,1,K07,KURUCZ
Mn I,Mn,1,24049.325,5.7034,-1.133,1,K07,KURUCZ
Mn I,Mn,1,24049.5172,5.7034,-1.102,1,K07,KURUCZ
Mn I,Mn,1,24049.695,5.7034,-1.167,1,K07,KURUCZ
Mn I,Mn,1,24049.938969987863,5.703400000000001,0.130554339501294,7,K07,KURUCZ
Mn I,Mn,1,24050.5256830942,5.7034,-0.5053798290551069,5,K07,KURUCZ
Mn I,Mn,1,24052.2897,5.6114,-2.652,1,K07,KURUCZ
Mn I,Mn,1,24052.409,5.6114,-2.33,1,K07,KURUCZ
Mn I,Mn,1,24052.610901540975,5.6114,-2.2904449901476815,2,K07,KURUCZ
Mn I,Mn,1,24052.7924,5.6114,-2.175,1,K07,KURUCZ
Si I,Si,1,24052.834000000003,7.0299,-2.236,1,K07,KURUCZ
Mn I,Mn,1,24053.009600000005,5.6114,-2.874,1,K07,KURUCZ
Mn I,Mn,1,24053.1503,5.6114,-2.096,1,K07,KURUCZ
Mn I,Mn,1,24053.3675,5.6114,-2.154,1,K07,KURUCZ
Mn I,Mn,1,24053.6571,5.6114,-3.254,1,K07,KURUCZ
Mn I,Mn,1,24053.8447,5.6114,-1.823,1,K07,KURUCZ
Mn I,Mn,1,24054.1343,5.6114,-2.3,1,K07,KURUCZ
Mn I,Mn,1,24054.7308,5.6114,-1.611,1,K07,KURUCZ
Fe I,Fe,1,24056.0231,6.764,-2.095,1,K14,KURUCZ
Si I,Si,1,24063.2319,6.6192,-2.511,1,K07,KURUCZ
Si I,Si,1,24069.6801,7.2905,-1.029,1,K07,KURUCZ
Fe I,Fe,1,24071.5347,6.6155,-1.097,1,K14,KURUCZ
Fe I,Fe,1,24072.2476,5.7934,-2.845,1,K14,KURUCZ
Sc I,Sc,1,24074.78665765988,1.4283,-1.6569456098583781,10,K09,KURUCZ
Fe I,Fe,1,24078.4107,6.764,-2.191,1,K14,KURUCZ
Ni I,Ni,1,24080.6088,5.4943,-2.481,1,K08,KURUCZ
Fe I,Fe,1,24082.262,6.8346,-0.628,1,K14,KURUCZ
Si I,Si,1,24083.416500000003,7.5006,-1.069,1,K07,KURUCZ
Fe I,Fe,1,24083.6892,6.0172,-0.573,1,K14,KURUCZ
Ca I,Ca,1,24085.6678,5.9211,-1.606,1,K07,KURUCZ
Fe I,Fe,1,24092.7434,6.764,-1.391,1,K14,KURUCZ
Fe I,Fe,1,24093.2718,5.8961,-2.419,1,K14,KURUCZ
Cr I,Cr,1,24095.6469,5.4638,-1.421,1,K16,KURUCZ
Fe I,Fe,1,24096.8491,6.5232,-2.169,1,K14,KURUCZ
Si I,Si,1,24097.2615,7.4994,-2.14,1,K07,KURUCZ
Si I,Si,1,24103.9546,7.123,-2.49,1,K07,KURUCZ
Fe I,Fe,1,24105.6866,6.1654,-2.595,1,K14,KURUCZ
Si I,Si,1,24108.2618,7.123,-2.04,1,K07,KURUCZ
Fe I,Fe,1,24110.8433,6.8346,-0.23000000000000004,1,K14,KURUCZ
Ca I,Ca,1,24115.659000000003,5.4896,-1.039,1,K07,KURUCZ
Fe I,Fe,1,24116.4502,6.764,-1.208,1,K14,KURUCZ
Fe I,Fe,1,24117.590499999995,6.8346,-1.017,1,K14,KURUCZ
Fe I,Fe,1,24122.7931,6.7417,-2.322,1,K14,KURUCZ
Mg II,Mg,2,24124.633,11.5691,0.06999999999999999,1,KP,OTHER
Fe I,Fe,1,24128.487,3.4149,-4.068,1,K14,KURUCZ
Fe I,Fe,1,24135.9259,6.8358,-2.006,1,K14,KURUCZ
S I,S,1,24140.0113,9.7282,-1.231,1,K04,KURUCZ
Fe I,Fe,1,24141.6144,6.1531,-1.894,1,K14,KURUCZ
Fe I,Fe,1,24141.8825,2.7275,-5.48,1,K14,KURUCZ
C I,C,1,24143.1116,9.1718,-2.491,1,VALD3,VALD3
Fe I,Fe,1,24143.2993,6.8346,-0.262,1,K14,KURUCZ
Fe I,Fe,1,24144.8562,6.8346,-0.19199999999999998,1,K14,KURUCZ
Ni I,Ni,1,24144.8853,6.257,-1.198,1,K08,KURUCZ
Fe I,Fe,1,24145.1711,5.7926,-2.587,1,K14,KURUCZ
Mn I,Mn,1,24145.4101,6.5373,0.26026979867484235,2,K07,KURUCZ
Fe I,Fe,1,24153.3904,6.7376,-2.21,1,K14,KURUCZ
Mg I,Mg,1,24154.815,7.0632,-0.043351718656254486,4,KP,OTHER
Mg I,Mg,1,24154.99,7.063199999999999,-0.3110215331145802,3,KP,OTHER
Mg I,Mg,1,24155.124,7.0632,-0.42,1,KP,OTHER
H I,H,1,24157.272,13.0545,-1.235,1,CDROM18,OTHER
Fe I,Fe,1,24163.402399999995,6.8346,0.152,1,K14,KURUCZ
Fe I,Fe,1,24164.6347,6.8358,-2.221,1,K14,KURUCZ
Si I,Si,1,24166.0191,7.394,-2.634,1,K07,KURUCZ
Mn I,Mn,1,24169.436900000004,6.5378,0.15571921692331125,2,K07,KURUCZ
Fe I,Fe,1,24169.6823,6.675,-2.514,1,K14,KURUCZ
Fe I,Fe,1,24171.4121,6.8358,-2.216,1,K14,KURUCZ
Ca I,Ca,1,24173.188799999996,4.5322,-2.215,1,K07,KURUCZ
Fe I,Fe,1,24177.1349,6.1502,-2.578,1,K14,KURUCZ
Fe I,Fe,1,24178.707800000004,5.7934,-3.365,1,K14,KURUCZ
Fe I,Fe,1,24181.5677,5.7934,-3.257,1,K14,KURUCZ
Fe I,Fe,1,24182.2637,7.0751,-0.793,1,K14,KURUCZ
Mn I,Mn,1,24185.2356,6.5381,0.020382689850966224,2,K07,KURUCZ
Mn I,Mn,1,24195.197800000005,6.5383,-0.16498234972318745,2,K07,KURUCZ
Mn I,Mn,1,24196.2434,5.7065,-2.733,1,K07,KURUCZ
Fe I,Fe,1,24196.380799999995,5.8294,-2.461,1,K14,KURUCZ
Mn I,Mn,1,24196.5523,5.7065,-2.398,1,K07,KURUCZ
Fe I,Fe,1,24196.7438,5.8294,-3.193,1,K14,KURUCZ
Mn I,Mn,1,24196.84942625202,5.7065,-1.2750340671562101,2,K07,KURUCZ
Mn I,Mn,1,24197.059632624994,5.7065,-1.108856842518331,2,K07,KURUCZ
Mn I,Mn,1,24197.2322,5.7065,-1.092,1,K07,KURUCZ
Mn I,Mn,1,24197.3705,5.7065,-1.147,1,K07,KURUCZ
Mn I,Mn,1,24197.55525169659,5.70655,-0.1897478663238733,2,K07,KURUCZ
Mn I,Mn,1,24197.729188398527,5.7065,0.16567163734928475,5,K07,KURUCZ
Mn I,Mn,1,24200.703400000002,6.5384,-0.4297674868134337,2,K07,KURUCZ
Fe I,Fe,1,24207.4659,6.6531,-1.697,1,K14,KURUCZ
Fe I,Fe,1,24208.474100000003,6.7546,-1.055,1,K14,KURUCZ
Fe I,Fe,1,24221.9351,6.6957,-1.118,1,K14,KURUCZ
Si I,Si,1,24222.9445,7.1252,-2.177,1,K07,KURUCZ
Si I,Si,1,24227.6173,6.7181,-1.708,1,K07,KURUCZ
Si I,Si,1,24235.6814,7.0288,-1.963,1,K07,KURUCZ
Fe I,Fe,1,24236.7331,6.7827,-1.802,1,K14,KURUCZ
Fe I,Fe,1,24238.2256,6.8661,-2.246,1,K14,KURUCZ
Fe I,Fe,1,24238.525300000005,6.8658,-0.942,1,K14,KURUCZ
Si I,Si,1,24239.1659,6.2227,-1.355,1,K07,KURUCZ
Si I,Si,1,24244.7327,5.6135,-2.246,1,K07,KURUCZ
Si I,Si,1,24246.0968,7.034,-2.469,1,K07,KURUCZ
Fe I,Fe,1,24253.0435,5.8405,-3.224,1,K14,KURUCZ
Fe I,Fe,1,24264.2689,6.277,-0.158,1,K14,KURUCZ
Si I,Si,1,24270.695700000004,7.1079,-2.551,1,K07,KURUCZ
Cr I,Cr,1,24279.1187,3.8783,-2.185,1,K16,KURUCZ
Ti I,Ti,1,24281.8136,2.2674,-1.079,1,K16,KURUCZ
Fe I,Fe,1,24283.9488,5.7956,-2.317,1,K14,KURUCZ
Fe I,Fe,1,24284.1375,5.5068,-3.436,1,K14,KURUCZ
Fe I,Fe,1,24284.4266,6.5654,-2.156,1,K14,KURUCZ
Fe I,Fe,1,24286.8336,5.7956,-3.027,1,K14,KURUCZ
Fe I,Fe,1,24288.3795,6.1807,-2.436,1,K14,KURUCZ
Si I,Si,1,24290.722400000002,7.0299,-2.531,1,K07,KURUCZ
Cu I,Cu,1,24299.292000000005,5.6811,-2.0107987562675924,3,K12,KURUCZ
Cu I,Cu,1,24299.665500000003,5.6811,-1.7890521246893532,3,K12,KURUCZ
Fe I,Fe,1,24299.6849,6.6957,-1.658,1,K14,KURUCZ
Fe I,Fe,1,24300.5827,5.4457,-2.905,1,K14,KURUCZ
Si I,Si,1,24304.3223,7.123,-0.956,1,K07,KURUCZ
H I,H,1,24306.987,13.0545,-1.16,1,KCO,OTHER
Fe I,Fe,1,24308.9083,5.7926,-2.415,1,K14,KURUCZ
Si I,Si,1,24313.0407,7.123,-1.305,1,K07,KURUCZ
Fe I,Fe,1,24315.0689,6.1531,-2.421,1,K14,KURUCZ
Fe I,Fe,1,24318.4462,6.6439,-1.836,1,K14,KURUCZ
Ni I,Ni,1,24319.5998,6.9123,0.49,1,K08,KURUCZ
Fe I,Fe,1,24327.6246,6.6119,-2.19,1,K14,KURUCZ
Fe I,Fe,1,24333.4749,4.1426,-2.103,1,K14,KURUCZ
Si I,Si,1,24335.8383,7.5402,-1.396,1,K07,KURUCZ
Si I,Si,1,24339.2451,7.3297,-1.46,1,K07,KURUCZ
Si I,Si,1,24339.410999999996,7.4863,-1.92,1,K07,KURUCZ
S I,S,1,24342.072,8.6993,-0.53,1,BQZ,OTHER
Si I,Si,1,24344.549699999996,7.1252,-2.573,1,K07,KURUCZ
Si I,Si,1,24347.7157,5.6157,-1.789,1,K07,KURUCZ
Si I,Si,1,24347.9648,6.6161,-1.35,1,K07,KURUCZ
Fe I,Fe,1,24349.471,6.7271,-2.445,1,K14,KURUCZ
S I,S,1,24354.234999999997,8.6993,-0.65,1,BQZ,OTHER
Fe I,Fe,1,24357.1773,4.5585,-3.565,1,K14,KURUCZ
Si I,Si,1,24358.4889,7.5402,-2.704,1,K07,KURUCZ
S I,S,1,24360.484,8.6993,-1.83,1,BQZ,OTHER
Fe I,Fe,1,24363.261500000004,5.1055,-2.564,1,K14,KURUCZ
S I,S,1,24363.357,8.6995,-0.18,1,BQZ,OTHER
Cr I,Cr,1,24367.2461,6.2683,-0.357,1,K16,KURUCZ
S I,S,1,24369.610000000004,8.6995,-0.66,1,BQZ,OTHER
Fe I,Fe,1,24371.7786,6.5654,-2.108,1,K14,KURUCZ
Fe I,Fe,1,24373.8108,5.3194,-1.633,1,K14,KURUCZ
Fe I,Fe,1,24374.3515,6.2368,0.265,1,K14,KURUCZ
Zn I,Zn,1,24375.017,7.6041,0.146,1,Wa,OTHER
Yb II,Yb,2,24377.525399999995,2.8468,-0.99,1,VALD3,VALD3
Fe I,Fe,1,24378.2744,6.7091,-2.36,1,K14,KURUCZ
Fe I,Fe,1,24378.333799999997,5.9471,-1.283,1,K14,KURUCZ
Fe I,Fe,1,24388.015599999995,5.6207,-3.129,1,K14,KURUCZ
K I,K,1,24396.026,3.7425,-1.2,1,KP,OTHER
