wavenumber_cm-1,wavelength_vac_A,wavelength_air_A,solar,atmospheric,total
4258.99658,23479.7089,23473.303,0.99317,0.88566,0.87292
4259.00586,23479.6578,23473.2518,0.98488,0.90261,0.8832
4259.01562,23479.604,23473.198,0.99155,0.91292,0.89995
4259.0249,23479.5528,23473.1469,0.99377,0.9211,0.91049
4259.03418,23479.5016,23473.0957,0.98837,0.92864,0.9135
4259.04395,23479.4478,23473.0419,0.99169,0.93259,0.92104
4259.05322,23479.3967,23472.9908,0.99546,0.93503,0.92729
4259.06299,23479.3428,23472.937,0.99082,0.9387,0.9266
4259.07227,23479.2917,23472.8858,0.99043,0.94116,0.92886
4259.08203,23479.2378,23472.832,0.99465,0.94175,0.93411
4259.09131,23479.1867,23472.7809,0.99241,0.94277,0.93315
4259.10059,23479.1355,23472.7297,0.99071,0.94321,0.93111
4259.11035,23479.0817,23472.6759,0.99535,0.94169,0.9337
4259.11963,23479.0306,23472.6248,0.99478,0.94003,0.93232
4259.12939,23478.9768,23472.571,0.99055,0.93805,0.9263
4259.13867,23478.9256,23472.5199,0.9947,0.93392,0.9248
4259.14795,23478.8745,23472.4687,0.9979,0.92902,0.92231
4259.15771,23478.8207,23472.4149,0.99216,0.92422,0.91252
4259.16699,23478.7695,23472.3638,0.9922,0.91658,0.90465
4259.17676,23478.7156,23472.3099,0.99723,0.90447,0.89603
4259.18604,23478.6645,23472.2588,0.99307,0.88805,0.87497
4259.19531,23478.6134,23472.2077,0.99164,0.86705,0.85255
4259.20508,23478.5595,23472.1539,0.99733,0.84295,0.83305
4259.21436,23478.5084,23472.1027,0.99012,0.81449,0.79696
4259.22412,23478.4546,23472.0489,0.98725,0.77489,0.75231
4259.2334,23478.4034,23471.9978,1.0039,0.72094,0.70816
4259.24268,23478.3523,23471.9467,1.0047,0.63267,0.61795
4259.25244,23478.2985,23471.8929,1.0056,0.50674,0.48993
4259.26172,23478.2473,23471.8417,1.0064,0.47176,0.45474
4259.27148,23478.1935,23471.788,1.0073,0.5805,0.56714
4259.28076,23478.1424,23471.7368,1.0081,0.71115,0.70293
4259.29053,23478.0885,23471.683,0.99958,0.77896,0.7668
4259.2998,23478.0374,23471.6319,0.99042,0.81797,0.7994
4259.30908,23477.9862,23471.5808,1.0016,0.84332,0.83562
4259.31885,23477.9324,23471.5269,0.99748,0.868,0.85893
4259.32812,23477.8813,23471.4758,0.98964,0.89111,0.87652
4259.33789,23477.8274,23471.422,0.99623,0.90723,0.89904
4259.34717,23477.7763,23471.3709,0.99669,0.91857,0.91091
4259.35645,23477.7251,23471.3197,0.9909,0.92712,0.9141
4259.36621,23477.6713,23471.2659,0.99442,0.93211,0.92236
4259.37549,23477.6202,23471.2148,0.99644,0.93522,0.9276
4259.38525,23477.5664,23471.161,0.99192,0.93706,0.92569
4259.39453,23477.5152,23471.1099,0.9924,0.93723,0.92672
4259.40381,23477.4641,23471.0587,0.99399,0.93819,0.92924
4259.41357,23477.4103,23471.005,0.99204,0.94024,0.92902
4259.42285,23477.3591,23470.9538,0.99387,0.94036,0.93
4259.43262,23477.3053,23470.9,0.9962,0.93864,0.92982
4259.44189,23477.2542,23470.8489,0.99421,0.93678,0.92591
4259.45117,23477.2031,23470.7978,0.99441,0.93414,0.92304
4259.46094,23477.1492,23470.7439,0.99566,0.93005,0.91935
4259.47021,23477.0981,23470.6929,0.99403,0.92408,0.91104
4259.47998,23477.0443,23470.639,0.99543,0.91586,0.90258
4259.48926,23476.9931,23470.5879,0.9989,0.9064,0.89377
4259.49902,23476.9393,23470.5341,0.99891,0.89413,0.87915
4259.5083,23476.8882,23470.483,0.99965,0.87583,0.8593
4259.51758,23476.837,23470.4318,1.0006,0.85283,0.83341
4259.52734,23476.7832,23470.3781,0.99719,0.82662,0.79885
4259.53662,23476.7321,23470.3269,0.99584,0.79816,0.76395
4259.54639,23476.6782,23470.2731,0.99648,0.77942,0.74298
4259.55566,23476.6271,23470.222,0.99242,0.78349,0.74533
4259.56494,23476.576,23470.1709,0.99327,0.80249,0.76983
4259.57471,23476.5221,23470.1171,0.99853,0.82145,0.79845
4259.58398,23476.4711,23470.066,0.99613,0.83492,0.81355
4259.59375,23476.4172,23470.0121,0.99544,0.83913,0.81905
4259.60303,23476.3661,23469.961,1.0,0.83382,0.81892
4259.6123,23476.315,23469.9099,0.99436,0.82291,0.80424
4259.62207,23476.2611,23469.8561,0.99103,0.80096,0.77918
4259.63135,23476.21,23469.805,1.0029,0.76379,0.74994
4259.64111,23476.1562,23469.7512,0.99714,0.71951,0.70057
4259.65039,23476.105,23469.7001,0.99768,0.64865,0.62893
4259.65967,23476.0539,23469.6489,0.99822,0.56942,0.54693
4259.66943,23476.0001,23469.5952,0.99877,0.45114,0.42726
4259.67871,23475.949,23469.544,0.99931,0.29296,0.2717
4259.68848,23475.8951,23469.4902,0.99985,0.22093,0.20211
4259.69775,23475.844,23469.4391,1.0004,0.32793,0.30826
4259.70752,23475.7902,23469.3853,1.0009,0.50207,0.48197
4259.7168,23475.739,23469.3342,1.0015,0.60149,0.58379
4259.72607,23475.688,23469.2831,1.002,0.64889,0.63373
4259.73584,23475.6341,23469.2293,1.0026,0.69694,0.68301
4259.74512,23475.583,23469.1781,1.0031,0.71119,0.69803
4259.75488,23475.5292,23469.1244,1.0028,0.69009,0.67658
4259.76416,23475.478,23469.0732,1.0025,0.67368,0.65898
4259.77344,23475.4269,23469.0221,1.0022,0.62692,0.61028
4259.7832,23475.3731,23468.9683,1.0019,0.52498,0.50586
4259.79248,23475.322,23468.9172,1.0016,0.47141,0.45124
4259.80225,23475.2681,23468.8634,1.0013,0.54516,0.52742
4259.81152,23475.217,23468.8123,1.001,0.66811,0.65419
4259.8208,23475.1659,23468.7612,1.0007,0.74514,0.73306
4259.83057,23475.1121,23468.7074,0.99372,0.78731,0.77052
4259.83984,23475.061,23468.6563,0.9935,0.81725,0.80186
4259.84961,23475.0071,23468.6025,0.99669,0.83735,0.82664
4259.85889,23474.956,23468.5513,0.99598,0.84826,0.83766
4259.86816,23474.9049,23468.5003,0.99104,0.85588,0.84065
4259.87793,23474.8511,23468.4464,0.9919,0.85804,0.84329
4259.88721,23474.7999,23468.3953,0.99848,0.8505,0.84144
4259.89697,23474.7462,23468.3415,0.99572,0.83858,0.82682
4259.90625,23474.695,23468.2904,0.99263,0.82208,0.80665
4259.91602,23474.6412,23468.2366,1.0001,0.79145,0.78027
4259.92529,23474.5901,23468.1855,0.99364,0.7457,0.7276
4259.93457,23474.539,23468.1344,0.99527,0.68372,0.6652
4259.94434,23474.4851,23468.0806,0.99691,0.64083,0.62126
4259.95361,23474.434,23468.0295,0.99854,0.56786,0.5466
4259.96338,23474.3802,23467.9757,1.0002,0.43785,0.416
4259.97266,23474.3291,23467.9246,1.0018,0.37664,0.3566
4259.98193,23474.278,23467.8735,1.0034,0.48154,0.46448
4259.9917,23474.2241,23467.8197,1.0051,0.64165,0.62768
4260.00098,23474.173,23467.7686,1.0067,0.72937,0.71979
4260.01074,23474.1192,23467.7148,0.98504,0.79249,0.77023
4260.02002,23474.0681,23467.6637,0.99992,0.8321,0.82418
4260.0293,23474.017,23467.6125,1.0037,0.86201,0.85803
4260.03906,23473.9632,23467.5588,0.99028,0.88799,0.87317
4260.04834,23473.912,23467.5077,0.99417,0.90417,0.8941
4260.05811,23473.8582,23467.4538,0.99915,0.91454,0.90982
4260.06738,23473.8071,23467.4028,0.99157,0.92476,0.91366
4260.07666,23473.756,23467.3516,0.99201,0.93073,0.92027
4260.08643,23473.7022,23467.2978,0.99679,0.93224,0.92602
4260.0957,23473.6511,23467.2468,0.99227,0.93506,0.92514
4260.10547,23473.5972,23467.1929,0.99042,0.93783,0.92701
4260.11475,23473.5461,23467.1418,0.99318,0.93559,0.92666
4260.12451,23473.4923,23467.0881,0.98761,0.93096,0.91575
4260.13379,23473.4412,23467.0369,0.97912,0.93117,0.90879
4260.14307,23473.3901,23466.9858,0.97657,0.9384,0.91444
4260.15283,23473.3363,23466.9321,0.97579,0.9476,0.92182
4260.16211,23473.2852,23466.8809,0.97682,0.95394,0.92799
4260.17188,23473.2313,23466.8271,0.98194,0.95762,0.93678
4260.18115,23473.1802,23466.7761,0.98606,0.96115,0.94431
4260.19043,23473.1291,23466.7249,0.98851,0.96499,0.95005
4260.2002,23473.0753,23466.6711,0.99214,0.96861,0.9578
4260.20947,23473.0242,23466.6201,0.99393,0.9716,0.96404
4260.21924,23472.9704,23466.5662,0.99344,0.97296,0.96556
4260.22852,23472.9192,23466.5151,0.99434,0.97289,0.96603
4260.23779,23472.8682,23466.4641,0.9948,0.97341,0.96679
4260.24756,23472.8143,23466.4103,0.99296,0.97479,0.96634
4260.25684,23472.7632,23466.3591,0.99244,0.97494,0.96578
4260.2666,23472.7094,23466.3054,0.99359,0.9736,0.96562
4260.27588,23472.6583,23466.2543,0.99336,0.97263,0.96466
4260.28516,23472.6072,23466.2031,0.9926,0.97248,0.96314
4260.29492,23472.5534,23466.1494,0.99282,0.97182,0.96147
4260.3042,23472.5023,23466.0983,0.99239,0.97018,0.95926
4260.31396,23472.4485,23466.0445,0.99113,0.96814,0.95646
4260.32324,23472.3974,23465.9934,0.99069,0.96575,0.95281
4260.33301,23472.3435,23465.9396,0.9907,0.96277,0.94823
4260.34229,23472.2924,23465.8885,0.99067,0.95882,0.94348
4260.35156,23472.2413,23465.8374,0.99232,0.95265,0.93794
4260.36133,23472.1875,23465.7836,0.99551,0.94373,0.92969
4260.37061,23472.1364,23465.7325,0.99672,0.93342,0.91832
4260.38037,23472.0826,23465.6787,0.99503,0.92193,0.90393
4260.38965,23472.0315,23465.6276,0.99415,0.90779,0.88641
4260.39893,23471.9804,23465.5765,0.99562,0.89427,0.87042
4260.40869,23471.9266,23465.5227,0.99628,0.89027,0.86561
4260.41797,23471.8755,23465.4716,0.99476,0.89941,0.87604
4260.42773,23471.8217,23465.4179,0.99397,0.91439,0.89434
4260.43701,23471.7706,23465.3668,0.99534,0.92715,0.91115
4260.44629,23471.7194,23465.3157,0.99682,0.9376,0.92488
4260.45605,23471.6657,23465.2619,0.99651,0.94845,0.93742
4260.46533,23471.6145,23465.2108,0.99527,0.95801,0.94734
4260.4751,23471.5607,23465.157,0.9947,0.96404,0.95364
4260.48438,23471.5096,23465.1059,0.99438,0.96855,0.95903
4260.49365,23471.4585,23465.0548,0.99413,0.9726,0.9642
4260.50342,23471.4047,23465.001,0.99535,0.97382,0.96659
4260.5127,23471.3536,23464.9499,0.99678,0.97335,0.96681
4260.52246,23471.2998,23464.8961,0.99558,0.975,0.96783
4260.53174,23471.2487,23464.845,0.99385,0.97707,0.96918
4260.5415,23471.1949,23464.7913,0.99465,0.97651,0.96925
4260.55078,23471.1438,23464.7402,0.99562,0.97532,0.96861
4260.56006,23471.0927,23464.6891,0.99521,0.974,0.96687
4260.56982,23471.0389,23464.6353,0.99557,0.97084,0.96361
4260.5791,23470.9878,23464.5842,0.99535,0.96923,0.96178
4260.58887,23470.934,23464.5304,0.9927,0.97186,0.96303
4260.59814,23470.8829,23464.4793,0.99191,0.97403,0.96479
4260.60742,23470.8318,23464.4282,0.9946,0.97321,0.96572
4260.61719,23470.778,23464.3744,0.99546,0.97294,0.96656
4260.62646,23470.7269,23464.3234,0.99402,0.97357,0.96675
4260.63623,23470.6731,23464.2696,0.99487,0.97317,0.96648
4260.64551,23470.6219,23464.2185,0.99607,0.97307,0.96678
4260.65479,23470.5708,23464.1673,0.99404,0.97346,0.96647
4260.66455,23470.5171,23464.1136,0.99294,0.9721,0.96499
4260.67383,23470.4659,23464.0625,0.9952,0.96973,0.96367
4260.68359,23470.4122,23464.0087,0.99557,0.9683,0.96186
4260.69287,23470.3611,23463.9576,0.99305,0.96716,0.95908
4260.70215,23470.3099,23463.9065,0.99283,0.96473,0.95657
4260.71191,23470.2562,23463.8528,0.99464,0.95978,0.95256
4260.72119,23470.2051,23463.8017,0.99457,0.95294,0.94554
4260.73096,23470.1512,23463.7479,0.99413,0.94594,0.93798
4260.74023,23470.1002,23463.6968,0.99522,0.93618,0.92764
4260.75,23470.0464,23463.643,0.99545,0.91895,0.90892
4260.75928,23469.9952,23463.5919,0.99454,0.89722,0.88594
4260.76855,23469.9442,23463.5409,0.9944,0.88091,0.86924
4260.77832,23469.8904,23463.4871,0.99461,0.8765,0.86439
4260.7876,23469.8392,23463.436,0.9948,0.87834,0.86636
4260.79736,23469.7855,23463.3822,0.99366,0.86665,0.85352
4260.80664,23469.7344,23463.3311,0.99127,0.82825,0.81182
4260.81592,23469.6832,23463.28,0.99259,0.79319,0.77702
4260.82568,23469.6295,23463.2263,0.99187,0.81387,0.79814
4260.83496,23469.5784,23463.1752,0.99626,0.86639,0.85622
4260.84473,23469.5246,23463.1214,0.99811,0.90064,0.89378
4260.854,23469.4735,23463.0703,0.99228,0.9153,0.90444
4260.86328,23469.4224,23463.0192,0.99168,0.92596,0.91492
4260.87305,23469.3686,23462.9654,0.99364,0.9337,0.92414
4260.88232,23469.3175,23462.9144,0.99061,0.93636,0.92439
4260.89209,23469.2637,23462.8606,0.98936,0.93796,0.92549
4260.90137,23469.2126,23462.8095,0.99131,0.93908,0.92794
4260.91064,23469.1615,23462.7584,0.99002,0.93792,0.92523
4260.92041,23469.1077,23462.7046,0.98907,0.93591,0.9232
4260.92969,23469.0566,23462.6535,0.99104,0.93345,0.92262
4260.93945,23469.0028,23462.5998,0.99097,0.92866,0.91647
4260.94873,23468.9517,23462.5487,0.99187,0.92131,0.90951
4260.9585,23468.8979,23462.4949,0.99637,0.91271,0.90509
4260.96777,23468.8468,23462.4438,0.99746,0.90328,0.89547
4260.97705,23468.7957,23462.3927,0.99592,0.89232,0.88201
4260.98682,23468.7419,23462.3389,0.99609,0.87958,0.86957
4260.99609,23468.6909,23462.2879,0.9931,0.86516,0.85224
4261.00586,23468.6371,23462.2341,0.99048,0.84642,0.8298
4261.01514,23468.5859,23462.183,0.99449,0.82078,0.8065
4261.02441,23468.5349,23462.132,0.99363,0.79006,0.77454
4261.03418,23468.4811,23462.0782,0.98746,0.75312,0.73144
4261.04346,23468.43,23462.0271,0.99005,0.70448,0.68311
4261.05322,23468.3762,23461.9733,0.99023,0.64008,0.61888
4261.0625,23468.3251,23461.9222,0.9904,0.55132,0.53114
4261.07178,23468.274,23461.8711,0.99058,0.45599,0.4351
4261.08154,23468.2202,23461.8174,0.99075,0.3508,0.32897
4261.09082,23468.1691,23461.7663,0.99093,0.22127,0.20225
4261.10059,23468.1153,23461.7125,0.99111,0.12171,0.10716
4261.10986,23468.0643,23461.6615,0.99128,0.14164,0.12617
4261.11914,23468.0131,23461.6104,0.99146,0.27471,0.25279
4261.12891,23467.9593,23461.5566,0.99163,0.41733,0.39097
4261.13818,23467.9083,23461.5055,0.99181,0.5026,0.47672
4261.14795,23467.8545,23461.4517,0.99199,0.55277,0.52814
4261.15723,23467.8034,23461.4007,0.99216,0.59168,0.56683
4261.16699,23467.7496,23461.3469,0.99234,0.58918,0.56438
4261.17627,23467.6985,23461.2958,0.99251,0.5367,0.51266
4261.18555,23467.6474,23461.2447,0.99269,0.49548,0.47176
4261.19531,23467.5937,23461.191,0.99287,0.49655,0.47259
4261.20459,23467.5425,23461.1399,0.99304,0.48842,0.46419
4261.21436,23467.4887,23461.0861,0.99322,0.46214,0.43813
4261.22363,23467.4377,23461.0351,0.99339,0.49606,0.47322
4261.23291,23467.3866,23460.984,0.99357,0.59992,0.57877
4261.24268,23467.3328,23460.9302,0.99375,0.66996,0.64955
4261.25195,23467.2817,23460.8791,0.99392,0.65828,0.63733
4261.26172,23467.2279,23460.8254,0.9941,0.63761,0.61658
4261.271,23467.1768,23460.7743,0.99427,0.66773,0.64857
4261.28027,23467.1258,23460.7232,0.99445,0.72373,0.70717
4261.29004,23467.072,23460.6694,0.99589,0.76671,0.7525
4261.29932,23467.0209,23460.6183,0.99797,0.79712,0.78534
4261.30908,23466.9671,23460.5646,0.99451,0.82863,0.8156
4261.31836,23466.916,23460.5135,0.99238,0.84786,0.83388
4261.32764,23466.8649,23460.4624,0.99533,0.84833,0.8361
4261.3374,23466.8111,23460.4087,0.99614,0.85435,0.84286
4261.34668,23466.76,23460.3576,0.99428,0.8785,0.86729
4261.35645,23466.7062,23460.3038,0.99527,0.90182,0.89262
4261.36572,23466.6552,23460.2528,0.99556,0.9144,0.90512
4261.37549,23466.6014,23460.199,0.99463,0.92338,0.91351
4261.38477,23466.5503,23460.1479,0.99541,0.93139,0.92323
4261.39404,23466.4992,23460.0969,0.99544,0.93701,0.92941
4261.40381,23466.4454,23460.0431,0.9932,0.94253,0.9335
4261.41309,23466.3943,23459.992,0.99202,0.94748,0.93818
4261.42285,23466.3406,23459.9383,0.99308,0.94885,0.94022
4261.43213,23466.2895,23459.8872,0.99391,0.94904,0.94064
4261.44141,23466.2384,23459.8361,0.99257,0.95176,0.943
4261.45117,23466.1846,23459.7824,0.99038,0.95501,0.94505
4261.46045,23466.1335,23459.7313,0.99052,0.95566,0.9452
4261.47021,23466.0798,23459.6775,0.99236,0.95502,0.94575
4261.47949,23466.0287,23459.6265,0.99257,0.95493,0.9463
4261.48877,23465.9776,23459.5754,0.99139,0.95475,0.94503
4261.49854,23465.9238,23459.5216,0.9902,0.95431,0.94296
4261.50781,23465.8728,23459.4706,0.98879,0.95385,0.94139
4261.51758,23465.819,23459.4168,0.98869,0.9519,0.93977
4261.52686,23465.7679,23459.3657,0.99042,0.94792,0.93693
4261.53613,23465.7168,23459.3147,0.99105,0.94398,0.93282
4261.5459,23465.663,23459.2609,0.99055,0.94013,0.92836
4261.55518,23465.6119,23459.2098,0.99081,0.93423,0.92267
4261.56494,23465.5582,23459.1561,0.99074,0.92644,0.91439
4261.57422,23465.5071,23459.105,0.99102,0.91738,0.9049
4261.58398,23465.4533,23459.0513,0.99299,0.90517,0.89369
4261.59326,23465.4022,23459.0002,0.99352,0.88866,0.87687
4261.60254,23465.3511,23458.9491,0.99303,0.8675,0.8544
4261.6123,23465.2974,23458.8954,0.99505,0.83922,0.82639
4261.62158,23465.2463,23458.8443,0.99457,0.80184,0.78673
4261.63135,23465.1925,23458.7905,0.99001,0.75367,0.73333
4261.64062,23465.1415,23458.7395,0.99037,0.68896,0.6668
4261.6499,23465.0904,23458.6884,0.99073,0.59752,0.57282
4261.65967,23465.0366,23458.6346,0.99109,0.4689,0.44309
4261.66895,23464.9855,23458.5835,0.99145,0.3449,0.32049
4261.67871,23464.9317,23458.5298,0.9918,0.30245,0.27924
4261.68799,23464.8806,23458.4787,0.99216,0.37258,0.34871
4261.69727,23464.8295,23458.4276,0.99252,0.50808,0.48428
4261.70703,23464.7758,23458.3739,0.99288,0.63654,0.61529
4261.71631,23464.7247,23458.3228,0.99324,0.7219,0.70324
4261.72607,23464.671,23458.2691,0.99327,0.77262,0.75451
4261.73535,23464.6199,23458.218,0.99744,0.80501,0.79066
4261.74463,23464.5688,23458.1669,0.99688,0.83155,0.81831
4261.75439,23464.515,23458.1132,0.99418,0.84572,0.83134
4261.76367,23464.464,23458.0621,0.9946,0.8462,0.83204
4261.77344,23464.4102,23458.0084,0.99529,0.84897,0.83545
4261.78271,23464.3591,23457.9573,0.99365,0.86485,0.85132
4261.79248,23464.3053,23457.9036,0.99291,0.88513,0.87272
4261.80176,23464.2542,23457.8525,0.9933,0.9007,0.88955
4261.81104,23464.2031,23457.8014,0.99352,0.91399,0.90327
4261.8208,23464.1494,23457.7477,0.99438,0.92669,0.91707
4261.83008,23464.0983,23457.6966,0.99513,0.93434,0.92588
4261.83984,23464.0446,23457.6429,0.99472,0.93727,0.92876
4261.84912,23463.9935,23457.5918,0.99451,0.94049,0.93191
4261.8584,23463.9424,23457.5407,0.99461,0.9419,0.93309
4261.86816,23463.8887,23457.487,0.9941,0.93781,0.92803
4261.87744,23463.8376,23457.4359,0.99417,0.93314,0.92351
4261.88721,23463.7838,23457.3822,0.99427,0.9269,0.91751
4261.89648,23463.7327,23457.3311,0.99287,0.90751,0.89586
4261.90576,23463.6817,23457.2801,0.99352,0.88266,0.87032
4261.91553,23463.6279,23457.2263,0.9956,0.88232,0.87206
4261.9248,23463.5768,23457.1753,0.99631,0.9056,0.89745
4261.93457,23463.523,23457.1215,0.9961,0.92414,0.91663
4261.94385,23463.472,23457.0704,0.99578,0.93277,0.92496
4261.95312,23463.4209,23457.0194,0.99582,0.9396,0.93202
4261.96289,23463.3671,23456.9656,0.99449,0.94013,0.93167
4261.97217,23463.316,23456.9145,0.99387,0.9336,0.92449
4261.98193,23463.2623,23456.8608,0.99585,0.93501,0.92758
4261.99121,23463.2112,23456.8098,0.99607,0.94876,0.94244
4262.00098,23463.1574,23456.756,0.99303,0.96161,0.95399
4262.01025,23463.1064,23456.705,0.99229,0.96626,0.95818
4262.01953,23463.0553,23456.6539,0.99546,0.96639,0.96006
4262.0293,23463.0015,23456.6001,0.99609,0.96699,0.96094
4262.03857,23462.9505,23456.5491,0.99306,0.96882,0.96116
4262.04834,23462.8967,23456.4953,0.99218,0.96742,0.95934
4262.05762,23462.8456,23456.4443,0.99444,0.96068,0.95365
4262.06689,23462.7946,23456.3932,0.99598,0.95712,0.95103
4262.07666,23462.7408,23456.3395,0.99554,0.96384,0.95818
4262.08594,23462.6897,23456.2884,0.99439,0.97347,0.96762
4262.0957,23462.636,23456.2347,0.99332,0.97756,0.97103
4262.10498,23462.5849,23456.1836,0.99348,0.97874,0.97234
4262.11426,23462.5338,23456.1325,0.99413,0.98148,0.97564
4262.12402,23462.4801,23456.0788,0.99356,0.98427,0.97825
4262.1333,23462.429,23456.0278,0.99335,0.985,0.97899
4262.14307,23462.3752,23455.974,0.99482,0.98461,0.97921
4262.15234,23462.3242,23455.923,0.99544,0.98472,0.9793
4262.16162,23462.2731,23455.8719,0.99466,0.9855,0.97981
4262.17139,23462.2193,23455.8181,0.99484,0.98593,0.98033
4262.18066,23462.1683,23455.7671,0.99533,0.98561,0.97926
4262.19043,23462.1145,23455.7134,0.9946,0.98527,0.97806
4262.19971,23462.0634,23455.6623,0.99392,0.98519,0.97886
4262.20947,23462.0097,23455.6086,0.99355,0.9853,0.97964
4262.21875,23461.9586,23455.5575,0.99247,0.98571,0.97873
4262.22803,23461.9076,23455.5064,0.99168,0.98588,0.97787
4262.23779,23461.8538,23455.4527,0.99181,0.9852,0.97744
4262.24707,23461.8027,23455.4017,0.99195,0.98433,0.97643
4262.25684,23461.749,23455.3479,0.99235,0.98393,0.97561
4262.26611,23461.6979,23455.2969,0.99303,0.98335,0.9752
4262.27539,23461.6469,23455.2458,0.99303,0.98237,0.97441
4262.28516,23461.5931,23455.192,0.99306,0.98168,0.97397
4262.29443,23461.5421,23455.141,0.99341,0.98149,0.97399
4262.3042,23461.4883,23455.0873,0.99273,0.9812,0.97293
4262.31348,23461.4372,23455.0362,0.99194,0.98059,0.97138
4262.32275,23461.3862,23454.9852,0.99236,0.98036,0.97108
4262.33252,23461.3324,23454.9314,0.99252,0.98079,0.97163
4262.3418,23461.2813,23454.8804,0.99215,0.98108,0.9721
4262.35156,23461.2276,23454.8267,0.99257,0.98104,0.97255
4262.36084,23461.1765,23454.7756,0.99297,0.98137,0.97312
4262.37012,23461.1254,23454.7245,0.99299,0.98168,0.97407
4262.37988,23461.0717,23454.6708,0.99384,0.98116,0.97468
4262.38916,23461.0206,23454.6198,0.99456,0.98057,0.97406
4262.39893,23460.9669,23454.566,0.99372,0.9807,0.97352
4262.4082,23460.9158,23454.515,0.99228,0.98083,0.97343
4262.41797,23460.8621,23454.4612,0.992,0.9798,0.97187
4262.42725,23460.811,23454.4102,0.99374,0.97751,0.97004
4262.43652,23460.76,23454.3591,0.99549,0.97529,0.96974
4262.44629,23460.7062,23454.3054,0.99445,0.97394,0.96807
4262.45557,23460.6551,23454.2543,0.99332,0.9716,0.96396
4262.46533,23460.6014,23454.2006,0.99437,0.96749,0.96017
4262.47461,23460.5503,23454.1496,0.99383,0.96382,0.95621
4262.48389,23460.4992,23454.0985,0.99265,0.96009,0.95117
4262.49365,23460.4455,23454.0448,0.99456,0.95358,0.94609
4262.50293,23460.3944,23453.9937,0.9943,0.94588,0.93836
4262.5127,23460.3407,23453.94,0.99158,0.93661,0.92594
4262.52197,23460.2896,23453.889,0.99447,0.91981,0.91015
4262.53125,23460.2386,23453.8379,0.99695,0.8995,0.89147
4262.54102,23460.1848,23453.7841,0.99213,0.89087,0.87903
4262.55029,23460.1338,23453.7331,0.99303,0.89415,0.88288
4262.56006,23460.08,23453.6794,0.99864,0.89262,0.88568
4262.56934,23460.0289,23453.6283,0.99393,0.88053,0.86916
