element,ion,wave_air_A,wave_vac_A,band,band_methods,ep_eV,log_gf_linelist_sum,log_gf_strongest_component,hfs_n_components,hfs_carried,central_depth,blend_flag,vald_proximity_min,instruments_coverage_module,instruments_on_sirius,instruments_coverage_blind_spot,best_gf_source,best_log_gf,best_sigma_dex,delta_best_minus_linelist,scale_mismatch,tier,telluric_required_band,canonical_log_gf,canonical_reference,canonical_gf_tier,canonical_hfs_n,canonical_lam_A,burheim_lam_vac_A,burheim_lam_air_A,burheim_gap_A,burheim_log_gf,burheim_unc_pct,burheim_sigma_dex,burheim_transition,papoulia19_log_gf,kurucz95_log_gf,topbase_m00_log_gf,nist_lam_A,nist_gap_A,nist_log_gf,nist_grade,nist_grade_worst,nist_sigma_dex,nist_n_components,nist_ref_line
Al,I,15968.287,15972.65,NIR,synthesis,4.8272,-0.9312,-1.243,3,True,0.076,False,1.0,,,crires_plus,UNGRADED,-0.931245407318036,0.2,0.0,False,GRADEABLE,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,16684.723,16689.2809,NIR,synthesis,4.8266,-3.161,-3.712,10,True,0.001,False,1.0,,,crires_plus,UNGRADED,-3.160956352362089,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,16689.238,16693.7971,NIR,synthesis,4.8266,-2.4628,-2.889,6,True,0.006,False,1.0,,,crires_plus,UNGRADED,-2.4628160962029186,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,16697.419,16701.9803,NIR,synthesis,4.8272,-2.207,-2.722,12,True,0.01,False,1.0,,,crires_plus,UNGRADED,-2.206979304661504,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,16718.957,16723.5242,NIR,synthesis,4.0853,0.1522,-0.274,6,True,0.471,False,1.0,,,crires_plus,UNGRADED,0.15218390379708127,0.2,0.0,False,GRADEABLE,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,16750.564,16755.1398,NIR,synthesis,4.0872,0.408,-0.107,12,True,0.489,False,1.0,,,crires_plus,UNGRADED,0.40802069533849605,0.2,0.0,False,GRADEABLE,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,16763.36,16767.9393,NIR,synthesis,4.0872,-0.55,-1.101,10,True,0.395,False,1.0,,,crires_plus,UNGRADED,-0.5499563523620887,0.2,0.0,False,GRADEABLE,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,16910.328,16914.9473,NIR,synthesis,4.9931,-2.0417,-2.531,4,True,0.01,False,1.0,,,crires_plus,UNGRADED,-2.041661315844732,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,16927.241,16931.8649,NIR,synthesis,4.9938,-1.7408,-2.167,6,True,0.019,False,1.0,,,crires_plus,UNGRADED,-1.7408160962029187,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,17173.134,17177.8248,NIR,synthesis,4.9931,-1.983,-1.983,1,False,0.011,False,0.043,,,crires_plus,UNGRADED,-1.983,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,17187.941,17192.6358,NIR,synthesis,4.9938,-1.728,-1.728,1,False,0.019,False,0.0,,,crires_plus,UNGRADED,-1.728,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,17190.577,17195.2725,NIR,synthesis,4.9938,-2.682,-2.682,1,False,0.002,False,0.2717,,,crires_plus,UNGRADED,-2.682,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,17699.094,17703.9279,NIR,synthesis,4.6729,-1.1618,-1.588,6,True,0.111,False,1.0,,,crires_plus,UNGRADED,-1.1618160962029187,0.2,0.0,False,GRADEABLE,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,17708.073,17712.9094,NIR,synthesis,4.6729,-1.4627,-1.952,4,True,0.064,False,1.0,,,crires_plus,UNGRADED,-1.4626613158447317,0.2,0.0,False,GRADEABLE,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,18942.346,18947.5183,NIR,synthesis,5.2363,-1.743,-1.743,1,False,0.011,False,0.0902,,,crires_plus,UNGRADED,-1.743,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,18956.926,18962.1022,NIR,synthesis,5.2368,-1.588,-1.588,1,False,0.016,False,0.9705,,,crires_plus,UNGRADED,-1.588,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,19280.142,19285.4062,NIR,synthesis,4.9931,-1.7147,-2.204,4,True,0.018,False,1.0,,,crires_plus,UNGRADED,-1.714661315844732,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,19302.131,19307.4012,NIR,synthesis,4.9938,-1.4148,-1.841,6,True,0.033,False,1.0,,,crires_plus,UNGRADED,-1.4148160962029188,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,19482.286,19487.6053,NIR,synthesis,5.2363,-2.538,-2.538,1,False,0.002,False,0.1058,,,crires_plus,UNGRADED,-2.538,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,19497.708,19503.0314,NIR,synthesis,5.2368,-2.384,-2.384,1,False,0.003,False,0.1817,,,crires_plus,UNGRADED,-2.384,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,19709.934,19715.3152,NIR,synthesis,4.9931,-2.194,-2.194,1,False,0.006,False,0.0,,,crires_plus,UNGRADED,-2.194,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,19727.331,19732.717,NIR,synthesis,4.9938,-1.939,-1.939,1,False,0.01,False,0.093,,,crires_plus,UNGRADED,-1.939,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,19732.914,19738.3015,NIR,synthesis,4.9938,-2.893,-2.893,1,False,0.001,False,0.0141,,,crires_plus,UNGRADED,-2.893,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,20102.359,20107.8471,NIR,synthesis,5.2252,-2.598,-2.598,1,False,0.001,False,0.0,,,crires_plus,UNGRADED,-2.598,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,20241.492,20247.0179,NIR,synthesis,5.2363,-2.3,-2.3,1,False,0.003,False,1.0,,,crires_plus,UNGRADED,-2.3,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,20258.141,20263.6715,NIR,synthesis,5.2368,-2.146,-2.146,1,False,0.004,False,0.0,,,crires_plus,UNGRADED,-2.146,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,20395.58,20401.1479,NIR,synthesis,4.8266,-1.748,-1.748,1,False,0.02,False,0.0,,,crires_plus,UNGRADED,-1.748,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,20414.5388,20420.1119,NIR,synthesis,4.8272,-1.5718,-1.593,2,True,0.029,False,0.8377,,,crires_plus,UNGRADED,-1.5718092725181316,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,20471.378,20476.9665,NIR,synthesis,5.2363,-2.415,-2.415,1,False,0.002,False,0.3787,,,crires_plus,UNGRADED,-2.415,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,20487.034,20492.6268,NIR,synthesis,5.2368,-2.16,-2.16,1,False,0.004,False,0.0067,,,crires_plus,UNGRADED,-2.16,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,21093.029,21098.7868,NIR,synthesis,4.0853,-0.3087,-0.798,4,True,0.349,False,1.0,,,crires_plus,UNGRADED,-0.30866131584473183,0.2,0.0,False,GRADEABLE,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,21163.755,21169.532,NIR,synthesis,4.0872,-0.0088,-0.435,6,True,0.376,False,1.0,,,crires_plus,UNGRADED,-0.008816096202918743,0.2,0.0,False,GRADEABLE,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,21309.078,21314.8946,NIR,synthesis,5.2252,-2.366,-2.366,1,False,0.002,False,0.0089,,,crires_plus,UNGRADED,-2.366,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,21311.136,21316.9532,NIR,synthesis,5.2252,-2.667,-2.667,1,False,0.001,False,0.1942,,,crires_plus,UNGRADED,-2.667,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,21367.978,21373.8106,NIR,synthesis,5.2363,-2.01,-2.01,1,False,0.004,False,0.0547,,,crires_plus,UNGRADED,-2.01,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,21386.532,21392.3697,NIR,synthesis,5.2368,-1.856,-1.856,1,False,0.006,False,0.0533,,,crires_plus,UNGRADED,-1.856,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,21724.783,21730.7128,NIR,synthesis,5.2363,-2.214,-2.214,1,False,0.003,False,0.0063,,,crires_plus,UNGRADED,-2.214,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,21741.82,21747.7544,NIR,synthesis,5.2368,-1.959,-1.959,1,False,0.005,False,0.0,,,crires_plus,UNGRADED,-1.959,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,22677.408,22683.5972,NIR,synthesis,4.8266,-2.626,-3.177,10,True,0.003,False,1.0,,,crires_plus,UNGRADED,-2.625956352362089,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,22692.15,22698.3432,NIR,synthesis,4.8266,-1.9278,-2.354,6,True,0.013,False,1.0,,,crires_plus,UNGRADED,-1.9278160962029187,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,22700.8679,22707.0635,NIR,synthesis,4.8272,-1.673,-2.188,12,True,0.022,False,0.5742,,,crires_plus,UNGRADED,-1.6729793046615038,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,23172.934,23179.2582,NIR,synthesis,5.2363,-1.647,-1.647,1,False,0.01,False,0.0084,,,crires_plus,UNGRADED,-1.647,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,23194.757,23201.0871,NIR,synthesis,5.2368,-1.1905,-1.49,2,True,0.014,False,1.0,,,crires_plus,UNGRADED,-1.1904674139329394,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,23285.632,23291.9869,NIR,synthesis,5.2252,-2.07,-2.07,1,False,0.004,False,0.0,,,crires_plus,UNGRADED,-2.07,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,23289.169,23295.5248,NIR,synthesis,5.2252,-2.371,-2.371,1,False,0.002,False,0.0137,,,crires_plus,UNGRADED,-2.371,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,23784.058,23790.5486,NIR,synthesis,5.2363,-1.964,-1.964,1,False,0.005,False,0.3948,,,crires_plus,UNGRADED,-1.964,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,23803.351,23809.8469,NIR,synthesis,5.2368,-1.709,-1.709,1,False,0.009,False,0.427,,,crires_plus,UNGRADED,-1.709,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,24724.065,24730.8116,>24000A (NO DECLARED POLICY),,5.3729,-2.273,-2.273,1,False,0.002,False,0.9559,,,crires_plus,UNGRADED,-2.273,0.2,0.0,False,EXCLUDED-SHALLOW,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,24739.991,24746.742,>24000A (NO DECLARED POLICY),,5.3732,-2.018,-2.018,1,False,0.003,False,0.5107,,,crires_plus,UNGRADED,-2.018,0.2,0.0,False,EXCLUDED-SHALLOW,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,24985.953,24992.7709,>24000A (NO DECLARED POLICY),,4.9931,-1.2197,-1.709,4,True,0.034,False,1.0,,,,UNGRADED,-1.2196613158447318,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
