element,ion,wave_air_A,wave_vac_A,band,band_methods,ep_eV,log_gf_linelist_sum,log_gf_strongest_component,hfs_n_components,hfs_carried,central_depth,blend_flag,vald_proximity_min,instruments_coverage_module,instruments_on_sirius,instruments_coverage_blind_spot,best_gf_source,best_log_gf,best_sigma_dex,delta_best_minus_linelist,scale_mismatch,tier,telluric_required_band,canonical_log_gf,canonical_reference,canonical_gf_tier,canonical_hfs_n,canonical_lam_A,burheim_lam_vac_A,burheim_lam_air_A,burheim_gap_A,burheim_log_gf,burheim_unc_pct,burheim_sigma_dex,burheim_transition,papoulia19_log_gf,kurucz95_log_gf,topbase_m00_log_gf,nist_lam_A,nist_gap_A,nist_log_gf,nist_grade,nist_grade_worst,nist_sigma_dex,nist_n_components,nist_ref_line
Al,I,2074.682,2075.3438,FUV/<3000A (NO DECLARED POLICY),,0.0,-4.555,-4.555,1,False,0.291,False,1.0,,,,UNGRADED,-4.555,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2074.736,2075.3978,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.067,-3.067,1,False,0.9,False,1.0,,,,UNGRADED,-3.067,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2074.929,2075.5909,FUV/<3000A (NO DECLARED POLICY),,0.0,-4.518,-4.518,1,False,0.309,False,1.0,,,,UNGRADED,-4.518,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2074.987,2075.6489,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.029,-3.029,1,False,0.904,False,1.0,,,,UNGRADED,-3.029,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2075.198,2075.8599,FUV/<3000A (NO DECLARED POLICY),,0.0,-4.48,-4.48,1,False,0.323,False,1.0,,,,UNGRADED,-4.48,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2075.262,2075.9239,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.99,-2.99,1,False,0.908,False,1.0,,,,UNGRADED,-2.99,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2075.494,2076.156,FUV/<3000A (NO DECLARED POLICY),,0.0,-4.441,-4.441,1,False,0.346,False,1.0,,,,UNGRADED,-4.441,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2075.565,2076.227,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.95,-2.95,1,False,0.912,False,1.0,,,,UNGRADED,-2.95,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2075.82,2076.482,FUV/<3000A (NO DECLARED POLICY),,0.0,-4.401,-4.401,1,False,0.37,False,1.0,,,,UNGRADED,-4.401,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2075.898,2076.5601,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.909,-2.909,1,False,0.916,False,1.0,,,,UNGRADED,-2.909,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.179,2076.8411,FUV/<3000A (NO DECLARED POLICY),,0.0,-4.36,-4.36,1,False,0.401,False,1.0,,,,UNGRADED,-4.36,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.236,2076.8981,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.8435,-3.89,2,True,0.703,False,1.0,,,,UNGRADED,-3.8435127991822786,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.2549,2076.917,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.8121,-3.873,3,True,0.712,False,1.0,,,,UNGRADED,-3.8120562886272507,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.266,2076.9281,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.866,-2.866,1,False,0.92,False,1.0,,,,UNGRADED,-2.866,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.2758,2076.938,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.796,-3.857,3,True,0.72,False,1.0,,,,UNGRADED,-3.795958225135777,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.2968,2076.959,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.779,-3.84,3,True,0.728,False,1.0,,,,UNGRADED,-3.7789582251357765,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.3188,2076.981,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.762,-3.823,3,True,0.735,False,1.0,,,,UNGRADED,-3.7619582251357766,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.3418,2077.0039,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.745,-3.806,3,True,0.742,False,1.0,,,,UNGRADED,-3.7449582251357767,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.3658,2077.0279,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.727,-3.788,3,True,0.749,False,1.0,,,,UNGRADED,-3.7269911462694014,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.3898,2077.052,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.7091,-3.77,3,True,0.756,False,1.0,,,,UNGRADED,-3.7091220725185434,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.4158,2077.078,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.6911,-3.752,3,True,0.763,False,1.0,,,,UNGRADED,-3.691122072518543,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.4428,2077.105,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.673,-3.734,3,True,0.769,False,1.0,,,,UNGRADED,-3.6730239941736498,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.4709,2077.1331,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.655,-3.716,3,True,0.775,False,1.0,,,,UNGRADED,-3.65502399417365,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.5008,2077.1629,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.636,-3.697,3,True,0.781,False,1.0,,,,UNGRADED,-3.63602399417365,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.5318,2077.1939,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.617,-3.678,3,True,0.787,False,1.0,,,,UNGRADED,-3.6170239941736497,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.5637,2077.2259,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.598,-3.659,3,True,0.793,False,1.0,,,,UNGRADED,-3.5980239941736496,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.578,2077.2402,FUV/<3000A (NO DECLARED POLICY),,0.0,-4.317,-4.317,1,False,0.431,False,1.0,,,,UNGRADED,-4.317,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.5977,2077.2599,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.5781,-3.639,3,True,0.798,False,1.0,,,,UNGRADED,-3.5780567690058915,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.6327,2077.2949,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.5581,-3.619,3,True,0.804,False,1.0,,,,UNGRADED,-3.558056769005892,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.6697,2077.3319,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.5381,-3.599,3,True,0.809,False,1.0,,,,UNGRADED,-3.5380894709231834,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.674,2077.3362,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.822,-2.822,1,False,0.924,False,1.0,,,,UNGRADED,-2.822,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.7078,2077.37,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.5172,-3.578,3,True,0.814,False,1.0,,,,UNGRADED,-3.5171875640577204,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.7487,2077.4109,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.4971,-3.558,3,True,0.819,False,1.0,,,,UNGRADED,-3.497089470923183,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.7917,2077.4539,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.4752,-3.536,3,True,0.824,False,1.0,,,,UNGRADED,-3.475220200587791,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.8366,2077.4989,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.4541,-3.515,3,True,0.829,False,1.0,,,,UNGRADED,-3.454122100082268,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.8836,2077.5459,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.4321,-3.493,3,True,0.834,False,1.0,,,,UNGRADED,-3.432122100082268,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.9336,2077.5959,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.4101,-3.471,3,True,0.838,False,1.0,,,,UNGRADED,-3.410122100082268,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2076.9856,2077.6479,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.3872,-3.448,3,True,0.843,False,1.0,,,,UNGRADED,-3.3871546566395767,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.022,2077.6843,FUV/<3000A (NO DECLARED POLICY),,0.0,-4.273,-4.273,1,False,0.461,False,1.0,,,,UNGRADED,-4.273,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.029,2077.6913,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.852,-4.852,1,False,0.157,False,1.0,,,,UNGRADED,-4.852,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.042,2077.7043,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.3785,-3.425,2,True,0.847,False,1.0,,,,UNGRADED,-3.3785127991822783,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.087,2077.7493,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.829,-4.829,1,False,0.164,False,1.0,,,,UNGRADED,-4.829,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.1,2077.7623,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.3546,-3.401,2,True,0.851,False,1.0,,,,UNGRADED,-3.354614205169435,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.129,2077.7913,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.776,-2.776,1,False,0.928,False,1.0,,,,UNGRADED,-2.776,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.148,2077.8103,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.806,-4.806,1,False,0.172,False,1.0,,,,UNGRADED,-4.806,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.162,2077.8243,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.3315,-3.378,2,True,0.855,False,1.0,,,,UNGRADED,-3.3315127991822786,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.212,2077.8743,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.782,-4.782,1,False,0.181,False,1.0,,,,UNGRADED,-4.782,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.2271,2077.8894,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.3065,-3.353,2,True,0.859,False,1.0,,,,UNGRADED,-3.3065127991822783,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.281,2077.9433,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.758,-4.758,1,False,0.19,False,1.0,,,,UNGRADED,-4.758,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.297,2077.9593,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.2816,-3.328,2,True,0.863,False,1.0,,,,UNGRADED,-3.2816142051694346,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.353,2078.0153,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.733,-4.733,1,False,0.303,False,1.0,,,,UNGRADED,-4.733,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.37,2078.0323,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.2565,-3.303,2,True,0.966,False,1.0,,,,UNGRADED,-3.2565127991822784,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.43,2078.0923,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.708,-4.708,1,False,0.316,False,1.0,,,,UNGRADED,-4.708,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.448,2078.1104,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.2306,-3.277,2,True,0.967,False,1.0,,,,UNGRADED,-3.230614205169435,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.512,2078.1744,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.682,-4.682,1,False,0.331,False,1.0,,,,UNGRADED,-4.682,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.518,2078.1804,FUV/<3000A (NO DECLARED POLICY),,0.0,-4.227,-4.227,1,False,0.669,False,1.0,,,,UNGRADED,-4.227,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.531,2078.1934,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.2045,-3.251,2,True,0.968,False,1.0,,,,UNGRADED,-3.2045127991822784,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.599,2078.2614,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.655,-4.655,1,False,0.347,False,1.0,,,,UNGRADED,-4.655,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.62,2078.2824,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.1775,-3.224,2,True,0.97,False,1.0,,,,UNGRADED,-3.1775127991822787,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.637,2078.2994,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.729,-2.729,1,False,0.984,False,1.0,,,,UNGRADED,-2.729,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.692,2078.3544,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.629,-4.629,1,False,0.363,False,1.0,,,,UNGRADED,-4.629,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.714,2078.3764,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.1505,-3.197,2,True,0.971,False,1.0,,,,UNGRADED,-3.1505127991822786,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.791,2078.4534,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.601,-4.601,1,False,0.38,False,1.0,,,,UNGRADED,-4.601,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.8141,2078.4765,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.1225,-3.169,2,True,0.972,False,1.0,,,,UNGRADED,-3.1225127991822785,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.897,2078.5594,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.573,-4.573,1,False,0.4,False,1.0,,,,UNGRADED,-4.573,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2077.922,2078.5844,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.0935,-3.14,2,True,0.973,False,1.0,,,,UNGRADED,-3.0935127991822786,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.01,2078.6725,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.545,-4.545,1,False,0.421,False,1.0,,,,UNGRADED,-4.545,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.037,2078.6995,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.0645,-3.111,2,True,0.974,False,1.0,,,,UNGRADED,-3.0645127991822787,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.074,2078.7365,FUV/<3000A (NO DECLARED POLICY),,0.0,-4.18,-4.18,1,False,0.703,False,1.0,,,,UNGRADED,-4.18,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.132,2078.7945,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.515,-4.515,1,False,0.443,False,1.0,,,,UNGRADED,-4.515,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.1601,2078.8226,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.0345,-3.081,2,True,0.974,False,1.0,,,,UNGRADED,-3.0345127991822785,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.208,2078.8705,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.68,-2.68,1,False,0.985,False,1.0,,,,UNGRADED,-2.68,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.262,2078.9245,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.485,-4.485,1,False,0.464,False,1.0,,,,UNGRADED,-4.485,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.293,2078.9555,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.0035,-3.05,2,True,0.975,False,1.0,,,,UNGRADED,-3.0035127991822783,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.402,2079.0645,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.455,-4.455,1,False,0.484,False,1.0,,,,UNGRADED,-4.455,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.436,2079.0985,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.9725,-3.019,2,True,0.976,False,1.0,,,,UNGRADED,-2.9725127991822786,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.554,2079.2166,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.423,-4.423,1,False,0.506,False,1.0,,,,UNGRADED,-4.423,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.5891,2079.2517,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.9405,-2.987,2,True,0.977,False,1.0,,,,UNGRADED,-2.9405127991822786,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.701,2079.3636,FUV/<3000A (NO DECLARED POLICY),,0.0,-4.131,-4.131,1,False,0.735,False,1.0,,,,UNGRADED,-4.131,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.717,2079.3796,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.391,-4.391,1,False,0.529,False,1.0,,,,UNGRADED,-4.391,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.7551,2079.4177,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.9075,-2.954,2,True,0.978,False,1.0,,,,UNGRADED,-2.9075127991822787,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.851,2079.5136,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.629,-2.629,1,False,0.986,False,1.0,,,,UNGRADED,-2.629,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.893,2079.5556,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.358,-4.358,1,False,0.557,False,1.0,,,,UNGRADED,-4.358,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2078.935,2079.5976,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.8735,-2.92,2,True,0.979,False,1.0,,,,UNGRADED,-2.8735127991822784,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2079.085,2079.7477,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.324,-4.324,1,False,0.581,False,1.0,,,,UNGRADED,-4.324,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2079.13,2079.7927,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.8385,-2.885,2,True,0.98,False,1.0,,,,UNGRADED,-2.8385127991822783,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2079.293,2079.9557,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.289,-4.289,1,False,0.613,False,1.0,,,,UNGRADED,-4.289,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2079.342,2080.0047,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.8026,-2.849,2,True,0.981,False,1.0,,,,UNGRADED,-2.802614205169435,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2079.411,2080.0737,FUV/<3000A (NO DECLARED POLICY),,0.0,-4.08,-4.08,1,False,0.766,False,1.0,,,,UNGRADED,-4.08,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2079.519,2080.1817,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.254,-4.254,1,False,0.637,False,1.0,,,,UNGRADED,-4.254,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2079.573,2080.2358,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.7665,-2.813,2,True,0.982,False,1.0,,,,UNGRADED,-2.7665127991822787,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2079.581,2080.2438,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.576,-2.576,1,False,0.987,False,1.0,,,,UNGRADED,-2.576,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2079.767,2080.4298,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.217,-4.217,1,False,0.666,False,1.0,,,,UNGRADED,-4.217,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2079.8251,2080.4879,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.7285,-2.775,2,True,0.982,False,1.0,,,,UNGRADED,-2.7285127991822784,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2080.037,2080.6998,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.179,-4.179,1,False,0.693,False,1.0,,,,UNGRADED,-4.179,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2080.1011,2080.764,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.6895,-2.736,2,True,0.983,False,1.0,,,,UNGRADED,-2.6895127991822787,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2080.219,2080.8819,FUV/<3000A (NO DECLARED POLICY),,0.0,-4.027,-4.027,1,False,0.796,False,1.0,,,,UNGRADED,-4.027,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2080.334,2080.9969,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.14,-4.14,1,False,0.721,False,1.0,,,,UNGRADED,-4.14,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2080.4051,2081.068,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.6495,-2.696,2,True,0.984,False,1.0,,,,UNGRADED,-2.6495127991822787,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2080.413,2081.0759,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.52,-2.52,1,False,0.987,False,1.0,,,,UNGRADED,-2.52,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2080.662,2081.325,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.1,-4.1,1,False,0.745,False,1.0,,,,UNGRADED,-4.1,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
