# Heiter et al. 2021, A&A 645 A106 (2021A&A...645A.106H) — VizieR J/A+A/645/A106, geslines.dat.
# SUBSET: Element == 'Fe', 4700 <= lambda <= 6900 A; 10 of 24 columns. Rows and values are AS PUBLISHED (RYA-161).
# Source: J_A+A_645_A106_geslines.dat.gz.fits.gz  md5 7dd3239948c2a71716d3158ae847bec3
Element	Ion	Isotope	lambda	loggf	e_loggf	r_loggf	gfflag	synflag	Elow
Fe	1	0	6262.9908	-4.482	0.000	K07	-	-	5.476
Fe	1	0	6263.1423	-6.518	0.000	K07	-	-	5.106
Fe	1	0	6263.2227	-6.715	0.000	K07	-	-	3.635
Fe	1	0	6263.2683	-3.600	0.000	K07	-	-	4.371
Fe	1	0	6265.1323	-2.550	0.015	GESB82c+BWL	Y	Y	2.176
Fe	1	0	6265.4229	-0.932	0.000	K07	-	-	5.033
Fe	1	0	6265.5116	-3.429	0.000	K07	-	-	5.446
Fe	1	0	6265.6188	-4.934	0.000	K07	-	-	4.387
Fe	1	0	6267.6367	-5.774	0.000	K07	-	-	2.279
Fe	1	0	6267.6760	-2.759	0.000	K07	-	-	3.943
Fe	1	0	6267.7656	-1.363	0.000	K07	-	-	4.991
Fe	1	0	6267.8253	-2.376	0.000	K07	-	-	4.294
Fe	1	0	6268.0992	-4.382	0.000	K07	-	-	4.733
Fe	1	0	6268.2073	-2.547	0.000	K07	-	-	5.273
Fe	2	0	6268.3681	-3.857	0.000	K13	-	-	13.220
Fe	1	0	6268.6534	-4.122	0.000	K07	-	-	5.386
Fe	3	0	6268.6644	-7.966	0.000	K10	-	-	22.869
Fe	3	0	6268.7037	-1.216	0.000	K10	-	-	23.531
Fe	1	0	6268.7155	-3.856	0.000	K07	-	-	5.070
Fe	2	0	6268.7348	-1.254	0.000	RU	-	-	11.270
Fe	1	0	6268.8154	-3.914	0.000	K07	-	-	5.273
Fe	1	0	6268.9423	-1.527	0.000	K07	-	-	5.100
Fe	2	0	6269.0174	-4.438	0.000	RU	-	-	11.493
Fe	1	0	6269.1476	-6.303	0.000	K07	-	-	3.547
Fe	3	0	6269.1873	-6.440	0.000	K10	-	-	20.643
Fe	2	0	6269.2529	-4.415	0.000	K13	-	-	12.217
Fe	2	0	6269.3414	-3.127	0.000	RU	-	-	8.568
Fe	2	0	6269.3622	-1.349	0.000	RU	-	-	11.050
Fe	2	0	6269.3673	-6.400	0.000	K13	-	-	13.193
Fe	2	0	6269.6201	-2.631	0.000	RU	-	-	11.270
Fe	1	0	6269.8340	-5.627	0.000	K07	-	-	5.478
Fe	2	0	6269.9591	-4.500	0.000	RU	-	-	3.245
Fe	1	0	6269.9673	-6.110	0.000	K07	-	-	5.357
Fe	3	0	6270.0169	-2.873	0.000	K10	-	-	22.614
Fe	2	0	6270.1439	-2.258	0.000	RU	-	-	8.953
Fe	1	0	6270.2234	-2.470	0.059	BKK+BWL	Y	Y	2.858
Fe	2	0	6270.3756	-3.396	0.000	K13	-	-	13.478
Fe	1	0	6270.5356	-8.024	0.000	K07	-	-	5.106
Fe	3	0	6270.5360	-2.203	0.000	K10	-	-	22.668
Fe	2	0	6270.7653	-2.297	0.000	RU	-	-	8.932
Fe	2	0	6270.8542	-4.296	0.000	K13	-	-	12.199
Fe	1	0	6270.8904	-4.842	0.000	K07	-	-	5.334
Fe	2	0	6271.0851	-7.784	0.000	K13	-	-	12.448
Fe	2	0	6271.1756	-0.936	0.000	RU	-	-	11.255
Fe	2	0	6271.1984	-3.448	0.000	RU	-	-	10.918
Fe	3	0	6271.2086	-2.241	0.000	K10	-	-	23.532
Fe	1	0	6271.2779	-2.703	0.036	BK	Y	U	3.332
Fe	3	0	6271.3935	-1.797	0.000	K10	-	-	22.614
Fe	1	0	6271.5135	-3.581	0.000	K07	-	-	4.584
Fe	2	0	6271.5293	-3.798	0.000	RU	-	-	7.274
Fe	2	0	6271.5521	-3.338	0.000	K13	-	-	13.479
Fe	1	0	6271.8208	-7.730	0.000	K07	-	-	5.112
Fe	2	0	6271.8637	-5.191	0.000	K13	-	-	12.217
Fe	2	0	6271.9192	-6.175	0.000	K13	-	-	10.379
Fe	2	0	6272.3265	-4.360	0.000	K13	-	-	13.448
Fe	2	0	6272.3477	0.002	0.000	K13	-	-	13.613
Fe	2	0	6272.4296	-2.181	0.000	RU	-	-	11.460
Fe	2	0	6272.4457	-2.902	0.000	K13	-	-	13.357
Fe	2	0	6272.5114	-6.148	0.000	K13	-	-	12.448
Fe	2	0	6272.9487	-5.125	0.000	RU	-	-	11.051
Fe	2	0	6273.1975	-5.741	0.000	K13	-	-	13.187
Fe	2	0	6273.2766	-5.261	0.000	K13	-	-	13.448
Fe	2	0	6273.5774	-3.926	0.000	RU	-	-	6.217
Fe	1	0	6273.7793	-4.276	0.000	K07	-	-	4.371
Fe	1	0	6274.0892	-1.325	0.000	K07	-	-	5.086
Fe	1	0	6274.2826	-4.464	0.000	K07	-	-	4.796
Fe	2	0	6275.5299	-10.003	0.000	K13	-	-	0.301
Fe	1	0	6275.8116	-2.607	0.000	K07	-	-	5.491
Fe	1	0	6277.1238	-2.055	0.000	K07	-	-	5.305
Fe	1	0	6277.1856	-2.183	0.000	K07	-	-	5.352
Fe	1	0	6277.3342	-4.001	0.000	K07	-	-	2.759
Fe	1	0	6277.6638	-4.554	0.000	K07	-	-	3.640
Fe	3	0	6278.1203	-2.047	0.000	K10	-	-	22.617
Fe	3	0	6278.1282	-7.071	0.000	K10	-	-	23.607
Fe	2	0	6278.1388	-4.136	0.000	K13	-	-	13.223
Fe	2	0	6278.2153	-8.650	0.000	K13	-	-	3.387
Fe	1	0	6278.3147	-4.420	0.000	K07	-	-	5.426
Fe	2	0	6278.3340	-3.748	0.000	K13	-	-	12.213
Fe	2	0	6278.5895	-7.636	0.000	K13	-	-	12.714
Fe	2	0	6278.5927	-9.595	0.000	K13	-	-	12.714
Fe	1	0	6278.6841	-6.042	0.000	K07	-	-	5.352
Fe	1	0	6278.8746	-9.653	0.000	K07	-	-	5.550
Fe	1	0	6278.8746	-5.675	0.000	K07	-	-	5.550
Fe	2	0	6278.9456	-6.997	0.000	K13	-	-	10.379
Fe	1	0	6278.9661	-1.139	0.000	K07	-	-	5.033
Fe	1	0	6279.0990	-3.697	0.000	K07	-	-	4.313
Fe	1	0	6279.1428	-8.304	0.000	K07	-	-	5.550
Fe	1	0	6279.3171	-5.143	0.000	K07	-	-	5.446
Fe	3	0	6279.4256	-5.315	0.000	K10	-	-	20.643
Fe	3	0	6279.4413	-6.610	0.000	K10	-	-	23.607
Fe	1	0	6279.4768	-9.348	0.000	K07	-	-	5.112
Fe	1	0	6279.5873	-4.633	0.000	K07	-	-	5.067
Fe	3	0	6279.7017	-2.329	0.000	K10	-	-	22.617
Fe	2	0	6279.7198	-6.991	0.000	K13	-	-	10.288
Fe	2	0	6279.8204	-5.601	0.000	RU	-	-	2.844
Fe	1	0	6279.8472	-9.244	0.000	K07	-	-	5.632
Fe	1	0	6279.9182	-8.591	0.000	K07	-	-	5.632
Fe	1	0	6279.9474	-5.579	0.000	K07	-	-	5.476
Fe	2	0	6279.9549	-10.530	0.000	K13	-	-	2.642
Fe	2	0	6279.9549	-8.555	0.000	K13	-	-	2.642
Fe	1	0	6280.0768	-8.726	0.000	K07	-	-	4.294
Fe	1	0	6280.0800	-9.574	0.000	K07	-	-	5.632
Fe	2	0	6280.2177	-3.430	0.000	RU	-	-	8.957
Fe	2	0	6280.2307	-4.307	0.000	RU	-	-	11.493
Fe	3	0	6280.3171	-2.869	0.000	K10	-	-	22.617
Fe	1	0	6280.3463	-4.236	0.000	K07	-	-	5.067
Fe	1	0	6280.3917	-9.551	0.000	K07	-	-	5.632
Fe	3	0	6280.5065	-3.472	0.000	K10	-	-	22.617
Fe	2	0	6280.5077	-9.008	0.000	K13	-	-	12.714
Fe	1	0	6280.5534	-8.571	0.000	K07	-	-	5.112
Fe	1	0	6280.6174	-4.390	0.014	GESB86+BWL	Y	N	0.859
Fe	2	0	6280.6568	-3.566	0.000	K13	-	-	11.219
Fe	1	0	6280.7701	-1.659	0.000	K07	-	-	4.580
Fe	1	0	6281.1201	-5.234	0.000	K07	-	-	5.426
Fe	3	0	6281.1812	-2.907	0.000	K10	-	-	14.177
Fe	2	0	6281.3356	-5.643	0.000	K13	-	-	12.199
Fe	2	0	6281.5388	-5.908	0.000	RU	-	-	7.727
Fe	1	0	6281.5692	-3.307	0.000	K07	-	-	5.012
Fe	2	0	6281.6387	-3.762	0.000	RU	-	-	7.769
Fe	1	0	6281.7464	-4.375	0.000	K07	-	-	5.330
Fe	3	0	6281.7812	-5.649	0.000	K10	-	-	23.609
Fe	3	0	6281.8127	-6.403	0.000	K10	-	-	20.643
Fe	1	0	6281.9770	-4.185	0.000	K07	-	-	4.446
Fe	2	0	6282.0105	-7.645	0.000	K13	-	-	11.653
Fe	2	0	6282.1578	-2.533	0.000	K13	-	-	13.478
Fe	1	0	6282.2766	-4.227	0.000	K07	-	-	5.478
Fe	2	0	6282.2975	-4.325	0.000	RU	-	-	11.653
Fe	2	0	6282.6410	-5.307	0.000	RU	-	-	10.778
Fe	2	0	6282.7468	-4.554	0.000	K13	-	-	10.723
Fe	2	0	6282.8191	-4.943	0.000	K13	-	-	13.997
Fe	2	0	6282.8390	-3.751	0.000	RU	-	-	10.723
Fe	1	0	6282.8633	-4.092	0.000	K07	-	-	5.067
Fe	2	0	6283.0287	-2.636	0.000	K13	-	-	13.478
Fe	2	0	6283.0583	-4.341	0.000	K13	-	-	11.741
Fe	2	0	6283.1670	-4.666	0.000	RU	-	-	11.742
Fe	1	0	6283.2305	-6.463	0.000	K07	-	-	5.491
Fe	3	0	6283.2894	-7.536	0.000	K10	-	-	20.643
Fe	2	0	6283.3079	-3.135	0.000	RU	-	-	10.937
Fe	2	0	6283.3482	-3.712	0.000	RU	-	-	9.700
Fe	1	0	6283.6093	-4.588	0.000	K07	-	-	3.642
Fe	1	0	6284.0102	-5.189	0.000	K07	-	-	3.301
Fe	1	0	6284.5284	-3.317	0.000	K07	-	-	4.593
Fe	1	0	6284.7240	-5.753	0.000	K07	-	-	3.547
Fe	1	0	6286.5091	-3.447	0.000	K07	-	-	3.984
Fe	1	0	6287.2532	-2.530	0.000	K07	-	-	5.341
Fe	1	0	6287.5308	-3.454	0.000	K07	-	-	5.320
Fe	2	0	6287.9282	-1.661	0.000	K13	-	-	11.076
Fe	1	0	6287.9591	-2.958	0.000	K07	-	-	5.100
Fe	2	0	6288.1711	-1.913	0.000	RU	-	-	10.937
Fe	1	0	6288.2518	-5.624	0.000	K07	-	-	5.348
Fe	2	0	6288.3178	-5.126	0.000	K13	-	-	12.175
Fe	3	0	6288.3206	-5.633	0.000	K10	-	-	23.607
Fe	1	0	6288.3230	-3.904	0.000	K07	-	-	4.446
Fe	3	0	6288.3364	-2.714	0.000	K10	-	-	23.532
Fe	1	0	6288.3621	-4.270	0.000	K07	-	-	5.446
Fe	2	0	6288.4389	-2.268	0.000	RU	-	-	11.270
Fe	2	0	6288.7268	-0.864	0.000	RU	-	-	10.909
Fe	3	0	6288.7280	-3.456	0.000	K10	-	-	23.099
Fe	2	0	6288.7794	-2.790	0.000	K13	-	-	13.457
Fe	2	0	6288.8542	-5.021	0.000	RU	-	-	7.790
Fe	1	0	6288.9527	-4.171	0.000	K07	-	-	5.106
Fe	1	0	6289.3219	-8.581	0.000	K07	-	-	3.017
Fe	2	0	6289.3298	-0.740	0.000	RU	-	-	11.270
Fe	1	0	6289.3923	-5.659	0.000	K07	-	-	5.309
Fe	2	0	6289.4164	-6.152	0.000	K13	-	-	10.778
Fe	2	0	6289.5055	-2.945	0.000	RU	-	-	9.776
Fe	1	0	6289.6895	-5.357	0.000	K07	-	-	5.067
Fe	1	0	6289.6938	-8.577	0.000	K07	-	-	5.507
Fe	1	0	6289.6978	-7.210	0.000	K07	-	-	5.507
Fe	3	0	6289.7567	-4.406	0.000	K10	-	-	20.643
Fe	2	0	6289.8549	-8.580	0.000	K13	-	-	10.623
Fe	2	0	6289.8691	-1.200	0.000	K13	-	-	13.491
Fe	2	0	6289.8842	-4.288	0.000	K13	-	-	12.213
Fe	3	0	6289.9744	-2.109	0.000	K10	-	-	22.620
Fe	1	0	6290.3824	-3.740	0.000	K07	-	-	5.446
Fe	2	0	6290.3899	-8.614	0.000	K13	-	-	12.771
Fe	2	0	6290.3943	-8.579	0.000	K13	-	-	12.771
Fe	1	0	6290.4181	-3.487	0.000	K07	-	-	5.491
Fe	2	0	6290.4667	-5.752	0.000	RU	-	-	8.744
Fe	1	0	6290.4913	-8.554	0.000	K07	-	-	5.386
Fe	1	0	6290.5095	-6.460	0.000	K07	-	-	3.018
Fe	1	0	6290.5431	-4.330	0.000	K07	N	Y	2.588
Fe	2	0	6290.5764	-4.630	0.000	K13	-	-	12.217
Fe	3	0	6290.5918	-1.865	0.000	K10	-	-	22.620
Fe	1	0	6290.6175	-3.713	0.000	K07	-	-	5.478
Fe	2	0	6290.6587	-5.721	0.000	K13	-	-	11.112
Fe	2	0	6290.6623	-3.786	0.000	RU	-	-	5.569
Fe	1	0	6290.9216	-7.524	0.000	K07	-	-	5.309
Fe	1	0	6290.9231	-5.451	0.000	K07	-	-	4.371
Fe	1	0	6290.9651	-0.774	0.000	K07	N	U	4.733
Fe	1	0	6291.0356	-5.868	0.000	K07	-	-	5.372
Fe	1	0	6291.0597	-3.194	0.000	K07	-	-	5.393
Fe	1	0	6291.0661	-4.538	0.000	K07	-	-	4.733
Fe	2	0	6291.1005	-7.795	0.000	K13	-	-	12.771
Fe	2	0	6291.1013	-7.336	0.000	K13	-	-	12.771
Fe	1	0	6291.3064	-8.702	0.000	K07	-	-	5.386
Fe	1	0	6291.3072	-8.156	0.000	K07	-	-	5.386
Fe	2	0	6291.3479	-4.960	0.000	RU	-	-	6.223
Fe	2	0	6291.3495	-3.671	0.000	K13	-	-	12.213
Fe	2	0	6291.7055	-3.688	0.000	K13	-	-	11.433
Fe	2	0	6291.8259	0.348	0.000	RU	-	-	10.930
Fe	2	0	6291.8658	-6.811	0.000	K13	-	-	12.771
Fe	2	0	6291.8944	-8.843	0.000	K13	-	-	4.837
Fe	1	0	6291.8995	-6.282	0.000	K07	-	-	5.309
Fe	3	0	6291.9775	-2.489	0.000	K10	-	-	22.620
Fe	2	0	6291.9922	-5.307	0.000	K13	-	-	12.213
Fe	2	0	6292.0017	-8.103	0.000	K13	-	-	8.630
Fe	1	0	6292.0864	-7.652	0.000	K07	-	-	5.386
Fe	1	0	6292.0868	-8.353	0.000	K07	-	-	5.386
Fe	2	0	6292.2025	-5.861	0.000	RU	-	-	9.694
Fe	2	0	6292.3747	-3.577	0.000	K13	-	-	12.195
Fe	1	0	6292.6393	-7.694	0.000	K07	-	-	5.386
Fe	1	0	6292.7835	-6.319	0.000	K07	-	-	5.309
Fe	1	0	6292.8219	-2.791	0.000	K07	-	-	5.341
Fe	1	0	6292.8698	-3.774	0.000	K07	-	-	5.539
Fe	2	0	6293.0334	-3.613	0.000	K13	-	-	13.487
Fe	2	0	6293.1198	-3.799	0.000	K13	-	-	12.225
Fe	2	0	6293.1432	-3.827	0.000	RU	-	-	11.185
Fe	3	0	6293.1539	-6.794	0.000	K10	-	-	20.574
Fe	2	0	6293.2997	-2.464	0.000	K13	-	-	11.017
Fe	1	0	6293.6107	-1.156	0.000	K07	-	-	5.064
Fe	2	0	6293.7874	-5.189	0.000	RU	-	-	3.267
Fe	1	0	6293.9241	-1.717	0.000	K07	N	U	4.835
Fe	1	0	6294.0941	-3.918	0.000	K07	-	-	4.446
Fe	1	0	6294.1206	-3.096	0.000	K07	-	-	5.334
Fe	1	0	6296.1803	-2.094	0.000	K07	-	-	5.064
Fe	1	0	6297.7926	-2.737	0.014	BKK+GESB82c+BWL	Y	Y	2.223
Fe	1	0	6297.9632	-3.317	0.000	K07	-	-	5.100
Fe	1	0	6298.2100	-8.849	0.000	K07	-	-	5.388
Fe	2	0	6298.2862	-3.901	0.000	K13	-	-	11.090
Fe	2	0	6298.3743	-7.612	0.000	K13	-	-	9.694
Fe	2	0	6298.3858	-4.271	0.000	RU	-	-	11.746
Fe	2	0	6298.3878	-3.122	0.000	RU	-	-	10.778
Fe	2	0	6298.5521	-6.270	0.000	K13	-	-	13.497
Fe	2	0	6298.6068	-1.268	0.000	RU	-	-	10.909
Fe	1	0	6298.6180	-4.225	0.000	K07	-	-	5.539
Fe	2	0	6298.9255	-8.760	0.000	K13	-	-	12.719
Fe	1	0	6298.9295	-8.822	0.000	K07	-	-	3.017
Fe	1	0	6298.9910	-8.379	0.000	K07	-	-	5.388
Fe	1	0	6298.9914	-8.282	0.000	K07	-	-	5.388
Fe	2	0	6299.1613	-3.204	0.000	RU	-	-	8.592
Fe	2	0	6299.2915	-5.663	0.000	K13	-	-	11.746
Fe	2	0	6299.4844	-2.974	0.000	K13	-	-	12.090
Fe	2	0	6299.4959	-3.369	0.000	K13	-	-	11.741
Fe	2	0	6299.4971	-2.610	0.000	RU	-	-	11.000
Fe	1	0	6299.5447	-8.307	0.000	K07	-	-	5.388
Fe	1	0	6299.5451	-7.584	0.000	K07	-	-	5.388
Fe	2	0	6299.5980	-5.909	0.000	RU	-	-	11.742
Fe	1	0	6299.6440	-7.533	0.000	K07	-	-	5.388
Fe	3	0	6299.6813	-4.493	0.000	K10	-	-	8.241
Fe	1	0	6299.8373	-5.172	0.000	K07	-	-	5.538
Fe	3	0	6299.8837	-6.108	0.000	K10	-	-	20.574
Fe	1	0	6299.9167	-4.405	0.000	K07	-	-	5.476
Fe	1	0	6300.1207	-9.098	0.000	K07	-	-	3.018
Fe	1	0	6300.4146	-3.413	0.000	K07	-	-	5.033
Fe	1	0	6300.6087	-6.413	0.000	K07	-	-	5.410
Fe	2	0	6300.6131	-3.542	0.000	RU	-	-	10.987
Fe	1	0	6300.6230	-5.723	0.000	K07	-	-	5.357
Fe	2	0	6300.7596	-3.115	0.000	K13	-	-	12.090
Fe	2	0	6300.8021	-8.138	0.000	K13	-	-	12.719
Fe	2	0	6300.8021	-8.135	0.000	K13	-	-	12.719
Fe	2	0	6300.9737	-1.926	0.000	RU	-	-	11.307
Fe	2	0	6301.0051	-2.811	0.000	RU	-	-	11.270
Fe	2	0	6301.1024	-3.291	0.000	K13	-	-	13.457
Fe	2	0	6301.2672	-5.733	0.000	RU	-	-	6.226
Fe	2	0	6301.2795	-3.222	0.000	K13	-	-	9.624
Fe	2	0	6301.3172	-2.860	0.000	RU	-	-	11.051
Fe	2	0	6301.3196	-6.104	0.000	K13	-	-	12.132
Fe	2	0	6301.4904	-4.161	0.000	K13	-	-	13.506
Fe	1	0	6301.4999	-0.720	0.010	BKK+GESHRL14	Y	U	3.654
Fe	2	0	6301.7077	-3.906	0.000	K13	-	-	13.230
Fe	2	0	6301.7120	-3.248	0.000	K13	-	-	13.457
Fe	1	0	6301.7669	-2.889	0.000	K07	-	-	5.458
Fe	1	0	6301.8630	-4.962	0.000	K07	-	-	3.640
Fe	2	0	6302.0342	-7.637	0.000	K13	-	-	12.719
Fe	2	0	6302.0362	-7.769	0.000	K13	-	-	12.719
Fe	2	0	6302.1121	-7.129	0.000	K13	-	-	12.719
Fe	2	0	6302.2690	-8.767	0.000	K13	-	-	3.944
Fe	2	0	6302.2690	-7.998	0.000	K13	-	-	3.944
Fe	2	0	6302.4101	-2.652	0.000	RU	-	-	7.727
Fe	1	0	6302.4935	-0.973	0.000	K07	-	-	3.686
Fe	2	0	6302.4998	-4.343	0.000	K13	-	-	10.918
Fe	2	0	6302.5165	-2.929	0.000	RU	-	-	11.125
Fe	1	0	6302.7804	-4.940	0.000	K07	-	-	5.371
Fe	2	0	6303.0271	-6.276	0.000	K13	-	-	13.487
Fe	1	0	6303.4600	-3.686	0.000	K07	N	U	4.320
Fe	1	0	6304.3869	-3.329	0.000	K07	-	-	5.033
Fe	1	0	6304.7897	-0.876	0.000	K07	-	-	4.991
Fe	2	0	6305.2955	-2.094	0.000	RU	-	-	6.219
Fe	1	0	6306.9929	-6.875	0.000	K07	-	-	2.990
Fe	1	0	6307.2973	-3.906	0.000	K07	-	-	5.314
Fe	2	0	6307.5201	-5.566	0.000	RU	-	-	2.828
Fe	1	0	6307.6650	-4.572	0.000	K07	-	-	4.387
Fe	1	0	6307.8449	-4.514	0.000	K07	-	-	4.415
Fe	1	0	6307.8544	-4.296	0.000	K07	-	-	3.642
Fe	1	0	6307.9567	-4.105	0.000	K07	-	-	4.446
Fe	2	0	6308.0761	-5.735	0.000	K13	-	-	13.490
Fe	2	0	6308.1669	-2.685	0.000	K13	-	-	13.457
Fe	2	0	6308.1959	-6.585	0.000	K13	-	-	13.487
Fe	2	0	6308.2584	-4.294	0.000	K13	-	-	12.213
Fe	3	0	6308.2954	-6.997	0.000	K10	-	-	23.609
Fe	2	0	6308.4439	-2.810	0.000	K13	-	-	13.457
Fe	2	0	6308.4638	-4.429	0.000	RU	-	-	10.731
Fe	3	0	6308.5343	-2.858	0.000	K10	-	-	22.626
Fe	2	0	6308.7735	-3.963	0.000	RU	-	-	11.090
Fe	2	0	6308.8237	-2.837	0.000	K13	-	-	13.467
Fe	2	0	6308.9849	-3.479	0.000	K13	-	-	11.093
Fe	1	0	6309.0494	-8.497	0.000	K07	-	-	4.371
Fe	2	0	6309.3421	-2.242	0.000	RU	-	-	10.629
Fe	2	0	6309.4401	-9.099	0.000	K13	-	-	8.636
Fe	2	0	6309.5340	-14.688	0.000	K13	-	-	0.000
Fe	2	0	6309.5340	-12.232	0.000	K13	-	-	0.000
Fe	2	0	6309.5408	-3.124	0.000	RU	-	-	7.940
Fe	2	0	6309.7511	-5.810	0.000	RU	-	-	11.090
Fe	2	0	6309.8737	-5.711	0.000	RU	-	-	11.662
Fe	1	0	6309.9032	-9.861	0.000	K07	-	-	5.607
Fe	1	0	6309.9829	-9.925	0.000	K07	-	-	5.607
Fe	1	0	6309.9829	-7.023	0.000	K07	-	-	5.607
Fe	3	0	6310.0076	-0.878	0.000	K10	-	-	22.746
Fe	1	0	6310.0705	-6.560	0.000	K07	-	-	5.607
Fe	1	0	6310.1314	-5.384	0.000	K07	-	-	5.491
Fe	1	0	6310.2151	-2.893	0.000	K07	-	-	5.341
Fe	1	0	6310.4556	-5.410	0.000	K07	-	-	5.348
Fe	2	0	6310.4995	-4.554	0.000	RU	-	-	11.493
Fe	1	0	6310.5158	-5.074	0.000	K07	-	-	2.949
Fe	1	0	6310.6759	-5.440	0.000	K07	-	-	5.388
Fe	1	0	6310.7440	-5.992	0.000	K07	-	-	5.385
Fe	1	0	6311.3193	-5.000	0.000	K07	-	-	5.070
Fe	3	0	6311.3699	-5.695	0.000	K10	-	-	23.606
Fe	2	0	6311.4162	-2.448	0.000	K13	-	-	13.481
Fe	1	0	6311.4994	-3.141	0.046	BK	Y	U	2.832
Fe	2	0	6311.7302	-6.388	0.000	K13	-	-	11.149
Fe	2	0	6311.7891	-5.436	0.000	K13	-	-	10.906
Fe	2	0	6311.9784	-2.927	0.000	K13	-	-	13.462
Fe	1	0	6312.3471	-3.283	0.000	K07	-	-	5.033
Fe	2	0	6312.4706	-2.841	0.000	K13	-	-	13.490
Fe	2	0	6312.5133	-1.935	0.000	K13	-	-	12.090
Fe	1	0	6312.6213	-3.763	0.000	K07	-	-	5.502
Fe	1	0	6312.7050	-4.210	0.000	K07	-	-	5.385
Fe	2	0	6312.7570	-4.935	0.000	RU	-	-	11.035
Fe	1	0	6312.7656	-4.119	0.000	K07	-	-	4.435
Fe	2	0	6313.0447	-6.749	0.000	K13	-	-	8.568
Fe	1	0	6313.0542	-7.751	0.000	K07	-	-	5.393
Fe	3	0	6313.1356	-5.517	0.000	K10	-	-	23.610
Fe	3	0	6313.1395	-4.791	0.000	K10	-	-	23.607
Fe	2	0	6313.1447	-3.607	0.000	RU	-	-	9.700
Fe	2	0	6313.1523	-3.911	0.000	RU	-	-	7.773
Fe	1	0	6313.1675	-5.252	0.000	K07	-	-	5.385
Fe	1	0	6313.2368	-8.056	0.000	K07	-	-	5.476
Fe	2	0	6313.3804	-5.598	0.000	K13	-	-	13.207
Fe	1	0	6314.6146	-2.816	0.000	K07	-	-	5.070
Fe	1	0	6314.9780	-1.917	0.000	K07	-	-	5.064
Fe	1	0	6315.3059	-1.232	0.108	BWL	Y	-	4.143
Fe	1	0	6315.4116	-1.819	0.000	K07	-	-	4.143
Fe	1	0	6315.8110	-1.630	0.100	2014MNRAS.441.3127R	Y	Y	4.076
Fe	2	0	6316.2958	-6.618	0.000	K13	-	-	2.856
Fe	1	0	6317.2014	-3.008	0.000	K07	-	-	5.070
Fe	2	0	6317.3871	-2.435	0.000	RU	-	-	6.223
Fe	1	0	6317.4645	-3.255	0.000	K07	-	-	5.086
Fe	2	0	6317.9887	-2.155	0.000	RU	-	-	5.511
Fe	1	0	6318.0179	-1.804	0.000	1984PhST....8...84K|2006JPCRD..35.1669F	U	U	2.453
Fe	2	0	6318.1217	-5.878	0.000	K13	-	-	13.205
Fe	2	0	6318.1396	-6.711	0.000	K13	-	-	10.392
Fe	1	0	6318.3493	-5.989	0.000	K07	-	-	5.314
Fe	2	0	6318.6468	-6.538	0.000	K13	-	-	2.807
Fe	1	0	6318.7207	-6.869	0.000	K07	-	-	5.100
Fe	3	0	6318.7379	-3.869	0.000	K10	-	-	23.108
Fe	2	0	6318.8537	-5.115	0.000	K13	-	-	11.634
Fe	2	0	6318.9427	-6.255	0.000	K13	-	-	12.199
Fe	2	0	6319.1309	-3.357	0.000	K13	-	-	13.467
Fe	1	0	6319.2383	-3.458	0.000	K07	-	-	5.330
Fe	2	0	6319.3578	-2.169	0.000	RU	-	-	9.700
Fe	2	0	6319.4029	-5.988	0.000	K13	-	-	10.398
Fe	2	0	6319.4049	-4.749	0.000	K13	-	-	14.424
Fe	2	0	6319.5259	-6.285	0.000	K13	-	-	13.202
Fe	2	0	6319.8547	-4.063	0.000	K13	-	-	11.678
Fe	2	0	6319.9374	-3.852	0.000	K13	-	-	12.195
Fe	2	0	6319.9462	-3.074	0.000	RU	-	-	11.289
Fe	2	0	6319.9960	-4.682	0.000	RU	-	-	11.678
Fe	2	0	6320.0005	-3.620	0.000	K13	-	-	13.490
Fe	2	0	6320.1799	-3.486	0.000	K13	-	-	13.470
Fe	2	0	6320.2391	-4.280	0.000	RU	-	-	9.941
Fe	2	0	6320.2818	-5.695	0.000	K13	-	-	13.294
Fe	1	0	6320.3386	-8.134	0.000	K07	-	-	5.669
Fe	2	0	6320.4888	-2.319	0.000	RU	-	-	11.093
Fe	2	0	6320.5048	-4.229	0.000	RU	-	-	10.399
Fe	1	0	6320.5176	-6.813	0.000	K07	-	-	5.478
Fe	2	0	6320.6007	-4.730	0.000	K13	-	-	14.424
Fe	2	0	6320.6179	-5.382	0.000	K13	-	-	12.217
Fe	2	0	6320.6982	-3.365	0.000	RU	-	-	8.948
Fe	2	0	6320.8820	-4.087	0.000	K13	-	-	13.490
Fe	1	0	6320.8972	-4.050	0.000	K07	-	-	5.478
Fe	2	0	6321.0287	-2.914	0.000	K13	-	-	12.185
Fe	1	0	6321.0555	-6.904	0.000	K07	-	-	5.478
Fe	1	0	6321.0571	-7.364	0.000	K07	-	-	5.478
Fe	1	0	6321.3457	-9.780	0.000	K07	-	-	5.669
Fe	2	0	6321.4976	-5.283	0.000	RU	-	-	4.768
Fe	2	0	6321.5391	-5.267	0.000	K13	-	-	14.424
Fe	1	0	6321.5631	-7.760	0.000	K07	-	-	5.478
Fe	1	0	6321.5647	-8.568	0.000	K07	-	-	5.478
Fe	2	0	6321.5787	-4.494	0.000	K13	-	-	10.937
Fe	2	0	6321.7170	-3.982	0.000	K13	-	-	12.246
