element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	nlte	nlte_level_low	nlte_level_up	nlte_label_low	nlte_label_up	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support
Fe 1	9513.262	951.3262	-0.955	5.0331	40594.689	4.0	6.3360	51103.286	5.0	11.0	1.330	1.380	GA	7.59E+08	8.880	-4.380	-7.510	-7.510	-7.510	1.000	0.200	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	9519.674	951.9674	-0.238	5.6312	45418.691	2.0	6.9333	55920.836	2.0	5.0	0.680	0.690	GA	7.76E+08	8.890	-4.360	-7.490	-7.490	-7.490	1.000	0.052	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	9520.034	952.0034	-0.771	4.1672	33610.735	2.0	5.4692	44112.073	1.0	3.0	0.970	0.500	GA	2.04E+08	8.310	-5.290	-7.560	-7.560	-7.560	1.000	0.229	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9529.519	952.9519	-0.570	5.3046	42784.484	6.0	6.6053	53275.337	7.0	15.0	1.340	1.300	GA	1.55E+08	8.190	-4.570	-7.510	-7.510	-7.510	1.000	0.227	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9546.077	954.6077	-1.570	0.8360	6742.795	4.0	2.1344	17215.097	5.0	11.0	1.350	1.420	GA	1.78E+06	6.250	-6.090	-7.800	-7.800	-7.800	1.000	0.230	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9550.957	955.0957	-1.574	4.9880	40230.933	2.0	6.2858	50698.396	2.0	5.0	1.500	1.610	GA	5.89E+08	8.770	-5.310	-7.540	-7.540	-7.540	1.000	0.086	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9556.505	955.6505	-2.652	3.2515	26225.116	3.0	4.5485	36686.127	4.0	9.0	1.340	1.250	GA	1.17E+08	8.070	-6.090	-7.750	-7.750	-7.750	1.000	0.238	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9569.908	956.9908	-0.423	4.9913	40257.549	5.0	6.2865	50704.042	5.0	11.0	1.390	1.360	GA	7.24E+08	8.860	-4.940	-7.540	-7.540	-7.540	1.000	0.319	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	9574.312	957.4312	-1.630	2.5446	20523.583	4.0	3.8392	30965.236	3.0	7.0	1.130	1.250	GA	1.20E+07	7.080	-6.010	-7.800	-7.800	-7.800	1.000	0.132	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9574.934	957.4934	-1.277	5.3204	42911.920	5.0	6.6149	53352.767	6.0	13.0	1.200	1.190	GA	1.58E+08	8.200	-5.010	-7.510	-7.510	-7.510	1.000	0.082	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9576.478	957.6478	-1.709	5.0117	40422.087	4.0	6.3060	50861.320	3.0	7.0	1.750	1.630	GA	2.29E+08	8.360	-5.280	-7.540	-7.540	-7.540	1.000	0.064	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	9585.922	958.5922	-2.360	4.9296	39759.905	1.0	6.2227	50189.460	2.0	5.0	1.500	1.000	GA	3.63E+08	8.560	-5.130	-7.490	-7.490	-7.490	1.000	0.127	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	9593.312	959.3312	-0.854	6.6161	53362.445	3.0	7.9081	63783.128	4.0	9.0	1.000	1.020	GA	5.13E+08	8.710	-2.490	-6.860	-6.860	-6.860	1.000	0.097	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9599.593	959.9593	-1.417	0.8259	6661.333	3.0	2.1171	17075.563	4.0	9.0	1.250	1.340	GA	1.78E+06	6.250	-6.090	-7.800	-7.800	-7.800	1.000	0.277	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9602.130	960.2130	-1.744	5.0117	40422.087	4.0	6.3025	50833.091	5.0	11.0	1.750	1.510	GA	2.24E+08	8.350	-5.120	-7.540	-7.540	-7.540	1.000	0.060	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	9603.030	960.3030	-0.896	7.4804	60333.495	0.0	8.7711	70743.692	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	-7.374	-7.374	-7.374	1.000	0.150	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9604.325	960.4325	-1.514	5.0995	41130.241	1.0	6.3901	51539.632	2.0	5.0	-0.010	0.870	GA	8.13E+08	8.910	-5.220	-7.540	-7.540	-7.540	1.000	0.077	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	9620.800	962.0800	-0.445	7.4828	60352.852	1.0	8.7711	70743.692	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	-7.374	-7.374	-7.374	1.000	0.218	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9624.962	962.4962	0.100	6.9316	55907.124	5.0	8.2194	66293.932	5.0	11.0	1.150	1.010	GA	2.40E+08	8.380	-5.220	-7.540	-7.540	-7.540	1.000	0.055	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9625.651	962.5651	-1.421	5.0117	40422.087	4.0	6.2994	50808.087	4.0	9.0	1.750	1.570	GA	2.29E+08	8.360	-5.070	-7.540	-7.540	-7.540	1.000	0.109	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9626.496	962.6496	-0.249	5.0331	40594.689	4.0	6.3207	50979.884	4.0	9.0	1.330	1.240	GA	7.08E+08	8.850	-4.890	-7.550	-7.550	-7.550	1.000	0.340	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9626.823	962.6823	-0.997	5.3046	42784.484	6.0	6.5921	53168.872	6.0	13.0	1.340	1.320	GA	1.58E+08	8.200	-4.350	-7.520	-7.520	-7.520	1.000	0.135	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9634.183	963.4183	-0.581	5.0638	40842.301	3.0	6.3503	51218.624	3.0	7.0	1.250	1.290	GA	7.24E+08	8.860	-4.950	-7.540	-7.540	-7.540	1.000	0.275	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9638.301	963.8301	-0.612	0.8484	6842.807	5.0	2.1344	17215.097	5.0	11.0	1.410	1.420	GA	1.78E+06	6.250	-6.090	-7.800	-7.800	-7.800	1.000	0.438	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9639.328	963.9328	-1.060	5.3194	42903.854	6.0	6.6053	53275.337	7.0	15.0	1.170	1.300	GA	1.15E+08	8.060	-4.570	-7.510	-7.510	-7.510	1.000	0.119	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9647.370	964.7370	-1.434	0.8181	6598.421	2.0	2.1030	16961.839	3.0	7.0	0.990	1.260	GA	1.74E+06	6.240	-6.090	-7.800	-7.800	-7.800	1.000	0.274	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	9649.571	964.9571	0.250	8.4114	67842.516	3.0	9.6960	78203.514	3.0	7.0	1.370	1.330	GA	2.45E+08	8.390	-5.420	-7.620	-7.620	-7.620	1.000	0.062	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9653.115	965.3115	-0.684	4.7331	38175.026	3.0	6.0172	48531.991	3.0	7.0	1.320	1.110	GA	2.19E+08	8.340	-5.290	-7.540	-7.540	-7.540	1.000	0.323	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9657.233	965.7233	-0.780	5.0856	41018.130	2.0	6.3691	51370.256	2.0	5.0	1.000	0.950	GA	7.24E+08	8.860	-5.000	-7.550	-7.550	-7.550	1.000	0.228	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	9658.440	965.8440	-0.280	7.4878	60393.180	2.0	8.7711	70743.692	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	-7.373	-7.373	-7.373	1.000	0.242	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9659.075	965.9075	-1.106	5.0638	40842.301	3.0	6.3470	51192.007	4.0	9.0	1.250	1.620	GA	8.13E+08	8.910	-5.060	-7.540	-7.540	-7.540	1.000	0.159	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	9659.343	965.9343	-0.446	4.7386	38219.386	2.0	6.0218	48569.092	2.0	5.0	1.170	1.170	GA	1.48E+08	8.170	-3.240	-6.930	-6.930	-6.930	1.000	0.058	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	9665.479	966.5479	-1.767	6.1182	49346.611	1.0	7.4006	59689.864	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	9670.540	967.0540	-1.790	2.5443	20521.163	3.0	3.8260	30858.771	2.0	5.0	0.930	1.000	GA	1.17E+07	7.070	-6.040	-7.800	-7.800	-7.800	1.000	0.101	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9675.544	967.5544	-0.804	0.8360	6742.795	4.0	2.1171	17075.563	4.0	9.0	1.350	1.340	GA	1.78E+06	6.250	-6.090	-7.800	-7.800	-7.800	1.000	0.408	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	9676.294	967.6294	-0.522	4.7353	38192.770	1.0	6.0162	48523.925	0.0	1.0	0.500	0.000	GA	2.29E+08	8.360	-5.530	-7.630	-7.630	-7.630	1.000	0.050	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	9688.669	968.8669	-0.169	4.7386	38219.386	2.0	6.0179	48537.637	1.0	3.0	1.170	1.500	GA	2.29E+08	8.360	-5.530	-7.630	-7.630	-7.630	1.000	0.096	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9688.870	968.8870	-1.610	0.8129	6556.481	1.0	2.0922	16874.731	2.0	5.0	0.000	1.000	GA	1.74E+06	6.240	-6.090	-7.800	-7.800	-7.800	1.000	0.226	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	9689.386	968.9386	-1.140	6.0986	49188.526	2.0	7.3778	59505.970	2.0	5.0	1.500	1.500	GA	6.76E+07	7.830	-4.370	-7.200	-7.200	-7.200	1.000	0.139	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9693.840	969.3840	-1.661	5.0856	41018.130	2.0	6.3642	51330.735	2.0	5.0	1.000	1.850	GA	8.13E+08	8.910	-5.120	-7.540	-7.540	-7.540	1.000	0.060	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	9696.299	969.6299	-0.169	4.7435	38258.908	3.0	6.0219	48569.899	3.0	7.0	1.330	1.330	GA	1.48E+08	8.170	-3.290	-6.940	-6.940	-6.940	1.000	0.096	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9699.772	969.9772	-1.431	5.0638	40842.301	3.0	6.3416	51148.453	3.0	7.0	1.250	1.500	GA	8.13E+08	8.910	-5.100	-7.540	-7.540	-7.540	1.000	0.096	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	9701.933	970.1933	0.080	4.7435	38258.908	3.0	6.0211	48563.447	2.0	5.0	1.330	1.500	GA	2.34E+08	8.370	-4.710	-7.630	-7.630	-7.630	1.000	0.141	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9705.665	970.5665	-1.009	0.8259	6661.333	3.0	2.1030	16961.839	3.0	7.0	1.250	1.260	GA	1.74E+06	6.240	-6.090	-7.800	-7.800	-7.800	1.000	0.373	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9718.960	971.8960	-1.181	1.5025	12118.480	4.0	2.7778	22404.468	3.0	7.0	0.980	1.000	GA	1.45E+06	6.160	-6.110	-7.780	-7.780	-7.780	1.000	0.150	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9723.132	972.3132	-1.608	5.0117	40422.087	4.0	6.2865	50704.042	5.0	11.0	1.750	1.360	GA	1.23E+08	8.090	-4.940	-7.540	-7.540	-7.540	1.000	0.079	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9728.405	972.8405	-1.206	0.8181	6598.421	2.0	2.0922	16874.731	2.0	5.0	0.990	1.000	GA	1.74E+06	6.240	-6.090	-7.800	-7.800	-7.800	1.000	0.333	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	9730.315	973.0315	-0.770	3.5505	28636.714	3.0	4.8244	38911.410	3.0	7.0	1.330	1.330	GA	3.02E+06	6.480	-6.110	-7.780	-7.780	-7.780	1.000	0.102	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	9734.562	973.4562	-1.950	2.5438	20517.131	2.0	3.8171	30786.988	1.0	3.0	0.370	0.000	GA	1.15E+07	7.060	-6.050	-7.800	-7.800	-7.800	1.000	0.074	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9738.573	973.8573	0.150	4.9913	40257.549	5.0	6.2640	50522.567	6.0	13.0	1.390	1.350	GA	7.24E+08	8.860	-4.960	-7.550	-7.550	-7.550	1.000	0.402	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9738.900	973.8900	-1.387	5.3194	42903.854	6.0	6.5921	53168.872	6.0	13.0	1.170	1.320	GA	1.20E+08	8.080	-4.350	-7.520	-7.520	-7.520	1.000	0.067	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9743.606	974.3606	-1.306	0.8129	6556.481	1.0	2.0851	16817.466	1.0	3.0	0.000	0.000	GA	1.74E+06	6.240	-6.090	-7.800	-7.800	-7.800	1.000	0.310	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9747.318	974.7318	-1.790	4.5800	36940.191	2.0	5.8517	47197.143	2.0	5.0	0.670	0.740	GA	3.47E+07	7.540	-6.090	-7.810	-7.810	-7.810	1.000	0.122	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 2	9747.949	974.7949	-2.300	2.5977	20951.863	2.5	3.8692	31207.203	2.5	6.0	0.860	0.870	GA	1.41E+08	8.150	-6.590	-7.850	-7.850	-7.850	1.000	0.066	0.000	X	X	F	0	2	22.1	22.000000	22.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9753.091	975.3091	-0.782	4.7955	38678.316	2.0	6.0663	48928.009	2.0	5.0	1.150	0.660	GA	2.14E+08	8.330	-5.280	-7.540	-7.540	-7.540	1.000	0.293	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9763.380	976.3380	-0.412	5.0995	41130.241	1.0	6.3691	51370.256	2.0	5.0	-0.010	0.950	GA	7.24E+08	8.860	-5.000	-7.550	-7.550	-7.550	1.000	0.299	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9763.895	976.3895	-0.744	5.0331	40594.689	4.0	6.3025	50833.091	5.0	11.0	1.330	1.510	GA	8.13E+08	8.910	-5.120	-7.540	-7.540	-7.540	1.000	0.247	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9768.313	976.8313	-2.164	4.6520	37520.910	2.0	5.9209	47755.279	3.0	7.0	0.690	1.240	GA	1.82E+08	8.260	-5.370	-7.550	-7.550	-7.550	1.000	0.053	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	9768.351	976.8351	-2.679	4.9538	39955.092	2.0	6.2227	50189.460	2.0	5.0	1.500	1.000	GA	3.63E+08	8.560	-5.130	-7.490	-7.490	-7.490	1.000	0.071	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9770.298	977.0298	-1.581	0.8484	6842.807	5.0	2.1171	17075.563	4.0	9.0	1.410	1.340	GA	1.78E+06	6.250	-6.090	-7.800	-7.800	-7.800	1.000	0.224	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9783.311	978.3311	-1.428	0.8360	6742.795	4.0	2.1030	16961.839	3.0	7.0	1.350	1.260	GA	1.74E+06	6.240	-6.090	-7.800	-7.800	-7.800	1.000	0.271	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9783.590	978.3590	-1.617	0.8181	6598.421	2.0	2.0851	16817.466	1.0	3.0	0.990	0.000	GA	1.74E+06	6.240	-6.090	-7.800	-7.800	-7.800	1.000	0.223	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9783.993	978.3993	-1.212	4.9913	40257.549	5.0	6.2581	50474.981	4.0	9.0	1.390	1.590	GA	7.76E+08	8.890	-5.450	-7.550	-7.550	-7.550	1.000	0.153	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9786.641	978.6641	-1.676	4.6076	37162.800	3.0	5.8741	47377.812	4.0	9.0	1.090	1.330	GA	1.82E+08	8.260	-5.270	-7.550	-7.550	-7.550	1.000	0.140	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9787.686	978.7686	-1.444	0.8259	6661.333	3.0	2.0922	16874.731	2.0	5.0	1.250	1.000	GA	1.74E+06	6.240	-6.090	-7.800	-7.800	-7.800	1.000	0.269	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	9788.783	978.8783	-1.661	6.0827	49060.284	1.0	7.3490	59273.682	1.0	3.0	1.530	1.420	GA	7.76E+07	7.890	-4.410	-7.200	-7.200	-7.200	1.000	0.060	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9800.308	980.0308	-0.453	5.0856	41018.130	2.0	6.3503	51218.624	3.0	7.0	1.000	1.290	GA	7.24E+08	8.860	-4.950	-7.540	-7.540	-7.540	1.000	0.294	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9800.798	980.0798	-1.197	5.0995	41130.241	1.0	6.3642	51330.735	2.0	5.0	-0.010	1.850	GA	8.13E+08	8.910	-5.120	-7.540	-7.540	-7.540	1.000	0.133	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9811.504	981.1504	-1.362	5.0117	40422.087	4.0	6.2750	50611.288	3.0	7.0	1.750	1.690	GA	1.58E+08	8.200	-5.110	-7.540	-7.540	-7.540	1.000	0.121	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	9821.617	982.1617	-1.410	5.9320	47844.807	1.0	7.1940	58023.523	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.146	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	9828.132	982.8132	-1.890	5.9328	47851.259	2.0	7.1940	58023.523	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.067	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9832.140	983.2140	-1.130	1.8871	15220.488	5.0	3.1478	25388.719	4.0	9.0	1.210	1.210	GA	8.91E+07	7.950	-6.060	-7.634	-7.634	-7.634	1.000	0.082	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9834.185	983.4185	-1.214	4.9913	40257.549	5.0	6.2517	50423.361	4.0	9.0	1.390	1.510	GA	7.76E+08	8.890	-5.170	-7.550	-7.550	-7.550	1.000	0.153	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	9839.328	983.9328	-1.726	6.0827	49060.284	1.0	7.3425	59221.256	0.0	1.0	1.530	0.000	GA	6.76E+07	7.830	-4.370	-7.200	-7.200	-7.200	1.000	0.053	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 2	9854.759	985.4759	-0.205	7.5051	60532.714	0.5	8.7629	70677.555	0.5	2.0	0.670	2.000	GA	1.95E+08	8.290	-5.010	-7.430	-7.430	-7.430	1.000	0.070	0.000	X	X	F	0	2	20.1	20.000000	20.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9861.734	986.1734	-0.142	5.0638	40842.301	3.0	6.3207	50979.884	4.0	9.0	1.250	1.240	GA	7.24E+08	8.860	-4.890	-7.550	-7.550	-7.550	1.000	0.349	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9868.186	986.8186	-0.979	5.0856	41018.130	2.0	6.3416	51148.453	3.0	7.0	1.000	1.500	GA	8.13E+08	8.910	-5.100	-7.540	-7.540	-7.540	1.000	0.184	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	9872.207	987.2207	-1.102	6.6161	53362.445	3.0	7.8716	63488.736	4.0	9.0	1.000	1.090	GA	5.13E+08	8.710	-2.650	-6.860	-6.860	-6.860	1.000	0.064	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9881.522	988.1522	-1.711	4.5844	36975.680	3.0	5.8388	47093.098	3.0	7.0	1.080	1.160	GA	4.17E+07	7.620	-5.990	-7.810	-7.810	-7.810	1.000	0.139	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	9887.047	988.7047	-1.326	6.2227	50189.460	2.0	7.4764	60301.233	2.0	5.0	1.000	1.000	GA	4.47E+07	7.650	-3.830	-7.170	-7.170	-7.170	1.000	0.087	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9889.035	988.9035	-0.446	5.0331	40594.689	4.0	6.2865	50704.042	5.0	11.0	1.330	1.360	GA	7.08E+08	8.850	-4.940	-7.540	-7.540	-7.540	1.000	0.305	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 2	9890.628	989.0628	0.900	8.4380	68057.060	2.5	9.6912	78164.799	3.5	8.0	0.860	0.890	GA	4.21E+08	8.624	-4.541	-7.607	-7.607	-7.607	1.000	0.093	0.000	X	X	F	0	2	20.1	20.000000	20.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 2	9890.628	989.0628	1.013	8.4380	68057.060	3.5	9.6912	78164.799	4.5	10.0	1.140	1.110	GA	4.20E+08	8.623	-4.541	-7.607	-7.607	-7.607	1.000	0.107	0.000	X	X	F	0	2	20.1	20.000000	20.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	9891.725	989.1725	-1.321	6.1248	49399.844	1.0	7.3778	59505.970	2.0	5.0	1.970	1.500	GA	6.31E+07	7.800	-4.370	-7.200	-7.200	-7.200	1.000	0.103	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9898.006	989.8006	-1.715	4.7861	38602.500	3.0	6.0383	48702.174	4.0	9.0	1.000	1.060	GA	5.37E+07	7.730	-6.230	-7.800	-7.800	-7.800	1.000	0.099	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	9898.928	989.8928	-1.249	4.2357	34163.224	2.0	5.4879	44262.899	2.0	5.0	1.190	1.090	GA	1.78E+08	8.250	-5.330	-7.560	-7.560	-7.560	1.000	0.110	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9913.180	991.3180	-1.266	4.9913	40257.549	5.0	6.2416	50341.899	6.0	13.0	1.390	1.490	GA	8.32E+08	8.920	-5.020	-7.540	-7.540	-7.540	1.000	0.142	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
