element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	nlte	nlte_level_low	nlte_level_up	nlte_label_low	nlte_label_up	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support
Fe 1	20471.281	2047.1281	-2.399	6.4534	52050.181	2.0	7.0588	56933.062	2.0	5.0	1.570	1.950	GA	1.02E+08	8.010	-3.830	-7.260	-7.260	-7.260	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Al 1	20471.378	2047.1378	-2.415	5.2363	42233.608	1.5	5.8418	47117.295	0.5	2.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.002	0.000	X	X	F	0	1	13.0	13.000000	13.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20473.981	2047.3981	-0.675	6.7422	54379.510	3.0	7.3476	59262.391	4.0	9.0	0.840	1.050	GA	9.77E+07	7.990	-4.290	-7.330	-7.330	-7.330	1.000	0.060	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20474.358	2047.4358	-1.312	6.6193	53388.255	4.0	7.2247	58271.135	5.0	11.0	1.390	1.270	GA	2.57E+08	8.410	-5.370	-7.410	-7.410	-7.410	1.000	0.019	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20475.356	2047.5356	-1.438	6.6200	53393.901	3.0	7.2253	58275.975	3.0	7.0	1.350	1.230	GA	1.74E+08	8.240	-4.550	-7.360	-7.360	-7.360	1.000	0.014	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20478.053	2047.8053	-1.880	6.6754	53840.732	6.0	7.2807	58722.806	7.0	15.0	1.230	1.260	GA	1.12E+08	8.050	-3.780	-7.330	-7.330	-7.330	1.000	0.005	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20478.561	2047.8561	-0.907	6.6468	53610.057	4.0	7.2521	58492.131	5.0	11.0	1.410	1.210	GA	2.00E+08	8.300	-4.350	-7.330	-7.330	-7.330	1.000	0.043	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20478.959	2047.8959	-3.183	5.5392	44676.661	4.0	6.1445	49558.735	4.0	9.0	1.500	1.660	GA	1.10E+08	8.040	-4.850	-7.490	-7.490	-7.490	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20480.272	2048.0272	-3.198	5.8135	46889.040	4.0	6.4187	51770.307	3.0	7.0	1.340	1.490	GA	1.58E+08	8.200	-5.330	-7.530	-7.530	-7.530	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	20485.455	2048.5455	-2.738	7.3019	58893.795	3.0	7.9069	63773.449	2.0	5.0	1.010	0.880	GA	2.69E+08	8.430	-2.800	-6.860	-6.860	-6.860	1.000	0.002	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20486.345	2048.6345	-2.235	6.0663	48928.009	2.0	6.6714	53808.470	1.0	3.0	0.660	1.420	GA	2.19E+08	8.340	-5.280	-7.540	-7.540	-7.540	1.000	0.007	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	20486.673	2048.6672	-2.855	7.3019	58893.795	3.0	7.9069	63773.449	3.0	7.0	1.010	1.200	GA	2.69E+08	8.430	-2.820	-6.860	-6.860	-6.860	1.000	0.001	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Al 1	20487.034	2048.7034	-2.160	5.2368	42237.640	2.5	5.8418	47117.295	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.004	0.000	X	X	F	0	1	13.0	13.000000	13.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	20487.672	2048.7672	-0.674	6.0333	48661.846	3.0	6.6383	53541.500	2.0	5.0	1.460	1.500	GA	1.12E+08	8.050	-4.650	-7.340	-7.340	-7.340	1.000	0.002	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	20494.039	2049.4039	-0.471	5.2284	42169.890	2.0	5.8333	47048.737	3.0	7.0	0.670	0.750	GA	2.75E+07	7.440	-2.800	-6.890	-6.890	-6.890	1.000	0.074	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	20495.484	2049.5484	-1.529	5.2285	42170.696	3.0	5.8333	47048.737	3.0	7.0	1.080	0.750	GA	2.75E+07	7.440	-2.800	-6.890	-6.890	-6.890	1.000	0.008	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	20495.484	2049.5484	-0.353	5.2285	42170.696	3.0	5.8333	47048.737	4.0	9.0	1.080	1.050	GA	2.75E+07	7.440	-2.800	-6.890	-6.890	-6.890	1.000	0.091	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	20497.451	2049.7451	-1.530	5.2285	42170.696	4.0	5.8333	47048.737	4.0	9.0	1.250	1.050	GA	2.75E+07	7.440	-2.800	-6.890	-6.890	-6.890	1.000	0.008	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	20497.451	2049.7451	-0.238	5.2285	42170.696	4.0	5.8333	47048.737	5.0	11.0	1.250	1.200	GA	2.75E+07	7.440	-2.800	-6.890	-6.890	-6.890	1.000	0.112	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	20497.745	2049.7745	-1.314	6.7341	54314.179	1.0	7.3388	59191.414	2.0	5.0	1.470	1.100	GA	1.07E+08	8.030	-4.860	-7.320	-7.320	-7.320	1.000	0.114	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20498.691	2049.8691	-1.899	5.7934	46726.922	2.0	6.3981	51604.157	3.0	7.0	1.440	1.280	GA	1.70E+08	8.230	-4.300	-7.500	-7.500	-7.500	1.000	0.028	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	20500.317	2050.0317	-2.594	6.7341	54314.179	1.0	7.3387	59190.607	1.0	3.0	1.470	0.500	GA	1.07E+08	8.030	-4.860	-7.320	-7.320	-7.320	1.000	0.008	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20506.044	2050.6044	-1.827	6.7696	54600.506	3.0	7.3740	59475.321	4.0	9.0	0.920	1.390	GA	1.70E+08	8.230	-3.800	-7.140	-7.140	-7.140	1.000	0.004	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	20506.684	2050.6684	-3.289	4.1308	33317.149	0.0	4.7353	38192.770	1.0	3.0	0.000	0.500	GA	1.10E+08	8.040	-5.060	-7.480	-7.480	-7.480	1.000	0.001	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	20510.041	2051.0041	-1.003	6.7271	54257.721	3.0	7.3314	59131.729	4.0	9.0	1.330	1.020	GA	3.89E+08	8.590	-4.330	-7.320	-7.320	-7.320	1.000	0.176	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20519.024	2051.9024	-1.106	6.6750	53837.506	3.0	7.2791	58709.901	3.0	7.0	1.280	1.260	GA	2.00E+08	8.300	-3.810	-7.370	-7.370	-7.370	1.000	0.026	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	20520.798	2052.0797	-1.632	5.8317	47035.833	1.0	6.4358	51908.228	1.0	3.0	0.500	1.500	GA	4.47E+07	7.650	-3.020	-6.860	-6.860	-6.860	1.000	0.002	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	20521.581	2052.1581	-1.660	6.9813	56307.982	2.0	7.5853	61179.570	3.0	7.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.050	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	20521.581	2052.1581	-1.510	6.9813	56307.982	2.0	7.5853	61179.570	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.067	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	20521.581	2052.1581	-0.420	6.9813	56307.982	2.0	7.5853	61179.570	3.0	7.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.273	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	20521.644	2052.1644	-1.889	7.0288	56691.095	2.0	7.6328	61562.684	3.0	7.0	1.400	0.930	GA	5.75E+07	7.760	-3.630	-7.130	-7.130	-7.130	1.000	0.021	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20522.125	2052.2124	-1.798	6.7453	54404.514	3.0	7.3493	59276.102	2.0	5.0	1.570	1.420	GA	4.90E+07	7.690	-3.670	-7.320	-7.320	-7.320	1.000	0.005	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20522.196	2052.2196	-2.209	6.6468	53610.057	4.0	7.2508	58481.646	3.0	7.0	1.410	1.670	GA	4.47E+08	8.650	-4.720	-7.410	-7.410	-7.410	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20525.550	2052.5550	-2.481	5.6826	45833.260	4.0	6.2865	50704.042	5.0	11.0	1.160	1.360	GA	1.82E+08	8.260	-4.940	-7.540	-7.540	-7.540	1.000	0.010	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20528.210	2052.8210	-2.927	5.3852	43434.567	3.0	5.9890	48304.543	2.0	5.0	1.760	1.260	GA	4.07E+08	8.610	-5.410	-7.580	-7.580	-7.580	1.000	0.006	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20528.306	2052.8306	-1.821	7.0433	56808.046	4.0	7.6471	61678.021	4.0	9.0	1.220	1.350	GA	6.31E+07	7.800	-3.540	-7.020	-7.020	-7.020	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	20530.258	2053.0258	-1.930	7.3019	58893.795	3.0	7.9056	63762.964	4.0	9.0	1.010	1.190	GA	2.69E+08	8.430	-2.440	-6.870	-6.870	-6.870	1.000	0.011	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	20533.336	2053.3336	-1.580	7.3019	58893.795	3.0	7.9055	63762.158	3.0	7.0	1.010	0.950	GA	2.69E+08	8.430	-2.760	-6.870	-6.870	-6.870	1.000	0.024	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	20533.768	2053.3768	-1.854	5.8680	47328.612	2.0	6.4717	52197.781	3.0	7.0	1.880	1.330	GA	6.03E+07	7.780	-4.810	-7.320	-7.320	-7.320	1.000	0.004	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	20534.029	2053.4028	-1.440	5.8680	47328.612	2.0	6.4717	52197.781	3.0	7.0	1.880	1.330	GA	6.03E+07	7.780	-4.810	-7.320	-7.320	-7.320	1.000	0.008	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	20535.960	2053.5960	-1.980	7.1660	57797.688	2.0	7.7696	62666.050	1.0	3.0	1.010	0.920	GA	9.12E+07	7.960	-2.550	-6.940	-6.940	-6.940	1.000	0.013	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	20536.740	2053.6740	-1.188	5.8322	47039.865	2.0	6.4358	51908.228	1.0	3.0	1.170	1.500	GA	4.47E+07	7.650	-3.090	-6.860	-6.860	-6.860	1.000	0.005	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20538.428	2053.8428	-2.378	6.7091	54112.541	2.0	7.3126	58980.097	2.0	5.0	1.700	1.650	GA	3.89E+08	8.590	-4.410	-7.450	-7.450	-7.450	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	20538.647	2053.8647	-2.780	5.6192	45321.904	3.0	6.2227	50189.460	2.0	5.0	1.330	1.000	GA	9.55E+07	7.980	-5.130	-7.490	-7.490	-7.490	1.000	0.052	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	20540.074	2054.0074	-2.283	5.2712	42515.095	0.0	5.8746	47381.844	1.0	3.0	0.000	2.000	GA	7.08E+06	6.850	-3.280	-6.780	-6.780	-6.780	1.000	0.001	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20541.931	2054.1931	-2.193	6.6754	53840.732	6.0	7.2788	58707.481	5.0	11.0	1.230	1.330	GA	1.10E+08	8.040	-4.150	-7.330	-7.330	-7.330	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20542.876	2054.2876	-1.380	6.7453	54404.514	3.0	7.3487	59271.263	3.0	7.0	1.570	1.300	GA	5.01E+07	7.700	-3.640	-7.320	-7.320	-7.320	1.000	0.012	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20543.214	2054.3214	-2.093	6.8024	54865.056	3.0	7.4057	59730.999	4.0	9.0	1.510	1.120	GA	1.35E+08	8.130	-3.710	-7.260	-7.260	-7.260	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	20543.948	2054.3948	0.215	5.3601	43232.122	4.0	5.9634	48098.065	5.0	11.0	1.090	1.350	GA	1.20E+08	8.080	-4.280	-7.330	-7.330	-7.330	1.000	0.003	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20545.236	2054.5236	-3.113	5.8134	46888.233	2.0	6.4167	51754.176	1.0	3.0	1.260	0.020	GA	1.91E+08	8.280	-4.430	-7.490	-7.490	-7.490	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20547.483	2054.7483	-0.714	6.6754	53840.732	6.0	7.2786	58705.868	7.0	15.0	1.230	1.150	GA	2.40E+08	8.380	-2.930	-7.360	-7.360	-7.360	1.000	0.061	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	20547.690	2054.7690	-0.605	4.8620	39214.675	3.0	5.4652	44079.811	2.0	5.0	1.250	1.180	GA	1.74E+08	8.240	-5.240	-7.440	-7.440	-7.440	1.000	0.001	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20547.774	2054.7774	-2.479	6.7453	54404.514	3.0	7.3486	59270.456	2.0	5.0	1.570	1.020	GA	5.25E+07	7.720	-3.600	-7.330	-7.330	-7.330	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20551.403	2055.1402	-1.285	6.9845	56333.792	6.0	7.5876	61198.121	5.0	11.0	1.170	1.290	GA	2.04E+08	8.310	-3.840	-7.130	-7.130	-7.130	1.000	0.009	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	20553.160	2055.3160	-1.735	7.0693	57017.750	2.0	7.6723	61881.273	1.0	3.0	1.180	1.110	GA	3.16E+07	7.500	-4.010	-7.040	-7.040	-7.040	1.000	0.027	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	20554.935	2055.4935	-2.052	7.0644	56978.229	1.0	7.6674	61841.752	2.0	5.0	0.700	1.430	GA	7.76E+07	7.890	-4.150	-7.030	-7.030	-7.030	1.000	0.013	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	20556.389	2055.6389	-1.806	5.2716	42518.321	1.0	5.8746	47381.844	1.0	3.0	1.500	2.000	GA	7.08E+06	6.850	-3.280	-6.780	-6.780	-6.780	1.000	0.004	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20563.966	2056.3966	-2.138	5.7203	46137.331	3.0	6.3230	50998.434	2.0	5.0	1.660	1.840	GA	5.37E+08	8.730	-5.080	-7.540	-7.540	-7.540	1.000	0.018	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Sc 2	20565.920	2056.5920	-2.230	3.2180	25954.920	0.0	3.8207	30816.024	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.006	0.000	X	X	F	0	2	21.1	21.000000	21.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Sc 2	20566.023	2056.6023	-2.327	3.2180	25954.920	0.0	3.8207	30816.024	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.006	0.000	X	X	F	0	2	21.1	21.000000	21.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Sc 2	20566.103	2056.6103	-2.452	3.2180	25954.920	0.0	3.8207	30816.024	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.006	0.000	X	X	F	0	2	21.1	21.000000	21.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20566.432	2056.6433	-1.465	6.7453	54404.514	3.0	7.3480	59265.617	4.0	9.0	1.570	1.250	GA	5.01E+07	7.700	-4.260	-7.330	-7.330	-7.330	1.000	0.010	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20567.562	2056.7562	-1.538	6.7453	54404.514	3.0	7.3480	59265.617	3.0	7.0	1.570	1.040	GA	5.25E+07	7.720	-3.570	-7.320	-7.320	-7.320	1.000	0.009	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20568.104	2056.8104	-1.460	6.4738	52214.718	1.0	7.0764	57075.015	2.0	5.0	1.440	1.270	GA	1.48E+08	8.170	-4.400	-7.530	-7.530	-7.530	1.000	0.018	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Sc 2	20568.320	2056.8320	-2.142	3.2180	25954.920	0.0	3.8207	30816.024	1.0	3.0	0.000	1.010	GA	1.35E+08	8.130	-6.350	-7.830	-7.830	-7.830	1.000	0.007	0.000	X	X	F	0	2	21.1	21.000000	21.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Sc 2	20568.423	2056.8423	-2.239	3.2180	25954.920	0.0	3.8207	30816.024	1.0	3.0	0.000	1.010	GA	1.35E+08	8.130	-6.350	-7.830	-7.830	-7.830	1.000	0.007	0.000	X	X	F	0	2	21.1	21.000000	21.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Sc 2	20568.503	2056.8503	-2.364	3.2180	25954.920	0.0	3.8207	30816.024	1.0	3.0	0.000	1.010	GA	1.35E+08	8.130	-6.350	-7.830	-7.830	-7.830	1.000	0.007	0.000	X	X	F	0	2	21.1	21.000000	21.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20568.878	2056.8878	-1.849	6.3999	51618.675	3.0	7.0026	56479.778	2.0	5.0	1.290	1.520	GA	7.41E+07	7.870	-4.180	-7.330	-7.330	-7.330	1.000	0.009	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20570.385	2057.0385	-1.519	6.7609	54530.336	2.0	7.3635	59390.633	3.0	7.0	1.250	1.170	GA	1.48E+08	8.170	-4.590	-7.260	-7.260	-7.260	1.000	0.009	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20570.855	2057.0855	-1.338	6.6754	53840.732	6.0	7.2779	58700.222	6.0	13.0	1.230	1.250	GA	1.12E+08	8.050	-4.050	-7.330	-7.330	-7.330	1.000	0.016	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	20571.816	2057.1816	-2.728	7.1133	57372.634	2.0	7.7158	62232.124	2.0	5.0	0.670	1.190	GA	1.41E+07	7.150	-3.560	-6.990	-6.990	-6.990	1.000	0.003	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20574.284	2057.4284	-1.989	5.7956	46744.666	3.0	6.3981	51604.157	3.0	7.0	1.400	1.280	GA	2.09E+08	8.320	-4.300	-7.500	-7.500	-7.500	1.000	0.023	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20574.394	2057.4394	-1.664	6.6531	53660.870	3.0	7.2556	58520.361	4.0	9.0	1.210	1.180	GA	2.57E+08	8.410	-4.640	-7.390	-7.390	-7.390	1.000	0.008	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20579.269	2057.9269	-2.327	6.6768	53852.024	4.0	7.2791	58709.901	3.0	7.0	1.190	1.260	GA	2.04E+08	8.310	-3.810	-7.370	-7.370	-7.370	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	20579.951	2057.9951	-1.573	6.3658	51343.640	2.0	6.9681	56201.517	2.0	5.0	0.670	1.210	GA	2.45E+08	8.390	-3.650	-7.270	-7.270	-7.270	1.000	0.002	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20579.976	2057.9976	-3.121	6.0887	49108.677	4.0	6.6910	53966.554	3.0	7.0	1.180	1.110	GA	1.74E+08	8.240	-4.770	-7.510	-7.510	-7.510	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	20581.018	2058.1018	-1.195	6.7453	54404.514	3.0	7.3476	59262.391	4.0	9.0	1.570	1.050	GA	5.25E+07	7.720	-4.290	-7.330	-7.330	-7.330	1.000	0.019	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	20582.927	2058.2927	-3.672	2.3654	19078.238	3.5	2.9676	23935.308	2.5	6.0	1.140	1.320	GA	8.13E+05	5.910	-6.090	-7.810	-7.810	-7.810	1.000	0.002	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	20582.940	2058.2940	-3.387	2.3654	19078.238	3.5	2.9676	23935.308	2.5	6.0	1.140	1.320	GA	8.13E+05	5.910	-6.090	-7.810	-7.810	-7.810	1.000	0.002	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	20582.948	2058.2948	-3.642	2.3654	19078.238	3.5	2.9676	23935.308	2.5	6.0	1.140	1.320	GA	8.13E+05	5.910	-6.090	-7.810	-7.810	-7.810	1.000	0.002	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	20582.967	2058.2967	-3.642	2.3654	19078.238	3.5	2.9676	23935.308	2.5	6.0	1.140	1.320	GA	8.13E+05	5.910	-6.090	-7.810	-7.810	-7.810	1.000	0.002	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	20582.975	2058.2975	-3.199	2.3654	19078.238	3.5	2.9676	23935.308	2.5	6.0	1.140	1.320	GA	8.13E+05	5.910	-6.090	-7.810	-7.810	-7.810	1.000	0.002	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	20582.986	2058.2986	-3.693	2.3654	19078.238	3.5	2.9676	23935.308	2.5	6.0	1.140	1.320	GA	8.13E+05	5.910	-6.090	-7.810	-7.810	-7.810	1.000	0.002	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	20583.015	2058.3014	-3.254	2.3654	19078.238	3.5	2.9676	23935.308	2.5	6.0	1.140	1.320	GA	8.13E+05	5.910	-6.090	-7.810	-7.810	-7.810	1.000	0.002	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	20583.026	2058.3026	-3.108	2.3654	19078.238	3.5	2.9676	23935.308	2.5	6.0	1.140	1.320	GA	8.13E+05	5.910	-6.090	-7.810	-7.810	-7.810	1.000	0.002	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	20583.041	2058.3041	-3.818	2.3654	19078.238	3.5	2.9676	23935.308	2.5	6.0	1.140	1.320	GA	8.13E+05	5.910	-6.090	-7.810	-7.810	-7.810	1.000	0.002	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	20583.079	2058.3079	-2.999	2.3654	19078.238	3.5	2.9676	23935.308	2.5	6.0	1.140	1.320	GA	8.13E+05	5.910	-6.090	-7.810	-7.810	-7.810	1.000	0.002	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
