species,wavelength_air_A,star,abundance_dex,used,source_table
Ni,20957.14,2M14241044-6218367,0.13,True,table_ni.dat
Ni,20957.14,2M14260433-6219024,0.20,True,table_ni.dat
Ni,20957.14,2M14261117-6240220,0.16,True,table_ni.dat
Ni,20957.14,2M14275833-6147534,0.16,True,table_ni.dat
Ni,20957.14,2M14283733-6257279,0.15,True,table_ni.dat
Ni,20957.14,2M14291063-6317181,0.18,True,table_ni.dat
Ni,20957.14,2M14311520-6145468,0.21,True,table_ni.dat
Ni,20957.14,2M14322072-6215506,0.04,True,table_ni.dat
Ni,20957.14,2M14332169-6302108,0.05,True,table_ni.dat
Ni,20957.14,2M14332869-6211255,0.23,True,table_ni.dat
Ni,20957.14,2M14333081-6221450,0.10,True,table_ni.dat
Ni,20957.14,2M14333688-6232028,0.12,True,table_ni.dat
Ni,20957.14,2M14345114-6225509,0.19,True,table_ni.dat
Ni,20957.14,2M14360142-6228561,,False,table_ni.dat
Ni,20957.14,2M14360935-6309399,0.26,True,table_ni.dat
Ni,20957.14,2M14371958-6251344,0.11,True,table_ni.dat
Ni,20957.14,2M14375085-6237526,0.14,True,table_ni.dat
Ni,20957.14,2M15161949+0244516,0.09,True,table_ni.dat
Ni,20957.14,2M17584888-2351011,0.23,True,table_ni.dat
Ni,20957.14,2M18103303-1626220,0.15,True,table_ni.dat
Ni,20957.14,2M18142346-2136410,0.19,True,table_ni.dat
Ni,20957.14,2M18191551-1726223,0.15,True,table_ni.dat
Ni,20957.14,2M18522108-3022143,0.11,True,table_ni.dat
Ni,20957.14,HD132813,0.08,True,table_ni.dat
Ni,20957.14,HD175588,,False,table_ni.dat
Ni,20957.14,HD89758,0.07,True,table_ni.dat
Ni,20957.14,HD224935,0.19,True,table_ni.dat
Ni,20957.14,HD101153,0.17,True,table_ni.dat
Ni,20957.14,HIP54396,0.13,True,table_ni.dat
Ni,21167.93,2M05484106-0602007,0.00,True,table_ni.dat
Ni,21167.93,2M05594446-7212111,-0.00,True,table_ni.dat
Ni,21167.93,2M06035110-7456029,0.11,True,table_ni.dat
Ni,21167.93,2M06035214-7255079,0.08,True,table_ni.dat
Ni,21167.93,2M06052796-0553384,-0.02,True,table_ni.dat
Ni,21167.93,2M06074096-0530332,0.01,True,table_ni.dat
Ni,21167.93,2M06124201-0025095,0.13,True,table_ni.dat
Ni,21167.93,2M06140107-0641072,0.08,True,table_ni.dat
Ni,21167.93,2M06143705-0551064,-0.02,True,table_ni.dat
Ni,21167.93,2M06171159-7259319,,False,table_ni.dat
Ni,21167.93,2M06223443-0443153,0.07,True,table_ni.dat
Ni,21167.93,2M06231693-0530385,-0.05,True,table_ni.dat
Ni,21167.93,2M06520463-0047080,0.01,True,table_ni.dat
Ni,21167.93,2M06551808-0148080,0.09,True,table_ni.dat
Ni,21167.93,2M06574070-1231239,-0.01,True,table_ni.dat
Ni,21167.93,2M10430394-4605354,0.03,True,table_ni.dat
Ni,21167.93,2M11042542-7318068,,False,table_ni.dat
Ni,21167.93,2M12101600-4936072,0.08,True,table_ni.dat
Ni,21167.93,2M13403516-5040261,0.02,True,table_ni.dat
Ni,21167.93,2M14131192-4849280,0.08,True,table_ni.dat
Ni,21167.93,2M14240039-6252516,0.08,True,table_ni.dat
Ni,21167.93,2M14241044-6218367,0.06,True,table_ni.dat
Ni,21167.93,2M14260433-6219024,-0.06,True,table_ni.dat
Ni,21167.93,2M14261117-6240220,0.04,True,table_ni.dat
Ni,21167.93,2M14275833-6147534,0.05,True,table_ni.dat
Ni,21167.93,2M14283733-6257279,0.02,True,table_ni.dat
Ni,21167.93,2M14291063-6317181,0.09,True,table_ni.dat
Ni,21167.93,2M14311520-6145468,0.05,True,table_ni.dat
Ni,21167.93,2M14322072-6215506,0.03,True,table_ni.dat
Ni,21167.93,2M14332169-6302108,0.07,True,table_ni.dat
Ni,21167.93,2M14332869-6211255,0.05,True,table_ni.dat
Ni,21167.93,2M14333081-6221450,0.02,True,table_ni.dat
Ni,21167.93,2M14333688-6232028,0.05,True,table_ni.dat
Ni,21167.93,2M14345114-6225509,0.12,True,table_ni.dat
Ni,21167.93,2M14360142-6228561,0.10,True,table_ni.dat
Ni,21167.93,2M14360935-6309399,0.09,True,table_ni.dat
Ni,21167.93,2M14371958-6251344,-0.02,True,table_ni.dat
Ni,21167.93,2M14375085-6237526,0.05,True,table_ni.dat
Ni,21167.93,2M15161949+0244516,0.10,True,table_ni.dat
Ni,21167.93,2M17584888-2351011,0.10,True,table_ni.dat
Ni,21167.93,2M18103303-1626220,-0.00,True,table_ni.dat
Ni,21167.93,2M18142346-2136410,0.06,True,table_ni.dat
Ni,21167.93,2M18191551-1726223,0.06,True,table_ni.dat
Ni,21167.93,2M18522108-3022143,0.15,True,table_ni.dat
Ni,21167.93,HD132813,0.08,True,table_ni.dat
Ni,21167.93,HD175588,0.13,True,table_ni.dat
Ni,21167.93,HD89758,0.09,True,table_ni.dat
Ni,21167.93,HD224935,0.15,True,table_ni.dat
Ni,21167.93,HD101153,0.15,True,table_ni.dat
Ni,21167.93,HIP54396,0.08,True,table_ni.dat
Ni,21570.06,2M05484106-0602007,,False,table_ni.dat
Ni,21570.06,2M05594446-7212111,,False,table_ni.dat
Ni,21570.06,2M06035110-7456029,0.30,True,table_ni.dat
Ni,21570.06,2M06035214-7255079,0.10,True,table_ni.dat
Ni,21570.06,2M06052796-0553384,,False,table_ni.dat
Ni,21570.06,2M06074096-0530332,0.01,True,table_ni.dat
Ni,21570.06,2M06124201-0025095,0.32,True,table_ni.dat
Ni,21570.06,2M06140107-0641072,0.27,True,table_ni.dat
Ni,21570.06,2M06143705-0551064,,False,table_ni.dat
Ni,21570.06,2M06171159-7259319,,False,table_ni.dat
Ni,21570.06,2M06223443-0443153,0.08,True,table_ni.dat
Ni,21570.06,2M06231693-0530385,0.15,True,table_ni.dat
Ni,21570.06,2M06520463-0047080,,False,table_ni.dat
Ni,21570.06,2M06551808-0148080,0.18,True,table_ni.dat
Ni,21570.06,2M06574070-1231239,,False,table_ni.dat
Ni,21570.06,2M10430394-4605354,0.14,True,table_ni.dat
Ni,21570.06,2M11042542-7318068,,False,table_ni.dat
Ni,21570.06,2M12101600-4936072,0.07,True,table_ni.dat
Ni,21570.06,2M13403516-5040261,0.09,True,table_ni.dat
Ni,21570.06,2M14131192-4849280,,False,table_ni.dat
Ni,21570.06,2M14240039-6252516,0.13,True,table_ni.dat
Ni,21570.06,2M14241044-6218367,0.09,True,table_ni.dat
Ni,21570.06,2M14260433-6219024,0.12,True,table_ni.dat
Ni,21570.06,2M14261117-6240220,0.09,True,table_ni.dat
Ni,21570.06,2M14275833-6147534,0.10,True,table_ni.dat
Ni,21570.06,2M14283733-6257279,0.07,True,table_ni.dat
Ni,21570.06,2M14291063-6317181,0.11,True,table_ni.dat
Ni,21570.06,2M14311520-6145468,0.18,True,table_ni.dat
Ni,21570.06,2M14322072-6215506,0.11,True,table_ni.dat
Ni,21570.06,2M14332169-6302108,0.14,True,table_ni.dat
Ni,21570.06,2M14332869-6211255,,False,table_ni.dat
Ni,21570.06,2M14333081-6221450,0.13,True,table_ni.dat
Ni,21570.06,2M14333688-6232028,0.15,True,table_ni.dat
Ni,21570.06,2M14345114-6225509,0.18,True,table_ni.dat
Ni,21570.06,2M14360142-6228561,0.08,True,table_ni.dat
Ni,21570.06,2M14360935-6309399,0.18,True,table_ni.dat
Ni,21570.06,2M14371958-6251344,0.09,True,table_ni.dat
Ni,21570.06,2M14375085-6237526,,False,table_ni.dat
Ni,21570.06,2M15161949+0244516,0.14,True,table_ni.dat
Ni,21570.06,2M17584888-2351011,0.18,True,table_ni.dat
Ni,21570.06,2M18103303-1626220,0.21,True,table_ni.dat
Ni,21570.06,2M18142346-2136410,0.20,True,table_ni.dat
Ni,21570.06,2M18191551-1726223,0.14,True,table_ni.dat
Ni,21570.06,2M18522108-3022143,0.23,True,table_ni.dat
Ni,21570.06,HD132813,0.22,True,table_ni.dat
Ni,21570.06,HD175588,0.08,True,table_ni.dat
Ni,21570.06,HD89758,0.06,True,table_ni.dat
Ni,21570.06,HD224935,0.11,True,table_ni.dat
Ni,21570.06,HD101153,,False,table_ni.dat
Ni,21570.06,HIP54396,0.16,True,table_ni.dat
Ni,21945.50,2M05484106-0602007,0.17,True,table_ni.dat
Ni,21945.50,2M05594446-7212111,,False,table_ni.dat
Ni,21945.50,2M06035110-7456029,0.27,True,table_ni.dat
Ni,21945.50,2M06035214-7255079,,False,table_ni.dat
Ni,21945.50,2M06052796-0553384,0.12,True,table_ni.dat
Ni,21945.50,2M06074096-0530332,-0.06,True,table_ni.dat
Ni,21945.50,2M06124201-0025095,0.20,True,table_ni.dat
Ni,21945.50,2M06140107-0641072,-0.00,True,table_ni.dat
Ni,21945.50,2M06143705-0551064,-0.05,True,table_ni.dat
Ni,21945.50,2M06171159-7259319,0.24,True,table_ni.dat
Ni,21945.50,2M06223443-0443153,0.03,True,table_ni.dat
Ni,21945.50,2M06231693-0530385,-0.02,True,table_ni.dat
Ni,21945.50,2M06520463-0047080,0.10,True,table_ni.dat
Ni,21945.50,2M06551808-0148080,0.08,True,table_ni.dat
Ni,21945.50,2M06574070-1231239,0.24,True,table_ni.dat
Ni,21945.50,2M10430394-4605354,0.23,True,table_ni.dat
Ni,21945.50,2M11042542-7318068,,False,table_ni.dat
Ni,21945.50,2M12101600-4936072,0.07,True,table_ni.dat
Ni,21945.50,2M13403516-5040261,0.09,True,table_ni.dat
Ni,21945.50,2M14131192-4849280,,False,table_ni.dat
Ni,21945.50,2M14240039-6252516,,False,table_ni.dat
Ni,21945.50,2M14241044-6218367,0.21,True,table_ni.dat
Ni,21945.50,2M14260433-6219024,0.31,True,table_ni.dat
Ni,21945.50,2M14261117-6240220,,False,table_ni.dat
Ni,21945.50,2M14275833-6147534,0.06,True,table_ni.dat
Ni,21945.50,2M14283733-6257279,0.34,True,table_ni.dat
Ni,21945.50,2M14291063-6317181,0.31,True,table_ni.dat
Ni,21945.50,2M14311520-6145468,,False,table_ni.dat
Ni,21945.50,2M14322072-6215506,0.12,True,table_ni.dat
Ni,21945.50,2M14332169-6302108,,False,table_ni.dat
Ni,21945.50,2M14332869-6211255,0.19,True,table_ni.dat
Ni,21945.50,2M14333081-6221450,0.20,True,table_ni.dat
Ni,21945.50,2M14333688-6232028,,False,table_ni.dat
Ni,21945.50,2M14345114-6225509,0.31,True,table_ni.dat
Ni,21945.50,2M14360142-6228561,0.08,True,table_ni.dat
Ni,21945.50,2M14360935-6309399,,False,table_ni.dat
Ni,21945.50,2M14371958-6251344,0.11,True,table_ni.dat
Ni,21945.50,2M14375085-6237526,0.27,True,table_ni.dat
Ni,21945.50,2M15161949+0244516,,False,table_ni.dat
Ni,21945.50,2M17584888-2351011,,False,table_ni.dat
Ni,21945.50,2M18103303-1626220,0.30,True,table_ni.dat
Ni,21945.50,2M18142346-2136410,,False,table_ni.dat
Ni,21945.50,2M18191551-1726223,,False,table_ni.dat
Ni,21945.50,2M18522108-3022143,0.16,True,table_ni.dat
Ni,21945.50,HD132813,0.31,True,table_ni.dat
Ni,21945.50,HD175588,0.32,True,table_ni.dat
Ni,21945.50,HD89758,0.31,True,table_ni.dat
Ni,21945.50,HD224935,0.21,True,table_ni.dat
Ni,21945.50,HD101153,0.17,True,table_ni.dat
Ni,21945.50,HIP54396,,False,table_ni.dat
Ni,22596.93,2M05484106-0602007,,False,table_ni.dat
Ni,22596.93,2M05594446-7212111,,False,table_ni.dat
Ni,22596.93,2M06035110-7456029,0.31,True,table_ni.dat
Ni,22596.93,2M06035214-7255079,0.26,True,table_ni.dat
Ni,22596.93,2M06052796-0553384,,False,table_ni.dat
Ni,22596.93,2M06074096-0530332,0.27,True,table_ni.dat
Ni,22596.93,2M06124201-0025095,,False,table_ni.dat
Ni,22596.93,2M06140107-0641072,0.30,True,table_ni.dat
Ni,22596.93,2M06143705-0551064,0.25,True,table_ni.dat
Ni,22596.93,2M06171159-7259319,,False,table_ni.dat
Ni,22596.93,2M06223443-0443153,,False,table_ni.dat
Ni,22596.93,2M06231693-0530385,,False,table_ni.dat
Ni,22596.93,2M06520463-0047080,,False,table_ni.dat
Ni,22596.93,2M06551808-0148080,0.20,True,table_ni.dat
Ni,22596.93,2M06574070-1231239,,False,table_ni.dat
Ni,22596.93,2M10430394-4605354,,False,table_ni.dat
Ni,22596.93,2M11042542-7318068,,False,table_ni.dat
Ni,22596.93,2M12101600-4936072,,False,table_ni.dat
Ni,22596.93,2M13403516-5040261,0.10,True,table_ni.dat
Ni,22596.93,2M14131192-4849280,0.11,True,table_ni.dat
Ni,22596.93,2M14240039-6252516,0.17,True,table_ni.dat
Ni,22596.93,2M14241044-6218367,0.18,True,table_ni.dat
Ni,22596.93,2M14260433-6219024,,False,table_ni.dat
Ni,22596.93,2M14261117-6240220,,False,table_ni.dat
Ni,22596.93,2M14275833-6147534,0.14,True,table_ni.dat
Ni,22596.93,2M14283733-6257279,0.22,True,table_ni.dat
Ni,22596.93,2M14291063-6317181,0.12,True,table_ni.dat
Ni,22596.93,2M14311520-6145468,0.16,True,table_ni.dat
Ni,22596.93,2M14322072-6215506,,False,table_ni.dat
Ni,22596.93,2M14332169-6302108,,False,table_ni.dat
Ni,22596.93,2M14332869-6211255,0.10,True,table_ni.dat
Ni,22596.93,2M14333081-6221450,0.13,True,table_ni.dat
Ni,22596.93,2M14333688-6232028,,False,table_ni.dat
Ni,22596.93,2M14345114-6225509,0.14,True,table_ni.dat
Ni,22596.93,2M14360142-6228561,,False,table_ni.dat
Ni,22596.93,2M14360935-6309399,0.19,True,table_ni.dat
Ni,22596.93,2M14371958-6251344,0.08,True,table_ni.dat
Ni,22596.93,2M14375085-6237526,0.06,True,table_ni.dat
Ni,22596.93,2M15161949+0244516,,False,table_ni.dat
Ni,22596.93,2M17584888-2351011,0.23,True,table_ni.dat
Ni,22596.93,2M18103303-1626220,0.24,True,table_ni.dat
Ni,22596.93,2M18142346-2136410,,False,table_ni.dat
Ni,22596.93,2M18191551-1726223,0.20,True,table_ni.dat
Ni,22596.93,2M18522108-3022143,0.30,True,table_ni.dat
Ni,22596.93,HD132813,0.38,True,table_ni.dat
Ni,22596.93,HD175588,0.36,True,table_ni.dat
Ni,22596.93,HD89758,0.12,True,table_ni.dat
Ni,22596.93,HD224935,0.31,True,table_ni.dat
Ni,22596.93,HD101153,0.29,True,table_ni.dat
Ni,22596.93,HIP54396,0.29,True,table_ni.dat
Cu,16005.64,2M05484106-0602007,-0.06,True,table_cu.dat
Cu,16005.64,2M05594446-7212111,-0.08,True,table_cu.dat
Cu,16005.64,2M06035110-7456029,,False,table_cu.dat
Cu,16005.64,2M06035214-7255079,-0.02,True,table_cu.dat
Cu,16005.64,2M06052796-0553384,-0.03,True,table_cu.dat
Cu,16005.64,2M06074096-0530332,,False,table_cu.dat
Cu,16005.64,2M06124201-0025095,,False,table_cu.dat
Cu,16005.64,2M06140107-0641072,-0.10,True,table_cu.dat
Cu,16005.64,2M06143705-0551064,,False,table_cu.dat
Cu,16005.64,2M06171159-7259319,,False,table_cu.dat
Cu,16005.64,2M06223443-0443153,,False,table_cu.dat
Cu,16005.64,2M06231693-0530385,0.00,True,table_cu.dat
Cu,16005.64,2M06520463-0047080,-0.17,True,table_cu.dat
Cu,16005.64,2M06551808-0148080,,False,table_cu.dat
Cu,16005.64,2M06574070-1231239,,False,table_cu.dat
Cu,16005.64,2M10430394-4605354,-0.04,True,table_cu.dat
Cu,16005.64,2M11042542-7318068,,False,table_cu.dat
Cu,16005.64,2M12101600-4936072,,False,table_cu.dat
Cu,16005.64,2M13403516-5040261,,False,table_cu.dat
Cu,16005.64,2M14131192-4849280,-0.07,True,table_cu.dat
Cu,16005.64,2M14240039-6252516,-0.04,True,table_cu.dat
Cu,16005.64,2M14241044-6218367,-0.01,True,table_cu.dat
Cu,16005.64,2M14260433-6219024,,False,table_cu.dat
Cu,16005.64,2M14261117-6240220,0.05,True,table_cu.dat
Cu,16005.64,2M14275833-6147534,-0.07,True,table_cu.dat
Cu,16005.64,2M14283733-6257279,0.07,True,table_cu.dat
Cu,16005.64,2M14291063-6317181,-0.04,True,table_cu.dat
Cu,16005.64,2M14311520-6145468,,False,table_cu.dat
Cu,16005.64,2M14322072-6215506,,False,table_cu.dat
Cu,16005.64,2M14332169-6302108,-0.16,True,table_cu.dat
Cu,16005.64,2M14332869-6211255,,False,table_cu.dat
Cu,16005.64,2M14333081-6221450,,False,table_cu.dat
Cu,16005.64,2M14333688-6232028,-0.03,True,table_cu.dat
Cu,16005.64,2M14345114-6225509,0.05,True,table_cu.dat
Cu,16005.64,2M14360142-6228561,-0.10,True,table_cu.dat
Cu,16005.64,2M14360935-6309399,0.08,True,table_cu.dat
Cu,16005.64,2M14371958-6251344,-0.08,True,table_cu.dat
Cu,16005.64,2M14375085-6237526,,False,table_cu.dat
Cu,16005.64,2M15161949+0244516,,False,table_cu.dat
Cu,16005.64,2M17584888-2351011,-0.02,True,table_cu.dat
Cu,16005.64,2M18103303-1626220,0.01,True,table_cu.dat
Cu,16005.64,2M18142346-2136410,0.09,True,table_cu.dat
Cu,16005.64,2M18191551-1726223,,False,table_cu.dat
Cu,16005.64,2M18522108-3022143,0.07,True,table_cu.dat
Cu,16005.64,HD132813,-0.01,True,table_cu.dat
Cu,16005.64,HD175588,,False,table_cu.dat
Cu,16005.64,HD89758,-0.13,True,table_cu.dat
Cu,16005.64,HD224935,-0.09,True,table_cu.dat
Cu,16005.64,HD101153,,False,table_cu.dat
Cu,16005.64,HIP54396,-0.06,True,table_cu.dat
Cu,16638.98,2M05484106-0602007,-0.16,True,table_cu.dat
Cu,16638.98,2M05594446-7212111,-0.08,True,table_cu.dat
Cu,16638.98,2M06035110-7456029,0.06,True,table_cu.dat
Cu,16638.98,2M06035214-7255079,0.11,True,table_cu.dat
Cu,16638.98,2M06052796-0553384,0.05,True,table_cu.dat
Cu,16638.98,2M06074096-0530332,,False,table_cu.dat
Cu,16638.98,2M06124201-0025095,,False,table_cu.dat
Cu,16638.98,2M06140107-0641072,,False,table_cu.dat
Cu,16638.98,2M06143705-0551064,,False,table_cu.dat
Cu,16638.98,2M06171159-7259319,,False,table_cu.dat
Cu,16638.98,2M06223443-0443153,,False,table_cu.dat
Cu,16638.98,2M06231693-0530385,,False,table_cu.dat
Cu,16638.98,2M06520463-0047080,,False,table_cu.dat
Cu,16638.98,2M06551808-0148080,,False,table_cu.dat
Cu,16638.98,2M06574070-1231239,,False,table_cu.dat
Cu,16638.98,2M10430394-4605354,0.08,True,table_cu.dat
Cu,16638.98,2M11042542-7318068,,False,table_cu.dat
Cu,16638.98,2M12101600-4936072,,False,table_cu.dat
Cu,16638.98,2M13403516-5040261,,False,table_cu.dat
Cu,16638.98,2M14131192-4849280,0.10,True,table_cu.dat
Cu,16638.98,2M14240039-6252516,0.10,True,table_cu.dat
Cu,16638.98,2M14241044-6218367,-0.04,True,table_cu.dat
Cu,16638.98,2M14260433-6219024,0.17,True,table_cu.dat
Cu,16638.98,2M14261117-6240220,0.20,True,table_cu.dat
Cu,16638.98,2M14275833-6147534,,False,table_cu.dat
Cu,16638.98,2M14283733-6257279,-0.01,True,table_cu.dat
Cu,16638.98,2M14291063-6317181,0.10,True,table_cu.dat
Cu,16638.98,2M14311520-6145468,0.09,True,table_cu.dat
Cu,16638.98,2M14322072-6215506,-0.05,True,table_cu.dat
Cu,16638.98,2M14332169-6302108,-0.00,True,table_cu.dat
Cu,16638.98,2M14332869-6211255,,False,table_cu.dat
Cu,16638.98,2M14333081-6221450,,False,table_cu.dat
Cu,16638.98,2M14333688-6232028,0.09,True,table_cu.dat
Cu,16638.98,2M14345114-6225509,0.22,True,table_cu.dat
Cu,16638.98,2M14360142-6228561,,False,table_cu.dat
Cu,16638.98,2M14360935-6309399,0.04,True,table_cu.dat
Cu,16638.98,2M14371958-6251344,0.02,True,table_cu.dat
Cu,16638.98,2M14375085-6237526,,False,table_cu.dat
Cu,16638.98,2M15161949+0244516,0.00,True,table_cu.dat
Cu,16638.98,2M17584888-2351011,0.05,True,table_cu.dat
Cu,16638.98,2M18103303-1626220,0.11,True,table_cu.dat
Cu,16638.98,2M18142346-2136410,0.18,True,table_cu.dat
Cu,16638.98,2M18191551-1726223,0.08,True,table_cu.dat
Cu,16638.98,2M18522108-3022143,0.04,True,table_cu.dat
Cu,16638.98,HD132813,,False,table_cu.dat
Cu,16638.98,HD175588,,False,table_cu.dat
Cu,16638.98,HD89758,-0.14,True,table_cu.dat
Cu,16638.98,HD224935,,False,table_cu.dat
Cu,16638.98,HD101153,-0.01,True,table_cu.dat
Cu,16638.98,HIP54396,,False,table_cu.dat
Zn,16505.18,2M05484106-0602007,0.20,True,table_zn.dat
Zn,16505.18,2M05594446-7212111,,False,table_zn.dat
Zn,16505.18,2M06035110-7456029,0.46,True,table_zn.dat
Zn,16505.18,2M06035214-7255079,,False,table_zn.dat
Zn,16505.18,2M06052796-0553384,0.10,True,table_zn.dat
Zn,16505.18,2M06074096-0530332,,False,table_zn.dat
Zn,16505.18,2M06124201-0025095,,False,table_zn.dat
Zn,16505.18,2M06140107-0641072,,False,table_zn.dat
Zn,16505.18,2M06143705-0551064,,False,table_zn.dat
Zn,16505.18,2M06171159-7259319,,False,table_zn.dat
Zn,16505.18,2M06223443-0443153,0.31,True,table_zn.dat
Zn,16505.18,2M06231693-0530385,0.20,True,table_zn.dat
Zn,16505.18,2M06520463-0047080,0.14,True,table_zn.dat
Zn,16505.18,2M06551808-0148080,,False,table_zn.dat
Zn,16505.18,2M06574070-1231239,0.06,True,table_zn.dat
Zn,16505.18,2M10430394-4605354,0.23,True,table_zn.dat
Zn,16505.18,2M11042542-7318068,,False,table_zn.dat
Zn,16505.18,2M12101600-4936072,,False,table_zn.dat
Zn,16505.18,2M13403516-5040261,0.12,True,table_zn.dat
Zn,16505.18,2M14131192-4849280,0.16,True,table_zn.dat
Zn,16505.18,2M14240039-6252516,0.01,True,table_zn.dat
Zn,16505.18,2M14241044-6218367,0.06,True,table_zn.dat
Zn,16505.18,2M14260433-6219024,0.09,True,table_zn.dat
Zn,16505.18,2M14261117-6240220,0.12,True,table_zn.dat
Zn,16505.18,2M14275833-6147534,-0.22,True,table_zn.dat
Zn,16505.18,2M14283733-6257279,,False,table_zn.dat
Zn,16505.18,2M14291063-6317181,,False,table_zn.dat
Zn,16505.18,2M14311520-6145468,0.07,True,table_zn.dat
Zn,16505.18,2M14322072-6215506,0.26,True,table_zn.dat
Zn,16505.18,2M14332169-6302108,0.15,True,table_zn.dat
Zn,16505.18,2M14332869-6211255,-0.12,True,table_zn.dat
Zn,16505.18,2M14333081-6221450,,False,table_zn.dat
Zn,16505.18,2M14333688-6232028,,False,table_zn.dat
Zn,16505.18,2M14345114-6225509,0.07,True,table_zn.dat
Zn,16505.18,2M14360142-6228561,0.08,True,table_zn.dat
Zn,16505.18,2M14360935-6309399,0.15,True,table_zn.dat
Zn,16505.18,2M14371958-6251344,0.14,True,table_zn.dat
Zn,16505.18,2M14375085-6237526,0.08,True,table_zn.dat
Zn,16505.18,2M15161949+0244516,0.26,True,table_zn.dat
Zn,16505.18,2M17584888-2351011,-0.02,True,table_zn.dat
Zn,16505.18,2M18103303-1626220,-0.07,True,table_zn.dat
Zn,16505.18,2M18142346-2136410,0.02,True,table_zn.dat
Zn,16505.18,2M18191551-1726223,-0.01,True,table_zn.dat
Zn,16505.18,2M18522108-3022143,0.21,True,table_zn.dat
Zn,16505.18,HD132813,0.19,True,table_zn.dat
Zn,16505.18,HD175588,,False,table_zn.dat
Zn,16505.18,HD89758,0.19,True,table_zn.dat
Zn,16505.18,HD224935,0.21,True,table_zn.dat
Zn,16505.18,HD101153,0.18,True,table_zn.dat
Zn,16505.18,HIP54396,0.27,True,table_zn.dat
Y,21260.45,2M05484106-0602007,-0.40,True,table_y.dat
Y,21260.45,2M05594446-7212111,-0.34,True,table_y.dat
Y,21260.45,2M06035110-7456029,-0.23,True,table_y.dat
Y,21260.45,2M06035214-7255079,-0.49,True,table_y.dat
Y,21260.45,2M06052796-0553384,-0.35,True,table_y.dat
Y,21260.45,2M06074096-0530332,-0.43,True,table_y.dat
Y,21260.45,2M06124201-0025095,-0.20,True,table_y.dat
Y,21260.45,2M06140107-0641072,-0.37,True,table_y.dat
Y,21260.45,2M06143705-0551064,-0.32,True,table_y.dat
Y,21260.45,2M06171159-7259319,-0.23,True,table_y.dat
Y,21260.45,2M06223443-0443153,-0.24,True,table_y.dat
Y,21260.45,2M06231693-0530385,-0.30,True,table_y.dat
Y,21260.45,2M06520463-0047080,-0.02,True,table_y.dat
Y,21260.45,2M06551808-0148080,-0.34,True,table_y.dat
Y,21260.45,2M06574070-1231239,-0.07,True,table_y.dat
Y,21260.45,2M10430394-4605354,-0.46,True,table_y.dat
Y,21260.45,2M11042542-7318068,-0.33,True,table_y.dat
Y,21260.45,2M12101600-4936072,-0.39,True,table_y.dat
Y,21260.45,2M13403516-5040261,-0.41,True,table_y.dat
Y,21260.45,2M14131192-4849280,-0.31,True,table_y.dat
Y,21260.45,2M14240039-6252516,-0.16,True,table_y.dat
Y,21260.45,2M14241044-6218367,-0.22,True,table_y.dat
Y,21260.45,2M14260433-6219024,-0.27,True,table_y.dat
Y,21260.45,2M14261117-6240220,-0.30,True,table_y.dat
Y,21260.45,2M14275833-6147534,-0.12,True,table_y.dat
Y,21260.45,2M14283733-6257279,-0.33,True,table_y.dat
Y,21260.45,2M14291063-6317181,-0.36,True,table_y.dat
Y,21260.45,2M14311520-6145468,-0.11,True,table_y.dat
Y,21260.45,2M14322072-6215506,-0.62,True,table_y.dat
Y,21260.45,2M14332169-6302108,-0.28,True,table_y.dat
Y,21260.45,2M14332869-6211255,-0.28,True,table_y.dat
Y,21260.45,2M14333081-6221450,-0.12,True,table_y.dat
Y,21260.45,2M14333688-6232028,-0.13,True,table_y.dat
Y,21260.45,2M14345114-6225509,-0.34,True,table_y.dat
Y,21260.45,2M14360142-6228561,-0.29,True,table_y.dat
Y,21260.45,2M14360935-6309399,-0.15,True,table_y.dat
Y,21260.45,2M14371958-6251344,-0.30,True,table_y.dat
Y,21260.45,2M14375085-6237526,-0.39,True,table_y.dat
Y,21260.45,2M15161949+0244516,-0.41,True,table_y.dat
Y,21260.45,2M17584888-2351011,-0.27,True,table_y.dat
Y,21260.45,2M18103303-1626220,-0.02,True,table_y.dat
Y,21260.45,2M18142346-2136410,-0.11,True,table_y.dat
Y,21260.45,2M18191551-1726223,-0.10,True,table_y.dat
Y,21260.45,2M18522108-3022143,-0.16,True,table_y.dat
Y,21260.45,HD132813,-0.04,True,table_y.dat
Y,21260.45,HD175588,0.31,True,table_y.dat
Y,21260.45,HD89758,-0.30,True,table_y.dat
Y,21260.45,HD224935,0.06,True,table_y.dat
Y,21260.45,HD101153,0.02,True,table_y.dat
Y,21260.45,HIP54396,-0.20,True,table_y.dat
Y,22543.84,2M05484106-0602007,-0.33,True,table_y.dat
Y,22543.84,2M05594446-7212111,-0.27,True,table_y.dat
Y,22543.84,2M06035110-7456029,-0.21,True,table_y.dat
Y,22543.84,2M06035214-7255079,-0.55,True,table_y.dat
Y,22543.84,2M06052796-0553384,-0.31,True,table_y.dat
Y,22543.84,2M06074096-0530332,-0.31,True,table_y.dat
Y,22543.84,2M06124201-0025095,-0.18,True,table_y.dat
Y,22543.84,2M06140107-0641072,-0.37,True,table_y.dat
Y,22543.84,2M06143705-0551064,-0.21,True,table_y.dat
Y,22543.84,2M06171159-7259319,-0.06,True,table_y.dat
Y,22543.84,2M06223443-0443153,-0.21,True,table_y.dat
Y,22543.84,2M06231693-0530385,-0.33,True,table_y.dat
