species,wavelength_air_A,star,abundance_dex,used,source_table
Na,22083.66,2M06520463-0047080,0.06,True,table_na.dat
Na,22083.66,2M06551808-0148080,-0.17,True,table_na.dat
Na,22083.66,2M06574070-1231239,0.07,True,table_na.dat
Na,22083.66,2M10430394-4605354,0.08,True,table_na.dat
Na,22083.66,2M11042542-7318068,-0.09,True,table_na.dat
Na,22083.66,2M12101600-4936072,0.09,True,table_na.dat
Na,22083.66,2M13403516-5040261,-0.11,True,table_na.dat
Na,22083.66,2M14131192-4849280,0.15,True,table_na.dat
Na,22083.66,2M14240039-6252516,0.24,True,table_na.dat
Na,22083.66,2M14241044-6218367,0.18,True,table_na.dat
Na,22083.66,2M14260433-6219024,0.14,True,table_na.dat
Na,22083.66,2M14261117-6240220,0.19,True,table_na.dat
Na,22083.66,2M14275833-6147534,0.14,True,table_na.dat
Na,22083.66,2M14283733-6257279,0.16,True,table_na.dat
Na,22083.66,2M14291063-6317181,0.14,True,table_na.dat
Na,22083.66,2M14311520-6145468,0.12,True,table_na.dat
Na,22083.66,2M14322072-6215506,-0.18,True,table_na.dat
Na,22083.66,2M14332169-6302108,-0.04,True,table_na.dat
Na,22083.66,2M14332869-6211255,0.14,True,table_na.dat
Na,22083.66,2M14333081-6221450,0.15,True,table_na.dat
Na,22083.66,2M14333688-6232028,0.21,True,table_na.dat
Na,22083.66,2M14345114-6225509,0.33,True,table_na.dat
Na,22083.66,2M14360142-6228561,-0.01,True,table_na.dat
Na,22083.66,2M14360935-6309399,0.31,True,table_na.dat
Na,22083.66,2M14371958-6251344,-0.02,True,table_na.dat
Na,22083.66,2M14375085-6237526,0.17,True,table_na.dat
Na,22083.66,2M15161949+0244516,0.02,True,table_na.dat
Na,22083.66,2M17584888-2351011,0.36,True,table_na.dat
Na,22083.66,2M18103303-1626220,0.44,True,table_na.dat
Na,22083.66,2M18142346-2136410,0.35,True,table_na.dat
Na,22083.66,2M18191551-1726223,0.26,True,table_na.dat
Na,22083.66,2M18522108-3022143,-0.00,True,table_na.dat
Na,22083.66,HD132813,0.03,True,table_na.dat
Na,22083.66,HD175588,,False,table_na.dat
Na,22083.66,HD89758,,False,table_na.dat
Na,22083.66,HD224935,0.19,True,table_na.dat
Na,22083.66,HD101153,,False,table_na.dat
Na,22083.66,HIP54396,,False,table_na.dat
Na,23379.14,2M05484106-0602007,-0.14,True,table_na.dat
Na,23379.14,2M05594446-7212111,,False,table_na.dat
Na,23379.14,2M06035110-7456029,,False,table_na.dat
Na,23379.14,2M06035214-7255079,,False,table_na.dat
Na,23379.14,2M06052796-0553384,-0.08,True,table_na.dat
Na,23379.14,2M06074096-0530332,,False,table_na.dat
Na,23379.14,2M06124201-0025095,-0.04,True,table_na.dat
Na,23379.14,2M06140107-0641072,-0.00,True,table_na.dat
Na,23379.14,2M06143705-0551064,-0.03,True,table_na.dat
Na,23379.14,2M06171159-7259319,-0.05,True,table_na.dat
Na,23379.14,2M06223443-0443153,-0.09,True,table_na.dat
Na,23379.14,2M06231693-0530385,-0.17,True,table_na.dat
Na,23379.14,2M06520463-0047080,0.03,True,table_na.dat
Na,23379.14,2M06551808-0148080,-0.05,True,table_na.dat
Na,23379.14,2M06574070-1231239,0.10,True,table_na.dat
Na,23379.14,2M10430394-4605354,0.03,True,table_na.dat
Na,23379.14,2M11042542-7318068,-0.13,True,table_na.dat
Na,23379.14,2M12101600-4936072,-0.13,True,table_na.dat
Na,23379.14,2M13403516-5040261,-0.06,True,table_na.dat
Na,23379.14,2M14131192-4849280,,False,table_na.dat
Na,23379.14,2M14240039-6252516,,False,table_na.dat
Na,23379.14,2M14241044-6218367,0.20,True,table_na.dat
Na,23379.14,2M14260433-6219024,0.21,True,table_na.dat
Na,23379.14,2M14261117-6240220,0.08,True,table_na.dat
Na,23379.14,2M14275833-6147534,0.23,True,table_na.dat
Na,23379.14,2M14283733-6257279,0.18,True,table_na.dat
Na,23379.14,2M14291063-6317181,-0.04,True,table_na.dat
Na,23379.14,2M14311520-6145468,0.08,True,table_na.dat
Na,23379.14,2M14322072-6215506,-0.11,True,table_na.dat
Na,23379.14,2M14332169-6302108,-0.02,True,table_na.dat
Na,23379.14,2M14332869-6211255,0.08,True,table_na.dat
Na,23379.14,2M14333081-6221450,0.07,True,table_na.dat
Na,23379.14,2M14333688-6232028,0.27,True,table_na.dat
Na,23379.14,2M14345114-6225509,0.32,True,table_na.dat
Na,23379.14,2M14360142-6228561,0.07,True,table_na.dat
Na,23379.14,2M14360935-6309399,0.26,True,table_na.dat
Na,23379.14,2M14371958-6251344,-0.02,True,table_na.dat
Na,23379.14,2M14375085-6237526,0.17,True,table_na.dat
Na,23379.14,2M15161949+0244516,0.16,True,table_na.dat
Na,23379.14,2M17584888-2351011,0.23,True,table_na.dat
Na,23379.14,2M18103303-1626220,0.27,True,table_na.dat
Na,23379.14,2M18142346-2136410,0.22,True,table_na.dat
Na,23379.14,2M18191551-1726223,0.23,True,table_na.dat
Na,23379.14,2M18522108-3022143,0.10,True,table_na.dat
Na,23379.14,HD132813,0.10,True,table_na.dat
Na,23379.14,HD175588,0.30,True,table_na.dat
Na,23379.14,HD89758,0.09,True,table_na.dat
Na,23379.14,HD224935,,False,table_na.dat
Na,23379.14,HD101153,0.22,True,table_na.dat
Na,23379.14,HIP54396,0.23,True,table_na.dat
Mg,21059.76,2M05484106-0602007,-0.01,True,table_mg.dat
Mg,21059.76,2M05594446-7212111,0.03,True,table_mg.dat
Mg,21059.76,2M06035110-7456029,0.21,True,table_mg.dat
Mg,21059.76,2M06035214-7255079,0.07,True,table_mg.dat
Mg,21059.76,2M06052796-0553384,-0.07,True,table_mg.dat
Mg,21059.76,2M06074096-0530332,-0.01,True,table_mg.dat
Mg,21059.76,2M06124201-0025095,0.06,True,table_mg.dat
Mg,21059.76,2M06140107-0641072,0.21,True,table_mg.dat
Mg,21059.76,2M06143705-0551064,0.04,True,table_mg.dat
Mg,21059.76,2M06171159-7259319,0.26,True,table_mg.dat
Mg,21059.76,2M06223443-0443153,0.01,True,table_mg.dat
Mg,21059.76,2M06231693-0530385,0.05,True,table_mg.dat
Mg,21059.76,2M06520463-0047080,-0.16,True,table_mg.dat
Mg,21059.76,2M06551808-0148080,0.07,True,table_mg.dat
Mg,21059.76,2M06574070-1231239,-0.14,True,table_mg.dat
Mg,21059.76,2M10430394-4605354,-0.18,True,table_mg.dat
Mg,21059.76,2M11042542-7318068,0.04,True,table_mg.dat
Mg,21059.76,2M12101600-4936072,-0.07,True,table_mg.dat
Mg,21059.76,2M13403516-5040261,-0.06,True,table_mg.dat
Mg,21059.76,2M14131192-4849280,-0.03,True,table_mg.dat
Mg,21059.76,2M14240039-6252516,-0.15,True,table_mg.dat
Mg,21059.76,2M14241044-6218367,-0.12,True,table_mg.dat
Mg,21059.76,2M14260433-6219024,0.08,True,table_mg.dat
Mg,21059.76,2M14261117-6240220,-0.05,True,table_mg.dat
Mg,21059.76,2M14275833-6147534,-0.16,True,table_mg.dat
Mg,21059.76,2M14283733-6257279,-0.13,True,table_mg.dat
Mg,21059.76,2M14291063-6317181,-0.12,True,table_mg.dat
Mg,21059.76,2M14311520-6145468,-0.08,True,table_mg.dat
Mg,21059.76,2M14322072-6215506,0.03,True,table_mg.dat
Mg,21059.76,2M14332169-6302108,-0.07,True,table_mg.dat
Mg,21059.76,2M14332869-6211255,-0.27,True,table_mg.dat
Mg,21059.76,2M14333081-6221450,-0.12,True,table_mg.dat
Mg,21059.76,2M14333688-6232028,-0.12,True,table_mg.dat
Mg,21059.76,2M14345114-6225509,-0.01,True,table_mg.dat
Mg,21059.76,2M14360142-6228561,-0.02,True,table_mg.dat
Mg,21059.76,2M14360935-6309399,-0.11,True,table_mg.dat
Mg,21059.76,2M14371958-6251344,-0.12,True,table_mg.dat
Mg,21059.76,2M14375085-6237526,-0.18,True,table_mg.dat
Mg,21059.76,2M15161949+0244516,0.21,True,table_mg.dat
Mg,21059.76,2M17584888-2351011,-0.20,True,table_mg.dat
Mg,21059.76,2M18103303-1626220,-0.18,True,table_mg.dat
Mg,21059.76,2M18142346-2136410,-0.07,True,table_mg.dat
Mg,21059.76,2M18191551-1726223,-0.14,True,table_mg.dat
Mg,21059.76,2M18522108-3022143,0.20,True,table_mg.dat
Mg,21059.76,HD132813,-0.04,True,table_mg.dat
Mg,21059.76,HD175588,-0.18,True,table_mg.dat
Mg,21059.76,HD89758,-0.10,True,table_mg.dat
Mg,21059.76,HD224935,-0.12,True,table_mg.dat
Mg,21059.76,HD101153,-0.11,True,table_mg.dat
Mg,21059.76,HIP54396,-0.06,True,table_mg.dat
Mg,21060.89,2M05484106-0602007,0.02,True,table_mg.dat
Mg,21060.89,2M05594446-7212111,0.06,True,table_mg.dat
Mg,21060.89,2M06035110-7456029,0.14,True,table_mg.dat
Mg,21060.89,2M06035214-7255079,0.02,True,table_mg.dat
Mg,21060.89,2M06052796-0553384,-0.04,True,table_mg.dat
Mg,21060.89,2M06074096-0530332,0.00,True,table_mg.dat
Mg,21060.89,2M06124201-0025095,0.07,True,table_mg.dat
Mg,21060.89,2M06140107-0641072,0.17,True,table_mg.dat
Mg,21060.89,2M06143705-0551064,-0.01,True,table_mg.dat
Mg,21060.89,2M06171159-7259319,0.30,True,table_mg.dat
Mg,21060.89,2M06223443-0443153,-0.01,True,table_mg.dat
Mg,21060.89,2M06231693-0530385,-0.00,True,table_mg.dat
Mg,21060.89,2M06520463-0047080,-0.08,True,table_mg.dat
Mg,21060.89,2M06551808-0148080,0.05,True,table_mg.dat
Mg,21060.89,2M06574070-1231239,-0.12,True,table_mg.dat
Mg,21060.89,2M10430394-4605354,-0.11,True,table_mg.dat
Mg,21060.89,2M11042542-7318068,0.09,True,table_mg.dat
Mg,21060.89,2M12101600-4936072,0.07,True,table_mg.dat
Mg,21060.89,2M13403516-5040261,-0.03,True,table_mg.dat
Mg,21060.89,2M14131192-4849280,-0.01,True,table_mg.dat
Mg,21060.89,2M14240039-6252516,-0.09,True,table_mg.dat
Mg,21060.89,2M14241044-6218367,-0.01,True,table_mg.dat
Mg,21060.89,2M14260433-6219024,-0.10,True,table_mg.dat
Mg,21060.89,2M14261117-6240220,-0.11,True,table_mg.dat
Mg,21060.89,2M14275833-6147534,-0.20,True,table_mg.dat
Mg,21060.89,2M14283733-6257279,-0.07,True,table_mg.dat
Mg,21060.89,2M14291063-6317181,-0.10,True,table_mg.dat
Mg,21060.89,2M14311520-6145468,-0.11,True,table_mg.dat
Mg,21060.89,2M14322072-6215506,0.09,True,table_mg.dat
Mg,21060.89,2M14332169-6302108,-0.06,True,table_mg.dat
Mg,21060.89,2M14332869-6211255,-0.15,True,table_mg.dat
Mg,21060.89,2M14333081-6221450,-0.14,True,table_mg.dat
Mg,21060.89,2M14333688-6232028,-0.12,True,table_mg.dat
Mg,21060.89,2M14345114-6225509,0.00,True,table_mg.dat
Mg,21060.89,2M14360142-6228561,0.01,True,table_mg.dat
Mg,21060.89,2M14360935-6309399,-0.10,True,table_mg.dat
Mg,21060.89,2M14371958-6251344,-0.09,True,table_mg.dat
Mg,21060.89,2M14375085-6237526,-0.13,True,table_mg.dat
Mg,21060.89,2M15161949+0244516,0.28,True,table_mg.dat
Mg,21060.89,2M17584888-2351011,-0.13,True,table_mg.dat
Mg,21060.89,2M18103303-1626220,-0.18,True,table_mg.dat
Mg,21060.89,2M18142346-2136410,-0.07,True,table_mg.dat
Mg,21060.89,2M18191551-1726223,-0.12,True,table_mg.dat
Mg,21060.89,2M18522108-3022143,0.19,True,table_mg.dat
Mg,21060.89,HD132813,-0.09,True,table_mg.dat
Mg,21060.89,HD175588,-0.19,True,table_mg.dat
Mg,21060.89,HD89758,-0.13,True,table_mg.dat
Mg,21060.89,HD224935,-0.10,True,table_mg.dat
Mg,21060.89,HD101153,-0.09,True,table_mg.dat
Mg,21060.89,HIP54396,-0.02,True,table_mg.dat
Mg,21458.87,2M05484106-0602007,0.08,True,table_mg.dat
Mg,21458.87,2M05594446-7212111,0.09,True,table_mg.dat
Mg,21458.87,2M06035110-7456029,0.26,True,table_mg.dat
Mg,21458.87,2M06035214-7255079,0.08,True,table_mg.dat
Mg,21458.87,2M06052796-0553384,-0.03,True,table_mg.dat
Mg,21458.87,2M06074096-0530332,0.12,True,table_mg.dat
Mg,21458.87,2M06124201-0025095,0.16,True,table_mg.dat
Mg,21458.87,2M06140107-0641072,0.20,True,table_mg.dat
Mg,21458.87,2M06143705-0551064,0.07,True,table_mg.dat
Mg,21458.87,2M06171159-7259319,0.34,True,table_mg.dat
Mg,21458.87,2M06223443-0443153,0.08,True,table_mg.dat
Mg,21458.87,2M06231693-0530385,0.10,True,table_mg.dat
Mg,21458.87,2M06520463-0047080,-0.06,True,table_mg.dat
Mg,21458.87,2M06551808-0148080,0.14,True,table_mg.dat
Mg,21458.87,2M06574070-1231239,-0.02,True,table_mg.dat
Mg,21458.87,2M10430394-4605354,-0.09,True,table_mg.dat
Mg,21458.87,2M11042542-7318068,0.18,True,table_mg.dat
Mg,21458.87,2M12101600-4936072,0.12,True,table_mg.dat
Mg,21458.87,2M13403516-5040261,0.01,True,table_mg.dat
Mg,21458.87,2M14131192-4849280,0.06,True,table_mg.dat
Mg,21458.87,2M14240039-6252516,-0.06,True,table_mg.dat
Mg,21458.87,2M14241044-6218367,-0.04,True,table_mg.dat
Mg,21458.87,2M14260433-6219024,0.02,True,table_mg.dat
Mg,21458.87,2M14261117-6240220,-0.05,True,table_mg.dat
Mg,21458.87,2M14275833-6147534,-0.12,True,table_mg.dat
Mg,21458.87,2M14283733-6257279,-0.02,True,table_mg.dat
Mg,21458.87,2M14291063-6317181,-0.07,True,table_mg.dat
Mg,21458.87,2M14311520-6145468,-0.02,True,table_mg.dat
Mg,21458.87,2M14322072-6215506,0.13,True,table_mg.dat
Mg,21458.87,2M14332169-6302108,0.00,True,table_mg.dat
Mg,21458.87,2M14332869-6211255,-0.11,True,table_mg.dat
Mg,21458.87,2M14333081-6221450,-0.07,True,table_mg.dat
Mg,21458.87,2M14333688-6232028,-0.06,True,table_mg.dat
Mg,21458.87,2M14345114-6225509,0.03,True,table_mg.dat
Mg,21458.87,2M14360142-6228561,0.03,True,table_mg.dat
Mg,21458.87,2M14360935-6309399,-0.05,True,table_mg.dat
Mg,21458.87,2M14371958-6251344,-0.07,True,table_mg.dat
Mg,21458.87,2M14375085-6237526,-0.06,True,table_mg.dat
Mg,21458.87,2M15161949+0244516,0.25,True,table_mg.dat
Mg,21458.87,2M17584888-2351011,-0.14,True,table_mg.dat
Mg,21458.87,2M18103303-1626220,-0.03,True,table_mg.dat
Mg,21458.87,2M18142346-2136410,0.01,True,table_mg.dat
Mg,21458.87,2M18191551-1726223,-0.05,True,table_mg.dat
Mg,21458.87,2M18522108-3022143,0.30,True,table_mg.dat
Mg,21458.87,HD132813,0.06,True,table_mg.dat
Mg,21458.87,HD175588,-0.01,True,table_mg.dat
Mg,21458.87,HD89758,-0.00,True,table_mg.dat
Mg,21458.87,HD224935,0.06,True,table_mg.dat
Mg,21458.87,HD101153,0.09,True,table_mg.dat
Mg,21458.87,HIP54396,0.08,True,table_mg.dat
Al,16718.97,2M05484106-0602007,0.19,True,table_al.dat
Al,16718.97,2M05594446-7212111,0.26,True,table_al.dat
Al,16718.97,2M06035110-7456029,0.36,True,table_al.dat
Al,16718.97,2M06035214-7255079,0.11,True,table_al.dat
Al,16718.97,2M06052796-0553384,0.02,True,table_al.dat
Al,16718.97,2M06074096-0530332,0.26,True,table_al.dat
Al,16718.97,2M06124201-0025095,0.12,True,table_al.dat
Al,16718.97,2M06140107-0641072,0.28,True,table_al.dat
Al,16718.97,2M06143705-0551064,0.14,True,table_al.dat
Al,16718.97,2M06171159-7259319,0.15,True,table_al.dat
Al,16718.97,2M06223443-0443153,0.14,True,table_al.dat
Al,16718.97,2M06231693-0530385,0.11,True,table_al.dat
Al,16718.97,2M06520463-0047080,0.09,True,table_al.dat
Al,16718.97,2M06551808-0148080,0.21,True,table_al.dat
Al,16718.97,2M06574070-1231239,0.05,True,table_al.dat
Al,16718.97,2M10430394-4605354,0.06,True,table_al.dat
Al,16718.97,2M11042542-7318068,0.30,True,table_al.dat
Al,16718.97,2M12101600-4936072,0.25,True,table_al.dat
Al,16718.97,2M13403516-5040261,0.17,True,table_al.dat
Al,16718.97,2M14131192-4849280,0.27,True,table_al.dat
Al,16718.97,2M14240039-6252516,0.18,True,table_al.dat
Al,16718.97,2M14241044-6218367,0.10,True,table_al.dat
Al,16718.97,2M14260433-6219024,0.32,True,table_al.dat
Al,16718.97,2M14261117-6240220,0.14,True,table_al.dat
Al,16718.97,2M14275833-6147534,0.18,True,table_al.dat
Al,16718.97,2M14283733-6257279,0.20,True,table_al.dat
Al,16718.97,2M14291063-6317181,0.18,True,table_al.dat
Al,16718.97,2M14311520-6145468,0.15,True,table_al.dat
Al,16718.97,2M14322072-6215506,0.09,True,table_al.dat
Al,16718.97,2M14332169-6302108,0.26,True,table_al.dat
Al,16718.97,2M14332869-6211255,0.03,True,table_al.dat
Al,16718.97,2M14333081-6221450,0.18,True,table_al.dat
Al,16718.97,2M14333688-6232028,0.19,True,table_al.dat
Al,16718.97,2M14345114-6225509,0.24,True,table_al.dat
Al,16718.97,2M14360142-6228561,0.18,True,table_al.dat
Al,16718.97,2M14360935-6309399,0.21,True,table_al.dat
Al,16718.97,2M14371958-6251344,0.06,True,table_al.dat
Al,16718.97,2M14375085-6237526,0.13,True,table_al.dat
Al,16718.97,2M15161949+0244516,0.40,True,table_al.dat
Al,16718.97,2M17584888-2351011,0.04,True,table_al.dat
Al,16718.97,2M18103303-1626220,0.27,True,table_al.dat
Al,16718.97,2M18142346-2136410,0.24,True,table_al.dat
Al,16718.97,2M18191551-1726223,0.16,True,table_al.dat
Al,16718.97,2M18522108-3022143,0.35,True,table_al.dat
Al,16718.97,HD132813,0.12,True,table_al.dat
Al,16718.97,HD175588,0.07,True,table_al.dat
Al,16718.97,HD89758,0.03,True,table_al.dat
Al,16718.97,HD224935,0.03,True,table_al.dat
Al,16718.97,HD101153,0.05,True,table_al.dat
Al,16718.97,HIP54396,0.18,True,table_al.dat
Al,16750.60,2M05484106-0602007,0.23,True,table_al.dat
Al,16750.60,2M05594446-7212111,0.22,True,table_al.dat
Al,16750.60,2M06035110-7456029,0.35,True,table_al.dat
Al,16750.60,2M06035214-7255079,0.19,True,table_al.dat
Al,16750.60,2M06052796-0553384,0.01,True,table_al.dat
Al,16750.60,2M06074096-0530332,0.19,True,table_al.dat
Al,16750.60,2M06124201-0025095,0.16,True,table_al.dat
Al,16750.60,2M06140107-0641072,0.26,True,table_al.dat
Al,16750.60,2M06143705-0551064,0.13,True,table_al.dat
Al,16750.60,2M06171159-7259319,0.19,True,table_al.dat
Al,16750.60,2M06223443-0443153,0.17,True,table_al.dat
Al,16750.60,2M06231693-0530385,0.11,True,table_al.dat
Al,16750.60,2M06520463-0047080,0.13,True,table_al.dat
Al,16750.60,2M06551808-0148080,0.23,True,table_al.dat
Al,16750.60,2M06574070-1231239,0.14,True,table_al.dat
Al,16750.60,2M10430394-4605354,0.04,True,table_al.dat
Al,16750.60,2M11042542-7318068,0.33,True,table_al.dat
Al,16750.60,2M12101600-4936072,0.25,True,table_al.dat
Al,16750.60,2M13403516-5040261,0.18,True,table_al.dat
Al,16750.60,2M14131192-4849280,0.28,True,table_al.dat
Al,16750.60,2M14240039-6252516,0.22,True,table_al.dat
Al,16750.60,2M14241044-6218367,0.17,True,table_al.dat
Al,16750.60,2M14260433-6219024,0.14,True,table_al.dat
Al,16750.60,2M14261117-6240220,0.26,True,table_al.dat
Al,16750.60,2M14275833-6147534,0.24,True,table_al.dat
Al,16750.60,2M14283733-6257279,0.14,True,table_al.dat
Al,16750.60,2M14291063-6317181,0.17,True,table_al.dat
Al,16750.60,2M14311520-6145468,0.15,True,table_al.dat
Al,16750.60,2M14322072-6215506,0.12,True,table_al.dat
Al,16750.60,2M14332169-6302108,0.17,True,table_al.dat
Al,16750.60,2M14332869-6211255,0.06,True,table_al.dat
Al,16750.60,2M14333081-6221450,0.17,True,table_al.dat
Al,16750.60,2M14333688-6232028,0.22,True,table_al.dat
Al,16750.60,2M14345114-6225509,0.30,True,table_al.dat
Al,16750.60,2M14360142-6228561,0.22,True,table_al.dat
Al,16750.60,2M14360935-6309399,0.25,True,table_al.dat
Al,16750.60,2M14371958-6251344,0.12,True,table_al.dat
Al,16750.60,2M14375085-6237526,0.14,True,table_al.dat
Al,16750.60,2M15161949+0244516,0.37,True,table_al.dat
Al,16750.60,2M17584888-2351011,0.10,True,table_al.dat
Al,16750.60,2M18103303-1626220,0.29,True,table_al.dat
Al,16750.60,2M18142346-2136410,0.29,True,table_al.dat
Al,16750.60,2M18191551-1726223,0.23,True,table_al.dat
Al,16750.60,2M18522108-3022143,0.32,True,table_al.dat
Al,16750.60,HD132813,0.18,True,table_al.dat
Al,16750.60,HD175588,0.19,True,table_al.dat
Al,16750.60,HD89758,0.06,True,table_al.dat
Al,16750.60,HD224935,0.12,True,table_al.dat
Al,16750.60,HD101153,0.14,True,table_al.dat
Al,16750.60,HIP54396,0.23,True,table_al.dat
Al,16763.37,2M05484106-0602007,-0.01,True,table_al.dat
Al,16763.37,2M05594446-7212111,0.15,True,table_al.dat
Al,16763.37,2M06035110-7456029,0.16,True,table_al.dat
Al,16763.37,2M06035214-7255079,-0.02,True,table_al.dat
Al,16763.37,2M06052796-0553384,-0.14,True,table_al.dat
Al,16763.37,2M06074096-0530332,0.10,True,table_al.dat
Al,16763.37,2M06124201-0025095,0.04,True,table_al.dat
Al,16763.37,2M06140107-0641072,0.18,True,table_al.dat
Al,16763.37,2M06143705-0551064,-0.03,True,table_al.dat
Al,16763.37,2M06171159-7259319,0.13,True,table_al.dat
Al,16763.37,2M06223443-0443153,-0.00,True,table_al.dat
Al,16763.37,2M06231693-0530385,0.00,True,table_al.dat
Al,16763.37,2M06520463-0047080,-0.08,True,table_al.dat
Al,16763.37,2M06551808-0148080,0.09,True,table_al.dat
Al,16763.37,2M06574070-1231239,-0.02,True,table_al.dat
Al,16763.37,2M10430394-4605354,-0.10,True,table_al.dat
Al,16763.37,2M11042542-7318068,0.16,True,table_al.dat
Al,16763.37,2M12101600-4936072,-0.00,True,table_al.dat
Al,16763.37,2M13403516-5040261,-0.02,True,table_al.dat
Al,16763.37,2M14131192-4849280,0.03,True,table_al.dat
Al,16763.37,2M14240039-6252516,0.01,True,table_al.dat
Al,16763.37,2M14241044-6218367,-0.08,True,table_al.dat
Al,16763.37,2M14260433-6219024,-0.04,True,table_al.dat
Al,16763.37,2M14261117-6240220,-0.10,True,table_al.dat
Al,16763.37,2M14275833-6147534,0.02,True,table_al.dat
Al,16763.37,2M14283733-6257279,-0.11,True,table_al.dat
Al,16763.37,2M14291063-6317181,-0.02,True,table_al.dat
Al,16763.37,2M14311520-6145468,-0.05,True,table_al.dat
Al,16763.37,2M14322072-6215506,-0.06,True,table_al.dat
Al,16763.37,2M14332169-6302108,-0.01,True,table_al.dat
Al,16763.37,2M14332869-6211255,-0.09,True,table_al.dat
Al,16763.37,2M14333081-6221450,-0.08,True,table_al.dat
Al,16763.37,2M14333688-6232028,-0.03,True,table_al.dat
Al,16763.37,2M14345114-6225509,0.02,True,table_al.dat
Al,16763.37,2M14360142-6228561,0.01,True,table_al.dat
Al,16763.37,2M14360935-6309399,-0.03,True,table_al.dat
Al,16763.37,2M14371958-6251344,-0.11,True,table_al.dat
Al,16763.37,2M14375085-6237526,-0.07,True,table_al.dat
Al,16763.37,2M15161949+0244516,0.20,True,table_al.dat
Al,16763.37,2M17584888-2351011,-0.22,True,table_al.dat
Al,16763.37,2M18103303-1626220,-0.09,True,table_al.dat
Al,16763.37,2M18142346-2136410,-0.02,True,table_al.dat
Al,16763.37,2M18191551-1726223,-0.06,True,table_al.dat
