element,wave_A,teff_K,logg,feh,delta_nlte
Si,5772.15,6000,3.5,-0.5,-0.007
Si,5780.45,6000,3.5,-0.5,-0.011
Si,6067.62,6000,3.5,-0.5,-0.004
Si,6253.6,6000,3.5,-0.5,-0.0
Si,5622.23,6000,3.5,0.0,-0.025
Si,5701.14,6000,3.5,0.0,-0.011
Si,5708.44,6000,3.5,0.0,-0.027
Si,5772.15,6000,3.5,0.0,-0.009
Si,5780.45,6000,3.5,0.0,-0.009
Si,6067.62,6000,3.5,0.0,-0.003
Si,6253.6,6000,3.5,0.0,-0.0
Si,5622.23,6000,3.5,0.3,-0.027
Si,5701.14,6000,3.5,0.3,-0.012
Si,5708.44,6000,3.5,0.3,-0.029
Si,5772.15,6000,3.5,0.3,-0.01
Si,5780.45,6000,3.5,0.3,-0.009
Si,6067.62,6000,3.5,0.3,-0.002
Si,6253.6,6000,3.5,0.3,-0.0
Si,5622.23,6000,4.0,-0.5,-0.011
Si,5701.14,6000,4.0,-0.5,-0.007
Si,5708.44,6000,4.0,-0.5,-0.012
Si,5772.15,6000,4.0,-0.5,-0.004
Si,5780.45,6000,4.0,-0.5,-0.007
Si,6067.62,6000,4.0,-0.5,-0.003
Si,6253.6,6000,4.0,-0.5,-0.0
Si,5622.23,6000,4.0,0.0,-0.015
Si,5701.14,6000,4.0,0.0,-0.007
Si,5708.44,6000,4.0,0.0,-0.017
Si,5772.15,6000,4.0,0.0,-0.006
Si,5780.45,6000,4.0,0.0,-0.006
Si,6067.62,6000,4.0,0.0,-0.002
Si,6253.6,6000,4.0,0.0,-0.0
Si,5622.23,6000,4.0,0.3,-0.017
Si,5701.14,6000,4.0,0.3,-0.007
Si,5708.44,6000,4.0,0.3,-0.018
Si,5772.15,6000,4.0,0.3,-0.007
Si,5780.45,6000,4.0,0.3,-0.005
Si,6067.62,6000,4.0,0.3,-0.001
Si,6253.6,6000,4.0,0.3,-0.0
Si,5622.23,6000,4.4,-0.5,-0.007
Si,5701.14,6000,4.4,-0.5,-0.005
Si,5708.44,6000,4.4,-0.5,-0.008
Si,5772.15,6000,4.4,-0.5,-0.003
Si,5780.45,6000,4.4,-0.5,-0.005
Si,6067.62,6000,4.4,-0.5,-0.002
Si,6253.6,6000,4.4,-0.5,-0.0
