teff_K,logg,log_eps_Fe,vturb_kms,species,lambda_air_nm,e_low,log_gf,lambda_air_min_nm,lambda_air_max_nm,clean,delta_mean3d_nlte_minus_mean3d_lte
5750,4.50,7.50,3.00,Fe1,298.2229,2.990377,-1.4890,298.2028,298.2333,no,-0.0555
5750,4.50,7.50,0.75,Fe1,298.3570,0.000000,-0.5610,298.2333,298.4646,no,-0.0145
5750,4.50,7.50,1.50,Fe1,298.3570,0.000000,-0.5610,298.2333,298.4646,no,-0.0255
5750,4.50,7.50,3.00,Fe1,298.3570,0.000000,-0.5610,298.2333,298.4646,no,-0.0457
5750,4.50,7.50,0.75,Fe1,298.4768,0.859003,-2.5081,298.4646,298.6178,no,-0.0147
5750,4.50,7.50,1.50,Fe1,298.4768,0.859003,-2.5081,298.4646,298.6178,no,-0.0239
5750,4.50,7.50,3.00,Fe1,298.4768,0.859003,-2.5081,298.4646,298.6178,no,-0.0411
5750,4.50,7.50,0.75,Fe1,298.6456,0.110115,-3.0310,298.6178,298.6644,no,-0.0181
5750,4.50,7.50,1.50,Fe1,298.6456,0.110115,-3.0310,298.6178,298.6644,no,-0.0271
5750,4.50,7.50,3.00,Fe1,298.6456,0.110115,-3.0310,298.6178,298.6644,no,-0.0424
5750,4.50,7.50,0.75,Fe1,298.7290,0.914610,-1.3080,298.6644,298.8263,no,-0.0155
5750,4.50,7.50,1.50,Fe1,298.7290,0.914610,-1.3080,298.6644,298.8263,no,-0.0250
5750,4.50,7.50,3.00,Fe1,298.7290,0.914610,-1.3080,298.6644,298.8263,no,-0.0432
5750,4.50,7.50,0.75,Fe1,298.8472,1.484877,-2.1830,298.8263,298.8803,no,-0.0319
5750,4.50,7.50,1.50,Fe1,298.8472,1.484877,-2.1830,298.8263,298.8803,no,-0.0440
5750,4.50,7.50,3.00,Fe1,298.8472,1.484877,-2.1830,298.8263,298.8803,no,-0.0656
5750,4.50,7.50,0.75,Fe1,298.8944,2.727567,-2.0160,298.8803,299.0873,no,-0.0207
5750,4.50,7.50,1.50,Fe1,298.8944,2.727567,-2.0160,298.8803,299.0873,no,-0.0302
5750,4.50,7.50,3.00,Fe1,298.8944,2.727567,-2.0160,298.8803,299.0873,no,-0.0470
5750,4.50,7.50,0.75,Fe1,299.4427,0.051570,-0.5300,299.0873,299.0873,no,-0.0128
5750,4.50,7.50,1.50,Fe1,299.4427,0.051570,-0.5300,299.0873,299.0873,no,-0.0219
5750,4.50,7.50,3.00,Fe1,299.4427,0.051570,-0.5300,299.0873,299.0873,no,-0.0390
5750,4.50,7.50,0.75,Fe1,299.4502,0.121267,-2.1930,299.0873,299.5952,no,-0.0144
5750,4.50,7.50,1.50,Fe1,299.4502,0.121267,-2.1930,299.0873,299.5952,no,-0.0246
5750,4.50,7.50,3.00,Fe1,299.4502,0.121267,-2.1930,299.0873,299.5952,no,-0.0431
5750,4.50,7.50,0.75,Fe1,299.6385,2.424218,-0.9410,299.5952,299.7365,no,-0.0204
5750,4.50,7.50,1.50,Fe1,299.6385,2.424218,-0.9410,299.5952,299.7365,no,-0.0311
5750,4.50,7.50,3.00,Fe1,299.6385,2.424218,-0.9410,299.5952,299.7365,no,-0.0518
5750,4.50,7.50,0.75,Fe1,299.9511,0.859003,-0.5980,299.7365,300.0053,no,-0.0148
5750,4.50,7.50,1.50,Fe1,299.9511,0.859003,-0.5980,299.7365,300.0053,no,-0.0246
5750,4.50,7.50,3.00,Fe1,299.9511,0.859003,-0.5980,299.7365,300.0053,no,-0.0435
5750,4.50,7.50,0.75,Fe1,300.0451,1.484877,-1.0950,300.0053,300.0559,no,-0.0245
5750,4.50,7.50,1.50,Fe1,300.0451,1.484877,-1.0950,300.0053,300.0559,no,-0.0380
5750,4.50,7.50,3.00,Fe1,300.0451,1.484877,-1.0950,300.0053,300.0559,no,-0.0648
5750,4.50,7.50,0.75,Fe1,300.0948,0.087286,-0.5740,300.0559,300.2503,no,-0.0143
5750,4.50,7.50,1.50,Fe1,300.0948,0.087286,-0.5740,300.0559,300.2503,no,-0.0250
5750,4.50,7.50,3.00,Fe1,300.0948,0.087286,-0.5740,300.0559,300.2503,no,-0.0443
5750,4.50,7.50,0.75,Fe1,300.3031,0.958165,-1.2950,300.2503,300.3882,no,-0.0155
5750,4.50,7.50,1.50,Fe1,300.3031,0.958165,-1.2950,300.2503,300.3882,no,-0.0250
5750,4.50,7.50,3.00,Fe1,300.3031,0.958165,-1.2950,300.2503,300.3882,no,-0.0432
5750,4.50,7.50,0.75,Fe1,300.4113,2.432715,-1.3810,300.3882,300.4842,no,-0.0315
5750,4.50,7.50,1.50,Fe1,300.4113,2.432715,-1.3810,300.3882,300.4842,no,-0.0437
5750,4.50,7.50,3.00,Fe1,300.4113,2.432715,-1.3810,300.3882,300.4842,no,-0.0671
5750,4.50,7.50,0.75,Fe1,300.5303,2.404094,-1.2240,300.4842,300.5591,no,-0.0389
5750,4.50,7.50,1.50,Fe1,300.5303,2.404094,-1.2240,300.4842,300.5591,no,-0.0528
5750,4.50,7.50,3.00,Fe1,300.5303,2.404094,-1.2240,300.4842,300.5591,no,-0.0792
5750,4.50,7.50,0.75,Fe1,300.7145,1.484877,-1.1570,300.5591,300.7204,no,-0.0229
5750,4.50,7.50,1.50,Fe1,300.7145,1.484877,-1.1570,300.5591,300.7204,no,-0.0347
5750,4.50,7.50,3.00,Fe1,300.7145,1.484877,-1.1570,300.5591,300.7204,no,-0.0574
5750,4.50,7.50,0.75,Fe1,300.7282,0.087286,-1.7230,300.7204,300.7488,no,-0.0396
5750,4.50,7.50,1.50,Fe1,300.7282,0.087286,-1.7230,300.7204,300.7488,no,-0.0592
5750,4.50,7.50,3.00,Fe1,300.7282,0.087286,-1.7230,300.7204,300.7488,no,-0.1028
5750,4.50,7.50,0.75,Fe1,300.8138,0.110115,-0.8220,300.7488,300.8943,no,-0.0151
5750,4.50,7.50,1.50,Fe1,300.8138,0.110115,-0.8220,300.7488,300.8943,no,-0.0261
5750,4.50,7.50,3.00,Fe1,300.8138,0.110115,-0.8220,300.7488,300.8943,no,-0.0460
5750,4.50,7.50,0.75,Fe1,300.9093,2.404094,-0.9350,300.8943,300.9197,no,-0.0302
5750,4.50,7.50,1.50,Fe1,300.9093,2.404094,-0.9350,300.8943,300.9197,no,-0.0459
5750,4.50,7.50,3.00,Fe1,300.9093,2.404094,-0.9350,300.8943,300.9197,no,-0.0849
5750,4.50,7.50,0.75,Fe1,300.9569,0.914610,-0.7571,300.9197,301.1224,no,-0.0154
5750,4.50,7.50,1.50,Fe1,300.9569,0.914610,-0.7571,300.9197,301.1224,no,-0.0252
5750,4.50,7.50,3.00,Fe1,300.9569,0.914610,-0.7571,300.9197,301.1224,no,-0.0442
5750,4.50,7.50,0.75,Fe1,301.1481,2.758600,-0.3330,301.1224,301.3484,no,-0.0273
5750,4.50,7.50,1.50,Fe1,301.1481,2.758600,-0.3330,301.1224,301.3484,no,-0.0387
5750,4.50,7.50,3.00,Fe1,301.1481,2.758600,-0.3330,301.1224,301.3484,no,-0.0605
5750,4.50,7.50,0.75,Fe1,301.4173,0.958165,-2.7570,301.3484,301.4514,no,-0.0228
5750,4.50,7.50,1.50,Fe1,301.4173,0.958165,-2.7570,301.3484,301.4514,no,-0.0319
5750,4.50,7.50,3.00,Fe1,301.4173,0.958165,-2.7570,301.3484,301.4514,no,-0.0488
5750,4.50,7.50,0.75,Fe1,301.6185,0.990119,-1.4410,301.4514,301.6678,no,-0.0150
5750,4.50,7.50,1.50,Fe1,301.6185,0.990119,-1.4410,301.4514,301.6678,no,-0.0241
5750,4.50,7.50,3.00,Fe1,301.6185,0.990119,-1.4410,301.4514,301.6678,no,-0.0414
5750,4.50,7.50,0.75,Fe1,301.7627,0.110115,-1.5390,301.6678,301.8189,no,-0.0139
5750,4.50,7.50,1.50,Fe1,301.7627,0.110115,-1.5390,301.6678,301.8189,no,-0.0236
5750,4.50,7.50,3.00,Fe1,301.7627,0.110115,-1.5390,301.6678,301.8189,no,-0.0408
5750,4.50,7.50,0.75,Fe1,301.8983,0.958165,-1.0060,301.8189,301.9198,no,-0.0159
5750,4.50,7.50,1.50,Fe1,301.8983,0.958165,-1.0060,301.8189,301.9198,no,-0.0266
5750,4.50,7.50,3.00,Fe1,301.8983,0.958165,-1.0060,301.8189,301.9198,no,-0.0472
5750,4.50,7.50,0.75,Fe1,301.9288,2.453451,-1.4550,301.9198,301.9391,no,-0.0389
5750,4.50,7.50,1.50,Fe1,301.9288,2.453451,-1.4550,301.9198,301.9391,no,-0.0603
5750,4.50,7.50,3.00,Fe1,301.9288,2.453451,-1.4550,301.9198,301.9391,no,-0.1185
5750,4.50,7.50,0.75,Fe1,302.0491,0.087286,-0.8770,301.9391,302.0561,no,-0.0163
5750,4.50,7.50,1.50,Fe1,302.0491,0.087286,-0.8770,301.9391,302.0561,no,-0.0299
5750,4.50,7.50,3.00,Fe1,302.0491,0.087286,-0.8770,301.9391,302.0561,no,-0.0539
5750,4.50,7.50,0.75,Fe1,302.0639,0.000000,-0.0291,302.0561,302.0886,no,-0.0998
5750,4.50,7.50,1.50,Fe1,302.0639,0.000000,-0.0291,302.0561,302.0886,no,-0.1438
5750,4.50,7.50,3.00,Fe1,302.0639,0.000000,-0.0291,302.0561,302.0886,no,-0.1872
5750,4.50,7.50,0.75,Fe1,302.1073,0.051570,-0.3460,302.0886,302.3578,no,-0.0136
5750,4.50,7.50,1.50,Fe1,302.1073,0.051570,-0.3460,302.0886,302.3578,no,-0.0240
5750,4.50,7.50,3.00,Fe1,302.1073,0.051570,-0.3460,302.0886,302.3578,no,-0.0431
5750,4.50,7.50,0.75,Fe1,302.4033,0.110115,-1.4811,302.3578,302.4571,no,-0.0200
5750,4.50,7.50,1.50,Fe1,302.4033,0.110115,-1.4811,302.3578,302.4571,no,-0.0320
5750,4.50,7.50,3.00,Fe1,302.4033,0.110115,-1.4811,302.3578,302.4571,no,-0.0551
5750,4.50,7.50,0.75,Fe1,302.5280,0.914610,-2.6880,302.4571,302.5377,no,-0.0160
5750,4.50,7.50,1.50,Fe1,302.5280,0.914610,-2.6880,302.4571,302.5377,no,-0.0256
5750,4.50,7.50,3.00,Fe1,302.5280,0.914610,-2.6880,302.4571,302.5377,no,-0.0437
5750,4.50,7.50,0.75,Fe1,302.5636,2.404094,0.0200,302.5377,302.5720,no,-0.0531
5750,4.50,7.50,1.50,Fe1,302.5636,2.404094,0.0200,302.5377,302.5720,no,-0.0769
5750,4.50,7.50,3.00,Fe1,302.5636,2.404094,0.0200,302.5377,302.5720,no,-0.1245
5750,4.50,7.50,0.75,Fe1,302.5842,0.121267,-0.8459,302.5720,302.6260,no,-0.0223
5750,4.50,7.50,1.50,Fe1,302.5842,0.121267,-0.8459,302.5720,302.6260,no,-0.0376
5750,4.50,7.50,3.00,Fe1,302.5842,0.121267,-0.8459,302.5720,302.6260,no,-0.0628
5750,4.50,7.50,0.75,Fe1,302.6462,0.990119,-1.1221,302.6260,302.8890,no,-0.0156
5750,4.50,7.50,1.50,Fe1,302.6462,0.990119,-1.1221,302.6260,302.8890,no,-0.0252
5750,4.50,7.50,3.00,Fe1,302.6462,0.990119,-1.1221,302.6260,302.8890,no,-0.0436
5750,4.50,7.50,0.75,Fe1,302.9234,1.557370,-2.1720,302.8890,302.9521,no,-0.0273
5750,4.50,7.50,1.50,Fe1,302.9234,1.557370,-2.1720,302.8890,302.9521,no,-0.0382
5750,4.50,7.50,3.00,Fe1,302.9234,1.557370,-2.1720,302.8890,302.9521,no,-0.0589
5750,4.50,7.50,0.75,Fe1,303.0148,2.432715,-0.1170,302.9521,303.0706,no,-0.0335
5750,4.50,7.50,1.50,Fe1,303.0148,2.432715,-0.1170,302.9521,303.0706,no,-0.0469
5750,4.50,7.50,3.00,Fe1,303.0148,2.432715,-0.1170,302.9521,303.0706,no,-0.0724
5750,4.50,7.50,0.75,Fe1,303.1637,1.011064,-1.2439,303.0706,303.2851,no,-0.0157
5750,4.50,7.50,1.50,Fe1,303.1637,1.011064,-1.2439,303.0706,303.2851,no,-0.0248
5750,4.50,7.50,3.00,Fe1,303.1637,1.011064,-1.2439,303.0706,303.2851,no,-0.0423
5750,4.50,7.50,0.75,Fe1,303.3100,2.424218,-1.6620,303.2851,303.3867,no,-0.0357
5750,4.50,7.50,1.50,Fe1,303.3100,2.424218,-1.6620,303.2851,303.3867,no,-0.0624
5750,4.50,7.50,3.00,Fe1,303.3100,2.424218,-1.6620,303.2851,303.3867,no,-0.1106
5750,4.50,7.50,0.75,Fe1,303.7389,0.110115,-0.6960,303.3867,303.7690,no,-0.0135
5750,4.50,7.50,1.50,Fe1,303.7389,0.110115,-0.6960,303.3867,303.7690,no,-0.0232
5750,4.50,7.50,3.00,Fe1,303.7389,0.110115,-0.6960,303.3867,303.7690,no,-0.0408
5750,4.50,7.50,0.75,Fe1,303.7780,0.990119,-2.6230,303.7690,303.9051,no,-0.0138
5750,4.50,7.50,1.50,Fe1,303.7780,0.990119,-2.6230,303.7690,303.9051,no,-0.0231
5750,4.50,7.50,3.00,Fe1,303.7780,0.990119,-2.6230,303.7690,303.9051,no,-0.0409
5750,4.50,7.50,0.75,Fe1,303.9317,2.432715,-1.5400,303.9051,303.9635,no,-0.0287
5750,4.50,7.50,1.50,Fe1,303.9317,2.432715,-1.5400,303.9051,303.9635,no,-0.0407
5750,4.50,7.50,3.00,Fe1,303.9317,2.432715,-1.5400,303.9051,303.9635,no,-0.0639
5750,4.50,7.50,0.75,Fe1,304.0427,0.914610,-1.4270,303.9635,304.1013,no,-0.0146
5750,4.50,7.50,1.50,Fe1,304.0427,0.914610,-1.4270,303.9635,304.1013,no,-0.0236
5750,4.50,7.50,3.00,Fe1,304.0427,0.914610,-1.4270,303.9635,304.1013,no,-0.0408
5750,4.50,7.50,0.75,Fe1,304.1637,1.557370,-1.2760,304.1013,304.1697,no,-0.0215
5750,4.50,7.50,1.50,Fe1,304.1637,1.557370,-1.2760,304.1013,304.1697,no,-0.0325
5750,4.50,7.50,3.00,Fe1,304.1637,1.557370,-1.2760,304.1013,304.1697,no,-0.0532
5750,4.50,7.50,0.75,Fe1,304.1739,0.958165,-1.1870,304.1697,304.1896,no,-0.0413
5750,4.50,7.50,1.50,Fe1,304.1739,0.958165,-1.1870,304.1697,304.1896,no,-0.0625
5750,4.50,7.50,3.00,Fe1,304.1739,0.958165,-1.1870,304.1697,304.1896,no,-0.1109
5750,4.50,7.50,0.75,Fe1,304.2020,1.011064,-1.4870,304.1896,304.2333,no,-0.0179
5750,4.50,7.50,1.50,Fe1,304.2020,1.011064,-1.4870,304.1896,304.2333,no,-0.0284
5750,4.50,7.50,3.00,Fe1,304.2020,1.011064,-1.4870,304.1896,304.2333,no,-0.0496
5750,4.50,7.50,0.75,Fe1,304.2665,0.990119,-1.2958,304.2333,304.4010,no,-0.0149
5750,4.50,7.50,1.50,Fe1,304.2665,0.990119,-1.2958,304.2333,304.4010,no,-0.0240
5750,4.50,7.50,3.00,Fe1,304.2665,0.990119,-1.2958,304.2333,304.4010,no,-0.0414
5750,4.50,7.50,0.75,Fe1,304.5078,0.914610,-2.1680,304.4010,304.5280,no,-0.0182
5750,4.50,7.50,1.50,Fe1,304.5078,0.914610,-2.1680,304.4010,304.5280,no,-0.0274
5750,4.50,7.50,3.00,Fe1,304.5078,0.914610,-2.1680,304.4010,304.5280,no,-0.0444
5750,4.50,7.50,0.75,Fe1,304.5588,2.453451,-1.5650,304.5280,304.5811,no,-0.0252
5750,4.50,7.50,1.50,Fe1,304.5588,2.453451,-1.5650,304.5280,304.5811,no,-0.0368
5750,4.50,7.50,3.00,Fe1,304.5588,2.453451,-1.5650,304.5280,304.5811,no,-0.0591
5750,4.50,7.50,0.75,Fe1,304.7604,0.087286,-0.5530,304.5811,305.1782,no,-0.0128
5750,4.50,7.50,1.50,Fe1,304.7604,0.087286,-0.5530,304.5811,305.1782,no,-0.0222
5750,4.50,7.50,3.00,Fe1,304.7604,0.087286,-0.5530,304.5811,305.1782,no,-0.0396
5750,4.50,7.50,0.75,Fe1,305.3066,2.424218,-0.9709,305.1782,305.3314,no,-0.0461
5750,4.50,7.50,1.50,Fe1,305.3066,2.424218,-0.9709,305.1782,305.3314,no,-0.0805
5750,4.50,7.50,3.00,Fe1,305.3066,2.424218,-0.9709,305.1782,305.3314,no,-0.1477
5750,4.50,7.50,0.75,Fe1,305.3454,1.011064,-3.0870,305.3314,305.3768,no,-0.0193
5750,4.50,7.50,1.50,Fe1,305.3454,1.011064,-3.0870,305.3314,305.3768,no,-0.0275
5750,4.50,7.50,3.00,Fe1,305.3454,1.011064,-3.0870,305.3314,305.3768,no,-0.0430
5750,4.50,7.50,0.75,Fe1,305.5262,1.557370,-1.1780,305.3768,305.5637,no,-0.0263
5750,4.50,7.50,1.50,Fe1,305.5262,1.557370,-1.1780,305.3768,305.5637,no,-0.0382
5750,4.50,7.50,3.00,Fe1,305.5262,1.557370,-1.1780,305.3768,305.5637,no,-0.0628
5750,4.50,7.50,0.75,Fe1,305.7446,0.859003,-0.4030,305.5637,305.8135,no,-0.0154
5750,4.50,7.50,1.50,Fe1,305.7446,0.859003,-0.4030,305.5637,305.8135,no,-0.0251
5750,4.50,7.50,3.00,Fe1,305.7446,0.859003,-0.4030,305.5637,305.8135,no,-0.0441
5750,4.50,7.50,0.75,Fe1,305.9085,0.051570,-0.6860,305.8135,306.0405,no,-0.0135
5750,4.50,7.50,1.50,Fe1,305.9085,0.051570,-0.6860,305.8135,306.0405,no,-0.0235
5750,4.50,7.50,3.00,Fe1,305.9085,0.051570,-0.6860,305.8135,306.0405,no,-0.0418
5750,4.50,7.50,0.75,Fe1,306.0538,2.990377,-1.1780,306.0405,306.0829,no,-0.0234
5750,4.50,7.50,1.50,Fe1,306.0538,2.990377,-1.1780,306.0405,306.0829,no,-0.0345
5750,4.50,7.50,3.00,Fe1,306.0538,2.990377,-1.1780,306.0405,306.0829,no,-0.0553
5750,4.50,7.50,0.75,Fe1,306.0983,1.557370,-2.0491,306.0829,306.3169,no,-0.0190
5750,4.50,7.50,1.50,Fe1,306.0983,1.557370,-2.0491,306.0829,306.3169,no,-0.0290
5750,4.50,7.50,3.00,Fe1,306.0983,1.557370,-2.0491,306.0829,306.3169,no,-0.0494
5750,4.50,7.50,0.75,Fe1,306.6479,2.727567,-1.0460,306.3169,306.6596,no,-0.0197
5750,4.50,7.50,1.50,Fe1,306.6479,2.727567,-1.0460,306.3169,306.6596,no,-0.0293
5750,4.50,7.50,3.00,Fe1,306.6479,2.727567,-1.0460,306.3169,306.6596,no,-0.0478
5750,4.50,7.50,0.75,Fe1,306.6999,3.267140,-0.5041,306.6596,306.7041,no,-0.0206
5750,4.50,7.50,1.50,Fe1,306.6999,3.267140,-0.5041,306.6596,306.7041,no,-0.0314
5750,4.50,7.50,3.00,Fe1,306.6999,3.267140,-0.5041,306.6596,306.7041,no,-0.0518
5750,4.50,7.50,0.75,Fe1,306.7119,1.607909,-1.4150,306.7041,306.7166,no,-0.1468
5750,4.50,7.50,1.50,Fe1,306.7119,1.607909,-1.4150,306.7041,306.7166,no,-0.2224
5750,4.50,7.50,3.00,Fe1,306.7119,1.607909,-1.4150,306.7041,306.7166,no,-0.3239
5750,4.50,7.50,0.75,Fe1,306.7244,0.914610,-0.5110,306.7166,306.8019,no,-0.0192
5750,4.50,7.50,1.50,Fe1,306.7244,0.914610,-0.5110,306.7166,306.8019,no,-0.0302
5750,4.50,7.50,3.00,Fe1,306.7244,0.914610,-0.5110,306.7166,306.8019,no,-0.0520
5750,4.50,7.50,0.75,Fe1,306.8173,1.607909,-1.3280,306.8019,307.1483,no,-0.0212
5750,4.50,7.50,1.50,Fe1,306.8173,1.607909,-1.3280,306.8019,307.1483,no,-0.0314
5750,4.50,7.50,3.00,Fe1,306.8173,1.607909,-1.3280,306.8019,307.1483,no,-0.0527
5750,4.50,7.50,0.75,Fe1,307.3979,2.692430,-1.3110,307.1483,307.4192,no,-0.0258
5750,4.50,7.50,1.50,Fe1,307.3979,2.692430,-1.3110,307.1483,307.4192,no,-0.0367
5750,4.50,7.50,3.00,Fe1,307.3979,2.692430,-1.3110,307.1483,307.4192,no,-0.0566
5750,4.50,7.50,0.75,Fe1,307.5720,0.958165,-0.6521,307.4192,307.7700,no,-0.0154
5750,4.50,7.50,1.50,Fe1,307.5720,0.958165,-0.6521,307.4192,307.7700,no,-0.0246
5750,4.50,7.50,3.00,Fe1,307.5720,0.958165,-0.6521,307.4192,307.7700,no,-0.0424
5750,4.50,7.50,0.75,Fe1,307.8016,0.958165,-2.5090,307.7700,307.8212,no,-0.0220
5750,4.50,7.50,1.50,Fe1,307.8016,0.958165,-2.5090,307.7700,307.8212,no,-0.0314
5750,4.50,7.50,3.00,Fe1,307.8016,0.958165,-2.5090,307.7700,307.8212,no,-0.0480
5750,4.50,7.50,0.75,Fe1,307.8432,2.484393,-1.1880,307.8212,307.9468,no,-0.0417
5750,4.50,7.50,1.50,Fe1,307.8432,2.484393,-1.1880,307.8212,307.9468,no,-0.0718
5750,4.50,7.50,3.00,Fe1,307.8432,2.484393,-1.1880,307.8212,307.9468,no,-0.1296
5750,4.50,7.50,0.75,Fe1,307.9989,3.301430,-0.8841,307.9468,308.0777,no,-0.0281
5750,4.50,7.50,1.50,Fe1,307.9989,3.301430,-0.8841,307.9468,308.0777,no,-0.0389
5750,4.50,7.50,3.00,Fe1,307.9989,3.301430,-0.8841,307.9468,308.0777,no,-0.0581
5750,4.50,7.50,0.75,Fe1,308.3741,0.990119,-0.8799,308.0777,308.7476,no,-0.0154
5750,4.50,7.50,1.50,Fe1,308.3741,0.990119,-0.8799,308.0777,308.7476,no,-0.0244
5750,4.50,7.50,3.00,Fe1,308.3741,0.990119,-0.8799,308.0777,308.7476,no,-0.0419
5750,4.50,7.50,0.75,Fe1,309.0205,2.758600,-1.6220,308.7476,309.0398,no,-0.0259
5750,4.50,7.50,1.50,Fe1,309.0205,2.758600,-1.6220,308.7476,309.0398,no,-0.0362
5750,4.50,7.50,3.00,Fe1,309.0205,2.758600,-1.6220,308.7476,309.0398,no,-0.0543
5750,4.50,7.50,0.75,Fe1,309.1577,1.011064,-1.1009,309.0398,309.2632,no,-0.0161
5750,4.50,7.50,1.50,Fe1,309.1577,1.011064,-1.1009,309.0398,309.2632,no,-0.0254
5750,4.50,7.50,3.00,Fe1,309.1577,1.011064,-1.1009,309.0398,309.2632,no,-0.0432
5750,4.50,7.50,0.75,Fe1,309.2781,0.958165,-3.2200,309.2632,309.3399,no,-0.0148
5750,4.50,7.50,1.50,Fe1,309.2781,0.958165,-3.2200,309.2632,309.3399,no,-0.0221
5750,4.50,7.50,3.00,Fe1,309.2781,0.958165,-3.2200,309.2632,309.3399,no,-0.0364
5750,4.50,7.50,0.75,Fe1,309.3805,1.607909,-2.0369,309.3399,309.4831,no,-0.0313
5750,4.50,7.50,1.50,Fe1,309.3805,1.607909,-2.0369,309.3399,309.4831,no,-0.0438
5750,4.50,7.50,3.00,Fe1,309.3805,1.607909,-2.0369,309.3399,309.4831,no,-0.0691
5750,4.50,7.50,0.75,Fe1,309.5267,2.692430,-1.5160,309.4831,309.5955,no,-0.0346
5750,4.50,7.50,1.50,Fe1,309.5267,2.692430,-1.5160,309.4831,309.5955,no,-0.0464
5750,4.50,7.50,3.00,Fe1,309.5267,2.692430,-1.5160,309.4831,309.5955,no,-0.0656
5750,4.50,7.50,0.75,Fe1,309.8189,2.692430,-0.9240,309.5955,309.8387,no,-0.0247
5750,4.50,7.50,1.50,Fe1,309.8189,2.692430,-0.9240,309.5955,309.8387,no,-0.0357
5750,4.50,7.50,3.00,Fe1,309.8189,2.692430,-0.9240,309.5955,309.8387,no,-0.0568
5750,4.50,7.50,0.75,Fe1,309.9895,1.011064,-1.0790,309.8387,309.9931,no,-0.0164
5750,4.50,7.50,1.50,Fe1,309.9895,1.011064,-1.0790,309.8387,309.9931,no,-0.0258
5750,4.50,7.50,3.00,Fe1,309.9895,1.011064,-1.0790,309.8387,309.9931,no,-0.0434
5750,4.50,7.50,0.75,Fe1,309.9968,0.914610,-0.9720,309.9931,310.0139,no,-0.0761
5750,4.50,7.50,1.50,Fe1,309.9968,0.914610,-0.9720,309.9931,310.0139,no,-0.1133
5750,4.50,7.50,3.00,Fe1,309.9968,0.914610,-0.9720,309.9931,310.0139,no,-0.1914
5750,4.50,7.50,0.75,Fe1,310.0303,0.990119,-0.8700,310.0139,310.0483,no,-0.0468
5750,4.50,7.50,1.50,Fe1,310.0303,0.990119,-0.8700,310.0139,310.0483,no,-0.0732
5750,4.50,7.50,3.00,Fe1,310.0303,0.990119,-0.8700,310.0139,310.0483,no,-0.1362
5750,4.50,7.50,0.75,Fe1,310.0665,0.958165,-0.8660,310.0483,310.0775,no,-0.0562
5750,4.50,7.50,1.50,Fe1,310.0665,0.958165,-0.8660,310.0483,310.0775,no,-0.0868
5750,4.50,7.50,3.00,Fe1,310.0665,0.958165,-0.8660,310.0483,310.0775,no,-0.1669
5750,4.50,7.50,0.75,Fe1,310.0836,2.404094,-1.3630,310.0775,310.0923,no,-0.0443
5750,4.50,7.50,1.50,Fe1,310.0836,2.404094,-1.3630,310.0775,310.0923,no,-0.0710
5750,4.50,7.50,3.00,Fe1,310.0836,2.404094,-1.3630,310.0775,310.0923,no,-0.1514
5750,4.50,7.50,0.75,Fe1,310.1002,2.727567,-1.1440,310.0923,310.2501,no,-0.0182
5750,4.50,7.50,1.50,Fe1,310.1002,2.727567,-1.1440,310.0923,310.2501,no,-0.0278
5750,4.50,7.50,3.00,Fe1,310.1002,2.727567,-1.1440,310.0923,310.2501,no,-0.0466
5750,4.50,7.50,0.75,Fe1,310.2636,0.990119,-3.5180,310.2501,310.5360,no,-0.0124
5750,4.50,7.50,1.50,Fe1,310.2636,0.990119,-3.5180,310.2501,310.5360,no,-0.0197
5750,4.50,7.50,3.00,Fe1,310.2636,0.990119,-3.5180,310.2501,310.5360,no,-0.0340
5750,4.50,7.50,0.75,Fe1,311.2078,2.948817,-1.0770,310.5360,311.3163,yes,-0.0346
5750,4.50,7.50,1.50,Fe1,311.2078,2.948817,-1.0770,310.5360,311.3163,yes,-0.0470
5750,4.50,7.50,3.00,Fe1,311.2078,2.948817,-1.0770,310.5360,311.3163,yes,-0.0676
5750,4.50,7.50,0.75,Fe1,311.6283,2.449580,-1.5760,311.3163,311.6388,no,-0.0291
5750,4.50,7.50,1.50,Fe1,311.6283,2.449580,-1.5760,311.3163,311.6388,no,-0.0416
5750,4.50,7.50,3.00,Fe1,311.6283,2.449580,-1.5760,311.3163,311.6388,no,-0.0649
5750,4.50,7.50,0.75,Fe1,311.6632,1.011064,-1.6550,311.6388,311.7491,no,-0.0177
5750,4.50,7.50,1.50,Fe1,311.6632,1.011064,-1.6550,311.6388,311.7491,no,-0.0272
5750,4.50,7.50,3.00,Fe1,311.6632,1.011064,-1.6550,311.6388,311.7491,no,-0.0460
5750,4.50,7.50,0.75,Fe1,311.7640,0.990119,-3.5040,311.7491,311.8754,no,-0.0128
5750,4.50,7.50,1.50,Fe1,311.7640,0.990119,-3.5040,311.7491,311.8754,no,-0.0200
5750,4.50,7.50,3.00,Fe1,311.7640,0.990119,-3.5040,311.7491,311.8754,no,-0.0342
5750,4.50,7.50,0.75,Fe1,311.9495,2.432715,-0.9630,311.8754,312.0010,no,-0.0346
5750,4.50,7.50,1.50,Fe1,311.9495,2.432715,-0.9630,311.8754,312.0010,no,-0.0484
5750,4.50,7.50,3.00,Fe1,311.9495,2.432715,-0.9630,311.8754,312.0010,no,-0.0739
5750,4.50,7.50,0.75,Fe1,312.0435,2.453451,-1.1290,312.0010,312.1957,no,-0.0354
