canonical_line_id,merged_row_number,species,wavelength_air_A,lower_EP,component_loggf,source,gf_fraction,parent_sum_loggf,source_total_loggf,rescaled_component_loggf,raw_path,raw_line_number,lower_J,upper_J,raw_lower_EP,raw_upper_EP,lower_term,upper_term,source_annotation,component_semantics
alphys_I_2072.1606_0055,49108,Al I,2072.149,0.0,-5.176,VALD3,0.0325556226,-3.6886260049,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,24884,0.5,0.5,0.0,5.9815,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.58s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',UNRESOLVED_GROUP_MEMBER
alphys_I_2072.1606_0055,49109,Al I,2072.161,0.0,-3.703,VALD3,0.9674443774,-3.6886260049,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,24888,0.5,1.5,0.0,5.9814,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.57d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',UNRESOLVED_GROUP_MEMBER
alphys_I_2072.2040_0056,49116,Al I,2072.204,0.0,-5.154,VALD3,1.0,-5.154,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,24916,0.5,0.5,0.0,5.9813,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.57s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.2170_0057,49117,Al I,2072.217,0.0,-3.679,VALD3,1.0,-3.679,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,24920,0.5,1.5,0.0,5.9813,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.56d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.2610_0058,49120,Al I,2072.261,0.0,-5.13,VALD3,1.0,-5.13,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,24932,0.5,0.5,0.0,5.9811,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.56s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.2750_0059,49122,Al I,2072.275,0.0,-3.656,VALD3,1.0,-3.656,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,24940,0.5,1.5,0.0,5.9811,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.55d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.3220_0060,49128,Al I,2072.322,0.0,-5.107,VALD3,1.0,-5.107,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,24964,0.5,0.5,0.0,5.981,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.55s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.3360_0061,49130,Al I,2072.336,0.0,-3.632,VALD3,1.0,-3.632,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,24972,0.5,1.5,0.0,5.9809,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.54d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.3860_0062,49136,Al I,2072.386,0.0,-5.083,VALD3,1.0,-5.083,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,24996,0.5,0.5,0.0,5.9808,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.54s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.4010_0063,49138,Al I,2072.401,0.0,-3.608,VALD3,1.0,-3.608,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25004,0.5,1.5,0.0,5.9807,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.53d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.4540_0064,49141,Al I,2072.454,0.0,-5.059,VALD3,1.0,-5.059,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25016,0.5,0.5,0.0,5.9806,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.53s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.4700_0065,49143,Al I,2072.47,0.0,-3.583,VALD3,1.0,-3.583,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25024,0.5,1.5,0.0,5.9805,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.52d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.5260_0066,49147,Al I,2072.526,0.0,-5.034,VALD3,1.0,-5.034,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25040,0.5,0.5,0.0,5.9804,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.52s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.5440_0067,49148,Al I,2072.544,0.0,-3.558,VALD3,1.0,-3.558,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25044,0.5,1.5,0.0,5.9803,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.51d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.6030_0068,49155,Al I,2072.603,0.0,-5.009,VALD3,1.0,-5.009,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25072,0.5,0.5,0.0,5.9801,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.51s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.6210_0069,49157,Al I,2072.621,0.0,-3.532,VALD3,1.0,-3.532,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25080,0.5,1.5,0.0,5.9801,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.50d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.6850_0070,49159,Al I,2072.685,0.0,-4.983,VALD3,1.0,-4.983,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25088,0.5,0.5,0.0,5.9799,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.50s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.7040_0071,49163,Al I,2072.704,0.0,-3.506,VALD3,1.0,-3.506,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25104,0.5,1.5,0.0,5.9799,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.49d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.7710_0072,49184,Al I,2072.771,0.0,-4.956,VALD3,1.0,-4.956,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25188,0.5,0.5,0.0,5.9797,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.49s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.7920_0073,49185,Al I,2072.792,0.0,-3.479,VALD3,1.0,-3.479,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25192,0.5,1.5,0.0,5.9796,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.48d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.8640_0074,49190,Al I,2072.864,0.0,-4.93,VALD3,1.0,-4.93,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25212,0.5,0.5,0.0,5.9794,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.48s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.8860_0075,49191,Al I,2072.886,0.0,-3.451,VALD3,1.0,-3.451,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25216,0.5,1.5,0.0,5.9793,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.47d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.9620_0076,49210,Al I,2072.962,0.0,-4.902,VALD3,1.0,-4.902,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25292,0.5,0.5,0.0,5.9791,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.47s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2072.9860_0077,49211,Al I,2072.986,0.0,-3.423,VALD3,1.0,-3.423,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25296,0.5,1.5,0.0,5.979,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.46d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2073.0680_0078,49218,Al I,2073.068,0.0,-4.874,VALD3,1.0,-4.874,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25324,0.5,0.5,0.0,5.9788,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.46s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2073.0930_0079,49220,Al I,2073.093,0.0,-3.395,VALD3,1.0,-3.395,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25332,0.5,1.5,0.0,5.9787,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.45d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2073.1800_0080,49225,Al I,2073.18,0.0,-4.846,VALD3,1.0,-4.846,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25352,0.5,0.5,0.0,5.9785,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.45s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2073.2070_0081,49240,Al I,2073.207,0.0,-3.365,VALD3,1.0,-3.365,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25412,0.5,1.5,0.0,5.9784,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.44d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2073.3010_0082,49275,Al I,2073.301,0.0,-4.816,VALD3,1.0,-4.816,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25552,0.5,0.5,0.0,5.9781,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.44s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2073.3300_0083,49277,Al I,2073.33,0.0,-3.335,VALD3,1.0,-3.335,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25560,0.5,1.5,0.0,5.978,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.43d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2073.4310_0084,49281,Al I,2073.431,0.0,-4.786,VALD3,1.0,-4.786,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25576,0.5,0.5,0.0,5.9778,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.43s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2073.4620_0085,49284,Al I,2073.462,0.0,-3.305,VALD3,1.0,-3.305,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25588,0.5,1.5,0.0,5.9777,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.42d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2073.5710_0086,49290,Al I,2073.571,0.0,-4.756,VALD3,1.0,-4.756,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25612,0.5,0.5,0.0,5.9774,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.42s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2073.6040_0087,49292,Al I,2073.604,0.0,-3.273,VALD3,1.0,-3.273,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25620,0.5,1.5,0.0,5.9773,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.41d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2073.7210_0088,49294,Al I,2073.721,0.0,-4.724,VALD3,1.0,-4.724,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25628,0.5,0.5,0.0,5.9769,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.41s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2073.7570_0089,49295,Al I,2073.757,0.0,-3.241,VALD3,1.0,-3.241,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25632,0.5,1.5,0.0,5.9768,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.40d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2073.8840_0090,49299,Al I,2073.884,0.0,-4.692,VALD3,1.0,-4.692,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25648,0.5,0.5,0.0,5.9765,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.40s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2073.9220_0091,49302,Al I,2073.922,0.0,-3.208,VALD3,1.0,-3.208,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25660,0.5,1.5,0.0,5.9763,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.39d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2074.0590_0092,49306,Al I,2074.059,0.0,-4.659,VALD3,1.0,-4.659,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25676,0.5,0.5,0.0,5.9759,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.39s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2074.1010_0093,49310,Al I,2074.101,0.0,-3.174,VALD3,1.0,-3.174,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25692,0.5,1.5,0.0,5.9758,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.38d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2074.2500_0094,49318,Al I,2074.25,0.0,-4.625,VALD3,1.0,-4.625,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25724,0.5,0.5,0.0,5.9754,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.38s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2074.2950_0095,49320,Al I,2074.295,0.0,-3.14,VALD3,1.0,-3.14,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25732,0.5,1.5,0.0,5.9753,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.37d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2074.4570_0096,49327,Al I,2074.457,0.0,-4.591,VALD3,1.0,-4.591,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25760,0.5,0.5,0.0,5.9748,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.37s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2074.5060_0097,49330,Al I,2074.506,0.0,-3.104,VALD3,1.0,-3.104,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25772,0.5,1.5,0.0,5.9747,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.36d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2074.6820_0098,49334,Al I,2074.682,0.0,-4.555,VALD3,1.0,-4.555,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25788,0.5,0.5,0.0,5.9742,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.36s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2074.7360_0099,49338,Al I,2074.736,0.0,-3.067,VALD3,1.0,-3.067,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25804,0.5,1.5,0.0,5.974,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.35d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2074.9290_0100,49347,Al I,2074.929,0.0,-4.518,VALD3,1.0,-4.518,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25840,0.5,0.5,0.0,5.9734,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.35s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2074.9870_0101,49349,Al I,2074.987,0.0,-3.029,VALD3,1.0,-3.029,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25848,0.5,1.5,0.0,5.9733,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.34d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2075.1980_0102,49379,Al I,2075.198,0.0,-4.48,VALD3,1.0,-4.48,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25968,0.5,0.5,0.0,5.9727,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.34s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2075.2620_0103,49381,Al I,2075.262,0.0,-2.99,VALD3,1.0,-2.99,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,25976,0.5,1.5,0.0,5.9725,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.33d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2075.4940_0104,49391,Al I,2075.494,0.0,-4.441,VALD3,1.0,-4.441,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,26016,0.5,0.5,0.0,5.9718,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.33s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2075.5650_0105,49393,Al I,2075.565,0.0,-2.95,VALD3,1.0,-2.95,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,26024,0.5,1.5,0.0,5.9716,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.32d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2075.8200_0106,49431,Al I,2075.82,0.0,-4.401,VALD3,1.0,-4.401,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,26176,0.5,0.5,0.0,5.9709,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.32s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2075.8980_0107,49434,Al I,2075.898,0.0,-2.909,VALD3,1.0,-2.909,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,26188,0.5,1.5,0.0,5.9707,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.31d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2076.1790_0108,49467,Al I,2076.179,0.0,-4.36,VALD3,1.0,-4.36,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,26320,0.5,0.5,0.0,5.9698,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.31s          2S,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2076.2360_0109,49471,Al I,2076.236,0.0139,-3.89,VALD3,0.8984890717,-3.8435127992,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,26336,1.5,2.5,0.0139,5.9836,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.80d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',UNRESOLVED_GROUP_MEMBER
alphys_I_2076.2360_0109,49472,Al I,2076.236,0.0139,-4.837,VALD3,0.1015109283,-3.8435127992,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,26340,1.5,1.5,0.0139,5.9836,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.80d          2D,'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM    Al',UNRESOLVED_GROUP_MEMBER
