canonical_line_id,source_record_id,wavelength_vac_A,Aul_s,branching_fraction,lifetime_ns,lifetime_unc_ns,lifetime_source,lifetime_kind,source_table,component_note,species,wavelength_air,lower_EP,upper_EP,lower_level,upper_level,lower_J,upper_J,loggf,recomputed_loggf,gf_bound_dex,uncertainty_basis,source_class,source_key,source_path,source_semantics,priority,unc_pct,other_Aul_s,other_reference,aki_limit,aki_note,uncertainty_limit,intensity_limit,theory_flag,branching_limit,upper_statistical_weight_from_A_f,nist_grade,source_reference,bibliography_key,bibliography_chain,source_doi,citation_role,identity_status
alphys_I_6696.0150_0352,burheim2023_t1_01,6697.864,1300000.0,0.358,275.0,8.0,Buurman1986,experimental,Burheim2023 Table 1; loggf crosscheck Table 3,fine-structure transition total,Al I,6696.0151949693,3.1427212,4.993821,4s $^2$S$_{1/2}$,5p $^2$P$_{3/2}$,0.5,1.5,-1.46,-1.4562673298,0.0374264979,published fractional uncertainty; confidence not specified,PRIMARY_LABORATORY,Burheim2023,data/reference/al_gf_lab/al1_lab_loggf.csv,FINE_STRUCTURE_TOTAL,0,,,,,,,,,,,,,burheim2023,burheim2023;buurman1986_al,10.1051/0004-6361/202245394,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_6696.0150_0352,nist_snapshot_0001,,,,,,,,,,Al I,6696.015,3.1427212,4.993821,,,0.5,1.5,-1.5686362358,-1.5686362358,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0145277211,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_6696.0150_0352,nl2017_a1_029,,,,,,,,,,Al I,6696.015,3.143,4.994101,4s 2S J=1/2,5p 2Po J=3/2,0.5,1.5,-1.569,-1.569,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_6698.6730_0355,burheim2023_t1_02,6700.522,1280000.0,0.352,275.0,8.0,Buurman1986,experimental,Burheim2023 Table 1; loggf crosscheck Table 3,fine-structure transition total,Al I,6698.6724801445,3.1427212,4.9930889,4s $^2$S$_{1/2}$,5p $^2$P$_{1/2}$,0.5,0.5,-1.76,-1.7636860831,0.0334237555,published fractional uncertainty; confidence not specified,PRIMARY_LABORATORY,Burheim2023,data/reference/al_gf_lab/al1_lab_loggf.csv,FINE_STRUCTURE_TOTAL,0,,,,,,,,,,,,,burheim2023,burheim2023;buurman1986_al,10.1051/0004-6361/202245394,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_6698.6730_0355,nist_snapshot_0002,,,,,,,,,,Al I,6698.673,3.1427212,4.9930889,,,0.5,0.5,-1.8696662315,-1.8696662315,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0056712433,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_6698.6730_0355,nl2017_a1_030,,,,,,,,,,Al I,6698.672,3.143,4.993366,4s 2S J=1/2,5p 2Po J=1/2,0.5,0.5,-1.87,-1.87,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_6905.6460_0358,nist_snapshot_0004,,,,,,,,,,Al I,6905.638,4.0214836,5.816394,,,1.5,2.5,-1.3334820194,-1.3334820194,0.1760912591,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0060691079,D,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_6906.2870_0359,nist_snapshot_0005,,,,,,,,,,Al I,6906.279,4.0216502,5.816394,,,2.5,2.5,-2.4814860601,-2.4814860601,,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9979532933,E,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_7083.9690_0367,nist_snapshot_0007,,,,,,,,,,Al I,7083.968,4.0214836,5.7712093,,,1.5,2.5,-1.1573907604,-1.1573907604,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0039794623,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_7084.6430_0368,nist_snapshot_0008,,,,,,,,,,Al I,7084.643,4.0216502,5.7712093,,,2.5,2.5,-2.3022477258,-2.3022477258,,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0204299654,E,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,AMBIGUOUS_FINE_STRUCTURE
alphys_I_7084.6430_0368,nist_snapshot_0009,,,,,,,,,,Al I,7084.644,4.0216502,5.7712093,,,2.5,3.5,-1.0017406616,-1.0017406616,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,8.0175779554,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,AMBIGUOUS_FINE_STRUCTURE
alphys_I_7327.4700_0376,nist_snapshot_0010,,,,,,,,,,Al I,7327.472,4.0852554,5.776835,,,0.5,1.5,-1.9288547095,-1.9288547095,0.1760912591,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9963168087,D,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_7335.6480_0377,nist_snapshot_0011,,,,,,,,,,Al I,7335.645,4.0872183,5.776914,,,1.5,2.5,-1.6744843366,-1.6744843366,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9987623891,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_7335.9870_0378,nist_snapshot_0012,,,,,,,,,,Al I,7335.985,4.0872183,5.776835,,,1.5,1.5,-2.6285626826,-2.6285626826,,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0021477201,E,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_7361.5680_0379,nist_snapshot_0013,,,,,,,,,,Al I,7361.568,4.0214836,5.7052289,,,1.5,2.5,-0.9461535731,-0.9461535731,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0023573728,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_7362.2960_0380,nist_snapshot_0014,,,,,,,,,,Al I,7362.296,4.0216502,5.7052289,,,2.5,2.5,-2.0915149811,-2.0915149811,0.1760912591,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0014258743,D,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,AMBIGUOUS_FINE_STRUCTURE
alphys_I_7362.2960_0380,nist_snapshot_0015,,,,,,,,,,Al I,7362.297,4.0216502,5.7052289,,,2.5,3.5,-0.7904849855,-0.7904849855,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,8.0018989921,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,AMBIGUOUS_FINE_STRUCTURE
alphys_I_7606.1600_0383,nist_snapshot_0018,,,,,,,,,,Al I,7606.159,4.0852554,5.7148562,,,0.5,1.5,-1.8204482088,-1.8204482088,0.1760912591,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9961218849,D,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_7614.8200_0384,nist_snapshot_0019,,,,,,,,,,Al I,7614.82,4.0872183,5.7149663,,,1.5,2.5,-1.5660702344,-1.5660702344,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0049772608,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_7615.3370_0385,nist_snapshot_0020,,,,,,,,,,Al I,7615.339,4.0872183,5.7148562,,,1.5,1.5,-2.519993057,-2.519993057,,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9995668977,E,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_7835.3090_0386,nist_snapshot_0021,,,,,,,,,,Al I,7835.309,4.0214836,5.6034263,,,1.5,2.5,-0.6886700477,-0.6886700477,0.0413926852,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9944334908,B,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_7835.3090_0386,nl2017_a1_031,,,,,,,,,,Al I,7835.309,4.022,5.603943,3d 2D J=3/2,6f 2Fo J=5/2,1.5,2.5,-0.689,-0.689,0.04,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_7836.1340_0387,nist_snapshot_0022,,,,,,,,,,Al I,7836.134,4.0216502,5.6034263,,,2.5,2.5,-1.8344589233,-1.8344589233,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9978535229,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,AMBIGUOUS_FINE_STRUCTURE
alphys_I_7836.1340_0387,nist_snapshot_0023,,,,,,,,,,Al I,7836.134,4.0216502,5.6034263,,,2.5,3.5,-0.5343197884,-0.5343197884,0.0293837777,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,7.9908017755,B+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,AMBIGUOUS_FINE_STRUCTURE
alphys_I_7836.1340_0387,nl2017_a1_032,,,,,,,,,,Al I,7836.134,4.022,5.603776,3d 2D J=5/2,6f 2Fo J=5/2,2.5,2.5,-1.834,-1.834,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,AMBIGUOUS_FINE_STRUCTURE
alphys_I_7836.1340_0387,nl2017_a1_033,,,,,,,,,,Al I,7836.134,4.022,5.603776,3d 2D J=5/2,6f 2Fo J=7/2,2.5,3.5,-0.534,-0.534,0.025,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,AMBIGUOUS_FINE_STRUCTURE
alphys_I_8065.9680_0390,nist_snapshot_0026,,,,,,,,,,Al I,8065.968,4.0852554,5.62196,,,0.5,1.5,-1.7629592086,-1.7629592086,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0013820367,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_8075.3530_0391,nist_snapshot_0027,,,,,,,,,,Al I,8075.353,4.0872183,5.6221371,,,1.5,2.5,-1.5086383062,-1.5086383062,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0021829661,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_8076.2890_0392,nist_snapshot_0028,,,,,,,,,,Al I,8076.289,4.0872183,5.62196,,,1.5,1.5,-2.4624327428,-2.4624327428,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0001118686,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_8772.8650_0393,nist_snapshot_0029,,,,,,,,,,Al I,8772.866,4.0214836,5.4343639,,,1.5,2.5,-0.348721986,-0.348721986,0.0293837777,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9978493205,B+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_8772.8650_0393,nl2017_a1_034,,,,,,,,,,Al I,8772.866,4.022,5.434881,3d 2D J=3/2,5f 2Fo J=5/2,1.5,2.5,-0.349,-0.349,0.025,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_8773.8961_0394,nist_snapshot_0030,,,,,,,,,,Al I,8773.896,4.0216502,5.4343644,,,2.5,3.5,-0.1924649719,-0.1924649719,0.0293837777,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,7.9996331022,B+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,AMBIGUOUS_FINE_STRUCTURE
alphys_I_8773.8961_0394,nist_snapshot_0031,,,,,,,,,,Al I,8773.896,4.0216502,5.4343639,,,2.5,2.5,-1.4951215406,-1.4951215406,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9945464422,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,AMBIGUOUS_FINE_STRUCTURE
alphys_I_8773.8961_0394,nl2017_a1_035,,,,,,,,,,Al I,8773.895,4.022,5.434715,3d 2D J=5/2,5f 2Fo J=5/2,2.5,2.5,-1.495,-1.495,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,AMBIGUOUS_FINE_STRUCTURE
alphys_I_8773.8961_0394,nl2017_a1_036,,,,,,,,,,Al I,8773.895,4.022,5.434715,3d 2D J=5/2,5f 2Fo J=7/2,2.5,3.5,-0.192,-0.192,0.025,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,AMBIGUOUS_FINE_STRUCTURE
alphys_I_8828.9090_0395,nist_snapshot_0032,,,,,,,,,,Al I,8828.909,4.0852554,5.4891689,,,0.5,0.5,-1.8035474583,-1.8035474583,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0006633636,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_8841.2770_0396,nist_snapshot_0033,,,,,,,,,,Al I,8841.277,4.0872183,5.4891689,,,1.5,0.5,-1.5030703519,-1.5030703519,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,1.9984794721,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_8912.9000_0397,nist_snapshot_0034,,,,,,,,,,Al I,8912.9,4.0852554,5.4759355,,,0.5,1.5,-1.9633711046,-1.9633711046,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0046156944,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_8912.9000_0397,nl2017_a1_037,,,,,,,,,,Al I,8912.9,4.085,5.475683,4p 2Po J=1/2,6d 2D J=3/2,0.5,1.5,-1.963,-1.963,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_8923.5550_0398,nist_snapshot_0035,,,,,,,,,,Al I,8923.555,4.0872183,5.4762391,,,1.5,2.5,-1.7086311495,-1.7086311495,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9983977822,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_8923.5550_0398,nl2017_a1_038,,,,,,,,,,Al I,8923.555,4.087,5.476022,4p 2Po J=3/2,6d 2D J=5/2,1.5,2.5,-1.709,-1.709,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_8925.5040_0399,nist_snapshot_0036,,,,,,,,,,Al I,8925.504,4.0872183,5.4759355,,,1.5,1.5,-2.6631401791,-2.6631401791,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0035323257,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
