element,ion,wavelength_air_A,gf_linelist_vald,excitation_potential_eV,reference_code,key_z,hfs_n_components,lab_log_gf,lab_sigma_dex,lab_source,n_lab_candidates,adjudicated,delta_lab_minus_vald
Fe,1,17233.171,-1.627,5.9558,K14,26,1,,,,0,False,
Fe,1,17238.594,-1.829,6.3666,K14,26,1,,,,0,False,
Fe,1,17239.385,-1.573,6.2865,K14,26,1,,,,0,False,
Fe,1,17240.384,-1.691,6.368,K14,26,1,,,,0,False,
Fe,1,17241.469,-1.79,6.3691,K14,26,1,,,,0,False,
Fe,1,17243.56,-1.736,6.3207,K14,26,1,,,,0,False,
Fe,1,17250.305,-1.604,6.427,K14,26,1,,,,0,False,
Fe,1,17252.294,-1.745,6.4187,K14,26,1,,,,0,False,
Fe,1,17254.274,-0.707,6.6193,K14,26,1,,,,0,False,
Fe,1,17254.536,-2.034,6.3691,K14,26,1,,,,0,False,
Fe,1,17254.947,-0.959,6.427,K14,26,1,,,,0,False,
Fe,1,17257.565,-0.384,6.323,K14,26,1,,,,0,False,
Fe,1,17262.127,-1.446,6.6417,K14,26,1,,,,0,False,
Fe,1,17262.285,-1.45,6.7151,K14,26,1,,,,0,False,
Fe,1,17263.298,-0.843,6.323,K14,26,1,,,,0,False,
Fe,1,17263.755,-2.948,5.3484,K14,26,1,,,,0,False,
Fe,1,17267.315,-1.754,6.6796,K14,26,1,,,,0,False,
Fe,1,17268.86,-1.535,6.6641,K14,26,1,,,,0,False,
Fe,1,17270.402,-1.56,6.3192,K14,26,1,,,,0,False,
Fe,1,17276.962,-1.219,6.3207,K14,26,1,,,,0,False,
Fe,1,17277.479,-0.519,6.3192,K14,26,1,-0.56,0.09,Ruffoni2013,1,True,-0.041000000000000036
Fe,1,17277.825,-1.692,6.7151,K14,26,1,,,,0,False,
Fe,1,17278.724,-0.442,6.7151,K14,26,1,,,,0,False,
Fe,1,17280.803,-1.05,6.3207,K14,26,1,,,,0,False,
Fe,1,17281.146,-1.824,6.5472,K14,26,1,,,,0,False,
Fe,1,17281.81,-1.716,6.3691,K14,26,1,,,,0,False,
Fe,1,17282.291,0.097,6.427,K14,26,1,,,,0,False,
Fe,1,17282.757,-1.564,6.3416,K14,26,1,,,,0,False,
Fe,1,17282.942,-1.944,6.3417,K14,26,1,,,,0,False,
Fe,1,17283.982,-1.194,6.3691,K14,26,1,,,,0,False,
Fe,1,17286.54,-1.249,6.3192,K14,26,1,,,,0,False,
Fe,1,17289.524,-1.876,6.3691,K14,26,1,,,,0,False,
Fe,1,17290.495,-1.99,5.9947,K14,26,1,,,,0,False,
Fe,1,17293.112,-0.644,6.3192,K14,26,1,,,,0,False,
Fe,1,17293.642,-0.659,6.323,K14,26,1,,,,0,False,
Fe,1,17294.234,-1.668,6.3597,K14,26,1,,,,0,False,
Fe,1,17295.5,-1.574,6.6468,K14,26,1,,,,0,False,
Fe,1,17297.212,-1.318,6.3691,K14,26,1,,,,0,False,
Fe,1,17300.453,-1.207,6.323,K14,26,1,,,,0,False,
Fe,1,17301.696,-0.845,6.2416,K14,26,1,,,,0,False,
Fe,1,17302.304,0.123,6.0663,K14,26,1,,,,0,False,
Fe,1,17302.75,-1.434,6.6859,K14,26,1,,,,0,False,
Fe,1,17304.921,-1.841,6.3207,K14,26,1,,,,0,False,
Fe,1,17308.007,-1.147,6.6155,K14,26,1,,,,0,False,
Fe,1,17310.231,-0.852,6.3207,K14,26,1,,,,0,False,
Fe,1,17310.348,-1.727,6.6658,K14,26,1,,,,0,False,
Fe,1,17310.848,-0.681,6.3207,K14,26,1,,,,0,False,
Fe,1,17311.121,-1.765,6.6417,K14,26,1,,,,0,False,
Fe,1,17316.887,-1.492,6.4013,K14,26,1,,,,0,False,
Fe,1,17321.238,-1.838,5.9558,K14,26,1,,,,0,False,
Fe,1,17321.727,-1.371,6.3207,K14,26,1,,,,0,False,
Fe,1,17325.452,-1.827,6.3691,K14,26,1,,,,0,False,
Fe,1,17325.912,-0.864,6.3597,K14,26,1,,,,0,False,
Fe,1,17327.221,-1.496,6.6658,K14,26,1,,,,0,False,
Fe,1,17327.867,-2.331,6.0172,K14,26,1,,,,0,False,
Fe,1,17330.312,-1.546,6.8724,K14,26,1,,,,0,False,
Fe,1,17332.758,-1.179,6.3327,K14,26,1,,,,0,False,
Fe,1,17334.077,-1.03,6.323,K14,26,1,,,,0,False,
Fe,1,17337.486,-2.825,5.6142,K14,26,1,,,,0,False,
Fe,1,17337.994,-1.239,6.3327,K14,26,1,,,,0,False,
Fe,1,17344.75,-1.628,6.368,K14,26,1,,,,0,False,
Fe,1,17359.692,-2.546,5.6066,K14,26,1,,,,0,False,
Fe,1,17364.905,-0.893,6.0172,K14,26,1,,,,0,False,
Fe,1,17367.171,-1.289,6.5654,K14,26,1,,,,0,False,
Fe,1,17371.13,-0.244,6.6859,K14,26,1,,,,0,False,
Fe,1,17373.201,-2.441,5.9787,K14,26,1,,,,0,False,
Fe,1,17374.674,-2.324,5.7421,K14,26,1,,,,0,False,
Fe,1,17378.226,-1.745,6.3207,K14,26,1,,,,0,False,
Fe,1,17389.828,-1.405,5.8794,K14,26,1,,,,0,False,
Fe,1,17391.939,-1.02,6.6685,K14,26,1,,,,0,False,
Fe,1,17392.372,-2.185,5.9558,K14,26,1,,,,0,False,
Fe,1,17395.423,-1.366,6.2994,K14,26,1,,,,0,False,
Fe,1,17400.579,-0.524,6.3705,K14,26,1,,,,0,False,
Fe,1,17401.027,-1.442,6.3253,K14,26,1,,,,0,False,
Fe,1,17401.769,-1.633,6.6193,K14,26,1,,,,0,False,
Fe,1,17402.19,-1.541,6.6817,K14,26,1,,,,0,False,
Fe,1,17405.344,-1.142,6.3705,K14,26,1,,,,0,False,
Fe,1,17409.497,-0.853,6.2461,K14,26,1,,,,0,False,
Fe,1,17409.9,-1.541,6.3999,K14,26,1,,,,0,False,
Fe,1,17418.135,-1.542,6.3416,K14,26,1,,,,0,False,
Fe,1,17418.324,-2.126,6.3417,K14,26,1,,,,0,False,
Fe,1,17418.506,-0.742,6.3192,K14,26,1,,,,0,False,
Fe,1,17420.825,-2.881,3.8816,K14,26,1,,,,0,False,
Fe,1,17426.193,-1.689,5.9558,K14,26,1,,,,0,False,
Fe,1,17428.122,-1.834,5.7421,K14,26,1,,,,0,False,
Fe,1,17431.195,-1.41,6.427,K14,26,1,,,,0,False,
Fe,1,17432.283,-1.768,5.8794,K14,26,1,,,,0,False,
Fe,1,17433.635,0.029,6.4106,K14,26,1,,,,0,False,
Fe,1,17435.937,-1.873,5.9279,K14,26,1,,,,0,False,
Fe,1,17436.29,-1.093,6.2994,K14,26,1,,,,0,False,
Fe,1,17440.606,-1.906,6.4106,K14,26,1,,,,0,False,
Fe,1,17447.683,-1.717,6.7395,K14,26,1,,,,0,False,
Fe,1,17448.173,-1.568,6.3803,K14,26,1,,,,0,False,
Fe,1,17448.962,-2.013,6.3647,K14,26,1,,,,0,False,
Fe,1,17449.05,-2.842,5.0674,K14,26,1,,,,0,False,
Fe,1,17451.222,-1.398,6.5654,K14,26,1,,,,0,False,
Fe,1,17453.839,-0.491,6.4106,K14,26,1,,,,0,False,
Fe,1,17453.897,-2.018,5.9809,K14,26,1,,,,0,False,
Fe,1,17457.579,-0.497,5.9558,K14,26,1,,,,0,False,
Fe,1,17459.119,-0.599,6.4106,K14,26,1,,,,0,False,
Fe,1,17459.997,-1.462,6.0172,K14,26,1,,,,0,False,
Fe,1,17461.0,-0.571,6.6388,K14,26,1,,,,0,False,
Fe,1,17461.308,-2.028,6.349,K14,26,1,,,,0,False,
Fe,1,17466.443,-0.87,6.4496,K14,26,1,,,,0,False,
Fe,1,17467.3,-1.565,5.1055,K14,26,1,,,,0,False,
Fe,1,17467.602,-3.184,3.8835,K14,26,1,,,,0,False,
Fe,1,17467.761,-0.699,6.7246,K14,26,1,,,,0,False,
Fe,1,17468.918,-1.431,6.368,K14,26,1,,,,0,False,
Fe,1,17469.919,-0.562,6.4106,K14,26,1,,,,0,False,
Fe,1,17470.117,-1.898,6.3416,K14,26,1,,,,0,False,
Fe,1,17473.397,-1.89,6.4106,K14,26,1,,,,0,False,
Fe,1,17475.434,-1.53,6.691,K14,26,1,,,,0,False,
Fe,1,17478.016,-0.037,6.6388,K14,26,1,,,,0,False,
Fe,1,17478.832,-0.713,6.6388,K14,26,1,,,,0,False,
Fe,1,17480.213,-0.393,6.6388,K14,26,1,,,,0,False,
Fe,1,17480.644,0.317,6.6388,K14,26,1,,,,0,False,
Fe,1,17480.892,-2.045,6.3685,K14,26,1,,,,0,False,
Fe,1,17488.549,-0.126,6.6388,K14,26,1,,,,0,False,
Fe,1,17488.582,-1.437,6.4106,K14,26,1,,,,0,False,
Fe,1,17494.973,-2.049,6.3503,K14,26,1,,,,0,False,
Fe,1,17496.543,-1.446,6.3666,K14,26,1,,,,0,False,
Fe,1,17497.187,-0.9,6.691,K14,26,1,,,,0,False,
Fe,1,17499.98,-0.76,5.9558,K14,26,1,,,,0,False,
Fe,1,17500.467,-0.314,6.691,K14,26,1,,,,0,False,
Fe,1,17500.602,-1.243,6.731,K14,26,1,,,,0,False,
Fe,1,17506.075,-1.828,6.4106,K14,26,1,,,,0,False,
Fe,1,17508.031,-2.305,5.1055,K14,26,1,,,,0,False,
Fe,1,17508.935,-1.52,6.7246,K14,26,1,,,,0,False,
Fe,1,17511.481,-1.454,6.368,K14,26,1,,,,0,False,
Fe,1,17512.223,-1.378,6.8799,K14,26,1,,,,0,False,
Fe,1,17514.003,-1.16,6.3025,K14,26,1,,,,0,False,
Fe,1,17516.059,-0.355,6.6417,K14,26,1,,,,0,False,
Fe,1,17518.066,-1.852,5.8741,K14,26,1,,,,0,False,
Fe,1,17518.134,-4.166,3.3683,K14,26,1,,,,0,False,
Fe,1,17519.242,-1.358,6.691,K14,26,1,,,,0,False,
Fe,1,17520.221,-1.806,5.7421,K14,26,1,,,,0,False,
Fe,1,17521.514,-1.479,6.6531,K14,26,1,,,,0,False,
Fe,1,17522.008,-1.659,6.0172,K14,26,1,,,,0,False,
Fe,1,17522.776,-0.932,6.691,K14,26,1,,,,0,False,
Fe,1,17524.297,0.231,6.691,K14,26,1,,,,0,False,
Fe,1,17531.174,-0.714,6.6417,K14,26,1,,,,0,False,
Fe,1,17534.209,-1.646,6.4521,K14,26,1,,,,0,False,
Fe,1,17534.741,-0.129,6.6417,K14,26,1,,,,0,False,
Fe,1,17538.635,-1.482,5.7203,K14,26,1,,,,0,False,
Fe,1,17538.642,-1.86,5.9464,K14,26,1,,,,0,False,
Fe,1,17547.461,-1.76,6.4149,K14,26,1,,,,0,False,
Fe,1,17547.708,-1.449,6.2517,K14,26,1,,,,0,False,
Fe,1,17549.149,-0.372,6.6417,K14,26,1,,,,0,False,
Fe,1,17550.924,-1.342,6.347,K14,26,1,,,,0,False,
Fe,1,17550.986,-1.766,6.4106,K14,26,1,,,,0,False,
Fe,1,17554.101,-0.886,6.675,K14,26,1,,,,0,False,
Fe,1,17554.132,-1.963,6.4534,K14,26,1,,,,0,False,
Fe,1,17558.319,-1.916,6.3803,K14,26,1,,,,0,False,
Fe,1,17558.356,-1.264,6.306,K14,26,1,,,,0,False,
Fe,1,17559.864,-1.247,6.3061,K14,26,1,,,,0,False,
Fe,1,17563.569,-0.972,6.3647,K14,26,1,,,,0,False,
Fe,1,17564.038,-1.527,6.3803,K14,26,1,,,,0,False,
Fe,1,17564.803,-1.518,6.4534,K14,26,1,,,,0,False,
Fe,1,17564.828,-2.041,5.9004,K14,26,1,,,,0,False,
Fe,1,17565.288,-1.325,6.6468,K14,26,1,,,,0,False,
Fe,1,17567.177,-1.515,6.6685,K14,26,1,,,,0,False,
Fe,1,17569.079,-0.564,6.7271,K14,26,1,,,,0,False,
Fe,1,17570.443,0.287,6.7271,K14,26,1,,,,0,False,
Fe,1,17571.972,-1.365,6.3803,K14,26,1,,,,0,False,
Fe,1,17572.414,-1.269,6.3803,K14,26,1,,,,0,False,
Fe,1,17573.248,-1.747,6.3705,K14,26,1,,,,0,False,
Fe,1,17574.233,-1.302,6.3803,K14,26,1,,,,0,False,
Fe,1,17575.318,-0.822,6.3999,K14,26,1,,,,0,False,
Fe,1,17575.531,-1.446,6.3804,K14,26,1,,,,0,False,
Fe,1,17577.793,-0.589,6.3804,K14,26,1,,,,0,False,
Fe,1,17580.235,-1.609,6.3803,K14,26,1,,,,0,False,
Fe,1,17581.162,-1.913,5.9809,K14,26,1,,,,0,False,
Fe,1,17581.901,-0.076,6.3804,K14,26,1,,,,0,False,
Fe,1,17583.797,-2.053,6.3804,K14,26,1,,,,0,False,
Fe,1,17584.623,-0.254,6.5472,K14,26,1,,,,0,False,
Fe,1,17585.77,-1.429,6.675,K14,26,1,,,,0,False,
Fe,1,17588.088,-1.364,6.3804,K14,26,1,,,,0,False,
Fe,1,17598.175,-0.778,6.6768,K14,26,1,,,,0,False,
Fe,1,17599.993,-1.718,6.306,K14,26,1,,,,0,False,
Fe,1,17601.118,-1.155,6.3803,K14,26,1,,,,0,False,
Fe,1,17603.703,-1.572,6.347,K14,26,1,,,,0,False,
Fe,1,17608.692,0.23,6.4555,K14,26,1,,,,0,False,
Fe,1,17611.31,-0.26,6.4167,K14,26,1,,,,0,False,
Fe,1,17613.538,-1.207,6.4555,K14,26,1,,,,0,False,
Fe,1,17613.736,-1.6,6.4149,K14,26,1,,,,0,False,
Fe,1,17614.524,-0.19,6.4555,K14,26,1,,,,0,False,
Fe,1,17617.104,-1.093,6.0663,K14,26,1,,,,0,False,
Fe,1,17619.429,-1.52,6.4555,K14,26,1,,,,0,False,
Fe,1,17622.299,-0.852,6.4167,K14,26,1,,,,0,False,
Fe,1,17625.77,-1.804,6.0663,K14,26,1,,,,0,False,
Fe,1,17625.838,-0.597,6.4167,K14,26,1,,,,0,False,
Fe,1,17633.365,-1.536,6.3025,K14,26,1,,,,0,False,
Fe,1,17633.71,-1.698,6.3503,K14,26,1,,,,0,False,
Fe,1,17633.872,-1.693,6.409,K14,26,1,,,,0,False,
Fe,1,17636.59,-1.294,6.5788,K14,26,1,,,,0,False,
Fe,1,17637.023,-3.893,3.8816,K14,26,1,,,,0,False,
Fe,1,17640.185,-1.96,5.1124,K14,26,1,,,,0,False,
Fe,1,17641.29,-1.225,6.4167,K14,26,1,,,,0,False,
Fe,1,17642.333,-1.16,6.4187,K14,26,1,,,,0,False,
Fe,1,17647.297,-0.974,6.6061,K14,26,1,,,,0,False,
Fe,1,17655.281,-1.008,6.5654,K14,26,1,,,,0,False,
Fe,1,17656.722,-2.287,5.989,K14,26,1,,,,0,False,
Fe,1,17658.104,-1.075,6.336,K14,26,1,,,,0,False,
Fe,1,17659.202,-1.338,6.4149,K14,26,1,,,,0,False,
Fe,1,17672.113,-1.893,5.7542,K14,26,1,,,,0,False,
Fe,1,17677.334,-1.69,6.306,K14,26,1,,,,0,False,
Fe,1,17683.288,-0.815,6.336,K14,26,1,,,,0,False,
Fe,1,17683.916,0.214,6.336,K14,26,1,,,,0,False,
Fe,1,17688.832,-1.485,6.336,K14,26,1,,,,0,False,
Fe,1,17689.477,-0.141,6.336,K14,26,1,,,,0,False,
Fe,1,17692.742,-1.831,6.3901,K14,26,1,,,,0,False,
Fe,1,17693.456,-1.231,6.3327,K14,26,1,,,,0,False,
Fe,1,17694.505,0.117,6.5788,K14,26,1,,,,0,False,
Fe,1,17695.936,-0.517,5.9464,K14,26,1,,,,0,False,
Fe,1,17700.836,-2.008,6.336,K14,26,1,,,,0,False,
Fe,1,17706.614,0.605,6.5788,K14,26,1,,,,0,False,
Fe,1,17706.658,-2.021,5.9665,K14,26,1,,,,0,False,
Fe,1,17707.728,-1.091,6.336,K14,26,1,,,,0,False,
Fe,1,17709.328,-0.098,6.4187,K14,26,1,,,,0,False,
Fe,1,17709.82,-1.332,6.2581,K14,26,1,,,,0,False,
Fe,1,17712.597,-0.141,6.7395,K14,26,1,,,,0,False,
Fe,1,17714.364,-0.763,6.5788,K14,26,1,,,,0,False,
Fe,1,17717.133,-0.362,6.3417,K14,26,1,,,,0,False,
Fe,1,17721.087,0.751,6.5798,K14,26,1,,,,0,False,
Fe,1,17721.118,-1.626,6.6817,K14,26,1,,,,0,False,
Fe,1,17721.373,0.325,6.5788,K14,26,1,,,,0,False,
Fe,1,17721.637,-0.808,6.6641,K14,26,1,,,,0,False,
Fe,1,17722.089,-2.705,5.6066,K14,26,1,,,,0,False,
Fe,1,17722.23,-1.494,5.8794,K14,26,1,,,,0,False,
Fe,1,17722.981,-0.994,6.3416,K14,26,1,,,,0,False,
Fe,1,17723.176,-0.769,6.3417,K14,26,1,,,,0,False,
Fe,1,17727.177,-0.703,6.5788,K14,26,1,,,,0,False,
Fe,1,17727.409,-1.871,5.7542,K14,26,1,,,,0,False,
Fe,1,17728.101,0.434,6.5788,K14,26,1,,,,0,False,
Fe,1,17730.544,-1.313,6.5654,K14,26,1,,,,0,False,
Fe,1,17732.638,-1.09,6.675,K14,26,1,,,,0,False,
Fe,1,17736.851,-1.063,6.6119,K14,26,1,,,,0,False,
Fe,1,17737.364,-1.609,6.7034,K14,26,1,,,,0,False,
Fe,1,17742.297,-1.232,6.3901,K14,26,1,,,,0,False,
Fe,1,17746.233,-1.948,5.7203,K14,26,1,,,,0,False,
Fe,1,17747.368,-1.909,5.9209,K14,26,1,,,,0,False,
Fe,1,17753.393,-1.328,6.6817,K14,26,1,,,,0,False,
Fe,1,17755.159,-0.675,6.3417,K14,26,1,,,,0,False,
Fe,1,17759.84,-1.457,6.336,K14,26,1,,,,0,False,
Fe,1,17760.228,0.024,6.7271,K14,26,1,,,,0,False,
Fe,1,17762.143,-1.074,6.3416,K14,26,1,,,,0,False,
Fe,1,17762.339,-1.113,6.3417,K14,26,1,,,,0,False,
Fe,1,17765.331,-1.09,6.6658,K14,26,1,,,,0,False,
Fe,1,17771.123,0.178,5.9464,K14,26,1,,,,0,False,
Fe,1,17774.276,-1.75,5.9665,K14,26,1,,,,0,False,
Fe,1,17774.801,-1.259,5.9558,K14,26,1,,,,0,False,
Fe,1,17777.614,-1.029,6.6768,K14,26,1,,,,0,False,
Fe,1,17778.452,-1.724,6.4258,K14,26,1,,,,0,False,
Fe,1,17779.846,-1.865,6.4258,K14,26,1,,,,0,False,
Fe,1,17786.695,-1.605,6.7034,K14,26,1,,,,0,False,
Fe,1,17788.372,-1.025,6.3939,K14,26,1,,,,0,False,
Fe,1,17791.446,-0.523,6.723,K14,26,1,,,,0,False,
Fe,1,17795.946,-1.098,6.6439,K14,26,1,,,,0,False,
Fe,1,17797.017,-1.3,6.6641,K14,26,1,,,,0,False,
Fe,1,17797.784,-1.049,6.3417,K14,26,1,,,,0,False,
Fe,1,17801.663,-1.375,6.3416,K14,26,1,,,,0,False,
Fe,1,17801.926,-1.78,5.9426,K14,26,1,,,,0,False,
Fe,1,17802.5,-1.507,6.7034,K14,26,1,,,,0,False,
Fe,1,17803.593,-1.393,6.409,K14,26,1,,,,0,False,
Fe,1,17804.24,-1.592,6.6921,K14,26,1,,,,0,False,
Fe,1,17809.229,0.055,6.7034,K14,26,1,,,,0,False,
Fe,1,17810.968,-0.161,6.4496,K14,26,1,,,,0,False,
Fe,1,17811.819,-0.642,6.7034,K14,26,1,,,,0,False,
Fe,1,17812.628,-0.302,6.7034,K14,26,1,,,,0,False,
Fe,1,17817.733,-1.88,6.4258,K14,26,1,,,,0,False,
Fe,1,17821.417,-1.67,6.6844,K14,26,1,,,,0,False,
Fe,1,17822.51,-0.429,6.28,K14,26,1,,,,0,False,
Fe,1,17822.707,-2.231,5.7542,K14,26,1,,,,0,False,
Fe,1,17827.563,-0.572,6.6155,K14,26,1,,,,0,False,
Fe,1,17827.983,-1.53,6.3935,K14,26,1,,,,0,False,
Fe,1,17828.123,-1.749,5.8279,K14,26,1,,,,0,False,
Fe,1,17830.641,-1.25,6.6468,K14,26,1,,,,0,False,
Fe,1,17831.268,-0.379,6.7034,K14,26,1,,,,0,False,
Fe,1,17833.37,-1.475,6.6685,K14,26,1,,,,0,False,
Fe,1,17835.741,-0.204,6.7034,K14,26,1,,,,0,False,
Fe,1,17836.081,0.319,6.7034,K14,26,1,,,,0,False,
Fe,1,17836.504,-0.305,6.7034,K14,26,1,,,,0,False,
Fe,1,17839.229,-1.516,6.336,K14,26,1,,,,0,False,
Fe,1,17839.818,-0.816,6.4149,K14,26,1,,,,0,False,
Fe,1,17841.085,-1.656,6.6658,K14,26,1,,,,0,False,
Fe,1,17843.377,-0.507,6.0172,K14,26,1,,,,0,False,
Fe,1,17843.741,-2.014,6.3804,K14,26,1,,,,0,False,
Fe,1,17844.355,-0.602,6.5904,K14,26,1,,,,0,False,
Fe,1,17845.05,-2.27,6.0663,K14,26,1,,,,0,False,
Fe,1,17845.104,-0.285,6.427,K14,26,1,,,,0,False,
Fe,1,17845.942,0.126,6.427,K14,26,1,,,,0,False,
Fe,1,17845.964,-0.319,5.9209,K14,26,1,,,,0,False,
Fe,1,17850.023,-1.732,6.3901,K14,26,1,,,,0,False,
Fe,1,17850.473,-0.462,6.427,K14,26,1,,,,0,False,
Fe,1,17855.019,-1.917,6.4496,K14,26,1,,,,0,False,
Fe,1,17857.261,-1.364,6.3939,K14,26,1,,,,0,False,
Fe,1,17857.787,-2.482,5.6142,K14,26,1,,,,0,False,
Fe,1,17860.413,0.422,6.7034,K14,26,1,,,,0,False,
Fe,1,17860.601,-2.023,6.264,K14,26,1,,,,0,False,
Fe,1,17860.751,-0.916,6.4496,K14,26,1,,,,0,False,
Fe,1,17861.724,-0.551,6.5911,K14,26,1,,,,0,False,
Fe,1,17864.358,-0.475,6.6439,K14,26,1,,,,0,False,
Fe,1,17866.273,-0.929,6.427,K14,26,1,,,,0,False,
Fe,1,17870.767,-1.613,6.3597,K14,26,1,,,,0,False,
Fe,1,17871.805,-1.113,6.427,K14,26,1,,,,0,False,
Fe,1,17871.949,-0.406,6.7004,K14,26,1,,,,0,False,
Fe,1,17871.987,-0.621,6.6468,K14,26,1,,,,0,False,
Fe,1,17872.236,-1.635,6.6149,K14,26,1,,,,0,False,
Fe,1,17876.017,-1.922,6.4534,K14,26,1,,,,0,False,
Fe,1,17877.398,-2.097,5.9809,K14,26,1,,,,0,False,
Fe,1,17883.122,-1.547,6.427,K14,26,1,,,,0,False,
Fe,1,17887.96,-1.772,6.4013,K14,26,1,,,,0,False,
Fe,1,17895.543,-0.529,6.6468,K14,26,1,,,,0,False,
Fe,1,17897.378,-0.759,6.7271,K14,26,1,,,,0,False,
Fe,1,17902.869,-0.903,6.3939,K14,26,1,,,,0,False,
Fe,1,17904.244,-2.014,6.4013,K14,26,1,,,,0,False,
Fe,1,17908.814,-1.627,6.3939,K14,26,1,,,,0,False,
Fe,1,17909.706,-0.858,6.6685,K14,26,1,,,,0,False,
Fe,1,17911.208,-1.596,6.7422,K14,26,1,,,,0,False,
Fe,1,17915.082,-1.41,6.0172,K14,26,1,,,,0,False,
Fe,1,17917.063,-0.402,6.3939,K14,26,1,,,,0,False,
Fe,1,17917.522,-1.222,6.3939,K14,26,1,,,,0,False,
Fe,1,17918.669,-2.291,5.9471,K14,26,1,,,,0,False,
Fe,1,17919.414,-0.181,6.3939,K14,26,1,,,,0,False,
Fe,1,17923.96,-1.348,6.6119,K14,26,1,,,,0,False,
Fe,1,17925.654,-1.69,6.3939,K14,26,1,,,,0,False,
Fe,1,17926.354,0.049,6.7417,K14,26,1,,,,0,False,
Fe,1,17927.055,-0.768,6.6193,K14,26,1,,,,0,False,
Fe,1,17930.155,0.039,5.8741,K14,26,1,,,,0,False,
Fe,1,17930.422,-1.859,6.4187,K14,26,1,,,,0,False,
Fe,1,17930.946,-1.138,6.6859,K14,26,1,,,,0,False,
Fe,1,17931.422,-1.836,6.4258,K14,26,1,,,,0,False,
Fe,1,17932.599,0.165,6.4555,K14,26,1,,,,0,False,
Fe,1,17934.169,-2.062,6.0887,K14,26,1,,,,0,False,
Fe,1,17937.799,-0.069,5.9209,K14,26,1,,,,0,False,
Fe,1,17937.886,-0.935,6.4187,K14,26,1,,,,0,False,
Fe,1,17938.278,-0.699,6.7422,K14,26,1,,,,0,False,
Fe,1,17940.986,-0.876,6.6468,K14,26,1,,,,0,False,
Fe,1,17943.114,-0.082,6.7417,K14,26,1,,,,0,False,
Fe,1,17945.755,-1.76,6.4521,K14,26,1,,,,0,False,
Fe,1,17946.216,-1.986,6.3503,K14,26,1,,,,0,False,
Fe,1,17947.366,-1.81,6.3939,K14,26,1,,,,0,False,
Fe,1,17950.975,-1.621,6.5911,K14,26,1,,,,0,False,
Fe,1,17953.635,-1.611,6.7422,K14,26,1,,,,0,False,
Fe,1,17955.06,-0.724,6.7422,K14,26,1,,,,0,False,
Fe,1,17956.031,0.47,6.7422,K14,26,1,,,,0,False,
Fe,1,17959.892,-1.658,6.3803,K14,26,1,,,,0,False,
Fe,1,17963.949,-0.534,6.4555,K14,26,1,,,,0,False,
Fe,1,17966.376,-2.012,6.3597,K14,26,1,,,,0,False,
Fe,1,17966.383,-1.353,6.347,K14,26,1,,,,0,False,
Fe,1,17966.392,-1.284,6.3981,K14,26,1,,,,0,False,
Fe,1,17968.114,-0.025,6.5904,K14,26,1,,,,0,False,
Fe,1,17968.982,-1.264,6.4555,K14,26,1,,,,0,False,
Fe,1,17970.901,-1.309,5.9024,K14,26,1,,,,0,False,
Fe,1,17971.053,-1.571,6.7271,K14,26,1,,,,0,False,
Fe,1,17971.986,0.008,6.5911,K14,26,1,,,,0,False,
Fe,1,17975.593,-0.222,6.743,K14,26,1,,,,0,False,
Fe,1,17979.01,-1.872,6.3503,K14,26,1,,,,0,False,
Fe,1,17981.154,-0.863,6.6439,K14,26,1,,,,0,False,
Fe,1,17982.308,0.038,6.5904,K14,26,1,,,,0,False,
Fe,1,17985.725,0.052,6.5911,K14,26,1,,,,0,False,
Fe,1,17991.68,-1.27,6.7609,K14,26,1,,,,0,False,
Fe,1,17993.316,0.429,6.5904,K14,26,1,,,,0,False,
Fe,1,17993.439,-1.583,6.723,K14,26,1,,,,0,False,
Fe,1,17997.316,-0.213,6.7116,K14,26,1,,,,0,False,
Fe,1,17997.527,-1.457,6.3935,K14,26,1,,,,0,False,
Fe,1,17999.947,0.006,6.5911,K14,26,1,,,,0,False,
Fe,1,18001.707,-2.047,6.3647,K14,26,1,,,,0,False,
Fe,1,18002.012,0.893,6.5921,K14,26,1,,,,0,False,
Fe,1,18003.909,-0.921,6.675,K14,26,1,,,,0,False,
Fe,1,18005.838,0.295,6.5904,K14,26,1,,,,0,False,
Fe,1,18008.76,-1.991,6.4555,K14,26,1,,,,0,False,
Fe,1,18010.976,-0.13,6.5911,K14,26,1,,,,0,False,
Fe,1,18012.56,-0.904,6.3981,K14,26,1,,,,0,False,
Fe,1,18013.852,-0.026,6.5904,K14,26,1,,,,0,False,
Fe,1,18016.244,-1.566,5.9024,K14,26,1,,,,0,False,
Fe,1,18016.601,-1.533,6.6155,K14,26,1,,,,0,False,
Fe,1,18017.442,-2.531,5.1055,K14,26,1,,,,0,False,
Fe,1,18018.543,-1.615,6.7004,K14,26,1,,,,0,False,
Fe,1,18018.579,-1.77,6.3981,K14,26,1,,,,0,False,
Fe,1,18018.806,-1.657,6.5788,K14,26,1,,,,0,False,
Fe,1,18020.388,-0.344,6.7116,K14,26,1,,,,0,False,
Fe,1,18020.391,-1.265,6.7453,K14,26,1,,,,0,False,
Fe,1,18022.717,-1.978,6.3503,K14,26,1,,,,0,False,
Fe,1,18026.929,-0.183,6.3981,K14,26,1,,,,0,False,
Fe,1,18027.101,-0.278,6.5904,K14,26,1,,,,0,False,
Fe,1,18027.394,-1.715,6.3981,K14,26,1,,,,0,False,
