element,ion,wavelength_air_A,gf_linelist_vald,excitation_potential_eV,reference_code,key_z,hfs_n_components,lab_log_gf,lab_sigma_dex,lab_source,n_lab_candidates,adjudicated,delta_lab_minus_vald
Fe,1,14771.872,-2.289,5.8405,K14,26,1,,,,0,False,
Fe,1,14773.24,-1.098,6.2368,K14,26,1,,,,0,False,
Fe,1,14778.833,-1.602,6.2681,K14,26,1,,,,0,False,
Fe,1,14781.954,-0.698,6.4738,K14,26,1,,,,0,False,
Fe,1,14787.543,-0.622,6.306,K14,26,1,,,,0,False,
Fe,1,14805.169,-0.801,6.3083,K14,26,1,,,,0,False,
Fe,1,14806.002,-3.018,4.0758,K14,26,1,,,,0,False,
Fe,1,14806.838,-1.653,5.8294,K14,26,1,,,,0,False,
Fe,1,14808.318,-1.393,5.3852,K14,26,1,,,,0,False,
Fe,1,14814.735,-1.033,4.9913,,26,1,,,,0,False,
Fe,1,14815.249,-4.863,3.0469,K14,26,1,,,,0,False,
Fe,1,14815.923,-0.499,6.4738,K14,26,1,,,,0,False,
Fe,1,14818.918,-1.745,6.323,K14,26,1,,,,0,False,
Fe,1,14822.35,-1.738,6.323,K14,26,1,,,,0,False,
Fe,1,14823.049,-0.785,6.323,K14,26,1,,,,0,False,
Fe,1,14826.408,0.454,5.3085,K14,26,1,0.24,0.05,Ruffoni2013,1,True,-0.21400000000000002
Fe,1,14828.554,-1.946,5.9665,K14,26,1,,,,0,False,
Fe,1,14832.499,-1.457,6.7696,K14,26,1,,,,0,False,
Fe,1,14835.594,-0.819,6.3083,K14,26,1,,,,0,False,
Fe,1,14838.276,-1.769,5.0856,K14,26,1,,,,0,False,
Fe,1,14838.426,-1.87,6.3705,K14,26,1,,,,0,False,
Fe,1,14842.704,-0.565,6.2681,K14,26,1,,,,0,False,
Fe,1,14845.454,-1.921,6.2858,K14,26,1,,,,0,False,
Fe,1,14845.829,-1.585,6.2865,K14,26,1,,,,0,False,
Fe,1,14847.163,-4.613,3.241,K14,26,1,,,,0,False,
Fe,1,14848.175,-0.537,6.2771,K14,26,1,,,,0,False,
Fe,1,14849.066,-4.979,3.0469,K14,26,1,,,,0,False,
Fe,1,14854.092,-2.113,5.8294,K14,26,1,,,,0,False,
Fe,1,14861.147,-0.669,6.2529,K14,26,1,,,,0,False,
Fe,1,14862.051,-1.674,6.2517,K14,26,1,,,,0,False,
Fe,1,14862.21,-1.413,6.2003,K14,26,1,,,,0,False,
Fe,1,14863.668,-0.889,6.2517,K14,26,1,,,,0,False,
Fe,1,14866.606,-0.584,6.2517,K14,26,1,,,,0,False,
Fe,1,14867.607,-0.745,6.2865,K14,26,1,,,,0,False,
Fe,1,14867.713,-2.686,5.4855,K14,26,1,,,,0,False,
Fe,1,14867.961,-1.649,6.2517,K14,26,1,,,,0,False,
Fe,1,14870.619,-0.822,6.2529,K14,26,1,,,,0,False,
Fe,1,14871.029,-1.128,6.2517,K14,26,1,,,,0,False,
Fe,1,14871.071,-4.375,3.6398,K14,26,1,,,,0,False,
Fe,1,14876.541,-0.591,6.4791,K14,26,1,,,,0,False,
Fe,1,14880.496,-1.705,6.2003,K14,26,1,,,,0,False,
Fe,1,14894.869,-1.588,6.2003,K14,26,1,,,,0,False,
Fe,1,14896.924,-1.939,6.1751,K14,26,1,,,,0,False,
Fe,1,14897.406,0.314,6.4187,K14,26,1,,,,0,False,
Fe,1,14899.759,-1.973,6.2057,K14,26,1,,,,0,False,
Fe,1,14903.933,0.221,6.4534,K14,26,1,,,,0,False,
Fe,1,14905.271,-1.897,5.5188,K14,26,1,,,,0,False,
Fe,1,14909.632,0.068,6.3597,K14,26,1,,,,0,False,
Fe,1,14911.389,-0.761,5.5392,K14,26,1,,,,0,False,
Fe,1,14918.211,-1.808,5.9715,K14,26,1,,,,0,False,
Fe,1,14929.152,-2.036,5.4781,K14,26,1,,,,0,False,
Fe,1,14931.078,-2.519,5.4759,K14,26,1,,,,0,False,
Fe,1,14931.852,-0.877,6.3292,K14,26,1,,,,0,False,
Fe,1,14932.682,-1.588,5.8441,K14,26,1,,,,0,False,
Fe,1,14934.897,-1.486,6.7546,K14,26,1,,,,0,False,
Fe,1,14937.099,-0.489,6.277,K14,26,1,,,,0,False,
Fe,1,14938.63,-0.263,6.2529,K14,26,1,,,,0,False,
Fe,1,14939.644,-0.153,6.4738,K14,26,1,,,,0,False,
Fe,1,14943.244,-1.741,6.4555,K14,26,1,,,,0,False,
Fe,1,14946.742,-1.285,5.4457,K14,26,1,,,,0,False,
Fe,1,14947.386,-0.581,5.5392,K14,26,1,,,,0,False,
Fe,1,14947.806,-2.102,5.5068,K14,26,1,,,,0,False,
Fe,1,14956.152,0.028,5.5392,K14,26,1,,,,0,False,
Fe,1,14956.57,-1.253,5.0674,K14,26,1,,,,0,False,
Fe,1,14959.22,0.031,6.3666,K14,26,1,,,,0,False,
Fe,1,14962.957,-2.36,5.4581,K14,26,1,,,,0,False,
Fe,1,14963.761,-5.1,2.8581,K14,26,1,,,,0,False,
Fe,1,14968.327,0.047,6.2771,K14,26,1,,,,0,False,
Fe,1,14970.03,-2.374,5.4781,K14,26,1,,,,0,False,
Fe,1,14973.438,-1.852,5.9004,K14,26,1,,,,0,False,
Fe,1,14974.338,-1.801,5.8388,K14,26,1,,,,0,False,
Fe,1,14978.174,-1.801,6.2581,K14,26,1,,,,0,False,
Fe,1,14978.495,-1.742,6.2581,K14,26,1,,,,0,False,
Fe,1,14978.962,-1.141,6.1751,K14,26,1,,,,0,False,
Fe,1,14979.696,-0.451,6.1692,K14,26,1,,,,0,False,
Fe,1,14979.817,-0.97,6.2581,K14,26,1,,,,0,False,
Fe,1,14982.048,-2.05,5.7926,K14,26,1,,,,0,False,
Fe,1,14982.801,-0.495,6.2581,K14,26,1,,,,0,False,
Fe,1,14984.177,-1.059,6.2581,K14,26,1,,,,0,False,
Fe,1,14984.66,-2.431,5.6424,K14,26,1,,,,0,False,
Fe,1,14987.293,-1.032,6.2581,K14,26,1,,,,0,False,
Fe,1,14988.778,0.186,6.1692,K14,26,1,,,,0,False,
Fe,1,14989.05,-1.643,5.9558,K14,26,1,,,,0,False,
Fe,1,14990.167,-1.068,6.4534,K14,26,1,,,,0,False,
Fe,1,14992.748,-1.494,6.3666,K14,26,1,,,,0,False,
Fe,1,14993.622,-2.384,5.5237,K14,26,1,,,,0,False,
Fe,1,14993.665,-3.675,4.5585,K14,26,1,,,,0,False,
Fe,1,15000.045,-0.889,6.4534,K14,26,1,,,,0,False,
Fe,1,15004.456,-1.191,6.2771,K14,26,1,,,,0,False,
Fe,1,15009.416,-0.383,6.281,K14,26,1,,,,0,False,
Fe,1,15011.26,-1.481,5.9303,K14,26,1,,,,0,False,
Fe,1,15013.771,0.087,6.2222,K14,26,1,,,,0,False,
Fe,1,15015.462,-1.033,6.2681,K14,26,1,,,,0,False,
Fe,1,15017.7,0.062,6.2222,K14,26,1,,,,0,False,
Fe,1,15018.221,-1.394,6.1751,K14,26,1,,,,0,False,
Fe,1,15020.304,-3.312,4.7955,K14,26,1,,,,0,False,
Fe,1,15022.317,-0.282,6.4149,K14,26,1,,,,0,False,
Fe,1,15034.916,-1.291,6.5798,K14,26,1,,,,0,False,
Fe,1,15036.158,-1.394,6.1445,K14,26,1,,,,0,False,
Fe,1,15036.47,-1.845,5.7956,K14,26,1,,,,0,False,
Fe,1,15040.32,-1.928,5.5869,K14,26,1,,,,0,False,
Fe,1,15044.0,-2.309,5.9307,K14,26,1,,,,0,False,
Fe,1,15046.398,-1.313,6.3253,K14,26,1,,,,0,False,
Fe,1,15051.749,0.426,5.3516,K14,26,1,0.25,0.05,Ruffoni2013,1,True,-0.176
Fe,1,15053.376,-1.094,6.3207,K14,26,1,,,,0,False,
Fe,1,15053.999,-2.527,5.5237,K14,26,1,,,,0,False,
Fe,1,15057.464,-2.078,5.9464,K14,26,1,,,,0,False,
Fe,1,15062.146,-0.291,6.2529,K14,26,1,,,,0,False,
Fe,1,15062.709,-2.513,5.5188,K14,26,1,,,,0,False,
Fe,1,15066.959,-2.069,5.6207,K14,26,1,,,,0,False,
Fe,1,15069.439,-1.776,6.2655,K14,26,1,,,,0,False,
Fe,1,15069.891,-1.37,6.5817,K14,26,1,,,,0,False,
Fe,1,15073.265,-1.615,6.323,K14,26,1,,,,0,False,
Fe,1,15076.047,-1.969,6.2994,K14,26,1,,,,0,False,
Fe,1,15077.241,-4.122,2.8316,K14,26,1,,,,0,False,
Fe,1,15077.287,-0.244,5.5869,K14,26,1,,,,0,False,
Fe,1,15077.287,-4.204,2.1759,,26,1,,,,0,False,
Fe,1,15078.992,-2.009,6.2994,K14,26,1,,,,0,False,
Fe,1,15080.22,-0.843,6.264,K14,26,1,-1.03,0.13,Ruffoni2013,1,True,-0.18700000000000006
Fe,1,15080.261,-1.711,6.409,K14,26,1,,,,0,False,
Fe,1,15084.3,-1.91,5.5392,K14,26,1,,,,0,False,
Fe,1,15092.885,-1.596,6.264,K14,26,1,,,,0,False,
Fe,1,15094.695,0.603,6.3597,K14,26,1,,,,0,False,
Fe,1,15095.194,-2.769,4.2843,K14,26,1,,,,0,False,
Fe,1,15095.705,-1.985,6.2529,K14,26,1,,,,0,False,
Fe,1,15099.104,-1.076,6.2994,K14,26,1,,,,0,False,
Fe,1,15099.64,-1.428,6.3327,K14,26,1,,,,0,False,
Fe,1,15106.136,-0.941,6.2655,K14,26,1,,,,0,False,
Fe,1,15106.177,-1.444,6.4736,K14,26,1,,,,0,False,
Fe,1,15112.004,-1.813,6.2655,K14,26,1,,,,0,False,
Fe,1,15112.331,-0.617,6.2655,K14,26,1,,,,0,False,
Fe,1,15113.676,-1.267,6.2655,K14,26,1,,,,0,False,
Fe,1,15118.115,-0.641,6.2655,K14,26,1,,,,0,False,
Fe,1,15120.017,-2.006,5.6207,K14,26,1,,,,0,False,
Fe,1,15120.504,-0.798,5.4457,,26,1,,,,0,False,
Fe,1,15121.22,-2.342,5.8441,K14,26,1,,,,0,False,
Fe,1,15122.38,-0.211,5.6207,K14,26,1,,,,0,False,
Fe,1,15125.617,-1.926,6.3109,K14,26,1,,,,0,False,
Fe,1,15132.685,-1.559,6.277,K14,26,1,,,,0,False,
Fe,1,15136.124,-0.126,5.8279,K14,26,1,,,,0,False,
Fe,1,15137.078,-1.218,6.3025,K14,26,1,,,,0,False,
Fe,1,15137.369,-1.952,6.3025,K14,26,1,,,,0,False,
Fe,1,15141.25,-2.448,5.5022,K14,26,1,,,,0,False,
Fe,1,15143.089,-0.891,5.9209,K14,26,1,,,,0,False,
Fe,1,15144.051,-0.401,5.6424,K14,26,1,,,,0,False,
Fe,1,15155.208,-0.533,6.2529,K14,26,1,,,,0,False,
Fe,1,15157.345,-1.681,6.3025,K14,26,1,,,,0,False,
Fe,1,15159.719,-0.452,6.3025,K14,26,1,,,,0,False,
Fe,1,15160.503,-0.253,6.3416,K14,26,1,,,,0,False,
Fe,1,15160.689,-1.589,6.3416,K14,26,1,,,,0,False,
Fe,1,15160.832,-1.198,6.3417,K14,26,1,,,,0,False,
Fe,1,15168.869,-0.96,6.4149,K14,26,1,,,,0,False,
Fe,1,15173.271,-2.883,5.4581,K14,26,1,,,,0,False,
Fe,1,15176.713,-0.497,5.9209,K14,26,1,,,,0,False,
Fe,1,15178.865,-1.604,6.277,K14,26,1,,,,0,False,
Fe,1,15179.745,-1.237,5.9787,K14,26,1,,,,0,False,
Fe,1,15180.188,-2.064,5.6531,K14,26,1,,,,0,False,
Fe,1,15182.924,-0.531,6.3292,K14,26,1,,,,0,False,
Fe,1,15183.436,-1.064,6.3327,K14,26,1,,,,0,False,
Fe,1,15186.208,-1.859,6.4013,K14,26,1,,,,0,False,
Fe,1,15191.098,-2.51,5.8279,K14,26,1,,,,0,False,
Fe,1,15194.49,-4.815,2.2227,K14,26,1,,,,0,False,
Fe,1,15194.938,-1.672,6.5654,K14,26,1,,,,0,False,
Fe,1,15197.668,-1.457,6.306,K14,26,1,,,,0,False,
Fe,1,15198.798,-1.184,6.3061,K14,26,1,,,,0,False,
Fe,1,15201.562,-0.161,6.306,K14,26,1,,,,0,False,
Fe,1,15202.346,-2.092,6.2222,K14,26,1,,,,0,False,
Fe,1,15207.526,0.323,5.3852,K14,26,1,0.2,0.05,Ruffoni2013,1,True,-0.123
Fe,1,15213.02,-0.467,6.306,K14,26,1,,,,0,False,
Fe,1,15214.152,-1.05,6.3061,K14,26,1,,,,0,False,
Fe,1,15214.923,-1.502,6.3292,K14,26,1,,,,0,False,
Fe,1,15216.884,-2.56,5.5063,K14,26,1,,,,0,False,
Fe,1,15217.03,-1.918,6.306,K14,26,1,,,,0,False,
Fe,1,15218.163,-1.264,6.3061,K14,26,1,,,,0,False,
Fe,1,15219.085,-0.952,6.3292,K14,26,1,,,,0,False,
Fe,1,15219.618,-0.825,5.5869,KCN,26,1,,,,0,False,
Fe,1,15224.729,-0.315,5.9558,K14,26,1,,,,0,False,
Fe,1,15225.234,-1.21,6.306,K14,26,1,,,,0,False,
Fe,1,15226.368,-1.156,6.3061,K14,26,1,,,,0,False,
Fe,1,15229.279,-2.053,5.5068,K14,26,1,,,,0,False,
Fe,1,15230.321,-1.188,6.4187,K14,26,1,,,,0,False,
Fe,1,15237.77,-1.909,5.7926,K14,26,1,,,,0,False,
Fe,1,15239.301,-2.068,5.989,K14,26,1,,,,0,False,
Fe,1,15239.712,-0.032,6.4187,K14,26,1,,,,0,False,
Fe,1,15240.544,-1.544,6.3061,K14,26,1,,,,0,False,
Fe,1,15244.973,-0.072,5.5869,K14,26,1,,,,0,False,
Fe,1,15246.082,-1.787,6.275,K14,26,1,,,,0,False,
Fe,1,15246.394,-3.612,4.1426,K14,26,1,,,,0,False,
Fe,1,15251.006,-1.538,6.1445,K14,26,1,,,,0,False,
Fe,1,15253.547,-1.545,6.281,K14,26,1,,,,0,False,
Fe,1,15255.202,-1.526,6.62,K14,26,1,,,,0,False,
Fe,1,15259.363,-1.248,5.8294,K14,26,1,,,,0,False,
Fe,1,15260.642,-0.474,6.3083,K14,26,1,,,,0,False,
Fe,1,15263.226,-1.993,5.9426,K14,26,1,,,,0,False,
Fe,1,15264.188,-0.898,6.3109,K14,26,1,,,,0,False,
Fe,1,15267.025,-2.159,5.0674,K14,26,1,,,,0,False,
Fe,1,15271.55,-0.754,6.3083,K14,26,1,,,,0,False,
Fe,1,15272.791,-2.276,5.9209,K14,26,1,,,,0,False,
Fe,1,15275.775,-2.439,5.9303,K14,26,1,,,,0,False,
Fe,1,15277.059,-1.52,5.9132,K14,26,1,,,,0,False,
Fe,1,15279.315,-1.435,6.275,K14,26,1,,,,0,False,
Fe,1,15283.148,-1.914,6.3083,K14,26,1,,,,0,False,
Fe,1,15283.646,-1.199,6.275,K14,26,1,,,,0,False,
Fe,1,15283.657,-2.084,6.2222,K14,26,1,,,,0,False,
Fe,1,15287.492,-1.252,6.2368,K14,26,1,,,,0,False,
Fe,1,15289.653,-1.036,6.275,K14,26,1,,,,0,False,
Fe,1,15289.987,-0.837,6.275,K14,26,1,,,,0,False,
Fe,1,15291.365,-0.691,6.275,K14,26,1,,,,0,False,
Fe,1,15293.135,0.143,6.3109,K14,26,1,,,,0,False,
Fe,1,15294.56,0.719,5.3085,K14,26,1,0.59,0.06,Ruffoni2013,1,True,-0.129
Fe,1,15294.902,-0.08,6.4149,K14,26,1,,,,0,False,
Fe,1,15295.007,-2.229,5.5188,K14,26,1,,,,0,False,
Fe,1,15295.908,-1.017,6.275,K14,26,1,,,,0,False,
Fe,1,15296.163,-1.783,5.0638,K14,26,1,,,,0,False,
Fe,1,15297.167,-0.915,6.349,K14,26,1,,,,0,False,
Fe,1,15301.557,-0.687,5.9209,K14,26,1,,,,0,False,
Fe,1,15304.094,-2.268,5.4759,K14,26,1,,,,0,False,
Fe,1,15305.371,-1.245,6.1751,K14,26,1,,,,0,False,
Fe,1,15305.603,-0.715,6.2771,K14,26,1,,,,0,False,
Fe,1,15310.68,-1.32,6.7957,K14,26,1,,,,0,False,
Fe,1,15312.929,-1.925,5.8294,K14,26,1,,,,0,False,
Fe,1,15313.225,-1.832,6.2681,K14,26,1,,,,0,False,
Fe,1,15323.555,-0.597,6.3503,K14,26,1,,,,0,False,
Fe,1,15323.745,-1.684,6.3503,K14,26,1,,,,0,False,
Fe,1,15330.783,-1.583,6.3083,K14,26,1,,,,0,False,
Fe,1,15335.383,0.088,5.4099,K14,26,1,-0.03,0.05,Ruffoni2013,1,True,-0.118
Fe,1,15343.788,-0.582,5.6531,K14,26,1,,,,0,False,
Fe,1,15345.02,-2.286,5.4781,K14,26,1,,,,0,False,
Fe,1,15348.367,-1.094,5.8741,K14,26,1,,,,0,False,
Fe,1,15348.732,-3.393,4.8349,K14,26,1,,,,0,False,
Fe,1,15348.966,-1.26,5.9471,K14,26,1,,,,0,False,
Fe,1,15360.234,-2.7,4.2605,K14,26,1,,,,0,False,
Fe,1,15368.491,-2.009,6.2368,K14,26,1,,,,0,False,
Fe,1,15369.698,-2.318,5.8135,K14,26,1,,,,0,False,
Fe,1,15371.305,-2.072,5.8741,K14,26,1,,,,0,False,
Fe,1,15375.346,-0.991,5.9209,K14,26,1,,,,0,False,
Fe,1,15375.492,-1.674,6.4013,K14,26,1,,,,0,False,
Fe,1,15380.758,-1.093,6.2681,K14,26,1,,,,0,False,
Fe,1,15381.96,-0.46,5.9787,K14,26,1,,,,0,False,
Fe,1,15384.104,-1.702,6.2057,K14,26,1,,,,0,False,
Fe,1,15387.803,-0.184,6.2771,K14,26,1,,,,0,False,
Fe,1,15394.67,-0.508,5.9558,K14,26,1,,,,0,False,
Fe,1,15394.673,0.008,5.6207,K14,26,1,,,,0,False,
Fe,1,15395.718,-0.126,5.6207,K14,26,1,,,,0,False,
Fe,1,15395.725,-1.632,6.3416,K14,26,1,,,,0,False,
Fe,1,15395.872,-1.33,6.3417,K14,26,1,,,,0,False,
Fe,1,15398.485,-0.089,6.3416,K14,26,1,,,,0,False,
Fe,1,15399.607,-2.66,5.6207,K14,26,1,,,,0,False,
Fe,1,15405.388,-1.302,6.8744,K14,26,1,,,,0,False,
Fe,1,15408.563,-2.347,5.6477,K14,26,1,,,,0,False,
Fe,1,15410.28,-2.072,6.2222,K14,26,1,,,,0,False,
Fe,1,15415.838,-1.521,5.9787,K14,26,1,,,,0,False,
Fe,1,15416.38,-2.299,5.5376,K14,26,1,,,,0,False,
Fe,1,15422.535,-0.922,6.3416,K14,26,1,,,,0,False,
Fe,1,15422.682,-1.063,6.3417,K14,26,1,,,,0,False,
Fe,1,15427.619,-0.656,6.4521,K14,26,1,,,,0,False,
Fe,1,15436.292,-2.079,5.9004,K14,26,1,,,,0,False,
Fe,1,15437.319,-2.161,5.8388,K14,26,1,,,,0,False,
Fe,1,15441.802,-1.879,5.8741,K14,26,1,,,,0,False,
Fe,1,15442.534,-1.509,6.2681,K14,26,1,,,,0,False,
Fe,1,15444.354,-0.036,6.341,K14,26,1,,,,0,False,
Fe,1,15444.376,-0.353,6.3416,K14,26,1,,,,0,False,
Fe,1,15447.008,-1.326,6.8042,K14,26,1,,,,0,False,
Fe,1,15449.481,-1.872,6.2003,K14,26,1,,,,0,False,
Fe,1,15451.298,-0.263,6.4534,K14,26,1,,,,0,False,
Fe,1,15451.941,-0.854,6.2858,K14,26,1,,,,0,False,
Fe,1,15451.976,-1.74,6.3417,K14,26,1,,,,0,False,
Fe,1,15454.255,-2.816,5.5063,K14,26,1,,,,0,False,
Fe,1,15456.745,-2.373,5.9132,K14,26,1,,,,0,False,
Fe,1,15475.182,-1.411,6.3109,K14,26,1,,,,0,False,
Fe,1,15475.204,-2.006,5.4855,K14,26,1,,,,0,False,
Fe,1,15475.896,-1.117,5.8741,K14,26,1,,,,0,False,
Fe,1,15476.5,-0.809,6.3207,K14,26,1,,,,0,False,
Fe,1,15478.875,-0.899,6.2368,K14,26,1,,,,0,False,
Fe,1,15479.603,-0.348,6.3207,K14,26,1,,,,0,False,
Fe,1,15480.231,-2.238,5.6142,K14,26,1,,,,0,False,
Fe,1,15482.123,-1.501,6.7799,K14,26,1,,,,0,False,
Fe,1,15484.334,-0.929,6.2858,K14,26,1,,,,0,False,
Fe,1,15485.454,-1.105,6.2771,K14,26,1,,,,0,False,
Fe,1,15486.078,-0.466,6.2858,K14,26,1,,,,0,False,
Fe,1,15490.337,-4.574,2.1979,,26,1,,,,0,False,
Fe,1,15490.526,-0.344,6.2858,K14,26,1,,,,0,False,
Fe,1,15490.881,-0.466,6.2858,K14,26,1,,,,0,False,
Fe,1,15492.144,-1.918,5.8388,K14,26,1,,,,0,False,
Fe,1,15493.513,-1.778,6.368,K14,26,1,,,,0,False,
Fe,1,15496.697,-0.436,6.2858,K14,26,1,,,,0,False,
Fe,1,15497.041,-0.777,6.2858,K14,26,1,,,,0,False,
Fe,1,15500.799,-0.049,6.3207,K14,26,1,,,,0,False,
Fe,1,15501.32,0.33,6.2865,K14,26,1,,,,0,False,
Fe,1,15502.174,-1.222,6.347,K14,26,1,,,,0,False,
Fe,1,15503.013,-1.528,6.2681,K14,26,1,,,,0,False,
Fe,1,15510.642,-0.176,6.3208,K14,26,1,,,,0,False,
Fe,1,15511.08,-1.666,6.2865,K14,26,1,,,,0,False,
Fe,1,15511.533,-2.463,5.4759,K14,26,1,,,,0,False,
Fe,1,15514.279,-0.473,6.2865,K14,26,1,,,,0,False,
Fe,1,15515.755,-2.077,6.2865,K14,26,1,,,,0,False,
Fe,1,15518.891,-0.817,6.2771,K14,26,1,,,,0,False,
Fe,1,15519.096,-1.615,6.2865,K14,26,1,,,,0,False,
Fe,1,15519.937,-5.505,2.4844,K14,26,1,,,,0,False,
Fe,1,15521.681,-1.252,6.323,K14,26,1,,,,0,False,
Fe,1,15522.607,-1.118,6.3208,K14,26,1,,,,0,False,
Fe,1,15524.308,-0.881,5.7926,K14,26,1,,,,0,False,
Fe,1,15527.207,-1.806,6.323,K14,26,1,,,,0,False,
Fe,1,15531.751,-0.243,5.6424,K14,26,1,,,,0,False,
Fe,1,15531.802,-0.844,6.2416,K14,26,1,,,,0,False,
Fe,1,15534.245,-0.382,5.6424,K14,26,1,,,,0,False,
Fe,1,15537.453,-1.084,5.7926,K14,26,1,,,,0,False,
Fe,1,15537.695,-0.033,6.323,K14,26,1,,,,0,False,
Fe,1,15541.878,-0.958,6.323,K14,26,1,,,,0,False,
Fe,1,15542.079,-0.337,5.6424,K14,26,1,,,,0,False,
Fe,1,15547.711,-0.65,6.7799,K14,26,1,,,,0,False,
Fe,1,15548.685,-1.834,6.347,K14,26,1,,,,0,False,
Fe,1,15550.436,-0.102,6.323,K14,26,1,,,,0,False,
Fe,1,15551.433,-0.371,6.347,K14,26,1,,,,0,False,
Fe,1,15552.098,-2.231,5.5237,K14,26,1,,,,0,False,
Fe,1,15553.192,-1.615,6.323,K14,26,1,,,,0,False,
Fe,1,15553.576,-2.471,5.4781,K14,26,1,,,,0,False,
Fe,1,15554.518,-1.962,6.2771,K14,26,1,,,,0,False,
Fe,1,15555.435,-1.859,6.409,K14,26,1,,,,0,False,
Fe,1,15560.784,-0.475,6.349,K14,26,1,,,,0,False,
Fe,1,15563.179,-2.085,6.2368,K14,26,1,,,,0,False,
Fe,1,15563.904,-1.918,6.3503,K14,26,1,,,,0,False,
Fe,1,15564.357,-2.409,5.6142,K14,26,1,,,,0,False,
Fe,1,15565.222,-0.557,6.323,K14,26,1,,,,0,False,
Fe,1,15566.725,-0.681,6.3503,K14,26,1,,,,0,False,
Fe,1,15569.236,-2.709,5.5122,K14,26,1,,,,0,False,
Fe,1,15571.118,-1.421,5.8794,K14,26,1,,,,0,False,
Fe,1,15571.749,-0.857,6.3208,K14,26,1,,,,0,False,
Fe,1,15576.038,-2.234,5.5068,K14,26,1,,,,0,False,
Fe,1,15585.727,-1.677,6.2416,K14,26,1,,,,0,False,
Fe,1,15586.927,-0.659,6.3642,K14,26,1,,,,0,False,
Fe,1,15588.259,0.419,6.3666,K14,26,1,,,,0,False,
Fe,1,15590.046,-0.829,6.2416,K14,26,1,,,,0,False,
Fe,1,15590.724,-1.544,6.3642,K14,26,1,,,,0,False,
Fe,1,15591.303,-1.708,6.3503,K14,26,1,,,,0,False,
Fe,1,15591.49,0.874,6.2416,K14,26,1,0.9,0.05,Ruffoni2013,1,True,0.026000000000000023
Fe,1,15591.497,-0.687,6.3642,K14,26,1,,,,0,False,
Fe,1,15592.835,-1.493,6.2529,K14,26,1,,,,0,False,
Fe,1,15593.749,-1.922,5.0331,K14,26,1,,,,0,False,
Fe,1,15594.396,-0.091,6.349,K14,26,1,,,,0,False,
Fe,1,15598.769,-0.282,6.349,K14,26,1,,,,0,False,
Fe,1,15598.869,-0.236,6.2416,K14,26,1,,,,0,False,
Fe,1,15604.164,-0.35,5.8741,K14,26,1,,,,0,False,
Fe,1,15604.22,0.538,6.2416,K14,26,1,0.77,0.06,Ruffoni2013,1,True,0.23199999999999998
Fe,1,15611.145,-3.768,3.4149,K14,26,1,,,,0,False,
Fe,1,15613.432,-2.077,5.9307,K14,26,1,,,,0,False,
Fe,1,15613.625,-0.671,6.3503,K14,26,1,,,,0,False,
Fe,1,15615.132,-1.843,6.1751,K14,26,1,,,,0,False,
Fe,1,15615.417,-1.84,6.277,K14,26,1,,,,0,False,
Fe,1,15617.701,-0.817,6.2771,K14,26,1,,,,0,False,
Fe,1,15619.231,-2.969,5.0674,K14,26,1,,,,0,False,
Fe,1,15619.238,-2.916,5.4581,K14,26,1,,,,0,False,
Fe,1,15621.161,-1.16,6.2057,K14,26,1,,,,0,False,
Fe,1,15621.654,0.589,5.5392,K14,26,1,,,,0,False,
Fe,1,15629.364,-1.014,5.9464,K14,26,1,,,,0,False,
Fe,1,15629.399,-1.847,6.2681,K14,26,1,,,,0,False,
Fe,1,15629.621,-3.036,4.5585,K14,26,1,,,,0,False,
Fe,1,15631.107,-3.917,3.6416,K14,26,1,,,,0,False,
Fe,1,15631.383,-1.391,5.8741,K14,26,1,,,,0,False,
Fe,1,15631.947,0.12,5.3516,K14,26,1,0.01,0.05,Ruffoni2013,1,True,-0.11
Fe,1,15638.944,-1.461,5.8135,K14,26,1,,,,0,False,
Fe,1,15639.477,-0.07,6.4149,K14,26,1,,,,0,False,
Fe,1,15645.016,-0.39,6.3109,K14,26,1,,,,0,False,
Fe,1,15648.51,-0.599,5.426,K14,26,1,-0.61,0.05,Ruffoni2013,1,True,-0.01100000000000001
Fe,1,15649.674,-2.614,5.5496,K14,26,1,,,,0,False,
Fe,1,15652.871,-0.161,6.2461,K14,26,1,,,,0,False,
Fe,1,15656.632,-2.005,5.8741,K14,26,1,,,,0,False,
Fe,1,15656.767,-1.873,6.4258,K14,26,1,,,,0,False,
Fe,1,15659.803,-2.329,5.5376,K14,26,1,,,,0,False,
Fe,1,15660.416,-1.624,6.6417,K14,26,1,,,,0,False,
Fe,1,15661.299,-2.637,5.6066,K14,26,1,,,,0,False,
Fe,1,15661.908,-2.39,5.5496,K14,26,1,,,,0,False,
Fe,1,15662.013,0.371,5.8279,K14,26,1,,,,0,False,
Fe,1,15662.313,-1.386,6.3292,K14,26,1,,,,0,False,
Fe,1,15665.24,-0.337,5.9787,K14,26,1,,,,0,False,
Fe,1,15670.124,-0.986,6.2057,K14,26,1,,,,0,False,
Fe,1,15671.004,-0.221,6.3292,K14,26,1,,,,0,False,
Fe,1,15671.866,-1.06,5.9209,K14,26,1,,,,0,False,
Fe,1,15673.151,-0.726,6.2461,K14,26,1,,,,0,False,
Fe,1,15673.802,-1.222,6.3292,K14,26,1,,,,0,False,
Fe,1,15676.584,-1.958,5.1055,K14,26,1,,,,0,False,
Fe,1,15677.012,-0.137,6.2461,K14,26,1,,,,0,False,
