gf_grade,log_gf,element,ion,wavelength_air_A,ew_mA,ew_err_mA,chi2,observed_depth,rew,n_contaminants,worst_contaminant_depth,drop_reason,detail
UNGRADED,-1.139,Fe,I,6208.2112,23.74,3.68,0.0,0.0282,-5.4175,3,0.121,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.424,Fe,I,6216.3553,45.59,6.28,0.0048,0.2391,-5.1347,18,0.204,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-6.613,Fe,I,6221.6713,59.33,16.28,0.0007,0.0214,-5.0206,7,0.014,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.709,Fe,I,6224.081,36.26,0.88,0.0001,0.1756,-5.2346,8,0.208,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.6,Fe,II,6238.3859,44.53,5.88,0.0039,0.2908,-5.1464,1,0.11,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.527,Fe,I,6268.942,45.98,14.54,0.0037,0.029,-5.1346,39,0.04,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.582,Fe,I,6282.8044,72.37,14.46,0.0052,0.358,-4.9386,12,0.153,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.094,Fe,I,6296.1799,43.39,11.91,0.0087,0.0284,-5.1617,31,0.116,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.094,Fe,II,6305.2955,69.75,24.77,0.0027,0.0423,-4.9562,26,0.11,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.919,Fe,I,6344.1474,79.74,1.72,0.0002,0.4095,-4.9007,1,0.052,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.5,Fe,I,6350.397,21.33,2.48,0.0001,0.0306,-5.4738,2,0.041,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.153,Fe,I,6350.5439,21.99,2.78,0.0001,0.043,-5.4606,2,0.041,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.366,Fe,I,6351.2729,20.73,9.99,0.0001,0.0231,-5.4863,16,0.017,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.909,Fe,I,6360.7354,25.96,11.3,0.0021,0.1307,-5.3892,2,0.154,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-8.838,Fe,I,6362.8754,46.13,6.74,0.0018,0.2541,-5.1397,1,0.186,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.33,Fe,I,6364.3636,33.5,6.37,0.0017,0.2024,-5.2787,1,0.037,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.671,Fe,II,6442.9579,18.52,7.81,0.0001,0.0463,-5.5414,1,0.027,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-4.284,Fe,I,6466.8035,33.93,7.82,0.0001,0.0554,-5.2801,1,0.013,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.899,Fe,II,6506.3406,15.48,7.18,0.0,0.0223,-5.6236,1,0.004,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.171,Fe,I,6523.6269,23.66,1.26,0.0001,0.0371,-5.4405,3,0.007,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.807,Fe,I,6538.4938,10.01,2.69,0.0001,0.0453,-5.815,1,0.02,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-5.79,Fe,I,6551.6767,40.71,7.41,0.0006,0.0739,-5.2067,12,0.042,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.42,Fe,I,6559.7686,10.61,1.93,0.0008,0.1443,-5.7912,1,0.233,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.368,Fe,I,6572.5721,29.56,7.67,0.0013,0.0504,-5.347,4,0.321,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.849,Fe,II,6586.7082,68.92,3.83,0.0009,0.0668,-4.9803,11,0.038,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.819,Fe,I,6604.5854,43.88,1.01,0.0002,0.2641,-5.1776,13,0.279,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.204,Fe,I,6613.4154,43.01,4.69,0.0002,0.0861,-5.1869,3,0.054,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-5.587,Fe,I,6613.8245,37.4,5.66,0.0002,0.0698,-5.2476,3,0.054,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-5.336,Fe,I,6625.0211,23.95,1.12,0.0001,0.1145,-5.4419,12,0.031,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.746,Fe,I,6639.5273,45.26,1.55,0.0001,0.0238,-5.1664,3,0.007,UNEXPLAINED,no pipeline rule accounts for this drop
A,-5.918,Fe,I,6648.0792,29.86,4.26,0.0002,0.0569,-5.3476,1,0.017,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-4.956,Fe,I,6667.1673,25.13,7.22,0.0002,0.0269,-5.4237,1,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-4.185,Fe,I,6667.4177,30.54,8.76,0.0002,0.0613,-5.3391,1,0.033,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.112,Fe,I,6667.7098,37.01,9.66,0.0002,0.0808,-5.2557,1,0.033,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.529,Fe,I,6687.4903,7.99,1.15,0.0,0.0442,-5.9227,2,0.026,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.798,Fe,I,6712.6736,68.14,7.45,0.001,0.022,-4.9935,10,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.54,Fe,I,6715.3813,36.17,6.45,0.0009,0.1837,-5.2687,1,0.034,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.02,Fe,I,6732.0643,11.25,3.64,0.001,0.0739,-5.777,1,0.009,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.168,Fe,I,6735.433,21.14,7.64,0.0001,0.0515,-5.5033,1,0.008,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.818,Fe,I,6738.7486,69.18,7.81,0.0006,0.0617,-4.9886,2,0.012,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.819,Fe,I,6738.8467,67.47,8.36,0.0006,0.0757,-4.9995,2,0.012,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.204,Fe,I,6752.7066,44.82,0.98,0.0001,0.2671,-5.178,8,0.027,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.53,Fe,I,6761.0648,5.73,1.08,0.0,0.0645,-6.0719,1,0.039,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.98,Fe,I,6783.7033,62.22,9.32,0.0002,0.1304,-5.0375,1,0.061,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.202,Fe,I,6787.1542,35.24,1.47,0.0002,0.0595,-5.2847,1,0.007,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.267,Fe,I,6790.2983,23.96,5.41,0.0,0.0604,-5.4524,1,0.011,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.656,Fe,I,6790.6557,18.63,8.17,0.0,0.0625,-5.5617,1,0.011,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.329,Fe,I,6793.6188,51.61,7.78,0.0003,0.1382,-5.1194,1,0.024,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.563,Fe,I,6796.0452,35.83,3.92,0.0001,0.116,-5.278,1,0.06,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.035,Fe,I,6796.1233,22.89,1.93,0.0001,0.1254,-5.4726,2,0.06,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.601,Fe,I,6828.2912,72.73,1.71,0.0003,0.073,-4.9726,1,0.016,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.053,Fe,I,6850.4355,9.89,4.33,0.0003,0.0849,-5.8405,2,0.047,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.85,Ni,I,4821.1191,42.67,5.75,0.0035,0.2883,-5.053,23,0.165,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.729,Ni,I,4821.2207,42.64,5.43,0.0034,0.2172,-5.0533,24,0.165,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.52,Ni,I,4834.8157,52.35,7.66,0.0064,0.0418,-4.9655,3,0.396,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.41,Ni,I,4845.32,58.62,13.17,0.007,0.0549,-4.9173,3,0.444,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.07,Ni,I,4852.5447,48.09,3.49,0.0034,0.4378,-5.0039,1,0.109,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.07,Ni,I,4852.5513,48.43,3.53,0.0034,0.4378,-5.0009,1,0.109,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.658,Ni,I,4952.2593,44.85,9.29,0.0088,0.3012,-5.043,1,0.149,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.13,Ni,I,4975.4789,55.35,7.38,0.0047,0.232,-4.9537,2,0.33,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.87,Ni,I,5102.938,60.42,8.32,0.0056,0.4343,-4.9266,1,0.209,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.87,Ni,I,5102.9537,60.41,7.86,0.0056,0.4343,-4.9267,1,0.209,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.51,Ni,I,5157.9804,25.23,9.42,0.0096,0.1798,-5.3106,1,0.02,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.47,Ni,I,5179.1217,23.94,7.23,0.005,0.143,-5.3351,2,0.212,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.653,Ni,I,5386.3564,40.84,3.97,0.0021,0.2999,-5.1202,2,0.316,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.972,Ni,I,5452.7993,21.19,4.75,0.0011,0.1192,-5.4105,2,0.039,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.66,Ni,I,5452.8543,20.88,4.46,0.001,0.1192,-5.4169,2,0.039,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.49,Ni,I,5453.2305,59.78,22.88,0.001,0.0947,-4.9601,21,0.163,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.23,Ni,I,5553.672,61.12,6.98,0.0095,0.3094,-4.9584,2,0.336,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.982,Ni,I,5691.4889,51.97,5.23,0.0036,0.3249,-5.0395,1,0.338,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.61,Ni,I,5694.9748,61.43,6.22,0.0036,0.333,-4.9671,1,0.164,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.005,Ni,I,5703.6742,36.23,10.71,0.0035,0.1907,-5.1971,12,0.344,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.8,Ni,I,5760.8298,42.57,7.69,0.0024,0.2816,-5.1314,1,0.032,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.993,Ni,I,5798.2268,71.01,5.4,0.002,0.3291,-4.912,2,0.336,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.836,Ni,I,5831.7438,33.46,1.14,0.0001,0.0698,-5.2413,1,0.059,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,5846.96,26.51,3.43,0.0022,0.1869,-5.3435,2,0.127,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,5996.6957,30.25,6.6,0.0039,0.1675,-5.2972,1,0.028,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.473,Ni,I,6012.2577,33.38,9.06,0.0081,0.1923,-5.2556,1,0.181,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6053.6521,32.93,2.17,0.0003,0.164,-5.2644,1,0.03,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.01,Ni,I,6105.7707,36.15,7.36,0.0003,0.0306,-5.2276,28,0.017,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6108.056,73.11,1.63,0.0002,0.4298,-4.9219,1,0.054,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.896,Ni,I,6179.9897,67.03,0.62,0.0,0.041,-4.9647,3,0.489,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.002,Ni,I,6183.8511,24.34,6.77,0.0004,0.0328,-5.4049,2,0.185,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.08,Ni,I,6204.604,25.09,0.54,0.0,0.1709,-5.3932,1,0.096,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.91,Ni,I,6223.954,36.22,0.91,0.0001,0.2067,-5.2351,6,0.094,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.255,Ni,I,6287.8954,21.59,5.22,0.0016,0.0433,-5.4643,2,0.023,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.712,Ni,I,6350.4759,21.7,2.68,0.0001,0.0421,-5.4663,2,0.104,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6360.7753,25.86,7.42,0.001,0.1467,-5.3909,1,0.044,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.97,Ni,I,6364.5541,32.2,9.47,0.0023,0.0487,-5.2959,2,0.224,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6366.4472,34.15,4.52,0.0003,0.1785,-5.2705,2,0.076,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.874,Ni,I,6366.4675,34.59,4.33,0.0003,0.1785,-5.2649,2,0.076,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.797,Ni,I,6370.3424,21.99,4.46,0.0015,0.1,-5.4619,1,0.217,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.06,Ni,I,6375.2249,23.54,4.18,0.0,0.0213,-5.4327,2,0.098,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6384.6232,32.15,1.55,0.0003,0.1752,-5.298,10,0.033,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.13,Ni,I,6384.6713,32.2,1.54,0.0003,0.1752,-5.2973,10,0.033,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.372,Ni,I,6414.8113,73.06,2.51,0.0003,0.0794,-4.9435,1,0.256,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.355,Ni,I,6424.8377,18.42,0.95,0.0,0.0924,-5.5426,22,0.04,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.355,Ni,I,6424.8604,18.5,0.94,0.0,0.0924,-5.5407,22,0.04,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.262,Ni,I,6516.0832,79.4,6.27,0.0025,0.359,-4.9142,1,0.393,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6532.836,26.83,5.91,0.0028,0.1381,-5.3865,1,0.015,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.35,Ni,I,6532.859,26.9,5.93,0.0028,0.1381,-5.3854,1,0.015,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6586.248,58.15,2.11,0.0003,0.2728,-5.0541,15,0.038,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6586.272,58.28,2.08,0.0003,0.3002,-5.0531,15,0.038,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.36,Ni,I,6813.6088,31.75,5.95,0.0005,0.0983,-5.3316,1,0.016,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.536,Ni,I,6850.3699,10.78,4.42,0.0003,0.0844,-5.8031,1,0.104,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.552,Ni,I,6861.2393,80.07,9.66,0.0013,0.0578,-4.9329,2,0.086,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.375,S,I,5567.4933,62.93,21.44,0.0091,0.3799,-4.9468,17,0.568,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.0831,S,I,6041.9445,66.97,0.56,0.0,0.0926,-4.9553,17,0.176,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.108,S,I,6536.3358,24.78,6.35,0.0001,0.0214,-5.4212,2,0.01,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.835,S,I,6538.5964,8.81,2.41,0.0001,0.0453,-5.8705,1,0.042,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,S,I,6743.4832,24.41,4.65,0.0004,0.0628,-5.4413,1,0.047,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.639,S,I,6748.79,76.84,26.77,0.0064,0.0843,-4.9436,1,0.011,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.207,Si,I,4821.1665,42.66,5.63,0.0035,0.2883,-5.0531,24,0.34,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.011,Si,I,4851.5386,45.58,6.41,0.004,0.3346,-5.0271,8,0.465,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.043,Si,I,5645.6128,56.46,12.52,0.0035,0.2529,-5.0,1,0.425,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.04,Si,I,5665.5545,37.55,15.02,0.0062,0.2744,-5.1786,1,0.114,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.863,Si,I,5902.1233,62.61,12.38,0.001,0.0697,-4.9744,2,0.139,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.368,Si,I,5972.5836,19.89,9.12,0.0001,0.0256,-5.4775,2,0.01,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.378,Si,I,6039.6573,15.46,0.53,0.0,0.0961,-5.5918,16,0.165,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.936,Si,I,6046.6934,26.94,4.64,0.0001,0.021,-5.3511,2,0.008,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.16,Si,I,6096.7106,45.06,4.17,0.0004,0.2759,-5.1313,1,0.288,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.311,Si,I,6119.4165,31.71,1.72,0.0002,0.0683,-5.2855,14,0.263,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.467,Si,I,6208.5412,21.46,3.21,0.0,0.0428,-5.4614,1,0.176,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.393,Si,I,6238.2855,45.3,4.99,0.0038,0.1749,-5.139,1,0.274,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.357,Si,I,6342.8131,77.46,17.34,0.0041,0.0423,-4.9132,2,0.005,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.947,Si,I,6370.5744,48.04,9.69,0.0015,0.02,-5.1226,17,0.09,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.733,Si,I,6380.689,56.58,0.77,0.0,0.3459,-5.0522,1,0.386,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.751,Si,I,6478.9356,43.04,15.35,0.0006,0.029,-5.1776,1,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.088,Si,I,6499.0211,63.17,9.64,0.0083,0.3269,-5.0123,1,0.41,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.072,Si,I,6527.2018,63.65,3.8,0.0008,0.2254,-5.0109,9,0.023,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.324,Si,I,6532.6224,74.53,15.82,0.0026,0.0277,-4.9428,4,0.132,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.209,Si,I,6534.0985,53.52,5.31,0.0008,0.14,-5.0867,1,0.235,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.15,Si,I,6539.2285,24.26,8.33,0.0001,0.0208,-5.4306,1,0.051,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.163,Si,I,6555.4624,60.16,5.84,0.0011,0.2717,-5.0373,8,0.038,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.929,Si,I,6579.9556,29.42,6.0,0.0006,0.0309,-5.3496,1,0.083,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.641,Si,I,6617.7766,26.45,7.43,0.0,0.0337,-5.3983,18,0.012,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.668,Si,I,6631.0483,31.83,7.93,0.0002,0.0286,-5.3187,2,0.048,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.439,Si,I,6668.3267,37.23,9.39,0.0002,0.0438,-5.2531,1,0.031,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.459,Si,I,6692.426,24.76,11.44,0.0001,0.0276,-5.4318,2,0.111,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.634,Si,I,6701.4176,23.14,5.86,0.0,0.037,-5.4618,1,0.007,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.612,Si,I,6758.0036,34.22,8.03,0.0002,0.0505,-5.2955,1,0.008,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.033,Si,I,6761.0246,5.11,1.0,0.0,0.0676,-6.1216,1,0.03,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.502,Si,I,6790.6368,18.0,7.32,0.0,0.0625,-5.5766,2,0.025,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.817,Si,I,6795.7879,44.08,4.67,0.0001,0.095,-5.188,2,0.074,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.575,Si,I,6796.3691,37.9,4.96,0.0001,0.0593,-5.2536,3,0.074,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.381,Si,I,6804.519,49.89,2.96,0.0003,0.06,-5.1348,1,0.127,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.722,Si,I,6813.5131,31.58,12.21,0.0005,0.0836,-5.334,1,0.078,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.415,Si,I,6813.8935,30.61,7.34,0.0005,0.0693,-5.3475,1,0.078,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.53,Ti,I,4724.6617,48.27,9.6,0.0029,0.1043,-4.9907,4,0.333,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.51,Ti,I,4796.2071,35.63,4.65,0.0008,0.2147,-5.1291,7,0.212,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.38,Ti,I,4820.4094,46.49,3.03,0.0021,0.3976,-5.0157,1,0.094,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.84,Ti,I,4821.2754,43.05,5.84,0.0035,0.0824,-5.0492,26,0.34,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.772,Ti,I,4851.277,36.75,4.68,0.0042,0.0659,-5.1206,11,0.465,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.59,Ti,I,4851.3505,36.19,4.79,0.0042,0.0959,-5.1273,8,0.465,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.66,Ti,I,4893.8882,22.28,7.12,0.0044,0.1539,-5.3417,3,0.189,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.571,Ti,I,4896.5529,52.2,2.97,0.0004,0.202,-4.9722,1,0.343,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,0.15,Ti,I,4975.3431,53.53,7.23,0.0047,0.2558,-4.9682,2,0.079,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.84,Ti,I,5045.414,22.73,9.49,0.0079,0.1203,-5.3463,4,0.037,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.39,Ti,I,5062.1021,23.55,9.01,0.0022,0.1487,-5.3323,1,0.191,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.756,Ti,I,5103.1245,60.32,5.7,0.0054,0.0813,-4.9274,8,0.559,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.7,Ti,I,5113.4401,36.9,16.14,0.0089,0.2597,-5.1417,18,0.17,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.67,Ti,I,5178.6517,26.39,5.12,0.0052,0.0384,-5.2928,21,0.212,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.22,Ti,I,5219.7015,31.41,12.2,0.0089,0.247,-5.2206,5,0.045,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.916,Ti,I,5238.5374,22.91,9.76,0.0086,0.1321,-5.3592,2,0.034,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.074,Ti,I,5238.5857,22.91,9.76,0.0086,0.1321,-5.3592,2,0.034,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.05,Ti,I,5257.5795,29.36,9.7,0.0031,0.1759,-5.253,19,0.175,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.422,Ti,I,5451.9371,31.07,4.54,0.0008,0.0398,-5.2442,5,0.124,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.63,Ti,I,5472.6896,62.38,11.71,0.01,0.3411,-4.9432,1,0.395,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.35,Ti,I,5490.8454,28.75,4.83,0.0017,0.0517,-5.281,1,0.006,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.779,Ti,I,5635.8295,33.31,15.74,0.0097,0.2958,-5.2284,13,0.223,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.731,Ti,I,5635.9973,39.45,7.99,0.0058,0.0489,-5.1549,16,0.223,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,0.12,Ti,I,5644.1339,69.96,12.36,0.0024,0.263,-4.9067,3,0.507,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.9,Ti,I,5720.4365,50.84,8.34,0.0003,0.0442,-5.0512,1,0.034,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.61,Ti,I,5739.4628,10.55,2.08,0.0004,0.077,-5.7356,1,0.045,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,0.289,Ti,I,5766.3265,13.28,0.64,0.0,0.0836,-5.6377,1,0.017,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.797,Ti,I,5813.9471,48.36,23.99,0.0009,0.046,-5.08,2,0.025,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,0.414,Ti,I,5837.9957,53.47,5.5,0.0004,0.032,-5.0382,3,0.091,UNEXPLAINED,no pipeline rule accounts for this drop
