gf_grade,log_gf,element,ion,wavelength_air_A,ew_mA,ew_err_mA,chi2,observed_depth,rew,n_contaminants,worst_contaminant_depth,drop_reason,detail
UNGRADED,-1.87,Si,I,5690.425,57.81,4.57,0.0029,0.3639,-4.9931,0,0.036,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.107,Si,I,5772.0272,65.58,2.05,0.0002,0.1711,-4.9446,0,0.004,UNEXPLAINED,no pipeline rule accounts for this drop
B,-1.963,Si,I,5793.0727,48.97,6.41,0.0023,0.3043,-5.073,0,0.018,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.465,Si,I,6125.0209,33.39,1.95,0.0007,0.2042,-5.2635,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.615,Si,I,6131.7681,62.54,24.05,0.001,0.124,-4.9914,0,0.007,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.617,Si,I,6131.8516,62.97,24.23,0.001,0.1601,-4.9885,0,0.007,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.311,Si,I,6145.0159,44.38,0.81,0.0001,0.2522,-5.1413,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.566,Si,I,6195.4333,27.82,2.27,0.0003,0.1018,-5.3477,0,0.007,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,0.17,Si,II,6347.1087,58.36,0.96,0.0001,0.2298,-5.0365,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.331,Si,I,6347.3682,60.34,1.06,0.0001,0.045,-5.022,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.156,Si,I,6426.2908,22.56,8.89,0.0002,0.0406,-5.4546,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.968,Si,I,6486.2671,27.16,12.34,0.0002,0.0359,-5.3781,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.944,Si,I,6514.7887,30.48,8.03,0.0047,0.2167,-5.3299,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.273,Si,I,6543.8903,31.04,2.12,0.0002,0.2053,-5.3239,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.062,Si,I,6721.8481,55.38,1.1,0.0,0.2442,-5.0841,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.75,Si,I,6741.628,19.63,5.04,0.0004,0.1164,-5.5358,0,0.007,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.63,Si,I,6747.4352,26.4,11.85,0.0002,0.0477,-5.4075,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.941,Si,I,6754.9656,30.86,14.86,0.0003,0.0618,-5.3402,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.945,Si,I,6800.5957,16.71,1.31,0.0001,0.1184,-5.6096,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.663,Ti,II,5490.6928,29.32,4.93,0.0017,0.1856,-5.2725,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.29,Ti,I,5540.7121,52.83,11.71,0.0005,0.0418,-5.0207,0,0.004,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.64,Ti,I,5918.5172,43.59,5.34,0.0012,0.1271,-5.1328,0,0.0,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.94,Ti,I,5937.8083,28.2,6.17,0.0001,0.0655,-5.3234,0,0.004,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.496,Ti,I,5971.1759,10.23,1.01,0.0001,0.0241,-5.7662,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.53,Ti,I,6261.0988,57.81,3.47,0.0005,0.3664,-5.0346,0,0.016,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.757,Ti,I,6325.1632,27.17,6.34,0.0002,0.0222,-5.367,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.03,Ti,I,6508.1205,37.35,10.46,0.0002,0.0259,-5.2412,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.79,Ti,II,6606.9503,46.26,10.47,0.0006,0.067,-5.1548,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.611,Ti,I,6743.1216,28.37,3.67,0.0004,0.1553,-5.376,0,0.015,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.8,Ti,I,6743.1872,28.19,4.45,0.0005,0.1553,-5.3788,0,0.015,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.073,Ti,I,6776.2218,18.18,8.33,0.0001,0.0519,-5.5714,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.895,Ti,I,6849.3124,41.04,13.43,0.0003,0.0495,-5.2224,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,5670.811,26.06,10.02,0.003,0.141,-5.3377,0,0.0,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.43,V,I,5670.8546,26.82,10.3,0.003,0.141,-5.3252,0,0.0,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,5727.0077,47.7,1.46,0.0002,0.281,-5.0794,0,0.016,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.02,V,I,5727.0509,47.8,1.45,0.0002,0.281,-5.0785,0,0.016,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,5737.0271,19.62,2.87,0.0005,0.0896,-5.466,0,0.0,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.74,V,I,5737.0507,19.62,2.84,0.0005,0.0896,-5.466,0,0.0,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.07,V,I,6090.1939,33.26,6.12,0.0026,0.257,-5.2627,0,0.01,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6111.5925,62.66,20.27,0.0014,0.0797,-4.9892,0,0.007,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.74,V,I,6111.6562,68.9,25.7,0.0015,0.0833,-4.9479,0,0.007,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6224.4855,45.35,5.24,0.0007,0.0466,-5.1375,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.01,V,I,6224.5523,43.23,5.44,0.0008,0.0466,-5.1583,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6243.0451,49.77,9.57,0.0048,0.194,-5.0984,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6243.0605,50.08,9.02,0.0048,0.2168,-5.0957,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6285.1081,16.16,5.06,0.0019,0.0769,-5.5899,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.54,V,I,6285.1578,15.85,4.98,0.0019,0.0798,-5.5983,0,0.0,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.176,V,I,6292.7585,52.47,11.45,0.0065,0.0901,-5.0789,0,0.006,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6543.4585,46.93,5.58,0.0006,0.0288,-5.1444,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6766.4609,54.83,19.8,0.0066,0.0552,-5.0913,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6766.5551,60.85,18.99,0.0065,0.0569,-5.0461,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6766.6521,68.49,18.79,0.0064,0.0565,-4.9947,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.17,Y,II,5087.4184,44.2,7.05,0.0059,0.4297,-5.0611,0,0.036,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.94,Y,II,6832.4802,24.62,6.7,0.0001,0.0566,-5.4433,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
