reference_line_set,adopted_solar_value_lineage,use_status,source_row,species,system,delta_nu,band,wavelength_vac_nm,source_band,lower_energy_eV,published_loggf,equivalent_width_pm,element_parameter,abundance_3d,abundance_mean_3d,abundance_atmo,abundance_marcs,abundance_hm74,transition_identity_status,canonical_join_status
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,358,OH,X-X,1,(2-1),3156.899,IR,0.534,-4.462,0.698,logepsO,8.703,8.792,8.729,8.717,8.880,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,359,OH,X-X,1,(1-0),3178.454,IR,0.255,-4.365,1.666,logepsO,8.708,8.811,8.745,8.736,8.898,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,360,OH,X-X,1,(1-0),3182.625,IR,0.250,-4.322,1.955,logepsO,8.731,8.836,8.770,8.761,8.924,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,361,OH,X-X,1,(2-1),3192.222,IR,0.571,-4.418,0.764,logepsO,8.734,8.823,8.758,8.751,8.906,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,362,OH,X-X,1,(1-0),3228.687,IR,0.304,-4.294,1.657,logepsO,8.685,8.785,8.720,8.710,8.872,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,363,OH,X-X,1,(1-0),3232.359,IR,0.299,-4.254,1.975,logepsO,8.718,8.821,8.754,8.746,8.905,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,364,OH,X-X,1,(2-1),3233.526,IR,0.300,-4.254,1.892,logepsO,8.700,8.801,8.735,8.728,8.886,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,365,OH,X-X,1,(2-1),3244.888,IR,0.600,-4.262,0.979,logepsO,8.718,8.806,8.742,8.734,8.888,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,366,OH,X-X,1,(1-0),3281.422,IR,0.357,-4.228,1.755,logepsO,8.698,8.795,8.731,8.724,8.880,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,367,OH,X-X,1,(1-0),3282.368,IR,0.358,-4.228,1.735,logepsO,8.694,8.793,8.726,8.718,8.875,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,368,OH,X-X,1,(1-0),3286.000,IR,0.354,-4.191,1.987,logepsO,8.713,8.814,8.747,8.740,8.898,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,369,OH,X-X,1,(2-1),3287.844,IR,0.645,-4.227,0.951,logepsO,8.715,8.801,8.738,8.731,8.884,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,370,OH,X-X,1,(2-1),3293.622,IR,0.640,-4.179,1.031,logepsO,8.698,8.783,8.720,8.713,8.865,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,371,OH,X-X,1,(1-0),3336.790,IR,0.415,-4.167,1.837,logepsO,8.713,8.811,8.747,8.738,8.894,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,372,OH,X-X,1,(1-0),3339.721,IR,0.411,-4.133,1.974,logepsO,8.709,8.805,8.743,8.734,8.892,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,373,OH,X-X,1,(2-1),3392.012,IR,0.735,-4.072,1.082,logepsO,8.708,8.790,8.731,8.719,8.873,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,374,OH,X-X,1,(2-1),3392.877,IR,0.735,-4.073,1.094,logepsO,8.713,8.795,8.733,8.726,8.877,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,375,OH,X-X,1,(1-0),3394.929,IR,0.476,-4.110,1.856,logepsO,8.722,8.819,8.755,8.747,8.902,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,376,OH,X-X,1,(1-0),3399.210,IR,0.474,-4.079,1.895,logepsO,8.701,8.796,8.730,8.723,8.878,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,377,OH,X-X,1,(2-1),3449.427,IR,0.787,-4.006,1.130,logepsO,8.713,8.796,8.734,8.726,8.877,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,378,OH,X-X,1,(1-0),3455.986,IR,0.542,-4.058,1.696,logepsO,8.698,8.790,8.726,8.719,8.870,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,379,OH,X-X,1,(1-0),3460.205,IR,0.539,-4.029,1.880,logepsO,8.712,8.804,8.742,8.734,8.887,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,380,OH,X-X,1,(2-1),3508.864,IR,0.842,-3.943,1.120,logepsO,8.703,8.784,8.720,8.714,8.863,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,381,OH,X-X,1,(1-0),3521.648,IR,0.612,-4.009,1.625,logepsO,8.700,8.792,8.727,8.720,8.871,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,382,OH,X-X,1,(1-0),3522.337,IR,0.608,-3.982,1.734,logepsO,8.699,8.788,8.726,8.719,8.870,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,383,OH,X-X,1,(2-1),3573.112,IR,0.897,-3.854,1.264,logepsO,8.723,8.804,8.742,8.735,8.880,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,384,OH,X-X,1,(1-0),3587.486,IR,0.685,-3.964,1.519,logepsO,8.699,8.787,8.726,8.718,8.868,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,385,OH,X-X,1,(1-0),3589.538,IR,0.682,-3.938,1.623,logepsO,8.700,8.789,8.727,8.719,8.869,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,386,OH,X-X,1,(1-0),3662.565,IR,0.761,-3.897,1.489,logepsO,8.701,8.787,8.726,8.720,8.866,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,387,OH,X-X,1,(2-1),3707.080,IR,1.027,-3.755,1.127,logepsO,8.706,8.781,8.723,8.717,8.858,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,388,OH,X-X,1,(1-0),3732.690,IR,0.843,-3.881,1.296,logepsO,8.706,8.790,8.731,8.722,8.868,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,389,OH,X-X,1,(1-0),3734.466,IR,0.840,-3.858,1.381,logepsO,8.709,8.791,8.732,8.727,8.871,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,390,OH,X-X,1,(2-1),3778.804,IR,1.102,-3.736,0.942,logepsO,8.685,8.759,8.698,8.691,8.830,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,391,OH,X-X,1,(2-1),3781.716,IR,1.099,-3.710,1.000,logepsO,8.683,8.757,8.696,8.688,8.830,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,392,OH,X-X,1,(1-0),3810.926,IR,0.928,-3.843,1.162,logepsO,8.706,8.786,8.729,8.722,8.862,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,393,OH,X-X,1,(1-0),3813.200,IR,0.929,-3.843,1.134,logepsO,8.697,8.776,8.721,8.713,8.854,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,394,OH,X-X,2,(2-0),1528.271,NIR,0.205,-5.450,0.090,logepsO,8.640,8.714,8.650,8.636,8.806,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,395,OH,X-X,2,(2-0),1541.339,NIR,0.255,-5.435,0.110,logepsO,8.753,8.842,8.761,8.747,8.933,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,396,OH,X-X,2,(2-0),1557.305,NIR,0.299,-5.337,0.120,logepsO,8.730,8.809,8.739,8.723,8.912,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,397,OH,X-X,2,(3-1),1605.716,NIR,0.639,-4.976,0.125,logepsO,8.701,8.767,8.694,8.684,8.853,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,398,OH,X-X,2,(3-1),1619.657,NIR,0.688,-4.957,0.140,logepsO,8.771,8.838,8.770,8.762,8.928,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,399,OH,X-X,2,(3-1),1637.262,NIR,0.731,-4.858,0.130,logepsO,8.685,8.747,8.679,8.669,8.841,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,400,OH,X-X,2,(2-0),1646.055,NIR,0.609,-5.108,0.090,logepsO,8.666,8.728,8.657,8.650,8.828,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,401,OH,X-X,2,(3-1),1653.911,NIR,0.782,-4.806,0.135,logepsO,8.709,8.772,8.703,8.694,8.862,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,402,OH,X-X,2,(4-2),1661.001,NIR,0.982,-4.816,0.075,logepsO,8.655,8.718,8.633,8.632,8.792,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,403,OH,X-X,2,(2-0),1666.055,NIR,0.682,-5.069,0.115,logepsO,8.782,8.856,8.786,8.774,8.952,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,404,OH,X-X,2,(2-0),1687.690,NIR,0.759,-5.033,0.070,logepsO,8.606,8.662,8.593,8.589,8.777,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,405,OH,X-X,2,(4-2),1689.091,NIR,1.059,-4.720,0.080,logepsO,8.646,8.709,8.631,8.602,8.793,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,406,OH,X-X,2,(3-1),1690.891,NIR,0.897,-4.698,0.100,logepsO,8.565,8.622,8.556,8.531,8.697,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,407,OH,X-X,2,(3-1),1691.392,NIR,0.898,-4.712,0.130,logepsO,8.689,8.753,8.674,8.663,8.843,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,408,OH,X-X,2,(4-2),1762.372,NIR,1.244,-4.454,0.130,logepsO,8.760,8.808,8.745,8.739,8.896,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
