band,species,wavelength_A,depth,unsaturated,purity,gof,robust,canonical_line_id,action
H,FeI,15591.49,Y,Y,Y,N,N,gf_169031,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15591.497,Y,Y,Y,N,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15592.835,N, , , ,N,gf_169033,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15593.749,Y,Y,N, ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15597.326, , , , , ,gf_173317,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15598.769, , , , , ,gf_169036,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15598.869,Y,Y,N, ,N,gf_169037,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,15602.842,Y,Y,U,Y,N,gf_173320,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15604.164,Y,Y,N, ,N,gf_169038,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15604.22,Y,Y,U, ,N,gf_169039,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,15605.654,Y,Y,N, ,N,gf_173325,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,15605.73,Y,Y,N, ,N,gf_173325,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,15605.802, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15611.145,Y,Y,Y,Y,Y,gf_169040,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15613.625,Y,Y,N, ,N,gf_169042,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15621.654,Y,Y,Y,Y,Y,gf_169049,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15629.364,Y,Y,U,Y,N,gf_169050,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15631.948,Y,Y,Y,Y,Y,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,15632.61, , , , , ,gf_173336,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,15632.663, , , , , ,gf_173336,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,15632.719, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15638.944, , , , , ,gf_169056,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15645.016,N, , , ,N,gf_169058,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15648.51,Y,Y,Y,N,N,gf_169059,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15652.871,Y,Y,Y,Y,Y,gf_169061,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15659.803,N, , , ,N,gf_169064,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15660.375, , , , , ,gf_173357,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15662.013,Y,Y,Y,Y,Y,gf_169068,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15665.24,Y,Y,U,Y,N,gf_169070,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15670.124,Y,Y,Y,Y,Y,gf_169071,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15671.004,Y,Y,Y,Y,Y,gf_169072,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15671.866,Y,Y,Y,Y,Y,gf_169073,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15673.151,Y,Y,U,Y,N,gf_169074,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15673.802,N, , , ,N,gf_169075,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,15674.652,N, , , ,N,gf_173369,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15676.584, , , , , ,gf_169076,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15677.012,Y,Y,U,N,N,gf_169077,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15677.519,Y,Y,N, ,N,gf_169078,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CrI,15680.06,Y,N, , ,N,gf_173374,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15681.394,Y,Y,N, ,N,gf_169080,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15682.016,Y,Y,N, ,N,gf_169081,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15682.513,Y,Y,Y,Y,Y,gf_169082,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15683.387,Y,Y,N, ,N,gf_169083,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15691.853,Y,Y,Y,N,N,gf_169088,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15692.747,Y,Y,U,N,N,gf_169089,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,15693.062, , , , , ,gf_173384,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15693.311, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15693.454, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15693.555, , , , , ,gf_173387,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,HI,15700.67, , , , , ,gf_173393,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,VI,15700.683, , , , , ,gf_173394,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15706.896,Y,Y,N, ,N,gf_169093,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaI,15708.345,N, , , ,N,gf_173397,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,PI,15711.522, , , , , ,gf_173399,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15714.794,N, , , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,15715.573,Y,Y,Y,N,N,gf_173401,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15723.586,Y,Y,Y,N,N,gf_169096,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,15726.636,Y,Y,N, ,N,gf_173404,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,15727.43, , , , , ,gf_173405,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15731.412, , , , , ,gf_169099,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15732.761, , , , , ,gf_169100,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15733.509,Y,Y,N, ,N,gf_169101,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15740.706, , , , , ,gf_173416,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15741.917,Y,Y,U,N,N,gf_169103,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15743.72,N, , , ,N,gf_169104,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,15743.935, , , , , ,gf_173418,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15748.886, , , , , ,gf_173424,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15748.988, , , , , ,gf_173425,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15749.198, , , , , ,gf_169107,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,15749.543, , , , , ,gf_173426,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15751.715,N, , , ,N,gf_169108,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,15753.606,N, , , ,N,gf_173428,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15756.034,Y,Y,Y,N,N,gf_169109,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15761.313, , , , , ,gf_169112,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15764.323,N, , , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15765.787,N, , , ,N,gf_169114,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15765.839, , , , , ,gf_173442,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15769.423,Y,Y,U,N,N,gf_169119,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15770.617,Y,Y,U,N,N,gf_169120,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,VI,15774.06, , , , , ,gf_173449,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15774.068,Y,Y,Y,N,N,gf_169121,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SI,15784.72, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CeI,15784.755,Y,Y, , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,15784.92, , , , , ,gf_173458,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,15786.664, , , , , ,gf_173460,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,15787.572, , , , , ,gf_173461,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15788.996,Y,Y,U,N,N,gf_169126,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15789.509,N, , , ,N,gf_169127,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,15797.441,N, , , ,N,gf_173473,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15798.23,N, , , ,N,gf_169129,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15798.559,Y,Y,U,Y,N,gf_169130,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,15800.949,Y,Y,U,N,N,gf_173479,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15803.694,Y,Y,Y,N,N,gf_169131,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15806.275,Y,Y,Y,N,N,gf_169132,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15807.817,Y,Y,N, ,N,gf_169133,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,15808.055,Y,Y,U,N,N,gf_173484,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15810.135,Y,Y,N, ,N,gf_169134,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,15810.447,N, , , ,N,gf_173486,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15812.783,Y,Y,Y,N,N,gf_169135,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15815.697,Y,Y,N, ,N,gf_169136,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15816.631,Y,Y,Y,N,N,gf_169137,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15818.142,Y,Y,Y,N,N,gf_169138,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15819.131,Y,Y,U,Y,N,gf_169139,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15820.44,Y,Y,N, ,N,gf_169140,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15821.712,Y,Y,Y,Y,Y,gf_169141,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15822.816,Y,Y,Y,Y,Y,gf_169142,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,15827.213,N, , , ,N,gf_173496,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15829.295, , , , , ,gf_169145,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15832.627, , , , , ,gf_169146,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,15833.602, , , , , ,gf_173501,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15834.164,N, , , ,N,gf_169147,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15835.165,Y,Y,Y,N,N,gf_169148,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15837.643,Y,Y,Y,N,N,gf_169150,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15840.19,Y,Y,Y,Y,Y,gf_169151,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,15849.002,N, , , ,N,gf_173518,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15850.555,Y,Y,Y,N,N,gf_169156,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15851.784,Y,Y,U,N,N,gf_169157,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,15852.58, , , , , ,gf_173522,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15853.315,Y,Y,U,N,N,gf_169159,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15854.029,Y,Y,N, ,N,gf_169160,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15854.441,Y,Y,N, ,N,gf_169161,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15858.656,Y,Y,Y,N,N,gf_169163,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CrI,15860.21,Y,N, , ,N,gf_173525,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15863.709,Y,Y,Y,N,N,gf_169164,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15864.646,Y,Y,U,N,N,gf_169165,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15868.524,Y,Y,N, ,N,gf_169166,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15868.572,Y,Y,N, ,N,gf_169167,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15878.444,Y,Y,U,N,N,gf_169169,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15879.521, , , , , ,gf_173554,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15879.564, , , , , ,gf_173554,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15879.599, , , , , ,gf_173554,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,15884.453,Y,Y,Y,N,N,gf_173560,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15885.877,N, , , ,N,gf_169171,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15886.188, , , , , ,gf_173562,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15886.261, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15886.677,N, , , ,N,gf_169172,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15887.712,N, , , ,N,gf_169173,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15888.003,N, , , ,N,gf_169174,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,15888.409, , , , , ,gf_173565,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15889.521, , , , , ,gf_173568,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15891.16,Y,Y,U,N,N,gf_169175,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15891.976,N, , , ,N,gf_169176,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15892.395,Y,Y,N, ,N,gf_169177,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15892.453,Y,Y,N, ,N,gf_169178,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15892.769,Y,Y,N, ,N,gf_169179,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15892.961,Y,Y,N, ,N,gf_169180,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15894.753,Y,Y,N, ,N,gf_169181,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15895.225,Y,Y,Y,Y,Y,gf_169182,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15896.555,Y,Y,Y,N,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15896.951,Y,Y,N, ,N,gf_169184,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15898.016,Y,Y,Y,N,N,gf_169186,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15898.89,N, , , ,N,gf_169187,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15899.252,Y,Y,N, ,N,gf_169188,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15899.505,N, , , ,N,gf_169189,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15899.586,N, , , ,N,gf_169190,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15900.522,Y,Y,N, ,N,gf_169192,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15901.45,Y,Y,N, ,N,gf_169195,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15901.518,Y,Y,U,N,N,gf_169196,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15904.131,N, , , ,N,gf_169198,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15904.323,Y,Y,N, ,N,gf_169199,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15904.417,Y,Y,N, ,N,gf_169200,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15905.91, , , , , ,gf_173589,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15906.044,Y,Y,Y,N,N,gf_169202,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15908.555,N, , , ,N,gf_169203,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15909.084,N, , , ,N,gf_169204,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15909.241,Y,Y,N, ,N,gf_169205,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15911.302,Y,Y,Y,Y,Y,gf_169206,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15912.591,Y,Y,N, ,N,gf_169207,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15912.594, , , , , ,gf_173601,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15912.796,N, , , ,N,gf_169208,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15912.83, , , , , ,gf_173602,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15913.627,N, , , ,N,gf_169210,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,15914.116, , , , , ,gf_173605,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15917.329,Y,Y,Y,Y,Y,gf_169211,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15920.642,Y,Y,U,N,N,gf_169215,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15921.096,Y,Y,N, ,N,gf_169216,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,15921.742,N, , , ,N,gf_173621,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15922.442, , , , , ,gf_169220,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15922.6,N, , , ,N,gf_169221,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,VI,15924.821, , , , , ,gf_173623,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15926.671, , , , , ,gf_169224,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15928.158,Y,Y,U,N,N,gf_169225,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15929.472,Y,Y,N, ,N,gf_169227,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15929.843,N, , , ,N,gf_169228,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15934.017,Y,Y,Y,Y,Y,gf_169230,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15938.102, , , , , ,gf_169231,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15938.918,Y,Y,Y,N,N,gf_169233,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,VI,15939.878, , , , , ,gf_173631,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15940.918,Y,Y,N, ,N,gf_169235,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15941.848,Y,Y,Y,N,N,gf_169236,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15948.379, , , , , ,gf_173639,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,15948.618, , , , , ,gf_173641,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,15950.88, , , , , ,gf_173643,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15954.085,Y,Y,N, ,N,gf_169239,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,15954.248, , , , , ,gf_173649,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,15954.477, , , , , ,gf_173650,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15954.778,N, , , ,N,gf_169240,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,AlI,15956.675,N, , , ,N,gf_173652,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15958.167,Y,Y,N, ,N,gf_169241,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CeI,15958.371,Y,Y, , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,15958.888, , , , , ,gf_173654,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,15958.891, , , , , ,gf_173654,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,15960.063,Y,Y,Y,N,N,gf_173655,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15962.558,Y,Y,U,N,N,gf_169243,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15963.302,Y,Y,N, ,N,gf_169244,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15963.679,Y,Y,N, ,N,gf_169245,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15964.865,Y,Y,Y,N,N,gf_169246,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,15965.089, , , , , ,gf_173660,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15967.654,Y,Y,N, ,N,gf_169247,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CrI,15968.35, , , , , ,gf_173663,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15971.248,N, , , ,N,gf_169248,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15977.614,N, , , ,N,gf_169250,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15980.725,Y,Y,Y,Y,Y,gf_169251,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15980.825,Y,Y, , ,N,gf_169252,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,15981.757, , , , , ,gf_173673,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,15982.072,Y,Y,N, ,N,gf_169253,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16002.263, , , , , ,gf_169258,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16003.439, , , , , ,gf_169259,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16004.9, , , , , ,gf_173704,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiII,16005.053, , , , , ,gf_173705,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16005.161,Y,Y,N, ,N,gf_169260,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CuI,16005.709, , , , , ,gf_173706,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CuI,16005.748, , , , , ,gf_173706,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16006.757,Y,Y,U,N,N,gf_169261,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16007.083, , , , , ,gf_169262,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,VI,16007.796, , , , , ,gf_173709,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16008.075,Y,Y,Y,N,N,gf_169263,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16009.611,Y,Y,Y,N,N,gf_169264,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16012.859,Y,Y,U,-,N,gf_169265,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16013.745, , , , , ,gf_173714,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16013.836, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CrI,16015.32,Y,N, , ,N,gf_173716,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16015.917, , , , , ,gf_173717,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16017.991, , , , , ,gf_169267,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16018.725,Y,Y,N, ,N,gf_169268,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16019.788,Y,Y,Y,N,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16020.956,Y,Y,N, ,N,gf_169270,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16021.7, , , , , ,gf_173724,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16024.407, , , , , ,gf_173725,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16025.673, , , , , ,gf_169271,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,VI,16031.206, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16037.818, , , , , ,gf_169274,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16038.124, , , , , ,gf_169275,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16039.853,Y,Y,U,N,N,gf_169276,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16040.654,Y,Y,Y,N,N,gf_169277,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16041.84,Y,Y,N, ,N,gf_169278,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16042.391,N, , , ,N,gf_169279,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16042.716,Y,Y,Y,Y,Y,gf_169280,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16042.852, , , , , ,gf_169281,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16043.921,N, , , ,N,gf_169282,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16051.734,Y,Y,Y,Y,Y,gf_169286,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16055.655, , , , , ,gf_173750,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16057.4, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16060.008,Y,Y,Y,N,N,gf_173753,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16064.726, , , , , ,gf_169290,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16069.661,Y,Y,N, ,N,gf_169291,TRACE_PRIMARY_GF_BEFORE_PROMOTION
