band,species,element,wavelength_A,lower_ep_eV,elgueta_loggf,c6,procyon_Fd_depth,procyon_Fd_sat,procyon_Fd_pur,procyon_Fd_gof,procyon_Fd_rob,sun_Gd_depth,sun_Gd_sat,sun_Gd_pur,sun_Gd_gof,sun_Gd_rob,eps_eri_Kd_depth,eps_eri_Kd_sat,eps_eri_Kd_pur,eps_eri_Kd_gof,eps_eri_Kd_rob,beta_hyi_FGKsg_depth,beta_hyi_FGKsg_sat,beta_hyi_FGKsg_pur,beta_hyi_FGKsg_gof,beta_hyi_FGKsg_rob,arcturus_FGKg_depth,arcturus_FGKg_sat,arcturus_FGKg_pur,arcturus_FGKg_gof,arcturus_FGKg_rob,gamma_sge_Mg_depth,gamma_sge_Mg_sat,gamma_sge_Mg_pur,gamma_sge_Mg_gof,gamma_sge_Mg_rob,robust_any,source_file,source_md5,doi,canonical_line_id,canonical_loggf,canonical_source,canonical_grade,delta_loggf,match_status,primary_source_trace,action
J,CaII,Ca,11949.744,6.468,0.006,-7.56,Y,Y,Y,Y,Y,Y, ,Y,Y,N,Y,Y,U,Y,N,Y, ,Y,Y,N, , , , , , , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167635,0.006,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CaI,Ca,11955.955,4.131,-0.849,-7.3,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167636,-0.849,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,11984.198,4.93,0.239,-7.298,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167640,0.239,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,11990.386,5.393,-1.587,-7.47, , , , , ,Y,Y,N, ,N,Y,Y,N, ,N,Y,Y,N, ,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167641,-1.587,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,11991.568,4.92,-0.109,-7.3,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167642,-0.1089999999999999,VALD3,VALD3,-9.71445146547012e-17,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12031.504,4.954,0.477,-7.293,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167646,0.477,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,MgI,Mg,12039.822,5.753,-1.53,0.0,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167647,-1.53,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12053.082,4.559,-1.543,-7.54,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167648,-1.543,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12080.391,6.261,-1.635,-7.33,Y,Y,Y,Y,Y,Y,Y,U,Y,N,Y,Y,N, ,N,Y,Y,U,N,N,Y,Y,N, ,N, , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167649,-1.635,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12081.972,6.261,-0.518,-7.33,Y,Y,Y,Y,N,Y,Y,U,N,N,Y,Y,N, ,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167650,-0.518,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12102.433,6.619,-0.694,-7.12, , , , , ,N, , , ,N, , , , , ,Y,Y,Y,Y,Y, , , , , ,N, , , ,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167654,-0.694,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12103.534,4.93,-0.35,-7.299,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N, , , ,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167655,-0.35,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CaI,Ca,12105.841,4.554,-0.305,-7.09, , , , , ,Y,Y,U,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167656,-0.305,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12110.659,6.616,-0.136,-7.12,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N, , , ,N,Y,Y,U,Y,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167657,-0.136,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12119.494,4.593,-1.635,-7.83,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167659,-1.635,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12131.178,5.947,-1.317,-7.34, , , , , , , , , , ,Y,Y,Y,Y,Y, , , , , , , , , , ,Y,Y,U,Y,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12133.995,5.984,-2.092,-7.38,N, , , ,N,Y,Y,Y,N,N,Y,Y,U,Y,N,Y,Y,Y,Y,Y,N, , , ,N,Y,Y,N, ,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12175.733,6.619,-0.855,-7.13,N, , , ,N,Y,Y,Y,Y,Y,N, , , ,N,N, , , ,N,N, , , ,N,N, , , ,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167660,-0.855,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12178.339,6.269,-1.1,-7.33,N, , , ,N,Y,Y,Y,Y,Y,N, , , ,N,N, , , ,N,N, , , ,N,N, , , ,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167661,-1.1,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12189.241,6.616,-1.005,-7.13,N, , , ,N,Y,Y,Y,Y,Y,N, , , ,N,N, , , ,N,N, , , ,N,N, , , ,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167662,-1.005,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12190.098,3.635,-2.33,-7.75,N, , , ,N,Y,Y,Y,Y,Y,N, , , ,N,N, , , ,N,N, , , ,N,N, , , ,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167663,-2.33,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12213.336,4.638,-1.845,-7.54, , , , , ,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167665,-1.845,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12227.112,4.607,-1.368,-7.54,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167668,-1.368,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,TiI,Ti,12239.914,2.154,-2.324,-7.81, , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,TiI,Ti,12255.702,3.921,0.161,-7.52, , , , , , , , , , , , , , , , , , , , ,Y,Y,U,Y,N,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12267.888,3.274,-4.368,-7.79, , , , , , , , , , ,N, , , ,N, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12270.692,4.954,-0.396,-7.297,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167669,-0.396,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12283.298,6.169,-0.537,-7.16, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N, , , ,N,N, , , ,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167671,-0.537,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12297.197,6.325,-0.278,-7.13,N, , , ,N,Y,Y,Y,Y,Y,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,N, ,N,Y,Y,N, ,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167672,-0.278,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12321.203,2.424,-5.809,-7.8, , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12340.481,2.279,-5.098,-7.82, , , , , , , , , , ,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12342.916,4.638,-1.463,-7.54,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167677,-1.463,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12390.154,5.082,-1.767,-7.52,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167678,-1.767,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12393.067,4.956,-2.244,-7.55, , , , , , , , , , , , , , , , , , , , ,N, , , ,N,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12395.832,4.954,-1.644,-7.299,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167679,-1.644,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,MgI,Mg,12417.937,5.931,-1.664,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167680,-1.664,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,MgI,Mg,12423.029,5.932,-1.188,0.0,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167681,-1.188,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,MgI,Mg,12433.452,5.933,-0.967,0.0,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,Y,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167686,-0.967,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12439.963,5.082,-2.732,-7.52,N, , , ,N,Y,Y,Y,Y,Y,N, , , ,N,N, , , ,N,N, , , ,N,Y,Y,U,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167689,-2.732,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12510.519,4.956,-1.605,-7.54, , , , , ,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,Y,N,Y,Y,U,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167690,-1.605,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12512.24,4.988,-2.291,-7.55, , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CrI,Cr,12532.84,2.709,-1.887,-7.79, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N, , , ,N, , , , , ,Y,N, , ,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167693,-1.887,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CI,C,12549.49,8.847,-0.565,-7.197,N, , , ,N,Y,Y,Y,Y,Y,N, , , ,N,N, , , ,N, , , , , , , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167695,-0.565,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12556.996,2.279,-3.626,-7.82, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N, , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167696,-3.626,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CI,C,12562.12,8.848,-0.522,-7.197,Y,Y,Y,N,N,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,Y,Y, , , , , , , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167697,-0.522,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CI,C,12569.04,8.848,-0.598,-7.197,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N, , , ,N,Y,Y,Y,N,N, , , , , , , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167698,-0.598,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CI,C,12581.59,8.848,-0.536,-7.198,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N, , , ,N,Y,Y,Y,Y,Y, , , , , , , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167700,-0.536,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12583.924,6.616,-0.462,-7.13,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167701,-0.462,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,TiI,Ti,12600.277,1.443,-2.32,-7.79, , , , , , , , , , ,N, , , ,N, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CI,C,12601.49,8.851,-0.443,-7.197,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , , , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167702,-0.443,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CI,C,12614.1,8.851,0.049,-7.198,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,N,N, , , , , , , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167704,0.0489999999999999,VALD3,VALD3,1.0408340855860843e-16,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12615.928,4.638,-1.517,-7.54,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167705,-1.517,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12627.674,6.619,-0.805,-7.13,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167706,-0.805,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12638.703,4.559,-0.783,-7.54,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N, , , ,N,N, , , ,N,N, , , ,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167707,-0.783,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
