canonical_line_id,wavelength_air,band,gf_grade,manifest_instrument_reach,measurement_suitability_status,n_catalog_instruments,catalog_instruments
alphys_I_2079.8251_0191,2079.8251,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2080.0370_0192,2080.037,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2080.1011_0193,2080.1011,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2080.2190_0194,2080.219,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2080.3340_0195,2080.334,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2080.4051_0196,2080.4051,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2080.4130_0197,2080.413,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2080.6620_0198,2080.662,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2080.7391_0199,2080.7391,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2081.0230_0200,2081.023,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2081.1091_0201,2081.1091,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2081.1450_0202,2081.145,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2081.3670_0203,2081.367,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2081.4240_0204,2081.424,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2081.5191_0205,2081.5191,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2081.8700_0206,2081.87,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2081.9761_0207,2081.9761,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2082.2120_0208,2082.212,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2082.3680_0209,2082.368,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2082.4690_0210,2082.469,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2082.4871_0211,2082.4871,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2082.9270_0212,2082.927,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2083.0601_0213,2083.0601,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2083.4520_0214,2083.452,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2083.5570_0215,2083.557,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2083.7071_0216,2083.7071,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2083.7500_0217,2083.75,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2084.2700_0218,2084.27,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2084.4401_0219,2084.4401,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2084.9030_0220,2084.903,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2085.0820_0221,2085.082,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2085.2510_0222,2085.251,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2085.2752_0223,2085.2752,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2086.0120_0224,2086.012,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2086.2342_0225,2086.2342,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2086.6160_0226,2086.616,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2087.0270_0227,2087.027,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2087.0840_0228,2087.084,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2087.3402_0229,2087.3402,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2088.3300_0230,2088.33,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2088.6272_0231,2088.6272,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2088.6590_0232,2088.659,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2089.1490_0233,2089.149,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2089.7880_0234,2089.788,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2090.1353_0235,2090.1353,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2091.1230_0236,2091.123,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2091.5090_0237,2091.509,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2091.7110_0238,2091.711,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2091.9193_0239,2091.9193,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2093.5620_0240,2093.562,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2094.0494_0241,2094.0494,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2094.1320_0242,2094.132,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_II_2094.2630_0243,2094.263,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_II_2094.7890_0244,2094.789,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2094.8470_0245,2094.847,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_II_2095.1380_0246,2095.138,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2096.0370_0247,2096.037,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2096.6235_0248,2096.6235,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2097.8600_0249,2097.86,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2098.7410_0250,2098.741,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2099.0600_0251,2099.06,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2099.7736_0252,2099.7736,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2102.5580_0253,2102.558,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2102.8060_0254,2102.806,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2103.6580_0255,2103.658,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2103.6847_0256,2103.6847,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2107.5260_0257,2107.526,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2108.5960_0258,2108.596,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2108.6229_0259,2108.6229,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2109.9910_0260,2109.991,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2113.5930_0261,2113.593,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2114.9832_0262,2114.9832,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2116.5420_0263,2116.542,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2118.3410_0264,2118.341,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2121.5760_0265,2121.576,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2123.3620_0266,2123.362,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2123.3840_0267,2123.384,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2127.3020_0268,2127.302,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2129.6630_0269,2129.663,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2132.3880_0270,2132.388,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2134.7330_0271,2134.733,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2134.7600_0272,2134.76,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2142.4020_0273,2142.402,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2145.5550_0274,2145.555,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2147.5600_0275,2147.56,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2150.6990_0276,2150.699,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2150.7280_0277,2150.728,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2164.5770_0278,2164.577,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2168.8260_0279,2168.826,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2169.8430_0280,2169.843,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2174.0700_0281,2174.07,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2174.1130_0282,2174.113,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_II_2192.6010_0283,2192.601,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_II_2194.2420_0284,2194.242,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2199.1830_0285,2199.183,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2204.6190_0286,2204.619,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2204.6680_0287,2204.668,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2210.0600_0288,2210.06,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2210.1300_0289,2210.13,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2258.0080_0290,2258.008,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2263.4630_0291,2263.463,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2263.7380_0292,2263.738,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2269.0950_0293,2269.095,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2269.2210_0294,2269.221,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2311.0360_0295,2311.036,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2312.4910_0296,2312.491,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2313.5250_0297,2313.525,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2314.9840_0298,2314.984,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2317.4810_0299,2317.481,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2319.0560_0300,2319.056,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2321.5620_0301,2321.562,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2367.0530_0302,2367.053,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2367.6110_0303,2367.611,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2368.1120_0304,2368.112,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2369.3050_0305,2369.305,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2370.2250_0306,2370.225,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2370.7260_0307,2370.726,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2372.0700_0308,2372.07,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2372.1140_0309,2372.114,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2373.1220_0310,2373.122,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2373.3510_0311,2373.351,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2373.5700_0312,2373.57,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2374.4940_0313,2374.494,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2378.3950_0314,2378.395,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2567.9830_0315,2567.983,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2575.0940_0316,2575.094,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2575.3970_0317,2575.397,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2652.4750_0318,2652.475,NUV,GF-LAB,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_2660.3860_0319,2660.386,NUV,GF-LAB,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_II_2669.1550_0320,2669.155,NUV,GF-LAB,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_II_2816.1850_0321,2816.185,NUV,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,2,hst_cos|hst_stis
alphys_I_3050.0720_0322,3050.072,near-UV,EXCLUDED-SATURATED,kpno_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,6,delbouille_liege_intensity|hires|hst_cos|hst_stis|kpno_solar_atlas|uves
alphys_I_3054.6790_0323,3054.679,near-UV,EXCLUDED-SATURATED,kpno_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,6,delbouille_liege_intensity|hires|hst_cos|hst_stis|kpno_solar_atlas|uves
alphys_I_3057.1440_0324,3057.144,near-UV,EXCLUDED-SATURATED,kpno_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,6,delbouille_liege_intensity|hires|hst_cos|hst_stis|kpno_solar_atlas|uves
alphys_I_3059.0300_0325,3059.03,near-UV,GRADEABLE,kpno_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,6,delbouille_liege_intensity|hires|hst_cos|hst_stis|kpno_solar_atlas|uves
alphys_I_3059.9240_0326,3059.924,near-UV,GRADEABLE,kpno_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,6,delbouille_liege_intensity|hires|hst_cos|hst_stis|kpno_solar_atlas|uves
alphys_I_3064.2900_0327,3064.29,near-UV,EXCLUDED-SATURATED,kpno_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,6,delbouille_liege_intensity|hires|hst_cos|hst_stis|kpno_solar_atlas|uves
alphys_I_3066.1440_0328,3066.144,near-UV,EXCLUDED-SATURATED,kpno_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,6,delbouille_liege_intensity|hires|hst_cos|hst_stis|kpno_solar_atlas|uves
alphys_I_3082.1530_0329,3082.153,near-UV,GF-LAB,kpno_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,6,delbouille_liege_intensity|hires|hst_cos|hst_stis|kpno_solar_atlas|uves
alphys_I_3092.7100_0330,3092.71,near-UV,GF-LAB,kpno_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,6,delbouille_liege_intensity|hires|hst_cos|hst_stis|kpno_solar_atlas|uves
alphys_I_3092.8390_0331,3092.839,near-UV,EXCLUDED-SATURATED,kpno_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,6,delbouille_liege_intensity|hires|hst_cos|hst_stis|kpno_solar_atlas|uves
alphys_II_3586.5570_0332,3586.557,near-UV,EXCLUDED-SHALLOW,kpno_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,7,delbouille_liege_intensity|feros|hires|hst_stis|kpno_solar_atlas|mike|uves
alphys_II_3587.0720_0333,3587.072,near-UV,EXCLUDED-SHALLOW,kpno_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,7,delbouille_liege_intensity|feros|hires|hst_stis|kpno_solar_atlas|mike|uves
alphys_II_3900.6750_0334,3900.675,VIS,GRADEABLE,harps|kpno_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,13,delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|kpno_solar_atlas|mike|narval|uves
alphys_I_3944.0060_0335,3944.006,VIS,GF-LAB,harps|kpno_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,13,delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|kpno_solar_atlas|mike|narval|uves
alphys_I_3961.5200_0336,3961.52,VIS,GF-LAB,harps|kpno_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,13,delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|kpno_solar_atlas|mike|narval|uves
alphys_I_4592.2270_0337,4592.227,VIS,EXCLUDED-SHALLOW,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_4592.2960_0338,4592.296,VIS,EXCLUDED-SHALLOW,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_4652.4140_0339,4652.414,VIS,EXCLUDED-SHALLOW,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_4652.5120_0340,4652.512,VIS,EXCLUDED-SHALLOW,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_II_4663.0460_0341,4663.046,VIS,EXCLUDED-SHALLOW,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_4740.2650_0342,4740.265,VIS,EXCLUDED-SHALLOW,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_4740.4120_0343,4740.412,VIS,EXCLUDED-SHALLOW,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_4876.5840_0344,4876.584,VIS,EXCLUDED-SHALLOW,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_4876.8190_0345,4876.819,VIS,EXCLUDED-SHALLOW,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_5107.5200_0346,5107.52,VIS,GRADEABLE,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_5107.9430_0347,5107.943,VIS,EXCLUDED-SHALLOW,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_5557.0630_0348,5557.063,VIS,GRADEABLE,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_5557.9480_0349,5557.948,VIS,GRADEABLE,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_6631.2180_0350,6631.218,VIS,EXCLUDED-SHALLOW,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
