element,ion,band,holding,tier,route,treatment,line_set,product_A,wavelength_air_A,line_A,red_chi2,in_aggregate,excluded_reason,nlte_delta_dex,nlte_source,perline_artifact
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.617,3192.909,7.674,86.086,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.617,3193.799,7.79,72.826,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.617,3196.07,7.826,47.229,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.617,3210.444,7.491,64.333,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.617,3213.309,7.636,77.627,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.617,3227.742,7.382,30.912,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.617,3255.887,7.466,41.454,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.617,3277.348,7.228,36.173,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.635,3002.644,,33.97,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.635,3170.337,7.757,222.585,True,,-0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.635,3183.114,7.598,123.186,True,,-0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.635,3186.737,7.707999999999999,76.104,True,,-0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.635,3192.909,,86.086,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.635,3193.799,,72.826,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.635,3196.07,7.824999999999999,47.229,True,,-0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.635,3210.444,,64.333,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.635,3213.309,7.635,77.627,True,,-0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.635,3227.742,7.380999999999999,30.912,True,,-0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.635,3255.887,,41.454,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.635,3277.348,7.226999999999999,36.173,True,,-0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeII_3000_3780_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.402,3002.644,7.049,53.243,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.402,3170.337,7.552,98.425,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.402,3183.114,7.405,145.938,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.402,3186.737,7.334,56.435,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.402,3192.909,7.399,84.348,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.402,3193.799,7.621,74.225,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.402,3196.07,7.592,52.84,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.402,3210.444,7.322,52.92,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.402,3213.309,7.426,74.328,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.402,3227.742,7.4,34.207,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.402,3255.887,7.47,43.275,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,1D-LTE,,7.402,3277.348,7.186,36.574,True,,0.0,"none — LTE, no departure applied",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_1D-LTE_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.404,3002.644,,53.243,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.404,3170.337,7.550999999999999,98.425,True,,-0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.404,3183.114,7.404,145.938,True,,-0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.404,3186.737,7.332999999999999,56.435,True,,-0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.404,3192.909,,84.348,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.404,3193.799,,74.225,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.404,3196.07,7.590999999999999,52.84,True,,-0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.404,3210.444,,52.92,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.404,3213.309,7.425,74.328,True,,-0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.404,3227.742,7.399,34.207,True,,-0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.404,3255.887,,43.275,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,II,near-UV,solar_kpno_molecfit_corrected,DEEPGRADED,SYNTH,ENGINE-A,,7.404,3277.348,7.185,36.574,True,,-0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeII_3000_3780_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_DEEPGRADED_ENGINE-A_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,15051.749,7.775,29.989,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,15080.22,8.929,109.352,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,15207.526,7.654,1.008,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,15294.56,7.52,66.718,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,15335.383,4.501,6.965,False,SYNTHESIS: edge_pinned,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,15591.49,7.584,2.769,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,15604.22,7.14,7.627,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,15631.948,7.655,132.184,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,15648.51,7.301,4.647,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,15682.016,7.436,5.04,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,15691.853,7.77,8.756,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,15692.747,7.86,154.323,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,16153.247,7.426,3.136,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,16165.029,7.648,133.147,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,16179.583,7.437,2.578,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,16198.503,4.507,83.278,False,"NON-MINIMUM: chi2 at a bracket end is not above the reported minimum (frac_rise = -8.26e-06 <= 0), so the optimizer returned a point that is not a minimum and the fit did not determine A(X). A correctness failure, not a quality threshold. Measured and retained; excluded from the aggregate only (RYA-711).",0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,16324.451,7.193,215.791,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,16382.251,7.424,6.649,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,16396.306,6.97,52.116,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,16537.994,7.426,5.321,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,16541.962,7.619,20.494,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,16892.361,7.637,183.573,True,,0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,1D-LTE,,7.552,17277.479,4.528,4.527,False,"NON-MINIMUM: chi2 at a bracket end is not above the reported minimum (frac_rise = -5.07e-05 <= 0), so the optimizer returned a point that is not a minimum and the fit did not determine A(X). A correctness failure, not a quality threshold. Measured and retained; excluded from the aggregate only (RYA-711).",0.0,"none — LTE, no departure applied",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,ENGINE-B-NLTE,,7.549,15051.749,7.84,29.874,True,,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,ENGINE-B-NLTE,,7.549,15207.526,7.73,0.872,True,,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,ENGINE-B-NLTE,,7.549,15294.56,7.549,67.734,True,,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,ENGINE-B-NLTE,,7.549,15335.383,4.506,6.667,False,SYNTHESIS: edge_pinned,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,ENGINE-B-NLTE,,7.549,15631.948,7.713,132.508,True,,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,ENGINE-B-NLTE,,7.549,15648.51,7.408,4.592,True,,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,ENGINE-B-NLTE,,7.549,15682.016,7.439,5.121,True,,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,ENGINE-B-NLTE,,7.549,15692.747,7.877,153.324,True,,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,ENGINE-B-NLTE,,7.549,16153.247,7.503,3.134,True,,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe,I,H,solar_crires_plus_h_rya1094,GRADED,SYNTH,ENGINE-B-NLTE,,7.549,16198.503,4.501,82.743,False,SYNTHESIS: edge_pinned,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",FeI_15009_17491_crires_plus_solar_crires_plus_h_rya1094_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
