line_id,physical_id,key_z,ion,species,wavelength_air_A,excitation_potential_eV,hfs_n_components,log_gf,loggf_reference,nist_grade,seed_source,adjudication_status,gf_synth_ges,gf_regions_vald,gf_linelist_vald,in_synth,in_regions,in_linelist,delta_synth_minus_ew,lab_source_tag,gf_sigma_dex,gf_source_doi,is_diagnostic,gf_tier,diagnostic_excluded_by_registry
gf_005203,pk_25f78f8d68f1,C2,,C2,5524.5619,0.602,1,-0.477,VALD3,,linelist(VALD3),single_source,,,-0.477,False,False,True,,,,,False,VALD3,False
gf_005204,pk_a4bd5ac59546,C2,,C2,5524.7605,0.6023,1,-0.493,VALD3,,linelist(VALD3),single_source,,,-0.493,False,False,True,,,,,False,VALD3,False
gf_005205,pk_a3588efcaa3e,C2,,C2,5525.3633,0.8742,1,-0.1179,VALD3,,linelist(VALD3),single_source,,,-0.1179,False,False,True,,,,,False,VALD3,False
gf_005206,pk_579f0bb8da16,C2,,C2,5525.5673,0.8744,1,-0.439,VALD3,,linelist(VALD3),single_source,,,-0.439,False,False,True,,,,,False,VALD3,False
gf_005207,pk_162f4e19e230,C2,,C2,5526.1322,0.9719,1,-0.183,VALD3,,linelist(VALD3),single_source,,,-0.183,False,False,True,,,,,False,VALD3,False
gf_005208,pk_fc3e0bf91b9f,C2,,C2,5526.1779,0.9721,1,-0.191,VALD3,,linelist(VALD3),single_source,,,-0.191,False,False,True,,,,,False,VALD3,False
gf_005209,pk_ccd46c643946,C2,,C2,5526.3064,0.9721,1,-0.2,VALD3,,linelist(VALD3),single_source,,,-0.2,False,False,True,,,,,False,VALD3,False
gf_005210,pk_4f2e771db1ee,C2,,C2,5526.9604,0.8617,1,-0.1319,VALD3,,linelist(VALD3),single_source,,,-0.1319,False,False,True,,,,,False,VALD3,False
gf_005211,pk_f4d0fcc58923,C2,,C2,5527.1203,0.862,1,-0.454,VALD3,,linelist(VALD3),single_source,,,-0.454,False,False,True,,,,,False,VALD3,False
gf_005212,pk_3928132f131c,C2,,C2,5527.4714,0.592,1,-0.476,VALD3,,linelist(VALD3),single_source,,,-0.476,False,False,True,,,,,False,VALD3,False
gf_005213,pk_e26322e89ed8,C2,,C2,5527.6128,0.5923,1,-0.494,VALD3,,linelist(VALD3),single_source,,,-0.494,False,False,True,,,,,False,VALD3,False
gf_005214,pk_45ed1bcf0695,C2,,C2,5527.7947,0.5925,1,-0.511,VALD3,,linelist(VALD3),single_source,,,-0.511,False,False,True,,,,,False,VALD3,False
gf_005215,pk_06927749c3d3,C2,,C2,5527.8757,0.555,1,-0.1019,VALD3,,linelist(VALD3),single_source,,,-0.1019,False,False,True,,,,,False,VALD3,False
gf_005216,pk_9df7ad392c5c,C2,,C2,5527.969,1.0429,1,0.1095,VALD3,,linelist(VALD3),single_source,,,0.1095,False,False,True,,,,,False,VALD3,False
gf_005217,pk_25db3711b25b,C2,,C2,5528.051,0.5553,1,-0.42,VALD3,,linelist(VALD3),single_source,,,-0.42,False,False,True,,,,,False,VALD3,False
gf_005218,pk_9065024b6a97,C2,,C2,5528.1019,1.0429,1,-0.202,VALD3,,linelist(VALD3),single_source,,,-0.202,False,False,True,,,,,False,VALD3,False
gf_005219,pk_d320dc101a08,C2,,C2,5528.3228,0.8498,1,-0.1459,VALD3,,linelist(VALD3),single_source,,,-0.1459,False,False,True,,,,,False,VALD3,False
gf_005220,pk_fdbc06316d8d,C2,,C2,5528.4966,0.85,1,-0.468,VALD3,,linelist(VALD3),single_source,,,-0.468,False,False,True,,,,,False,VALD3,False
gf_005221,pk_8bceb83fb704,C2,,C2,5529.3126,0.9525,1,0.1056,VALD3,,linelist(VALD3),single_source,,,0.1056,False,False,True,,,,,False,VALD3,False
gf_005222,pk_57514f8f5567,C2,,C2,5529.4603,0.9527,1,-0.209,VALD3,,linelist(VALD3),single_source,,,-0.209,False,False,True,,,,,False,VALD3,False
gf_005223,pk_63cd5c9fa534,C2,,C2,5529.703,0.838,1,-0.1604,VALD3,,linelist(VALD3),single_source,,,-0.1604,False,False,True,,,,,False,VALD3,False
gf_005224,pk_594324a1657b,C2,,C2,5529.8891,0.8384,1,-0.484,VALD3,,linelist(VALD3),single_source,,,-0.484,False,False,True,,,,,False,VALD3,False
gf_005225,pk_282992b2c5ce,C2,,C2,5530.5347,0.5826,1,-0.494,VALD3,,linelist(VALD3),single_source,,,-0.494,False,False,True,,,,,False,VALD3,False
gf_005226,pk_a98459ec940f,C2,,C2,5530.6526,0.5828,1,-0.512,VALD3,,linelist(VALD3),single_source,,,-0.512,False,False,True,,,,,False,VALD3,False
gf_005227,pk_05766b10bc56,C2,,C2,5530.8605,0.8268,1,-0.469,VALD3,,linelist(VALD3),single_source,,,-0.469,False,False,True,,,,,False,VALD3,False
gf_005228,pk_433e797da559,C2,,C2,5530.893,0.5831,1,-0.53,VALD3,,linelist(VALD3),single_source,,,-0.53,False,False,True,,,,,False,VALD3,False
gf_005229,pk_3cd544bf3fff,C2,,C2,5530.9726,0.827,1,-0.484,VALD3,,linelist(VALD3),single_source,,,-0.484,False,False,True,,,,,False,VALD3,False
gf_005230,pk_62246dab9915,C2,,C2,5531.1115,0.8272,1,-0.5,VALD3,,linelist(VALD3),single_source,,,-0.5,False,False,True,,,,,False,VALD3,False
gf_005231,pk_63751b2655c0,C2,,C2,5531.9103,0.5405,1,-0.1139,VALD3,,linelist(VALD3),single_source,,,-0.1139,False,False,True,,,,,False,VALD3,False
gf_005232,pk_f19195fcc032,C2,,C2,5532.0877,0.5407,1,-0.432,VALD3,,linelist(VALD3),single_source,,,-0.432,False,False,True,,,,,False,VALD3,False
gf_005233,pk_de8cf972d60b,C2,,C2,5532.1523,0.8159,1,-0.1909,VALD3,,linelist(VALD3),single_source,,,-0.1909,False,False,True,,,,,False,VALD3,False
gf_005234,pk_f393db81736a,C2,,C2,5532.1788,0.9337,1,0.0961,VALD3,,linelist(VALD3),single_source,,,0.0961,False,False,True,,,,,False,VALD3,False
gf_005235,pk_27e7f96e9c71,C2,,C2,5532.3316,0.9338,1,-0.218,VALD3,,linelist(VALD3),single_source,,,-0.218,False,False,True,,,,,False,VALD3,False
gf_005236,pk_d93cf3dff3e2,C2,,C2,5532.3346,1.0186,1,0.1015,VALD3,,linelist(VALD3),single_source,,,0.1015,False,False,True,,,,,False,VALD3,False
gf_005237,pk_cb4d80f2ee1e,C2,,C2,5532.347,0.8164,1,-0.516,VALD3,,linelist(VALD3),single_source,,,-0.516,False,False,True,,,,,False,VALD3,False
gf_005238,pk_1b8e0bcb5460,C2,,C2,5532.4537,1.0188,1,-0.21,VALD3,,linelist(VALD3),single_source,,,-0.21,False,False,True,,,,,False,VALD3,False
gf_005239,pk_2f1b229ff298,C2,,C2,5533.2341,0.8055,1,-0.2074,VALD3,,linelist(VALD3),single_source,,,-0.2074,False,False,True,,,,,False,VALD3,False
gf_005240,pk_29bf4cf99b17,C2,,C2,5533.4121,0.5735,1,-0.512,VALD3,,linelist(VALD3),single_source,,,-0.512,False,False,True,,,,,False,VALD3,False
gf_005241,pk_5ac412b3f49e,C2,,C2,5533.4221,0.8059,1,-0.533,VALD3,,linelist(VALD3),single_source,,,-0.533,False,False,True,,,,,False,VALD3,False
gf_005242,pk_0e4a601bb03f,C2,,C2,5533.556,0.5739,1,-0.531,VALD3,,linelist(VALD3),single_source,,,-0.531,False,False,True,,,,,False,VALD3,False
gf_005243,pk_ae6bcafcc722,C2,,C2,5533.7467,0.5741,1,-0.549,VALD3,,linelist(VALD3),single_source,,,-0.549,False,False,True,,,,,False,VALD3,False
gf_005244,pk_8538c652d863,C2,,C2,5534.2938,0.7954,1,-0.2244,VALD3,,linelist(VALD3),single_source,,,-0.2244,False,False,True,,,,,False,VALD3,False
gf_005245,pk_d525a78ed8d5,C2,,C2,5534.4922,0.7958,1,-0.551,VALD3,,linelist(VALD3),single_source,,,-0.551,False,False,True,,,,,False,VALD3,False
gf_005246,pk_0cb805aade0c,C2,,C2,5535.1623,0.7856,1,-0.534,VALD3,,linelist(VALD3),single_source,,,-0.534,False,False,True,,,,,False,VALD3,False
gf_005247,pk_ec562ae25e21,C2,,C2,5535.179,0.9149,1,0.0866,VALD3,,linelist(VALD3),single_source,,,0.0866,False,False,True,,,,,False,VALD3,False
gf_005248,pk_623883d74ad7,C2,,C2,5535.2673,0.7859,1,-0.552,VALD3,,linelist(VALD3),single_source,,,-0.552,False,False,True,,,,,False,VALD3,False
gf_005249,pk_68624702a0ff,C2,,C2,5535.3216,0.9152,1,-0.228,VALD3,,linelist(VALD3),single_source,,,-0.228,False,False,True,,,,,False,VALD3,False
gf_005250,pk_7b5a374fad6c,C2,,C2,5535.4145,0.7861,1,-0.57,VALD3,,linelist(VALD3),single_source,,,-0.57,False,False,True,,,,,False,VALD3,False
gf_005251,pk_35eda254a4f1,C2,,C2,5536.0694,0.5262,1,-0.1259,VALD3,,linelist(VALD3),single_source,,,-0.1259,False,False,True,,,,,False,VALD3,False
gf_005252,pk_1d2838aeffa1,C2,,C2,5536.1138,0.7763,1,-0.2604,VALD3,,linelist(VALD3),single_source,,,-0.2604,False,False,True,,,,,False,VALD3,False
gf_005253,pk_bed7a87ec843,C2,,C2,5536.2132,0.9953,1,0.0945,VALD3,,linelist(VALD3),single_source,,,0.0945,False,False,True,,,,,False,VALD3,False
gf_005254,pk_9f41b9940c7f,C2,,C2,5536.2492,0.5265,1,-0.445,VALD3,,linelist(VALD3),single_source,,,-0.445,False,False,True,,,,,False,VALD3,False
gf_005255,pk_816dce28739a,C2,,C2,5536.3001,0.5649,1,-0.531,VALD3,,linelist(VALD3),single_source,,,-0.531,False,False,True,,,,,False,VALD3,False
gf_005256,pk_cc1b42323e06,C2,,C2,5536.3308,0.7768,1,-0.589,VALD3,,linelist(VALD3),single_source,,,-0.589,False,False,True,,,,,False,VALD3,False
gf_005257,pk_2e7471e3d4da,C2,,C2,5536.3466,0.9954,1,-0.218,VALD3,,linelist(VALD3),single_source,,,-0.218,False,False,True,,,,,False,VALD3,False
gf_005258,pk_1c6cefab3812,C2,,C2,5536.4366,0.5651,1,-0.551,VALD3,,linelist(VALD3),single_source,,,-0.551,False,False,True,,,,,False,VALD3,False
gf_005259,pk_06019865e9bd,C2,,C2,5536.6557,0.5655,1,-0.57,VALD3,,linelist(VALD3),single_source,,,-0.57,False,False,True,,,,,False,VALD3,False
gf_005260,pk_f2ffc34a2974,C2,,C2,5536.8392,0.7673,1,-0.571,VALD3,,linelist(VALD3),single_source,,,-0.571,False,False,True,,,,,False,VALD3,False
gf_005261,pk_1833a067397c,C2,,C2,5536.9415,0.7676,1,-0.59,VALD3,,linelist(VALD3),single_source,,,-0.59,False,False,True,,,,,False,VALD3,False
gf_005262,pk_d4ffca522507,C2,,C2,5537.0912,0.7678,1,-0.61,VALD3,,linelist(VALD3),single_source,,,-0.61,False,False,True,,,,,False,VALD3,False
gf_005263,pk_18c6df085320,C2,,C2,5537.6174,0.7589,1,-0.2993,VALD3,,linelist(VALD3),single_source,,,-0.2993,False,False,True,,,,,False,VALD3,False
gf_005264,pk_dca5b6501937,C2,,C2,5537.838,0.7593,1,-0.631,VALD3,,linelist(VALD3),single_source,,,-0.631,False,False,True,,,,,False,VALD3,False
gf_005265,pk_65fe4b4d2e79,C2,,C2,5537.891,0.8969,1,0.0776,VALD3,,linelist(VALD3),single_source,,,0.0776,False,False,True,,,,,False,VALD3,False
gf_005266,pk_90476f10da3a,C2,,C2,5538.0449,0.8971,1,-0.238,VALD3,,linelist(VALD3),single_source,,,-0.238,False,False,True,,,,,False,VALD3,False
gf_005267,pk_0bb374e17490,C2,,C2,5538.1593,0.7506,1,-0.611,VALD3,,linelist(VALD3),single_source,,,-0.611,False,False,True,,,,,False,VALD3,False
gf_005268,pk_c20cb4f60368,C2,,C2,5538.2778,0.7509,1,-0.632,VALD3,,linelist(VALD3),single_source,,,-0.632,False,False,True,,,,,False,VALD3,False
gf_005269,pk_87942221857b,C2,,C2,5538.4508,0.7511,1,-0.653,VALD3,,linelist(VALD3),single_source,,,-0.653,False,False,True,,,,,False,VALD3,False
gf_005270,pk_6ff7c37ac1a4,C2,,C2,5538.6858,0.743,1,-0.655,VALD3,,linelist(VALD3),single_source,,,-0.655,False,False,True,,,,,False,VALD3,False
gf_005271,pk_c41d6c24b8f4,C2,,C2,5538.8228,0.7427,1,-0.632,VALD3,,linelist(VALD3),single_source,,,-0.632,False,False,True,,,,,False,VALD3,False
gf_005272,pk_4801d033fbd5,C2,,C2,5539.0278,0.5566,1,-0.551,VALD3,,linelist(VALD3),single_source,,,-0.551,False,False,True,,,,,False,VALD3,False
gf_005273,pk_5587f1587f68,C2,,C2,5539.0356,0.7434,1,-0.677,VALD3,,linelist(VALD3),single_source,,,-0.677,False,False,True,,,,,False,VALD3,False
gf_005274,pk_53625f2e9e68,C2,,C2,5539.1742,0.7353,1,-0.655,VALD3,,linelist(VALD3),single_source,,,-0.655,False,False,True,,,,,False,VALD3,False
gf_005275,pk_9642bb122749,C2,,C2,5539.2239,0.557,1,-0.571,VALD3,,linelist(VALD3),single_source,,,-0.571,False,False,True,,,,,False,VALD3,False
gf_005276,pk_485691b7f2a5,C2,,C2,5539.3036,0.7357,1,-0.679,VALD3,,linelist(VALD3),single_source,,,-0.679,False,False,True,,,,,False,VALD3,False
gf_005277,pk_66396d1fc64e,C2,,C2,5539.392,0.5572,1,-0.591,VALD3,,linelist(VALD3),single_source,,,-0.591,False,False,True,,,,,False,VALD3,False
gf_005278,pk_556b37840bab,C2,,C2,5539.4581,0.736,1,-0.702,VALD3,,linelist(VALD3),single_source,,,-0.702,False,False,True,,,,,False,VALD3,False
gf_005279,pk_8fef2c253368,C2,,C2,5539.571,0.7283,1,-0.679,VALD3,,linelist(VALD3),single_source,,,-0.679,False,False,True,,,,,False,VALD3,False
gf_005280,pk_bcf71347228c,C2,,C2,5539.7201,0.7286,1,-0.704,VALD3,,linelist(VALD3),single_source,,,-0.704,False,False,True,,,,,False,VALD3,False
gf_005281,pk_fee0642797ea,C2,,C2,5539.7763,0.7154,1,-0.731,VALD3,,linelist(VALD3),single_source,,,-0.731,False,False,True,,,,,False,VALD3,False
gf_005282,pk_9c9629701fa3,C2,,C2,5539.9227,0.5124,1,-0.433,VALD3,,linelist(VALD3),single_source,,,-0.433,False,False,True,,,,,False,VALD3,False
gf_005283,pk_1b5fe9aa09e4,C2,,C2,5539.9332,0.7291,1,-0.729,VALD3,,linelist(VALD3),single_source,,,-0.729,False,False,True,,,,,False,VALD3,False
gf_005284,pk_7fa55463774a,C2,,C2,5539.9571,0.686,1,-0.943,VALD3,,linelist(VALD3),single_source,,,-0.943,False,False,True,,,,,False,VALD3,False
gf_005285,pk_a0b3b2f77e8d,C2,,C2,5540.0517,0.7221,1,-0.73,VALD3,,linelist(VALD3),single_source,,,-0.73,False,False,True,,,,,False,VALD3,False
gf_005286,pk_585a32bb9843,C2,,C2,5540.0867,0.5127,1,-0.1504,VALD3,,linelist(VALD3),single_source,,,-0.1504,False,False,True,,,,,False,VALD3,False
gf_005287,pk_9d0de7b7d1c4,C2,,C2,5540.1623,0.6899,1,-0.899,VALD3,,linelist(VALD3),single_source,,,-0.899,False,False,True,,,,,False,VALD3,False
gf_005288,pk_15c81a8a41a1,C2,,C2,5540.2112,0.7224,1,-0.757,VALD3,,linelist(VALD3),single_source,,,-0.757,False,False,True,,,,,False,VALD3,False
gf_005289,pk_55ec1b055ffa,C2,,C2,5540.2928,0.7158,1,-0.759,VALD3,,linelist(VALD3),single_source,,,-0.759,False,False,True,,,,,False,VALD3,False
gf_005290,pk_cf96c207a72f,C2,,C2,5540.3073,0.6943,1,-0.86,VALD3,,linelist(VALD3),single_source,,,-0.86,False,False,True,,,,,False,VALD3,False
gf_005291,pk_f90b38545e50,C2,,C2,5540.3891,0.7101,1,-0.789,VALD3,,linelist(VALD3),single_source,,,-0.789,False,False,True,,,,,False,VALD3,False
gf_005292,pk_d8f4d4f93f94,C2,,C2,5540.4048,0.9718,1,0.0865,VALD3,,linelist(VALD3),single_source,,,0.0865,False,False,True,,,,,False,VALD3,False
gf_005293,pk_d43ff7f82b2d,C2,,C2,5540.4172,0.6992,1,-0.5386,VALD3,,linelist(VALD3),single_source,,,-0.5386,False,False,True,,,,,False,VALD3,False
gf_005294,pk_7c52733388a7,C2,,C2,5540.451,0.7043,1,-0.5047,VALD3,,linelist(VALD3),single_source,,,-0.5047,False,False,True,,,,,False,VALD3,False
gf_005295,pk_9dbf6282e6cd,C2,,C2,5540.4814,0.7163,1,-0.787,VALD3,,linelist(VALD3),single_source,,,-0.787,False,False,True,,,,,False,VALD3,False
gf_005296,pk_7f3cd6cea1a4,C2,,C2,5540.5292,0.972,1,-0.225,VALD3,,linelist(VALD3),single_source,,,-0.225,False,False,True,,,,,False,VALD3,False
gf_005297,pk_8c0cab9d07a7,C2,,C2,5540.5766,0.71,1,-0.4875,VALD3,,linelist(VALD3),single_source,,,-0.4875,False,False,True,,,,,False,VALD3,False
gf_005298,pk_e9439a850c39,C2,,C2,5540.607,0.693,1,-0.635,VALD3,,linelist(VALD3),single_source,,,-0.635,False,False,True,,,,,False,VALD3,False
gf_005299,pk_3566ad44a5aa,C2,,C2,5540.7021,0.6999,1,-0.892,VALD3,,linelist(VALD3),single_source,,,-0.892,False,False,True,,,,,False,VALD3,False
gf_005300,pk_ada1027c9e9b,C2,,C2,5540.7202,0.8789,1,0.0676,VALD3,,linelist(VALD3),single_source,,,0.0676,False,False,True,,,,,False,VALD3,False
gf_005301,pk_cff25abc0a2c,C2,,C2,5540.8703,0.8791,1,-0.248,VALD3,,linelist(VALD3),single_source,,,-0.248,False,False,True,,,,,False,VALD3,False
gf_005302,pk_7db84873a1ca,C2,,C2,5541.7517,0.5487,1,-0.571,VALD3,,linelist(VALD3),single_source,,,-0.571,False,False,True,,,,,False,VALD3,False
gf_005303,pk_03826d3612de,C2,,C2,5541.9113,0.549,1,-0.593,VALD3,,linelist(VALD3),single_source,,,-0.593,False,False,True,,,,,False,VALD3,False
gf_005304,pk_a19bf01b6133,C2,,C2,5542.1437,0.5494,1,-0.614,VALD3,,linelist(VALD3),single_source,,,-0.614,False,False,True,,,,,False,VALD3,False
gf_005305,pk_7cce2716d765,C2,,C2,5543.2886,0.8616,1,0.0581,VALD3,,linelist(VALD3),single_source,,,0.0581,False,False,True,,,,,False,VALD3,False
gf_005306,pk_8f0eddaf26c0,C2,,C2,5543.4441,0.8618,1,-0.258,VALD3,,linelist(VALD3),single_source,,,-0.258,False,False,True,,,,,False,VALD3,False
gf_005307,pk_5e9ad219ab06,C2,,C2,5543.9557,0.499,1,-0.1509,VALD3,,linelist(VALD3),single_source,,,-0.1509,False,False,True,,,,,False,VALD3,False
gf_005308,pk_f9090ba4c81c,C2,,C2,5544.1471,0.4993,1,-0.471,VALD3,,linelist(VALD3),single_source,,,-0.471,False,False,True,,,,,False,VALD3,False
gf_005309,pk_e17d68bd75fc,C2,,C2,5544.1501,0.9492,1,0.079,VALD3,,linelist(VALD3),single_source,,,0.079,False,False,True,,,,,False,VALD3,False
gf_005310,pk_b51784776b05,C2,,C2,5544.2838,0.9493,1,-0.233,VALD3,,linelist(VALD3),single_source,,,-0.233,False,False,True,,,,,False,VALD3,False
gf_005311,pk_bd9792904239,C2,,C2,5544.3276,0.5412,1,-0.593,VALD3,,linelist(VALD3),single_source,,,-0.593,False,False,True,,,,,False,VALD3,False
gf_005312,pk_c6758467b951,C2,,C2,5544.5142,0.5416,1,-0.616,VALD3,,linelist(VALD3),single_source,,,-0.616,False,False,True,,,,,False,VALD3,False
gf_005313,pk_d60a6a1a4e81,C2,,C2,5544.7284,0.5419,1,-0.638,VALD3,,linelist(VALD3),single_source,,,-0.638,False,False,True,,,,,False,VALD3,False
gf_005314,pk_1e3c0fc7eb79,C2,,C2,5545.9485,0.8444,1,0.0481,VALD3,,linelist(VALD3),single_source,,,0.0481,False,False,True,,,,,False,VALD3,False
gf_005315,pk_2200d1a16b9b,C2,,C2,5546.1039,0.8446,1,-0.268,VALD3,,linelist(VALD3),single_source,,,-0.268,False,False,True,,,,,False,VALD3,False
gf_005316,pk_8802bcdcde5b,C2,,C2,5546.8856,0.5341,1,-0.616,VALD3,,linelist(VALD3),single_source,,,-0.616,False,False,True,,,,,False,VALD3,False
gf_005317,pk_0a98ba160003,C2,,C2,5547.0743,0.5345,1,-0.64,VALD3,,linelist(VALD3),single_source,,,-0.64,False,False,True,,,,,False,VALD3,False
gf_005318,pk_b502758bb084,C2,,C2,5547.3228,0.5349,1,-0.663,VALD3,,linelist(VALD3),single_source,,,-0.663,False,False,True,,,,,False,VALD3,False
gf_005319,pk_e5ed237f67ad,C2,,C2,5547.7073,0.486,1,-0.1639,VALD3,,linelist(VALD3),single_source,,,-0.1639,False,False,True,,,,,False,VALD3,False
gf_005320,pk_ea05b63d0017,C2,,C2,5547.8984,0.4862,1,-0.485,VALD3,,linelist(VALD3),single_source,,,-0.485,False,False,True,,,,,False,VALD3,False
gf_005321,pk_ead22c79d9c0,C2,,C2,5548.1808,0.9264,1,0.071,VALD3,,linelist(VALD3),single_source,,,0.071,False,False,True,,,,,False,VALD3,False
gf_005322,pk_7d1918d2ba23,C2,,C2,5548.3037,0.9266,1,-0.241,VALD3,,linelist(VALD3),single_source,,,-0.241,False,False,True,,,,,False,VALD3,False
gf_005323,pk_9a63b114cac8,C2,,C2,5548.3694,0.8278,1,0.0371,VALD3,,linelist(VALD3),single_source,,,0.0371,False,False,True,,,,,False,VALD3,False
gf_005324,pk_ec3021ab0673,C2,,C2,5548.5265,0.828,1,-0.279,VALD3,,linelist(VALD3),single_source,,,-0.279,False,False,True,,,,,False,VALD3,False
gf_005325,pk_6bcc519459e5,C2,,C2,5549.3071,0.5274,1,-0.64,VALD3,,linelist(VALD3),single_source,,,-0.64,False,False,True,,,,,False,VALD3,False
gf_005326,pk_e4af0f959c96,C2,,C2,5549.5242,0.5279,1,-0.666,VALD3,,linelist(VALD3),single_source,,,-0.666,False,False,True,,,,,False,VALD3,False
gf_005327,pk_eca9004bfcf2,C2,,C2,5549.7543,0.5281,1,-0.69,VALD3,,linelist(VALD3),single_source,,,-0.69,False,False,True,,,,,False,VALD3,False
gf_005328,pk_7f08c7a6bde9,C2,,C2,5550.8616,0.8113,1,0.0266,VALD3,,linelist(VALD3),single_source,,,0.0266,False,False,True,,,,,False,VALD3,False
gf_005329,pk_779c73cb0415,C2,,C2,5551.0201,0.8116,1,-0.29,VALD3,,linelist(VALD3),single_source,,,-0.29,False,False,True,,,,,False,VALD3,False
gf_005330,pk_6e4d296d547c,C2,,C2,5551.5399,0.4733,1,-0.1774,VALD3,,linelist(VALD3),single_source,,,-0.1774,False,False,True,,,,,False,VALD3,False
gf_005331,pk_712693cbe473,C2,,C2,5551.6973,0.5211,1,-0.666,VALD3,,linelist(VALD3),single_source,,,-0.666,False,False,True,,,,,False,VALD3,False
gf_005332,pk_6fa8e5690fdd,C2,,C2,5551.7411,0.4736,1,-0.499,VALD3,,linelist(VALD3),single_source,,,-0.499,False,False,True,,,,,False,VALD3,False
gf_005333,pk_51ed16522708,C2,,C2,5551.7762,0.9045,1,0.063,VALD3,,linelist(VALD3),single_source,,,0.063,False,False,True,,,,,False,VALD3,False
gf_005334,pk_4f3a2b3587b4,C2,,C2,5551.9112,0.9047,1,-0.249,VALD3,,linelist(VALD3),single_source,,,-0.249,False,False,True,,,,,False,VALD3,False
gf_005335,pk_accf62168147,C2,,C2,5551.9235,0.5215,1,-0.693,VALD3,,linelist(VALD3),single_source,,,-0.693,False,False,True,,,,,False,VALD3,False
gf_005336,pk_aeab26c689e7,C2,,C2,5552.1917,0.5219,1,-0.718,VALD3,,linelist(VALD3),single_source,,,-0.718,False,False,True,,,,,False,VALD3,False
gf_005337,pk_5bec823ddcc4,C2,,C2,5553.1309,0.7955,1,0.0156,VALD3,,linelist(VALD3),single_source,,,0.0156,False,False,True,,,,,False,VALD3,False
gf_005338,pk_48c77f12404b,C2,,C2,5553.29,0.7957,1,-0.301,VALD3,,linelist(VALD3),single_source,,,-0.301,False,False,True,,,,,False,VALD3,False
gf_005339,pk_b83f34795fa4,C2,,C2,5553.9618,0.5152,1,-0.693,VALD3,,linelist(VALD3),single_source,,,-0.693,False,False,True,,,,,False,VALD3,False
gf_005340,pk_6f44e515a1e3,C2,,C2,5554.2188,0.5157,1,-0.721,VALD3,,linelist(VALD3),single_source,,,-0.721,False,False,True,,,,,False,VALD3,False
gf_005341,pk_31f84de4a102,C2,,C2,5554.4688,0.516,1,-0.749,VALD3,,linelist(VALD3),single_source,,,-0.749,False,False,True,,,,,False,VALD3,False
gf_005342,pk_9ba7bada2ede,C2,,C2,5555.1465,0.4611,1,-0.1919,VALD3,,linelist(VALD3),single_source,,,-0.1919,False,False,True,,,,,False,VALD3,False
gf_005343,pk_bc3180ae9862,C2,,C2,5555.3461,0.4613,1,-0.513,VALD3,,linelist(VALD3),single_source,,,-0.513,False,False,True,,,,,False,VALD3,False
gf_005344,pk_35aadd498f6b,C2,,C2,5555.4549,0.7797,1,0.0046,VALD3,,linelist(VALD3),single_source,,,0.0046,False,False,True,,,,,False,VALD3,False
gf_005345,pk_c8d5ff97f942,C2,,C2,5555.6165,0.7801,1,-0.313,VALD3,,linelist(VALD3),single_source,,,-0.313,False,False,True,,,,,False,VALD3,False
gf_005346,pk_9977409d622b,C2,,C2,5555.6373,0.8825,1,0.055,VALD3,,linelist(VALD3),single_source,,,0.055,False,False,True,,,,,False,VALD3,False
gf_005347,pk_82e58479dfee,C2,,C2,5555.7623,0.8828,1,-0.258,VALD3,,linelist(VALD3),single_source,,,-0.258,False,False,True,,,,,False,VALD3,False
gf_005348,pk_badb996b4936,C2,,C2,5556.1818,0.5096,1,-0.722,VALD3,,linelist(VALD3),single_source,,,-0.722,False,False,True,,,,,False,VALD3,False
gf_005349,pk_158a6200f4b8,C2,,C2,5556.4574,0.5101,1,-0.752,VALD3,,linelist(VALD3),single_source,,,-0.752,False,False,True,,,,,False,VALD3,False
gf_005350,pk_790de754eaba,C2,,C2,5556.7504,0.5106,1,-0.781,VALD3,,linelist(VALD3),single_source,,,-0.781,False,False,True,,,,,False,VALD3,False
gf_005351,pk_7c4d62797d75,C2,,C2,5557.571,0.7647,1,-0.0064,VALD3,,linelist(VALD3),single_source,,,-0.0064,False,False,True,,,,,False,VALD3,False
gf_005352,pk_9b23550baf86,C2,,C2,5557.7324,0.7649,1,-0.324,VALD3,,linelist(VALD3),single_source,,,-0.324,False,False,True,,,,,False,VALD3,False
gf_005353,pk_105f3727ac09,C2,,C2,5558.2861,0.5045,1,-0.753,VALD3,,linelist(VALD3),single_source,,,-0.753,False,False,True,,,,,False,VALD3,False
gf_005354,pk_8caef4e9c457,C2,,C2,5558.5964,0.505,1,-0.786,VALD3,,linelist(VALD3),single_source,,,-0.786,False,False,True,,,,,False,VALD3,False
gf_005355,pk_5f34a9b07e20,C2,,C2,5558.8152,0.4491,1,-0.2059,VALD3,,linelist(VALD3),single_source,,,-0.2059,False,False,True,,,,,False,VALD3,False
gf_005356,pk_6444d06881eb,C2,,C2,5558.8723,0.5054,1,-0.817,VALD3,,linelist(VALD3),single_source,,,-0.817,False,False,True,,,,,False,VALD3,False
gf_005357,pk_f3bef14744c7,C2,,C2,5559.0275,0.4495,1,-0.528,VALD3,,linelist(VALD3),single_source,,,-0.528,False,False,True,,,,,False,VALD3,False
gf_005358,pk_dc2e887c62e3,C2,,C2,5559.088,0.8614,1,0.047,VALD3,,linelist(VALD3),single_source,,,0.047,False,False,True,,,,,False,VALD3,False
