element,ion,wave_air_A,log_gf,ep_eV,predicted_depth,instruments,measured_in_pool,gf_canonical,log_gf_intake,gf_source_intake
Mn,II,3017.6535,-2.057,4.6881,0.058,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.057,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3019.7182,-0.393,6.5282,0.069,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.393,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3020.9656,-1.745,4.6926,0.107,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.745,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3021.631,-0.747,4.1938,0.118,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.747,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3021.7217,-1.263,4.31,0.44,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.263,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3024.0042,-3.052892538552079,2.1427,0.058,kpno_solar_atlas|delbouille_liege_intensity,False,True,-3.655,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3029.0445,-0.3679237155518434,5.3773,0.397,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.912,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3029.4385,-1.673,4.3284,0.225,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.673,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3033.5684,-2.369,4.3284,0.582,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.805,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3034.8066,-0.829,4.4975,0.575,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.829,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3038.888,-1.579,4.6926,0.146,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.579,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3039.1805,-2.696,3.3783,0.132,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.632,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3039.555,-0.4180842467585946,5.3914,0.365,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.984,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3040.4257,-0.978,4.3318,0.057,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.978,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3041.2178,-1.0298722586694369,3.1353,0.446,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.597,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3043.1328,-0.8098925385520788,3.135,0.592,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.801,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3046.2693,-0.7539492783267734,5.4004,0.21,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.231,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3046.5245,-4.257956352362089,2.1782,0.11,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.65,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3047.2175,-1.715,4.34,0.202,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.715,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3047.8463,-0.685,4.3599,0.097,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.685,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3048.8628,-0.8197806736845402,3.135,0.585,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.447,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3049.9548,-1.03,4.3446,0.05,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.03,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3050.0839,-0.76,4.3537,0.084,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.76,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3059.1438,-0.1989999999999999,4.1938,0.332,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.199,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3064.0275,-1.437,2.8884,0.339,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.437,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3065.9265,-1.882,4.1098,0.216,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.882,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3070.8211,-0.353,5.8153,0.223,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.353,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3077.8102,-0.195,4.6058,0.164,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.195,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3082.2181,-0.404,4.2327,0.217,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.404,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3082.2862,-1.828,4.9363,0.057,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.828,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3082.6749,-3.347,3.0733,0.291,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.24,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3084.5726,-1.774,4.1223,0.258,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.774,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3085.6356,-0.8909526956145204,3.3725,0.387,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.473,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3085.8375,-0.18,4.6078,0.168,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.18,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3086.4733,-1.708,2.9197,0.196,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.708,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3086.9701,-0.875,5.8364,0.08,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.875,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3087.9311,-2.165,2.9197,0.071,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.165,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3090.0617,-0.730979304661504,3.3783,0.486,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.246,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3092.544,-1.318,3.3725,0.177,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.318,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3093.1166,-1.678,3.3783,0.084,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.678,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3093.6784,-0.863,4.2679,0.079,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.863,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3096.309,-1.218,4.126,0.129,kpno_solar_atlas|delbouille_liege_intensity,False,False,-1.218,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3096.3781,-0.983,3.3825,0.325,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.983,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3097.0193,-0.467,3.3725,0.523,kpno_solar_atlas|delbouille_liege_intensity,False,False,-0.467,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3097.7492,-1.09,4.2465,0.051,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.09,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3098.0788,-1.64,3.3725,0.091,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.64,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3100.2576,-0.837,3.3825,0.413,kpno_solar_atlas|delbouille_liege_intensity,False,False,-0.837,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3100.3085,-0.879,3.3825,0.387,kpno_solar_atlas|delbouille_liege_intensity,False,False,-0.879,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3101.5125,-0.708,3.3783,0.499,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.708,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3101.6963,-1.055,4.2679,0.053,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.055,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3102.5665,-2.206,4.4975,0.056,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.206,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3102.7888,-2.074,2.9408,0.087,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.074,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3103.2784,-1.44,3.3725,0.137,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.44,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3104.2649,-3.176,2.9408,0.053,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.56,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3104.4424,-1.542,4.9356,0.098,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.542,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3106.7392,-0.8700000000000001,4.2581,0.079,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.87,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3107.7623,-2.414,3.3783,0.369,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.085,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3108.6274,-1.32,3.3725,0.175,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.32,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3110.1921,-1.083,4.4975,0.429,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.083,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3110.832,-1.04,3.3783,0.296,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.04,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3111.2579,-1.763,4.5086,0.134,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.763,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3113.1177,-1.35,3.3783,0.163,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.35,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3113.3525,-0.99,4.2581,0.061,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.99,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3113.7876,-0.42,4.2465,0.203,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.42,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3114.131,-1.62,3.3825,0.093,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.62,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3115.4609,-0.8,3.3725,0.443,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.8,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3115.7656,-0.85,3.7716,0.21,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.85,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3117.4255,-1.7998312358634123,4.5165,0.122,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.152,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3117.5292,-1.04,3.7716,0.144,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.04,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3118.1223,-0.84,3.7723,0.214,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.84,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3118.9264,-1.699,4.5086,0.15,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.699,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3119.9316,-0.818,4.3318,0.075,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.818,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3120.0455,-0.57,4.2729,0.141,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.57,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3120.3288,-0.176,3.7634,0.598,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.176,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3121.0658,-0.9,4.2679,0.072,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.9,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3122.8711,-0.56,4.2581,0.149,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.56,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3123.1207,-2.2,4.4975,0.153,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.542,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3125.012,-0.598,4.2581,0.138,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.598,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3125.2272,-0.627,6.1113,0.079,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.627,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3126.1923,-0.786,3.7706,0.238,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.786,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3126.8334,-0.7,4.2679,0.11,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.7,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3127.5645,-1.17036946778421,3.7723,0.105,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.19,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3129.6609,-1.377,3.7706,0.071,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.377,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3130.6318,-0.946,4.2679,0.065,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.946,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3132.2783,-0.5,4.3318,0.146,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.5,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3132.7833,-0.5,4.2679,0.165,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.5,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3133.4016,-0.95,3.8437,0.149,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.95,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3135.1924,-2.08,3.0722,0.065,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.08,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3135.7361,-2.382,4.31,0.054,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.382,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3136.9567,-1.45,3.3783,0.131,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.45,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3138.2282,-2.0099526956145204,2.9197,0.103,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.145,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3139.8323,-0.767,5.8364,0.094,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.767,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3140.8134,-0.573,3.853,0.301,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.573,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3142.6713,-1.31,2.8884,0.414,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.31,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3145.6803,-2.15,4.31,0.088,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.15,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3148.8474,-0.8,4.2327,0.096,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.8,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3149.4714,-0.363,4.3446,0.188,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.363,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3149.931,-2.24,2.9408,0.062,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.884,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3156.0692,-0.671,4.3599,0.098,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.671,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3157.6874,-0.957,4.3203,0.056,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.957,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3157.8015,-0.634,4.2465,0.129,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.634,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3158.6587,-1.364,3.7723,0.072,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.364,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3159.7985,-2.174,2.9532,0.069,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.174,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3159.9477,-1.094,2.9197,0.261,kpno_solar_atlas|delbouille_liege_intensity,False,False,-1.094,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3160.1417,-0.6,4.3318,0.119,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.6,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3160.3023,-0.756,4.6078,0.05,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.756,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3162.2104,-1.49,3.7716,0.056,kpno_solar_atlas|delbouille_liege_intensity,False,False,-1.49,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3167.144,-0.928,4.2581,0.069,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.928,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3167.6044,-2.082,2.9408,0.082,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.843,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3167.8225,-2.06,2.9197,0.092,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.06,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3169.9141,-1.776,4.4975,0.13,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.776,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3171.8396,-1.037,4.2465,0.056,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.037,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3172.9395,-1.313,4.6881,0.229,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.313,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3173.8286,-0.984,4.2729,0.059,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.984,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3175.5715,-0.57,4.3446,0.122,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.57,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3175.7212,-2.571,4.1938,0.103,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.66,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3177.0493,-2.0,2.9408,0.099,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.0,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3177.6175,-2.13,2.9532,0.074,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.13,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3178.7126,-0.507,4.2679,0.16,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.507,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3183.3708,-1.933,4.6881,0.065,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.933,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3183.5644,-1.901,4.1098,0.201,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.901,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3187.0569,-1.119,4.6926,0.311,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.119,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3187.8218,-1.074,3.7634,0.134,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.074,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3189.2338,-2.263,4.1098,0.096,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.263,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3189.9533,-0.7,4.3537,0.091,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.7,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3192.24,-0.97,4.3445,0.052,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.97,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,3197.0016,-2.284,4.1223,0.09,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.284,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
