# linelist_procyon.csv — Procyon (HD 61421) per-system VALD3 linelist (RYA-309)
# Generated: 2026-06-14  by scripts/intake_build_procyon.py
# Stellar params (extraction): Teff=6530 K, logg=3.96, [Fe/H]=-0.04, vmic=1.7 km/s
#   (Heiter+2015 GBS fundamental Teff/logg; HFS-ON re-extraction)
# HFS splitting: ON (VERIFIED by split-group signature — supersedes the RYA-270
#   HFS-unsplit linelist_procyon.csv, quarantined as
#   linelist_procyon_rya270_hfsoff_quarantine.csv)
# Full species retained (Fe I + Fe II for the RYA-309 Fe run; all species kept
#   for the later RYA-308 all-element row).
# Extractions merged (all HFS-ON):
#   uv      : vald_procyon_uv_hfson_raw.txt (RyanSchmitt.019514.gz), 1150-3000 A
#   optical : vald_procyon_optical_hfson_raw.txt (RyanSchmitt.019513.gz), 3000-6910 A
#   nir     : vald_procyon_nir_hfson_raw.txt (RyanSchmitt.019515.gz), 6910-11000 A
# Wavelength convention: 'vacuum' for lambda < 2000 A (VALD delivers vacuum
#   below 2000 A despite the WL_air label), 'air' for lambda >= 2000 A.
#   NO vacuum->air conversion at build — done at the spectrum-matching boundary.
# Seam duplicates dropped at band endpoints: 73
# nist_grade empty pending NIST cross-validation; blend_flag=False everywhere.
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,vald_proximity_flag,blend_flag,priority,notes,extraction_source,wavelength_convention
Co,II,3575.24569,3.0088,-2.897,VALD3,,8.73,-6.54,-7.88,0.181,1.0,False,0,,optical_019513,air
Fe,II,3575.2717,4.0761,-3.959,VALD3,,8.48,-6.53,-7.897,0.053,1.0,False,1,,optical_019513,air
Co,I,3575.33565,0.1012,-2.414,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.34269,0.1012,-2.21,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.34906,0.1012,-2.145,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.35047,0.1012,-1.511,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.35475,0.1012,-2.152,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.35528,0.1012,-1.698,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.35948,0.1012,-1.917,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.35972,0.1011,-2.218,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.36304,0.1012,-2.18,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.36398,0.1011,-2.356,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.36591,0.1012,-2.511,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.3675,0.1011,-2.636,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.36809,0.1011,-2.958,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Fe,I,3575.36952,3.0173,-0.533,VALD3,,8.24,-6.03,-7.75,0.817,1.0,False,0,,optical_019513,air
Co,I,3575.36955,0.1011,-3.657,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.3701,0.1012,-2.414,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.37208,0.1012,-2.21,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.37233,0.1011,-2.636,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.37346,0.1012,-2.145,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.37366,0.1011,-2.356,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.3742,0.1012,-2.152,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Co,I,3575.37427,0.1012,-2.218,VALD3,,7.22,-6.23,-7.785,0.846,1.0,False,0,,optical_019513,air
Fe,II,3575.38972,4.4791,-3.409,VALD3,,8.59,-6.51,-7.887,0.084,1.0,False,1,,optical_019513,air
Fe,I,3575.75331,3.0176,-2.484,VALD3,,8.24,-6.03,-7.75,0.251,0.8184198939019751,False,1,,optical_019513,air
Ni,I,3575.93238,3.6988,-1.092,VALD3,,8.23,-5.47,-7.53,0.218,1.0,False,0,,optical_019513,air
Fe,I,3575.97625,2.8755,-1.081,VALD3,,8.14,-5.2,-7.54,0.772,1.0,False,1,,optical_019513,air
Fe,I,3575.98418,2.8755,-1.75,VALD3,,8.32,-5.1,-7.54,0.647,1.0,False,1,,optical_019513,air
Ce,II,3576.22877,0.1749,-0.77,VALD3,,0.0,0.0,0.0,0.063,1.0,False,0,,optical_019513,air
Dy,II,3576.24,0.5896,0.27,VALD3,,0.0,0.0,0.0,0.305,1.0,False,0,,optical_019513,air
Sc,II,3576.32389,0.0084,-1.212,VALD3,,8.38,-6.31,-7.83,0.936,1.0,False,0,,optical_019513,air
Sc,II,3576.32521,0.0084,-1.388,VALD3,,8.38,-6.31,-7.83,0.936,1.0,False,0,,optical_019513,air
Sc,II,3576.32752,0.0084,-1.039,VALD3,,8.38,-6.31,-7.83,0.936,1.0,False,0,,optical_019513,air
Sc,II,3576.32938,0.0084,-3.136,VALD3,,8.38,-6.31,-7.83,0.936,1.0,False,0,,optical_019513,air
Sc,II,3576.33069,0.0084,-1.212,VALD3,,8.38,-6.31,-7.83,0.936,1.0,False,0,,optical_019513,air
Sc,II,3576.33275,0.0084,-1.028,VALD3,,8.38,-6.31,-7.83,0.936,1.0,False,0,,optical_019513,air
Sc,II,3576.33516,0.0084,-1.71,VALD3,,8.38,-6.31,-7.83,0.936,1.0,False,0,,optical_019513,air
Sc,II,3576.33701,0.0084,-1.039,VALD3,,8.38,-6.31,-7.83,0.936,1.0,False,0,,optical_019513,air
Sc,II,3576.33955,0.0084,-1.186,VALD3,,8.38,-6.31,-7.83,0.936,1.0,False,0,,optical_019513,air
Sc,II,3576.34251,0.0084,-1.014,VALD3,,8.38,-6.31,-7.83,0.936,1.0,False,0,,optical_019513,air
Sc,II,3576.34492,0.0084,-1.028,VALD3,,8.38,-6.31,-7.83,0.936,1.0,False,0,,optical_019513,air
Sc,II,3576.35138,0.0084,-0.616,VALD3,,8.38,-6.31,-7.83,0.936,1.0,False,0,,optical_019513,air
Sc,II,3576.35434,0.0084,-1.186,VALD3,,8.38,-6.31,-7.83,0.936,1.0,False,0,,optical_019513,air
Fe,I,3576.37808,3.9841,-2.091,VALD3,,7.84,-3.79,-7.18,0.103,1.0,False,1,,optical_019513,air
Ti,II,3576.44013,1.5658,-3.566,VALD3,,8.35,-6.47,-7.86,0.054,1.0,False,0,,optical_019513,air
Fe,I,3576.75799,3.2671,-0.78,VALD3,,7.92,-5.63,-7.782,0.761,1.0,False,1,,optical_019513,air
Ni,II,3576.76439,3.0733,-1.676,VALD3,,8.56,-6.63,-7.93,0.815,1.0,False,0,,optical_019513,air
Fe,I,3576.79523,3.9286,-1.93,VALD3,,7.78,-3.56,-7.25,0.162,1.0,False,1,,optical_019513,air
Zr,II,3576.853,0.4091,-0.12,VALD3,,0.0,0.0,0.0,0.822,1.0,False,0,,optical_019513,air
Dy,II,3576.866,0.928,0.369,VALD3,,0.0,0.0,0.0,0.209,1.0,False,0,,optical_019513,air
V,II,3577.22899,2.3757,-1.758,VALD3,,8.24,-6.45,-7.87,0.077,1.0,False,0,,optical_019513,air
Ni,I,3577.234,0.2748,-4.531,VALD3,,6.31,-6.26,-7.82,0.095,1.0,False,0,,optical_019513,air
Ni,I,3577.237,0.2748,-4.117,VALD3,,6.31,-6.26,-7.82,0.22,0.9305069977318128,False,0,,optical_019513,air
Ce,II,3577.456,0.4704,0.14,VALD3,,0.0,0.0,0.0,0.242,0.510317083216143,False,0,,optical_019513,air
V,II,3577.64249,2.3697,-1.794,VALD3,,8.27,-6.52,-7.87,0.072,1.0,False,0,,optical_019513,air
Fe,I,3577.82905,3.9841,-1.855,VALD3,,7.65,-3.65,-7.11,0.17,1.0,False,1,,optical_019513,air
Mn,I,3577.84583,2.1142,-2.822,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Mn,I,3577.84738,2.1142,-2.691,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Mn,I,3577.84945,2.1142,-1.725,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Mn,I,3577.84991,2.1142,-2.788,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Mn,I,3577.85186,2.1142,-1.214,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Mn,I,3577.8522,2.1142,-1.537,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Mn,I,3577.85348,2.1142,-3.123,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Mn,I,3577.85581,2.1142,-1.081,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Mn,I,3577.85594,2.1142,-1.482,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Mn,I,3577.86071,2.1142,-1.52,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Mn,I,3577.86075,2.1142,-0.951,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Mn,I,3577.8666,2.1142,-1.708,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Mn,I,3577.86673,2.1142,-0.829,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Mn,I,3577.87382,2.1142,-0.716,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Mn,I,3577.88211,2.1142,-0.612,VALD3,,8.29,-5.67,-7.651,0.775,1.0,False,0,,optical_019513,air
Co,II,3577.95767,2.2356,-3.651,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Co,II,3577.96208,2.2356,-3.35,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Co,II,3577.96473,2.2356,-3.429,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Co,II,3577.96758,2.2356,-3.233,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Co,II,3577.97377,2.2356,-3.167,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Co,II,3577.97819,2.2356,-3.526,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Dy,II,3577.98,0.5382,-0.59,VALD3,,0.0,0.0,0.0,0.058,1.0,False,0,,optical_019513,air
Co,II,3577.98218,2.2356,-2.962,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Co,II,3577.99013,2.2356,-3.108,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Co,II,3577.99631,2.2356,-3.672,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Co,II,3578.00145,2.2356,-2.755,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Co,II,3578.01116,2.2356,-3.141,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Co,II,3578.01912,2.2356,-3.906,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Co,II,3578.02539,2.2357,-2.584,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Co,II,3578.03687,2.2357,-3.324,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Co,II,3578.04659,2.2357,-4.324,VALD3,,8.55,-6.56,-7.91,0.464,1.0,False,0,,optical_019513,air
Co,I,3578.05962,2.28,-1.587,VALD3,,8.31,-6.03,-7.74,0.14,1.0,False,0,,optical_019513,air
Co,I,3578.06675,2.28,-1.803,VALD3,,8.31,-6.03,-7.74,0.14,1.0,False,0,,optical_019513,air
Co,I,3578.07331,2.28,-2.086,VALD3,,8.31,-6.03,-7.74,0.14,1.0,False,0,,optical_019513,air
Co,I,3578.07415,2.28,-2.213,VALD3,,8.31,-6.03,-7.74,0.14,1.0,False,0,,optical_019513,air
Co,I,3578.07886,2.28,-2.052,VALD3,,8.31,-6.03,-7.74,0.14,1.0,False,0,,optical_019513,air
Co,I,3578.07905,2.28,-2.525,VALD3,,8.31,-6.03,-7.74,0.14,1.0,False,0,,optical_019513,air
Co,I,3578.083,2.28,-2.06,VALD3,,8.31,-6.03,-7.74,0.14,1.0,False,0,,optical_019513,air
Co,I,3578.08626,2.28,-3.078,VALD3,,8.31,-6.03,-7.74,0.14,1.0,False,0,,optical_019513,air
Co,I,3578.08632,2.28,-2.224,VALD3,,8.31,-6.03,-7.74,0.14,1.0,False,0,,optical_019513,air
Co,I,3578.08855,2.28,-2.65,VALD3,,8.31,-6.03,-7.74,0.14,1.0,False,0,,optical_019513,air
Co,I,3578.09027,2.28,-2.4,VALD3,,8.31,-6.03,-7.74,0.14,1.0,False,0,,optical_019513,air
Co,I,3578.09116,2.28,-2.224,VALD3,,8.31,-6.03,-7.74,0.14,1.0,False,0,,optical_019513,air
Cr,I,3578.18711,3.1442,-0.21,VALD3,,8.31,-4.83,-7.54,0.286,1.0,False,0,,optical_019513,air
Cr,I,3578.20876,1.0037,-2.941,VALD3,,6.27,-6.1,-7.79,0.051,1.0,False,0,,optical_019513,air
Zr,II,3578.211,1.208,-0.66,VALD3,,0.0,0.0,0.0,0.331,1.0,False,0,,optical_019513,air
Fe,I,3578.21196,4.1426,-1.98,VALD3,,7.9,-4.31,-7.07,0.098,1.0,False,1,,optical_019513,air
Fe,I,3578.38218,2.8852,-1.346,VALD3,,8.37,-4.98,-7.222,0.734,0.732263800568092,False,1,,optical_019513,air
Fe,I,3578.40895,2.7586,-3.071,VALD3,,7.97,-6.03,-7.79,0.127,1.0,False,1,,optical_019513,air
V,II,3578.63761,2.3763,-1.722,VALD3,,8.28,-6.47,-7.87,0.082,1.0,False,0,,optical_019513,air
Fe,I,3578.67207,2.2786,-1.81,VALD3,,8.51,-6.07,-7.635,0.753,1.0,False,1,,optical_019513,air
Cr,I,3578.7038,0.0,0.42,VALD3,,8.25,-6.07,-7.752,0.935,0.9869314659727654,False,0,,optical_019513,air
Cr,I,3578.76905,3.1952,-0.363,VALD3,,8.25,-4.99,-7.53,0.204,1.0,False,0,,optical_019513,air
Co,I,3578.88632,1.7403,-2.787,VALD3,,7.86,-6.17,-7.81,0.132,1.0,False,0,,optical_019513,air
Co,I,3578.89161,1.7403,-2.31,VALD3,,7.86,-6.17,-7.81,0.132,1.0,False,0,,optical_019513,air
Co,I,3578.89789,1.7403,-2.331,VALD3,,7.86,-6.17,-7.81,0.132,1.0,False,0,,optical_019513,air
Co,I,3578.89877,1.7403,-1.989,VALD3,,7.86,-6.17,-7.81,0.132,1.0,False,0,,optical_019513,air
Co,I,3578.9016,1.7403,-2.31,VALD3,,7.86,-6.17,-7.81,0.132,1.0,False,0,,optical_019513,air
Co,I,3578.90689,1.7403,-2.456,VALD3,,7.86,-6.17,-7.81,0.132,1.0,False,0,,optical_019513,air
Co,I,3579.01333,1.7403,-1.998,VALD3,,7.94,-6.14,-7.81,0.16,1.0,False,0,,optical_019513,air
Co,I,3579.02032,1.7403,-2.214,VALD3,,7.94,-6.14,-7.81,0.16,1.0,False,0,,optical_019513,air
Co,I,3579.02683,1.7403,-2.497,VALD3,,7.94,-6.14,-7.81,0.16,1.0,False,0,,optical_019513,air
Co,I,3579.02748,1.7403,-2.624,VALD3,,7.94,-6.14,-7.81,0.16,1.0,False,0,,optical_019513,air
Co,I,3579.03212,1.7403,-2.463,VALD3,,7.94,-6.14,-7.81,0.16,1.0,False,0,,optical_019513,air
Co,I,3579.03255,1.7403,-2.936,VALD3,,7.94,-6.14,-7.81,0.16,1.0,False,0,,optical_019513,air
Co,I,3579.03626,1.7403,-2.471,VALD3,,7.94,-6.14,-7.81,0.16,1.0,False,0,,optical_019513,air
Co,I,3579.03928,1.7403,-3.489,VALD3,,7.94,-6.14,-7.81,0.16,1.0,False,0,,optical_019513,air
Co,I,3579.03963,1.7403,-2.635,VALD3,,7.94,-6.14,-7.81,0.16,1.0,False,0,,optical_019513,air
Co,I,3579.04155,1.7403,-3.061,VALD3,,7.94,-6.14,-7.81,0.16,1.0,False,0,,optical_019513,air
Co,I,3579.04334,1.7403,-2.811,VALD3,,7.94,-6.14,-7.81,0.16,1.0,False,0,,optical_019513,air
Co,I,3579.04435,1.7403,-2.635,VALD3,,7.94,-6.14,-7.81,0.16,1.0,False,0,,optical_019513,air
Fe,I,3579.82696,3.241,-1.81,VALD3,,8.03,-4.66,-7.51,0.487,0.0298922108564239,False,1,,optical_019513,air
Dy,II,3580.036,1.2238,0.072,VALD3,,0.0,0.0,0.0,0.063,0.5411773868052823,False,0,,optical_019513,air
Re,II,3580.127,2.1354,1.2,VALD3,,0.0,0.0,0.0,0.136,0.2708814904880842,False,0,,optical_019513,air
Er,II,3580.518,0.0546,-0.62,VALD3,,0.0,0.0,0.0,0.118,1.0,False,0,,optical_019513,air
Fe,I,3580.53292,3.9433,-1.551,VALD3,,7.66,-3.75,-7.12,0.305,1.0,False,1,,optical_019513,air
Sc,II,3580.62938,3.6977,-1.657,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.63024,3.6977,-1.578,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.63134,3.6977,-1.754,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.63166,3.6977,-1.879,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.63276,3.6977,-1.395,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.63432,3.6977,-1.9,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.63474,3.6977,-1.461,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.6363,3.6977,-1.336,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.63834,3.6977,-2.134,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.63883,3.6977,-1.19,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.64087,3.6977,-1.369,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.64342,3.6977,-2.552,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.64394,3.6977,-0.983,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.64649,3.6977,-1.552,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.65008,3.6977,-0.812,VALD3,,8.64,-5.58,-7.64,0.055,1.0,False,0,,optical_019513,air
Sc,II,3580.91323,0.0,-0.734,VALD3,,8.38,-6.31,-7.83,0.929,1.0,False,0,,optical_019513,air
Sc,II,3580.91912,0.0,-0.93,VALD3,,8.38,-6.31,-7.83,0.929,1.0,False,0,,optical_019513,air
Fe,I,3580.92115,3.2657,-1.552,VALD3,,8.05,-4.39,-7.52,0.592,1.0,False,1,,optical_019513,air
Sc,II,3580.92253,0.0,-0.93,VALD3,,8.38,-6.31,-7.83,0.929,1.0,False,0,,optical_019513,air
Sc,II,3580.92841,0.0,-2.115,VALD3,,8.38,-6.31,-7.83,0.929,1.0,False,0,,optical_019513,air
Sc,II,3580.93295,0.0,-0.934,VALD3,,8.38,-6.31,-7.83,0.929,1.0,False,0,,optical_019513,air
Sc,II,3580.93553,0.0,-0.934,VALD3,,8.38,-6.31,-7.83,0.929,1.0,False,0,,optical_019513,air
Sc,II,3580.94007,0.0,-1.189,VALD3,,8.38,-6.31,-7.83,0.929,1.0,False,0,,optical_019513,air
Fe,I,3581.19272,0.859,0.406,VALD3,,8.08,-6.05,-7.679,0.959,0.5289177365715857,False,0,,optical_019513,air
Fe,I,3581.64654,2.6924,-1.255,VALD3,,8.0,-6.14,-7.78,0.773,0.301582702060463,False,1,,optical_019513,air
Fe,I,3581.80695,3.0713,-1.079,VALD3,,8.07,-5.56,-7.69,0.746,0.7198825536453519,False,1,,optical_019513,air
Co,I,3581.86786,2.3278,-2.177,VALD3,,8.17,-6.11,-7.76,0.078,1.0,False,0,,optical_019513,air
Co,I,3581.87176,2.3278,-2.031,VALD3,,8.17,-6.11,-7.76,0.078,1.0,False,0,,optical_019513,air
Co,I,3581.87313,2.3278,-1.71,VALD3,,8.17,-6.11,-7.76,0.078,1.0,False,0,,optical_019513,air
Co,I,3581.87469,2.3278,-2.052,VALD3,,8.17,-6.11,-7.76,0.078,1.0,False,0,,optical_019513,air
Co,I,3581.87801,2.3278,-2.031,VALD3,,8.17,-6.11,-7.76,0.078,1.0,False,0,,optical_019513,air
Co,I,3581.88191,2.3278,-2.508,VALD3,,8.17,-6.11,-7.76,0.078,1.0,False,0,,optical_019513,air
Gd,II,3581.909,1.0602,0.26,VALD3,,0.0,0.0,0.0,0.09,1.0,False,0,,optical_019513,air
Fe,I,3581.92797,3.8816,-1.59,VALD3,,7.69,-3.57,-7.14,0.312,1.0,False,1,,optical_019513,air
Zr,II,3582.069,1.6649,-0.8,VALD3,,0.0,0.0,0.0,0.118,1.0,False,0,,optical_019513,air
Fe,I,3582.19944,3.2367,-0.303,VALD3,,6.7,-6.17,-7.786,0.816,0.4619879980751529,False,0,,optical_019513,air
Fe,I,3582.3183,3.3009,-1.129,VALD3,,8.0,-4.72,-7.47,0.701,0.678941268458024,False,1,,optical_019513,air
Fe,I,3582.33281,3.283,-2.607,VALD3,,8.02,-6.03,-7.51,0.127,1.0,False,1,,optical_019513,air
Fe,I,3582.40547,3.9597,-2.118,VALD3,,7.67,-4.01,-7.18,0.102,1.0,False,1,,optical_019513,air
Ni,I,3582.4314,3.7963,-1.576,VALD3,,8.4,-4.38,-7.49,0.067,1.0,False,0,,optical_019513,air
Fe,I,3582.5642,2.4534,-2.483,VALD3,,7.49,-6.01,-7.82,0.503,0.6875799300619869,False,1,,optical_019513,air
Cr,I,3582.62115,1.03,-2.425,VALD3,,6.31,-6.02,-7.79,0.151,1.0,False,0,,optical_019513,air
Fe,I,3582.68368,2.882,-1.945,VALD3,,8.14,-5.2,-7.54,0.573,0.4676078695572376,False,1,,optical_019513,air
Fe,I,3583.32449,2.882,-0.987,VALD3,,8.31,-5.29,-7.55,0.782,0.9930640805946556,False,1,,optical_019513,air
Fe,I,3583.33,3.2918,-0.88,VALD3,,8.03,-4.76,-7.127,0.743,1.0,False,1,,optical_019513,air
Fe,I,3583.59347,3.8816,-1.177,VALD3,,7.9,-3.77,-7.22,0.515,1.0,False,1,,optical_019513,air
Mn,I,3583.65652,2.9197,-2.085,VALD3,,7.26,-6.13,-7.733,0.053,1.0,False,0,,optical_019513,air
Mn,I,3583.65948,2.9197,-2.774,VALD3,,7.26,-6.13,-7.733,0.053,1.0,False,0,,optical_019513,air
Mn,I,3583.66184,2.9197,-3.728,VALD3,,7.26,-6.13,-7.733,0.053,1.0,False,0,,optical_019513,air
Mn,I,3583.67023,2.9197,-2.297,VALD3,,7.26,-6.13,-7.733,0.053,1.0,False,0,,optical_019513,air
Mn,I,3583.67259,2.9197,-2.628,VALD3,,7.26,-6.13,-7.733,0.053,1.0,False,0,,optical_019513,air
Mn,I,3583.67437,2.9197,-3.348,VALD3,,7.26,-6.13,-7.733,0.053,1.0,False,0,,optical_019513,air
Mn,I,3583.68065,2.9197,-2.57,VALD3,,7.26,-6.13,-7.733,0.053,1.0,False,0,,optical_019513,air
Fe,I,3583.68237,3.283,-1.184,VALD3,,8.05,-4.81,-7.51,0.693,1.0,False,1,,optical_019513,air
Mn,I,3583.68243,2.9197,-2.649,VALD3,,7.26,-6.13,-7.733,0.053,1.0,False,0,,optical_019513,air
Mn,I,3583.68361,2.9197,-3.172,VALD3,,7.26,-6.13,-7.733,0.053,1.0,False,0,,optical_019513,air
Mn,I,3583.6878,2.9197,-2.98,VALD3,,7.26,-6.13,-7.733,0.053,1.0,False,0,,optical_019513,air
Mn,I,3583.68898,2.9197,-2.804,VALD3,,7.26,-6.13,-7.733,0.053,1.0,False,0,,optical_019513,air
Mn,I,3583.68957,2.9197,-3.126,VALD3,,7.26,-6.13,-7.733,0.053,1.0,False,0,,optical_019513,air
Fe,I,3583.90142,3.8835,-1.248,VALD3,,7.72,-3.57,-7.14,0.482,0.3918588353770995,False,1,,optical_019513,air
Fe,I,3584.15121,2.9398,-1.676,VALD3,,7.98,-4.3,-7.5,0.65,0.3234510913031205,False,1,,optical_019513,air
Cr,I,3584.33678,3.1952,0.764,VALD3,,8.3,-5.04,-7.54,0.667,0.8483488961096826,False,0,,optical_019513,air
Dy,II,3584.418,1.4631,0.265,VALD3,,0.0,0.0,0.0,0.061,1.0,False,0,,optical_019513,air
Y,II,3584.51441,0.1042,-0.887,VALD3,,8.46,-6.23,-7.76,0.839,1.0,False,0,,optical_019513,air
Y,II,3584.5159,0.1042,-1.586,VALD3,,8.46,-6.23,-7.76,0.839,1.0,False,0,,optical_019513,air
Y,II,3584.51615,0.1042,-0.632,VALD3,,8.46,-6.23,-7.76,0.839,1.0,False,0,,optical_019513,air
Ni,I,3584.59447,3.606,-1.259,VALD3,,7.48,-3.41,-7.1,0.185,1.0,False,0,,optical_019513,air
Fe,I,3584.65912,2.6924,-0.157,VALD3,,8.01,-6.08,-7.78,0.873,1.0,False,0,,optical_019513,air
Co,I,3584.7796,0.1744,-3.14,VALD3,,7.6,-6.21,-7.777,0.293,1.0,False,0,,optical_019513,air
Fe,I,3584.7858,2.8654,-0.823,VALD3,,8.31,-5.08,-7.54,0.802,1.0,False,0,,optical_019513,air
Co,I,3584.78628,0.1744,-3.281,VALD3,,7.6,-6.21,-7.777,0.293,1.0,False,0,,optical_019513,air
Co,I,3584.79247,0.1744,-3.445,VALD3,,7.6,-6.21,-7.777,0.293,1.0,False,0,,optical_019513,air
Co,I,3584.79811,0.1744,-3.643,VALD3,,7.6,-6.21,-7.777,0.293,1.0,False,0,,optical_019513,air
Co,I,3584.80221,0.1744,-3.98,VALD3,,7.6,-6.21,-7.777,0.293,1.0,False,0,,optical_019513,air
Co,I,3584.80318,0.1744,-3.898,VALD3,,7.6,-6.21,-7.777,0.293,1.0,False,0,,optical_019513,air
Co,I,3584.80563,0.1744,-3.784,VALD3,,7.6,-6.21,-7.777,0.293,1.0,False,0,,optical_019513,air
Co,I,3584.80764,0.1744,-4.286,VALD3,,7.6,-6.21,-7.777,0.293,1.0,False,0,,optical_019513,air
Co,I,3584.80857,0.1744,-3.73,VALD3,,7.6,-6.21,-7.777,0.293,1.0,False,0,,optical_019513,air
Co,I,3584.81098,0.1744,-3.752,VALD3,,7.6,-6.21,-7.777,0.293,1.0,False,0,,optical_019513,air
