element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,vald_proximity_flag,blend_flag,priority,notes
Co,II,1188.48719,0.0,-3.365,VALD3,,0.0,0.0,0.0,0.114,1.0,False,2,
Co,II,1188.48719,0.0,-2.536,VALD3,,0.0,0.0,0.0,0.114,1.0,False,2,
Co,II,1188.48719,0.0,-3.155,VALD3,,0.0,0.0,0.0,0.114,1.0,False,2,
Co,II,1188.48857,0.0,-2.378,VALD3,,0.0,0.0,0.0,0.114,1.0,False,2,
Co,II,1188.48857,0.0,-3.365,VALD3,,0.0,0.0,0.0,0.114,1.0,False,2,
Mn,II,1188.50455,1.7762,-0.408,VALD3,,8.5,-5.34,-7.57,0.126,1.0,False,3,
Cl,I,1188.751,0.0,-1.45,VALD3,,0.0,0.0,0.0,0.775,1.0,False,0,
Cl,I,1188.774,0.0,-0.35,VALD3,,0.0,0.0,0.0,0.897,1.0,False,0,
Fe,II,1188.81624,0.3013,-2.485,VALD3,,8.61,-6.56,-7.796,0.666,1.0,False,1,
C,I,1188.833,0.0,-1.906,VALD3,,0.0,0.0,0.0,0.903,1.0,False,1,
C,I,1188.992,0.002,-1.818,VALD3,,0.0,0.0,0.0,0.903,1.0,False,1,
C,I,1189.065,0.002,-1.893,VALD3,,0.0,0.0,0.0,0.903,1.0,False,1,
Fe,II,1189.17824,0.3519,-3.283,VALD3,,8.62,-6.68,-7.709,0.24,1.0,False,1,
C,I,1189.249,0.002,-1.937,VALD3,,0.0,0.0,0.0,0.903,0.612116,False,1,
C,I,1189.447,0.0054,-1.725,VALD3,,0.0,0.0,0.0,0.903,0.681004,False,1,
Co,II,1189.53119,0.0,-1.011,VALD3,,8.86,-6.5,-7.89,0.38,1.0,False,2,
Cu,I,1189.63099,0.0,-0.72,VALD3,,8.36,-4.04,-7.2,0.463,1.0,False,2,
Cu,I,1189.63099,0.0,-0.992,VALD3,,8.1,-3.88,-7.2,0.323,1.0,False,2,
Cu,I,1189.63099,0.0,-1.783,VALD3,,7.63,-3.86,-7.2,0.075,1.0,False,2,
C,I,1189.631,0.0054,-1.252,VALD3,,0.0,0.0,0.0,0.905,1.0,False,1,
Cu,I,1189.90603,0.0,-1.788,VALD3,,7.38,-3.5,-6.8,0.068,0.664874,False,2,
C,I,1190.021,0.0,-3.239,VALD3,,0.0,0.0,0.0,0.86,0.205808,False,1,
C,I,1190.253,0.002,-3.515,VALD3,,0.0,0.0,0.0,0.818,0.565412,False,1,
Fe,II,1190.26468,1.0762,-2.334,VALD3,,8.71,-6.5,-7.737,0.238,1.0,False,1,
Si,II,1190.41582,0.0,-0.245,VALD3,,9.63,-6.55,-7.81,0.904,0.306646,False,1,
Co,II,1190.60876,0.0,-1.561,VALD3,,8.59,-6.55,-7.9,0.145,1.0,False,2,
C,I,1190.64,0.0054,-5.095,VALD3,,0.0,0.0,0.0,0.17,1.0,False,1,
Cu,I,1190.77913,0.0,-0.995,VALD3,,8.39,-2.73,-6.8,0.319,0.295654,False,2,
Fe,II,1190.94236,1.0762,-2.833,VALD3,,8.59,-6.5,-7.743,0.088,0.295628,False,1,
Fe,II,1191.35623,1.0405,-2.298,VALD3,,8.58,-6.5,-7.923,0.27,0.320376,False,1,
Fe,II,1191.47429,0.3519,-2.17,VALD3,,8.61,-6.69,-7.712,0.759,0.180191,False,1,
C,I,1191.838,0.0054,-2.363,VALD3,,0.0,0.0,0.0,0.898,1.0,False,1,
S,I,1191.89511,0.0,0.175,VALD3,,9.01,-4.08,-7.16,0.904,1.0,False,1,
S,I,1191.89511,0.0,-0.622,VALD3,,8.98,-4.08,-7.16,0.903,1.0,False,1,
S,I,1191.89511,0.0,-1.83,VALD3,,8.96,-4.07,-7.16,0.898,1.0,False,1,
Fe,II,1192.02987,1.0405,-1.203,VALD3,,8.58,-6.5,-7.927,0.769,1.0,False,1,
Fe,II,1192.14849,1.0405,-2.09,VALD3,,8.56,-6.5,-7.701,0.372,1.0,False,1,
C,I,1192.218,0.0,-2.86,VALD3,,0.0,0.0,0.0,0.887,0.614977,False,1,
Mn,II,1192.31605,1.8094,-0.576,VALD3,,8.5,-5.34,-7.57,0.083,0.931813,False,3,
C,I,1192.451,0.002,-2.313,VALD3,,0.0,0.0,0.0,0.899,0.1739,False,1,
C,I,1192.835,0.0054,-2.854,VALD3,,0.0,0.0,0.0,0.886,0.382961,False,1,
C,I,1193.009,0.002,-1.074,VALD3,,0.0,0.0,0.0,0.903,1.0,False,1,
C,I,1193.031,0.0,-1.388,VALD3,,0.0,0.0,0.0,0.902,1.0,False,1,
C,I,1193.24,0.0054,-0.78,VALD3,,0.0,0.0,0.0,0.903,1.0,False,1,
C,I,1193.264,0.002,-1.561,VALD3,,0.0,0.0,0.0,0.903,1.0,False,1,
Si,II,1193.28966,0.0,0.075,VALD3,,9.63,-6.55,-7.81,0.903,1.0,False,1,
Cu,I,1193.31002,0.0,-1.237,VALD3,,7.85,-2.96,-6.71,0.213,1.0,False,2,
Cu,I,1193.31002,0.0,-1.492,VALD3,,7.6,-2.81,-6.73,0.131,1.0,False,2,
C,I,1193.393,0.0054,-1.432,VALD3,,0.0,0.0,0.0,0.902,1.0,False,1,
C,I,1193.649,0.0054,-2.841,VALD3,,0.0,0.0,0.0,0.885,0.991718,False,1,
C,I,1193.679,0.002,-1.566,VALD3,,0.0,0.0,0.0,0.903,0.9681,False,1,
Cu,I,1193.89899,0.0,-0.929,VALD3,,8.45,-2.13,-6.7,0.349,1.0,False,2,
Cu,I,1193.89899,0.0,-1.661,VALD3,,7.47,-2.28,-6.72,0.091,1.0,False,2,
Cu,I,1193.89899,0.0,-1.747,VALD3,,7.34,-1.98,-6.69,0.075,1.0,False,2,
C,I,1193.995,0.0,-1.905,VALD3,,0.0,0.0,0.0,0.901,0.960162,False,1,
C,I,1194.064,0.0054,-1.497,VALD3,,0.0,0.0,0.0,0.902,0.99165,False,1,
C,I,1194.229,0.002,-2.272,VALD3,,0.0,0.0,0.0,0.899,1.0,False,1,
C,I,1194.301,0.002,-2.358,VALD3,,0.0,0.0,0.0,0.898,1.0,False,1,
C,I,1194.406,0.002,-2.026,VALD3,,0.0,0.0,0.0,0.9,1.0,False,1,
C,I,1194.488,0.0054,-1.994,VALD3,,0.0,0.0,0.0,0.9,1.0,False,1,
Si,II,1194.50023,0.0356,0.487,VALD3,,9.63,-6.55,-7.81,0.902,1.0,False,1,
Fe,II,1194.60831,0.3519,-3.64,VALD3,,8.61,-6.56,-7.796,0.115,1.0,False,1,
C,I,1194.615,0.0054,-1.945,VALD3,,0.0,0.0,0.0,0.9,1.0,False,1,
Fe,II,1194.65862,0.3519,-1.798,VALD3,,8.6,-6.55,-7.718,0.844,1.0,False,1,
C,I,1194.69,0.0054,-3.436,VALD3,,0.0,0.0,0.0,0.83,1.0,False,1,
Cu,I,1194.97199,0.0,-1.851,VALD3,,7.53,-5.49,-7.81,0.058,0.625489,False,2,
Fe,II,1195.05504,1.0762,-2.499,VALD3,,8.56,-6.5,-7.929,0.171,0.247542,False,1,
Fe,II,1195.45546,0.3865,-3.261,VALD3,,8.61,-6.69,-7.714,0.224,0.921815,False,1,
Fe,II,1195.46535,1.0762,-1.627,VALD3,,8.58,-6.5,-7.922,0.577,0.357278,False,1,
Cu,I,1196.2541,0.0,-1.648,VALD3,,7.73,-5.19,-7.76,0.096,1.0,False,2,
Cu,I,1196.2541,0.0,-1.882,VALD3,,7.22,-4.76,-7.73,0.058,1.0,False,2,
Fe,II,1196.26308,1.0762,-1.823,VALD3,,8.56,-6.5,-7.703,0.48,0.340356,False,1,
Cu,I,1196.36401,0.0,-1.839,VALD3,,7.34,-2.92,-7.11,0.062,1.0,False,2,
Fe,II,1197.08983,1.0762,-2.39,VALD3,,8.71,-6.5,-7.729,0.209,1.0,False,1,
Mn,II,1197.1834,0.0,-0.43,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Mn,II,1197.18373,0.0,-0.55,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Mn,II,1197.18406,0.0,-0.681,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Mn,II,1197.18441,0.0,-0.827,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Mn,II,1197.18476,0.0,-0.99,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Mn,II,1197.18512,0.0,-1.166,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Mn,II,1197.18569,0.0,-1.467,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Mn,II,1197.18571,0.0,-1.284,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Mn,II,1197.18574,0.0,-1.225,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Mn,II,1197.18578,0.0,-1.259,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Mn,II,1197.18582,0.0,-1.442,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Mn,II,1197.18665,0.0,-2.421,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Mn,II,1197.18705,0.0,-2.312,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Mn,II,1197.18746,0.0,-2.421,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Mn,II,1197.18788,0.0,-2.764,VALD3,,8.87,-6.5,-7.85,0.897,1.0,False,3,
Si,II,1197.39385,0.0356,-0.202,VALD3,,9.63,-6.55,-7.81,0.902,1.0,False,1,
Fe,II,1197.43498,1.0969,-2.139,VALD3,,8.56,-6.5,-7.929,0.305,1.0,False,1,
S,I,1197.54821,0.0491,-0.114,VALD3,,8.98,-4.08,-7.16,0.901,1.0,False,1,
S,I,1197.54821,0.0491,-0.622,VALD3,,8.96,-4.07,-7.16,0.901,1.0,False,1,
C,I,1197.87,0.002,-3.66,VALD3,,0.0,0.0,0.0,0.781,0.400526,False,1,
Cu,I,1197.88009,0.0,-1.445,VALD3,,7.93,-4.83,-7.65,0.142,1.0,False,2,
Cu,I,1197.88009,0.0,-1.64,VALD3,,7.46,-4.28,-7.57,0.096,1.0,False,2,
Fe,II,1198.06422,1.0969,-2.805,VALD3,,8.37,-6.07,-7.68,0.086,1.0,False,1,
C,I,1198.26,0.0054,-4.138,VALD3,,0.0,0.0,0.0,0.601,1.0,False,1,
Co,II,1198.4017,0.1178,-2.802,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Co,II,1198.40207,0.1178,-2.723,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Co,II,1198.40207,0.1178,-2.899,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Co,II,1198.40268,0.1178,-3.045,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Co,II,1198.40268,0.1178,-2.54,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Co,II,1198.40268,0.1178,-3.024,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Co,II,1198.40354,0.1178,-2.606,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Co,II,1198.40354,0.1178,-3.279,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Co,II,1198.40354,0.1178,-2.481,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Co,II,1198.40463,0.1178,-3.697,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Co,II,1198.40463,0.1178,-2.514,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Co,II,1198.40463,0.1178,-2.335,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Co,II,1198.40598,0.1178,-2.697,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Co,II,1198.40598,0.1178,-2.128,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Co,II,1198.40756,0.1178,-1.957,VALD3,,0.0,0.0,0.0,0.163,1.0,False,2,
Fe,II,1198.66113,0.3865,-2.335,VALD3,,8.6,-6.55,-7.717,0.674,0.328847,False,1,
Fe,II,1198.93204,2.6349,0.006,VALD3,,8.86,-6.53,-7.776,0.362,0.280601,False,1,
Fe,II,1199.2371,2.657,-0.133,VALD3,,8.85,-6.52,-7.948,0.287,1.0,False,1,
Cu,I,1199.30004,0.0,-1.368,VALD3,,8.01,-2.54,-6.76,0.166,1.0,False,2,
Fe,II,1199.34614,1.0969,-2.958,VALD3,,8.51,-6.37,-7.75,0.064,1.0,False,1,
Mn,II,1199.38908,0.0,-1.44,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.3895,0.0,-1.265,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.38992,0.0,-1.243,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.39032,0.0,-1.319,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.39072,0.0,-1.528,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.39118,0.0,-0.547,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.39122,0.0,-0.755,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.39125,0.0,-0.992,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.39128,0.0,-1.261,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.3913,0.0,-1.537,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.39131,0.0,-1.625,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.39188,0.0,-1.528,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.39225,0.0,-1.319,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.39262,0.0,-1.243,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.39298,0.0,-1.265,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Mn,II,1199.39333,0.0,-1.44,VALD3,,8.87,-6.5,-7.85,0.896,1.0,False,3,
Fe,II,1199.47789,1.0969,-1.932,VALD3,,8.71,-6.5,-7.729,0.405,1.0,False,1,
N,I,1199.55,0.0,-0.278,VALD3,,0.0,0.0,0.0,0.901,1.0,False,2,
Fe,II,1199.67232,2.6758,-0.259,VALD3,,8.84,-6.5,-7.767,0.221,1.0,False,1,
Cu,I,1199.98694,0.0,-1.152,VALD3,,8.22,-4.65,-7.48,0.243,1.0,False,2,
Cu,I,1199.98694,0.0,-1.291,VALD3,,7.79,-4.55,-7.49,0.189,1.0,False,2,
Cu,I,1199.98694,0.0,-1.866,VALD3,,7.25,-4.5,-7.49,0.056,1.0,False,2,
Cu,I,1199.98694,0.0,-1.894,VALD3,,7.5,-4.51,-7.48,0.052,1.0,False,2,
S,I,1200.10042,0.0711,-0.484,VALD3,,8.96,-4.07,-7.16,0.9,0.584695,False,1,
N,I,1200.223,0.0,-0.459,VALD3,,0.0,0.0,0.0,0.901,0.680321,False,2,
Cu,I,1200.22703,0.0,-1.497,VALD3,,7.59,-3.28,-6.73,0.131,1.0,False,2,
Fe,II,1200.24042,2.6919,-0.35,VALD3,,8.83,-6.49,-7.936,0.188,1.0,False,1,
Co,II,1200.56266,0.1178,-1.204,VALD3,,8.85,-6.54,-7.89,0.214,0.365223,False,2,
N,I,1200.71,0.0,-0.762,VALD3,,0.0,0.0,0.0,0.9,0.446503,False,2,
Fe,II,1200.89397,0.3865,-1.996,VALD3,,8.59,-6.64,-7.722,0.791,1.0,False,1,
Mn,II,1201.10995,0.0,-1.527,VALD3,,8.87,-6.5,-7.85,0.892,1.0,False,3,
Mn,II,1201.11053,0.0,-1.624,VALD3,,8.87,-6.5,-7.85,0.892,1.0,False,3,
Mn,II,1201.11078,0.0,-2.071,VALD3,,8.87,-6.5,-7.85,0.892,1.0,False,3,
Mn,II,1201.11136,0.0,-1.362,VALD3,,8.87,-6.5,-7.85,0.892,1.0,False,3,
Mn,II,1201.11232,0.0,-1.26,VALD3,,8.87,-6.5,-7.85,0.892,1.0,False,3,
Mn,II,1201.11274,0.0,-2.038,VALD3,,8.87,-6.5,-7.85,0.892,1.0,False,3,
Mn,II,1201.1137,0.0,-1.276,VALD3,,8.87,-6.5,-7.85,0.892,1.0,False,3,
Mn,II,1201.11504,0.0,-1.008,VALD3,,8.87,-6.5,-7.85,0.892,1.0,False,3,
Mn,II,1201.11564,0.0,-2.184,VALD3,,8.87,-6.5,-7.85,0.892,1.0,False,3,
Mn,II,1201.11698,0.0,-1.286,VALD3,,8.87,-6.5,-7.85,0.892,1.0,False,3,
Mn,II,1201.11871,0.0,-0.808,VALD3,,8.87,-6.5,-7.85,0.892,1.0,False,3,
Mn,II,1201.11947,0.0,-2.549,VALD3,,8.87,-6.5,-7.85,0.892,1.0,False,3,
Mn,II,1201.1212,0.0,-1.452,VALD3,,8.87,-6.5,-7.85,0.892,1.0,False,3,
Mn,II,1201.12331,0.0,-0.64,VALD3,,8.87,-6.5,-7.85,0.892,1.0,False,3,
Cl,I,1201.353,0.1094,-0.57,VALD3,,0.0,0.0,0.0,0.879,1.0,False,0,
Cu,I,1202.75301,0.0,-0.685,VALD3,,8.69,-3.89,-7.2,0.474,1.0,False,2,
Cu,I,1202.75301,0.0,-0.75,VALD3,,8.32,-3.83,-7.17,0.44,1.0,False,2,
Cu,I,1202.75301,0.0,-1.468,VALD3,,7.63,-3.83,-7.19,0.137,1.0,False,2,
Cu,I,1202.75301,0.0,-1.552,VALD3,,7.84,-3.84,-7.2,0.117,1.0,False,2,
Cu,I,1203.00086,0.0,-1.642,VALD3,,7.45,-2.65,-6.78,0.093,0.335476,False,2,
Pb,II,1203.616,0.0,0.0,VALD3,,0.0,0.0,0.0,0.108,0.093389,False,0,
Mn,II,1203.78996,0.0,-3.169,VALD3,,8.71,-6.5,-7.87,0.051,0.260336,False,3,
Fe,II,1204.03677,1.9645,-1.733,VALD3,,8.67,-6.54,-7.71,0.076,0.071749,False,1,
S,I,1205.5644,0.0,-1.514,VALD3,,7.35,-2.33,-6.38,0.895,1.0,False,1,
S,I,1205.5644,0.0,-2.238,VALD3,,7.36,-2.93,-6.38,0.882,1.0,False,1,
S,I,1205.5644,0.0,-3.397,VALD3,,7.37,-2.66,-6.38,0.638,1.0,False,1,
Fe,II,1205.60639,0.9863,-2.8,VALD3,,8.03,-5.82,-7.63,0.117,1.0,False,1,
Co,II,1206.09366,0.1178,-3.73,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09366,0.1178,-3.253,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09403,0.1178,-3.253,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09403,0.1178,-3.031,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09403,0.1178,-21.681,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09465,0.1178,-3.031,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09465,0.1178,-3.876,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09465,0.1178,-2.932,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09552,0.1178,-2.906,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09552,0.1178,-3.246,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09552,0.1178,-2.932,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09663,0.1178,-2.959,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09663,0.1178,-2.86,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09663,0.1178,-2.906,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09799,0.1178,-2.959,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09799,0.1178,-3.154,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.09799,0.1178,-2.574,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.0996,0.1178,-2.346,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Co,II,1206.0996,0.1178,-3.154,VALD3,,0.0,0.0,0.0,0.08,1.0,False,2,
Cu,I,1206.52295,0.0,-1.242,VALD3,,8.13,-2.32,-6.7,0.205,0.759902,False,2,
Cu,I,1206.52295,0.0,-1.578,VALD3,,7.5,-2.41,-6.7,0.106,1.0,False,2,
Cu,I,1206.73988,0.0,-0.441,VALD3,,8.63,-2.28,-6.71,0.595,0.2563,False,2,
S,I,1206.99623,0.0,-2.653,VALD3,,6.98,-2.28,-6.43,0.85,1.0,False,1,
S,I,1206.99623,0.0,-3.802,VALD3,,6.99,-2.27,-6.43,0.431,1.0,False,1,
S,I,1207.01517,0.0,-1.949,VALD3,,6.96,-2.33,-6.43,0.89,1.0,False,1,
Fe,II,1207.36049,0.9863,-3.126,VALD3,,8.02,-5.92,-7.62,0.061,1.0,False,1,
Co,II,1207.39901,0.198,-3.181,VALD3,,0.0,0.0,0.0,0.104,1.0,False,2,
Co,II,1207.4006,0.198,-2.741,VALD3,,0.0,0.0,0.0,0.104,1.0,False,2,
Co,II,1207.40117,0.198,-2.482,VALD3,,0.0,0.0,0.0,0.104,1.0,False,2,
Co,II,1207.40195,0.198,-2.47,VALD3,,0.0,0.0,0.0,0.104,1.0,False,2,
Co,II,1207.40229,0.198,-2.366,VALD3,,0.0,0.0,0.0,0.104,1.0,False,2,
Co,II,1207.40315,0.198,-2.486,VALD3,,0.0,0.0,0.0,0.104,1.0,False,2,
Co,II,1207.40382,0.1981,-1.993,VALD3,,0.0,0.0,0.0,0.104,1.0,False,2,
Co,II,1207.40445,0.198,-2.286,VALD3,,0.0,0.0,0.0,0.104,1.0,False,2,
Co,II,1207.40484,0.198,-2.741,VALD3,,0.0,0.0,0.0,0.104,1.0,False,2,
Cu,I,1207.80386,0.0,-1.828,VALD3,,7.27,-2.84,-6.8,0.066,1.0,False,2,
Cu,I,1207.80386,0.0,-1.848,VALD3,,7.54,-2.95,-6.86,0.063,1.0,False,2,
Co,II,1208.13244,0.198,-1.296,VALD3,,8.87,-6.53,-7.89,0.145,0.199832,False,2,
Co,II,1208.27651,0.1178,-1.557,VALD3,,8.6,-6.57,-7.9,0.102,0.247964,False,2,
S,I,1208.82442,0.0,-2.938,VALD3,,6.75,-2.37,-6.49,0.801,1.0,False,1,
S,I,1208.83026,0.0,-4.076,VALD3,,6.76,-2.36,-6.49,0.294,1.0,False,1,
S,I,1208.85072,0.0,-2.256,VALD3,,6.72,-2.39,-6.5,0.88,1.0,False,1,
Mn,II,1209.00637,0.0,-2.665,VALD3,,8.59,-6.5,-7.89,0.141,0.55914,False,3,
Fe,II,1209.43109,0.9863,-2.233,VALD3,,8.04,-5.77,-7.62,0.327,0.006168,False,1,
Mn,II,1210.57622,0.0,-2.42,VALD3,,8.59,-6.5,-7.89,0.223,0.878974,False,3,
S,I,1210.58912,0.0,-3.214,VALD3,,6.63,-3.45,-7.26,0.715,0.274142,False,1,
S,I,1211.17576,0.0,-4.205,VALD3,,6.68,-2.47,-6.55,0.232,1.0,False,1,
S,I,1211.1875,0.0,-3.136,VALD3,,6.62,-2.49,-6.56,0.743,1.0,False,1,
S,I,1211.21244,0.0,-2.483,VALD3,,6.59,-2.5,-6.56,0.865,1.0,False,1,
S,I,1211.34823,0.0491,-1.774,VALD3,,7.36,-2.93,-6.38,0.89,1.0,False,1,
S,I,1211.34823,0.0491,-2.235,VALD3,,7.37,-2.66,-6.38,0.877,1.0,False,1,
Fe,II,1211.70378,1.0762,-2.854,VALD3,,8.19,-5.84,-7.66,0.08,0.42846,False,1,
Fe,II,1211.83764,1.0762,-2.763,VALD3,,8.31,-5.92,-7.71,0.095,0.630896,False,1,
Fe,II,1211.98642,1.0405,-2.065,VALD3,,8.03,-5.82,-7.63,0.372,0.669179,False,1,
Fe,II,1212.01951,1.0405,-2.212,VALD3,,8.07,-5.78,-7.508,0.301,0.811026,False,1,
Cu,I,1212.33385,0.0,-1.211,VALD3,,7.86,-2.56,-6.75,0.211,0.097378,False,2,
S,I,1212.79383,0.0491,-2.202,VALD3,,6.98,-2.28,-6.43,0.877,1.0,False,1,
S,I,1212.79383,0.0491,-2.65,VALD3,,6.99,-2.27,-6.43,0.839,1.0,False,1,
Fe,II,1212.96582,0.9863,-2.023,VALD3,,7.96,-5.84,-7.62,0.429,0.54666,False,1,
Fe,II,1213.13269,0.9863,-1.614,VALD3,,7.96,-5.99,-7.62,0.629,0.19607,False,1,
Fe,II,1213.73813,1.0762,-1.647,VALD3,,8.04,-5.83,-7.62,0.556,0.955986,False,1,
Fe,II,1213.75915,1.0405,-1.523,VALD3,,8.02,-5.92,-7.62,0.636,0.882441,False,1,
S,I,1213.95966,0.0711,-2.115,VALD3,,7.37,-2.66,-6.38,0.88,0.461612,False,1,
Fe,II,1214.06734,1.0762,-2.099,VALD3,,8.11,-5.89,-7.63,0.331,1.0,False,1,
Fe,II,1214.15057,1.0969,-1.747,VALD3,,8.19,-5.84,-7.66,0.492,1.0,False,1,
S,I,1214.28116,0.0,-4.342,VALD3,,6.67,-2.6,-6.62,0.179,1.0,False,1,
Fe,II,1214.28496,1.0969,-2.585,VALD3,,8.31,-5.92,-7.71,0.132,1.0,False,1,
S,I,1214.29443,0.0,-3.222,VALD3,,6.59,-2.61,-6.62,0.709,1.0,False,1,
S,I,1214.31773,0.0,-2.607,VALD3,,6.56,-2.63,-6.62,0.852,1.0,False,1,
P,I,1214.385,0.0,-2.0,VALD3,,0.0,0.0,0.0,0.541,1.0,False,1,
Fe,II,1214.39826,0.9863,-1.987,VALD3,,7.92,-5.97,-7.63,0.448,1.0,False,1,
S,I,1214.63964,0.0491,-2.505,VALD3,,6.75,-2.37,-6.49,0.856,1.0,False,1,
S,I,1214.64554,0.0491,-2.94,VALD3,,6.76,-2.36,-6.49,0.78,1.0,False,1,
S,I,1214.97248,1.1454,-0.816,VALD3,,8.18,-4.5,-7.22,0.87,0.081465,False,1,
S,I,1215.41152,0.0711,-2.536,VALD3,,6.99,-2.27,-6.43,0.849,0.166665,False,1,
H,I,1215.66824,0.0,-0.256,VALD3,,8.0,1.0,2.0,0.894,1.0,False,0,
H,I,1215.67364,0.0,-0.557,VALD3,,8.0,1.0,2.0,0.894,1.0,False,0,
Fe,II,1215.85177,1.0405,-2.133,VALD3,,8.04,-5.77,-7.62,0.333,0.355153,False,1,
Fe,II,1216.23934,1.0762,-2.552,VALD3,,8.03,-5.82,-7.63,0.15,0.798488,False,1,
Fe,II,1216.27265,1.0762,-2.636,VALD3,,8.07,-5.78,-7.508,0.125,0.989802,False,1,
S,I,1216.42411,0.0,-2.827,VALD3,,6.69,-2.44,-6.66,0.82,0.088931,False,1,
Fe,II,1216.52198,1.0405,-3.072,VALD3,,7.67,-6.19,-7.64,0.058,0.524983,False,1,
S,I,1217.01368,0.0491,-3.08,VALD3,,6.68,-2.47,-6.55,0.737,1.0,False,1,
S,I,1217.02553,0.0491,-2.717,VALD3,,6.62,-2.49,-6.56,0.827,0.956174,False,1,
Cr,II,1217.14088,1.5494,-1.121,VALD3,,7.89,-6.49,-7.639,0.105,1.0,False,2,
Fe,II,1217.15186,1.0762,-2.732,VALD3,,8.07,-5.75,-7.544,0.105,1.0,False,1,
S,I,1217.27123,0.0711,-2.833,VALD3,,6.76,-2.36,-6.49,0.797,0.305024,False,1,
