element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,vald_proximity_flag,blend_flag,priority,notes
Mn,I,5567.75265,5.5202,-0.393,VALD3,,8.15,-6.09,-7.58,0.061,1.0,False,3,
Mn,I,5567.75354,5.5202,-2.386,VALD3,,8.15,-6.09,-7.58,0.061,1.0,False,3,
Mn,I,5567.75614,5.5202,-1.046,VALD3,,8.15,-6.09,-7.58,0.061,1.0,False,3,
Mn,I,5567.75701,5.5202,-0.28,VALD3,,8.15,-6.09,-7.58,0.061,1.0,False,3,
Mn,I,5567.75875,5.5202,-2.255,VALD3,,8.15,-6.09,-7.58,0.061,1.0,False,3,
Mn,I,5567.7615,5.5202,-1.084,VALD3,,8.15,-6.09,-7.58,0.061,1.0,False,3,
Mn,I,5567.76195,5.5202,-0.176,VALD3,,8.15,-6.09,-7.58,0.061,1.0,False,3,
Mn,I,5567.76498,5.5202,-2.352,VALD3,,8.15,-6.09,-7.58,0.061,1.0,False,3,
Mn,I,5567.76762,5.5202,-1.272,VALD3,,8.15,-6.09,-7.58,0.061,1.0,False,3,
Mn,I,5567.77211,5.5202,-2.687,VALD3,,8.15,-6.09,-7.58,0.061,1.0,False,3,
Fe,II,5567.8313,6.7303,-1.866,VALD3,,8.51,-6.53,-7.89,0.013,1.0,False,1,
Fe,I,5568.0735,4.1544,-2.964,VALD3,,8.48,-5.52,-7.51,0.032,0.68407,False,1,
C2,I,5568.1653,0.4853,-1.007,VALD3,,6.77,0.0,0.0,0.001,0.786865,False,0,
Fe,I,5568.43078,4.1544,-3.898,VALD3,,8.62,-5.21,-7.53,0.004,0.439763,False,1,
Fe,I,5568.57656,4.1909,-3.83,VALD3,,8.45,-4.43,-7.49,0.004,0.959196,False,1,
C2,I,5568.5975,0.4861,-1.056,VALD3,,6.77,0.0,0.0,0.001,1.0,False,0,
Fe,I,5568.67923,4.1426,-3.546,VALD3,,7.71,-5.52,-7.66,0.009,0.604512,False,1,
Fe,I,5568.81,3.6352,-2.95,VALD3,,8.02,-6.02,-7.77,0.102,0.059156,False,1,
C2,I,5568.9105,0.6814,-0.375,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5568.9742,0.6817,-0.389,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5569.0339,0.4158,-0.545,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5569.1121,0.6818,-0.402,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5569.1434,0.4161,-0.561,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5569.1924,0.4817,-1.014,VALD3,,6.77,0.0,0.0,0.001,1.0,False,0,
C2,I,5569.3087,0.4162,-0.577,VALD3,,6.77,0.0,0.0,0.004,0.964231,False,0,
Ti,I,5569.47964,2.5057,-1.793,VALD3,,8.49,-5.8,-7.63,0.006,1.0,False,1,
Ti,I,5569.51657,3.4576,-0.654,VALD3,,8.0,-5.31,-7.54,0.009,1.0,False,1,
C2,I,5569.5978,0.7993,-0.284,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5569.6019,0.7992,-0.275,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Fe,I,5569.61772,3.417,-0.486,VALD3,,8.06,-5.38,-7.204,0.739,0.020817,False,1,
Si,I,5569.69747,5.6135,-3.313,VALD3,,7.87,-3.4,-6.87,0.006,1.0,False,1,
C2,I,5569.7295,0.7995,-0.292,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5569.8244,0.4827,-1.07,VALD3,,6.77,0.0,0.0,0.001,1.0,False,0,
Fe,I,5569.89545,4.1426,-3.319,VALD3,,7.72,-4.94,-7.49,0.015,0.642874,False,1,
Nd,II,5569.94634,1.2816,-1.14,VALD3,,0.0,0.0,0.0,0.005,1.0,False,0,
Fe,I,5570.05062,2.845,-4.27,VALD3,,7.48,-6.21,-7.83,0.032,0.217768,False,1,
C2,I,5570.262,0.4833,-1.125,VALD3,,6.77,0.0,0.0,0.001,1.0,False,0,
Mo,I,5570.444,1.3351,-0.337,VALD3,,0.0,0.0,0.0,0.027,1.0,False,0,
Mn,II,5570.49397,6.1769,-2.719,VALD3,,8.44,-6.46,-7.88,0.005,1.0,False,3,
Mn,II,5570.49409,6.1769,-2.531,VALD3,,8.44,-6.46,-7.88,0.005,1.0,False,3,
Mn,II,5570.49883,6.1769,-2.501,VALD3,,8.44,-6.46,-7.88,0.005,1.0,False,3,
Mn,II,5570.50492,6.1769,-3.263,VALD3,,8.44,-6.46,-7.88,0.005,1.0,False,3,
Mn,II,5570.50783,6.1769,-2.644,VALD3,,8.44,-6.46,-7.88,0.005,1.0,False,3,
Mn,II,5570.51248,6.1769,-4.263,VALD3,,8.44,-6.46,-7.88,0.005,1.0,False,3,
Mn,II,5570.52343,6.1769,-2.719,VALD3,,8.44,-6.46,-7.88,0.005,1.0,False,3,
Mn,II,5570.5249,6.1769,-2.899,VALD3,,8.44,-6.46,-7.88,0.005,1.0,False,3,
Mn,II,5570.54188,6.1769,-2.358,VALD3,,8.44,-6.46,-7.88,0.005,1.0,False,3,
Mn,II,5570.5433,6.1769,-2.531,VALD3,,8.44,-6.46,-7.88,0.005,1.0,False,3,
Mn,II,5570.563,6.1769,-2.0,VALD3,,8.44,-6.46,-7.88,0.005,1.0,False,3,
C2,I,5570.5653,0.6688,-0.389,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
Mn,II,5570.56794,6.1769,-2.501,VALD3,,8.44,-6.46,-7.88,0.005,1.0,False,3,
Cr,I,5570.57235,4.1055,-1.67,VALD3,,7.79,-6.15,-7.77,0.005,1.0,False,2,
Mn,II,5570.59705,6.1769,-2.644,VALD3,,8.44,-6.46,-7.88,0.005,1.0,False,3,
C2,I,5570.608,0.669,-0.403,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5570.6899,0.4792,-1.081,VALD3,,6.77,0.0,0.0,0.001,1.0,False,0,
C2,I,5570.7649,0.6693,-0.417,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5571.4374,0.4803,-1.142,VALD3,,6.77,0.0,0.0,0.001,0.529878,False,0,
Fe,I,5571.65649,4.1864,-3.768,VALD3,,7.99,-5.22,-7.77,0.005,1.0,False,1,
Pr,II,5571.7409,0.508,-3.199,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.75108,0.508,-3.003,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.76046,0.508,-2.421,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.76575,0.508,-2.949,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.77622,0.508,-2.37,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.78493,0.508,-2.991,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.79577,0.508,-3.199,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.79648,0.508,-2.28,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.80862,0.5081,-3.184,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.82125,0.508,-2.174,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.82162,0.508,-3.003,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.85051,0.5081,-2.063,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.85197,0.508,-2.949,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.88429,0.5081,-1.953,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.88683,0.5081,-2.991,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Pr,II,5571.92618,0.5081,-3.184,VALD3,,0.0,0.0,0.0,0.002,1.0,False,0,
Cr,I,5571.9838,4.4464,-1.308,VALD3,,7.74,-6.13,-7.76,0.006,1.0,False,2,
C2,I,5572.0429,0.6568,-0.403,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5572.0947,0.4771,-1.162,VALD3,,6.77,0.0,0.0,0.001,1.0,False,0,
C2,I,5572.1105,0.657,-0.417,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Fe,I,5572.20431,3.2515,-4.489,VALD3,,7.54,-6.11,-7.83,0.008,1.0,False,1,
C2,I,5572.2501,0.6571,-0.432,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5572.3818,0.4054,-0.561,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
Fe,I,5572.40215,4.9913,-2.389,VALD3,,8.82,-4.89,-7.18,0.019,1.0,False,1,
Co,I,5572.43564,2.28,-2.213,VALD3,,8.25,-6.07,-7.76,0.154,1.0,False,2,
C2,I,5572.4686,0.4056,-0.578,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
Co,I,5572.47439,2.28,-2.429,VALD3,,8.25,-6.07,-7.76,0.154,1.0,False,2,
Co,I,5572.49233,2.28,-2.839,VALD3,,8.25,-6.07,-7.76,0.154,1.0,False,2,
Co,I,5572.50817,2.28,-2.712,VALD3,,8.25,-6.07,-7.76,0.154,1.0,False,2,
Co,I,5572.52163,2.28,-2.678,VALD3,,8.25,-6.07,-7.76,0.154,1.0,False,2,
Co,I,5572.5364,2.28,-3.151,VALD3,,8.25,-6.07,-7.76,0.154,1.0,False,2,
Co,I,5572.53958,2.28,-3.704,VALD3,,8.25,-6.07,-7.76,0.154,1.0,False,2,
Co,I,5572.54597,2.28,-2.686,VALD3,,8.25,-6.07,-7.76,0.154,1.0,False,2,
Co,I,5572.55943,2.28,-3.276,VALD3,,8.25,-6.07,-7.76,0.154,1.0,False,2,
Co,I,5572.56474,2.28,-2.85,VALD3,,8.25,-6.07,-7.76,0.154,1.0,False,2,
Co,I,5572.57432,2.28,-3.026,VALD3,,8.25,-6.07,-7.76,0.154,1.0,False,2,
Co,I,5572.58364,2.28,-2.85,VALD3,,8.25,-6.07,-7.76,0.154,1.0,False,2,
C2,I,5572.6644,0.406,-0.594,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5572.7359,0.7795,-0.284,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5572.7743,0.7796,-0.293,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Fe,I,5572.84201,3.3965,-0.275,VALD3,,8.06,-5.41,-7.211,0.764,0.176396,False,1,
C2,I,5572.8928,0.7797,-0.301,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Mn,I,5572.9933,5.5563,0.255,VALD3,,8.15,-5.71,-7.57,0.039,0.731288,False,3,
Fe,I,5573.10173,4.1909,-1.317,VALD3,,8.54,-5.45,-7.57,0.452,0.109499,False,1,
Mn,I,5573.14647,4.3599,-2.068,VALD3,,7.43,-6.17,-7.77,0.003,1.0,False,3,
C2,I,5573.5261,0.645,-0.417,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5573.5737,0.6451,-0.432,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Co,I,5573.63309,4.232,-3.477,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Co,I,5573.63388,4.232,-3.507,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Co,I,5573.63579,4.232,-3.528,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Co,I,5573.64171,4.232,-3.222,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Co,I,5573.64194,4.232,-3.653,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Co,I,5573.64872,4.232,-3.034,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Co,I,5573.65144,4.232,-3.875,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Co,I,5573.65733,4.232,-3.477,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Mn,I,5573.65884,5.5416,0.35,VALD3,,8.15,-5.16,-7.58,0.049,0.870452,False,3,
Co,I,5573.65916,4.232,-2.943,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Co,I,5573.66421,4.232,-4.285,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Co,I,5573.67208,4.232,-3.089,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Co,I,5573.67297,4.232,-2.921,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Co,I,5573.69005,4.232,-2.975,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Co,I,5573.6902,4.232,-2.834,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Co,I,5573.71026,4.232,-3.171,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Co,I,5573.71158,4.232,-2.636,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Mn,I,5573.72348,4.3599,-1.664,VALD3,,7.35,-6.17,-7.77,0.007,1.0,False,3,
C2,I,5573.7335,0.6454,-0.447,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Co,I,5573.7361,4.232,-2.472,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
Fe,I,5573.75673,5.0703,-2.775,VALD3,,8.11,-4.16,-7.31,0.007,1.0,False,1,
Co,I,5573.7636,4.2321,-2.331,VALD3,,8.3,-4.55,-7.51,0.002,1.0,False,2,
V,I,5573.9711,0.0401,-5.728,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5573.98243,0.0401,-5.318,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5573.98664,0.0401,-4.614,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5573.99231,0.0401,-5.096,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5573.99537,0.0401,-4.418,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5574.00073,0.0401,-4.971,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5574.00265,0.0401,-4.364,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5574.00479,0.0401,-3.774,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5574.0077,0.0401,-4.92,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5574.00849,0.0401,-4.386,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5574.01091,0.0401,-3.915,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5574.01287,0.0401,-4.477,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5574.01321,0.0401,-4.95,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5574.01559,0.0401,-4.079,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5574.0158,0.0401,-4.665,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5574.01883,0.0401,-4.277,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5574.02063,0.0401,-4.532,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
V,I,5574.02096,0.0401,-4.92,VALD3,,6.16,-6.15,-7.78,0.008,1.0,False,2,
Cr,I,5574.37427,4.4474,-1.469,VALD3,,7.74,-6.13,-7.76,0.004,1.0,False,2,
Fe,I,5574.38826,4.4153,-2.599,VALD3,,8.33,-4.45,-7.51,0.041,0.1622,False,1,
C2,I,5574.8442,0.6336,-0.432,VALD3,,6.77,0.0,0.0,0.004,0.677552,False,0,
C2,I,5574.9162,0.6339,-0.448,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Fe,I,5575.04418,5.9961,-2.454,VALD3,,7.85,-5.22,-7.54,0.002,1.0,False,1,
C2,I,5575.0579,0.634,-0.463,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Si,I,5575.11476,5.6157,-3.233,VALD3,,7.86,-3.4,-6.87,0.007,1.0,False,1,
Cr,I,5575.14336,3.0111,-2.211,VALD3,,8.37,-5.94,-7.71,0.018,0.524799,False,2,
Mn,I,5575.23695,4.3318,-2.01,VALD3,,7.82,-5.55,-7.77,0.004,1.0,False,3,
C2,I,5575.5226,0.3955,-0.578,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5575.6445,0.3958,-0.595,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
Co,I,5575.76932,3.5679,-3.404,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.79086,3.5679,-3.2,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.81044,3.5679,-3.135,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.81708,3.568,-2.501,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
C2,I,5575.8172,0.396,-0.612,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
Co,I,5575.82798,3.5679,-3.142,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.83171,3.5679,-2.688,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.84343,3.5679,-3.208,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.84442,3.5679,-2.907,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.85513,3.5679,-3.17,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.85675,3.5679,-3.346,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.86377,3.5679,-3.501,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.86789,3.5679,-3.626,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.87029,3.5679,-3.948,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.87467,3.5679,-4.647,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.87947,3.568,-3.404,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.88363,3.5679,-3.626,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.88527,3.5679,-3.2,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.88821,3.5679,-3.346,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.88911,3.5679,-3.135,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.89063,3.5679,-3.208,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.89092,3.5679,-3.142,VALD3,,8.16,-5.43,-7.58,0.006,1.0,False,2,
Co,I,5575.97632,4.5043,-2.555,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
Co,I,5575.99682,4.5043,-2.374,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
Co,I,5576.01476,4.5043,-2.343,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
Co,I,5576.03051,4.5043,-2.407,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
Co,I,5576.03309,4.5044,-1.856,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
Co,I,5576.04413,4.5043,-2.148,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
Co,I,5576.04442,4.5043,-2.606,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
Co,I,5576.0526,4.5043,-2.554,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
Co,I,5576.0589,4.5043,-3.271,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
Co,I,5576.06334,4.5043,-4.514,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
Co,I,5576.06617,4.5043,-2.861,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
Co,I,5576.08509,4.5043,-2.606,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
Fe,I,5576.0888,3.4302,-1.0,VALD3,B,8.06,-5.39,-7.201,0.673,0.086219,False,1,
Co,I,5576.09172,4.5043,-2.407,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
Co,I,5576.09674,4.5043,-2.343,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
C2,I,5576.0982,0.7598,-0.302,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
Co,I,5576.09991,4.5043,-2.374,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
C2,I,5576.1005,0.7598,-0.293,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
Co,I,5576.1009,4.5044,-2.555,VALD3,,8.45,-5.36,-7.55,0.003,1.0,False,2,
C2,I,5576.1568,0.6226,-0.448,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5576.2087,0.6228,-0.464,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5576.2316,0.76,-0.31,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5576.3715,0.6231,-0.48,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
V,I,5576.48708,1.0636,-3.096,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.48825,1.0636,-3.795,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.496,1.0636,-3.795,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.49717,1.0636,-3.388,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.49815,1.0636,-3.614,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.50461,1.0636,-3.614,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.50558,1.0636,-3.794,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.50636,1.0636,-3.583,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.51154,1.0636,-3.583,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.51232,1.0636,-4.511,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.5129,1.0636,-3.647,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.51678,1.0636,-3.647,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.51737,1.0636,-5.754,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.51776,1.0636,-3.846,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.52035,1.0636,-3.846,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5576.52074,1.0636,-4.101,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
Mn,I,5576.59041,5.5986,-0.455,VALD3,,8.68,-5.36,-7.63,0.007,1.0,False,3,
Fe,I,5576.72168,4.1864,-3.72,VALD3,,8.05,-5.0,-7.49,0.006,1.0,False,1,
Fe,I,5577.02439,5.0331,-1.55,VALD3,,8.88,-5.33,-7.39,0.105,0.007547,False,1,
Fe,I,5577.25494,4.985,-3.668,VALD3,,8.07,-6.1,-7.3,0.001,1.0,False,1,
C2,I,5577.3206,0.612,-0.464,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5577.3901,0.6123,-0.48,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Y,I,5577.41798,1.9669,0.157,VALD3,,7.77,-5.49,-7.68,0.004,1.0,False,2,
C2,I,5577.534,0.6125,-0.497,VALD3,,6.77,0.0,0.0,0.003,0.693501,False,0,
Cr,I,5577.97409,4.4161,-1.989,VALD3,,7.77,-4.65,-7.49,0.001,1.0,False,2,
Mn,II,5578.09894,6.1856,-2.886,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.11031,6.1856,-2.711,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.115,6.1856,-1.993,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.11975,6.1855,-2.689,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.12368,6.1856,-2.201,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.12752,6.1855,-2.765,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.13028,6.1856,-2.438,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.13382,6.1855,-2.974,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.13512,6.1855,-2.707,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.13841,6.1855,-2.983,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.13974,6.1856,-2.886,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.14031,6.1855,-3.071,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.14365,6.1856,-2.711,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.1449,6.1855,-2.974,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.14565,6.1856,-2.689,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
Mn,II,5578.14601,6.1855,-2.765,VALD3,,8.44,-6.47,-7.88,0.005,1.0,False,3,
V,I,5578.36021,1.0509,-3.386,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5578.36043,1.0509,-3.365,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5578.36074,1.0509,-3.511,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5578.38153,1.0509,-3.842,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5578.38184,1.0509,-3.365,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
V,I,5578.38225,1.0509,-3.044,VALD3,,8.14,-5.98,-7.75,0.003,1.0,False,2,
C2,I,5578.4519,0.6018,-0.48,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5578.5116,0.602,-0.497,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Nd,II,5578.65,0.5502,-1.81,VALD3,,0.0,0.0,0.0,0.005,1.0,False,0,
Ni,I,5578.664,1.6764,-4.863,VALD3,,7.79,-6.1,-7.81,0.014,1.0,False,1,
C2,I,5578.6777,0.6023,-0.515,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Ni,I,5578.687,1.6764,-4.269,VALD3,,7.79,-6.1,-7.81,0.053,1.0,False,1,
Ni,I,5578.696,1.6764,-4.773,VALD3,,7.79,-6.1,-7.81,0.017,1.0,False,1,
C2,I,5578.7011,0.386,-0.595,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
Ni,I,5578.706,1.6764,-3.411,VALD3,,7.79,-6.1,-7.81,0.274,1.0,False,1,
Fe,I,5578.71398,5.0638,-3.159,VALD3,,8.79,-3.82,-7.14,0.003,1.0,False,1,
Ni,I,5578.726,1.6764,-2.997,VALD3,,7.79,-6.1,-7.81,0.447,0.656919,False,1,
C2,I,5578.8034,0.3862,-0.613,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
