# linelist_alpha_cen_a.csv — alpha Cen A per-system VALD3 linelist (RYA-300)
# Generated: 2026-06-15  by scripts/intake_build_alpha_cen.py
# Stellar params: Teff=5792 K, logg=4.3, [Fe/H]=+0.20, vmic=1.1 km/s
#   (Heiter+2015 GBS Paper I / Jofre+2014 GBS Paper III)
# HFS splitting: ON (Codex permanent convention — all extractions, RYA-300)
# Detection threshold (central_depth): 0.05
# Extractions merged (all HFS-ON):
#   uv1     : vald_alpha_cen_a_uv1_raw.txt (RyanSchmitt.019551.gz), 1150-2000 A
#   uv2     : vald_alpha_cen_a_uv2_raw.txt (RyanSchmitt.019552.gz), 2000-3780 A
#   optical : vald_alpha_cen_a_optical_raw.txt (RyanSchmitt.019553.gz), 3780-6910 A
#   nir     : vald_alpha_cen_a_nir_raw.txt (RyanSchmitt.019554.gz), 6910-17000 A
# Wavelength convention: 'vacuum' for lambda < 2000 A (VALD delivers vacuum
#   below 2000 A despite the WL_air label), 'air' for lambda >= 2000 A.
#   NO vacuum->air conversion at build — done at the spectrum-matching boundary.
# Seam duplicates dropped at band endpoints: 102
# nist_grade empty pending NIST cross-validation; blend_flag=False everywhere.
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,blend_flag,priority,notes,extraction_source,wavelength_convention
Ni,I,3507.69,0.1652,-4.533,VALD3,,7.68,-6.17,-7.82,0.72,False,0,,uv2_019552,air
Ni,I,3507.692,0.1652,-3.171,VALD3,,7.68,-6.17,-7.82,0.928,False,0,,uv2_019552,air
Ni,I,3507.694,0.1652,-2.757,VALD3,,7.68,-6.17,-7.82,0.95,False,0,,uv2_019552,air
Co,II,3507.75123,2.779,-3.922,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Co,II,3507.7559,2.779,-2.922,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Co,II,3507.76143,2.779,-2.182,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Co,II,3507.77036,2.779,-3.504,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Co,II,3507.77418,2.779,-2.739,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Co,II,3507.77885,2.779,-2.353,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Co,II,3507.78616,2.779,-3.27,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Co,II,3507.78913,2.779,-2.706,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Co,II,3507.79296,2.779,-2.56,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Co,II,3507.79864,2.779,-3.124,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Co,II,3507.80077,2.779,-2.765,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Co,II,3507.80374,2.779,-2.831,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Co,II,3507.8078,2.779,-3.027,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Co,II,3507.80907,2.779,-2.948,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Co,II,3507.8112,2.779,-3.249,VALD3,,8.67,-6.56,-7.88,0.424,False,0,,uv2_019552,air
Ce,II,3507.941,0.1749,-0.96,VALD3,,0.0,0.0,0.0,0.103,False,0,,uv2_019552,air
Ni,I,3507.94456,3.7963,-2.192,VALD3,,8.2,-3.59,-7.17,0.111,False,0,,uv2_019552,air
Co,I,3508.11403,3.2794,-2.389,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.12407,3.2794,-2.208,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.12487,3.2794,-1.69,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.13283,3.2794,-2.177,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.13296,3.2794,-1.982,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.13984,3.2794,-2.388,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.14024,3.2794,-2.241,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.14379,3.2794,-2.389,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.14544,3.2794,-3.105,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.14626,3.2794,-2.44,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.14872,3.2794,-2.208,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.1497,3.2794,-4.348,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.15246,3.2794,-2.177,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.15257,3.2794,-2.695,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.15491,3.2794,-2.241,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Co,I,3508.15601,3.2794,-2.44,VALD3,,8.01,-4.97,-7.45,0.149,False,0,,uv2_019552,air
Fe,II,3508.20431,1.724,-4.063,VALD3,,8.54,-6.58,-7.807,0.791,False,0,,uv2_019552,air
Er,II,3508.379,1.4022,0.12,VALD3,,0.0,0.0,0.0,0.079,False,0,,uv2_019552,air
Fe,I,3508.47383,2.9904,-0.882,VALD3,,8.02,-5.23,-7.61,0.919,False,0,,uv2_019552,air
Ce,II,3508.5,0.4592,-0.841,VALD3,,0.0,0.0,0.0,0.072,False,0,,uv2_019552,air
Fe,I,3508.51791,2.5592,-1.573,VALD3,,7.55,-6.11,-7.8,0.909,False,0,,uv2_019552,air
Fe,I,3508.61014,2.8654,-3.349,VALD3,,7.98,-4.3,-7.5,0.394,False,0,,uv2_019552,air
Fe,I,3508.63711,3.8835,-2.213,VALD3,,8.26,-5.4,-7.42,0.467,False,0,,uv2_019552,air
Fe,I,3508.76543,3.9286,-2.294,VALD3,,7.78,-3.43,-7.1,0.396,False,0,,uv2_019552,air
V,II,3509.02321,2.5247,-1.229,VALD3,,8.46,-6.45,-7.85,0.222,False,0,,uv2_019552,air
Mn,I,3509.05113,2.1637,-4.716,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Mn,I,3509.05227,2.1637,-4.454,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Mn,I,3509.05297,2.1637,-5.482,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Mn,I,3509.05332,2.1637,-4.716,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Mn,I,3509.05485,2.1637,-4.352,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Mn,I,3509.05594,2.1637,-4.783,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Mn,I,3509.05664,2.1637,-4.454,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Mn,I,3509.0588,2.1637,-4.357,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Mn,I,3509.06031,2.1637,-4.336,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Mn,I,3509.06139,2.1637,-4.352,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Mn,I,3509.06402,2.1637,-4.52,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Mn,I,3509.06599,2.1637,-4.005,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Mn,I,3509.06749,2.1637,-4.357,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Mn,I,3509.07287,2.1637,-3.742,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Mn,I,3509.07485,2.1637,-4.52,VALD3,,7.87,-5.92,-7.631,0.075,False,0,,uv2_019552,air
Tb,II,3509.09792,0.0,0.014,VALD3,,0.0,0.0,0.0,0.487,False,0,,uv2_019552,air
Fe,I,3509.11781,2.8325,-2.12,VALD3,,8.32,-4.84,-7.213,0.831,False,0,,uv2_019552,air
Tb,II,3509.12186,0.0,0.063,VALD3,,0.0,0.0,0.0,0.487,False,0,,uv2_019552,air
Tb,II,3509.14011,0.0,-1.636,VALD3,,0.0,0.0,0.0,0.487,False,0,,uv2_019552,air
Tb,II,3509.14785,0.0,0.113,VALD3,,0.0,0.0,0.0,0.487,False,0,,uv2_019552,air
Tb,II,3509.17301,0.0,-1.512,VALD3,,0.0,0.0,0.0,0.487,False,0,,uv2_019552,air
Tb,II,3509.17555,0.0001,0.162,VALD3,,0.0,0.0,0.0,0.487,False,0,,uv2_019552,air
Tb,II,3509.19126,0.0,-3.818,VALD3,,0.0,0.0,0.0,0.487,False,0,,uv2_019552,air
Tb,II,3509.20921,0.0001,-1.636,VALD3,,0.0,0.0,0.0,0.487,False,0,,uv2_019552,air
Tb,II,3509.23437,0.0001,-3.866,VALD3,,0.0,0.0,0.0,0.487,False,0,,uv2_019552,air
Zr,I,3509.32,0.0707,-0.11,VALD3,,0.0,0.0,0.0,0.392,False,0,,uv2_019552,air
Fe,I,3509.72506,2.8852,-1.929,VALD3,,7.92,-4.43,-7.49,0.845,False,0,,uv2_019552,air
Ni,I,3509.74275,1.9354,-3.874,VALD3,,7.55,-6.02,-7.81,0.146,False,0,,uv2_019552,air
Ni,I,3509.74577,1.9354,-3.016,VALD3,,7.55,-6.02,-7.81,0.564,False,0,,uv2_019552,air
Ni,I,3509.74909,1.9354,-2.602,VALD3,,7.55,-6.02,-7.81,0.742,False,0,,uv2_019552,air
Ce,II,3509.83276,0.7368,-0.64,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Co,I,3509.83557,0.5815,-0.95,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Ti,II,3509.83571,1.8917,-1.06,VALD3,,8.45,-6.41,-7.83,0.836,False,0,,uv2_019552,air
Co,I,3509.83645,0.5815,-1.091,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.83745,0.5815,-1.255,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.8386,0.5815,-1.453,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.83996,0.5815,-1.708,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.84154,0.5815,-2.096,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.84572,0.5815,-1.841,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.84623,0.5815,-1.653,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.84696,0.5815,-1.562,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.84781,0.5815,-2.126,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.8479,0.5815,-1.54,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.84899,0.5815,-1.594,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.8502,0.5815,-1.79,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.85041,0.5815,-2.096,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.85323,0.5815,-2.147,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.85626,0.5815,-2.272,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Co,I,3509.85944,0.5815,-2.494,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Fe,I,3509.8616,2.2227,-2.07,VALD3,,8.47,-6.08,-7.679,0.902,False,0,,uv2_019552,air
Co,I,3509.86274,0.5815,-2.904,VALD3,,8.14,-6.11,-7.67,0.965,False,0,,uv2_019552,air
Mn,II,3509.88935,5.3968,-4.342,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
Mn,II,3509.89111,5.3968,-3.124,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
Mn,II,3509.89236,5.3968,-2.455,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
Mn,II,3509.89935,5.3968,-4.196,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
Mn,II,3509.9016,5.3968,-2.934,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
Mn,II,3509.90335,5.3968,-2.346,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
Mn,II,3509.91235,5.3968,-4.283,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
Mn,II,3509.9151,5.3968,-2.88,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
Mn,II,3509.91735,5.3968,-2.237,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
Mn,II,3509.92835,5.3969,-4.611,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
Mn,II,3509.9316,5.3969,-2.922,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
Mn,II,3509.93435,5.3969,-2.132,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
Mn,II,3509.95111,5.3969,-3.112,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
Mn,II,3509.95436,5.3969,-2.033,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
La,II,3509.97369,0.126,-3.962,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
La,II,3509.976,0.126,-2.962,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
Mn,II,3509.97739,5.3969,-1.94,VALD3,,8.71,-6.49,-7.88,0.069,False,0,,uv2_019552,air
La,II,3509.97875,0.126,-2.222,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
La,II,3509.98584,0.126,-3.544,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
La,II,3509.9877,0.126,-2.779,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
La,II,3509.99,0.126,-2.393,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
La,II,3509.99568,0.126,-3.31,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
La,II,3509.99711,0.126,-2.746,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
La,II,3509.99897,0.126,-2.6,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
La,II,3510.00331,0.126,-3.164,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
La,II,3510.00432,0.126,-2.805,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
La,II,3510.00576,0.126,-2.871,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
La,II,3510.00881,0.126,-3.067,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
La,II,3510.00942,0.126,-2.988,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
La,II,3510.01043,0.126,-3.289,VALD3,,0.0,0.0,0.0,0.066,False,0,,uv2_019552,air
Fe,I,3510.05717,3.2515,-2.665,VALD3,,7.86,-5.06,-7.51,0.564,False,0,,uv2_019552,air
Fe,I,3510.18411,3.6864,-1.437,VALD3,,8.14,-5.54,-7.3,0.796,False,0,,uv2_019552,air
Nb,II,3510.23884,1.9902,-1.62,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.23953,1.9902,-1.474,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.24166,1.9902,-1.336,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.24319,1.9902,-1.842,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.24521,1.9902,-1.211,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.24678,1.9902,-1.627,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.25021,1.9902,-1.098,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.25044,1.9902,-2.655,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.2518,1.9902,-1.512,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.25664,1.9903,-0.995,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.25692,1.9902,-2.433,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.25826,1.9902,-1.447,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.2645,1.9903,-0.899,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.26485,1.9902,-2.366,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.26615,1.9903,-1.416,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.2738,1.9903,-0.811,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.2742,1.9903,-2.378,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.27548,1.9903,-1.419,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.28453,1.9903,-0.729,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.28499,1.9903,-2.45,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.28624,1.9903,-1.461,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.2967,1.9903,-0.652,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.29722,1.9903,-2.588,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.29844,1.9903,-1.562,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.31088,1.9903,-2.819,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.31207,1.9903,-1.796,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Nb,II,3510.32597,1.9903,-3.235,VALD3,,0.0,0.0,0.0,0.06,False,0,,uv2_019552,air
Ni,I,3510.33,0.2124,-2.673,VALD3,,8.12,-6.14,-7.81,0.95,False,0,,uv2_019552,air
Ni,I,3510.333,0.2124,-2.079,VALD3,,8.12,-6.14,-7.81,0.969,False,0,,uv2_019552,air
Ni,I,3510.334,0.2124,-2.583,VALD3,,8.12,-6.14,-7.81,0.954,False,0,,uv2_019552,air
Ni,I,3510.335,0.2124,-1.221,VALD3,,8.12,-6.14,-7.81,0.981,False,0,,uv2_019552,air
Ni,I,3510.336,0.2124,-0.807,VALD3,,8.12,-6.14,-7.81,0.983,False,0,,uv2_019552,air
Co,I,3510.39168,0.1012,-2.834,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.40123,0.1012,-2.63,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.40597,0.1012,-1.931,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Cr,I,3510.40882,3.8446,-0.958,VALD3,,7.84,-5.14,-7.75,0.115,False,0,,uv2_019552,air
Co,I,3510.40973,0.1012,-2.565,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.41337,0.1012,-2.118,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.41718,0.1012,-2.572,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.41978,0.1012,-2.337,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.42355,0.1011,-2.638,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.42517,0.1012,-2.6,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.42766,0.1012,-2.834,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.42883,0.1011,-2.776,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.42952,0.1012,-2.931,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.43192,0.1012,-2.63,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.43279,0.1011,-3.378,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.43301,0.1011,-3.056,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.43499,0.1011,-4.077,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.43522,0.1012,-2.565,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.43751,0.1012,-2.572,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.43806,0.1011,-3.056,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Co,I,3510.43876,0.1012,-2.638,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Fe,I,3510.43877,2.4844,-1.461,VALD3,,8.39,-5.77,-7.596,0.921,False,0,,uv2_019552,air
Co,I,3510.43895,0.1011,-2.776,VALD3,,7.6,-6.21,-7.779,0.956,False,0,,uv2_019552,air
Zr,II,3510.455,0.5586,-1.04,VALD3,,0.0,0.0,0.0,0.621,False,0,,uv2_019552,air
Fe,I,3510.47501,4.0758,-2.566,VALD3,,7.9,-4.31,-7.07,0.199,False,0,,uv2_019552,air
Cr,I,3510.53345,3.0004,-0.57,VALD3,,7.37,-6.17,-7.79,0.654,False,0,,uv2_019552,air
Fe,I,3510.56636,2.4327,-2.381,VALD3,,6.24,-6.19,-7.82,0.852,False,0,,uv2_019552,air
Nd,II,3510.686,1.3747,0.22,VALD3,,0.0,0.0,0.0,0.129,False,0,,uv2_019552,air
Ti,II,3510.83994,1.8927,0.29,VALD3,,8.45,-6.41,-7.83,0.942,False,0,,uv2_019552,air
Fe,I,3511.19508,3.6025,-3.432,VALD3,,7.7,-4.6,-7.32,0.09,False,0,,uv2_019552,air
Sm,II,3511.226,0.1039,-1.149,VALD3,,0.0,0.0,0.0,0.07,False,0,,uv2_019552,air
Fe,II,3511.22751,4.0761,-3.811,VALD3,,8.51,-6.53,-7.895,0.078,False,0,,uv2_019552,air
Fe,I,3511.42768,3.5465,-2.718,VALD3,,7.74,-4.4,-7.53,0.371,False,0,,uv2_019552,air
Zr,II,3511.578,1.8267,-1.0,VALD3,,0.0,0.0,0.0,0.092,False,0,,uv2_019552,air
Ni,I,3511.61665,3.6353,-0.908,VALD3,,8.32,-5.47,-7.53,0.714,False,0,,uv2_019552,air
Ti,I,3511.6243,0.0211,-2.75,VALD3,,8.13,-5.41,-7.609,0.323,False,0,,uv2_019552,air
Dy,II,3511.67,2.6204,1.313,VALD3,,0.0,0.0,0.0,0.102,False,0,,uv2_019552,air
Fe,I,3511.7377,2.5592,-2.43,VALD3,,7.89,-6.22,-7.62,0.83,False,0,,uv2_019552,air
Mn,I,3511.816,4.6395,-0.22,VALD3,,8.46,-5.88,-7.547,0.211,False,0,,uv2_019552,air
Cr,II,3511.824,2.4827,-1.461,VALD3,,8.63,-6.47,-7.852,0.882,False,0,,uv2_019552,air
Cu,I,3511.8467,3.8167,-2.786,VALD3,,8.22,-2.57,-6.96,0.054,False,0,,uv2_019552,air
Cu,I,3511.84677,3.8167,-2.435,VALD3,,8.22,-2.57,-6.96,0.117,False,0,,uv2_019552,air
Cu,I,3511.84766,3.8167,-2.464,VALD3,,8.22,-2.57,-6.96,0.054,False,0,,uv2_019552,air
Cu,I,3511.84766,3.8167,-2.832,VALD3,,8.22,-2.57,-6.96,0.054,False,0,,uv2_019552,air
Cu,I,3511.84769,3.8167,-2.113,VALD3,,8.22,-2.57,-6.96,0.117,False,0,,uv2_019552,air
Cu,I,3511.84769,3.8167,-2.481,VALD3,,8.22,-2.57,-6.96,0.117,False,0,,uv2_019552,air
Cu,I,3511.84941,3.8167,-1.863,VALD3,,8.22,-2.57,-6.96,0.117,False,0,,uv2_019552,air
Cu,I,3511.84941,3.8167,-2.368,VALD3,,8.22,-2.57,-6.96,0.117,False,0,,uv2_019552,air
Cu,I,3511.84941,3.8167,-3.435,VALD3,,8.22,-2.57,-6.96,0.117,False,0,,uv2_019552,air
Cu,I,3511.84948,3.8167,-3.786,VALD3,,8.22,-2.57,-6.96,0.054,False,0,,uv2_019552,air
Cu,I,3511.84948,3.8167,-2.214,VALD3,,8.22,-2.57,-6.96,0.054,False,0,,uv2_019552,air
Cu,I,3511.84948,3.8167,-2.719,VALD3,,8.22,-2.57,-6.96,0.054,False,0,,uv2_019552,air
Cu,I,3511.8517,3.8167,-3.611,VALD3,,8.22,-2.57,-6.96,0.117,False,0,,uv2_019552,air
Cu,I,3511.8517,3.8167,-1.657,VALD3,,8.22,-2.57,-6.96,0.117,False,0,,uv2_019552,air
Cu,I,3511.8517,3.8167,-2.465,VALD3,,8.22,-2.57,-6.96,0.117,False,0,,uv2_019552,air
Cu,I,3511.85195,3.8167,-2.816,VALD3,,8.22,-2.57,-6.96,0.054,False,0,,uv2_019552,air
Cu,I,3511.85195,3.8167,-3.962,VALD3,,8.22,-2.57,-6.96,0.054,False,0,,uv2_019552,air
Cu,I,3511.85195,3.8167,-2.008,VALD3,,8.22,-2.57,-6.96,0.054,False,0,,uv2_019552,air
Ni,I,3511.86831,3.7398,-0.47,VALD3,,8.13,-4.27,-7.19,0.781,False,0,,uv2_019552,air
Ni,I,3511.9163,3.7398,-0.738,VALD3,,8.07,-4.58,-7.18,0.729,False,0,,uv2_019552,air
Fe,I,3512.08225,2.8512,-4.017,VALD3,,8.02,-5.52,-7.51,0.125,False,0,,uv2_019552,air
Gd,II,3512.219,0.427,-0.29,VALD3,,0.0,0.0,0.0,0.195,False,0,,uv2_019552,air
Fe,I,3512.22439,2.8512,-1.488,VALD3,,8.34,-5.21,-7.206,0.889,False,0,,uv2_019552,air
Gd,II,3512.496,1.2512,0.663,VALD3,,0.0,0.0,0.0,0.252,False,0,,uv2_019552,air
Dy,II,3512.558,1.7881,0.49,VALD3,,0.0,0.0,0.0,0.097,False,0,,uv2_019552,air
Co,I,3512.62228,0.5815,-2.188,VALD3,,8.12,-6.15,-7.672,0.97,False,0,,uv2_019552,air
Co,I,3512.62511,0.5815,-1.76,VALD3,,8.12,-6.15,-7.672,0.97,False,0,,uv2_019552,air
