line_id,key_z,ion,species,wavelength_air_A,excitation_potential_eV,hfs_n_components,log_gf,loggf_reference,nist_grade,seed_source,adjudication_status,gf_synth_ges,gf_regions_vald,gf_linelist_vald,in_synth,in_regions,in_linelist,delta_synth_minus_ew
gf_036744,24,1,Cr I,6028.7,3.85,1,-4.752,K10,,synth(GES),single_source,-4.752,,,True,False,False,
gf_036745,24,1,Cr I,6028.816,3.849,1,-3.703,K10,,synth(GES),single_source,-3.703,,,True,False,False,
gf_036746,24,1,Cr I,6029.2735,3.85,2,-1.7843,K10,,synth(GES),pending,-1.7843,,-1.82,True,False,True,
gf_036747,24,1,Cr I,6029.465,3.41,1,-3.937,K10,,synth(GES),single_source,-3.937,,,True,False,False,
gf_036748,24,1,Cr I,6030.796,4.613,1,-7.653,K10,,synth(GES),single_source,-7.653,,,True,False,False,
gf_036749,24,1,Cr I,6030.859,5.462,1,-2.639,K10,,synth(GES),single_source,-2.639,,,True,False,False,
gf_036750,24,1,Cr I,6031.124,3.449,1,-5.03,K10,,synth(GES),single_source,-5.03,,,True,False,False,
gf_036751,24,1,Cr I,6031.166,5.134,1,-5.263,K10,,synth(GES),single_source,-5.263,,,True,False,False,
gf_036752,24,1,Cr I,6031.443,3.079,1,-5.117,K10,,synth(GES),single_source,-5.117,,,True,False,False,
gf_036753,24,1,Cr I,6031.478,3.85,1,-3.356,K10,,synth(GES),single_source,-3.356,,,True,False,False,
gf_036754,24,1,Cr I,6031.494,3.966,1,-3.351,K10,,synth(GES),single_source,-3.351,,,True,False,False,
gf_036755,24,1,Cr I,6031.682,5.593,1,-2.766,K10,,synth(GES),single_source,-2.766,,,True,False,False,
gf_036756,24,1,Cr I,6031.836,5.656,1,-4.465,K10,,synth(GES),single_source,-4.465,,,True,False,False,
gf_036757,24,1,Cr I,6032.175,3.556,1,-4.445,K10,,synth(GES),single_source,-4.445,,,True,False,False,
gf_036758,24,1,Cr I,6033.886,3.41,1,-3.211,K10,,synth(GES),single_source,-3.211,,,True,False,False,
gf_036759,24,1,Cr I,6034.964,3.887,1,-3.08,K10,,synth(GES),single_source,-3.08,,,True,False,False,
gf_036760,24,1,Cr I,6035.885,4.402,1,-2.85,K10,,synth(GES),single_source,-2.85,,,True,False,False,
gf_036761,24,1,Cr I,6035.9546,3.8875,1,-2.37,VALD3,,linelist(VALD3),single_source,,,-2.37,False,False,True,
gf_036762,24,1,Cr I,6036.01,3.888,1,-2.322,K10,,synth(GES),single_source,-2.322,,,True,False,False,
gf_036763,24,1,Cr I,6036.738,4.618,1,-2.364,K10,,synth(GES),pending,-2.364,,-1.645,True,False,True,
gf_036764,24,1,Cr I,6037.0109,4.099,1,-2.175,VALD3,,linelist(VALD3),single_source,,,-2.175,False,False,True,
gf_036765,24,1,Cr I,6037.789,4.096,1,-4.225,K10,,synth(GES),single_source,-4.225,,,True,False,False,
gf_036766,24,1,Cr I,6038.649,3.435,1,-7.077,K10,,synth(GES),single_source,-7.077,,,True,False,False,
gf_036767,24,1,Cr I,6038.938,5.914,1,-4.196,K10,,synth(GES),single_source,-4.196,,,True,False,False,
gf_036768,24,1,Cr I,6039.143,5.914,1,-3.588,K10,,synth(GES),single_source,-3.588,,,True,False,False,
gf_036769,24,1,Cr I,6039.2779,3.8887,1,-2.44,VALD3,,linelist(VALD3),single_source,,,-2.44,False,False,True,
gf_036770,24,1,Cr I,6039.331,3.889,1,-2.441,K10,,synth(GES),single_source,-2.441,,,True,False,False,
gf_036771,24,1,Cr I,6039.592,5.717,1,-3.208,K10,,synth(GES),single_source,-3.208,,,True,False,False,
gf_036772,24,1,Cr I,6039.696,5.914,1,-4.189,K10,,synth(GES),single_source,-4.189,,,True,False,False,
gf_036773,24,1,Cr I,6039.809,5.822,1,-9.38,K10,,synth(GES),single_source,-9.38,,,True,False,False,
gf_036774,24,1,Cr I,6040.4,3.41,1,-2.674,K10,,synth(GES),pending,-2.674,,-2.744,True,False,True,
gf_036775,24,1,Cr I,6040.893,4.616,1,-3.633,K10,,synth(GES),single_source,-3.633,,,True,False,False,
gf_036776,24,1,Cr I,6040.954,0.961,1,-8.165,K10,,synth(GES),single_source,-8.165,,,True,False,False,
gf_036777,24,1,Cr I,6041.015,3.892,1,-3.942,K10,,synth(GES),single_source,-3.942,,,True,False,False,
gf_036778,24,1,Cr I,6041.051,5.465,1,-2.341,K10,,synth(GES),single_source,-2.341,,,True,False,False,
gf_036779,24,1,Cr I,6041.083,4.096,1,-5.336,K10,,synth(GES),single_source,-5.336,,,True,False,False,
gf_036780,24,1,Cr I,6041.739,3.648,1,-5.475,K10,,synth(GES),single_source,-5.475,,,True,False,False,
gf_036781,24,1,Cr I,6041.74,5.464,1,-5.394,K10,,synth(GES),single_source,-5.394,,,True,False,False,
gf_036782,24,1,Cr I,6042.213,3.556,1,-5.498,K10,,synth(GES),single_source,-5.498,,,True,False,False,
gf_036783,24,1,Cr I,6043.229,3.556,1,-3.904,K10,,synth(GES),single_source,-3.904,,,True,False,False,
gf_036784,24,1,Cr I,6045.408,4.106,1,-2.061,K10,,synth(GES),pending,-2.061,,-2.213,True,False,True,
gf_036785,24,1,Cr I,6047.656,3.85,1,-1.881,K10,,synth(GES),pending,-1.881,,-1.911,True,False,True,
gf_036786,24,1,Cr I,6047.78,4.402,1,-2.219,K10,,synth(GES),single_source,-2.219,,,True,False,False,
gf_036787,24,1,Cr I,6048.538,6.054,1,-5.394,K10,,synth(GES),single_source,-5.394,,,True,False,False,
gf_036788,24,1,Cr I,6048.736,4.855,1,-1.814,K10,,synth(GES),single_source,-1.814,,,True,False,False,
gf_036789,24,1,Cr I,6048.917,4.44,3,-5.6181,K10,,synth(GES),single_source,-5.6181,,,True,False,False,
gf_036790,24,1,Cr I,6049.315,1.03,2,-9.9005,K10,,synth(GES),single_source,-9.9005,,,True,False,False,
gf_036791,24,1,Cr I,6049.437,5.99,1,-3.205,K10,,synth(GES),single_source,-3.205,,,True,False,False,
gf_036792,24,1,Cr I,6049.467,5.662,1,-3.271,K10,,synth(GES),single_source,-3.271,,,True,False,False,
gf_036793,24,1,Cr I,6049.69,3.887,1,-2.583,K10,,synth(GES),single_source,-2.583,,-2.577,True,False,True,
gf_036794,24,1,Cr I,6050.742,3.888,1,-2.754,K10,,synth(GES),single_source,-2.754,,,True,False,False,
gf_036795,24,1,Cr I,6050.77,3.556,1,-4.035,K10,,synth(GES),single_source,-4.035,,,True,False,False,
gf_036796,24,1,Cr I,6050.956,4.532,1,-4.352,K10,,synth(GES),single_source,-4.352,,,True,False,False,
gf_036797,24,1,Cr I,6051.789,3.556,1,-4.594,K10,,synth(GES),single_source,-4.594,,,True,False,False,
gf_036798,24,1,Cr I,6052.065,5.239,1,-7.838,K10,,synth(GES),single_source,-7.838,,,True,False,False,
gf_036799,24,1,Cr I,6052.482,5.239,1,-6.536,K10,,synth(GES),single_source,-6.536,,,True,False,False,
gf_036800,24,1,Cr I,6054.416,4.099,1,-2.104,K10,,synth(GES),single_source,-2.104,,,True,False,False,
gf_036801,24,1,Cr I,6054.822,4.402,1,-3.036,K10,,synth(GES),single_source,-3.036,,,True,False,False,
gf_036802,24,1,Cr I,6056.235,4.106,1,-3.068,K10,,synth(GES),single_source,-3.068,,,True,False,False,
gf_036803,24,1,Cr I,6057.343,4.106,1,-2.905,K10,,synth(GES),single_source,-2.905,,,True,False,False,
gf_036804,24,1,Cr I,6058.1103,3.8887,1,-2.672,VALD3,,linelist(VALD3),single_source,,,-2.672,False,False,True,
gf_036805,24,1,Cr I,6058.164,3.889,1,-3.203,K10,,synth(GES),single_source,-3.203,,,True,False,False,
gf_036806,24,1,Cr I,6058.939,0.941,2,-9.0778,K10,,synth(GES),single_source,-9.0778,,,True,False,False,
gf_036807,24,1,Cr I,6059.1,5.983,1,-4.237,K10,,synth(GES),single_source,-4.237,,,True,False,False,
gf_036808,24,1,Cr I,6060.233,5.725,1,-3.041,K10,,synth(GES),single_source,-3.041,,,True,False,False,
gf_036809,24,1,Cr I,6060.352,4.535,1,-3.996,K10,,synth(GES),single_source,-3.996,,,True,False,False,
gf_036810,24,1,Cr I,6060.382,5.239,1,-9.037,K10,,synth(GES),single_source,-9.037,,,True,False,False,
gf_036811,24,1,Cr I,6060.406,3.087,1,-4.841,K10,,synth(GES),single_source,-4.841,,,True,False,False,
gf_036812,24,1,Cr I,6060.784,6.007,1,-6.573,K10,,synth(GES),single_source,-6.573,,,True,False,False,
gf_036813,24,1,Cr I,6061.07,6.033,1,-4.648,K10,,synth(GES),single_source,-4.648,,,True,False,False,
gf_036814,24,1,Cr I,6061.1,5.978,1,-4.046,K10,,synth(GES),single_source,-4.046,,,True,False,False,
gf_036815,24,1,Cr I,6061.455,0.968,1,-8.008,K10,,synth(GES),single_source,-8.008,,,True,False,False,
gf_036816,24,1,Cr I,6061.985,5.624,1,-5.291,K10,,synth(GES),single_source,-5.291,,,True,False,False,
gf_036817,24,1,Cr I,6062.1,5.99,1,-3.856,K10,,synth(GES),single_source,-3.856,,,True,False,False,
gf_036818,24,1,Cr I,6062.122,3.449,1,-5.062,K10,,synth(GES),single_source,-5.062,,,True,False,False,
gf_036819,24,1,Cr I,6062.361,4.186,1,-3.894,K10,,synth(GES),single_source,-3.894,,,True,False,False,
gf_036820,24,1,Cr I,6062.674,3.195,1,-1.588,K10,,synth(GES),pending,-1.588,,-1.566,True,False,True,
gf_036821,24,1,Cr I,6063.12,3.89,1,-2.152,K10,,synth(GES),pending,-2.152,,-1.584,True,False,True,
gf_036822,24,1,Cr I,6066.419,4.096,1,-3.083,K10,,synth(GES),single_source,-3.083,,,True,False,False,
gf_036823,24,1,Cr I,6067.709,3.551,1,-3.105,K10,,synth(GES),single_source,-3.105,,,True,False,False,
gf_036824,24,1,Cr I,6067.842,0.968,2,-8.053,K10,,synth(GES),single_source,-8.053,,,True,False,False,
gf_036825,24,1,Cr I,6068.4349,4.802,1,-0.878,VALD3,,linelist(VALD3),single_source,,,-0.878,False,False,True,
gf_036826,24,1,Cr I,6068.492,4.802,1,-0.915,K10,,synth(GES),single_source,-0.915,,,True,False,False,
gf_036827,24,1,Cr I,6068.79,3.892,1,-2.496,K10,,synth(GES),single_source,-2.496,,,True,False,False,
gf_036828,24,1,Cr I,6069.166,5.239,1,-9.54,K10,,synth(GES),single_source,-9.54,,,True,False,False,
gf_036829,24,1,Cr I,6069.177,5.725,1,-3.927,K10,,synth(GES),single_source,-3.927,,,True,False,False,
gf_036830,24,1,Cr I,6069.284,5.239,1,-8.235,K10,,synth(GES),single_source,-8.235,,,True,False,False,
gf_036831,24,1,Cr I,6069.704,5.239,1,-8.347,K10,,synth(GES),single_source,-8.347,,,True,False,False,
gf_036832,24,1,Cr I,6069.782,4.447,1,-8.577,K10,,synth(GES),single_source,-8.577,,,True,False,False,
gf_036833,24,1,Cr I,6070.005,5.239,1,-9.367,K10,,synth(GES),single_source,-9.367,,,True,False,False,
gf_036834,24,1,Cr I,6070.406,3.113,1,-4.321,K10,,synth(GES),single_source,-4.321,,,True,False,False,
gf_036835,24,1,Cr I,6070.558,3.092,1,-4.678,K10,,synth(GES),single_source,-4.678,,,True,False,False,
gf_036836,24,1,Cr I,6070.578,5.65,1,-6.334,K10,,synth(GES),single_source,-6.334,,,True,False,False,
gf_036837,24,1,Cr I,6070.977,5.462,1,-3.941,K10,,synth(GES),single_source,-3.941,,,True,False,False,
gf_036838,24,1,Cr I,6071.339,0.968,1,-11.528,K10,,synth(GES),single_source,-11.528,,,True,False,False,
gf_036839,24,1,Cr I,6072.505,5.987,1,-5.093,K10,,synth(GES),single_source,-5.093,,,True,False,False,
gf_036840,24,1,Cr I,6072.711,5.607,1,-4.025,K10,,synth(GES),single_source,-4.025,,,True,False,False,
gf_036841,24,1,Cr I,6073.981,3.888,1,-3.033,K10,,synth(GES),single_source,-3.033,,,True,False,False,
gf_036842,24,1,Cr I,6074.139,4.411,1,-2.662,K10,,synth(GES),single_source,-2.662,,,True,False,False,
gf_036843,24,1,Cr I,6077.2897,3.8887,1,-1.979,VALD3,,linelist(VALD3),single_source,,,-1.979,False,False,True,
gf_036844,24,1,Cr I,6077.343,3.889,1,-2.118,K10,,synth(GES),single_source,-2.118,,,True,False,False,
gf_036845,24,1,Cr I,6079.036,4.697,1,-3.941,K10,,synth(GES),single_source,-3.941,,,True,False,False,
gf_036846,24,1,Cr I,6079.436,5.072,1,-1.323,K10,,synth(GES),single_source,-1.323,,,True,False,False,
gf_036847,24,1,Cr I,6079.506,5.0717,1,-1.295,VALD3,,linelist(VALD3),single_source,,,-1.295,False,False,True,
gf_036848,24,1,Cr I,6080.232,5.699,2,-3.0161,K10,,synth(GES),single_source,-3.0161,,,True,False,False,
gf_036849,24,1,Cr I,6080.629,5.99,1,-3.281,K10,,synth(GES),single_source,-3.281,,,True,False,False,
gf_036850,24,1,Cr I,6080.983,5.462,1,-2.817,K10,,synth(GES),single_source,-2.817,,,True,False,False,
gf_036851,24,1,Cr I,6081.242,4.411,1,-2.602,K10,,synth(GES),single_source,-2.602,,,True,False,False,
gf_036852,24,1,Cr I,6082.064,5.465,1,-2.19,K10,,synth(GES),single_source,-2.19,,,True,False,False,
gf_036853,24,1,Cr I,6082.19,4.096,1,-3.925,K10,,synth(GES),single_source,-3.925,,,True,False,False,
gf_036854,24,1,Cr I,6082.331,3.89,1,-3.242,K10,,synth(GES),single_source,-3.242,,,True,False,False,
gf_036855,24,1,Cr I,6082.674,3.887,1,-3.802,K10,,synth(GES),single_source,-3.802,,,True,False,False,
gf_036856,24,1,Cr I,6083.374,3.887,1,-3.489,K10,,synth(GES),single_source,-3.489,,,True,False,False,
gf_036857,24,1,Cr I,6084.3808,3.8875,1,-2.492,VALD3,,linelist(VALD3),single_source,,,-2.492,False,False,True,
gf_036858,24,1,Cr I,6084.437,3.888,1,-2.635,K10,,synth(GES),single_source,-2.635,,,True,False,False,
gf_036859,24,1,Cr I,6086.687,4.106,1,-2.206,K10,,synth(GES),pending,-2.206,,-2.266,True,False,True,
gf_036860,24,1,Cr I,6087.6,5.464,1,-2.715,K10,,synth(GES),single_source,-2.715,,,True,False,False,
gf_036861,24,1,Cr I,6087.811,3.889,1,-4.048,K10,,synth(GES),single_source,-4.048,,,True,False,False,
gf_036862,24,1,Cr I,6088.265,5.075,1,-5.579,K10,,synth(GES),single_source,-5.579,,,True,False,False,
gf_036863,24,1,Cr I,6088.496,3.887,1,-3.206,K10,,synth(GES),single_source,-3.206,,,True,False,False,
gf_036864,24,1,Cr I,6088.639,5.656,1,-5.22,K10,,synth(GES),single_source,-5.22,,,True,False,False,
gf_036865,24,1,Cr I,6088.762,3.428,1,-4.738,K10,,synth(GES),single_source,-4.738,,,True,False,False,
gf_036866,24,1,Cr I,6089.543,5.155,1,-4.514,K10,,synth(GES),single_source,-4.514,,,True,False,False,
gf_036867,24,1,Cr I,6089.561,3.888,1,-4.818,K10,,synth(GES),single_source,-4.818,,,True,False,False,
gf_036868,24,1,Cr I,6089.736,5.462,1,-4.674,K10,,synth(GES),single_source,-4.674,,,True,False,False,
gf_036869,24,1,Cr I,6089.987,3.89,1,-3.999,K10,,synth(GES),single_source,-3.999,,,True,False,False,
gf_036870,24,1,Cr I,6090.439,5.711,1,-6.626,K10,,synth(GES),single_source,-6.626,,,True,False,False,
gf_036871,24,1,Cr I,6091.66,4.532,1,-1.415,K10,,synth(GES),single_source,-1.415,,,True,False,False,
gf_036872,24,1,Cr I,6091.6998,4.5319,1,-1.419,VALD3,,linelist(VALD3),single_source,,,-1.419,False,False,True,
gf_036873,24,1,Cr I,6092.107,5.465,1,-3.418,K10,,synth(GES),single_source,-3.418,,,True,False,False,
gf_036874,24,1,Cr I,6092.218,5.155,1,-6.715,K10,,synth(GES),single_source,-6.715,,,True,False,False,
gf_036875,24,1,Cr I,6093.463,4.106,1,-2.25,K10,,synth(GES),pending,-2.25,,-2.02,True,False,True,
gf_036876,24,1,Cr I,6093.623,4.099,1,-3.17,K10,,synth(GES),single_source,-3.17,,,True,False,False,
gf_036877,24,1,Cr I,6098.141,4.416,1,-2.699,K10,,synth(GES),single_source,-2.699,,,True,False,False,
gf_036878,24,1,Cr I,6098.396,4.099,1,-2.357,K10,,synth(GES),pending,-2.357,,-2.484,True,False,True,
gf_036879,24,1,Cr I,6098.802,4.778,1,-2.523,K10,,synth(GES),single_source,-2.523,,,True,False,False,
gf_036880,24,1,Cr I,6099.24,3.079,1,-5.449,K10,,synth(GES),single_source,-5.449,,,True,False,False,
gf_036881,24,1,Cr I,6099.241,6.007,1,-3.699,K10,,synth(GES),single_source,-3.699,,,True,False,False,
gf_036882,24,1,Cr I,6099.5953,5.0798,1,-1.21,VALD3,,linelist(VALD3),single_source,,,-1.21,False,False,True,
gf_036883,24,1,Cr I,6099.691,5.08,1,-1.163,K10,,synth(GES),single_source,-1.163,,,True,False,False,
gf_036884,24,1,Cr I,6101.164,6.033,3,-3.4562,K10,,synth(GES),single_source,-3.4562,,,True,False,False,
gf_036885,24,1,Cr I,6101.183,4.535,1,-2.404,K10,,synth(GES),single_source,-2.404,,,True,False,False,
gf_036886,24,1,Cr I,6102.11,3.668,1,-4.69,K10,,synth(GES),single_source,-4.69,,,True,False,False,
gf_036887,24,1,Cr I,6102.914,4.416,1,-3.052,K10,,synth(GES),single_source,-3.052,,,True,False,False,
gf_036888,24,1,Cr I,6103.501,5.08,1,-1.932,K10,,synth(GES),single_source,-1.932,,,True,False,False,
gf_036889,24,1,Cr I,6104.2206,4.7854,1,-0.975,VALD3,,linelist(VALD3),single_source,,,-0.975,False,False,True,
gf_036890,24,1,Cr I,6104.252,4.785,1,-1.103,K10,,synth(GES),single_source,-1.103,,,True,False,False,
gf_036891,24,1,Cr I,6104.636,0.983,1,-7.82,K10,,synth(GES),single_source,-7.82,,,True,False,False,
gf_036892,24,1,Cr I,6107.798,5.081,1,-5.238,K10,,synth(GES),single_source,-5.238,,,True,False,False,
gf_036893,24,1,Cr I,6110.261,5.8,1,-8.491,K10,,synth(GES),single_source,-8.491,,,True,False,False,
gf_036894,24,1,Cr I,6110.714,3.438,1,-2.763,K10,,synth(GES),pending,-2.763,,-2.855,True,False,True,
gf_036895,24,1,Cr I,6111.114,0.983,2,-8.3466,K10,,synth(GES),single_source,-8.3466,,,True,False,False,
gf_036896,24,1,Cr I,6112.059,5.604,1,-4.156,K10,,synth(GES),single_source,-4.156,,,True,False,False,
gf_036897,24,1,Cr I,6112.114,6.007,1,-3.512,K10,,synth(GES),single_source,-3.512,,,True,False,False,
gf_036898,24,1,Cr I,6112.668,3.104,1,-4.75,K10,,synth(GES),single_source,-4.75,,,True,False,False,
gf_036899,24,1,Cr I,6112.68,0.983,1,-8.118,K10,,synth(GES),single_source,-8.118,,,True,False,False,
gf_036900,24,1,Cr I,6112.865,5.659,2,-3.6047,K10,,synth(GES),single_source,-3.6047,,,True,False,False,
gf_036901,24,1,Cr I,6113.697,3.438,1,-2.281,K10,,synth(GES),pending,-2.281,,-2.341,True,False,True,
gf_036902,24,1,Cr I,6114.661,0.983,1,-8.045,K10,,synth(GES),single_source,-8.045,,,True,False,False,
gf_036903,24,1,Cr I,6117.951,3.89,1,-7.184,K10,,synth(GES),single_source,-7.184,,,True,False,False,
gf_036904,24,1,Cr I,6117.992,0.941,1,-12.364,K10,,synth(GES),single_source,-12.364,,,True,False,False,
gf_036905,24,1,Cr I,6118.019,4.106,1,-3.54,K10,,synth(GES),single_source,-3.54,,,True,False,False,
gf_036906,24,1,Cr I,6118.102,5.659,1,-3.472,K10,,synth(GES),single_source,-3.472,,,True,False,False,
gf_036907,24,1,Cr I,6118.243,3.438,1,-1.986,K10,,synth(GES),pending,-1.986,,-2.085,True,False,True,
gf_036908,24,1,Cr I,6119.936,4.613,1,-8.247,K10,,synth(GES),single_source,-8.247,,,True,False,False,
gf_036909,24,1,Cr I,6120.678,5.8,1,-6.957,K10,,synth(GES),single_source,-6.957,,,True,False,False,
gf_036910,24,1,Cr I,6120.815,5.607,1,-3.42,K10,,synth(GES),single_source,-3.42,,,True,False,False,
gf_036911,24,1,Cr I,6120.869,3.889,1,-8.175,K10,,synth(GES),single_source,-8.175,,,True,False,False,
gf_036912,24,1,Cr I,6120.996,5.659,1,-8.591,K10,,synth(GES),single_source,-8.591,,,True,False,False,
gf_036913,24,1,Cr I,6121.557,6.054,1,-4.481,K10,,synth(GES),single_source,-4.481,,,True,False,False,
gf_036914,24,1,Cr I,6121.7604,4.0964,1,-2.273,VALD3,,linelist(VALD3),single_source,,,-2.273,False,False,True,
gf_036915,24,1,Cr I,6121.808,4.096,1,-2.299,K10,,synth(GES),single_source,-2.299,,,True,False,False,
gf_036916,24,1,Cr I,6121.81,3.89,1,-7.528,K10,,synth(GES),single_source,-7.528,,,True,False,False,
gf_036917,24,1,Cr I,6122.135,4.207,1,-1.46,K10,,synth(GES),pending,-1.46,,-1.437,True,False,True,
gf_036918,24,1,Cr I,6122.266,5.089,1,-4.082,K10,,synth(GES),single_source,-4.082,,,True,False,False,
gf_036919,24,1,Cr I,6122.364,4.208,1,-2.389,K10,,synth(GES),single_source,-2.389,,,True,False,False,
gf_036920,24,1,Cr I,6124.213,3.889,1,-3.51,K10,,synth(GES),single_source,-3.51,,,True,False,False,
gf_036921,24,1,Cr I,6128.523,5.747,1,-2.959,K10,,synth(GES),single_source,-2.959,,,True,False,False,
gf_036922,24,1,Cr I,6129.278,3.89,1,-4.666,K10,,synth(GES),single_source,-4.666,,,True,False,False,
gf_036923,24,1,Cr I,6129.525,4.099,1,-3.908,K10,,synth(GES),single_source,-3.908,,,True,False,False,
gf_036924,24,1,Cr I,6130.435,4.535,1,-1.296,K10,,synth(GES),single_source,-1.296,,-1.3,True,False,True,
gf_036925,24,1,Cr I,6130.481,5.089,1,-6.105,K10,,synth(GES),single_source,-6.105,,,True,False,False,
gf_036926,24,1,Cr I,6130.984,5.464,1,-2.6,K10,,synth(GES),single_source,-2.6,,,True,False,False,
gf_036927,24,1,Cr I,6132.26,3.113,1,-6.86,K10,,synth(GES),single_source,-6.86,,,True,False,False,
gf_036928,24,1,Cr I,6132.303,5.749,1,-5.993,K10,,synth(GES),single_source,-5.993,,,True,False,False,
gf_036929,24,1,Cr I,6132.802,3.966,1,-5.589,K10,,synth(GES),single_source,-5.589,,,True,False,False,
gf_036930,24,1,Cr I,6135.7241,4.8244,1,-0.028,VALD3,,linelist(VALD3),single_source,,,-0.028,False,False,True,
gf_036931,24,1,Cr I,6135.782,4.824,1,-0.071,K10,,synth(GES),single_source,-0.071,,,True,False,False,
gf_036932,24,1,Cr I,6138.382,5.094,1,-1.008,K10,,synth(GES),pending,-1.008,,-0.979,True,False,True,
gf_036933,24,1,Cr I,6138.402,5.659,1,-7.594,K10,,synth(GES),single_source,-7.594,,,True,False,False,
gf_036934,24,1,Cr I,6138.562,5.466,1,-2.76,K10,,synth(GES),single_source,-2.76,,,True,False,False,
gf_036935,24,1,Cr I,6139.2,5.65,1,-5.417,K10,,synth(GES),single_source,-5.417,,,True,False,False,
gf_036936,24,1,Cr I,6139.519,5.659,1,-3.642,K10,,synth(GES),single_source,-3.642,,,True,False,False,
gf_036937,24,1,Cr I,6139.924,0.968,2,-9.5208,K10,,synth(GES),single_source,-9.5208,,,True,False,False,
gf_036938,24,1,Cr I,6139.981,5.699,1,-3.139,K10,,synth(GES),single_source,-3.139,,,True,False,False,
gf_036939,24,1,Cr I,6140.486,3.888,1,-3.416,K10,,synth(GES),single_source,-3.416,,,True,False,False,
gf_036940,24,1,Cr I,6141.153,3.887,1,-3.643,K10,,synth(GES),single_source,-3.643,,,True,False,False,
gf_036941,24,1,Cr I,6141.461,5.749,1,-4.303,K10,,synth(GES),single_source,-4.303,,,True,False,False,
gf_036942,24,1,Cr I,6141.769,4.204,1,-2.529,K10,,synth(GES),single_source,-2.529,,,True,False,False,
gf_036943,24,1,Cr I,6141.835,3.887,1,-3.376,K10,,synth(GES),single_source,-3.376,,,True,False,False,
gf_036944,24,1,Cr I,6142.237,3.888,1,-3.249,K10,,synth(GES),single_source,-3.249,,,True,False,False,
gf_036945,24,1,Cr I,6142.41,4.207,1,-4.134,K10,,synth(GES),single_source,-4.134,,,True,False,False,
gf_036946,24,1,Cr I,6142.536,3.889,1,-3.495,K10,,synth(GES),single_source,-3.495,,,True,False,False,
gf_036947,24,1,Cr I,6142.744,5.462,1,-3.239,K10,,synth(GES),single_source,-3.239,,,True,False,False,
gf_036948,24,1,Cr I,6142.776,5.094,1,-1.784,K10,,synth(GES),single_source,-1.784,,,True,False,False,
gf_036949,24,1,Cr I,6142.919,3.888,1,-3.713,K10,,synth(GES),single_source,-3.713,,,True,False,False,
gf_036950,24,1,Cr I,6143.32,4.778,1,-2.528,K10,,synth(GES),single_source,-2.528,,,True,False,False,
gf_036951,24,1,Cr I,6143.922,3.889,1,-3.065,K10,,synth(GES),single_source,-3.065,,,True,False,False,
gf_036952,24,1,Cr I,6145.6792,3.8895,2,-3.2527,K10,,synth(GES),single_source,-3.2527,,,True,False,False,
gf_036953,24,1,Cr I,6147.365,4.778,1,-2.735,K10,,synth(GES),single_source,-2.735,,,True,False,False,
gf_036954,24,1,Cr I,6147.631,3.89,1,-2.872,K10,,synth(GES),single_source,-2.872,,,True,False,False,
gf_036955,24,1,Cr I,6147.762,4.778,1,-2.945,K10,,synth(GES),single_source,-2.945,,,True,False,False,
gf_036956,24,1,Cr I,6148.02,5.914,1,-6.017,K10,,synth(GES),single_source,-6.017,,,True,False,False,
gf_036957,24,1,Cr I,6148.056,3.449,1,-3.182,K10,,synth(GES),single_source,-3.182,,,True,False,False,
gf_036958,24,1,Cr I,6148.167,5.915,1,-3.678,K10,,synth(GES),single_source,-3.678,,,True,False,False,
gf_036959,24,1,Cr I,6148.898,5.915,1,-4.954,K10,,synth(GES),single_source,-4.954,,,True,False,False,
gf_036960,24,1,Cr I,6149.02,3.89,1,-3.535,K10,,synth(GES),single_source,-3.535,,,True,False,False,
gf_036961,24,1,Cr I,6149.313,5.915,1,-4.914,K10,,synth(GES),single_source,-4.914,,,True,False,False,
gf_036962,24,1,Cr I,6149.35,4.106,1,-3.639,K10,,synth(GES),single_source,-3.639,,,True,False,False,
gf_036963,24,1,Cr I,6149.495,3.889,1,-4.183,K10,,synth(GES),single_source,-4.183,,,True,False,False,
gf_036964,24,1,Cr I,6149.495,5.464,1,-3.112,K10,,synth(GES),single_source,-3.112,,,True,False,False,
gf_036965,24,1,Cr I,6149.834,4.802,1,-1.675,K10,,synth(GES),single_source,-1.675,,,True,False,False,
gf_036966,24,1,Cr I,6150.875,6.008,1,-7.191,K10,,synth(GES),single_source,-7.191,,,True,False,False,
gf_036967,24,1,Cr I,6151.225,3.079,1,-7.885,K10,,synth(GES),single_source,-7.885,,,True,False,False,
gf_036968,24,1,Cr I,6151.511,3.892,1,-2.761,K10,,synth(GES),single_source,-2.761,,,True,False,False,
gf_036969,24,1,Cr I,6151.953,4.44,1,-5.385,K10,,synth(GES),single_source,-5.385,,,True,False,False,
gf_036970,24,1,Cr I,6152.073,4.207,1,-4.185,K10,,synth(GES),single_source,-4.185,,,True,False,False,
gf_036971,24,1,Cr I,6152.08,4.099,1,-2.032,K10,,synth(GES),pending,-2.032,,-2.02,True,False,True,
gf_036972,24,1,Cr I,6152.304,4.208,1,-5.086,K10,,synth(GES),single_source,-5.086,,,True,False,False,
gf_036973,24,1,Cr I,6152.409,4.697,1,-3.964,K10,,synth(GES),single_source,-3.964,,,True,False,False,
gf_036974,24,1,Cr I,6152.444,4.207,1,-2.957,K10,,synth(GES),single_source,-2.957,,,True,False,False,
gf_036975,24,1,Cr I,6152.653,3.449,1,-2.256,K10,,synth(GES),pending,-2.256,,-2.33,True,False,True,
