ion,band,instrument,holding,selector,wavelength_air_A,synth_band,in_registered_telluric_band,telluric_band,telluric_band_span,production_fate,production_reason,lift_provenance,raw_sibling,flux_state,flux_basis,absorption_available_in_raw,band_evidence_state,max_abs_diff
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4678.846,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.268847,,0.00020095
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4704.948,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.20079,,0.00017753
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4707.274,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.372587,,0.00017324
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4709.088,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.264599,,0.00017726
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4727.395,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.346413,,0.00018215
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4736.773,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.352676,,0.00017753
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4745.8,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.18992,,0.00021422
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4768.32,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.247751,,0.00027288
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4768.396,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.251514,,0.00027288
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4843.143,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.18462,,0.00036298
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4855.673,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.348478,,0.00030451
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4871.318,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.425036,,0.00024328
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4882.143,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.164243,,0.00024158
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4885.43,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.183634,,0.00022375
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4889.102,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.245851,,0.00021108
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4890.755,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.420243,,0.00018233
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4903.31,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.292825,,0.00015172
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4910.017,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.227184,,0.0001259
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4946.387,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.216262,,3.687e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4950.105,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.171305,,3.316e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4966.088,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.29177,,2.403e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4973.102,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.189732,,2.462e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,4985.253,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.277416,,2.869e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5001.863,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.278928,,3.92e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5002.792,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.203183,,4.06e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5005.712,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.316275,,3.971e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5014.942,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.24767,,5.096e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5022.235,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.233923,,5.976e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5028.126,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.20097,,6.323e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5039.251,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.227418,,7.304e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5048.436,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.197493,,8.017e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5098.573,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.311678,,9.168e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5110.358,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.259515,,9.155e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5133.688,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.297235,,8.304e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5139.251,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.471332,,8.03e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5171.672,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.410525,,5.578e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5208.594,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.498422,,3.912e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5215.18,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.248932,,3.822e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5217.389,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.205499,,3.794e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5226.861,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.48545,,2.716e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5242.491,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.155514,,2.689e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5253.462,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.146167,,2.36e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5263.306,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.243993,,2.069e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5273.163,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.338026,,1.887e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5283.621,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.346931,,1.661e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5302.3,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.270363,,1.485e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5324.179,VIS,False,,,KEPT,,,solar_harps,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,1.0,,0.0
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5339.929,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.304196,,1.193e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5353.374,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.206923,,1.127e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5393.167,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.280313,,6.65e-06
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5455.454,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.44845,,5.6e-07
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5476.564,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.344276,,4.6e-07
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5569.618,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.281399,,3.99e-06
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5572.842,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.388445,,4.15e-06
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5586.756,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.384369,,5.45e-06
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5602.945,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.380962,,7.62e-06
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5615.644,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.448586,,7.3e-06
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5624.542,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.251072,,8.75e-06
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5658.816,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.359762,,8.38e-06
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5662.516,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.172284,,8.5e-06
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,5709.378,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.311433,,3.99e-06
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,6246.318,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.216352,,1.425e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,6301.5,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.220327,,1.067e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,6400.0,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.317736,,2.24e-06
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED,6411.648,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.240438,,3.75e-06
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4203.938,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.328516,,0.00105905
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4233.602,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.451392,,0.00105258
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4245.344,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.34953,,0.00112641
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4259.999,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.51766,,0.00084973
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4276.675,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.244197,,0.00085143
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4278.23,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.228102,,0.00083968
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4286.863,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.379241,,0.00076703
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4287.94,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.417587,,0.00073834
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4289.915,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.596471,,0.00053021
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4326.753,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.349213,,0.00035191
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4344.499,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.420053,,0.00029618
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4351.544,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.464181,,0.00029229
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4358.499,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.361217,,0.00030608
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4369.736,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.421437,,0.00028586
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4373.561,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.314556,,0.00029378
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4401.29,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.530406,,0.00025882
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4408.413,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.486931,,0.00028924
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4423.841,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.213688,,0.00031941
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4432.568,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.174853,,0.00030856
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4447.717,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.362911,,0.00026472
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4459.117,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.495021,,0.0002323
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4461.968,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.424032,,0.00021558
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4476.075,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.375142,,0.00018227
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4480.137,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.315599,,0.00017539
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4481.609,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.26317,,0.00016801
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4482.739,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.257512,,0.00016459
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4484.22,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.257959,,0.00016211
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4494.563,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.407636,,0.00012457
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4495.953,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.250515,,0.00013126
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4514.184,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.268395,,9.58e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4528.757,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.532295,,8.201e-05
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4547.847,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.222753,,0.00010212
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4581.508,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.422048,,0.000172
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4595.358,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.252631,,0.00020909
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4607.646,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.253026,,0.00023549
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4619.288,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.258798,,0.00024827
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4625.045,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.232436,,0.00025588
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4630.12,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.194413,,0.00026063
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4637.503,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.269478,,0.00024916
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4654.605,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.392983,,0.00024161
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4654.631,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.3919,,0.00024272
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4667.453,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.440215,,0.00019236
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4668.134,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.314809,,0.00021553
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4669.171,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.254172,,0.00021912
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4678.846,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.268847,,0.00020095
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4704.948,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.20079,,0.00017753
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4707.274,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.372587,,0.00017324
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4709.088,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.264599,,0.00017726
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4727.395,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.346413,,0.00018215
I,VIS,harps,solar_harps_molecfit_corrected,DEEPGRADED-LOCALRENORM,4736.773,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.352676,,0.00017753
