ion,band,instrument,holding,selector,wavelength_air_A,synth_band,in_registered_telluric_band,telluric_band,telluric_band_span,production_fate,production_reason,lift_provenance,raw_sibling,flux_state,flux_basis,absorption_available_in_raw,band_evidence_state,max_abs_diff
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4372.982,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.34317,,0.00029223
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4488.906,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.279002,,0.00015206
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4495.391,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.197418,,0.00013095
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4531.636,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.198619,,8.493e-05
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4554.451,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.174059,,0.00011366
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4565.662,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.370702,,0.00013876
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4574.216,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.145119,,0.00016021
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4611.184,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.323663,,0.00024048
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4708.968,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.304185,,0.00017628
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4720.962,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.163464,,0.00017954
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4726.137,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.12301,,0.00018227
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4741.069,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.174408,,0.00020507
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4787.827,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.111464,,0.00033608
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4807.708,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.138091,,0.00038358
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4860.978,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.60925,,0.0002079
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4875.877,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.152001,,0.00026416
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4896.439,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.101618,,0.00018391
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4905.133,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.09117,,0.00014737
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4907.732,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.167219,,0.00013997
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4911.529,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.170762,,0.00011906
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4911.779,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.211162,,0.00011852
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4933.873,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.375197,,5.822e-05
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,4934.084,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.398873,,5.619e-05
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5023.498,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.108324,,6.161e-05
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5099.077,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.254206,,8.774e-05
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5129.631,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.183097,,8.72e-05
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5285.127,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.062255,,1.756e-05
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5288.525,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.112074,,1.703e-05
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5373.709,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.138651,,9.12e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5379.574,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.130533,,8.42e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5403.822,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.255749,,5.57e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5473.9,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.152705,,4.3e-07
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5481.438,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.209765,,6.7e-07
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5483.099,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.140321,,7.1e-07
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5493.499,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.106745,,8.4e-07
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5532.747,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.101107,,4.8e-07
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5538.516,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.073696,,9.6e-07
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5554.894,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.173083,,2.51e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5563.6,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.176755,,3.52e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5573.102,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.314429,,4.53e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5602.767,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.368535,,7.58e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5618.632,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.098609,,8.89e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5638.262,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.144709,,9.42e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5658.532,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.331479,,8.61e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5705.992,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.164062,,4.46e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5712.131,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.201121,,3.67e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5717.833,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.118693,,3.06e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5753.122,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.159313,,3.3e-07
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5775.081,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.116383,,1.51e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,5784.658,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.081379,,1.7e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6003.011,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.162892,,7.87e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6008.556,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.170641,,6.93e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6056.005,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.144278,,9.9e-07
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6141.731,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.213698,,4.05e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6232.64,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.155122,,1.422e-05
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6315.811,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.079121,,9.15e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6336.823,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.194293,,6.29e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6408.017,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.189234,,3.24e-06
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6627.544,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.054233,,1.954e-05
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6663.231,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.185045,,0.00016052
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6705.101,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.094283,,0.00025114
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6725.356,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.050177,,0.00010434
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6841.339,VIS,False,,,KEPT,,,solar_harps,NO-MATERIAL-DIFFERENCE,DIRECT-COMPARISON vs raw sibling at this line,0.165198,,0.00017
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6843.655,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.141749,,0.00034642
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6855.161,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.162207,,0.00141486
I,VIS,harps,solar_harps_molecfit_corrected,GRADED,6858.148,VIS,False,,,KEPT,,,solar_harps,VERIFIED-CORRECTED,DIRECT-COMPARISON vs raw sibling at this line,0.118102,,0.00172721
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4203.938,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.262595,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4233.602,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.389973,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4245.344,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.284978,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4259.999,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.469651,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4276.675,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.184488,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4278.23,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.162406,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4286.863,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.316686,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4287.94,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.362032,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4289.915,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.558479,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4326.753,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.270348,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4344.499,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.34689,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4351.544,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.405819,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4358.499,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.293055,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4369.736,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.354279,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4373.561,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.235903,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4401.29,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.486896,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4408.413,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.431534,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4423.841,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.132038,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4432.568,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.093078,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4447.717,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.306763,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4459.117,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.455198,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4461.968,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.371095,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4476.075,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.323236,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4480.137,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.262284,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4481.609,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.199658,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4482.739,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.196596,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4484.22,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.194279,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4494.563,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.355953,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4495.953,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.186577,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4514.184,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.208108,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4528.757,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.486415,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4547.847,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.159345,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4581.508,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.380223,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4595.358,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.202649,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4607.646,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.19376,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4619.288,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.2083,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4625.045,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.178728,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4630.12,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.140817,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4637.503,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.219739,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4654.605,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.349464,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4654.631,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.348395,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4667.453,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.401549,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4668.134,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.262222,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4669.171,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.199514,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4678.846,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.211641,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4704.948,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.13696,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4707.274,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.324295,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4709.088,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.206425,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4727.395,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.298286,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4736.773,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.309169,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4745.8,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.139153,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4768.32,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.206989,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4768.396,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.213463,,
I,VIS,iag_fts_solar_atlas,solar_iag,DEEPGRADED,4843.143,VIS,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.160713,,
