wavelength_obs_A,wavelength_ritz_A,fik,gi,aki_s-1,nist_grade,ref_transition_probability,ref_line,ei_eV,log_gf,nist_acc_pct,wavelength_A,nist_sigma_dex,canon_index,species,canon_log_gf,canon_hfs_n,delta_nist_minus_canon,canon_shared_with
3453.0201,3453.0202,,7.0,,,,L11631,2.75857762,,,3453.0201,,159003,Fe I,-1.107,1.0,,1
,3454.33856,2.7e-11,7.0,0.021,D,T6409,,0.05156912,-9.723538195826755,50.0,3454.33856,0.17609125905568124,-1,Fe I,,,,0
3456.244,3456.2449,,3.0,,,,L11631,3.0713388,,,3456.244,,159086,Fe I,-2.708,1.0,,1
3457.0867,3457.0858,,7.0,,,,L11631,3.60252504,,,3457.0867,,159115,Fe I,-0.556,1.0,,1
3458.3031,3458.3031,0.0175,3.0,29200000.0,B,T5720,L11631,2.42419831,-1.279840696594043,10.0,3458.3031,0.04139268515822508,159144,Fe I,-1.279840696594043,1.0,0.0,1
3459.4262,3459.4261,0.00213,11.0,1450000.0,C+,T5720,L11631,2.69240763,-1.6302277114030372,18.0,3459.4262,0.07188200730612536,159170,Fe I,-1.6302277114030372,1.0,0.0,1
3459.9138,3459.9141,0.0234,5.0,21700000.0,B,T5720,L11631,3.01725044,-0.9318141382538384,10.0,3459.9138,0.04139268515822508,159181,Fe I,-0.9318141382538384,1.0,0.0,1
,3459.95412,0.000514,5.0,477000.0,D+,T6110,,2.27860466,-2.5900668766687054,40.0,3459.95412,0.146128035678238,-1,Fe I,,,,0
3462.3518,3462.35211,,5.0,,,,L11631,2.1978664,,,3462.3518,,159257,Fe I,-2.11,1.0,,1
3463.3026,3463.30151,0.00021,9.0,150000.0,E,T5720,L11631,1.48486439,-2.7235381958267557,100.0,3463.3026,0.3010299956639812,159277,Fe I,-2.723538195826756,1.0,4.440892098500626e-16,1
3464.9105,3464.9109,,7.0,,,,L11631,2.58810592,,,3464.9105,,159316,Fe I,-1.651,1.0,,1
3465.8604,3465.86035,0.0214,3.0,11900000.0,B,T5720,L11631,0.11011433,-1.1924649719311469,10.0,3465.8604,0.04139268515822508,159341,Fe I,-1.1924649719311469,1.0,0.0,1
3466.2827,3466.28,0.000145,13.0,95000.0,C+,T5720,L11631,2.40407444,-2.724688645458188,18.0,3466.2827,0.07188200730612536,159350,Fe I,-2.724688645458188,1.0,0.0,1
3466.4985,3466.49828,0.000183,11.0,124000.0,C,T4653,L11631,0.85899575,-2.6961562251113453,25.0,3466.4985,0.09691001300805642,159355,Fe I,-2.6961562251113453,1.0,0.0,1
3466.8925,3466.89247,,9.0,,,,L11631,2.55917148,,,3466.8925,,159361,Fe I,-1.918,1.0,,1
3468.8442,3468.84432,0.00575,9.0,2610000.0,B,T5720,L11631,2.55917148,-1.286089645871045,10.0,3468.8442,0.04139268515822508,159420,Fe I,-1.286089645871045,1.0,0.0,1
3469.0117,3469.012,0.0155,9.0,8580000.0,B,T5720,L11631,3.30140276,-0.8554257923903836,10.0,3469.0117,0.04139268515822508,159426,Fe I,-0.8554257923903836,1.0,0.0,1
3469.8303,3469.83029,0.00553,5.0,2190000.0,C,T5720,L11631,2.60850194,-1.558304864359283,25.0,3469.8303,0.09691001300805642,159454,Fe I,-1.558304864359283,1.0,0.0,1
3471.2654,3471.26539,0.012,3.0,3980000.0,C+,T5720,L11631,2.22271209,-1.4436974992327127,18.0,3471.2654,0.07188200730612536,159489,Fe I,-1.4436974992327127,1.0,0.0,1
3471.3429,3471.34301,0.00798,5.0,7360000.0,C+,T5720,L11631,2.27860466,-1.3990271043132518,18.0,3471.3429,0.07188200730612536,159490,Fe I,-1.3990271043132518,1.0,0.0,1
3473.2968,3473.29542,,9.0,,,,L11631,3.0468689,,,3473.2968,,159541,Fe I,-1.972,1.0,,1
3473.6839,3473.6827,,3.0,,,,L11631,3.68638944,,,3473.6839,,159547,Fe I,-1.061,1.0,,1
3475.45,3475.44997,0.0177,5.0,9750000.0,B,T5720,L11631,0.08728574,-1.0530567293021746,10.0,3475.45,0.04139268515822508,159588,Fe I,-1.0530567293021746,1.0,0.0,1
3475.6514,3475.65068,0.0111,7.0,8610000.0,C+,T5720,L11631,2.17594512,-1.1095789811990855,18.0,3475.6514,0.07188200730612536,159593,Fe I,-1.1095789811990855,1.0,0.0,1
3475.8631,3475.86325,,11.0,,,,L11631,2.4326947,,,3475.8631,,159599,Fe I,-1.96,1.0,,1
3476.3442,3476.3442,0.049,7.0,27000000.0,D+,T5720,L11631,3.60252504,-0.4647058799572294,40.0,3476.3442,0.146128035678238,159608,Fe I,-0.4647058799572294,1.0,0.0,1
3476.7016,3476.70157,0.0311,1.0,5720000.0,B,T5720,L11631,0.12126572,-1.5072396109731625,10.0,3476.7016,0.04139268515822508,159621,Fe I,-1.5072396109731625,1.0,0.0,1
3476.8541,3476.85393,0.00748,7.0,3210000.0,B+,T5720,L11631,2.58810592,-1.2810003621212818,7.0,3476.8541,0.029383777685209667,159627,Fe I,-1.2810003621212818,1.0,0.0,1
3477.0035,3477.00352,,3.0,,,,L11631,2.42419831,,,3477.0035,,159631,Fe I,-2.429,1.0,,1
3477.8506,3477.8511,,3.0,,,,L11631,2.22271209,,,3477.8506,,159648,Fe I,-2.12,1.0,,1
3478.3695,3478.36928,,11.0,,,,L11631,2.4326947,,,3478.3695,,159662,Fe I,-2.326,1.0,,1
3478.6226,3478.6226,,9.0,,,,L11631,3.0468689,,,3478.6226,,159669,Fe I,-0.996,1.0,,1
3479.6771,3479.6793,,11.0,,,,L11631,3.5732189,,,3479.6771,,159705,Fe I,-2.944,1.0,,1
3480.3372,3480.33396,,7.0,,,,L11631,3.24096914,,,3480.3372,,159720,Fe I,-3.217,1.0,,1
3481.5633,3481.56131,,5.0,,,,L11631,2.27860466,,,3481.5633,,159755,Fe I,-4.094,1.0,,1
3483.0069,3483.00698,0.000205,9.0,145000.0,B,T5720,L11631,0.91460217,-2.734003629504921,10.0,3483.0069,0.04139268515822508,159798,Fe I,-2.734003629504921,1.0,0.0,1
3484.8503,3484.8492,0.00019,9.0,134000.0,C+,T5720,L11631,2.45343044,-2.767003889607846,18.0,3484.8503,0.07188200730612536,159852,Fe I,-2.767003889607846,1.0,0.0,1
3484.978,3484.97873,0.00558,3.0,1840000.0,D+,T5720,L11631,2.42419831,-1.776244546342759,40.0,3484.978,0.146128035678238,159855,Fe I,-1.776244546342759,1.0,0.0,1
3485.34,3485.3403,0.0142,5.0,13000000.0,C+,T5720,L11631,2.1978664,-1.1487416512809248,18.0,3485.34,0.07188200730612536,159867,Fe I,-1.1487416512809248,1.0,0.0,1
3486.5515,3486.55065,,3.0,,,,L11631,2.22271209,,,3486.5515,,159901,Fe I,-2.459,1.0,,1
,3487.23551,5.1e-12,5.0,0.002,E,T6409,,0.08728574,-10.593459819566045,100.0,3487.23551,0.3010299956639812,-1,Fe I,,,,0
,3489.06944,1.5e-10,5.0,0.083,D,T6409,,0.08728574,-9.1249387366083,50.0,3489.06944,0.17609125905568124,-1,Fe I,,,,0
3489.4114,3489.412,,9.0,,,,L11631,2.99035244,,,3489.4114,,159959,Fe I,-2.063,1.0,,1
3489.6675,3489.6673,0.0161,11.0,7470000.0,B,T5720,L11631,2.94879294,-0.7517814388099252,10.0,3489.6675,0.04139268515822508,159966,Fe I,-0.7517814388099252,1.0,0.0,1
3490.5738,3490.57352,0.0112,7.0,6140000.0,B,T5720,L11631,0.05156912,-1.1056839373155616,10.0,3490.5738,0.04139268515822508,159977,Fe I,-1.1056839373155616,1.0,0.0,1
3490.7436,3490.74282,,5.0,,,,L11631,2.27860466,,,3490.7436,,159982,Fe I,-2.589,1.0,,1
3493.2803,3493.2811,0.00017,9.0,94000.0,E,T2578n,L11631,1.48486439,-2.815308569182401,100.0,3493.2803,0.3010299956639812,160025,Fe I,-2.815308569182401,1.0,0.0,1
3493.689,3493.68776,,7.0,,,,L11631,3.01762252,,,3493.689,,160038,Fe I,-3.084,1.0,,1
3493.689,3493.6889,0.00157,9.0,859000.0,C,T5720,L11631,2.7275445,-1.8498578381514417,25.0,3493.689,0.09691001300805642,160039,Fe I,-1.8498578381514408,1.0,-8.881784197001252e-16,1
3495.2865,3495.28625,0.0135,9.0,9460000.0,B,T4293,L11631,2.55917148,-0.915423722065669,10.0,3495.2865,0.04139268515822508,160076,Fe I,-0.915423722065669,1.0,0.0,1
3497.0028,3497.0014,,9.0,,,,L11631,2.7275445,,,3497.0028,,160124,Fe I,-2.553,1.0,,1
3497.1031,3497.10322,0.0166,7.0,9020000.0,B,T5720,L11631,2.17594512,-0.934793871945688,10.0,3497.1031,0.04139268515822508,160129,Fe I,-0.934793871945688,1.0,0.0,1
3497.148,3497.14811,0.00787,5.0,4290000.0,C+,T5720,L11631,2.1978664,-1.4050552633049167,18.0,3497.148,0.07188200730612536,160131,Fe I,-1.4050552633049167,1.0,0.0,1
3497.8403,3497.84032,0.00942,3.0,3080000.0,B,T5720,L11631,0.11011433,-1.5488278424874602,10.0,3497.8403,0.04139268515822508,160146,Fe I,-1.5488278424874602,1.0,0.0,1
3497.8867,3497.8847,,5.0,,,,L11631,3.01725044,,,3497.8867,,160147,Fe I,-1.066,1.0,,1
3497.9593,3497.96014,,9.0,,,,L11631,3.21118938,,,3497.9593,,160151,Fe I,-2.6,1.0,,1
3500.5645,3500.5647,0.00693,7.0,5280000.0,C+,T5720,L11631,2.58810592,-1.3141687253739365,18.0,3500.5645,0.07188200730612536,160207,Fe I,-1.3141687253739365,1.0,0.0,1
3501.5673,3501.5678,,3.0,,,,L11631,3.68638944,,,3501.5673,,160226,Fe I,-1.6,1.0,,1
3504.861,3504.86058,0.00325,5.0,2940000.0,C+,T5720,L11631,2.27860466,-1.7891466346851068,18.0,3504.861,0.07188200730612536,160301,Fe I,-1.7891466346851068,1.0,0.0,1
3505.0583,3505.0582,0.0195,5.0,17700000.0,B,T5720,L11631,3.01725044,-1.0109953843014632,10.0,3505.0583,0.04139268515822508,160308,Fe I,-1.0109953843014632,1.0,0.0,1
3506.4975,3506.49748,0.0136,5.0,7350000.0,B,T5720,L11631,2.27860466,-1.1674910872937638,10.0,3506.4975,0.04139268515822508,160340,Fe I,-1.1674910872937638,1.0,0.0,1
3506.58,3506.58013,,3.0,,,,L11631,2.88199261,,,3506.58,,160345,Fe I,-1.798,1.0,,1
3508.4743,3508.4739,0.0146,9.0,6460000.0,B+,T5720,L11631,2.99035244,-0.8814046347762381,7.0,3508.4743,0.029383777685209667,160386,Fe I,-0.8814046347762381,1.0,0.0,1
3508.518,3508.51796,0.00297,9.0,2070000.0,B,T5720,L11631,2.55917148,-1.5730010412434627,10.0,3508.518,0.04139268515822508,160388,Fe I,-1.5730010412434627,1.0,0.0,1
3509.1186,3509.11785,0.00075,11.0,500000.0,E,T2578n,L11631,2.83252676,-2.083546051450075,100.0,3509.1186,0.3010299956639812,160403,Fe I,-2.083546051450075,1.0,0.0,1
3509.7256,3509.7251,,1.0,,,,L11631,2.88515991,,,3509.7256,,160412,Fe I,-1.929,1.0,,1
3509.8614,3509.8624,0.0032,3.0,1700000.0,E,T2578n,L11631,2.22271209,-2.0177287669604316,100.0,3509.8614,0.3010299956639812,160419,Fe I,-2.017728766960432,1.0,4.440892098500626e-16,1
3510.4388,3510.4388,0.0346,1.0,6240000.0,B,T5720,L11631,2.48437256,-1.4609239012072237,10.0,3510.4388,0.04139268515822508,160433,Fe I,-1.4609239012072237,1.0,0.0,1
,3511.63618,2.2e-10,3.0,0.07,D,T6409,,0.11011433,-9.18045606445813,50.0,3511.63618,0.17609125905568124,-1,Fe I,,,,0
3511.7375,3511.73808,0.00046,9.0,250000.0,E,T2578n,L11631,2.55917148,-2.382999658879101,100.0,3511.7375,0.3010299956639812,160473,Fe I,-2.382999658879101,1.0,0.0,1
3512.2253,3512.22444,0.00361,9.0,2510000.0,C+,T5720,L11631,2.85122419,-1.4882502886550173,18.0,3512.2253,0.07188200730612536,160487,Fe I,-1.4882502886550173,1.0,0.0,1
3512.9541,3512.9552,,3.0,,,,L11631,3.0713388,,,3512.9541,,160508,Fe I,-1.402,1.0,,1
3513.0529,3513.05472,0.00051,7.0,380000.0,E,T2578n,L11631,1.55735733,-2.447331783887807,100.0,3513.0529,0.3010299956639812,160513,Fe I,-2.447331783887807,1.0,0.0,1
3513.8177,3513.81746,0.0063,11.0,3400000.0,A,T3548,L11631,0.85899575,-1.1592667653881934,3.0,3513.8177,0.012837224705172217,160538,Fe I,-1.1592667653881934,1.0,0.0,1
3514.627,3514.62761,0.00074,13.0,472000.0,B,T5720,L11631,2.40407444,-2.016824927962187,10.0,3514.627,0.04139268515822508,160557,Fe I,-2.016824927962187,1.0,0.0,1
,3516.17137,1.9e-10,3.0,0.1,D,T6409,,0.11011433,-9.244125144327509,50.0,3516.17137,0.17609125905568124,-1,Fe I,,,,0
3516.4087,3516.4086,0.0086,7.0,3600000.0,E,T2578n,L11631,3.01762252,-1.2204035087421754,100.0,3516.4087,0.3010299956639812,160590,Fe I,-1.2204035087421754,1.0,0.0,1
3516.5572,3516.55641,0.00903,7.0,6820000.0,B,T5720,L11631,2.86539125,-1.1992142096722374,10.0,3516.5572,0.04139268515822508,160593,Fe I,-1.1992142096722374,1.0,0.0,1
3518.6826,3518.68262,0.00611,5.0,2350000.0,C+,T5720,L11631,2.87550352,-1.514988785421427,18.0,3518.6826,0.07188200730612536,160645,Fe I,-1.514988785421427,1.0,0.0,1
3518.8694,3518.86766,0.00221,5.0,851000.0,B,T5720,L11631,2.1978664,-1.9566377219788704,10.0,3518.8694,0.04139268515822508,160649,Fe I,-1.9566377219788704,1.0,0.0,1
3520.0228,3520.0229,,3.0,,,,L11631,3.2739844,,,3520.0228,,160680,Fe I,-1.458,1.0,,1
3520.8463,3520.8463,0.00279,5.0,1500000.0,C+,T5720,L11631,2.60850194,-1.8554257923903836,18.0,3520.8463,0.07188200730612536,160696,Fe I,-1.855425792390384,1.0,4.440892098500626e-16,1
3521.261,3521.26097,0.0114,9.0,6140000.0,B+,T5720,L11631,0.91460217,-0.9888526392242024,7.0,3521.261,0.029383777685209667,160704,Fe I,-0.9888526392242024,1.0,0.0,1
3521.8366,3521.83719,0.0109,3.0,3510000.0,C+,T5720,L11631,2.22271209,-1.485452247339714,18.0,3521.8366,0.07188200730612536,160719,Fe I,-1.485452247339714,1.0,0.0,1
3522.2678,3522.2679,0.00937,11.0,5030000.0,B,T5720,L11631,2.83252676,-0.9868677239539968,10.0,3522.2678,0.04139268515822508,160731,Fe I,-0.9868677239539968,1.0,0.0,1
3522.8973,3522.89932,0.00914,5.0,3510000.0,C+,T5720,L11631,2.87550352,-1.3400837999301498,18.0,3522.8973,0.07188200730612536,160745,Fe I,-1.3400837999301498,1.0,0.0,1
3523.1746,3523.17445,,7.0,,,,L11631,3.25148176,,,3523.1746,,160751,Fe I,-1.866,1.0,,1
3523.3084,3523.3084,0.0118,5.0,10600000.0,C+,T5720,L11631,2.87550352,-1.2291479883578558,18.0,3523.3084,0.07188200730612536,160752,Fe I,-1.2291479883578558,1.0,0.0,1
3524.0739,3524.0739,0.013,7.0,9900000.0,D,T2491n,L11631,2.58810592,-1.0409586076789064,50.0,3524.0739,0.17609125905568124,-1,Fe I,,,,0
3524.2395,3524.23938,0.0132,5.0,5040000.0,B,T5720,L11631,2.27860466,-1.1804560644581312,10.0,3524.2395,0.04139268515822508,160775,Fe I,-1.1804560644581312,1.0,0.0,1
3524.5186,3524.5193,,7.0,,,,L11631,2.75857762,,,3524.5186,,160778,Fe I,-2.94,1.0,,1
3525.8533,3525.85389,,9.0,,,,L11631,2.85122419,,,3525.8533,,160807,Fe I,-4.155,1.0,,1
3526.0406,3526.04056,0.00297,5.0,1140000.0,B,T5720,L11631,0.08728574,-1.8282735463467688,10.0,3526.0406,0.04139268515822508,160811,Fe I,-1.8282735463467688,1.0,0.0,1
3526.1656,3526.16556,0.00773,7.0,4140000.0,B+,T5720,L11631,0.95815732,-1.2667224660674183,7.0,3526.1656,0.029383777685209667,160815,Fe I,-1.2667224660674183,1.0,0.0,1
3526.2377,3526.23782,0.0407,7.0,17000000.0,B+,T5720,L11631,2.86539125,-0.5453075507605232,7.0,3526.2377,0.029383777685209667,160817,Fe I,-0.5453075507605232,1.0,0.0,1
3526.3811,3526.38112,0.0771,7.0,41300000.0,B+,T5720,L11631,2.86539125,-0.2678475819347861,7.0,3526.3811,0.029383777685209667,160819,Fe I,-0.2678475819347861,1.0,0.0,1
3526.4672,3526.46707,0.024,5.0,12900000.0,B,T5720,L11631,2.27860466,-0.9208187539523752,10.0,3526.4672,0.04139268515822508,160822,Fe I,-0.9208187539523752,1.0,0.0,1
3526.6743,3526.67458,0.0982,5.0,52600000.0,B+,T5720,L11631,2.87550352,-0.3089185078770315,7.0,3526.6743,0.029383777685209667,160829,Fe I,-0.3089185078770315,1.0,0.0,1
,3527.33011,5e-10,1.0,0.089,D,T6409,,0.12126572,-9.30102999566398,50.0,3527.33011,0.17609125905568124,-1,Fe I,,,,0
3527.7926,3527.79254,0.0405,9.0,21700000.0,B+,T5720,L11631,2.85122419,-0.4383024673460066,7.0,3527.7926,0.029383777685209667,160855,Fe I,-0.4383024673460066,1.0,0.0,1
3527.8895,3527.8906,,7.0,,,,L11631,2.75857762,,,3527.8895,,160859,Fe I,-1.84,1.0,,1
3528.2382,3528.23579,,9.0,,,,L11631,2.45343044,,,3528.2382,,160871,Fe I,-2.961,1.0,,1
3529.524,3529.5231,,9.0,,,,L11631,3.0468689,,,3529.524,,160901,Fe I,-1.77,1.0,,1
3529.8196,3529.8196,0.145,3.0,77500000.0,B,T5720,L11631,2.88199261,-0.3615107430453627,10.0,3529.8196,0.04139268515822508,160911,Fe I,-0.3615107430453627,1.0,0.0,1
3530.3865,3530.38663,0.00869,13.0,4650000.0,D+,T5720,L11631,2.80829367,-0.9470368712444968,40.0,3530.3865,0.146128035678238,160922,Fe I,-0.9470368712444968,1.0,0.0,1
3531.4376,3531.43721,0.00102,11.0,665000.0,C+,T5720,L11631,2.4326947,-1.9500071430798571,18.0,3531.4376,0.07188200730612536,160946,Fe I,-1.950007143079857,1.0,-2.220446049250313e-16,1
3532.5688,3532.5689,,3.0,,,,L11631,3.2739844,,,3532.5688,,160971,Fe I,-1.049,1.0,,1
3533.0064,3533.0064,0.479,1.0,85200000.0,B,T5720,L11631,2.88515991,-0.3196644865854368,10.0,3533.0064,0.04139268515822508,160984,Fe I,-0.3196644865854368,1.0,0.0,1
3533.1979,3533.19818,0.258,3.0,82500000.0,B+,T5720,L11631,2.88199261,-0.1112590393171073,7.0,3533.1979,0.029383777685209667,160989,Fe I,-0.1112590393171073,1.0,0.0,1
3534.525,3534.5247,0.00412,11.0,2200000.0,C+,T5720,L11631,3.5732189,-1.3437100988086403,18.0,3534.525,0.07188200730612536,161016,Fe I,-1.3437100988086403,1.0,0.0,1
3534.525,3534.5255,,5.0,,,,L11631,3.63977237,,,3534.525,,161015,Fe I,-2.105,1.0,,1
3534.906,3534.90503,0.0002,7.0,110000.0,E,T2578n,L11631,1.55735733,-2.853871964321762,100.0,3534.906,0.3010299956639812,161027,Fe I,-2.853871964321762,1.0,0.0,1
3536.5556,3536.55599,0.261,5.0,99500000.0,B+,T5720,L11631,2.87550352,0.1156105116742998,7.0,3536.5556,0.029383777685209667,161067,Fe I,0.1156105116742998,1.0,0.0,1
3537.4918,3537.49169,0.00426,7.0,2270000.0,B,T5720,L11631,2.58810592,-1.5254923608830242,10.0,3537.4918,0.04139268515822508,161090,Fe I,-1.5254923608830242,1.0,0.0,1
3537.7288,3537.7287,0.015,5.0,13300000.0,C+,T5720,L11631,2.60850194,-1.1249387366083,18.0,3537.7288,0.07188200730612536,161099,Fe I,-1.1249387366083,1.0,0.0,1
3537.8947,3537.89469,0.015,11.0,8000000.0,E,T2578n,L11631,2.83252676,-0.7825160557860937,100.0,3537.8947,0.3010299956639812,161102,Fe I,-0.7825160557860937,1.0,0.0,1
3538.2513,3538.2514,,3.0,,,,L11631,2.84504259,,,3538.2513,,161110,Fe I,-2.194,1.0,,1
3538.553,3538.5543,,1.0,,,,L11631,2.48437256,,,3538.553,,161118,Fe I,-2.03,1.0,,1
3538.782,3538.7845,,11.0,,,,L11631,3.5732189,,,3538.782,,161122,Fe I,-1.73,1.0,,1
3540.1209,3540.12088,0.0229,7.0,9480000.0,C+,T5720,L11631,2.86539125,-0.7950664776458551,18.0,3540.1209,0.07188200730612536,161159,Fe I,-0.7950664776458551,1.0,0.0,1
3540.7094,3540.70918,0.000358,9.0,245000.0,C+,T5720,L11631,0.91460217,-2.4918744639168007,18.0,3540.7094,0.07188200730612536,161168,Fe I,-2.4918744639168007,1.0,0.0,1
3540.8006,3540.8,,11.0,,,,L11631,2.4326947,,,3540.8006,,161170,Fe I,-2.394,1.0,,1
3541.0831,3541.08318,0.199,9.0,86500000.0,B+,T5720,L11631,2.85122419,0.2530955858490315,7.0,3541.0831,0.029383777685209667,161174,Fe I,0.2530955858490315,1.0,0.0,1
3542.0754,3542.07525,0.23,7.0,95100000.0,B+,T5720,L11631,2.86539125,0.2068258760318497,7.0,3542.0754,0.029383777685209667,161195,Fe I,0.2068258760318497,1.0,0.0,1
3542.2432,3542.24343,,5.0,,,,L11631,2.27860466,,,3542.2432,,161198,Fe I,-1.866,1.0,,1
3543.3849,3543.38447,0.00092,11.0,488000.0,C+,T5720,L11631,2.4326947,-1.9948194874962195,18.0,3543.3849,0.07188200730612536,161230,Fe I,-1.99481948749622,1.0,4.440892098500626e-16,1
3543.6746,3543.6751,0.051,3.0,16000000.0,E,T2578n,L11631,3.41489715,-0.8153085691824012,100.0,3543.6746,0.3010299956639812,161240,Fe I,-0.8153085691824012,1.0,0.0,1
3544.6296,3544.62956,0.0031,5.0,1600000.0,E,T2578n,L11631,2.60850194,-1.8096683018297088,100.0,3544.6296,0.3010299956639812,-1,Fe I,,,,0
3545.6397,3545.63971,0.0386,9.0,20500000.0,B+,T5720,L11631,2.85122419,-0.4591701858889201,7.0,3545.6397,0.029383777685209667,161295,Fe I,-0.4591701858889201,1.0,0.0,1
3545.8305,3545.8297,,9.0,,,,L11631,3.0468689,,,3545.8305,,161300,Fe I,-1.714,1.0,,1
3546.2051,3546.20407,,11.0,,,,L11631,2.4326947,,,3546.2051,,161310,Fe I,-2.512,1.0,,1
3547.194,3547.1937,0.0135,9.0,7130000.0,B,T5720,L11631,3.30140276,-0.915423722065669,10.0,3547.194,0.04139268515822508,-1,Fe I,,,,0
3548.0204,3548.0191,,5.0,,,,L11631,3.01725044,,,3548.0204,,161356,Fe I,-1.26,1.0,,1
3549.8646,3549.86433,0.00069,5.0,610000.0,E,T2578n,L11631,1.60789577,-2.462180904926726,100.0,3549.8646,0.3010299956639812,161408,Fe I,-2.462180904926726,1.0,0.0,1
3552.1058,3552.1055,0.015,3.0,4800000.0,E,T2578n,L11631,3.0713388,-1.3467874862246565,100.0,3552.1058,0.3010299956639812,161454,Fe I,-1.3467874862246565,1.0,0.0,1
3552.4247,3552.42496,,9.0,,,,L11631,2.45343044,,,3552.4247,,161461,Fe I,-2.716,1.0,,1
3552.8277,3552.82821,0.033,5.0,17400000.0,B+,T5720,L11631,2.87550352,-0.7825160557860937,7.0,3552.8277,0.029383777685209667,161473,Fe I,-0.7825160557860937,1.0,0.0,1
3552.8549,3552.8547,0.0336,1.0,5910000.0,C+,T5720,L11631,3.11096179,-1.473660722610156,18.0,3552.8549,0.07188200730612536,161475,Fe I,-1.473660722610156,1.0,0.0,1
3553.7383,3553.7382,0.169,11.0,109000000.0,B,T5720,L11631,3.5732189,0.2692793897718986,10.0,3553.7383,0.04139268515822508,161502,Fe I,0.2692793897718986,1.0,0.0,1
3554.118,3554.11785,0.000889,7.0,657000.0,B+,T5720,L11631,0.95815732,-2.20600019901553,7.0,3554.118,0.029383777685209667,161509,Fe I,-2.20600019901553,1.0,0.0,1
3554.501,3554.50138,0.0312,3.0,9870000.0,B,T5720,L11631,2.88199261,-1.0287241512618948,10.0,3554.501,0.04139268515822508,161521,Fe I,-1.0287241512618948,1.0,0.0,1
3554.643,3554.6428,,3.0,,,,L11631,3.2739844,,,3554.643,,161523,Fe I,-1.581,1.0,,1
3554.9243,3554.92419,0.314,11.0,140000000.0,B+,T5720,L11631,2.83252676,0.53832233323144,7.0,3554.9243,0.029383777685209667,161529,Fe I,0.53832233323144,1.0,0.0,1
3555.448,3555.4491,,7.0,,,,L11631,3.25148176,,,3555.448,,161546,Fe I,-1.581,1.0,,1
3556.6803,3556.68045,0.00597,7.0,3150000.0,B,T5720,L11631,2.86539125,-1.378927628856374,10.0,3556.6803,0.04139268515822508,161574,Fe I,-1.378927628856374,1.0,0.0,1
3556.8776,3556.87773,0.096,9.0,41000000.0,D,T2491n,L11631,2.85122419,-0.0634862575211067,50.0,3556.8776,0.17609125905568124,161581,Fe I,-0.0634862575211067,1.0,0.0,1
3558.412,3558.4105,,9.0,,,,L11631,2.99035244,,,3558.412,,161621,Fe I,-2.165,1.0,,1
3558.5148,3558.51482,0.047,5.0,17700000.0,B+,T5720,L11631,0.99011115,-0.6289321377282637,7.0,3558.5148,0.029383777685209667,161626,Fe I,-0.6289321377282637,1.0,0.0,1
3559.503,3559.5033,0.041,3.0,22000000.0,D+,T2491n,L11631,3.0713388,-0.910094888560602,40.0,3559.503,0.146128035678238,161653,Fe I,-0.910094888560602,1.0,0.0,1
3560.6965,3560.69691,0.018,7.0,7400000.0,D+,T2491n,L11631,3.25148176,-0.8996294548824371,40.0,3560.6965,0.146128035678238,161682,Fe I,-0.8996294548824371,1.0,0.0,1
3564.515,3564.51489,0.000582,9.0,250000.0,D+,T5720,L11631,2.45343044,-2.280834505910786,40.0,3564.515,0.146128035678238,-1,Fe I,,,,0
3564.5567,3564.5567,0.000948,9.0,639000.0,B,T5720,L11631,2.45343044,-2.0689491532226088,10.0,3564.5567,0.04139268515822508,-1,Fe I,,,,0
3565.3787,3565.37873,0.105,7.0,42900000.0,B+,T5720,L11631,0.95815732,-0.1337126609158051,7.0,3565.3787,0.029383777685209667,161794,Fe I,-0.1337126609158051,1.0,0.0,1
3565.5811,3565.58156,,7.0,,,,L11631,2.86539125,,,3565.5811,,161801,Fe I,-0.4610026113658976,2.0,,1
3566.3095,3566.3084,0.0038,5.0,3300000.0,E,T2578n,L11631,2.27860466,-1.7212463990471711,100.0,3566.3095,0.3010299956639812,161825,Fe I,-1.7212463990471711,1.0,0.0,1
3566.5803,3566.58003,,13.0,,,,L11631,2.40407444,,,3566.5803,,161835,Fe I,-2.365,1.0,,1
3567.0309,3567.03117,0.0223,5.0,8340000.0,B+,T5720,L11631,2.87550352,-0.9527251326158204,7.0,3567.0309,0.029383777685209667,161844,Fe I,-0.9527251326158204,1.0,0.0,1
3567.3688,3567.36823,0.000899,9.0,471000.0,C+,T5720,L11631,2.45343044,-2.0919977988274465,18.0,3567.3688,0.07188200730612536,161852,Fe I,-2.0919977988274465,1.0,0.0,1
3568.4322,3568.43393,0.0061,5.0,5320000.0,C+,T5720,L11631,2.87550352,-1.515700160653214,18.0,3568.4322,0.07188200730612536,161880,Fe I,-1.515700160653214,1.0,0.0,1
3568.8231,3568.82273,0.0165,7.0,6720000.0,C,T5720,L11631,3.25148176,-0.9374180157718368,25.0,3568.8231,0.09691001300805642,161888,Fe I,-0.9374180157718368,1.0,0.0,1
3568.9742,3568.9741,0.00725,11.0,4640000.0,B+,T5720,L11631,2.69240763,-1.0982693082707813,7.0,3568.9742,0.029383777685209667,161897,Fe I,-1.0982693082707813,1.0,0.0,1
3570.01,3570.00977,0.0115,3.0,6030000.0,B,T5720,L11631,2.42419831,-1.4621809049267258,10.0,3570.01,0.04139268515822508,161923,Fe I,-1.4621809049267258,1.0,0.0,1
