lab_source,lab_tag,species,lab_wavelength_A,lab_elo_eV,lab_loggf,lab_sigma_dex,canon_index,status,canon_wavelength_A,canon_ep_eV,canon_log_gf,canon_reference,canon_hfs_n,delta_lab_minus_canon
DenHartog2014,DH14,Fe I,4484.2198,3.602525,-0.64,0.02,55601,matched,4484.22,3.603,-0.67,GESHRL14,1.0,0.030000000000000027
DenHartog2014,DH14,Fe I,4488.9069,3.653693,-1.72,0.04,55618,matched,4488.906,3.654,-1.72,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,4495.3936,2.88516,-3.39,0.14,55646,matched,4495.391,2.885,-3.39,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,4495.9531,3.653693,-1.7,0.06,55649,matched,4495.953,3.654,-1.69,GESHRL14,1.0,-0.010000000000000009
DenHartog2014,DH14,Fe I,4554.4512,2.865391,-2.81,0.09,55842,matched,4554.451,2.865,-2.81,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,4565.6619,3.240969,-2.17,0.04,55883,matched,4565.662,3.241,-2.17,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,4574.2162,3.211189,-2.35,0.06,55910,matched,4574.216,3.211,-2.38,GESHRL14,1.0,0.029999999999999805
DenHartog2014,DH14,Fe I,4607.6469,3.265706,-1.33,0.03,56041,matched,4607.646,3.266,-1.33,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,4619.288,3.602525,-1.06,0.03,56078,matched,4619.288,3.603,-1.07,GESHRL14,1.0,0.010000000000000009
DenHartog2014,DH14,Fe I,4625.0453,3.240969,-1.27,0.02,56096,matched,4625.045,3.241,-1.3,GESHRL14,1.0,0.030000000000000027
DenHartog2014,DH14,Fe I,4637.5034,3.283025,-1.29,0.03,56148,matched,4637.503,3.283,-1.29,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,4654.605,3.602525,-1.14,0.03,56207,matched,4654.605,3.603,-1.198,BWL+GESHRL,1.0,0.05800000000000005
DenHartog2014,DH14,Fe I,4667.4531,3.602525,-0.71,0.03,56255,matched,4667.453,3.603,-0.716,BWL+GESHRL,1.0,0.006000000000000005
DenHartog2014,DH14,Fe I,4668.1344,3.265706,-1.08,0.03,56258,matched,4668.134,3.266,-1.13,GESHRL14,1.0,0.04999999999999982
DenHartog2014,DH14,Fe I,4669.1711,3.653693,-1.25,0.03,56264,matched,4669.171,3.654,-1.242,BWL+GESHRL,1.0,-0.008000000000000007
DenHartog2014,DH14,Fe I,4678.8458,3.602525,-0.68,0.02,56291,matched,4678.846,3.603,-0.705,BWL+GESHRL,1.0,0.02499999999999991
DenHartog2014,DH14,Fe I,4704.9481,3.686389,-1.32,0.05,56383,matched,4704.948,3.686,-1.32,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,4709.0881,3.653693,-1.32,0.04,56395,matched,4709.088,3.654,-1.33,GESHRL14,1.0,0.010000000000000009
DenHartog2014,DH14,Fe I,4726.137,2.998045,-2.89,0.09,56445,matched,4726.137,2.998,-2.9,GESHRL14,1.0,0.009999999999999787
DenHartog2014,DH14,Fe I,4727.3946,3.686389,-1.06,0.03,56449,matched,4727.395,3.686,-1.083,BWL+GESHRL,1.0,0.02299999999999991
DenHartog2014,DH14,Fe I,4736.7734,3.211189,-0.67,0.02,56477,matched,4736.773,3.211,-0.674,BWL+GESHRL,1.0,0.0040000000000000036
DenHartog2014,DH14,Fe I,4745.8001,3.653693,-1.25,0.04,56513,matched,4745.8,3.654,-1.336,BWL+GESHRL,1.0,0.08600000000000008
DenHartog2014,DH14,Fe I,4768.3203,3.686389,-1.41,0.04,56581,matched,4768.32,3.686,-1.42,GESHRL14,1.0,0.010000000000000009
DenHartog2014,DH14,Fe I,4787.8269,2.998045,-2.62,0.06,56628,matched,4787.827,2.998,-2.604,BKK+BWL+GE,1.0,-0.016000000000000014
DenHartog2014,DH14,Fe I,4843.1438,3.396509,-1.65,0.03,56789,matched,4843.143,3.397,-1.65,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,4855.6732,3.368256,-1.63,0.03,56833,matched,4855.673,3.368,-1.7,GESHRL14,1.0,0.07000000000000006
DenHartog2014,DH14,Fe I,4882.1434,3.416953,-1.48,0.03,56916,matched,4882.143,3.417,-1.48,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,4896.4385,3.883509,-1.89,0.05,56966,matched,4896.439,3.884,-1.89,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,4907.7318,3.43019,-1.7,0.03,56987,matched,4907.732,3.43,-1.84,VALD3,1.0,0.14000000000000012
DenHartog2014,DH14,Fe I,4910.0169,3.396509,-1.28,0.02,56999,matched,4910.017,3.397,-1.31,GESHRL14,1.0,0.030000000000000027
DenHartog2014,DH14,Fe I,4950.106,3.416953,-1.5,0.03,57120,matched,4950.105,3.417,-1.49,GESHRL14,1.0,-0.010000000000000009
DenHartog2014,DH14,Fe I,4966.0889,3.332019,-0.79,0.02,57159,matched,4966.088,3.332,-0.792,BWL+GESHRL,1.0,0.0020000000000000018
DenHartog2014,DH14,Fe I,4985.2529,3.928607,-0.44,0.02,57222,matched,4985.253,3.929,-0.56,VALD3,1.0,0.12000000000000005
DenHartog2014,DH14,Fe I,5014.9425,3.943326,-0.18,0.02,57322,matched,5014.942,3.943,-0.303,VALD3,1.0,0.123
DenHartog2014,DH14,Fe I,5039.252,3.368256,-1.52,0.03,57425,matched,5039.251,3.368,-1.528,BWL+GESHRL,1.0,0.008000000000000007
DenHartog2014,DH14,Fe I,5048.4361,3.959723,-1.0,0.02,57460,matched,5048.436,3.96,-1.03,VALD3,1.0,0.030000000000000027
DenHartog2014,DH14,Fe I,5099.0773,3.984107,-1.39,0.03,57618,matched,5099.077,3.984,-1.37,BWL+GESHRL,1.0,-0.019999999999999796
DenHartog2014,DH14,Fe I,5133.6885,4.177697,0.36,0.02,57736,matched,5133.688,4.178,0.14,VALD3,1.0,0.21999999999999997
DenHartog2014,DH14,Fe I,5208.594,3.240969,-0.89,0.02,57956,matched,5208.594,3.241,-0.891,BKK+GESHRL,1.0,0.0010000000000000009
DenHartog2014,DH14,Fe I,5215.1806,3.265706,-0.86,0.02,57975,matched,5215.18,3.266,-0.861,BK+GESHRL1,1.0,0.0010000000000000009
DenHartog2014,DH14,Fe I,5217.3893,3.211189,-1.07,0.02,57980,matched,5217.389,3.211,-1.074,BKK+BWL+GE,1.0,0.0040000000000000036
DenHartog2014,DH14,Fe I,5253.4617,3.283025,-1.58,0.02,58105,matched,5253.462,3.283,-1.579,BK+GESHRL1,1.0,-0.001000000000000112
DenHartog2014,DH14,Fe I,5263.3063,3.265706,-0.87,0.02,58133,matched,5263.306,3.266,-0.88,BKK+GESHRL,1.0,0.010000000000000009
DenHartog2014,DH14,Fe I,5273.1636,3.29184,-1.01,0.02,58170,matched,5273.163,3.292,-1.008,BK+GESHRL1,1.0,-0.0020000000000000018
DenHartog2014,DH14,Fe I,5283.621,3.240969,-0.45,0.02,58213,matched,5283.621,3.241,-0.452,BKK+BWL+GE,1.0,0.0020000000000000018
DenHartog2014,DH14,Fe I,5302.303,3.283025,-0.73,0.02,58272,matched,5302.3,3.283,-0.72,VALD3,1.0,-0.010000000000000009
DenHartog2014,DH14,Fe I,5339.9294,3.265706,-0.63,0.02,58382,matched,5339.929,3.266,-0.647,VALD3,1.0,0.017000000000000015
DenHartog2014,DH14,Fe I,5455.4544,4.3201,0.27,0.02,58722,matched,5455.454,4.32,0.27,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,5476.5642,4.103373,-0.28,0.02,58784,matched,5476.564,4.103,-0.309,BWL+GESHRL,1.0,0.02899999999999997
DenHartog2014,DH14,Fe I,5483.0988,4.154354,-1.39,0.03,58805,matched,5483.099,4.154,-1.407,VALD3,1.0,0.017000000000000126
DenHartog2014,DH14,Fe I,5569.6181,3.416953,-0.52,0.02,59048,matched,5569.618,3.417,-0.517,BK+GESHRL1,1.0,-0.0030000000000000027
DenHartog2014,DH14,Fe I,5572.8424,3.396509,-0.28,0.02,59057,matched,5572.842,3.397,-0.289,BKK+GESHRL,1.0,0.008999999999999952
DenHartog2014,DH14,Fe I,5573.1024,4.190861,-1.29,0.04,59058,matched,5573.102,4.191,-1.295,BWL+GESHRL,1.0,0.004999999999999893
DenHartog2014,DH14,Fe I,5586.7559,3.368256,-0.11,0.02,59089,matched,5586.756,3.368,-0.12,VALD3,1.0,0.009999999999999995
DenHartog2014,DH14,Fe I,5602.7673,4.154354,-0.95,0.03,59136,matched,5602.767,4.154,-0.996,BWL+GESHRL,1.0,0.04600000000000004
DenHartog2014,DH14,Fe I,5602.9451,3.43019,-0.89,0.02,59138,matched,5602.945,3.43,-0.886,BK+GESHRL1,1.0,-0.0040000000000000036
DenHartog2014,DH14,Fe I,5618.6327,4.208883,-1.25,0.03,59172,matched,5618.632,4.209,-1.276,VALD3,1.0,0.026000000000000023
DenHartog2014,DH14,Fe I,5624.5422,3.416953,-0.76,0.02,59191,matched,5624.542,3.417,-0.755,VALD3,1.0,-0.0050000000000000044
DenHartog2014,DH14,Fe I,5658.5317,3.43019,-1.85,0.03,59275,matched,5658.532,3.43,-1.859,BKK+GESHRL,1.0,0.008999999999999897
DenHartog2014,DH14,Fe I,5658.8164,3.396509,-0.76,0.02,59277,matched,5658.816,3.397,-0.766,BKK+BWL+GE,1.0,0.006000000000000005
DenHartog2014,DH14,Fe I,5662.5162,4.177697,-0.41,0.02,59295,matched,5662.516,4.178,-0.447,BWL+GESHRL,1.0,0.03700000000000003
DenHartog2014,DH14,Fe I,5712.1316,3.416953,-2.01,0.07,59400,matched,5712.131,3.417,-1.99,VALD3,1.0,-0.019999999999999796
DenHartog2014,DH14,Fe I,5753.1227,4.260453,-0.62,0.02,59492,matched,5753.122,4.26,-0.688,VALD3,1.0,0.06799999999999995
DenHartog2014,DH14,Fe I,5775.0806,4.220362,-1.08,0.03,59555,matched,5775.081,4.22,-1.126,BWL+GESHRL,1.0,0.04599999999999982
DenHartog2014,DH14,Fe I,6141.732,3.602525,-1.46,0.03,60704,matched,6141.731,3.603,-1.467,BKK+GESHRL,1.0,0.007000000000000117
DenHartog2014,DH14,Fe I,6232.6412,3.653693,-1.24,0.03,60984,matched,6232.64,3.654,-1.223,VALD3,1.0,-0.016999999999999904
DenHartog2014,DH14,Fe I,6246.3188,3.602525,-0.77,0.02,61019,matched,6246.318,3.603,-0.771,BKK+BWL+GE,1.0,0.0010000000000000009
DenHartog2014,DH14,Fe I,6301.5012,3.653693,-0.71,0.02,61186,matched,6301.5,3.654,-0.718,VALD3,1.0,0.008000000000000007
DenHartog2014,DH14,Fe I,6336.8243,3.686389,-0.85,0.02,61265,matched,6336.823,3.686,-0.856,VALD3,1.0,0.006000000000000005
DenHartog2014,DH14,Fe I,6408.0184,3.686389,-0.99,0.02,61444,matched,6408.017,3.686,-1.018,VALD3,1.0,0.028000000000000025
DenHartog2014,DH14,Fe I,6411.6493,3.653693,-0.59,0.02,61458,matched,6411.648,3.654,-0.595,VALD3,1.0,0.0050000000000000044
DenHartog2014,DH14,Fe I,6855.1621,4.558523,-0.49,0.02,62502,matched,6855.161,4.559,-0.522,BWL+GESHRL,1.0,0.03200000000000003
DenHartog2014,DH14,Fe I,6858.1498,4.607593,-0.9,0.03,62506,matched,6858.148,4.608,-0.903,BWL+GESHRL,1.0,0.0030000000000000027
DenHartog2014,DH14,Fe I,7016.392,4.154354,-1.07,0.03,62904,matched,7016.39,4.154,-1.11,GESHRL14,1.0,0.040000000000000036
DenHartog2014,DH14,Fe I,7022.9539,4.190861,-1.05,0.03,62922,matched,7022.952,4.191,-1.05,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,7130.9221,4.217583,-0.69,0.02,63185,matched,7130.921,4.218,-0.69,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,7164.4486,4.190861,-0.54,0.02,63284,matched,7164.448,4.191,-0.53,GESHRL14,1.0,-0.010000000000000009
DenHartog2014,DH14,Fe I,7175.9251,4.558523,-1.27,0.07,63321,matched,7175.921,4.559,-1.28,GESHRL14,1.0,0.010000000000000009
DenHartog2014,DH14,Fe I,7187.318,4.103373,-0.09,0.02,63342,matched,7187.317,4.103,-0.092,BWL+GESHRL,1.0,0.0020000000000000018
DenHartog2014,DH14,Fe I,7239.8676,4.208883,-1.34,0.11,63454,matched,7239.867,4.209,-1.34,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,7261.514,4.558523,-1.37,0.08,-1,absent,,,,,,
DenHartog2014,DH14,Fe I,7288.7385,4.220362,-1.24,0.03,63579,matched,7288.736,4.22,-0.99,GESHRL14,1.0,-0.25
DenHartog2014,DH14,Fe I,7292.8294,4.558523,-1.16,0.06,63592,matched,7292.829,4.559,-1.141,BWL+GESHRL,1.0,-0.018999999999999906
DenHartog2014,DH14,Fe I,7293.0454,4.256223,-0.96,0.03,63595,matched,7293.043,4.256,-0.96,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,7411.1544,4.283308,-0.43,0.02,63920,matched,7411.153,4.283,-0.43,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,7445.7508,4.256223,-0.23,0.02,64003,matched,7445.749,4.256,-0.22,GESHRL14,1.0,-0.010000000000000009
DenHartog2014,DH14,Fe I,7491.6486,4.301278,-1.06,0.03,64125,matched,7491.647,4.301,-1.06,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,7511.0205,4.177697,0.12,0.02,64182,matched,7511.019,4.178,0.119,BWL+GESHRL,1.0,0.0010000000000000009
DenHartog2014,DH14,Fe I,7568.8999,4.283308,-0.88,0.03,64325,matched,7568.899,4.283,-0.88,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,7653.7596,4.795465,-0.77,0.03,64535,matched,7653.758,4.796,-0.783,BWL+GESHRL,1.0,0.013000000000000012
DenHartog2014,DH14,Fe I,7710.3645,4.220362,-1.07,0.03,64661,matched,7710.363,4.22,-1.074,BWL+GESHRL,1.0,0.0040000000000000036
DenHartog2014,DH14,Fe I,7998.9458,4.371351,-0.02,0.02,65323,matched,7998.944,4.371,-0.02,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,8046.0479,4.415279,-0.1,0.02,65419,matched,8046.047,4.415,-0.1,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,8207.7429,4.445627,-0.96,0.03,65772,matched,8207.742,4.446,-0.96,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,8220.379,4.3201,0.3,0.02,65803,matched,8220.378,4.32,0.299,BWL+GESHRL,1.0,0.0010000000000000009
DenHartog2014,DH14,Fe I,8232.3178,4.415279,-0.85,0.02,65820,matched,8232.316,4.415,-1.04,GESHRL14,1.0,0.19000000000000006
DenHartog2014,DH14,Fe I,8339.4039,4.434613,-0.54,0.03,66037,matched,8339.402,4.435,-0.59,GESHRL14,1.0,0.04999999999999993
DenHartog2014,DH14,Fe I,8360.7956,4.473272,-1.1,0.04,66084,matched,8360.794,4.473,-1.1,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,8526.669,4.912973,-0.59,0.03,66446,matched,8526.669,4.913,-0.615,BWL+GESHRL,1.0,0.025000000000000022
DenHartog2014,DH14,Fe I,8598.8302,4.386462,-1.2,0.03,66620,matched,8598.829,4.387,-1.182,BWL+GESHRL,1.0,-0.018000000000000016
DenHartog2014,DH14,Fe I,8713.2034,4.98805,-0.75,0.04,66874,matched,8713.208,4.988,-0.79,GESHRL14,1.0,0.040000000000000036
DenHartog2014,DH14,Fe I,8784.4405,4.95563,-1.14,0.12,66997,matched,8784.44,4.956,-1.16,GESHRL14,1.0,0.020000000000000018
DenHartog2014,DH14,Fe I,8808.171,5.009521,-0.92,0.06,67047,matched,8808.17,5.01,-0.95,GESHRL14,1.0,0.029999999999999916
DenHartog2014,DH14,Fe I,8846.7407,5.009521,-0.56,0.04,67130,matched,8846.74,5.01,-0.66,GESHRL14,1.0,0.09999999999999998
DenHartog2014,DH14,Fe I,8876.0241,5.020279,-1.05,0.05,67192,matched,8876.024,5.02,-1.1,GESHRL14,1.0,0.050000000000000044
DenHartog2014,DH14,Fe I,9012.0745,4.99127,-0.05,0.02,67467,matched,9012.075,4.991,-0.08,GESHRL14,1.0,0.03
DenHartog2014,DH14,Fe I,9070.4342,4.220362,-1.76,0.03,-1,absent,,,,,,
DenHartog2014,DH14,Fe I,9119.9705,4.283308,-2.62,0.12,67693,matched,9119.97,4.283,-2.62,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,9164.5715,4.912973,-1.18,0.04,67803,matched,9164.57,4.913,-1.29,GESHRL14,1.0,0.1100000000000001
DenHartog2014,DH14,Fe I,9173.6758,5.063781,-1.11,0.03,67819,matched,9173.675,5.064,-1.11,GESHRL14,1.0,0.0
DenHartog2014,DH14,Fe I,9214.4977,4.912973,-0.76,0.03,167171,matched,9214.499,4.913,-0.76,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9259.0055,4.912973,-0.71,0.03,167186,matched,9259.005,4.913,-0.71,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9294.5351,5.033068,-1.36,0.07,167190,matched,9294.534,5.0331,-1.36,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9311.5149,5.08559,-1.36,0.06,167194,matched,9311.514,5.0856,-1.36,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9318.1787,4.95563,-1.1,0.04,167195,matched,9318.179,4.9556,-1.1,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9324.1745,5.08559,-1.39,0.05,-1,absent,,,,,,
DenHartog2014,DH14,Fe I,9354.6304,5.08559,-1.18,0.04,167200,matched,9354.628,5.0856,-1.18,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9388.1837,4.98805,-1.22,0.04,167209,matched,9388.184,4.988,-1.22,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9410.1583,5.099544,-0.9,0.04,167217,matched,9410.159,5.0995,-0.9,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9437.7961,4.607593,-1.46,0.04,167233,matched,9437.793,4.6076,-1.46,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9452.3359,5.009521,-1.54,0.06,167237,matched,9452.336,5.0095,-1.54,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9454.1951,5.099544,-0.61,0.03,167238,matched,9454.194,5.0995,-0.61,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9463.0287,4.95563,-1.17,0.04,167239,matched,9463.028,4.9556,-1.17,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9507.1551,4.652031,-1.95,0.04,167243,matched,9507.152,4.652,-1.95,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9543.3912,5.009521,-1.38,0.1,-1,absent,,,,,,
DenHartog2014,DH14,Fe I,9550.9568,4.98805,-1.54,0.05,167249,matched,9550.957,4.988,-1.54,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9626.8254,5.304583,-0.92,0.03,167265,matched,9626.823,5.3046,-0.92,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9768.3155,4.652031,-2.09,0.14,167301,matched,9768.313,4.652,-2.09,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9783.991,4.99127,-1.23,0.09,167306,matched,9783.993,4.9913,-1.23,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9913.1793,4.99127,-1.74,0.05,167329,matched,9913.18,4.9913,-1.74,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,9944.2057,5.011681,-1.28,0.03,167334,matched,9944.207,5.0117,-1.28,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,10142.843,5.063781,-1.63,0.05,167358,matched,10142.844,5.0638,-1.63,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,10435.356,4.73314,-2.07,0.09,167399,matched,10435.355,4.7331,-2.07,PRIMARY LAB DenHartog2014,1.0,0.0
DenHartog2014,DH14,Fe I,11013.237,4.795465,-1.33,0.05,167500,matched,11013.235,4.7955,-1.33,PRIMARY LAB DenHartog2014,1.0,0.0
Ruffoni2014,RU14,Fe I,3526.238,2.865391,-0.57,0.02,160817,matched,3526.238,2.8654,-0.5453075507605232,NIST ASD (astroquery) T5720,1.0,-0.024692449239476777
Ruffoni2014,RU14,Fe I,3664.5374,2.998045,-1.08,0.03,164343,matched,3664.537,2.998,-1.072116589669293,NIST ASD (astroquery) T5720,1.0,-0.007883410330707052
Ruffoni2014,RU14,Fe I,3704.4612,2.692408,-0.62,0.02,165312,matched,3704.461,2.6924,-0.5802094138936373,NIST ASD (astroquery) T5720,1.0,-0.03979058610636266
Ruffoni2014,RU14,Fe I,3779.2027,2.758579,-2.46,0.08,167147,matched,3779.201,2.7586,-1.529,VALD3,1.0,-0.931
Ruffoni2014,RU14,Fe I,3900.515,3.240969,-1.04,0.05,52960,matched,3900.515,3.241,-0.92,VALD3,1.0,-0.12
Ruffoni2014,RU14,Fe I,3931.1172,3.265706,-1.25,0.12,53133,matched,3931.1172,3.2657,-1.14,VALD3,1.0,-0.1100000000000001
Ruffoni2014,RU14,Fe I,3948.0973,3.240969,-0.59,0.02,53219,matched,3948.0971,3.241,-0.56,VALD3,1.0,-0.029999999999999916
Ruffoni2014,RU14,Fe I,3974.3807,3.240969,-1.88,0.12,53369,matched,3974.38,3.241,-1.9,VALD3,1.0,0.020000000000000018
Ruffoni2014,RU14,Fe I,4051.9053,3.396506,-1.49,0.07,53724,matched,4051.9053,3.3965,-1.43,VALD3,1.0,-0.06000000000000005
Ruffoni2014,RU14,Fe I,4063.2757,3.368256,-0.81,0.03,53782,matched,4063.2757,3.3683,-0.574,VALD3,1.0,-0.2360000000000001
Ruffoni2014,RU14,Fe I,4066.5852,2.990352,-1.62,0.04,53795,matched,4066.5849,2.9904,-1.583,VALD3,1.0,-0.037000000000000144
Ruffoni2014,RU14,Fe I,4079.1681,3.41695,-1.73,0.11,53849,matched,4079.1676,3.417,-1.2,VALD3,1.0,-0.53
Ruffoni2014,RU14,Fe I,4083.7632,3.416953,-1.41,0.04,53872,matched,4083.7628,3.417,-1.918,VALD3,1.0,0.508
Ruffoni2014,RU14,Fe I,4101.2611,3.396509,-1.35,0.06,53950,matched,4101.2608,3.3965,-1.38,VALD3,1.0,0.029999999999999805
Ruffoni2014,RU14,Fe I,4114.9376,3.368256,-1.45,0.04,54000,matched,4114.9376,3.3683,-1.445,VALD3,1.0,-0.004999999999999893
Ruffoni2014,RU14,Fe I,4143.4146,3.046869,-0.21,0.02,54121,matched,4143.4144,3.0469,-0.204,VALD3,1.0,-0.006000000000000005
Ruffoni2014,RU14,Fe I,4143.4972,3.368256,-1.47,0.09,54122,matched,4143.4968,3.3683,-1.551,VALD3,1.0,0.08099999999999996
Ruffoni2014,RU14,Fe I,4153.8997,3.396509,-0.28,0.02,54162,matched,4153.8994,3.3965,-0.321,VALD3,1.0,0.04099999999999998
Ruffoni2014,RU14,Fe I,4187.039,2.44956,-0.56,0.02,54296,matched,4187.0384,2.4496,-0.548,VALD3,1.0,-0.01200000000000001
Ruffoni2014,RU14,Fe I,4199.4872,2.399205,-0.69,0.02,-1,absent,,,,,,
Ruffoni2014,RU14,Fe I,4233.6028,2.482119,-0.6,0.02,54491,matched,4233.602,2.482,-0.6,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4237.1298,2.425434,-0.34,0.02,-1,absent,,,,,,
Ruffoni2014,RU14,Fe I,4272.3558,2.44956,-0.35,0.02,-1,absent,,,,,,
Ruffoni2014,RU14,Fe I,4276.6761,3.881604,-1.75,0.14,54682,matched,4276.675,3.882,-1.75,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4344.4995,3.602523,-1.15,0.03,54995,matched,4344.499,3.603,-1.15,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4369.7343,3.94332,-1.81,0.18,55086,matched,4369.736,3.943,-1.81,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4401.2899,3.602525,-0.99,0.03,55231,matched,4401.29,3.603,-0.99,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4423.8408,3.65369,-1.61,0.05,55325,matched,4423.841,3.654,-1.61,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4461.9698,3.602526,-1.22,0.04,55495,matched,4461.968,3.603,-1.22,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4476.0755,3.686387,-0.34,0.02,55566,matched,4476.075,3.686,-0.34,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4481.6093,3.686389,-1.5,0.06,55587,matched,4481.609,3.686,-1.53,2014MNRAS.,1.0,0.030000000000000027
Ruffoni2014,RU14,Fe I,4482.7393,3.653693,-1.44,0.06,55592,matched,4482.739,3.654,-1.44,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4528.757,3.301403,-2.02,0.04,55742,matched,4528.757,3.301,-2.02,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4581.508,3.240969,-1.83,0.03,55943,matched,4581.508,3.241,-1.83,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4611.1849,2.851224,-2.62,0.15,56047,matched,4611.184,2.851,-2.693,BKK+2014MN,1.0,0.07299999999999995
Ruffoni2014,RU14,Fe I,4654.6286,3.211188,-1.34,0.02,56208,matched,4654.631,3.211,-1.34,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4707.2745,3.240969,-0.96,0.02,56388,matched,4707.274,3.241,-0.96,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4720.9602,4.154355,-1.86,0.08,56434,matched,4720.962,4.154,-1.86,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4741.0696,3.332019,-2.4,0.07,56494,matched,4741.069,3.332,-2.4,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4768.3965,2.939846,-2.27,0.05,56582,matched,4768.396,2.94,-2.34,BKK+2014MN,1.0,0.06999999999999984
Ruffoni2014,RU14,Fe I,4807.7088,3.368256,-2.15,0.05,56693,matched,4807.708,3.368,-2.15,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4860.9785,3.396509,-2.33,0.08,56852,matched,4860.978,3.397,-2.33,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4871.3182,2.865391,-0.34,0.02,56878,matched,4871.318,2.865,-0.35,BWL+2014MN,1.0,0.009999999999999953
Ruffoni2014,RU14,Fe I,4875.8776,3.33202,-1.9,0.04,56894,matched,4875.877,3.332,-1.9,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4885.4306,3.881604,-0.97,0.03,56926,matched,4885.43,3.882,-0.97,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4889.1021,3.883509,-1.19,0.03,56945,matched,4889.102,3.884,-1.19,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4890.7551,2.875503,-0.38,0.02,56948,matched,4890.755,2.876,-0.386,BWL+2014MN,1.0,0.006000000000000005
