element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason
Fe,I,8699.454,kpno_solar_atlas,77.03800289470539,"PROFILE-FIT (voigt), model integrated; chi2_red=2.786e-05; sigma_fit=0.0473 A (init 0.0499, floor 0.0074); ew_err=5.22 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0868",7.41015625,-5.052786980271161,1D-LTE,True,
Fe,I,8757.1868,kpno_solar_atlas,108.54301101678668,"PROFILE-FIT (voigt), model integrated; chi2_red=4.289e-05; sigma_fit=0.0541 A (init 0.0502, floor 0.0074); ew_err=0.66 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0872",7.69140625,-4.9067627488901415,1D-LTE,True,
Fe,I,8784.4404,kpno_solar_atlas,35.38905767994278,"PROFILE-FIT (voigt), model integrated; chi2_red=1.756e-05; sigma_fit=0.0425 A (init 0.0504, floor 0.0075); ew_err=0.87 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0876",7.533203125,-5.394845101973503,1D-LTE,True,
Fe,I,8796.4835,kpno_solar_atlas,35.7237674796992,"PROFILE-FIT (voigt), model integrated; chi2_red=3.242e-05; sigma_fit=0.0249 A (init 0.0504, floor 0.0075); ew_err=0.74 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0876",7.638671875,-5.391351838454344,1D-LTE,True,
Fe,I,8804.6242,kpno_solar_atlas,73.17894463637795,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0002672; sigma_fit=0.0387 A (init 0.0505, floor 0.0075); ew_err=2.47 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0880",7.83203125,-5.080324682153069,1D-LTE,True,
Fe,I,8814.508,kpno_solar_atlas,10.075850241212487,"PROFILE-FIT (voigt), model integrated; chi2_red=1.673e-05; sigma_fit=0.1908 A (init 0.0505, floor 0.0075); ew_err=1.23 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0880",7.568359375,-5.9419163723731225,1D-LTE,True,
Fe,I,8834.0162,kpno_solar_atlas,10.381807318855516,"PROFILE-FIT (voigt), model integrated; chi2_red=3.248e-06; sigma_fit=0.0363 A (init 0.0507, floor 0.0075); ew_err=2.04 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0880",7.533203125,-5.929885227011683,1D-LTE,True,
Fe,I,8838.4281,kpno_solar_atlas,107.44596897944446,"PROFILE-FIT (voigt), model integrated; chi2_red=2.784e-05; sigma_fit=0.0614 A (init 0.0507, floor 0.0075); ew_err=0.63 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0880",7.65625,-4.915184906488732,1D-LTE,True,
Fe,I,8846.7398,kpno_solar_atlas,59.299110469418586,"PROFILE-FIT (voigt), model integrated; chi2_red=2.458e-05; sigma_fit=0.0411 A (init 0.0507, floor 0.0075); ew_err=1.23 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0884",7.515625,-5.173735075331065,1D-LTE,True,
Fe,I,8868.4297,kpno_solar_atlas,67.94940232334812,"PROFILE-FIT (voigt), model integrated; chi2_red=0.000125; sigma_fit=0.0332 A (init 0.0509, floor 0.0075); ew_err=2.27 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0884",7.919921875,-5.115661086652401,1D-LTE,True,
Fe,I,8876.0059,kpno_solar_atlas,43.272373516794666,"PROFILE-FIT (voigt), model integrated; chi2_red=3.415e-05; sigma_fit=0.0339 A (init 0.0509, floor 0.0075); ew_err=1.61 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0884",7.7265625,-5.312006865064981,1D-LTE,True,
Fe,I,8920.0267,kpno_solar_atlas,73.69945101954387,"PROFILE-FIT (voigt), model integrated; chi2_red=0.0001276; sigma_fit=0.0451 A (init 0.0511, floor 0.0076); ew_err=0.85 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0888,lm0892",7.5859375,-5.0829019014850525,1D-LTE,True,
Fe,I,8922.6503,kpno_solar_atlas,17.12378119857978,"PROFILE-FIT (voigt), model integrated; chi2_red=2.342e-05; sigma_fit=0.0277 A (init 0.0512, floor 0.0076); ew_err=11.46 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0892",7.5859375,-5.716894202338859,1D-LTE,True,
Fe,I,8945.1747,kpno_solar_atlas,83.96713962666678,"PROFILE-FIT (voigt), model integrated; chi2_red=9.331e-06; sigma_fit=0.0558 A (init 0.0513, floor 0.0076); ew_err=21.29 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0892",7.515625,-5.0274794677662475,1D-LTE,True,
Fe,I,8994.6278,kpno_solar_atlas,25.469979230691365,"PROFILE-FIT (voigt), model integrated; chi2_red=3.774e-05; sigma_fit=0.2140 A (init 0.0516, floor 0.0076); ew_err=13.59 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0896",7.708984375,-5.547954606015099,1D-LTE,True,
Fe,I,9146.1275,kpno_solar_atlas,84.46932018906317,"PROFILE-FIT (voigt), model integrated; chi2_red=0.00148; sigma_fit=0.0275 A (init 0.0524, floor 0.0078); ew_err=4.90 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0912",7.76171875,-5.03453825230835,1D-LTE,True,
